,Concept_ID,sl,ga
815,zusammen::ADV,skúpaj,in eineacht
816,lange::ADV,dólgo,fada
817,plötzlich::ADV,náglo,go tobann
818,plötzlich::ADV,náglo,i dtobainne
819,plötzlich::ADV,nenádoma,go tobann
820,plötzlich::ADV,nenádoma,i dtobainne
821,sofort::ADV,prècej,ar an toirt
822,sofort::ADV,prècej,ar an bpointe
823,später::ADV,poznêje,níos déanaí
824,jetzt::ADV,zdàj,anois
825,heute::ADV,dánes,inniu
826,morgen::ADV,jútri,amárach
827,bald::ADV,kmálu,go luath
828,bald::ADV,kmálu,gan mhoill
829,dann::ADV,nató,ansin
830,gestern::ADV,včéraj,inné
831,einst::ADV,nékdaj,tráth
832,einst::ADV,nékdaj,uair amháin
833,damals::ADV,tedàj,ag an am
834,damals::ADV,tedàj,an t-am sin
835,damals::ADV,takràt,ag an am
836,damals::ADV,takràt,an t-am sin
837,danach::ADV,potèm,ina dhiaidh sin
838,vorher::ADV,poprèj,cheana
839,vorher::ADV,poprèj,roimhe sin
840,zuerst::ADV,spŕva,ar dtús
841,einmal::ADV,ênkrat,uair amháin
842,manchmal::ADV,včásih,uaireanta
843,oft::ADV,pogósto,minic
844,immer::ADV,védno,i gcónaí
845,immer::ADV,zméraj,i gcónaí
846,niemals::ADV,nikdàr,riamh
847,hier::ADV,tù,anseo
848,hier::ADV,túkaj,anseo
849,hierhin::ADV,sèmkaj,anseo
850,von hier::ADV,od tú,an áit seo
851,dort::ADV,tàm,ann
852,dort::ADV,tàm,ansin
853,dorthin::ADV,tjà,ann
854,dorthin::ADV,tjà,ansin
855,geradeaus::ADV,rávno napréj,ar aghaidh
856,vorwärts::ADV,napréj,
857,rückwärts::ADV,zádaj,siar
858,zurück::ADV,nazáj,ar ais
859,unten::ADV,dôli,thíos
860,unten::ADV,spôdaj,thíos
861,hinab::ADV,dôl,síos
862,oben::ADV,gôri,thuas
863,oben::ADV,zgôraj,thuas
864,hinauf::ADV,gôr,suas
865,überall::ADV,povsód,i ngach áit
866,überall::ADV,povsód,ar fud na háite
867,nicht::ADV,ne,ní
868,nicht::ADV,ne,cha
869,ein wenig::ADV,málo,beagán
870,kaum::ADV,kómaj,ar éigean
871,sehr::ADV,zeló,an-
872,so::ADV,takó,chomh
873,so::ADV,takó,mar sin
874,noch::ADV,še,fós
875,noch::ADV,še,go fóill
876,nur::ADV,samó,amháin
877,nur::ADV,samó,níl ach
878,schon::ADV,žè,cheana
879,schon::ADV,žè,cheana féin
880,wieder::ADV,spét,arís
881,wieder::ADV,spét,athuair
882,vergebens::ADV,zamàn,amú
883,vergebens::ADV,zamàn,in aisce
884,vergebens::ADV,zastónj,amú
885,vergebens::ADV,zastónj,in aisce
886,vor::PRP,pred,ar thosach
887,hinter::PRP,za,laistiar de
888,hinter::PRP,za,taobh thiar de
889,unter::PRP,pod,faoi
890,durch::PRP,skózi,trí
891,neben::PRP,kràj,taobh le
892,neben::PRP,kràj,in aice le
893,neben::PRP,póleg,taobh le
894,neben::PRP,póleg,in aice le
895,zwischen::PRP,med,idir
896,zwischen::PRP,izmed,idir
897,wegen::PRP,zarádi,de bharr
898,wegen::PRP,zarádi,mar gheall ar
899,dies::PRN,tó,seo
900,das::PRN,tó,sin
901,alles::PRN,vsè,gach rud
902,ich::PRN,jàz,mé
903,ich::PRN,jàz,mise
904,du::PRN,tí,tú
905,du::PRN,tí,tusa
906,er::PRN,òn,sé
907,er::PRN,òn,seisean
908,wir::PRN,mí,sinn
909,ihr::PRN,ví,sibh
910,ihr::PRN,ví,sibhse
911,sie::PRN,ôni,siad
912,sie::PRN,ôni,siadsan
913,was::FPRN,káj,cad
914,was::FPRN,káj,céard
915,wer::FPRN,kdó,cé
916,wo::FADV,kjé,cá
917,wo::FADV,kjé,cén áit
918,wohin::FADV,kám,cá
919,wohin::FADV,kám,cén áit
920,wie::FADV,kakó,conas
921,wie::FADV,kakó,cén chaoi
922,warum::FADV,zakáj,cén fáth
923,warum::FADV,zakáj,cad chuige
924,wieviel::FNUM,kóliko,cá mhéad
925,eins::NUM,êden,aon
926,zwei::NUM,dvá,dhá
927,drei::NUM,trí,trí
928,vier::NUM,štíri,ceathair
929,fünf::NUM,pét,cúig
930,sechs::NUM,šést,sé
931,sieben::NUM,sédem,seacht
932,acht::NUM,ósem,ocht
933,neun::NUM,devét,naoi
934,zehn::NUM,desét,deich
935,elf::NUM,enájst,aon déag
936,zwölf::NUM,dvánajst,dó dhéag
937,zwanzig::NUM,dvájset,fiche
938,dreißig::NUM,trídeset,tríocha
939,vierzig::NUM,štírideset,daichead
940,vierzig::NUM,štírideset,ceathracha
941,fünfzig::NUM,pétdeset,caoga
942,sechzig::NUM,šéstdeset,seasca
943,siebzig::NUM,sédemdeset,seachtó
944,achtzig::NUM,ósemdeset,ochtó
945,neunzig::NUM,devétdeset,nócha
946,hundert::NUM,stó,céad
947,tausend::NUM,tísoč,míle
948,und::CNJ,in,agus
949,oder::CNJ,áli,nó
950,stehen::V,státi,seas
951,sitzen::V,sedéti,suigh
952,liegen::V,ležáti,luigh
953,hängen::V,viséti,tá crochta
954,werden::V,postáti,éirigh
955,passieren::V,zgodíti se,tarlaigh
956,beginnen::V,začéti se,tosaigh
957,enden::V,končáti se,críochnaigh
958,wechseln::V,ménjati se,athraigh
959,aufgehen[Sonne]::V,vzíti,éirigh
960,untergehen[Sonne]::V,zaíti,fuin
961,untergehen[Sonne]::V,zaíti,téigh faoi
962,scheinen[Sonne]::V,sijáti,taitin
963,scheinen[Sonne]::V,sijáti,soilsigh
964,donnern::V,grméti,tá toirneach ann
965,wehen::V,píhati,séid
966,strömen::V,líti,sil
967,fließen::V,têči,rith
968,fließen::V,têči,snigh
969,sich drehen::V,vrtéti se,cas
970,sich drehen::V,vrtéti se,imrothlaigh
971,schwanken::V,kolébati,luasc
972,schwingen::V,níhati,luasc
973,fallen::V,pádati,tit
974,brennen::V,goréti,dóigh
975,rauchen::V,kadíti se,plúch toite
976,regnen::V,deževáti,báistigh
977,regnen::V,deževáti,tá ag cur báistí
978,gefrieren::V,zmŕzniti,sioc
979,gefrieren::V,zmŕzniti,reoigh
980,tauen::V,tájati,leáigh
981,tauen::V,tájati,coscair
982,schmelzen::V,kopnéti,leáigh
983,trocknen::V,sušíti se,triomaigh
984,sieden::V,kipéti,fiuch
985,sieden::V,kipéti,beirigh
986,faulen::V,gníti,lobh
987,faulen::V,gníti,dreoigh
988,verfaulen::V,zgníti,lobh
989,verfaulen::V,zgníti,feoigh
990,reißen::V,tŕgati se,bris
991,versinken::V,pogrézniti se,téigh síos
992,vergehen::V,miníti,téigh thart
993,erscheinen::V,pojáviti se,tar
994,verschwinden::V,izgíniti,imigh
995,sinken::V,péšati,tit
996,sinken::V,péšati,ísligh
997,abnehmen::V,pojémati,maolaigh
998,abnehmen::V,pojémati,laghdaigh
999,zunehmen::V,véčati se,méadaigh
1000,zunehmen::V,množíti se,méadaigh
1001,steigen::V,dvígati se,éirigh
1002,wachsen::V,rásti,fás
1003,glänzen::V,sijáti,lonraigh
1004,funkeln::V,ískriti se,drithligh
1005,lärmen::V,ropotáti,tóg callán
1006,lärmen::V,razgrájati,tóg callán
1007,läuten::V,zvoníti,buail
1008,klingeln::V,zvončkljáti,buail
1009,klirren::V,žvenketáti,cling
1010,brausen::V,šuméti,búir
1011,rauschen::V,šuštéti,tá ag siosarnach
1012,rauschen::V,šelestéti,tá ag siosarnach
1013,klingen::V,zvenéti,tá glór ag
1014,bellen::V,lájati,amhastraigh
1015,heulen::V,zavíjati,glam
1016,blasen::V,píhniti,séid
1017,pfeifen::V,pískati,lig fead
1018,pfeifen::V,žvížgati,lig fead
1019,schreien::V,kričáti,béic
1020,schreien::V,kričáti,glaoigh
1021,stöhnen::V,stókati,lig cnead
1022,zittern::V,drgetáti,crith
1023,zittern::V,drgetáti,creathnaigh
1024,leben::V,živéti,mair
1025,geboren werden::V,rodíti se,rugadh
1026,atmen::V,díhati,análaigh
1027,trinken::V,píti,ól
1028,essen::V,jésti,ith
1029,schlucken::V,požírati,slog
1030,müde werden::V,péšati,tuirsigh
1031,müde werden::V,utrúditi se,tuirsigh
1032,einschlafen::V,zaspáti,tit ina chodladh
1033,schlafen::V,spáti,codail
1034,aufwachen::V,zbudíti se,múscail
1035,aufstehen::V,vstáti,éirigh
1036,sich erholen::V,oddahníti se,lig scíth
1037,krank werden::V,oboléti,éirigh tinn
1038,krank sein::V,bíti bolán,tá tinn
1039,schmerzen::V,boléti,tá pian i
1040,husten::V,kášljati,déan casacht
1041,genesen::V,okrévati,téarnaigh
1042,sterben::V,umréti,éag
1043,sterben::V,umréti,faigh bás
1044,umkommen::V,pogíniti,caill
1045,sich bewegen::V,zganíti se,bog
1046,sich bewegen::V,zganíti se,gluais
1047,sich rühren::V,premakníti se,corraigh
1048,sich erheben::V,vstájati,seas suas
1049,sich erheben::V,vzdígniti se,seas suas
1050,sich setzen::V,sésti,suigh
1051,hinfallen::V,pásti dôl,tit
1052,laufen::V,hodíti,siúil
1053,schreiten::V,stópati,siúil
1054,spazierengehen::V,na sprehòd íti,téigh ag spaisteoireacht
1055,eilen::V,drvéti,deifrigh
1056,eilen::V,drvéti,brostaigh
1057,sich beeilen::V,hitéti,deifrigh
1058,sich beeilen::V,hitéti,déan deifir
1059,sausen::V,dírkati,luathaigh
1060,rennen::V,dírjati,rith
1061,springen::V,skákati,léim
1062,klettern::V,plézati,dreap
1063,schaukeln::V,kolébati,téigh ar an maide corrach
1064,kriechen::V,pláziti se,snámh
1065,schwimmen::V,plávati,snámh
1066,tauchen::V,potápljati se,tum
1067,rudern::V,vesláti,iomair
1068,rudern::V,vesláti,rámhaigh
1069,fahren::V,vozíti se,tiomáin
1070,fahren::V,peljáti se,tiomáin
1071,fliegen::V,létati,eitil
1072,gehen::V,íti,téigh
1073,weggehen::V,odíti,imigh
1074,abfahren::V,odpeljáti se,imigh
1075,anhalten::V,ustáviti se,stad
1076,hineingehen::V,íti nóter,téigh isteach
1077,eintreten::V,vstopíti,téigh isteach
1078,kommen::V,príti,tar
1079,ankommen::V,prispéti,tar
1080,ankommen::V,prihájati,tar
1081,zurückkommen::V,vrníti se,fill
1082,bleiben::V,ostáti,fan
1083,warten::V,čákati,fan
1084,erwarten::V,pričakováti,tá ag súil le
1085,erwarten::V,pričakováti,tá ag dréim le
1086,suchen::V,iskáti,lorg
1087,finden::V,nájti,faigh
1088,finden::V,nájti,aimsigh
1089,versuchen::V,poskúšati,triail
1090,vorbereiten::V,pripráviti,réitigh
1091,lieben::V,ljubíti,gráigh
1092,mögen::V,márati,taitin le
1093,mögen::V,márati,is maith le
1094,lachen::V,smejáti se,gáir
1095,rühren::V,ganíti,téigh i bhfeidhm ar
1096,weinen::V,jókati,goil
1097,weinen::V,jókati,caoin
1098,weinen::V,plákati,goil
1099,weinen::V,plákati,caoin
1100,schimpfen::V,psováti,tá ag clamhsán
1101,schimpfen::V,zmérjati,tá ag clamhsán
1102,sich ärgern::V,jezíti se,tá corraithe
1103,sich fürchten::V,báti se,tá eagla ar
1104,fürchten::V,báti se,tá eagla ar
1105,fliehen::V,bežáti,teith
1106,flüchten::V,pobégniti,éalaigh
1107,sehen::V,vídeti,feic
1108,anschauen::V,oglédati,dearc
1109,anschauen::V,oglédati,féach ar
1110,ansehen::V,glédati,breathnaigh
1111,hören::V,slíšati,cluin
1112,zuhören::V,poslúšati,éist
1113,probieren::V,poskúšati,bliais
1114,riechen::V,dúhati,bolaigh
1115,fühlen::V,čutíti,braith
1116,fühlen::V,čutíti,mothaigh
1117,scheinen::V,zdéti se,tá an chuma ar
1118,zu sehen sein::V,vídeti se,tá le feiceáil
1119,vernehmen::V,čúti,clois
1120,frieren::V,zébsti,tá fuar
1121,tun::V,délati,déan
1122,können::V,môči,féad
1123,können::V,môči,is féidir le
1124,wollen::V,hotéti,tá ag iarraidh
1125,anfangen::V,začéti,tosaigh
1126,anfangen::V,začéti,cuir tús le
1127,beenden::V,dokončáti,críochnaigh
1128,beenden::V,dokončáti,cuir deireadh le
1129,aufhören::V,prenéhati,stad
1130,gelingen::V,uspéti,éirigh le
1131,gelingen::V,posréčiti se,éirigh le
1132,geraten::V,obnêsti se,tá deireadh ar
1133,öffnen::V,odpréti,oscail
1134,schließen::V,zapréti,dún
1135,schließen::V,zapréti,iaigh
1136,stellen::V,postáviti,cuir
1137,setzen::V,posadíti,cuir
1138,setzen::V,posadíti,socraigh
1139,legen::V,položíti,cuir
1140,berühren::V,dotíkati se,teagmhaigh le
1141,verbinden::V,obvézati,ceangail
1142,bedecken::V,pokríti,clúdaigh
1143,bedecken::V,pokríti,cumhdaigh
1144,aufhängen::V,obésiti,croch
1145,anzünden::V,zažgáti,las
1146,anzünden::V,zažgáti,adhain
1147,aufheben::V,vzdígniti,tóg
1148,aufheben::V,vzdígniti,ardaigh
1149,zurücklassen::V,zapustíti,fág
1150,verlieren::V,izgubíti,caill
1151,fallen lassen::V,navréči,lig uait
1152,fallen lassen::V,navréči,caith uait
1153,machen::V,naredíti,déan
1154,machen::V,naredíti,réitigh
1155,machen::V,napráviti,déan
1156,machen::V,napráviti,réitigh
1157,herstellen::V,izdélati,táirg
1158,bauen::V,gradíti,tóg
1159,reparieren::V,popráviti,deisigh
1160,verbessern::V,izbóljšati,feabhsaigh
1161,ändern::V,spremeníti,athraigh
1162,graben::V,kopáti,tochail
1163,graben::V,grêbsti,tochail
1164,beugen::V,upogníti,crom
1165,biegen::V,zavíjati,lúb
1166,drehen::V,vrtéti,cas
1167,wenden::V,obrníti,tiontaigh
1168,umdrehen::V,zasúkati,iompaigh
1169,umdrehen::V,zasúkati,tiontaigh
1170,heben::V,dvígati,ardaigh
1171,hochheben::V,privzdígniti,tóg
1172,ergreifen::V,zgrábiti,beir ar
1173,halten::V,držáti,coimeád
1174,halten::V,držáti,coinnigh
1175,drücken::V,tiščáti,brúigh
1176,schieben::V,ríniti,brúigh
1177,kratzen::V,práskati,scríob
1178,lecken::V,lízati,ligh
1179,lecken::V,lízati,leadhb
1180,beißen::V,grísti,bain greim as
1181,abreißen::V,odtŕgati,stróic
1182,abreißen::V,odtŕgati,tarraing
1183,abschneiden::V,odrézati,scoith
1184,binden::V,vézati,ceangail
1185,stecken::V,vtakníti,sáigh
1186,brechen::V,lomíti,bris
1187,klopfen::V,tólči,cnag
1188,hauen::V,séči,buail
1189,kleben::V,lépiti,gliúáil
1190,reiben::V,tréti,cuimil
1191,reiben::V,dŕgniti,cuimil
1192,streichen::V,namázati,leath
1193,schleifen::V,brúsiti,líomh
1194,schneiden::V,rézati,gearr
1195,rütteln::V,strésti,croith
1196,schütteln::V,majáti,croith
1197,schwenken::V,obrníti,luasc
1198,schütten::V,sípati,doirt
1199,füllen::V,napolníti,líon
1200,einwickeln::V,zavíti,cuach
1201,einwickeln::V,zavíti,clúdaigh
1202,tragen::V,nêsti,iompair
1203,schleppen::V,vláčiti,tarraing
1204,ziehen::V,vléči,tarraing
1205,aufbewahren::V,shranjeváti,coinnigh
1206,werfen::V,lúčati,caith
1207,fangen::V,ujéti,ceap
1208,packen::V,prijéti,beir ar
1209,verstecken::V,skríti,folaigh
1210,verstecken::V,skríti,cuir i bhfolach
1211,teilen::V,razdelíti,roinn
1212,schicken::V,pošíljati,seol
1213,bringen::V,prinêsti,beir
1214,bringen::V,prinêsti,tabhair
1215,hinzufügen::V,pristáviti,cuir le
1216,bekommen::V,dobíti,faigh
1217,erhalten::V,prejéti,faigh
1218,nehmen::V,vzéti,tóg
1219,nehmen::V,vzéti,glac
1220,wählen::V,izbírati,pioc
1221,wählen::V,izbírati,roghnaigh
1222,auswählen::V,izbráti,roghnaigh
1223,bewahren::V,ohraníti,caomhnaigh
1224,behindern::V,ovírati,cuir bac ar
1225,verderben::V,pokváriti,mill
1226,beschädigen::V,poškodováti,loit
1227,beschädigen::V,poškodováti,déan damáiste do
1228,zerbrechen::V,razlomíti,bris
1229,zerreißen::V,raztŕgati,stiall
1230,zerstören::V,razrúšiti,mill
1231,zerstören::V,razrúšiti,scrios
1232,verbrennen::V,sežgáti,las
1233,verbrennen::V,sežgáti,dóigh
1234,geben::V,dáti,tabhair
1235,reichen::V,séči,sín
1236,reichen::V,séči,cuir
1237,reichen::V,molíti,sín
1238,reichen::V,molíti,cuir
1239,schenken::V,podáriti,bronn
1240,schenken::V,podáriti,tabhair
1241,versprechen::V,obljubíti,geall
1242,wünschen::V,vóščiti,guigh
1243,loben::V,hváliti,mol
1244,küssen::V,poljubováti,póg
1245,wiegen::V,zíbati,bog
1246,wiegen::V,zíbati,luasc
1247,zudecken::V,pokríti,clúdaigh
1248,wecken::V,zbudíti,dúisigh
1249,zeigen::V,pokázati,taispeáin
1250,führen::V,vêsti,treoraigh
1251,lehren::V,učíti,múin
1252,lehren::V,učíti,teagasc
1253,unterrichten::V,poučeváti,múin
1254,unterrichten::V,poučeváti,teagasc
1255,aufziehen::V,vzgojíti,tóg
1256,leiten::V,uprávljati,tá i gceannas ar
1257,antreiben::V,goníti,gríosaigh
1258,lassen::V,povzročíti,cuir ag
1259,einladen::V,povábiti,cuir cuireadh ar
1260,vereinigen::V,zdrúžiti,aontaigh
1261,besuchen::V,obiskáti,tabhair cuairt ar
1262,treffen::V,pogodíti,cas ar
1263,treffen::V,pogodíti,buail le
1264,sich versammeln::V,zbráti se,bailigh
1265,sich versammeln::V,zbráti se,cruinnigh
1266,spielen::V,igráti se,imir
1267,spielen::V,igráti se,tá ag spraoi
1268,singen::V,péti,can
1269,tanzen::V,plésati,rinc
1270,tanzen::V,plésati,damhsaigh
1271,sich trennen::V,ločíti se,scar
1272,verlassen::V,zapustíti,fág
1273,retten::V,réšiti,tarrtháil
1274,bewachen::V,strážiti,cosain
1275,bewachen::V,strážiti,gardáil
1276,schützen::V,sčítiti,cosain
1277,verteidigen::V,braníti,cosain
1278,sich schlagen::V,têpsti se,tá ag bruíon
1279,schießen::V,stréljati,caith
1280,schießen::V,stréljati,scaoil
1281,siegen::V,zmágati,bain
1282,siegen::V,zmágati,buaigh
1283,ärgern::V,jezíti,cuir isteach ar
1284,ärgern::V,razbúriti,cuir isteach ar
1285,schlagen::V,têpsti,buail
1286,schlagen::V,udáriti,buail
1287,treten::V,teptáti,ciceáil
1288,stechen::V,ubôsti,sáigh
1289,stoßen::V,peháti,brúigh
1290,stoßen::V,peháti,soncáil
1291,stoßen::V,drégniti,brúigh
1292,stoßen::V,drégniti,soncáil
1293,stehlen::V,ukrásti,goid
1294,stehlen::V,pokrásti,goid
1295,stören::V,motíti,cuir isteach ar
1296,belästigen::V,nadlegováti,cuir as do
1297,verbergen::V,skríti,ceil
1298,täuschen::V,slepíti,cuir dallamullóg ar
1299,betrügen::V,várati,déan calaois ar
1300,betrügen::V,ogoljufáti,déan calaois ar
1301,töten::V,ubíti,maraigh
1302,wohnen::V,prebívati,cuir faoi
1303,wohnen::V,prebívati,tá ina chónaí
1304,arbeiten::V,délati,oibrigh
1305,sammeln::V,zbráti,bailigh
1306,sammeln::V,zbráti,cruinnigh
1307,pflücken::V,obráti,pioc
1308,jagen::V,lovíti,seilg
1309,fischen::V,ribáriti,iasc
1310,fassen::V,zajéti,beir ar
1311,hüten::V,pásti,aoirigh
1312,treiben::V,pogánjati,seol
1313,treiben::V,pogánjati,tiomáin
1314,anbinden::V,privézati,ceangail
1315,füttern::V,kŕmiti,cothaigh
1316,füttern::V,kŕmiti,beathaigh
1317,melken::V,mólsti,bligh
1318,melken::V,mólsti,crúigh
1319,hacken::V,sékati,gearr
1320,gießen::V,ulíti,uiscigh
1321,reifen::V,zoréti,aibigh
1322,zubereiten::V,pripráviti,cócaráil
1323,kochen::V,kúhati,bruith
1324,kochen::V,kúhati,beirigh
1325,backen::V,cvréti,bácáil
1326,braten::V,pêči,róst
1327,braten::V,pêči,frioch
1328,umrühren::V,preméšati,measc
1329,stricken::V,plêsti,cniotáil
1330,nähen::V,šívati,fuaigh
1331,färben::V,bárvati,dathaigh
1332,reinigen::V,očístiti,glan
1333,waschen::V,opráti,nigh
1334,abwischen::V,obrísati,glan
1335,spülen::V,splakováti,sruthlaigh
1336,fegen::V,pométati,scuab
1337,kehren::V,mésti,scuab
1338,baden::V,kópati se,folc
1339,sich waschen::V,umíti se,nigh é féin
1340,ausziehen::V,izvléči,bain de
1341,anziehen::V,obléči,cuir ar
1342,sich anziehen::V,obléči se,gléas é féin
1343,kämmen::V,česáti,cíor
1344,schmücken::V,okrasíti,maisigh
1345,sagen::V,dejáti,abair
1346,sprechen::V,govoríti,labhair
1347,reden::V,rêči,caintigh
1348,sich unterhalten::V,razgovárjati se,caintigh
1349,sich unterhalten::V,razgovárjati se,tá ag comhrá
1350,fragen::V,vprášati,fiafraigh
1351,fragen::V,vprášati,cuir ceist
1352,bitten::V,prosíti,iarr
1353,erzählen::V,práviti,inis
1354,erzählen::V,práviti,eachtraigh
1355,mitteilen::V,naznániti,aithris
1356,mitteilen::V,naznániti,cuir in iúl
1357,nennen::V,imenováti,ainmnigh
1358,rufen::V,klícati,glaoigh
1359,prahlen::V,baháti se,maígh
1360,übersetzen::V,prevêsti,aistrigh
1361,denken::V,mísliti,síl
1362,denken::V,mísliti,ceap
1363,glauben::V,verjéti,creid
1364,bemerken::V,opáziti,tabhair faoi deara
1365,erkennen::V,spoznáti,aithin
1366,begreifen::V,pôjmiti,tuig
1367,verstehen::V,razuméti,tuig
1368,lernen::V,učíti se,foghlaim
1369,wissen::V,znáti,tá a fhios ag
1370,wissen::V,védeti,tá a fhios ag
1371,sich erinnern an::V,spómniti se,cuimhnigh ar
1372,sich erinnern an::V,spómniti se,is cuimhne ar
1373,vergessen::V,pozábiti,dearmad
1374,messen::V,mériti,tomhais
1375,zählen::V,štéti,cuntais
1376,rechnen::V,račúnati,ríomh
1377,rechnen::V,račúnati,áirigh
1378,lesen::V,bráti,léigh
1379,lesen::V,čítati,léigh
1380,malen::V,slíkati,péinteáil
1381,zeichnen::V,rísati,línigh
1382,zeichnen::V,rísati,tarraing
1383,schreiben::V,písati,scríobh
1384,besitzen::V,iméti,is le
1385,kaufen::V,kupíti,ceannaigh
1386,verkaufen::V,prodáti,díol
1387,bezahlen::V,pláčati,íoc as
1388,zahlen::V,plačeváti,íoc
1389,beherrschen::V,obvládati,rialaigh
1390,ertragen::V,prenêsti,seas
1391,ertragen::V,prenêsti,fulaing
1392,ertragen::V,prenêsti,foighnigh
1393,Verstand::N,,ciall
1394,Verstand::N,,intinn
