,Concept_ID,ko,kv
214,Familie::N,가족,семья
215,Großvater::N,할아버지,дед
216,Großmutter::N,할머니,баб
217,Eltern::N,어버오,ай-мам
218,Vater::N,아버지,ай
219,Mutter::N,어머니,мам
220,Sohn::N,아들,зон
221,Tochter::N,딸기,ныв
222,Bruder::N,형제,вон
223,Schwester::N,누이,сой
224,Onkel::N,백부,дядь
225,Tante::N,아주머니,айӧлӧн сой
226,Tante::N,아주머니,ичинь
227,Ehemann::N,남편,жӧник
228,Ehefrau::N,아내,инь
229,Freude::N,기쁨,гаж
230,Freude::N,기쁨,радъялӧм
231,Gelächter::N,웃음,сералӧм
232,Glück::N,즐거움,мичлун
233,Kummer::N,슬픔,шог
234,Wunsch::N,소망,мӧдӧм
235,Wunsch::N,소망,охотитӧм
236,Geist::N,할기,лов
237,Gedanke::N,상념,дума
238,Gedächtnis::N,기억,тӧдвыв
239,Verstand::N,분별,вежӧр
240,Verstand::N,지능,вежӧр
241,Sinn::N,센스,ылӧс
242,Grund::N,까닭,мог
243,Wahrheit::N,참,правда
244,Wahrheit::N,진실,правда
245,Gespräch::N,대화,сёрни
246,Märchen::N,동화,сказка
247,Erzählung::N,이야기,висьт
248,Neuigkeit::N,뉴스,новость
249,Name::N,이름,ним
250,Rätsel::N,수수께끼,загадка
251,Rede::N,연설,сёрни
252,Sprache::N,말,кыв
253,Stimme::N,목소리,голос
254,Wort::N,낱말,кыв
255,Zeichen::N,신호,пас
256,Ruf::N,부름,чуксӧм
257,Ruf::N,부름,чукӧстӧм
258,Lärm::N,소동,шум
259,Laut::N,음성,шы
260,Ton::N,목소리,гор
261,Lied::N,노래,сьыланкыв
262,Ruhe::N,쉼,спокой
263,Leute::N,사람들,йӧз
264,Volk::N,국중,йӧз
265,Volk::N,국중,народ
266,Arbeit::N,근로,удж
267,Arbeit::N,너무,удж
268,Gast::N,손님,гӧсь
269,Geschenk::N,행하,гӧснеч
270,Geschenk::N,행하,подарок
271,Spiel::N,무리,орсӧм
272,Gesellschaft::N,교제,компания
273,Hilfe::N,거들음,отсӧт
274,Hilfe::N,보좌,отсӧт
275,Freund::N,친구,модз
276,Freund::N,친구,дружок
277,Kamerad::N,동실자,тӧдса
278,Angelegenheit::N,용무,дело
279,Anzahl::N,어떤,лыд
280,Anzahl::N,수,лыд
281,Art::N,정류,пӧлӧс
282,Stück::N,일부분,тор
283,Teil::N,몱,юкӧм
284,Teil::N,구훠,юкӧм
285,Hälfte::N,2분의,джын
286,Kreis::N,고리,круг
287,Kreuz::N,열십자,перна
288,Linie::N,선,визь
289,Strich::N,스침,кырӧв
290,Abstand::N,거리,колас
291,Entfernung::N,거리,ылына
292,Gegend::N,곳,места
293,Gegend::N,부금,места
294,Platz::N,장소,места
295,Ort::N,장소,места
296,Seite::N,옆면,ладор
297,Mitte::N,궁간,шӧр
298,Gegenstand::N,항목,тор
299,Sache::N,뭉에,тор
300,Rand::N,가,дор
301,Kante::N,귀퉁,ордлы
302,Ecke::N,구석,пельӧс
303,Spitze::N,끝,йыв
304,Spitze::N,참단,йыв
305,Ende::N,말당,йыв
306,Loch::N,빙옷,осьта
307,Winkel::N,각도,пельӧс
308,Muster::N,본,сер
309,Muster::N,견복,сер
310,Größe::N,신장,ыжда
311,Länge::N,길이긺,кузя
312,Höhe::N,높이,сувда
313,Höhe::N,높이,вылына
314,Gewicht::N,추,сьӧкта
315,Menge::N,수양,
316,Haufen::N,퇴적,куча
317,Reihe::N,열,лёдз
318,Boot::N,보트,пыж
319,Ruder::N,노,пелыс
320,Schlitten::N,썰매,додь
321,Ski::N,스키,лямпа
322,Lagerfeuer::N,캠프의 모닥불,бипур
323,Last::N,무거운짐,тягота
324,Gang::N,걸음,мунӧм
325,Schritt::N,보조,вожмӧв
326,Norden::N,북쪽 ,ой
327,Süden::N,남쪽,лун
328,Westen::N,서쪽,рытвыв
329,Osten::N,동쪽,асыв
330,Holz::N,목재,пу
331,Brett::N,마루널,пӧв
332,Platte::N,탤,плита
333,Platte::N,금속판,плита
334,Stütze::N,버팀목,пика
335,Stange::N,장대,зор
336,Stange::N,장대,потш
337,Stock::N,막대기,бедь
338,Stab::N,작대기,шест
339,Rohr::N,갈대,труба
340,Haus::N,집,керку
341,Heim::N,집,керку
342,Ofen::N,아궁이,пӧжавны
343,Fußboden::N,마루,джодж
344,Tisch::N,탁자,пызан
345,Stuhl::N,의자,стул
346,Wiege::N,발상지,зыбка
347,Bett::N,침대,кровать
348,Regal::N,서가,джадж
349,Kiste::N,짐궤,ящик
350,Fenster::N,눔,ӧшын
351,Tür::N,문,ыбӧс
352,Tor::N,대문,ворота
353,Zaun::N,담장,забор
354,Dach::N,지붕,крыша
355,Leiter::N,사닥다리,лиснич
356,Besen::N,비,рос
357,Spaten::N,가래,зыр
358,Schaufel::N,삽,зыр
359,Gabel::N,갈래,вила
360,Löffel::N,숟가락,пань
361,Messer::N,나이프,пурт
362,Nagel::N,발툽,кӧрттув
363,Netz::N,그물,кыйӧт
364,Haken::N,갈고리,ем
365,Griff::N,움켜쥠,пу
366,Schloss::N,자물쇠,замок
367,Bild::N,그림,картина
368,Figur::N,몸메,мыгӧр
369,Puppe::N,인형,акань
370,Beutel::N,클,мешӧк
371,Bündel::N,자근다발,нин
372,Tasche::N,가방,сумка
373,Eimer::N,동이,ведра
374,Deckel::N,뚜껑,вевт
375,Geschirr::N,식시,доз
376,Geschirr::N,식시,бекӧрпань
377,Sack::N,조갑,мешӧк
378,Tasse::N,차잔,бекӧр
379,Topf::N,단지,кастрюля
380,Kessel::N,주전자,пӧрт
381,Essen::N,먹기,сёйӧм
382,Nahrung::N,식료,вердан
383,Speise::N,음식물,сёян
384,Fleisch::N,고기,яй
385,Getreide::N,곡물,сю
386,Brei::N,젤리,каша
387,Brot::N,빵,нянь
388,Scheibe::N,원반,шӧрӧм
389,Fett::N,기름,гос
390,Butter::N,버터,ви
391,Öl::N,올리브유,ви
392,Salz::N,소금,сов
393,Suppe::N,국,шыд
394,Suppe::N,수프,шыд
395,Honig::N,감미,ма
396,Milch::N,유즙,йӧв
397,Tee::N,차,чай
398,Leder::N,가죽,кучик
399,Wolle::N,양털,гӧн
400,Stoff::N,패료,дӧра
401,Nadel::N,바늘,ем
402,Faden::N,콘실,сунис
403,Knopf::N,단추,кизь
404,Knoten::N,곁절,узӧв
405,Knoten::N,곁절,гӧрӧд
406,Farbe::N,색,краска
407,Kleidung::N,옷입기,паськӧм
408,Hemd::N,속옷,йӧрнӧс
409,Kragen::N,깃,воротник
410,Ärmel::N,소매,сос
411,Hose::N,바지,вешьян
412,Gürtel::N,밴드,йи
413,Mütze::N,모자,шапка
414,Schuh::N,구두,ботинки
415,Stiefel::N,장화,сапог
416,Ring::N,고리,чунькытш
417,Band::N,리본,ленточка
418,Kamm::N,빗,сынан
419,Spiegel::N,거울,зеркало
420,Riemen::N,가죽끈,ремень
421,Schnur::N,밧줄,гез
422,Leine::N,고삐줄,повод
423,Decke::N,이부자리,одеяло
424,Kissen::N,깔개,подушка
425,Tuch::N,천,чышьян
426,Handtuch::N,수건,чышкӧт
427,Kraft::N,세력,прак
428,Stärke::N,힘,вын
429,Gesundheit::N,위생,здоровье
430,Krankheit::N,병,шог
431,Schmerz::N,아픔고통,зубыт
432,Wunde::N,상처,рана
433,Fieber::N,열별,лёк тресся
434,Fieber::N,열별,кынтан шогӧт
435,Arznei::N,약,лекарство
436,Brücke::N,교량,пос
437,Brunnen::N,원천,колодец 
438,Weide::N,목장,пода йирсян
439,Pfad::N,좁은길,туй
440,Weg::N,길,туй
441,Straße::N,길,туй
442,Dorf::N,촌,деревня
443,Dorf::N,촌락,деревня
444,Stadt::N,도시,город
445,Brief::N,서한,гижӧт
446,Buch::N,책,книга
447,Buchstabe::N,문자,буква
448,Zeitung::N,신문,газета
449,Leben::N,삶,олан
450,Tod::N,죽음,кулӧм
451,Grab::N,무덤,гу
452,Kirche::N,교회,вичку
453,Sünde::N,부정,грек
454,Gott::N,하느님,ен
455,Arbeiter::N,일하는사람,уджалiсь
456,Chef::N,사장,начальник
457,Meister::N,명인,мастер
458,Meister::N,대가,мастер
459,Arzt::N,의사,врач
460,Lehrer::N,교사,велӧтісь
461,Geld::N,돈,деньга
462,Geschäft::N,일,удж
463,Laden::N,가게,магазин
464,Preis::N,가격,дон
465,Ware::N,상품,товар
466,Nutzen::N,이익,путь
467,Reichtum::N,많음,богатство
468,Welt::N,세상,му
469,Land::N,지방,страна
470,Staat::N,국가,государство
471,König::N,국왕,кан
472,Macht::N,힘,власть
473,Grenze::N,국경,граница
474,Krieg::N,전쟁,война
475,Feind::N,적,враг
476,Gewalt::N,권력,
477,Kampf::N,전투,нярасьӧм
478,Kampf::N,전투,вермасьӧм
479,Bogen[Waffe]::N,활,лук
480,Pfeil::N,화살,ньӧв
481,Gewehr::N,무기,ружьё
482,Fehler::N,오류,ошибка
483,Lüge::N,거짓말,ылӧтӧм
484,Lüge::N,거짓말,пӧрьялӧм
485,Schaden::N,손상,лёк
486,Unglück::N,불행,пик
487,Unglück::N,불행,оказзё
488,Schuld::N,부채,вина
489,Alter::N,연령,
490,Schluss::N,마감,ком
491,Zeit::N,때,кад
492,Zeit::N,시간,кад
493,Tag::N,하루,лун
494,Morgen::N,이침,асыв
495,Mittag::N,대낮,луншӧр кад
496,Abend::N,저녁,рыт
497,Nacht::N,밤,ой
498,Woche::N,근무일,неделя
499,Monat::N,달,тӧлicь
500,Jahr::N,해,год
501,Frühling::N,봄,тулыс
502,Sommer::N,여름,гожум
503,Herbst::N,가을,ар
504,Winter::N,겨울,тӧв
505,Januar::N,일월,январ
506,Februar::N,이월,февраль
507,März::N,삼월,март
508,April::N,사월,апрель
509,Mai::N,오월,май
510,Juni::N,유월,юнь
511,Juli::N,칠월,юль
512,August::N,팔월,август
513,September::N,구월,сентяб
514,Oktober::N,시월,октяб
515,November::N,십일월,нояб
516,Dezember::N,십이월,декаб
517,Montag::N,월요일,вильлун
518,Dienstag::N,화요일,мӧдӧдзлун
519,Mittwoch::N,수요일,шӧрлун
520,Donnerstag::N,모교일,нёльӧдзлун
521,Freitag::N,그묘일,витӧдзлун
522,Samstag::N,토요일,пывсянлун
523,Sonntag::N,일요일,кресення
524,groß::A,큰,ыджыт
525,klein::A,자근,учӧтик
526,lang::A,긴,кузь
527,kurz::A,짧은,дженыт
528,breit::A,넓은,ота
529,schmal::A,좁은,векнит
530,dicht::A,농밀한,тшӧк
531,dick[Gegenstand]::A,두꺼운,кыз
532,dünn::A,얇은,вӧснит
533,fein::A,미세한,вӧснит
534,fest::A,굳은,крепыт
535,flach::A,얕은,лапкӧса
536,glatt::A,반들반들한,волькыт
537,hart::A,굳은,чӧрыт
538,weich::A,연한,небыт
539,rund::A,둥근,гӧгрӧса
540,spitz::A,뾰족한,ёся
541,scharf::A,날카로운,лэчыт
542,stumpf::A,무딘,ныж
543,schwer::A,무거운,сьӧкыт
544,schön::A,멋진,басӧк
545,heiß::A,뜨거운,жар
546,warm::A,따뜻한,шоныт
547,kalt::A,찬,кӧдзыт
548,kühl::A,서늘한,сайкыт
549,frisch::A,신선한,виль
550,feucht::A,축축한,вакодь
551,nass::A,젖은,ва
552,trocken::A,마른,кӧс
553,voll::A,완전한,тыра
554,leer::A,빈,тыртӧм
555,offen::A,열린,оссьӧм
556,geschlossen::A,닫힌,игана
557,geschlossen::A,닫힌,пӧдана
558,sauber::A,깨끗한,сӧдз
559,sauber::A,깨끗한,сӧстӧм
560,schmutzig::A,더러운,нятьӧсь
561,roh::A,날게잇의,путӧм
562,reif::A,이근,кисьмалӧм
563,lecker::A,맛있는,кӧра 
564,süß::A,단,чӧскыт
565,bitter::A,찌르는듯한,курыт
566,sauer::A,산성의,шӧма 
567,hell::A,밝은,югыт
568,dunkel::A,어두운,пемыт
569,schwarz::A,검은,сьӧд
570,weiß::A,하얀,чочком
571,rot::A,붉은,гӧрд
572,gelb::A,황색,веж
573,blau::A,푸른,лӧз
574,grün::A,녹색의,веж
575,grau::A,회색의,руд
576,grau::A,회색의,бусӧй
577,bunt::A,알록달록한,быдрӧма
578,billig::A,싼,донтӧм
579,teuer::A,값비산,дона
580,wertvoll::A,가치가많은,дона
581,blind::A,눈먼,синтӧм
582,taub::A,무감간한,пельтӧм
583,kräftig::A,강장한,вына
584,stark::A,강한,вына
585,schwach::A,약한,некодя
586,fett::A,실찐,госа
587,schlank::A,호리호리한,статя
588,hübsch::A,예쁜,басӧк
589,böse::A,나쁜,лёк
590,dumm::A,어리석은,бӧбӧв
591,dumm::A,어리석은,вежӧртӧм
592,faul::A,너덜너덜한,дыш
593,fleißig::A,근면한,уджалicь
594,geizig::A,인색한,жикмӧра
595,geizig::A,인색한,горшаліcь
596,geschickt::A,교묘한,кипода
597,lieb::A,친애하는,муса
598,lieb::A,친애하는,дзулиньӧй
599,lustig::A,유쾌한,гажа
600,sanft::A,온화한,лебезнӧй
601,hungrig::A,배고픈,тшыг
602,krank::A,병든,шогалiсь
603,nackt::A,벌거벗은,куш
604,traurig::A,슬픈,жугыль
605,lebendig::A,살아있는,ловья
606,gut::A,좋은,бур
607,schlecht::A,나쁜,умӧль
608,richtig::A,바른,
609,schlimm::A,못된,нештӧм
610,wahr::A,참된,
611,alt::A,늙은,важ
612,neu::A,새,виль
613,ehemalig::A,전의,вӧвлӧм
614,alt[Lebewesen]::A,낡은,года
615,alt[Lebewesen]::A,낡은,годдэза
616,jung::A,젊은,том
617,arm::A,가난한,гов
618,arm::A,가난한,беднӧй
619,reich::A,풍부한,эма
620,bekannt::A,저명한,тӧдса
621,berühmt::A,유명한,
622,fremd::A,타처이,чужӧй
623,verschieden::A,따른,быдкодь
624,nah::A,가까운,матiсь
625,fern::A,먼,ылicь
626,linker::A,왼쭉의,шульга
627,rechter::A,오른쪽의,веськытланись
628,anderer::A,다른,мукӧд
629,erster::A,첫째,медодзза
630,zweiter::A,둘째,кыкӧт
631,dritter::A,셋째,куимӧт
632,dritter::A,셋째,куимӧдз
633,letzter::A,의후자의,бӧрья
634,letzter::A,의후자의,мёдбӧрья
635,allein::ADV,훌로,
636,auf einmal::ADV,갑자기,тшӧтш
637,zusammen::ADV,모아서,ӧтлаын
638,lange::ADV,오래,дыр
639,plötzlich::ADV,둘연한,друг
640,sofort::ADV,즉시,тшӧтш
641,später::ADV,보다늦은,медбӧрын
642,jetzt::ADV,목하,ӧні
643,heute::ADV,오늘,талун
644,morgen::ADV,내일,ашын
645,bald::ADV,곱,чожа
646,dann::ADV,그경우에,сыбӧрын
647,gestern::ADV,어제,тӧн
648,einst::ADV,옛날에,ӧтпыр
649,damals::ADV,그때에,сэк
650,damals::ADV,그때에,сэки
651,danach::ADV,그 뒤에,сэсся
652,vorher::ADV,미리,одзжык
653,zuerst::ADV,최초로,наперво
654,einmal::ADV,한번,ӧтпыр
655,manchmal::ADV,땓대로,мукӧдпыр
656,oft::ADV,땓대로,-лы-
657,immer::ADV,늘,быдпыр
658,immer::ADV,늘,быдпырся
659,niemals::ADV,결코...(하지)않다,некӧр
660,hier::ADV,여기,татӧн
661,hierhin::ADV,여기로,татчӧ
662,dort::ADV,거기,сэтӧн
663,dorthin::ADV,저기예,сэтчин
664,geradeaus::ADV,곧장,веськыта
665,vorwärts::ADV,앞으로,одзӧ
666,rückwärts::ADV,뒤로,бӧр
667,zurück::ADV,제자리로,бӧр
668,unten::ADV,아래에,увтын
669,hinab::ADV,아래쪽으로,увтас
670,oben::ADV,위에,вевдӧрас
671,hinauf::ADV,위쪽으로,вывлань
672,hinauf::ADV,위쪽으로,вывланьӧ
673,überall::ADV,도처에,быдлан
674,nicht::ADV,안,ог
675,ein wenig::ADV,적음,-ышт
676,ein wenig::ADV,적음,невна
677,kaum::ADV,가의,ӧдва
678,sehr::ADV,자주,вывтi
679,so::ADV,그와같이,сiдз
680,noch::ADV,아직,эшӧ
681,nur::ADV,다만,только
682,schon::ADV,이미,ни
683,wieder::ADV,다시,бӧра
684,vergebens::ADV,헛되이,весись
685,vor::PRP,앞에,одзас
686,hinter::PRP,뒤에,бӧрӧ
687,unter::PRP,잍에,увтын
688,durch::PRP,통고하여,пыр
689,neben::PRP,와나란히,бокам
690,neben::PRP,와나란히,боксиным
691,zwischen::PRP,의사이로,коласас
692,wegen::PRP,때문에,понда
693,dies::PRN,이,эта
694,das::PRN,저,сiя
695,alles::PRN,모든것,быдӧс
696,ich::PRN,나,ме
697,du::PRN,너,тэ
698,er::PRN,그,сiя
699,wir::PRN,우리,мийӧ
700,ihr::PRN,너희들,ті
701,sie::PRN,그들,нія
702,was::FPRN,뭣,мый
703,wer::FPRN,누구,кин
704,wo::FADV,어디,кытӧн
705,wohin::FADV,어디로,кытчӧ
706,wie::FADV,어떻게,дзик
707,warum::FADV,왜,мыля
708,warum::FADV,왜,мыйсянь
709,wieviel::FNUM,얼마만큰,мымда
710,eins::NUM,하나,ӧт
711,zwei::NUM,둘,кык
712,drei::NUM,셋,куим
713,vier::NUM,넷,нёль
714,fünf::NUM,다섯,вит
715,sechs::NUM,여섯,квать
716,sieben::NUM,일곱,сизим
717,acht::NUM,여덟,кыкьямыс
718,neun::NUM,아홉,ӧкмыс
719,zehn::NUM,열,дас
720,elf::NUM,열하나,дасотік
721,zwölf::NUM,열둘,даскык
722,zwanzig::NUM,스물,кыкдас
723,dreißig::NUM,서름,куимдас
724,vierzig::NUM,마흔,нёльдас
725,fünfzig::NUM,숸,витдас
726,sechzig::NUM,에순,кватьдас
727,siebzig::NUM,일흔,сизимдас
728,achtzig::NUM,여든,кыкьямысдас
729,neunzig::NUM,아흔,ӧкмысдас
730,hundert::NUM,백,сто
731,tausend::NUM,천,тысяча
732,und::CNJ,와,и
733,und::CNJ,와,да
734,oder::CNJ,아니면,или
735,stehen::V,서다,сулавны
736,sitzen::V,앉다,пукавны
737,liegen::V,눕다,куйлыны
738,hängen::V,달다,ӧшавны
739,werden::V,되다,лоны
740,passieren::V,지장옶다,аркмыны
741,beginnen::V,시작되다,петны
742,enden::V,큳내다,-сь
743,enden::V,큳내다,бырны
744,wechseln::V,병경하다,вежсьыны
745,aufgehen[Sonne]::V,뜨다,петавны
746,untergehen[Sonne]::V,지다,пуксьыны
747,scheinen[Sonne]::V,빛나다,югьявны
748,donnern::V,천둥치다,гымавны
749,wehen::V,풀다,пӧлявны
750,strömen::V,흐르다,киссьыны
751,fließen::V,흐르다,визывтны
752,sich drehen::V,돌다,бергавны
753,schwanken::V,동요하다,кӧвьясьны
754,schwingen::V,흔들다,дюттясьны
755,fallen::V,떨어지다,усьны
756,brennen::V,타다,сотчыны
757,rauchen::V,김이나다,тшынасьны
758,regnen::V,비가오다,зэрны
759,gefrieren::V,얼다,гегдыны
760,tauen::V,녹다,сывны
761,schmelzen::V,녹다,сывны
762,trocknen::V,홈치다,косьмыны
763,sieden::V,끓다,пизьны
764,faulen::V,부패하다,нёльзьыны
765,verfaulen::V,썩다,тӧрмыны
766,verfaulen::V,썩다,сiсьмыны
767,reißen::V,지바찢다,косясьны
768,versinken::V,가라앉다,вӧйны
769,vergehen::V,지나가다,мунны
770,erscheinen::V,나타나다,мыччисьны
771,verschwinden::V,사라지다,ӧшны
772,sinken::V,가라앉다,ямны
773,abnehmen::V,떼어내다,ямны
774,zunehmen::V,증가하다,паськавны
775,steigen::V,상승하다,лэбтiсьны
776,wachsen::V,생기하다,быдмыны
777,glänzen::V,뛰오나다,свиттявны
778,funkeln::V,불티가잍어나다,югйовтлыны
779,funkeln::V,불티가잍어나다,югйӧв-керны
780,lärmen::V,떠들다,чавзыны
781,läuten::V,울시다,диньгыны
782,klingeln::V,초닌총을울리다,силькӧтны
783,klirren::V,탁탁울리다,жольӧтны
784,brausen::V,쏴쏴소리내다,гуасьны
785,rauschen::V,솨솨,кышӧтны
786,klingen::V,반향하다,горавны
787,bellen::V,짖다,увтны
788,bellen::V,짖다,вувтны
789,heulen::V,포효하다,уннявны
790,blasen::V,불다,пӧлявны
791,pfeifen::V,피리를불다,пиксыны
792,schreien::V,절규하다,айзыны
793,stöhnen::V,신음하다,ойзыны
794,stöhnen::V,신음하다,ружтыны
795,zittern::V,저뉼하다,легьявны
796,leben::V,살다,овны
797,geboren werden::V,태어난,шогмыны
798,atmen::V,숨쉬다,лолавны
799,trinken::V,마시다,юны
800,essen::V,먹다,сёйны
801,schlucken::V,들이켜다,ньылавны
802,einschlafen::V,잠들다,ланьтны
803,schlafen::V,자다,узьны
804,aufwachen::V,눈트다,саймыны
805,aufwachen::V,눈트다,пальмыны
806,aufstehen::V,서다,сувтны
807,sich erholen::V,회복하다,шоччисьлыны
808,schmerzen::V,아프다,висьны
