,Concept_ID,ta,nl
699,von hier::ADV,இனி,van hier
700,von hier::ADV,இனி,hiervandaan
701,dort::ADV,அங்கே,daar
702,dort::ADV,அங்கே,ginds
703,dorthin::ADV,அவ்விடத்திற்கு,daarheen
704,geradeaus::ADV,முன்னாலிருக்கும்,rechtuit
705,geradeaus::ADV,முன்னாலிருக்கும்,rechtdoor
706,vorwärts::ADV,முன்புறமாக,vooruit
707,vorwärts::ADV,முன்புறமாக,voorwaarts
708,rückwärts::ADV,பின்னோக்கி,achteruit
709,rückwärts::ADV,பின்னோக்கி,achterwaarts
710,zurück::ADV,பின்பக்கம்,terug
711,unten::ADV,கீழாக,beneden
712,unten::ADV,கீழாக,onderaan
713,hinab::ADV,கீழ் நோக்கி,omlaag
714,hinab::ADV,கீழ் நோக்கி,naar beneden
715,oben::ADV,மேலே,boven
716,hinauf::ADV,மேலே,omhoog
717,hinauf::ADV,மேலே,naar boven
718,überall::ADV,எல்லா இடத்திலும்,alom
719,überall::ADV,எல்லா இடத்திலும்,overal
720,nicht::ADV,இல்லை,niet
721,ein wenig::ADV,கொஞ்சம்,wat
722,kaum::ADV,அரிதாக,amper
723,kaum::ADV,அரிதாக,nauwelijks
724,sehr::ADV,மிக்க,erg
725,sehr::ADV,மிக்க,zeer
726,so::ADV,மிகவும்,zo
727,noch::ADV,இப்பொழுதும்,nog
728,nur::ADV,மட்டும்,maar
729,nur::ADV,மட்டும்,alleen
730,schon::ADV,ஏற்கனவே,al
731,schon::ADV,ஏற்கனவே,reeds
732,wieder::ADV,மறுபடியும்,weer
733,wieder::ADV,மறுபடியும்,terug
734,vergebens::ADV,வீண்,vergeefs
735,vergebens::ADV,வீண்,tevergeefs
736,vor::PRP,முன்,voor
737,hinter::PRP,பின்பக்கம்,achter
738,unter::PRP,கீழே,onder
739,unter::PRP,கீழே,beneden
740,durch::PRP,ஊடே,door
741,neben::PRP,அடுத்து,naast
742,zwischen::PRP,இடையில்,tussen
743,wegen::PRP,ஏனெனில்,wegens
744,wegen::PRP,ஏனெனில்,vanwege
745,dies::PRN,இது,dit
746,das::PRN,அது,dat
747,alles::PRN,ஒவ்வொன்றும்,alles
748,ich::PRN,நான்,ik
749,du::PRN,நீ,je
750,du::PRN,நீ,jij
751,er::PRN,அவன்,hij
752,wir::PRN,நாம்,we
753,wir::PRN,நாம்,wij
754,wir::PRN,நாங்கள்,we
755,wir::PRN,நாங்கள்,wij
756,ihr::PRN,நீங்கள்,jullie
757,sie::PRN,அவர்கள்,ze
758,sie::PRN,அவர்கள்,zij
759,was::FPRN,என்ன,wat
760,wer::FPRN,யார்,wie
761,wo::FADV,எங்கே,waar
762,wohin::FADV,எதற்கு,waarheen
763,wie::FADV,எப்படி,hoe
764,warum::FADV,ஏன்,waarom
765,wieviel::FNUM,எவ்வளவு,hoeveel
766,eins::NUM,ஒன்று,één
767,zwei::NUM,இரண்டு,twee
768,drei::NUM,மூன்று,drie
769,vier::NUM,நான்கு,vier
770,fünf::NUM,ஐந்து,vijf
771,sechs::NUM,ஆறு,zes
772,sieben::NUM,ஏழு,zeven
773,acht::NUM,எட்டு,acht
774,neun::NUM,ஒன்பது,negen
775,zehn::NUM,பத்து,tien
776,elf::NUM,பதினொன்று,elf
777,zwölf::NUM,பன்னிரண்டு,twaalf
778,zwanzig::NUM,இருபது,twintig
779,dreißig::NUM,முப்பது,dertig
780,vierzig::NUM,நாற்பது,veertig
781,fünfzig::NUM,ஐமபது,vijftig
782,sechzig::NUM,அறுபது,zestig
783,siebzig::NUM,எழுபது,zeventig
784,achtzig::NUM,எண்பது,tachtig
785,neunzig::NUM,தொன்னூறு,negentig
786,hundert::NUM,நூறு,honderd
787,tausend::NUM,ஆயிரம்,duizend
788,und::CNJ,மற்றும்,en
789,oder::CNJ,அல்லது,of
790,stehen::V,நில்,staan
791,sitzen::V,உட்கார்,zitten
792,liegen::V,படு,liggen
793,hängen::V,தொங்கச் செய்,hangen
794,werden::V,ஆகு,worden
795,passieren::V,நிகழ்,gebeuren
796,beginnen::V,ஆரம்பி,beginnen
797,enden::V,முடி,eindigen
798,wechseln::V,மாற்று,wijzigen
799,wechseln::V,மாற்று,veranderen
800,aufgehen[Sonne]::V,உயர எழு,opgaan
801,untergehen[Sonne]::V,பொறுத்து,ondergaan
802,scheinen[Sonne]::V,பிரகாசி,schijnen
803,donnern::V,இடி,donderen
804,wehen::V,வீசு,waaien
805,strömen::V,பாயதல்,stromen
806,fließen::V,நீரோட்டம் போக்கில் போ,vloeien
807,sich drehen::V,சுழல்,draaien
808,sich drehen::V,சுழல்,zich draaien
809,schwanken::V,தள்ளாடு,wankelen
810,schwingen::V,ஆடு,zwieren
811,fallen::V,விழு,vallen
812,brennen::V,எரி,branden
813,rauchen::V,பகை பிடி,roken
814,regnen::V,மழை பெய்,regenen
815,gefrieren::V,உறைந்துவிடு,bevriezen
816,tauen::V,உருகு,dooien
817,schmelzen::V,உருகு,smelten
818,trocknen::V,உலர்த்து,drogen
819,sieden::V,கொதிக்க வை,koken
820,sieden::V,கொதிக்க வை,zieden
821,faulen::V,அழுகச் செய்,rotten
822,verfaulen::V,அழுகச் செய்,verrotten
823,reißen::V,திடீரென அறு,scheuren
824,versinken::V,மூழ்கு,verzinken
825,vergehen::V,கடந்துசெல்,vergaan
826,erscheinen::V,தோன்றச்,opdagen
827,erscheinen::V,தோன்றச்,verschijnen
828,verschwinden::V,மறைந்து போ,verdwijnen
829,sinken::V,பதைவுறு,zinken
830,abnehmen::V,குறை,afnemen
831,abnehmen::V,குறை,verminderen
832,zunehmen::V,உயர்த்து,toenemen
833,steigen::V,உயர எழு,stijgen
834,steigen::V,உயர எழு,omhooggaan
835,wachsen::V,வளர்,groeien
836,glänzen::V,மிளிர்,glanzen
837,glänzen::V,மிளிர்,schitteren
838,funkeln::V,பிரகாசி,fonkelen
839,lärmen::V,கொம்பு,lawaai maken
840,läuten::V,மணியொலியிசை,luiden
841,klingeln::V,மணி அடி,bellen
842,klirren::V,கிலுங்கு,rinkelen
843,brausen::V,இரைதல்,bruisen
844,rauschen::V,சலசலப்பு,ruisen
845,klingen::V,சிலம்புதல்,klinken
846,bellen::V,குரை,blaffen
847,heulen::V,ஊளையிடு,huilen
848,blasen::V,ஊது,blazen
849,pfeifen::V,சீழ்க்கை எழப்பு,fluiten
850,schreien::V,கூச்சலிடு,gillen
851,schreien::V,கூச்சலிடு,schreeuwen
852,stöhnen::V,வேதனை,steunen
853,zittern::V,நடுங்கு,beven
854,zittern::V,நடுங்கு,sidderen
855,leben::V,உயிருடனிரு,leven
856,geboren werden::V,பிற,geboren worden
857,atmen::V,சுவாசி,ademen
858,trinken::V,குடி,drinken
859,essen::V,சாப்பிடு,eten
860,schlucken::V,முழுங்கு,slikken
861,müde werden::V,கையயர்தல்,moe worden
862,einschlafen::V,தூங்க,inslapen
863,schlafen::V,தூங்கு,slapen
864,aufwachen::V,எழுப்பு,ontwaken
865,aufwachen::V,எழுப்பு,wakker worden
866,aufstehen::V,எழுந்திரு,opstaan
867,sich erholen::V,இளைப்பாறு,zich ontspannen
868,krank werden::V,விழுதல்,ziek worden
869,krank sein::V,நருக்கலாயிருக்க,ziek zijn
870,schmerzen::V,நோவுறு,pijn doen
871,husten::V,இருமு,hoesten
872,genesen::V,குணம் அடை,genezen
873,sterben::V,மரணமடை,sterven
874,sterben::V,மரணமடை,overlijden
875,umkommen::V,நசி,omkomen
876,sich bewegen::V,நகர்த்து,zich bewegen
877,sich rühren::V,அசை,zich verroeren
878,sich erheben::V,எழுந்து நில்,oprijzen
879,sich erheben::V,எழுந்து நில்,verrijzen
880,sich setzen::V,உட்கார்,gaan zitten
881,hinfallen::V,விழு,vallen
882,hinfallen::V,விழு,neervallen
883,laufen::V,நட,lopen
884,schreiten::V,கவடுவைத்தல்,stappen
885,schreiten::V,கவடுவைத்தல்,schrijden
886,spazierengehen::V,உலவு,gaan wandelen
887,eilen::V,விரைந்து,ijlen
888,eilen::V,விரைந்து,haasten
889,sich beeilen::V,அவசரப்படுத்து,zich haasten
890,sausen::V,விரைந்து செல்,stuiven
891,rennen::V,ஓடு,rennen
892,springen::V,குதி,springen
893,klettern::V,ஏறு,klimmen
894,klettern::V,ஏறு,klauteren
895,schaukeln::V,தள்ளாடு,schommelen
896,kriechen::V,மெதுவாக நடந்து செல்,kruipen
897,schwimmen::V,நீந்து,zwemmen
898,tauchen::V,மூழ்கி நீச்சலடி,duiken
899,rudern::V,துடுப்புப் போடு,roeien
900,fahren::V,ஓட்டு,rijden
901,fliegen::V,பற,vliegen
902,gehen::V,போ,gaan
903,weggehen::V,விலகிச் செல்,weggaan
904,abfahren::V,புறப்பட்டுச் செல்,vertrekken
905,anhalten::V,நின்றுவிடு,stoppen
906,anhalten::V,நின்றுவிடு,stilhouden
907,hineingehen::V,மறையச் செய்,ingaan
908,hineingehen::V,மறையச் செய்,binnengaan
909,eintreten::V,நுழை,binnenkomen
910,kommen::V,வா,komen
911,ankommen::V,வநது சேர்,aankomen
912,zurückkommen::V,திரும்பி வா,terugkomen
913,bleiben::V,இரு,blijven
914,warten::V,தாமதி,wachten
915,erwarten::V,எதிர்நோக்கு,verwachten
916,suchen::V,தேடு,zoeken
917,finden::V,கண்டுபிடி,vinden
918,versuchen::V,முயற்சி செய்,proberen
919,versuchen::V,முயற்சி செய்,beproeven
920,vorbereiten::V,ஆயத்தம் செய்,voorbereiden
921,lieben::V,அன்பு செலுத்து,houden van
922,mögen::V,விரும்பு,lusten
923,mögen::V,விரும்பு,houden van
924,lachen::V,சிரி,lachen
925,rühren::V,இதயத்தைத் தொடு,roeren
926,weinen::V,அழு,huilen
927,weinen::V,அழு,schreien
928,schimpfen::V,சாபமிடு,kijven
929,schimpfen::V,சாபமிடு,schelden
930,sich ärgern::V,கோப்பபடு,zich ergeren
931,sich fürchten::V,பயப்படு,bang zijn
932,fürchten::V,பயப்படுத்து,vrezen
933,fliehen::V,ஓடு,vluchten
934,flüchten::V,தப்பிவிடு,ontsnappen
935,flüchten::V,தப்பிவிடு,ontkomen
936,sehen::V,பார்,zien
937,anschauen::V,கூர்ந்து கவனி,aankijken
938,ansehen::V,கவனி,aanzien
939,ansehen::V,கவனி,bekijken
940,hören::V,கேள்,horen
941,zuhören::V,சுவைத்துப் பார்,luisteren
942,probieren::V,ருசி,proeven
943,riechen::V,முகர்ந்து பார்,ruiken
944,fühlen::V,தொட்டுணர்,voelen
945,scheinen::V,காணப்படு,lijken
946,zu sehen sein::V,தோன்றுதல்,te zien zijn
947,vernehmen::V,கேள்,vernemen
948,frieren::V,குதுகுதுகு,het koud hebben
949,tun::V,செய்,doen
950,können::V,இயல்வது,kunnen
951,wollen::V,விரும்பு,willen
952,anfangen::V,தொடங்கு,beginnen
953,anfangen::V,தொடங்கு,aanvangen
954,beenden::V,முடி,beëindigen
955,aufhören::V,நிறுத்து,ophouden
956,gelingen::V,வெற்றி,lukken
957,gelingen::V,வெற்றி,gelukken
958,geraten::V,ஏற்படுத்து,uitvallen
959,öffnen::V,திற,openen
960,öffnen::V,திற,opendoen
961,schließen::V,மூடு,sluiten
962,schließen::V,மூடு,dichtdoen
963,stellen::V,வை,stellen
964,stellen::V,வை,plaatsen
965,setzen::V,வை,zetten
966,setzen::V,வை,plaatsen
967,legen::V,பரப்பி வை,leggen
968,berühren::V,பதி,aanraken
969,verbinden::V,சேர்,verbinden
970,bedecken::V,உறைபோடு,bedekken
971,aufhängen::V,தொங்கவிடு,ophangen
972,anzünden::V,எரியூட்டு,aansteken
973,aufheben::V,பொறுக்கி எடு,oprapen
974,zurücklassen::V,விட்டுச் செல்,achterlaten
975,verlieren::V,இழ,verliezen
976,fallen lassen::V,அளவில் குறைவு,laten vallen
977,machen::V,தயார்செய்,maken
978,herstellen::V,உற்பத்தி செய்,produceren
979,herstellen::V,உற்பத்தி செய்,voortbrengen
980,bauen::V,கட்டு,bouwen
981,reparieren::V,பழுது பார்,repareren
982,reparieren::V,பழுது பார்,herstellen
983,verbessern::V,மேம்படுத்து,verbeteren
984,ändern::V,மாற்றி அமை,wijzigen
985,ändern::V,மாற்றி அமை,veranderen
986,graben::V,குழி வெட்டு,graven
987,beugen::V,வனை,buigen
988,biegen::V,வனை,buigen
989,drehen::V,சுழல்,draaien
990,wenden::V,குடைகவிழு,keren
991,wenden::V,குடைகவிழு,wenden
992,umdrehen::V,சுற்றும் முற்றும் பார்,omdraaien
993,heben::V,தூக்கு,heffen
994,heben::V,தூக்கு,optillen
995,hochheben::V,தூக்கு,tillen
996,ergreifen::V,பறி,pakken
997,ergreifen::V,பறி,grijpen
998,halten::V,பிடித்துக் கொள்,houden
999,drücken::V,அழுத்து,drukken
1000,schieben::V,தள்ளு,duwen
1001,schieben::V,தள்ளு,schuiven
1002,kratzen::V,கீறு,krassen
1003,lecken::V,நக்கு,likken
1004,beißen::V,கடி,bijten
1005,abreißen::V,கிழி,afrukken
1006,abreißen::V,கிழி,afscheuren
1007,abschneiden::V,வெட்டி எடு,afsnijden
1008,binden::V,கட்டு,binden
1009,stecken::V,பதிய வை,steken
1010,brechen::V,உடை,breken
1011,klopfen::V,தட்டு,kloppen
1012,hauen::V,அடி,houwen
1013,kleben::V,ஒட்டு,plakken
1014,reiben::V,தேய்,wrijven
1015,streichen::V,பரவச்செய்,smeren
1016,schleifen::V,அரை,slijpen
1017,schneiden::V,துண்டாக்கு,snijden
1018,rütteln::V,மெல்ல தள்ளு,schudden
1019,schütteln::V,குலுக்கு,schudden
1020,schwenken::V,ஊஞ்சலாடு,wuiven
1021,schwenken::V,ஊஞ்சலாடு,zwaaien
1022,schütten::V,ஊற்று,gieten
1023,schütten::V,ஊற்று,storten
1024,füllen::V,நிரப்பு,vullen
1025,einwickeln::V,சுற்று,inwikkelen
1026,tragen::V,எடுத்துச் செல்,dragen
1027,schleppen::V,இழுத்துச் செல்,slepen
1028,ziehen::V,இழு,trekken
1029,aufbewahren::V,வைத்துக் கொள்,bewaren
1030,werfen::V,வீசி எறி,gooien
1031,fangen::V,பிடி,vangen
1032,packen::V,பிடித்துக்கொள்,pakken
1033,packen::V,பிடித்துக்கொள்,vastpakken
1034,verstecken::V,மறை,verstoppen
1035,teilen::V,பாகங்களாகப் பிரி,delen
1036,schicken::V,அனுப்பு,sturen
1037,bringen::V,கொண்டு வா,brengen
1038,hinzufügen::V,சேர்,toevoegen
1039,bekommen::V,பெறு,verkrijgen
1040,erhalten::V,பெறு,krijgen
1041,nehmen::V,எடு,nemen
1042,wählen::V,தேர்ந்தெடு,kiezen
1043,wählen::V,தேர்ந்தெடு,verkiezen
1044,auswählen::V,தேர்ல்தெடு,uitkiezen
1045,bewahren::V,கெடாது பேணு,bewaren
1046,behindern::V,தடங்கல் செய்,hinderen
1047,verderben::V,நாசமாக்கு,bederven
1048,beschädigen::V,சேதப்படுத்து,beschadigen
1049,zerbrechen::V,உடை,breken
1050,zerbrechen::V,உடை,stukbreken
1051,zerreißen::V,கிழி,scheuren
1052,zerreißen::V,கிழி,verscheuren
1053,zerstören::V,அழி,vernielen
1054,verbrennen::V,எரியூட்டு,branden
1055,verbrennen::V,எரியூட்டு,verbranden
1056,geben::V,கொடு,geven
1057,reichen::V,வழங்கு,reiken
1058,reichen::V,வழங்கு,aanreiken
1059,schenken::V,மொயத்தல்,schenken
1060,versprechen::V,உறுதியளி,beloven
1061,wünschen::V,ஆசைப்படு,wensen
1062,loben::V,புகழ்ச்சி கூறு,loven
1063,loben::V,புகழ்ச்சி கூறு,prijzen
1064,küssen::V,முத்தமிடு,kussen
1065,wiegen::V,ஆட்டுத்தல்,wiegen
1066,zudecken::V,உறைபோடு,toedekken
1067,wecken::V,எழுப்பு,wekken
1068,zeigen::V,காட்டு,tonen
1069,zeigen::V,காட்டு,wijzen
1070,führen::V,வழிகாட்டி,voeren
1071,lehren::V,சொல்லிக் கொடு,leren
1072,unterrichten::V,அறிவுரை கூறு,onderwijzen
1073,aufziehen::V,வளர்,grootbrengen
1074,leiten::V,அழைத்துச் செல்,leiden
1075,antreiben::V,தூண்டு,aandrijven
1076,lassen::V,விடு,laten
1077,einladen::V,அழை,uitnodigen
1078,vereinigen::V,ஒன்றாகச் சேர்,verenigen
1079,besuchen::V,வருகை புரி,bezoeken
1080,treffen::V,சந்தி,treffen
1081,treffen::V,சந்தி,ontmoeten
1082,sich versammeln::V,தொகுப்பு,zich verzamelen
1083,spielen::V,விளையாடு,spelen
1084,singen::V,பாடு,zingen
1085,tanzen::V,நடனமாடு,dansen
1086,sich trennen::V,தனிப்படடுத்து,van elkaar gaan
1087,verlassen::V,கைவிடு,verlaten
1088,retten::V,காப்பாற்று,redden
1089,bewachen::V,காவல் செய்,bewaken
1090,schützen::V,பாதுகாப்பு செய்,beschermen
1091,verteidigen::V,எதிர்த்து நில்,verdedigen
1092,sich schlagen::V,பூசலிடு,knokken
1093,schießen::V,சுட்டுக் கொல்,schieten
1094,siegen::V,வெற்றி பெறு,overwinnen
1095,ärgern::V,எரிச்சலூட்டு,ergeren
1096,schlagen::V,அடி,slaan
1097,treten::V,உதை,trappen
1098,treten::V,உதை,schoppen
1099,stechen::V,கொட்டு,steken
1100,stechen::V,கொட்டு,prikken
1101,stoßen::V,நெருக்கு,stoten
1102,stehlen::V,திருடு,stelen
1103,stören::V,தொல்லைகொடு,storen
1104,stören::V,தொல்லைகொடு,verstoren
1105,belästigen::V,தொல்லை கொடு,lastig vallen
1106,verbergen::V,மறை,verbergen
1107,täuschen::V,ஏமாற்று,misleiden
1108,betrügen::V,ஏமாற்று,bedriegen
1109,töten::V,கொல்,doden
1110,wohnen::V,தங்கியிரு,wonen
1111,arbeiten::V,வேலை செய்,werken
1112,sammeln::V,ஒன்றுசேர்,inzamelen
1113,sammeln::V,ஒன்றுசேர்,verzamelen
1114,pflücken::V,கொய்து எடு,plukken
1115,jagen::V,வேட்டையாடு,jagen
1116,fischen::V,மீன் பிடி,vissen
1117,fassen::V,பிடி,vangen
1118,hüten::V,காவல் செய்,hoeden
1119,treiben::V,ஓட்டு,drijven
1120,anbinden::V,கட்டு,vastbinden
1121,füttern::V,உணவளி,voeren
1122,melken::V,பால் கற,melken
1123,hacken::V,வெட்டி எடு,hakken
1124,gießen::V,நீர்ப் பாய்ச்சு,gieten
1125,reifen::V,பழு,rijpen
1126,zubereiten::V,சமையல் செய்,klaarmaken
1127,zubereiten::V,சமையல் செய்,toebereiden
1128,kochen::V,வேகவை,koken
1129,backen::V,வெப்பத்தில் வாட்டு,bakken
1130,braten::V,பொரியச் செய்,braden
1131,umrühren::V,கலக்கு,omroeren
1132,stricken::V,பின்னியிழை,breien
1133,nähen::V,தையல் வேலை செய்,naaien
1134,färben::V,வண்ணம் பெறச் செய்,verven
1135,färben::V,வண்ணம் பெறச் செய்,kleuren
1136,reinigen::V,சுத்தம் செய்,reinigen
1137,waschen::V,கழுவு,wassen
1138,abwischen::V,துடை,afvegen
1139,spülen::V,அலசு,spoelen
1140,spülen::V,அலசு,afwassen
1141,fegen::V,பெறுக்கு,vegen
1142,kehren::V,பெறுக்கு,vegen
1143,baden::V,குளி,baden
1144,sich waschen::V,கழுவு,zich wassen
1145,ausziehen::V,கழற்று,uittrekken
1146,anziehen::V,புனைதல்,aantrekken
1147,sich anziehen::V,உடுத்துதல்,zich aankleden
1148,kämmen::V,தலை வாரிக் கொள்,kammen
1149,schmücken::V,அழகுபடுத்து,tooien
1150,sagen::V,சொல்,zeggen
1151,sprechen::V,பேசு,spreken
1152,reden::V,பெசு,praten
1153,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,zich onderhouden
1154,fragen::V,கேள்,vragen
1155,bitten::V,வேண்டு,vragen
1156,bitten::V,வேண்டு,verzoeken
1157,erzählen::V,சொல்,vertellen
1158,mitteilen::V,சொல்,meedelen
1159,nennen::V,பெயரிடுதல்,noemen
1160,rufen::V,கூச்சலிடு,roepen
1161,prahlen::V,தற்பெருமை பேசு,pralen
1162,übersetzen::V,மொழிபெயர்ப்பு செய்,vertalen
1163,denken::V,யோசி,denken
1164,glauben::V,நம்பு,geloven
1165,bemerken::V,கவனி,bemerken
1166,erkennen::V,அடையாளம் கண்டுகொள்,herkennen
1167,begreifen::V,பற்றிக்கொள்,begrijpen
1168,verstehen::V,புரிந்து கொள்,verstaan
1169,lernen::V,கற்றுக்கொள்,leren
1170,wissen::V,தெரிந்திரு,weten
1171,sich erinnern an::V,நினைவு கூர்,zich herinneren aan
1172,vergessen::V,மற,vergeten
1173,messen::V,அளவிடு,meten
1174,zählen::V,எண்ணு,tellen
1175,rechnen::V,கணக்கிடு,rekenen
1176,lesen::V,படி,lezen
1177,malen::V,வண்ணச்சித்திரம்,schilderen
1178,zeichnen::V,வரை,tekenen
1179,schreiben::V,எழுது,schrijven
1180,besitzen::V,உடைமையாகக் கொண்டிரு,bezitten
1181,kaufen::V,வாங்கு,kopen
1182,verkaufen::V,விற்பனை செய்,verkopen
1183,bezahlen::V,இறுத்தல்,betalen
1184,zahlen::V,பணம் செலுத்து,betalen
1185,beherrschen::V,ஆட்சிசெய்,beheersen
1186,ertragen::V,தாங்கு,verdragen
