,Concept_ID,et,vep
830,dreißig::NUM,kolmkümmend,koumekümne
831,vierzig::NUM,nelikümmend,nel'l'kümne
832,fünfzig::NUM,viiskümmend,vižkümne
833,sechzig::NUM,kuuskümmend,kuz'kümne
834,siebzig::NUM,seitsekümmend,seičemekümne
835,achtzig::NUM,kaheksakümmend,kahesakümne
836,neunzig::NUM,üheksakümmend,ühesakümne
837,hundert::NUM,sada,sada
838,tausend::NUM,tuhat,tuha
839,und::CNJ,ja,i
840,und::CNJ,ja,da
841,oder::CNJ,või,vai
842,stehen::V,seisma,seišta
843,sitzen::V,istuma,ištta
844,liegen::V,lamama,venuda
845,hängen::V,rippuma,ripta
846,werden::V,saama,lindä
847,werden::V,saama,tehtas
848,werden::V,hakkama,lindä
849,werden::V,hakkama,tehtas
850,passieren::V,juhtuma,ozaitas
851,beginnen::V,algama,augotadas
852,beginnen::V,hakkama,augotadas
853,enden::V,lõppema,loptas
854,wechseln::V,vahelduma,vajehtadas
855,aufgehen[Sonne]::V,tõusma,nousta
856,untergehen[Sonne]::V,loojuma,lasktas
857,scheinen[Sonne]::V,paistma,paštta
858,donnern::V,kõmisema,juraita
859,wehen::V,puhuma,dölta
860,wehen::V,puhuma,puhuda
861,strömen::V,voolama,valadas
862,fließen::V,voolama,valuda
863,sich drehen::V,pöörduma,punotas
864,schwanken::V,kõikuma,čibuda
865,schwingen::V,võnkuma,čibuda
866,fallen::V,langema,langeta
867,brennen::V,põlema,pallada
868,rauchen::V,suitsema,savustada
869,regnen::V,sadama,vihmda
870,gefrieren::V,kinni külmuma,jäduda
871,gefrieren::V,kinni külmuma,kül'mdä
872,tauen::V,sulama,sulada
873,schmelzen::V,sulama,sulada
874,trocknen::V,kuivama,kuida
875,trocknen::V,kuivama,kuivehtuda
876,sieden::V,keema,kehuda
877,faulen::V,mädanema,hapata
878,faulen::V,mädanema,traudäs
879,verfaulen::V,mädanema,hapata
880,reißen::V,rebenema,rebita
881,versinken::V,uppuma,upota
882,vergehen::V,mööduma,mända
883,erscheinen::V,ilmuma,ozutadas
884,verschwinden::V,kaduma,hajeta
885,sinken::V,vajuma,väheta
886,sinken::V,vajuma,lasktas
887,sinken::V,langema,väheta
888,sinken::V,langema,lasktas
889,abnehmen::V,vähenema,peneta
890,abnehmen::V,kahenema,peneta
891,zunehmen::V,kasvama,ližaduda
892,steigen::V,tõusma,nousta
893,steigen::V,üles minema,nousta
894,wachsen::V,kasvama,kazda
895,glänzen::V,läikimä,loštta
896,funkeln::V,sädelema,hoštta
897,lärmen::V,lärmama,robaita
898,läuten::V,helisema,judaita
899,klingeln::V,helisema,kelotada
900,klirren::V,kõlisema,biraita
901,brausen::V,kohisema,bruncta
902,rauschen::V,kohisema,šobaita
903,klingen::V,kõlama,heläita
904,bellen::V,haukuma,nutta
905,heulen::V,uluma,ulaita
906,blasen::V,puhuma,puhuda
907,pfeifen::V,vilistama,pistta
908,pfeifen::V,vilistama,vihelta
909,schreien::V,karjuma,kirkta
910,schreien::V,karjuma,kidastada
911,stöhnen::V,oigama,ohkta
912,stöhnen::V,oigama,voivotada
913,zittern::V,värisema,säraita
914,leben::V,elama,eläda
915,leben::V,elus olema,eläda
916,geboren werden::V,sündima,sünduda
917,atmen::V,hingama,henktä
918,trinken::V,jooma,joda
919,essen::V,sööma,söda
920,schlucken::V,neelama,lainata
921,müde werden::V,väsima,väzuda
922,müde werden::V,väsima,šuštuda
923,einschlafen::V,uinuma,uinota
924,schlafen::V,magama,magata
925,schlafen::V,magama,nukkuda
926,aufwachen::V,ärkama,heraštuda
927,aufstehen::V,ärkama,nousta
928,aufstehen::V,üles tõusma,nousta
929,sich erholen::V,puhkama,lebaitas
930,krank werden::V,haigestuma,läžegata
931,krank werden::V,haigeks jääma,läžegata
932,krank sein::V,haige olema,läžuda
933,schmerzen::V,valutama,kibištada
934,husten::V,köhima,rügda
935,genesen::V,toibuma,tervehtuda
936,sterben::V,surema,kolda
937,umkommen::V,surma saama,kolda
938,sich bewegen::V,liikuma,likkuda
939,sich rühren::V,liikuma,likahtada
940,sich rühren::V,liikuma,kubahtada
941,sich erheben::V,kerkima,nousta
942,sich setzen::V,istet võtma,išttas
943,hinfallen::V,kukkuma,langeta
944,hinfallen::V,maha kukkuma,langeta
945,laufen::V,kõndima,kävuda
946,schreiten::V,astuma,astta
947,schreiten::V,astuma,haškta
948,spazierengehen::V,jalutama,kävelta
949,eilen::V,ruttama,kiruhtada
950,eilen::V,kiirustama,kiruhtada
951,sich beeilen::V,ruttama,kiruhtada
952,sich beeilen::V,kiirustama,kiruhtada
953,sausen::V,kihutama,fun'urta
954,sausen::V,tormama,fun'urta
955,rennen::V,jooksma,joksta
956,rennen::V,kihutama,joksta
957,springen::V,hüppama,hüptä
958,klettern::V,ronima,libuda
959,schaukeln::V,kiikuma,čibuda
960,kriechen::V,roomama,ličtas
961,schwimmen::V,ujuma,ujuda
962,tauchen::V,sukelduma,čukautas
963,rudern::V,sõudma,souta
964,fahren::V,sõitma,ajada
965,fahren::V,sõitma,ajelda
966,fliegen::V,lendama,leta
967,gehen::V,käima,mända
968,gehen::V,käima,kävuda
969,gehen::V,minema,mända
970,gehen::V,minema,kävuda
971,weggehen::V,ära minema,päzda
972,weggehen::V,ära minema,lähtta
973,weggehen::V,välja minema,päzda
974,weggehen::V,välja minema,lähtta
975,abfahren::V,väljuma,tönduda
976,abfahren::V,ära sõitma,tönduda
977,anhalten::V,peatuma,seižutadas
978,hineingehen::V,sisenema,mända südäimehe
979,hineingehen::V,sisse minema,mända südäimehe
980,eintreten::V,sisenema,tulda
981,eintreten::V,sisse astuma,tulda
982,kommen::V,tulema,tulda
983,ankommen::V,saabuma,tulda
984,zurückkommen::V,tagasi tulema,pörtas
985,bleiben::V,jääma,jäda
986,warten::V,ootama,varastada
987,erwarten::V,ootama,varastada
988,erwarten::V,lootma,varastada
989,suchen::V,otsima,ectä
990,finden::V,leidma,löuta
991,versuchen::V,püüdma,ladida
992,versuchen::V,püüdma,rohkaita
993,versuchen::V,üritama,ladida
994,versuchen::V,üritama,rohkaita
995,versuchen::V,katsetama,ladida
996,versuchen::V,katsetama,rohkaita
997,vorbereiten::V,valmistama,vaumita
998,lieben::V,armastama,armastada
999,mögen::V,sallima,navedida
1000,mögen::V,meeldima,navedida
1001,lachen::V,naerma,nagrda
1002,rühren::V,liigutama,likutada
1003,rühren::V,heldima panema,likutada
1004,weinen::V,nutma,itkta
1005,schimpfen::V,sõimama,laidas
1006,schimpfen::V,sõimama,pačatada
1007,sich ärgern::V,ärrituma,rändüda
1008,sich ärgern::V,vihastuma,rändüda
1009,sich fürchten::V,kartma,varaita
1010,sich fürchten::V,hirmu tundma,varaita
1011,fürchten::V,kartma,varaita
1012,fliehen::V,põgenema,pageta
1013,flüchten::V,põgenema,pageta
1014,flüchten::V,põgenema,joksta
1015,sehen::V,nägema,nähta
1016,anschauen::V,vaatama,kacta
1017,ansehen::V,vaatama,kacta
1018,hören::V,kuulma,kulda
1019,zuhören::V,kuulama,kundeltas
1020,probieren::V,proovima,mujada
1021,riechen::V,nuusutama,rižada
1022,fühlen::V,tundma,mujada
1023,scheinen::V,näida,näguda
1024,scheinen::V,ilmuda,näguda
1025,zu sehen sein::V,ilmuma,näguda
1026,vernehmen::V,üle kuulama,kulištada
1027,frieren::V,külmetada,kül'mdä
1028,tun::V,tegema,tehta
1029,können::V,võima,voida
1030,können::V,võima,mahtta
1031,können::V,oskama,voida
1032,können::V,oskama,mahtta
1033,wollen::V,tahtma,himoita
1034,wollen::V,tahtma,tahtoida
1035,anfangen::V,hakkama,zavottä
1036,anfangen::V,hakkama,augotada
1037,anfangen::V,alustama,zavottä
1038,anfangen::V,alustama,augotada
1039,beenden::V,lõpetama,loptä
1040,aufhören::V,lakkama,loptas
1041,gelingen::V,õnnestuma,lähtta
1042,gelingen::V,õnnestuma,tehtas
1043,geraten::V,jõudma,tulda
1044,öffnen::V,avama,avaita
1045,schließen::V,sulgema,saubata
1046,stellen::V,panema,panda
1047,stellen::V,panema,seižutada
1048,stellen::V,asetama,panda
1049,stellen::V,asetama,seižutada
1050,setzen::V,panema,ištutada
1051,legen::V,panema,panda
1052,legen::V,asetama,panda
1053,berühren::V,riivama,koskta
1054,berühren::V,riivama,käziduda
1055,berühren::V,puudutama,koskta
1056,berühren::V,puudutama,käziduda
1057,verbinden::V,ühendama,ühtenzoitta
1058,bedecken::V,katma,katta
1059,bedecken::V,katma,peitta
1060,aufhängen::V,riputama,riputada
1061,anzünden::V,süütama,sütutada
1062,aufheben::V,üles tõstma,leta
1063,zurücklassen::V,jätma,jätta
1064,verlieren::V,kaotama,kadotada
1065,fallen lassen::V,maha pillama,kirbotada
1066,fallen lassen::V,kukkuda laskma,kirbotada
1067,machen::V,tegema,säta
1068,machen::V,tegema,tehta
1069,herstellen::V,valmistama,tehta
1070,bauen::V,ehitama,leta
1071,bauen::V,ehitama,sauda
1072,reparieren::V,parandama,koheta
1073,verbessern::V,parandama,paremboita
1074,ändern::V,muutma,vajehtada
1075,ändern::V,ümber tegema,vajehtada
1076,graben::V,kaevama,kaida
1077,graben::V,kaevama,čongoida
1078,beugen::V,painutama,koverta
1079,biegen::V,painutama,painda
1080,drehen::V,keerama,punotada
1081,wenden::V,ümber pöörama,käta
1082,wenden::V,ümber pöörama,kärauta
1083,umdrehen::V,ümber keerama,käta
1084,heben::V,tõstma,leta
1085,hochheben::V,üles tõstma,libutada
1086,hochheben::V,kõrgele tõstma,libutada
1087,ergreifen::V,haarama,tabata
1088,halten::V,hoidma,pidada
1089,drücken::V,pigistama,painda
1090,schieben::V,lükkama,žigutada
1091,kratzen::V,kraapima,künstä
1092,lecken::V,lakkuma,nolda
1093,beißen::V,purema,purda
1094,beißen::V,purema,hambastada
1095,beißen::V,hammustama,purda
1096,beißen::V,hammustama,hambastada
1097,abreißen::V,rebima,ratketa
1098,abreißen::V,ära rebima,ratketa
1099,abschneiden::V,ära lõikama,čapata
1100,abschneiden::V,ära lõikama,leikata
1101,binden::V,siduma,sidoda
1102,stecken::V,pistma,čokaita
1103,brechen::V,murdma,katkaita
1104,klopfen::V,koputama,kolkotada
1105,hauen::V,lööma,löda
1106,kleben::V,kleepima,klejata
1107,reiben::V,hõõruma,hosta
1108,reiben::V,hõõruma,törkita
1109,reiben::V,hõõruma,jorotada
1110,streichen::V,silitama,voita
1111,schleifen::V,lihvima,hijoida
1112,schleifen::V,lihvima,teravzoitta
1113,schleifen::V,teritama,hijoida
1114,schleifen::V,teritama,teravzoitta
1115,schneiden::V,lõikama,leikata
1116,rütteln::V,raputama,heilutada
1117,schütteln::V,raputama,pudištada
1118,schütteln::V,loksutama,pudištada
1119,schwenken::V,vehkima,maihutada
1120,schwenken::V,lehvitama,maihutada
1121,schütten::V,kallama,valada
1122,füllen::V,täitma,täutta
1123,einwickeln::V,sisse mähkima,kärdä
1124,tragen::V,kandma,kantta
1125,tragen::V,kandma,kandišta
1126,schleppen::V,tassima,vedätada
1127,schleppen::V,lohistama,vedätada
1128,ziehen::V,vedama,vedada
1129,ziehen::V,tõmbama,vedada
1130,aufbewahren::V,säilitama,kaita
1131,aufbewahren::V,alal hoidma,kaita
1132,werfen::V,viskama,čuta
1133,werfen::V,viskama,tactä
1134,fangen::V,püüdma,püta
1135,packen::V,kinni haarama,tabata
1136,packen::V,kinni võtma,tabata
1137,verstecken::V,peitma,peitta
1138,teilen::V,jagama,jagada
1139,teilen::V,jaotama,jagada
1140,schicken::V,saatma,oigeta
1141,bringen::V,viima,veda
1142,hinzufügen::V,lisama,ližata
1143,bekommen::V,saama,sada
1144,erhalten::V,saama,sada
1145,nehmen::V,võtma,otta
1146,wählen::V,valima,valita
1147,auswählen::V,valima,valita
1148,bewahren::V,hoidma,kaita
1149,behindern::V,takistama,telustada
1150,verderben::V,rikkuma,travida
1151,beschädigen::V,rikkuma,satatada
1152,zerbrechen::V,katki tegema,mureta
1153,zerreißen::V,katki rebima,rebitada
1154,zerstören::V,purustama,mureta
1155,verbrennen::V,põletama,poltta
1156,geben::V,andma,antta
1157,reichen::V,andma,antta
1158,reichen::V,ulatama,antta
1159,schenken::V,kinkima,lahjoita
1160,versprechen::V,lubama,toivotada
1161,versprechen::V,tõotama,toivotada
1162,wünschen::V,soovima,toivotada
1163,loben::V,kiitma,kitta
1164,küssen::V,suudlema,tervehtada
1165,wiegen::V,hällitama,likutada
1166,zudecken::V,kaanetama,katta
1167,zudecken::V,kinni katma,katta
1168,wecken::V,äratama,noustatada
1169,zeigen::V,näitama,ozutada
1170,führen::V,juhatama,astutada
1171,lehren::V,õpetama,opeta
1172,unterrichten::V,õpetama,opeta
1173,aufziehen::V,üles kasvatama,kazvatada
1174,leiten::V,juhtima,ohjata
1175,antreiben::V,ergutama,rigehtoitta
1176,lassen::V,laskma,käskta
1177,einladen::V,kutsuma,kucta
1178,vereinigen::V,ühendama,ühtenzoitta
1179,besuchen::V,külastama,rižada
1180,treffen::V,kohtama,vastata
1181,sich versammeln::V,kogunema,kägeta
1182,sich versammeln::V,kogunema,sätas
1183,spielen::V,mängima,väta
1184,singen::V,laulma,pajatada
1185,tanzen::V,tantsima,kargaita
1186,sich trennen::V,lahku minema,erigata
1187,verlassen::V,maha jätma,jätta
1188,retten::V,päästma,päzutada
1189,bewachen::V,valvama,varjoita
1190,schützen::V,kaitsma,kaita
1191,verteidigen::V,kaitsma,kaita
1192,sich schlagen::V,kaklema,torata
1193,schießen::V,tulistama,ampta
1194,siegen::V,võitma,vägestada
1195,ärgern::V,ärritama,verdutada
1196,ärgern::V,ärritama,rändütada
1197,ärgern::V,vihastama,verdutada
1198,ärgern::V,vihastama,rändütada
1199,schlagen::V,lööma,löda
1200,schlagen::V,lööma,iškta
1201,treten::V,sõtkuma,peksta
1202,treten::V,sõtkuma,topsta
1203,stechen::V,pistma,pystiä
1204,stechen::V,torkama,pystiä
1205,stoßen::V,tõukama,iškta
1206,stoßen::V,tõukama,pudištada
1207,stehlen::V,varastama,vargastada
1208,stören::V,segama,keskustada
1209,stören::V,häirima,keskustada
1210,belästigen::V,ahistama,tartuteldas
1211,verbergen::V,peitma,katelda
1212,verbergen::V,varjama,katelda
1213,täuschen::V,petma,manitada
1214,täuschen::V,tüssama,manitada
1215,betrügen::V,petma,manitada
1216,betrügen::V,tüssama,manitada
1217,betrügen::V,truudust murtma,manitada
1218,töten::V,tapma,rikta
1219,töten::V,tapma,surmita
1220,töten::V,surmama,rikta
1221,töten::V,surmama,surmita
1222,wohnen::V,elama,eläda
1223,arbeiten::V,töötama,rata
1224,sammeln::V,koguma,kogota
1225,sammeln::V,korjama,kogota
1226,pflücken::V,noppima,poimda
1227,jagen::V,jahtima,mecata
1228,fischen::V,kalastama,kalatada
1229,fischen::V,kala püüdma,kalatada
1230,fassen::V,püüdma,tabata
1231,hüten::V,karjatama,paimeta
1232,treiben::V,ajama,ajada
1233,anbinden::V,kinni siduma,küttestada
1234,anbinden::V,kinni siduma,sidoda
1235,füttern::V,söötma,sötta
1236,melken::V,lüpsma,lüpsta
1237,hacken::V,raiuma,sauda
1238,hacken::V,lõhkuma,sauda
1239,gießen::V,kastma,valada
1240,reifen::V,valmima,küpseta
1241,zubereiten::V,valmistama,vaumištada
1242,kochen::V,keetma,keitta
1243,backen::V,küpsetama,paštta
1244,braten::V,praadima,žarda
1245,umrühren::V,segama,segoitada
1246,stricken::V,kuduma,kudoda
1247,nähen::V,õmblema,ombelta
1248,färben::V,värvima,mujutada
1249,reinigen::V,puhastama,puhtastada
1250,waschen::V,pesema,pesta
1251,abwischen::V,puhtaks pühkima,pühktä
1252,spülen::V,uhtma,huhtoida
1253,fegen::V,pühkima,pühkta
1254,kehren::V,pühkima,uhoita
1255,baden::V,suplema,kül'ptäs
1256,baden::V,kümblema,kül'ptäs
1257,sich waschen::V,end pesema,pestas
1258,ausziehen::V,käest võtma,riičta
1259,ausziehen::V,käest võtma,rušta
1260,ausziehen::V,jalast võtma,riičta
1261,ausziehen::V,jalast võtma,rušta
1262,ausziehen::V,seljast võtma,riičta
1263,ausziehen::V,seljast võtma,rušta
1264,anziehen::V,jalga panema,panda päle
1265,anziehen::V,jalga panema,panda kädehe
1266,anziehen::V,jalga panema,panda jaugha
1267,sich anziehen::V,riietuma,sobdas
1268,kämmen::V,kammima,harjata
1269,schmücken::V,kaunistama,čomitada
1270,sagen::V,ütlema,sanuda
1271,sprechen::V,rääkima,pagišta
1272,sprechen::V,kõnelema,pagišta
1273,reden::V,kõnelema,pagišta
1274,sich unterhalten::V,vestlema,lodaita
1275,fragen::V,küsima,küzuda
1276,bitten::V,paluma,pakita
1277,erzählen::V,jutustama,sanuda
1278,erzählen::V,jutustama,starinoita
1279,mitteilen::V,teatama,tedotada
1280,mitteilen::V,teada andma,tedotada
1281,nennen::V,nimetama,nimitada
1282,rufen::V,kutsuma,kucta
1283,prahlen::V,hooplema,kittäs
1284,übersetzen::V,tõlkima,käta
1285,denken::V,mõtlema,meletada
1286,glauben::V,uskuma,uskta
1287,bemerken::V,märkama,homaita
1288,erkennen::V,ära tundma,tundištada
1289,begreifen::V,aru saama,tabata
1290,verstehen::V,mõistma,el'geta
1291,verstehen::V,mõistma,toimetada
1292,lernen::V,õppima,opetas
1293,wissen::V,teadma,teta
1294,sich erinnern an::V,mäletama,johtutada
1295,vergessen::V,unustama,unohtada
1296,messen::V,mõõtma,märita
1297,zählen::V,loendama,lugeda
1298,rechnen::V,arvutama,lugeda
1299,lesen::V,lugema,lugeda
1300,malen::V,maalima,pirta
1301,zeichnen::V,joonistama,pirta
1302,schreiben::V,kirjutama,kirjutada
1303,besitzen::V,omama,omištada
1304,kaufen::V,ostma,ostta
1305,verkaufen::V,müüma,möda
1306,bezahlen::V,tasuma,maksta
1307,zahlen::V,maksma,maksta
1308,beherrschen::V,valitsema,valdoita
1309,ertragen::V,taluma,tirpta
