,Concept_ID,hi,hu
198,Abhang::N,ढलान,lejtő
199,Quelle::N,चश्मा,forrás
200,Bach::N,सोता,patak
201,Bach::N,नदिका,patak
202,Fluss::N,नदी,folyó
203,Fluss::N,सरिता,folyó
204,Ufer::N,तट,part
205,Ufer::N,किनारा,part
206,Küste::N,समुद्र-तट,tengerpart
207,Festland::N,महाद्वीप,szárazföld
208,Meer::N,सागर,tenger
209,Meer::N,समुद्र,tenger
210,Bucht::N,खाड़ी,öböl
211,Insel::N,टापू,sziget
212,Insel::N,द्वीप,sziget
213,Blume::N,फूल,virág
214,Blume::N,पुष्प,virág
215,Gras::N,घास,fű
216,Wurzel::N,मूल,gyökér
217,Baum::N,पेड़,fa
218,Baum::N,वृक्ष,fa
219,Stamm::N,धड़,tő
220,Stamm::N,धड़,törzs
221,Rinde::N,छाल,kéreg
222,Rinde::N,वल्कल,kéreg
223,Ast::N,डाल,ág
224,Ast::N,शाखा,ág
225,Zweig::N,टहनी,gally
226,Blatt::N,पत्र,levél
227,Blatt::N,पत्ता,levél
228,Birke::N,भूर्ज,nyír
229,Kiefer[Baum]::N,पाइन-वृक्ष,fenyő
230,Weide[Baum]::N,बेंत,fűz
231,Tanne::N,फ़र,fenyő
232,Horn::N,सींग,szarv
233,Horn::N,विषाण,szarv
234,Feder::N,पर,toll
235,Feder::N,पंख,toll
236,Fell::N,खाल,szőr
237,Fell::N,खाल,bunda
238,Fell::N,पशु-चर्म,szőr
239,Fell::N,पशु-चर्म,bunda
240,Flügel::N,पंख,szárny
241,Flügel::N,डैना,szárny
242,Klaue::N,पंजा,köröm
243,Kralle::N,पंजा,karom
244,Kralle::N,नाख़ून,karom
245,Schwanz::N,पूँछ,farok
246,Ei::N,अंडा,tojás
247,Nest::N,नीड़,fészek
248,Nest::N,घोंसला,fészek
249,Bau::N,बिल,odú
250,Bau::N,माँद,odú
251,Tier::N,पशु,állat
252,Tier::N,जानवर,állat
253,Herde::N,गल्ला,nyáj
254,Herde::N,गल्ला,csorda
255,Kuh::N,गौ,tehén
256,Kuh::N,गाय,tehén
257,Bulle::N,साँड़,bika
258,Pferd::N,अश्व,ló
259,Pferd::N,घोड़ा,ló
260,Schaf::N,भेड़,juh
261,Schaf::N,भेड़,birka
262,Schwein::N,शूकर,sertés
263,Hund::N,श्वान,eb
264,Hund::N,श्वान,kutya
265,Hund::N,कुत्ता,eb
266,Hund::N,कुत्ता,kutya
267,Katze::N,बिल्ली,macska
268,Bär::N,रीछ,medve
269,Bär::N,भालू,medve
270,Eichhörnchen::N,गिलहरी,mókus
271,Elch::N,एल्क,jávorszarvas
272,Fuchs::N,लोमड़ी,róka
273,Hase::N,खरहा,nyúl
274,Hase::N,ख़रगोश,nyúl
275,Maus::N,मूष,egér
276,Maus::N,चूहा,egér
277,Wolf::N,वृक,farkas
278,Wolf::N,भेड़िया,farkas
279,Vogel::N,पक्षी,madár
280,Vogel::N,चिड़िया,madár
281,Schwarm::N,झुंड,raj
282,Huhn::N,मुर्ग़ी,tyúk
283,Hahn::N,मुर्ग़ा,kakas
284,Gans::N,हंस,lúd
285,Gans::N,हंस,liba
286,Gans::N,हंसिनी,lúd
287,Gans::N,हंसिनी,liba
288,Adler::N,उक़ाब,sas
289,Ente::N,बतख़,kacsa
290,Ente::N,बत्तक,kacsa
291,Eule::N,उल्लू,bagoly
292,Kranich::N,सारस,daru
293,Kranich::N,क्रौंंच,daru
294,Krähe::N,काक,varjú
295,Kuckuck::N,कोयल,kakukk
296,Kuckuck::N,कोकिल,kakukk
297,Schwan::N,हंस,hattyú
298,Schwan::N,मराल,hattyú
299,Fisch::N,मछली,hal
300,Fisch::N,मत्स्य,hal
301,Barsch::N,पर्च,sügér
302,Hecht::N,पाइक,csuka
303,Schlange[Tier]::N,सर्प,kígyó
304,Wurm::N,कृमि,kukac
305,Wurm::N,कीड़ा,kukac
306,Spinne::N,लूता,pók
307,Spinne::N,मकड़ी,pók
308,Ameise::N,चींटी,hangya
309,Laus::N,जूँ,tetű
310,Mücke::N,डाँस,szúnyog
311,Fliege::N,मक्खी,légy
312,Fliege::N,मक्षिका,légy
313,Schmetterling::N,तितली,lepke
314,Schmetterling::N,तितली,pillangó
315,Beere::N,बेरी,bogyó
316,Apfel::N,सेब,alma
317,Pilz::N,खुंबी,gomba
318,Zwiebel::N,प्याज़,hagyma
319,Saat::N,बीज,vetőmag
320,Korn::N,दाना,mag
321,Korn::N,दाना,szem
322,Heu::N,मूखी घास,széna
323,Schale::N,बकला,héj
324,Schale::N,छिलका,héj
325,Grube::N,गड्ढा,verem
326,Falle::N,जाल,csapda
327,Falle::N,फँदा,csapda
328,Schlinge::N,फँदा,tőr
329,Spur::N,सुराग़,nyom
330,Spur::N,पद-चिह्न,nyom
331,Asche::N,राख,hamu
332,Dreck::N,मैल,sár
333,Dreck::N,मैल,piszok
334,Dreck::N,गंदगी,sár
335,Dreck::N,गंदगी,piszok
336,Eisen::N,लोहा,vas
337,Gold::N,सोना,arany
338,Gold::N,स्वर्ण,arany
339,Silber::N,रजत,ezüst
340,Silber::N,चाँदी,ezüst
341,Kohle::N,कोयला,szén
342,Glas::N,काँच,üveg
343,Lehm::N,चिकनी मिट्टी,agyag
344,Lehm::N,चिकनी मिट्टी,vályog
345,Sand::N,रेत,homok
346,Sand::N,बालू,homok
347,Mensch::N,मानव,ember
348,Mensch::N,इनसान,ember
349,Mensch::N,मनुष्य,ember
350,Mann::N,आदमी,úr
351,Mann::N,आदमी,férfi
352,Mann::N,पुरुष,úr
353,Mann::N,पुरुष,férfi
354,Frau::N,औरत,nő
355,Frau::N,औरत,asszony
356,Frau::N,महिला,nő
357,Frau::N,महिला,asszony
358,Frau::N,स्त्री,nő
359,Frau::N,स्त्री,asszony
360,Kind::N,बाल,gyerek
361,Kind::N,बाल,gyermek
362,Kind::N,बच्चा,gyerek
363,Kind::N,बच्चा,gyermek
364,Junge::N,लड़का,fiú
365,Mädchen::N,लड़की,lány
366,Mädchen::N,कुमारी,lány
367,Familie::N,परिवार,család
368,Großvater::N,दादा,nagyapa
369,Großmutter::N,नानी,nagyanya
370,Eltern::N,माँ-बाप,szülők
371,Eltern::N,माता-पिता,szülők
372,Vater::N,बाप,apa
373,Vater::N,बाप,atya
374,Vater::N,पिता,apa
375,Vater::N,पिता,atya
376,Mutter::N,माँ,anya
377,Mutter::N,माता,anya
378,Sohn::N,बेटा,fiú
379,Sohn::N,पुत्र,fiú
380,Tochter::N,बेटी,lány
381,Tochter::N,पुत्री,lány
382,Bruder::N,भाई,fivér
383,Bruder::N,भाई,testvér
384,Bruder::N,भ्राता,fivér
385,Bruder::N,भ्राता,testvér
386,Schwester::N,बहन,nővér
387,Schwester::N,बहन,lánytestvér
388,Schwester::N,भगिनी,nővér
389,Schwester::N,भगिनी,lánytestvér
390,Onkel::N,ताऊ,nagybácsi
391,Onkel::N,काका,nagybácsi
392,Tante::N,बूआ,nagynéni
393,Tante::N,फूफी,nagynéni
394,Tante::N,ख़ाला,nagynéni
395,Ehemann::N,पति,férj
396,Ehemann::N,शौहर,férj
397,Ehefrau::N,बीवी,feleség
398,Freude::N,आनंद,öröm
399,Freude::N,प्रसन्नता,öröm
400,Gelächter::N,हँसी,nevetés
401,Gelächter::N,हँसी,hahotázás
402,Gelächter::N,क़हक़हा,nevetés
403,Gelächter::N,क़हक़हा,hahotázás
404,Glück::N,आनंद,boldogság
405,Glück::N,ख़ुशी,boldogság
406,Kummer::N,शोक,bánat
407,Kummer::N,दुःख,bánat
408,Wunsch::N,इच्छा,óhaj
409,Wunsch::N,अभिलाषा,óhaj
410,Lust::N,चाह,kedv
411,Lust::N,कामना,kedv
412,Geist::N,जान,elme
413,Geist::N,जान,szellem
414,Geist::N,प्राण,elme
415,Geist::N,प्राण,szellem
416,Gedanke::N,विचार,gondolat
417,Gedächtnis::N,याददाश्त,emlékezet
418,Gedächtnis::N,स्मरण-शक्ति,emlékezet
419,Verstand::N,समझ,ész
420,Verstand::N,समझ,értelem
421,Verstand::N,अक़्ल,ész
422,Verstand::N,अक़्ल,értelem
423,Verstand::N,बुद्धि,ész
424,Verstand::N,बुद्धि,értelem
425,Sinn::N,अर्थ,értelem
426,Grund::N,वजह,ok
427,Grund::N,वजह,alap
428,Grund::N,कारण,ok
429,Grund::N,कारण,alap
430,Wahrheit::N,सत्य,igaz
431,Wahrheit::N,सत्य,igazság
432,Wahrheit::N,सच्चाई,igaz
433,Wahrheit::N,सच्चाई,igazság
434,Gespräch::N,चर्चा,beszélgetés
435,Gespräch::N,वार्ता,beszélgetés
436,Gespräch::N,बात-चीत,beszélgetés
437,Märchen::N,क़िस्सा,mese
438,Erzählung::N,कथा,elbeszélés
439,Erzählung::N,कहानी,elbeszélés
440,Nachricht::N,सूचना,hír
441,Nachricht::N,सूचना,híradás
442,Nachricht::N,समाचार,hír
443,Nachricht::N,समाचार,híradás
444,Neuigkeit::N,ख़बर,újság
445,Neuigkeit::N,समाचार,újság
446,Name::N,नाम,név
447,Rätsel::N,पहेली,rejtvény
448,Rede::N,वचन,beszéd
449,Rede::N,वचन,szónoklat
450,Rede::N,भाषण,beszéd
451,Rede::N,भाषण,szónoklat
452,Sprache::N,भाषा,nyelv
453,Sprache::N,ज़बान,nyelv
454,Stimme::N,स्वर,hang
455,Stimme::N,आवाज़,hang
456,Wort::N,शब्द,szó
457,Wort::N,लफ़्ज़,szó
458,Zeichen::N,निशान,jel
459,Ruf::N,पुकार,kiáltás
460,Ruf::N,आह्वान,kiáltás
461,Lärm::N,शोर,zaj
462,Lärm::N,हुल्लड़,zaj
463,Laut::N,स्वर,hang
464,Laut::N,ध्वनि,hang
465,Ton::N,सुर,hang
466,Ton::N,स्वर,hang
467,Lied::N,गीत,dal
468,Lied::N,गीत,ének
469,Ruhe::N,आराम,csend
470,Ruhe::N,आराम,nyugalom
471,Ruhe::N,ख़ामोशी,csend
472,Ruhe::N,ख़ामोशी,nyugalom
473,Leute::N,लोग,emberek
474,Volk::N,क़ौम,nép
475,Volk::N,प्रजा,nép
476,Arbeit::N,काम,dolog
477,Gast::N,अतिथि,vendég
478,Gast::N,मेहमान,vendég
479,Geschenk::N,उपहार,ajándék
480,Geschenk::N,तोहफ़ा,ajándék
481,Spiel::N,खेल,játék
482,Spiel::N,क्रीड़ा,játék
483,Gesellschaft::N,साथ,társaság
484,Hilfe::N,मदद,segítség
485,Hilfe::N,सहायता,segítség
486,Freund::N,मित्र,barát
487,Kamerad::N,साथी,társ
488,Kamerad::N,कामरेड,társ
489,Angelegenheit::N,बात,ügy
490,Angelegenheit::N,मामला,ügy
491,Anzahl::N,तादाद,szám
492,Anzahl::N,संख्या,szám
493,Art::N,तरह,faj
494,Art::N,तरह,fajta
495,Art::N,क़िस्म,faj
496,Art::N,क़िस्म,fajta
497,Stück::N,फाँक,darab
498,Stück::N,टुकड़ा,darab
499,Teil::N,भाग,rész
500,Teil::N,हिस्सा,rész
501,Hälfte::N,अर्धभाग,fél
502,Kreis::N,चक्कर,kör
503,Kreuz::N,सलीब,kereszt
504,Kreuz::N,क्रूस,kereszt
505,Linie::N,लाइन,vonal
506,Strich::N,लकीर,vonás
507,Abstand::N,अंतर,köz
508,Abstand::N,फ़ासला,köz
509,Entfernung::N,दूरी,távolság
510,Entfernung::N,फ़ासला,távolság
511,Gegend::N,इलाक़ा,táj
512,Gegend::N,इलाक़ा,vidék
513,Platz::N,जगह,hely
514,Platz::N,स्थान,hely
515,Ort::N,स्थल,hely
516,Ort::N,स्थान,hely
517,Seite::N,ओर,fél
518,Seite::N,ओर,oldal
519,Seite::N,तरफ़,fél
520,Seite::N,तरफ़,oldal
521,Mitte::N,बीच,közép
522,Mitte::N,मध्य,közép
523,Gegenstand::N,चीज़,tárgy
524,Gegenstand::N,पदार्थ,tárgy
525,Sache::N,चीज़,dolog
526,Sache::N,वस्तु,dolog
527,Rand::N,छोर,szél
528,Rand::N,छोर,perem
529,Rand::N,छोर,szegély
530,Rand::N,उपांत,szél
531,Rand::N,उपांत,perem
532,Rand::N,उपांत,szegély
533,Kante::N,कोर,él
534,Kante::N,किनारा,él
535,Ecke::N,कोना,sarok
536,Ecke::N,कोना,szöglet
537,Ecke::N,नुक्कड़,sarok
538,Ecke::N,नुक्कड़,szöglet
539,Spitze::N,नोक,csúcs
540,Ende::N,छोर,vég
541,Ende::N,सिरा,vég
542,Loch::N,छेद,lyuk
543,Loch::N,सूराख़,lyuk
544,Winkel::N,कोण,szög
545,Winkel::N,कोना,szög
546,Muster::N,नमूना,minta
547,Muster::N,डिज़ाइन,minta
548,Größe::N,परिमाण,nagyság
549,Größe::N,विस्तार,nagyság
550,Länge::N,लंबाई,hossz
551,Länge::N,लंबाई,hosszúság
552,Höhe::N,ऊँचाई,magasság
553,Höhe::N,उच्चता,magasság
554,Gewicht::N,भार,súly
555,Gewicht::N,वज़न,súly
556,Menge::N,मात्रा,sokaság
557,Menge::N,मात्रा,mennyiség
558,Haufen::N,ढेर,halom
559,Haufen::N,अंबार,halom
560,Reihe::N,क़तार,sor
561,Reihe::N,पंक्ति,sor
562,Boot::N,नाव,csónak
563,Boot::N,नौका,csónak
564,Ruder::N,चप्पू,evező
565,Schlitten::N,बर्फ़-गाड़ी,szánkó
566,Ski::N,स्की,sí
567,Lagerfeuer::N,अलाव,tábortűz
568,Lagerfeuer::N,कैंप-फ़ायर,tábortűz
569,Last::N,भार,teher
570,Gang::N,चाल,járás
571,Schritt::N,डग,lépés
572,Schritt::N,क़दम,lépés
573,Norden::N,उत्तर,észak
574,Süden::N,दक्खिन,dél
575,Westen::N,पश्चिम,nyugat
576,Osten::N,पूरब,kelet
577,Holz::N,काठ,fa
578,Holz::N,काष्ठ,fa
579,Brett::N,पटरा,deszka
580,Brett::N,तख़्ता,deszka
581,Platte::N,फलक,lap
582,Platte::N,फलक,lemez
583,Platte::N,तख़्ता,lap
584,Platte::N,तख़्ता,lemez
585,Stütze::N,टेक,támasz
586,Stütze::N,टेक,támaszték
587,Stütze::N,थूनी,támasz
588,Stütze::N,थूनी,támaszték
589,Stange::N,छड़,rúd
590,Stange::N,छड़,pózna
591,Stange::N,बाँस,rúd
592,Stange::N,बाँस,pózna
593,Stock::N,लाठी,pálca
594,Stab::N,लग्गा,bot
595,Rohr::N,नल,cső
596,Haus::N,घर,ház
597,Haus::N,मकान,ház
598,Heim::N,घर,otthon
599,Heim::N,गृह,otthon
600,Ofen::N,चूल्हा,kályha
601,Fußboden::N,फ़र्श,padló
602,Tisch::N,मेज़,asztal
603,Stuhl::N,कुरसी,szék
604,Wiege::N,पालना,bölcső
605,Wiege::N,हिंडोला,bölcső
606,Bett::N,खाट,ágy
607,Bett::N,पलंग,ágy
608,Regal::N,शेल्फ़,polc
609,Regal::N,शेल्फ़,állvány
610,Kiste::N,पेटी,láda
611,Kiste::N,डिब्बा,láda
612,Fenster::N,खिड़की,ablak
613,Tür::N,द्वार,ajtó
614,Tür::N,दरवाज़ा,ajtó
615,Tor::N,फाटक,kapu
616,Zaun::N,बाड़ा,kerítés
617,Dach::N,छत,tető
618,Dach::N,छप्पर,tető
619,Leiter::N,सीढ़ी,létra
620,Besen::N,झाड़ू,seprű
621,Besen::N,बुहारी,seprű
622,Spaten::N,कुदाल,ásó
623,Schaufel::N,बेलचा,lapát
624,Schaufel::N,फावड़ा,lapát
625,Gabel::N,काँटा,villa
626,Löffel::N,चम्मच,kanál
627,Messer::N,छुरा,kés
628,Messer::N,चाक़ू,kés
629,Nagel::N,कील,szeg
630,Nagel::N,मेख़,szeg
631,Netz::N,जाल,háló
632,Haken::N,अंकुश,kampó
633,Griff::N,मूठ,nyél
634,Griff::N,मूठ,fogantyú
635,Griff::N,हत्था,nyél
636,Griff::N,हत्था,fogantyú
637,Schloss::N,ताला,zár
638,Bild::N,चित्र,kép
639,Figur::N,मूर्ति,alak
640,Puppe::N,पुतली,bábu
641,Puppe::N,गुड़िया,bábu
642,Beutel::N,झोला,zacskó
643,Bündel::N,पुलिंदा,köteg
644,Tasche::N,बेग,táska
645,Tasche::N,बस्ता,táska
646,Eimer::N,बाल्टी,vödör
647,Deckel::N,ढक्कन,fedő
648,Deckel::N,ढक्कन,fedél
649,Geschirr::N,बरतन-भाँड़े,edény
650,Sack::N,बोरा,zsák
651,Tasse::N,प्याला,csésze
652,Topf::N,देग़चा,fazék
653,Kessel::N,देग़,üst
654,Kessel::N,देग़,bogrács
655,Kessel::N,बटलोई,üst
656,Kessel::N,बटलोई,bogrács
657,Essen::N,खाना,evés
658,Essen::N,खाना,étkezés
659,Nahrung::N,भोजन,ennivaló
660,Speise::N,खाना,étel
661,Speise::N,व्यंजन,étel
662,Fleisch::N,मांस,hús
663,Fleisch::N,गोश्त,hús
664,Getreide::N,अनाज,gabona
665,Brei::N,भरता,pép
666,Brei::N,भरता,kása
667,Brei::N,दलिया,pép
668,Brei::N,दलिया,kása
669,Brot::N,रोटी,kenyér
670,Scheibe::N,कतला,szelet
671,Fett::N,वसा,háj
672,Fett::N,वसा,zsír
673,Fett::N,चरबी,háj
674,Fett::N,चरबी,zsír
675,Butter::N,मक्खन,vaj
676,Öl::N,तेल,olaj
677,Salz::N,नमक,só
678,Suppe::N,सूप,leves
679,Suppe::N,शोरबा,leves
680,Honig::N,शहद,méz
681,Milch::N,दूध,tej
682,Tee::N,चाय,tea
683,Leder::N,चमड़ा,bőr
684,Wolle::N,ऊन,gyapjú
685,Stoff::N,कपड़ा,szövet
686,Nadel::N,सूई,tű
687,Faden::N,डोरा,fonál
688,Knopf::N,बटन,gomb
689,Knopf::N,घुंडी,gomb
690,Knoten::N,गाँठ,csomó
691,Knoten::N,गुत्थी,csomó
692,Farbe::N,रंग,szín
693,Farbe::N,रंग,festék
694,Farbe::N,वर्ण,szín
695,Farbe::N,वर्ण,festék
696,Kleidung::N,पहनावा,ruha
697,Kleidung::N,पहनावा,ruházat
698,Hemd::N,कुरता,ing
699,Hemd::N,क़मीज़,ing
700,Kragen::N,गरदनी,gallér
701,Kragen::N,गरेबान,gallér
702,Ärmel::N,आस्तीन,ujj
703,Hose::N,पैंट,gatya
704,Hose::N,पैंट,nadrág
705,Hose::N,पतलून,gatya
706,Hose::N,पतलून,nadrág
707,Gürtel::N,पेटी,öv
708,Gürtel::N,मेखला,öv
709,Mütze::N,टोपी,sapka
710,Schuh::N,जूता,cipő
711,Stiefel::N,बूट,csizma
712,Ring::N,अँगूठी,gyűrű
713,Band::N,पट्टी,szalag
714,Kamm::N,कंघी,fésű
715,Spiegel::N,आईना,tükör
716,Spiegel::N,दर्पण,tükör
717,Riemen::N,तसमा,szíj
718,Riemen::N,पट्टा,szíj
719,Schnur::N,डोरी,zsinór
720,Schnur::N,सुतली,zsinór
721,Leine::N,रस्सी,póráz
722,Decke::N,रज़ाई,takaró
723,Kissen::N,तकिया,párna
724,Kissen::N,गाद्दा,párna
725,Tuch::N,रूमाल,kendő
726,Tuch::N,वस्त्र,kendő
727,Handtuch::N,अँगोछा,törülköző
728,Kraft::N,ज़ोर,erő
729,Kraft::N,शक्ति,erő
730,Stärke::N,बल,erő
731,Stärke::N,बल,erősség
732,Stärke::N,ताक़त,erő
733,Stärke::N,ताक़त,erősség
734,Gesundheit::N,स्वास्थ्य,egészség
735,Gesundheit::N,तंदुरुस्ती,egészség
736,Krankheit::N,रोग,kór
737,Krankheit::N,रोग,betegség
738,Krankheit::N,बीमारी,kór
739,Krankheit::N,बीमारी,betegség
740,Schmerz::N,दर्द,fájdalom
741,Schmerz::N,पीड़ा,fájdalom
742,Wunde::N,घाव,seb
743,Wunde::N,ज़ख़्म,seb
744,Fieber::N,ज्वर,láz
745,Fieber::N,बुख़ार,láz
746,Arznei::N,दवा,orvosság
747,Arznei::N,दवा,gyógyszer
748,Arznei::N,औषाधि,orvosság
749,Arznei::N,औषाधि,gyógyszer
750,Brücke::N,पुल,híd
751,Brücke::N,सेतु,híd
752,Brunnen::N,कुआँ,kút
753,Weide::N,चरागाह,legelő
754,Pfad::N,पथ,ösvény
755,Pfad::N,पगडंडी,ösvény
756,Weg::N,मार्ग,út
757,Straße::N,राह,út
758,Straße::N,रास्ता,út
759,Dorf::N,गाँव,falu
760,Dorf::N,ग्राम,falu
761,Stadt::N,शहर,város
762,Brief::N,ख़त,levél
763,Brief::N,पत्र,levél
764,Brief::N,चिट्ठी,levél
765,Buch::N,किताब,könyv
766,Buch::N,पुस्तक,könyv
767,Buchstabe::N,अक्षर,betű
768,Zeitung::N,अख़बार,újság
769,Zeitung::N,अख़बार,hírlap
770,Zeitung::N,समाचार-पत्र,újság
771,Zeitung::N,समाचार-पत्र,hírlap
772,Leben::N,जीवन,élet
773,Leben::N,ज़िंदगी,élet
