,Concept_ID,,ro
99,Schaum::N,,spumă
100,Schmutz::N,,murdărie
101,See::N,,lac
102,Sumpf::N,,mlaștină
103,Moor::N,,bărăgan
104,Wiese::N,,fânaț
105,Wiese::N,,livadă
106,Wald::N,,codru
107,Wald::N,,pădure
108,Hügel::N,,deal
109,Hügel::N,,movilă
110,Anhöhe::N,,deal
111,Anhöhe::N,,ridicătură
112,Berg::N,,munte
113,Gipfel::N,,pisc
114,Höhle::N,,peșteră
115,Abhang::N,,pantă
116,Abhang::N,,versant
117,Quelle::N,,izvor
118,Bach::N,,gârlă
119,Fluss::N,,râu
120,Fluss::N,,fluviu
121,Ufer::N,,mal
122,Ufer::N,,țărm
123,Küste::N,,coastă
124,Festland::N,,uscat
125,Meer::N,,mare
126,Bucht::N,,golf
127,Insel::N,,insulă
128,Blume::N,,floare
129,Gras::N,,iarbă
130,Wurzel::N,,rădăcină
131,Baum::N,,copac
132,Baum::N,,arbore
133,Stamm::N,,tulpină
134,Rinde::N,,scoarță
135,Ast::N,,cracă
136,Ast::N,,creangă
137,Zweig::N,,ramură
138,Zweig::N,,creangă
139,Blatt::N,,frunză
140,Birke::N,,mesteacăn
141,Kiefer[Baum]::N,,pin
142,Weide[Baum]::N,,salcie
143,Weide[Baum]::N,,răchită
144,Tanne::N,,brad
145,Horn::N,,corn
146,Feder::N,,pană
147,Fell::N,,piele
148,Flügel::N,,aripă
149,Klaue::N,,gheară
150,Kralle::N,,labă
151,Kralle::N,,gheară
152,Schwanz::N,,coadă
153,Ei::N,,ou
154,Nest::N,,cuib
155,Bau::N,,bârlog
156,Bau::N,,vizuină
157,Tier::N,,animal
158,Herde::N,,turmă
159,Herde::N,,cireadă
160,Kuh::N,,vacă
161,Bulle::N,,taur
162,Pferd::N,,cal
163,Schaf::N,,oaie
164,Schwein::N,,porc
165,Hund::N,,câine
166,Katze::N,,pisică
167,Bär::N,,urs
168,Eichhörnchen::N,,veveriță
169,Elch::N,,elan
170,Fuchs::N,,vulpe
171,Hase::N,,iepure
172,Maus::N,,șoarece
173,Wolf::N,,lup
174,Vogel::N,,pasăre
175,Schwarm::N,,cârd
176,Huhn::N,,găină
177,Hahn::N,,cocoș
178,Gans::N,,gâscă
179,Adler::N,,vultur
180,Ente::N,,rață
181,Eule::N,,bufniță
182,Kranich::N,,cocor
183,Krähe::N,,cioară
184,Kuckuck::N,,cuc
185,Schwan::N,,lebădă
186,Fisch::N,,pește
187,Barsch::N,,biban
188,Hecht::N,,știucă
189,Schlange[Tier]::N,,șarpe
190,Wurm::N,,vierme
191,Spinne::N,,păianjen
192,Ameise::N,,furnică
193,Laus::N,,păduche
194,Mücke::N,,țânțar
195,Fliege::N,,muscă
196,Schmetterling::N,,fluture
197,Beere::N,,boabă
198,Apfel::N,,măr
199,Pilz::N,,burete
200,Pilz::N,,ciupercă
201,Zwiebel::N,,ceapă
202,Saat::N,,semănătură
203,Korn::N,,grâu
204,Heu::N,,fân
205,Schale::N,,coajă
206,Grube::N,,groapă
207,Falle::N,,cursă
208,Falle::N,,capcană
209,Schlinge::N,,laț
210,Spur::N,,dâră
211,Asche::N,,cenușă
212,Dreck::N,,noroi
213,Dreck::N,,murdărie
214,Eisen::N,,fier
215,Gold::N,,aur
216,Silber::N,,argint
217,Kohle::N,,cărbune
218,Glas::N,,sticlă
219,Lehm::N,,lut
220,Lehm::N,,humă
221,Sand::N,,nisip
222,Mensch::N,,om
223,Mensch::N,,persoană
224,Mann::N,,om
225,Mann::N,,bărbat
226,Frau::N,,femeie
227,Kind::N,,copil
228,Junge::N,,băiat
229,Junge::N,,flăcău
230,Mädchen::N,,fată
231,Familie::N,,familie
232,Großvater::N,,bunic
233,Großvater::N,,tată mare
234,Großmutter::N,,bunică
235,Großmutter::N,,mamă mare
236,Eltern::N,,părinți
237,Vater::N,,tată
238,Vater::N,,părinte
239,Mutter::N,,mamă
240,Sohn::N,,fiu
241,Sohn::N,,fecior
242,Tochter::N,,fiică
243,Bruder::N,,frate
244,Schwester::N,,soră
245,Onkel::N,,unchi
246,Tante::N,,mătușă
247,Ehemann::N,,soț
248,Ehemann::N,,bărbat
249,Ehefrau::N,,soție
250,Freude::N,,bucurie
251,Gelächter::N,,râset
252,Glück::N,,fericire
253,Kummer::N,,mâhnire
254,Wunsch::N,,dorință
255,Wunsch::N,,deziderat
256,Lust::N,,poftă
257,Lust::N,,înclinare
258,Geist::N,,duh
259,Geist::N,,minte
260,Geist::N,,suflet
261,Gedanke::N,,gând
262,Gedanke::N,,cuget
263,Gedächtnis::N,,memorie
264,Verstand::N,,minte
265,Verstand::N,,intelect
266,Sinn::N,,sens
267,Sinn::N,,înțeles
268,Grund::N,,cauză
269,Grund::N,,pricină
270,Wahrheit::N,,adevăr
271,Gespräch::N,,convorbire
272,Gespräch::N,,conversație
273,Märchen::N,,basm
274,Märchen::N,,poveste
275,Erzählung::N,,poveste
276,Nachricht::N,,veste
277,Neuigkeit::N,,noutate
278,Neuigkeit::N,,actualitate
279,Name::N,,nume
280,Rätsel::N,,ghicitoare
281,Rede::N,,discurs
282,Sprache::N,,limbă
283,Sprache::N,,limbaj
284,Stimme::N,,glas
285,Wort::N,,cuvânt
286,Zeichen::N,,semn
287,Zeichen::N,,semnal
288,Ruf::N,,chemare
289,Lärm::N,,zgomot
290,Lärm::N,,tărăboi
291,Laut::N,,sunet
292,Ton::N,,ton
293,Lied::N,,cântec
294,Ruhe::N,,odihnă
295,Ruhe::N,,liniște
296,Leute::N,,lume
297,Leute::N,,oameni
298,Volk::N,,popor
299,Volk::N,,națiune
300,Arbeit::N,,lucru
301,Gast::N,,musafir
302,Geschenk::N,,dar
303,Geschenk::N,,cadou
304,Spiel::N,,joc
305,Gesellschaft::N,,societate
306,Hilfe::N,,ajutor
307,Freund::N,,amic
308,Freund::N,,prieten
309,Kamerad::N,,tovarăș
310,Angelegenheit::N,,afacere
311,Anzahl::N,,număr
312,Anzahl::N,,cantitate
313,Art::N,,fel
314,Art::N,,specie
315,Stück::N,,bucată
316,Teil::N,,parte
317,Teil::N,,porție
318,Hälfte::N,,jumătate
319,Kreis::N,,cerc
320,Kreuz::N,,cruce
321,Linie::N,,linie
322,Strich::N,,linie
323,Strich::N,,trăsătură
324,Abstand::N,,distanță
325,Abstand::N,,depărtare
326,Entfernung::N,,distanță
327,Entfernung::N,,depărtare
328,Gegend::N,,regiune
329,Platz::N,,loc
330,Ort::N,,loc
331,Seite::N,,latură
332,Mitte::N,,centru
333,Gegenstand::N,,obiect
334,Sache::N,,lucru
335,Sache::N,,chestie
336,Rand::N,,bordură
337,Kante::N,,muchie
338,Kante::N,,bordură
339,Ecke::N,,colț
340,Spitze::N,,vârf
341,Spitze::N,,creștet
342,Ende::N,,capăt
343,Loch::N,,gaură
344,Winkel::N,,colț
345,Muster::N,,desen
346,Größe::N,,mărime
347,Länge::N,,lungime
348,Höhe::N,,înălțime
349,Gewicht::N,,greutate
350,Menge::N,,cantitate
351,Haufen::N,,grămadă
352,Reihe::N,,șir
353,Reihe::N,,rând
354,Boot::N,,barcă
355,Boot::N,,luntre
356,Ruder::N,,vâslă
357,Ruder::N,,lopată
358,Schlitten::N,,sanie
359,Ski::N,,schi
360,Lagerfeuer::N,,foc de tabără
361,Last::N,,povară
362,Last::N,,sarcină
363,Gang::N,,mers
364,Gang::N,,umblet
365,Schritt::N,,pas
366,Norden::N,,nord
367,Norden::N,,miazănoapte
368,Süden::N,,sud
369,Süden::N,,miazăzi
370,Westen::N,,apus
371,Osten::N,,est
372,Osten::N,,răsărit
373,Holz::N,,lemn
374,Brett::N,,scândură
375,Platte::N,,placă
376,Stütze::N,,proptea
377,Stange::N,,bară
378,Stange::N,,prăjină
379,Stock::N,,băț
380,Stock::N,,baston
381,Stab::N,,baston
382,Stab::N,,prăjină
383,Rohr::N,,tub
384,Rohr::N,,țeavă
385,Haus::N,,casă
386,Heim::N,,casă
387,Heim::N,,cămin
388,Ofen::N,,sobă
389,Fußboden::N,,podea
390,Fußboden::N,,dușumea
391,Tisch::N,,masă
392,Stuhl::N,,scaun
393,Wiege::N,,leagăn
394,Bett::N,,pat
395,Regal::N,,rafturi
396,Kiste::N,,ladă
397,Kiste::N,,cutie
398,Fenster::N,,fereastră
399,Tür::N,,ușă
400,Tor::N,,poartă
401,Zaun::N,,gard
402,Dach::N,,acoperiș
403,Leiter::N,,scară
404,Besen::N,,mătură
405,Spaten::N,,cazma
406,Spaten::N,,hârleț
407,Schaufel::N,,lopată
408,Gabel::N,,furculiță
409,Löffel::N,,lingură
410,Messer::N,,cuțit
411,Nagel::N,,cui
412,Netz::N,,plasă
413,Haken::N,,cârlig
414,Griff::N,,mâner
415,Schloss::N,,lacăt
416,Bild::N,,tablou
417,Bild::N,,imagine
418,Figur::N,,chip
419,Figur::N,,figură
420,Puppe::N,,păpușă
421,Beutel::N,,pungă
422,Beutel::N,,săculeț
423,Bündel::N,,mănunchi
424,Tasche::N,,geantă
425,Eimer::N,,găleată
426,Deckel::N,,capac
427,Geschirr::N,,vase
428,Geschirr::N,,tacâmuri
429,Sack::N,,sac
430,Tasse::N,,ceașcă
431,Topf::N,,oală
432,Kessel::N,,cazan
433,Kessel::N,,căldare
434,Essen::N,,mâncare
435,Nahrung::N,,hrană
436,Nahrung::N,,aliment
437,Speise::N,,bucate
438,Speise::N,,fel de bucate
439,Fleisch::N,,carne
440,Getreide::N,,cereale
441,Brei::N,,pireu
442,Brot::N,,pâine
443,Scheibe::N,,felie
444,Scheibe::N,,bucată
445,Fett::N,,untură
446,Fett::N,,grăsime
447,Butter::N,,unt
448,Öl::N,,ulei
449,Salz::N,,sare
450,Suppe::N,,supă
451,Suppe::N,,ciorbă
452,Honig::N,,miere
453,Milch::N,,lapte
454,Tee::N,,ceai
455,Leder::N,,piele
456,Wolle::N,,lână
457,Stoff::N,,stofă
458,Nadel::N,,ac
459,Faden::N,,ață
460,Knopf::N,,buton
461,Knoten::N,,nod
462,Farbe::N,,vopsea
463,Kleidung::N,,haine
464,Kleidung::N,,îmbrăcăminte
465,Hemd::N,,cămașă
466,Kragen::N,,guler
467,Ärmel::N,,mânecă
468,Hose::N,,pantaloni
469,Gürtel::N,,cordon
470,Mütze::N,,șapcă
471,Schuh::N,,gheată
472,Stiefel::N,,cizmă
473,Ring::N,,inel
474,Ring::N,,verigă
475,Band::N,,panglică
476,Band::N,,șiret
477,Kamm::N,,pieptene
478,Spiegel::N,,oglindă
479,Riemen::N,,curea
480,Schnur::N,,funie
481,Schnur::N,,sfoară
482,Leine::N,,lesă
483,Leine::N,,curea
484,Decke::N,,pătură
485,Kissen::N,,pernă
486,Tuch::N,,batic
487,Handtuch::N,,prosop
488,Handtuch::N,,ștergar
489,Kraft::N,,forță
490,Kraft::N,,putere
491,Stärke::N,,tărie
492,Stärke::N,,vigoare
493,Gesundheit::N,,sănătate
494,Krankheit::N,,boală
495,Krankheit::N,,maladie
496,Schmerz::N,,durere
497,Wunde::N,,rană
498,Fieber::N,,febră
499,Arznei::N,,leac
500,Arznei::N,,medicament
501,Brücke::N,,pod
502,Brücke::N,,punte
503,Brunnen::N,,puț
504,Weide::N,,izlaz
505,Weide::N,,pășune
506,Pfad::N,,cărare
507,Weg::N,,drum
508,Straße::N,,cale
509,Straße::N,,stradă
510,Dorf::N,,sat
511,Stadt::N,,oraș
512,Brief::N,,scrisoare
513,Buch::N,,carte
514,Buchstabe::N,,literă
515,Buchstabe::N,,caracter
516,Zeitung::N,,ziar
517,Zeitung::N,,gazetă
518,Leben::N,,viață
519,Tod::N,,moarte
520,Grab::N,,groapă
521,Grab::N,,mormânt
522,Kirche::N,,biserică
523,Sünde::N,,păcat
524,Gott::N,,zeu
525,Arbeiter::N,,muncitor
526,Chef::N,,șef
527,Meister::N,,meșter
528,Meister::N,,maestru
529,Arzt::N,,medic
530,Arzt::N,,doctor
531,Lehrer::N,,profesor
532,Lehrer::N,,învățător
533,Geld::N,,bani
534,Geld::N,,parale
535,Geschäft::N,,treabă
536,Geschäft::N,,afacere
537,Laden::N,,magazin
538,Laden::N,,prăvălie
539,Preis::N,,preț
540,Ware::N,,marfă
541,Nutzen::N,,folos
542,Nutzen::N,,profit
543,Reichtum::N,,avuție
544,Reichtum::N,,bogăție
545,Welt::N,,lume
546,Land::N,,țară
547,Staat::N,,stat
548,König::N,,rege
549,Macht::N,,putere
550,Macht::N,,putință
551,Grenze::N,,hotar
552,Grenze::N,,graniță
553,Grenze::N,,frontieră
554,Krieg::N,,război
555,Feind::N,,dușman
556,Gewalt::N,,violență
557,Kampf::N,,luptă
558,Bogen[Waffe]::N,,arc
559,Pfeil::N,,săgeată
560,Gewehr::N,,armă
561,Gewehr::N,,pușcă
562,Fehler::N,,eroare
563,Fehler::N,,greșeală
564,Lüge::N,,minciună
565,Schaden::N,,daună
566,Schaden::N,,pagubă
567,Unglück::N,,nenorocire
568,Schuld::N,,vină
569,Alter::N,,etate
570,Alter::N,,vârstă
571,Schluss::N,,sfârșit
572,Zeit::N,,timp
573,Zeit::N,,vreme
574,Tag::N,,zi
575,Morgen::N,,dimineață
576,Mittag::N,,prânz
577,Mittag::N,,amiază
578,Abend::N,,seară
579,Nacht::N,,noapte
580,Woche::N,,săptămână
581,Monat::N,,lună
582,Jahr::N,,an
583,Frühling::N,,primăvară
584,Sommer::N,,vară
585,Herbst::N,,toamnă
586,Winter::N,,iarnă
587,Januar::N,,ianuarie
588,Februar::N,,februarie
589,März::N,,martie
590,April::N,,aprilie
591,Mai::N,,mai
592,Juni::N,,iunie
593,Juli::N,,iulie
594,August::N,,august
595,September::N,,septembrie
596,Oktober::N,,octombrie
597,November::N,,noiembrie
598,Dezember::N,,decembrie
599,Montag::N,,luni
600,Dienstag::N,,marți
601,Mittwoch::N,,miercuri
602,Donnerstag::N,,joi
603,Freitag::N,,vineri
604,Samstag::N,,sâmbătă
605,Sonntag::N,,duminică
606,groß::A,,mare
607,klein::A,,mic
608,lang::A,,lung
609,kurz::A,,scurt
610,breit::A,,lat
611,breit::A,,larg
612,schmal::A,,strâmt
613,dicht::A,,des
614,dick[Gegenstand]::A,,gros
615,dünn::A,,subțire
616,fein::A,,fin
617,fein::A,,subțire
618,fest::A,,tare
619,fest::A,,solid
620,flach::A,,șes
621,flach::A,,plan
622,glatt::A,,lins
623,hart::A,,dur
624,weich::A,,moale
625,rund::A,,rotund
626,rund::A,,circular
627,spitz::A,,ascuțit
628,scharf::A,,tăios
629,scharf::A,,ascuțit
630,stumpf::A,,tocit
631,schwer::A,,greu
632,schön::A,,frumos
633,heiß::A,,cald
634,heiß::A,,fierbinte
635,warm::A,,cald
636,warm::A,,fierbinte
637,kalt::A,,rece
638,kühl::A,,rece
639,kühl::A,,răcoros
640,frisch::A,,răcoros
641,frisch::A,,proaspăt
642,feucht::A,,umed
643,feucht::A,,jilav
644,nass::A,,ud
645,trocken::A,,sec
646,trocken::A,,uscat
647,voll::A,,plin
648,leer::A,,gol
649,offen::A,,deschis
650,geschlossen::A,,închis
651,sauber::A,,curat
652,schmutzig::A,,murdar
653,roh::A,,crud
654,reif::A,,copt
655,lecker::A,,gustos
656,süß::A,,dulce
657,bitter::A,,amar
658,sauer::A,,acru
659,hell::A,,clar
660,hell::A,,luminos
661,dunkel::A,,obscur
662,dunkel::A,,întunecos
663,schwarz::A,,negru
664,weiß::A,,alb
665,rot::A,,roșu
666,gelb::A,,galben
667,blau::A,,albastru
668,grün::A,,verde
669,grau::A,,gri
670,grau::A,,cenușiu
671,bunt::A,,colorat
672,billig::A,,ieftin
673,teuer::A,,scump
674,wertvoll::A,,prețios
675,blind::A,,orb
676,taub::A,,surd
677,kräftig::A,,tare
678,kräftig::A,,forte
679,kräftig::A,,robust
680,stark::A,,viguros
681,stark::A,,puternic
682,schwach::A,,slab
683,schwach::A,,debil
684,fett::A,,gras
685,schlank::A,,zvelt
686,hübsch::A,,drăguț
687,böse::A,,rău
688,böse::A,,răutăcios
689,dumm::A,,nerod
690,dumm::A,,tâmpit
691,faul::A,,leneș
692,fleißig::A,,harnic
693,fleißig::A,,sârguincios
694,geizig::A,,calic
695,geizig::A,,zgârcit
696,klug::A,,isteț
697,klug::A,,deștept
698,geschickt::A,,dibaci
699,lieb::A,,drag
700,lieb::A,,iubit
701,lustig::A,,vesel
702,sanft::A,,blând
703,sanft::A,,blajin
704,hungrig::A,,flămând
705,krank::A,,bolnav
706,nackt::A,,gol
707,traurig::A,,trist
708,traurig::A,,mâhnit
709,lebendig::A,,viu
710,gut::A,,bun
711,schlecht::A,,rău
712,schlecht::A,,prost
713,richtig::A,,drept
714,richtig::A,,corect
715,schlimm::A,,rău
716,wahr::A,,adevărat
717,alt::A,,uzat
718,alt::A,,vechi
719,neu::A,,nou
720,ehemalig::A,,fost
721,ehemalig::A,,anterior
722,alt[Lebewesen]::A,,bătrîn
723,jung::A,,tânăr
724,arm::A,,sărac
725,arm::A,,sărman
726,reich::A,,avut
727,reich::A,,bogat
728,bekannt::A,,cunoscut
729,berühmt::A,,renumit
730,fremd::A,,străin
731,verschieden::A,,diferit
732,verschieden::A,,deosebit
733,nah::A,,apropiat
734,fern::A,,departe
735,linker::A,,stâng
736,rechter::A,,drept
737,anderer::A,,alt
738,erster::A,,prim
739,zweiter::A,,al doilea
740,dritter::A,,treilea
741,letzter::A,,final
742,allein::ADV,,singur
743,auf einmal::ADV,,dintrodată
744,zusammen::ADV,,împreună
745,lange::ADV,,îndelung
746,lange::ADV,,mult timp
747,plötzlich::ADV,,deodată
748,plötzlich::ADV,,pe neașteptate
749,sofort::ADV,,imediat
750,sofort::ADV,,numaidecît
751,später::ADV,,mai apoi
752,später::ADV,,mai târziu
753,jetzt::ADV,,acum
754,heute::ADV,,azi
755,heute::ADV,,astăzi
756,morgen::ADV,,mâine
757,bald::ADV,,curând
758,dann::ADV,,apoi
759,gestern::ADV,,ieri
760,einst::ADV,,odată
761,einst::ADV,,odinioară
762,damals::ADV,,atunci
763,damals::ADV,,pe atunci
764,danach::ADV,,după aceasta
765,vorher::ADV,,mai întâi
766,vorher::ADV,,în prealabil
767,zuerst::ADV,,întâi
768,zuerst::ADV,,în primul rând
769,einmal::ADV,,odată
770,manchmal::ADV,,uneori
771,manchmal::ADV,,câteodată
772,oft::ADV,,des
773,oft::ADV,,deseori
774,immer::ADV,,mereu
775,immer::ADV,,întotdeauna
776,niemals::ADV,,niciodată
777,hier::ADV,,aci
778,hier::ADV,,aici
779,hierhin::ADV,,încoace
780,von hier::ADV,,de aici
781,dort::ADV,,acolo
782,dorthin::ADV,,dincolo
783,geradeaus::ADV,,drept înainte
784,vorwärts::ADV,,înainte
785,rückwärts::ADV,,îndărăt
786,zurück::ADV,,înapoi
787,unten::ADV,,jos
788,unten::ADV,,dedesubt
789,hinab::ADV,,în jos
790,hinab::ADV,,de vale
791,oben::ADV,,sus
792,oben::ADV,,deasupra
793,hinauf::ADV,,în sus
794,überall::ADV,,peste tot
795,überall::ADV,,pretutindeni
796,nicht::ADV,,nu
797,ein wenig::ADV,,puțin
798,kaum::ADV,,cu greu
799,kaum::ADV,,cu anevoie
800,sehr::ADV,,mult
801,sehr::ADV,,foarte
802,so::ADV,,așa
803,so::ADV,,atât
804,noch::ADV,,încă
805,nur::ADV,,doar
806,schon::ADV,,și
807,schon::ADV,,deja
808,wieder::ADV,,iar
809,wieder::ADV,,iarăși
810,vergebens::ADV,,în zadar
811,vor::PRP,,înainte de
812,hinter::PRP,,după
813,hinter::PRP,,în spatele
814,unter::PRP,,sub
815,durch::PRP,,prin
816,neben::PRP,,lângă
817,neben::PRP,,alături de
818,zwischen::PRP,,între
819,zwischen::PRP,,dintre
820,wegen::PRP,,pentru
821,dies::PRN,,acesta
822,das::PRN,,asta
823,alles::PRN,,tot
824,ich::PRN,,eu
825,du::PRN,,tu
826,er::PRN,,el
827,er::PRN,,dânsul
828,wir::PRN,,noi
829,ihr::PRN,,voi
830,sie::PRN,,ei
831,sie::PRN,,dânșii
832,was::FPRN,,ce
833,wer::FPRN,,cine
834,wo::FADV,,unde
835,wohin::FADV,,încotro
836,wie::FADV,,cum
837,warum::FADV,,de ce
838,warum::FADV,,pentru ce
839,wieviel::FNUM,,cât
840,eins::NUM,,unu
841,zwei::NUM,,doi
842,drei::NUM,,trei
843,vier::NUM,,patru
844,fünf::NUM,,cinci
845,sechs::NUM,,șase
846,sieben::NUM,,șapte
847,acht::NUM,,opt
848,neun::NUM,,nouă
849,zehn::NUM,,zece
850,elf::NUM,,unsprezece
851,zwölf::NUM,,douăsprezece
852,zwanzig::NUM,,douăzeci
853,dreißig::NUM,,treizeci
854,vierzig::NUM,,patruzeci
855,fünfzig::NUM,,cincizeci
856,sechzig::NUM,,șaizeci
857,siebzig::NUM,,șaptezeci
858,achtzig::NUM,,optzeci
859,neunzig::NUM,,nouăzeci
860,hundert::NUM,,sută
861,tausend::NUM,,mie
862,und::CNJ,,și
863,oder::CNJ,,ori
864,stehen::V,,sta
865,sitzen::V,,ședea
866,liegen::V,,zăcea
867,liegen::V,,fi culcat
868,hängen::V,,atârna
869,werden::V,,deveni
870,werden::V,,se face
871,passieren::V,,se întâmpla
872,beginnen::V,,începe
873,enden::V,,se sfârși
874,enden::V,,se termina
875,wechseln::V,,se schimba
876,aufgehen[Sonne]::V,,răsări
877,untergehen[Sonne]::V,,apune
878,scheinen[Sonne]::V,,străluci
879,donnern::V,,tuna
880,wehen::V,,bate
881,strömen::V,,curge în șiroaie
882,fließen::V,,curge
883,sich drehen::V,,se învârti
884,schwanken::V,,se clătina
885,schwingen::V,,vibra
886,schwingen::V,,flutura
887,fallen::V,,cădea
888,brennen::V,,arde
889,rauchen::V,,fuma
890,regnen::V,,ploua
891,gefrieren::V,,îngheța
892,tauen::V,,se dezgheța
893,schmelzen::V,,se topi
894,trocknen::V,,se usca
895,sieden::V,,fierbe
896,sieden::V,,clocoti
897,faulen::V,,se împuți
898,verfaulen::V,,putrezi
899,reißen::V,,se rupe
900,reißen::V,,se sfâșia
901,versinken::V,,se scufunda
902,vergehen::V,,trece
903,vergehen::V,,se scurge
904,erscheinen::V,,apărea
905,verschwinden::V,,dispărea
906,sinken::V,,cădea
907,sinken::V,,coborî
908,abnehmen::V,,scădea
909,abnehmen::V,,descrește
910,zunehmen::V,,spori
911,zunehmen::V,,crește
912,zunehmen::V,,augmenta
913,steigen::V,,urca
914,wachsen::V,,crește
915,glänzen::V,,luci
916,glänzen::V,,străluci
917,funkeln::V,,scânteia
918,lärmen::V,,face larmă
919,läuten::V,,suna
920,klingeln::V,,suna
921,klirren::V,,zăngăni
922,brausen::V,,vui
923,rauschen::V,,vâjâi
924,klingen::V,,suna
925,bellen::V,,lătra
926,heulen::V,,urla
927,blasen::V,,sufla
928,pfeifen::V,,fluiera
929,schreien::V,,țipa
930,stöhnen::V,,geme
931,zittern::V,,tremura
932,leben::V,,trăi
933,geboren werden::V,,se naște
934,atmen::V,,respira
935,trinken::V,,bea
936,essen::V,,mânca
937,schlucken::V,,înghiți
938,müde werden::V,,se obosi
939,einschlafen::V,,adormi
940,schlafen::V,,dormi
941,aufwachen::V,,se deștepta
942,aufstehen::V,,fi se scula
943,sich erholen::V,,se relaxa
944,sich erholen::V,,se destinde
945,krank werden::V,,se îmbolnăvi
946,krank sein::V,,zăcea
947,krank sein::V,,fi bolnav
948,schmerzen::V,,durea
949,husten::V,,tuși
950,genesen::V,,se însănătoși
951,sterben::V,,muri
952,umkommen::V,,pieri
953,sich bewegen::V,,se mișca
954,sich rühren::V,,se mișca
955,sich erheben::V,,se ridica
956,sich setzen::V,,lua loc
957,sich setzen::V,,se așeza
958,hinfallen::V,,cădea jos
959,laufen::V,,merge
960,laufen::V,,merge pe jos
961,schreiten::V,,păși
962,spazierengehen::V,,se plimba
963,eilen::V,,fi se grăbi
964,sich beeilen::V,,se grăbi
965,sausen::V,,țâșni
966,rennen::V,,fugi
967,rennen::V,,alerga
968,springen::V,,sări
969,klettern::V,,urca
970,klettern::V,,se cățăra
971,schaukeln::V,,legăna
972,kriechen::V,,se târî
973,schwimmen::V,,înota
974,tauchen::V,,se scufunda
975,rudern::V,,vâsli
976,rudern::V,,lopăta
977,fahren::V,,merge
978,fliegen::V,,zbura
979,gehen::V,,merge
980,weggehen::V,,se duce
981,abfahren::V,,pleca
982,anhalten::V,,se opri
983,hineingehen::V,,intra
984,eintreten::V,,intra
985,kommen::V,,veni
986,ankommen::V,,sosi
987,ankommen::V,,ajunge
988,zurückkommen::V,,se întoarce
989,bleiben::V,,rămâne
990,warten::V,,aștepta
991,erwarten::V,,aștepta
992,suchen::V,,căuta
993,finden::V,,găsi
994,versuchen::V,,încerca
995,vorbereiten::V,,pregăti
996,lieben::V,,iubi
997,mögen::V,,plăcea a
998,lachen::V,,râde
999,rühren::V,,mișca
1000,rühren::V,,înduioșa
1001,weinen::V,,plânge
1002,schimpfen::V,,înjura
1003,sich ärgern::V,,se supăra
1004,sich fürchten::V,,se teme
1005,sich fürchten::V,,fi teamă a
1006,fürchten::V,,se teme de
