,Concept_ID,cy,de
234,Bruder::N,brawd,Bruder
235,Schwester::N,chwaer,Schwester
236,Onkel::N,ewythr,Onkel
237,Tante::N,modryb,Tante
238,Ehemann::N,gŵr,Ehemann
239,Ehefrau::N,gwraig,Ehefrau
240,Freude::N,gorfoledd,Freude
241,Gelächter::N,chwerthin,Gelächter
242,Glück::N,hapusrwydd,Glück
243,Kummer::N,galar,Kummer
244,Wunsch::N,dymuniad,Wunsch
245,Lust::N,chwant,Lust
246,Geist::N,ysbryd,Geist
247,Gedanke::N,meddwl,Gedanke
248,Gedächtnis::N,cof,Gedächtnis
249,Verstand::N,meddwl,Verstand
250,Sinn::N,ystyr,Sinn
251,Grund::N,achos,Grund
252,Grund::N,rheswm,Grund
253,Wahrheit::N,gwir,Wahrheit
254,Wahrheit::N,gwirionedd,Wahrheit
255,Gespräch::N,sgwrs,Gespräch
256,Märchen::N,chwedl werin,Märchen
257,Erzählung::N,stori,Erzählung
258,Nachricht::N,neges,Nachricht
259,Neuigkeit::N,newydd,Neuigkeit
260,Name::N,enw,Name
261,Rätsel::N,pos,Rätsel
262,Rede::N,araith,Rede
263,Sprache::N,iaith,Sprache
264,Stimme::N,llais,Stimme
265,Wort::N,gair,Wort
266,Zeichen::N,arwydd,Zeichen
267,Ruf::N,galwad,Ruf
268,Lärm::N,trwst,Lärm
269,Laut::N,sain,Laut
270,Ton::N,tôn,Ton
271,Lied::N,cân,Lied
272,Ruhe::N,tawelwch,Ruhe
273,Leute::N,pobl,Leute
274,Volk::N,pobl,Volk
275,Arbeit::N,gwaith,Arbeit
276,Gast::N,gwestai,Gast
277,Geschenk::N,rhodd,Geschenk
278,Geschenk::N,anrheg,Geschenk
279,Spiel::N,chwarae,Spiel
280,Gesellschaft::N,cwmni,Gesellschaft
281,Hilfe::N,cymorth,Hilfe
282,Freund::N,cyfaill,Freund
283,Kamerad::N,cydymaith,Kamerad
284,Angelegenheit::N,pwnc,Angelegenheit
285,Anzahl::N,cyfrif,Anzahl
286,Art::N,bath,Art
287,Stück::N,darn,Stück
288,Teil::N,rhan,Teil
289,Hälfte::N,hanner,Hälfte
290,Kreis::N,cylch,Kreis
291,Kreuz::N,croes,Kreuz
292,Linie::N,llinell,Linie
293,Strich::N,strôc,Strich
294,Strich::N,trawiad,Strich
295,Abstand::N,bwlch,Abstand
296,Abstand::N,pellter,Abstand
297,Entfernung::N,pellter,Entfernung
298,Gegend::N,cylch,Gegend
299,Platz::N,lle,Platz
300,Ort::N,lle,Ort
301,Seite::N,ochr,Seite
302,Mitte::N,canol,Mitte
303,Gegenstand::N,eitem,Gegenstand
304,Sache::N,peth,Sache
305,Rand::N,cwr,Rand
306,Rand::N,ymyl,Rand
307,Kante::N,min,Kante
308,Kante::N,ymyl,Kante
309,Ecke::N,cornel,Ecke
310,Spitze::N,blaen,Spitze
311,Ende::N,pen,Ende
312,Loch::N,twll,Loch
313,Winkel::N,congl,Winkel
314,Muster::N,patrwm,Muster
315,Größe::N,maint,Größe
316,Größe::N,maintioli,Größe
317,Länge::N,hyd,Länge
318,Höhe::N,uchder,Höhe
319,Gewicht::N,pwysau,Gewicht
320,Menge::N,swm,Menge
321,Menge::N,maint,Menge
322,Haufen::N,pentwr,Haufen
323,Reihe::N,rhes,Reihe
324,Boot::N,cwch,Boot
325,Ruder::N,rhwyf,Ruder
326,Schlitten::N,sled,Schlitten
327,Schlitten::N,car llusg,Schlitten
328,Ski::N,sgi,Ski
329,Lagerfeuer::N,coelcerth,Lagerfeuer
330,Last::N,llwyth,Last
331,Gang::N,tro,Gang
332,Schritt::N,cam,Schritt
333,Norden::N,gogledd,Norden
334,Süden::N,de,Süden
335,Westen::N,gorllewin,Westen
336,Osten::N,dwyrain,Osten
337,Holz::N,pren,Holz
338,Brett::N,bwrdd,Brett
339,Brett::N,astell,Brett
340,Platte::N,llech,Platte
341,Stütze::N,ateg,Stütze
342,Stütze::N,cynhalydd,Stütze
343,Stange::N,polyn,Stange
344,Stock::N,ffon,Stock
345,Stock::N,brigyn,Stock
346,Stab::N,ffon,Stab
347,Rohr::N,pibell,Rohr
348,Haus::N,tŷ,Haus
349,Heim::N,cartref,Heim
350,Ofen::N,stof,Ofen
351,Fußboden::N,llawr,Fußboden
352,Tisch::N,bwrdd,Tisch
353,Stuhl::N,cadair,Stuhl
354,Wiege::N,crud,Wiege
355,Bett::N,gwely,Bett
356,Regal::N,silff,Regal
357,Kiste::N,bocs,Kiste
358,Kiste::N,blwch,Kiste
359,Fenster::N,ffenestr,Fenster
360,Tür::N,drws,Tür
361,Tor::N,porth,Tor
362,Zaun::N,ffens,Zaun
363,Dach::N,to,Dach
364,Leiter::N,ysgol,Leiter
365,Besen::N,ysgub,Besen
366,Spaten::N,rhaw,Spaten
367,Schaufel::N,rhaw,Schaufel
368,Gabel::N,fforc,Gabel
369,Löffel::N,llwy,Löffel
370,Messer::N,cyllell,Messer
371,Nagel::N,hoel,Nagel
372,Netz::N,gwe,Netz
373,Netz::N,rhwyd,Netz
374,Haken::N,bach,Haken
375,Griff::N,carn,Griff
376,Schloss::N,clo,Schloss
377,Bild::N,llun,Bild
378,Bild::N,pictiwr,Bild
379,Figur::N,ffigur,Figur
380,Puppe::N,dol,Puppe
381,Beutel::N,cwd,Beutel
382,Bündel::N,bwndel,Bündel
383,Bündel::N,coflaid,Bündel
384,Tasche::N,cod,Tasche
385,Eimer::N,bwced,Eimer
386,Eimer::N,cunnog,Eimer
387,Deckel::N,caead,Deckel
388,Geschirr::N,llestri,Geschirr
389,Sack::N,sach,Sack
390,Tasse::N,cwpan,Tasse
391,Topf::N,pot,Topf
392,Topf::N,crochan,Topf
393,Kessel::N,tegell,Kessel
394,Essen::N,pryd o fwyd,Essen
395,Nahrung::N,bwyd,Nahrung
396,Speise::N,saig,Speise
397,Fleisch::N,cig,Fleisch
398,Getreide::N,ŷd,Getreide
399,Getreide::N,llafur,Getreide
400,Brei::N,uwd,Brei
401,Brot::N,bara,Brot
402,Scheibe::N,tafell,Scheibe
403,Fett::N,saim,Fett
404,Fett::N,braster,Fett
405,Butter::N,ymenyn,Butter
406,Öl::N,olew,Öl
407,Salz::N,halen,Salz
408,Suppe::N,cawl,Suppe
409,Honig::N,mêl,Honig
410,Milch::N,llaeth,Milch
411,Milch::N,llefrith,Milch
412,Tee::N,te,Tee
413,Leder::N,lledr,Leder
414,Wolle::N,gwlân,Wolle
415,Stoff::N,lliain,Stoff
416,Stoff::N,brethyn,Stoff
417,Nadel::N,nodwydd,Nadel
418,Faden::N,edau,Faden
419,Faden::N,edefyn,Faden
420,Knopf::N,botwm,Knopf
421,Knoten::N,cwlwm,Knoten
422,Farbe::N,paent,Farbe
423,Kleidung::N,dillad,Kleidung
424,Kleidung::N,gwisgoedd,Kleidung
425,Hemd::N,crys,Hemd
426,Kragen::N,coler,Kragen
427,Ärmel::N,llawes,Ärmel
428,Hose::N,trowsus,Hose
429,Gürtel::N,gwregys,Gürtel
430,Mütze::N,cap,Mütze
431,Schuh::N,esgid,Schuh
432,Stiefel::N,botasen,Stiefel
433,Ring::N,modrwy,Ring
434,Band::N,rhuban,Band
435,Kamm::N,crib,Kamm
436,Spiegel::N,drych,Spiegel
437,Riemen::N,strap,Riemen
438,Schnur::N,llinyn,Schnur
439,Leine::N,tennyn,Leine
440,Decke::N,blanced,Decke
441,Decke::N,gwrthban,Decke
442,Kissen::N,clustog,Kissen
443,Kissen::N,gobennydd,Kissen
444,Tuch::N,sgarff,Tuch
445,Handtuch::N,tywel,Handtuch
446,Handtuch::N,lliain sychu,Handtuch
447,Kraft::N,grym,Kraft
448,Stärke::N,nerth,Stärke
449,Stärke::N,cryfder,Stärke
450,Gesundheit::N,iechyd,Gesundheit
451,Krankheit::N,afiechyd,Krankheit
452,Krankheit::N,anhwylder,Krankheit
453,Schmerz::N,poen,Schmerz
454,Schmerz::N,gwayw,Schmerz
455,Wunde::N,clwyf,Wunde
456,Fieber::N,twymyn,Fieber
457,Arznei::N,meddyginiaeth,Arznei
458,Brücke::N,pont,Brücke
459,Brunnen::N,ffynnon,Brunnen
460,Weide::N,porfa,Weide
461,Pfad::N,llwybr,Pfad
462,Weg::N,ffordd,Weg
463,Straße::N,heol,Straße
464,Straße::N,ffordd,Straße
465,Dorf::N,pentref,Dorf
466,Stadt::N,tref,Stadt
467,Brief::N,llythyr,Brief
468,Buch::N,llyfr,Buch
469,Buchstabe::N,llythyren,Buchstabe
470,Zeitung::N,papur newydd,Zeitung
471,Leben::N,bywyd,Leben
472,Tod::N,marwolaeth,Tod
473,Grab::N,bedd,Grab
474,Kirche::N,eglwys,Kirche
475,Sünde::N,pechod,Sünde
476,Gott::N,duw,Gott
477,Arbeiter::N,gweithiwr,Arbeiter
478,Chef::N,pennaeth,Chef
479,Meister::N,meistr,Meister
480,Arzt::N,meddyg,Arzt
481,Lehrer::N,athro,Lehrer
482,Geld::N,pres,Geld
483,Geld::N,arian,Geld
484,Geschäft::N,busnes,Geschäft
485,Laden::N,siop,Laden
486,Preis::N,pris,Preis
487,Ware::N,nwydd,Ware
488,Nutzen::N,elw,Nutzen
489,Nutzen::N,budd,Nutzen
490,Reichtum::N,cyfoeth,Reichtum
491,Welt::N,byd,Welt
492,Land::N,gwlad,Land
493,Staat::N,gwladwriaeth,Staat
494,König::N,brenin,König
495,Macht::N,grym,Macht
496,Macht::N,awdurdod,Macht
497,Grenze::N,ffin,Grenze
498,Grenze::N,goror,Grenze
499,Krieg::N,rhyfel,Krieg
500,Feind::N,gelyn,Feind
501,Gewalt::N,ffyrnigrwydd,Gewalt
502,Kampf::N,brwydr,Kampf
503,Bogen[Waffe]::N,bwa,Bogen
504,Pfeil::N,saeth,Pfeil
505,Gewehr::N,dryll,Gewehr
506,Fehler::N,gwall,Fehler
507,Fehler::N,camgymeriad,Fehler
508,Lüge::N,celwydd,Lüge
509,Lüge::N,anwiredd,Lüge
510,Schaden::N,niwed,Schaden
511,Schaden::N,difrod,Schaden
512,Unglück::N,anffawd,Unglück
513,Schuld::N,bai,Schuld
514,Alter::N,oed,Alter
515,Schluss::N,diwedd,Schluss
516,Zeit::N,amser,Zeit
517,Tag::N,dydd,Tag
518,Tag::N,diwrnod,Tag
519,Morgen::N,bore,Morgen
520,Mittag::N,nawn,Mittag
521,Abend::N,noswaith,Abend
522,Nacht::N,nos,Nacht
523,Woche::N,wythnos,Woche
524,Monat::N,mis,Monat
525,Jahr::N,blwyddyn,Jahr
526,Frühling::N,gwanwyn,Frühling
527,Sommer::N,haf,Sommer
528,Herbst::N,hydref,Herbst
529,Winter::N,gaeaf,Winter
530,Januar::N,Ionawr,Januar
531,Februar::N,Chwefror,Februar
532,März::N,Mawrth,März
533,April::N,Ebrill,April
534,Mai::N,Mai,Mai
535,Juni::N,Mehefin,Juni
536,Juli::N,Gorffennaf,Juli
537,August::N,Awst,August
538,September::N,Medi,September
539,Oktober::N,Hydref,Oktober
540,November::N,Tachwedd,November
541,Dezember::N,Rhagfyr,Dezember
542,Montag::N,dydd Llun,Montag
543,Dienstag::N,dydd Mawrth,Dienstag
544,Mittwoch::N,dydd Mercher,Mittwoch
545,Donnerstag::N,dydd Iau,Donnerstag
546,Freitag::N,dydd Gwener,Freitag
547,Samstag::N,dydd Sadwrn,Samstag
548,Sonntag::N,dydd Sul,Sonntag
549,groß::A,mawr,groß
550,klein::A,bach,klein
551,lang::A,hir,lang
552,kurz::A,byr,kurz
553,kurz::A,cwta,kurz
554,breit::A,llydan,breit
555,schmal::A,cul,schmal
556,dicht::A,dwys,dicht
557,dick[Gegenstand]::A,trwchus,dick
558,dünn::A,tenau,dünn
559,fein::A,main,fein
560,fest::A,cadarn,fest
561,flach::A,gwastad,flach
562,glatt::A,llyfn,glatt
563,hart::A,caled,hart
564,weich::A,meddal,weich
565,rund::A,crwn,rund
566,spitz::A,pigfain,spitz
567,scharf::A,miniog,scharf
568,stumpf::A,pŵl,stumpf
569,schwer::A,trwm,schwer
570,schön::A,teg,schön
571,schön::A,hardd,schön
572,schön::A,prydferth,schön
573,heiß::A,poeth,heiß
574,warm::A,twym,warm
575,warm::A,cynnes,warm
576,kalt::A,oer,kalt
577,kühl::A,oeraidd,kühl
578,frisch::A,iach,frisch
579,feucht::A,llaith,feucht
580,nass::A,gwlyb,nass
581,trocken::A,sych,trocken
582,voll::A,llawn,voll
583,leer::A,gwag,leer
584,offen::A,agored,offen
585,geschlossen::A,caead,geschlossen
586,geschlossen::A,caeëdig,geschlossen
587,sauber::A,glân,sauber
588,schmutzig::A,budr,schmutzig
589,schmutzig::A,brwnt,schmutzig
590,roh::A,amrwd,roh
591,reif::A,aeddfed,reif
592,lecker::A,blasus,lecker
593,lecker::A,danteithiol,lecker
594,süß::A,melys,süß
595,bitter::A,chwerw,bitter
596,sauer::A,sur,sauer
597,hell::A,disglair,hell
598,dunkel::A,tywyll,dunkel
599,schwarz::A,du,schwarz
600,weiß::A,gwyn,weiß
601,rot::A,coch,rot
602,gelb::A,melyn,gelb
603,blau::A,glas,blau
604,grün::A,gwyrdd,grün
605,grau::A,llwyd,grau
606,bunt::A,lliwgar,bunt
607,billig::A,rhad,billig
608,teuer::A,drud,teuer
609,wertvoll::A,gwerthfawr,wertvoll
610,blind::A,dall,blind
611,taub::A,byddar,taub
612,kräftig::A,nerthol,kräftig
613,kräftig::A,grymus,kräftig
614,stark::A,cryf,stark
615,stark::A,cadarn,stark
616,schwach::A,gwan,schwach
617,fett::A,tew,fett
618,schlank::A,main,schlank
619,hübsch::A,tlws,hübsch
620,böse::A,drwg,böse
621,dumm::A,twp,dumm
622,faul::A,diog,faul
623,fleißig::A,dyfal,fleißig
624,geizig::A,crintach,geizig
625,geizig::A,cybyddlyd,geizig
626,klug::A,deallus,klug
627,geschickt::A,medrus,geschickt
628,geschickt::A,deheuig,geschickt
629,lieb::A,hoff,lieb
630,lieb::A,annwyl,lieb
631,lustig::A,llon,lustig
632,sanft::A,mwyn,sanft
633,hungrig::A,newynog,hungrig
634,krank::A,sâl,krank
635,krank::A,gwael,krank
636,nackt::A,noeth,nackt
637,traurig::A,trist,traurig
638,lebendig::A,yn fyw,lebendig
639,gut::A,da,gut
640,schlecht::A,drwg,schlecht
641,schlecht::A,gwael,schlecht
642,richtig::A,cywir,richtig
643,schlimm::A,enbyd,schlimm
644,wahr::A,gwir,wahr
645,alt::A,hen,alt
646,neu::A,newydd,neu
647,ehemalig::A,blaenorol,ehemalig
648,alt[Lebewesen]::A,oedrannus,alt
649,jung::A,ifanc,jung
650,arm::A,tlawd,arm
651,reich::A,cyfoethog,reich
652,bekannt::A,cynefin,bekannt
653,bekannt::A,cyfarwydd,bekannt
654,berühmt::A,enwog,berühmt
655,fremd::A,estron,fremd
656,verschieden::A,gwahanol,verschieden
657,nah::A,agos,nah
658,fern::A,pell,fern
659,linker::A,aswy,linker
660,linker::A,chwith,linker
661,rechter::A,de,rechter
662,rechter::A,deau,rechter
663,anderer::A,arall,anderer
664,erster::A,cyntaf,erster
665,zweiter::A,ail,zweiter
666,dritter::A,trydydd,dritter
667,letzter::A,olaf,letzter
668,allein::ADV,unig,allein
669,allein::ADV,ar ei ben ei hun,allein
670,auf einmal::ADV,ar yr un pryd,auf einmal
671,zusammen::ADV,ynghyd,zusammen
672,zusammen::ADV,gyda'i gilydd,zusammen
673,lange::ADV,amser hir,lange
674,plötzlich::ADV,yn sydyn,plötzlich
675,sofort::ADV,ar unwaith,sofort
676,später::ADV,yn ddiweddarach,später
677,jetzt::ADV,yn awr,jetzt
678,heute::ADV,heddiw,heute
679,morgen::ADV,yfory,morgen
680,bald::ADV,yn fuan,bald
681,bald::ADV,gyda hyn,bald
682,dann::ADV,yna,dann
683,dann::ADV,y pryd hwnnw,dann
684,gestern::ADV,ddoe,gestern
685,einst::ADV,gynt,einst
686,damals::ADV,ar y pryd,damals
687,damals::ADV,bryd hynny,damals
688,danach::ADV,wedyn,danach
689,vorher::ADV,o'r blaen,vorher
690,zuerst::ADV,yn gyntaf,zuerst
691,einmal::ADV,unwaith,einmal
692,manchmal::ADV,weithiau,manchmal
693,manchmal::ADV,ar brydiau,manchmal
694,oft::ADV,yn aml,oft
695,oft::ADV,yn fynych,oft
696,immer::ADV,bob amser,immer
697,niemals::ADV,ni ... byth,niemals
698,niemals::ADV,ni ... erioed,niemals
699,hier::ADV,yma,hier
700,hierhin::ADV,hyd yma,hierhin
701,von hier::ADV,oddi yma,von hier
702,dort::ADV,acw,dort
703,dorthin::ADV,tuag yno,dorthin
704,geradeaus::ADV,syth ymlaen,geradeaus
705,vorwärts::ADV,ymlaen,vorwärts
706,rückwärts::ADV,yn ôl,rückwärts
707,zurück::ADV,yn ôl,zurück
708,unten::ADV,isod,unten
709,unten::ADV,oddi tanodd,unten
710,hinab::ADV,i lawr,hinab
711,hinab::ADV,i waered,hinab
712,oben::ADV,fry,oben
713,hinauf::ADV,i fyny,hinauf
714,hinauf::ADV,i'r lan,hinauf
715,überall::ADV,ym mhobman,überall
716,nicht::ADV,ni,nicht
717,nicht::ADV,nid,nicht
718,ein wenig::ADV,tipyn,ein wenig
719,ein wenig::ADV,ychydig,ein wenig
720,kaum::ADV,prin,kaum
721,sehr::ADV,iawn,sehr
722,so::ADV,fel,so
723,so::ADV,felly,so
724,noch::ADV,eto,noch
725,nur::ADV,yn unig,nur
726,schon::ADV,eisoes,schon
727,schon::ADV,yn barod,schon
728,wieder::ADV,drachefn,wieder
729,vergebens::ADV,yn ofer,vergebens
730,vor::PRP,o flaen,vor
731,hinter::PRP,ar ôl,hinter
732,unter::PRP,islaw,unter
733,durch::PRP,trwy,durch
734,neben::PRP,ar bwys,neben
735,zwischen::PRP,rhwng,zwischen
736,zwischen::PRP,cydrhwng,zwischen
737,wegen::PRP,o achos,wegen
738,wegen::PRP,oherwydd,wegen
739,dies::PRN,hyn,dies
740,das::PRN,hynny,das
741,alles::PRN,popeth,alles
742,ich::PRN,fi,ich
743,du::PRN,ti,du
744,er::PRN,fe,er
745,wir::PRN,ni,wir
746,ihr::PRN,chi,ihr
747,sie::PRN,hwy,sie
748,was::FPRN,pa beth,was
749,wer::FPRN,pwy,wer
750,wo::FADV,ble,wo
751,wo::FADV,ym mha le,wo
752,wohin::FADV,i ble,wohin
753,wohin::FADV,i ba le,wohin
754,wie::FADV,sut,wie
755,warum::FADV,pam,warum
756,wieviel::FNUM,faint,wieviel
757,eins::NUM,un,eins
758,zwei::NUM,dau,zwei
759,drei::NUM,tri,drei
760,vier::NUM,pedwar,vier
761,fünf::NUM,pump,fünf
762,sechs::NUM,chwech,sechs
763,sieben::NUM,saith,sieben
764,acht::NUM,wyth,acht
765,neun::NUM,naw,neun
766,zehn::NUM,deg,zehn
767,elf::NUM,un ar ddeg,elf
768,zwölf::NUM,deuddeg,zwölf
769,zwölf::NUM,un deg dau,zwölf
770,zwanzig::NUM,ugain,zwanzig
771,dreißig::NUM,tri deg,dreißig
772,dreißig::NUM,deg ar hugain,dreißig
773,vierzig::NUM,deugain,vierzig
774,fünfzig::NUM,hanner cant,fünfzig
775,sechzig::NUM,chwe deg,sechzig
776,siebzig::NUM,saith deg,siebzig
777,siebzig::NUM,deg a thrigain,siebzig
778,achtzig::NUM,wyth deg,achtzig
779,achtzig::NUM,pedar ugain,achtzig
780,neunzig::NUM,naw deg,neunzig
