,Concept_ID,es,kk
273,Glück::N,felicidad,бақыттылық
274,Kummer::N,pena,аза
275,Kummer::N,pena,қайғы
276,Kummer::N,pena,қасырет
277,Wunsch::N,deseo,мүдде
278,Lust::N,ganas,тәбет
279,Lust::N,ganas,ынтызар
280,Lust::N,ganas,құштарлық
281,Geist::N,mente,рух
282,Geist::N,espíritu,рух
283,Gedanke::N,idea,ой
284,Gedanke::N,pensamiento,ой
285,Gedächtnis::N,memoria,ес
286,Gedächtnis::N,memoria,жады
287,Gedächtnis::N,memoria,ақыл-ес
288,Verstand::N,razón,ақыл
289,Verstand::N,razón,парасат
290,Verstand::N,entendimiento,ақыл
291,Verstand::N,entendimiento,парасат
292,Sinn::N,sentido,мән
293,Sinn::N,sentido,маныз
294,Sinn::N,sentido,мағына
295,Sinn::N,sentido,мән-мағына
296,Sinn::N,significado,мән
297,Sinn::N,significado,маныз
298,Sinn::N,significado,мағына
299,Sinn::N,significado,мән-мағына
300,Grund::N,causa,себеп
301,Wahrheit::N,verdad,рас
302,Gespräch::N,conversación,әңгіме
303,Märchen::N,cuento,ертеп
304,Märchen::N,cuento,ертек
305,Erzählung::N,cuento,әңгіме
306,Erzählung::N,narración,әңгіме
307,Nachricht::N,mensaje,хабар
308,Neuigkeit::N,noticia,жаңалық
309,Name::N,nombre,ат
310,Name::N,nombre,атау
311,Rätsel::N,acertijo,жұмбақ
312,Rätsel::N,adivinanza,жұмбақ
313,Rede::N,discurso,сөз
314,Sprache::N,lengua,тіл
315,Stimme::N,voz,үн
316,Stimme::N,voz,әуен
317,Stimme::N,voz,дауыс
318,Wort::N,palabra,сөз
319,Zeichen::N,señal,ишара
320,Ruf::N,llamada,айғай
321,Lärm::N,ruido,айғай-шу
322,Lärm::N,ruido,айғай-ұйғай
323,Lärm::N,barullo,айғай-шу
324,Lärm::N,barullo,айғай-ұйғай
325,Laut::N,sonido,дыбыс
326,Laut::N,sonido,дауыс
327,Ton::N,tono,әуен
328,Lied::N,canción,ән
329,Lied::N,canción,жыр
330,Lied::N,canción,ән-жыр
331,Ruhe::N,calma,тыныштық
332,Ruhe::N,silencio,тыныштық
333,Leute::N,gente,кісілер
334,Volk::N,pueblo,халық
335,Arbeit::N,trabajo,еңбек
336,Gast::N,huésped,қонақ
337,Gast::N,huésped,мейман
338,Gast::N,invitado,қонақ
339,Gast::N,invitado,мейман
340,Geschenk::N,regalo,қадия
341,Spiel::N,juego,ойын
342,Gesellschaft::N,compañía,қауым
343,Gesellschaft::N,compañía,жұртшылық
344,Hilfe::N,ayuda,жэрдем
345,Hilfe::N,socorro,жэрдем
346,Freund::N,amigo,дос
347,Kamerad::N,camarada,дос-жар
348,Kamerad::N,compañero,дос-жар
349,Angelegenheit::N,asunto,жұмыс
350,Anzahl::N,cantidad,сан
351,Anzahl::N,cantidad,саны
352,Art::N,tipo,түр
353,Art::N,clase,түр
354,Stück::N,pieza,тілім
355,Teil::N,parte,үлес
356,Teil::N,parte,бөлшек
357,Hälfte::N,mitad,жарты
358,Kreis::N,círculo,шеңбер
359,Kreuz::N,cruz,крест
360,Linie::N,línea,сызық
361,Strich::N,raya,сызық
362,Strich::N,trazo,сызық
363,Abstand::N,distancia,ара
364,Abstand::N,distancia,аралық
365,Entfernung::N,distancia,аралық
366,Gegend::N,región,өңір
367,Gegend::N,comarca,өңір
368,Platz::N,espacio,орны
369,Ort::N,sitio,орын
370,Seite::N,lado,жақ
371,Seite::N,lado,бүйір
372,Seite::N,costado,жақ
373,Seite::N,costado,бүйір
374,Mitte::N,medio,ортасы
375,Mitte::N,centro,ортасы
376,Gegenstand::N,objeto,зат
377,Gegenstand::N,objeto,нәрсе
378,Sache::N,cosa,бұйым
379,Rand::N,borde,шет
380,Rand::N,borde,шеті
381,Kante::N,borde,қыр
382,Kante::N,borde,қыры
383,Ecke::N,esquina,қыры
384,Ecke::N,esquina,бұрыш
385,Spitze::N,punta,ұшы
386,Ende::N,cabo,аяқ
387,Ende::N,cabo,соңы
388,Ende::N,extremo,аяқ
389,Ende::N,extremo,соңы
390,Loch::N,agujero,тесік
391,Loch::N,abertura,тесік
392,Winkel::N,ángulo,мүйіс
393,Muster::N,dibujo,мәнер
394,Größe::N,tamaño,ауқым
395,Größe::N,tamaño,көлемдік
396,Länge::N,longitud,бой
397,Länge::N,longitud,ұзындық
398,Höhe::N,altura,жоғарылық
399,Höhe::N,altura,биіктік
400,Höhe::N,altitud,жоғарылық
401,Höhe::N,altitud,биіктік
402,Gewicht::N,peso,салмақ
403,Menge::N,cantidad,мөлшер
404,Haufen::N,montón,үйме
405,Haufen::N,montón,үйінді
406,Reihe::N,fila,сап
407,Boot::N,bote,қайық
408,Boot::N,barca,қайық
409,Ruder::N,remo,ескек
410,Schlitten::N,trineo,шана
411,Ski::N,esquí,шаңғы
412,Lagerfeuer::N,hoguera,алау
413,Last::N,carga,ауырлық
414,Last::N,carga,ауыр зат
415,Gang::N,marcha,жүріс
416,Schritt::N,paso,адым
417,Norden::N,norte,солтүстік
418,Norden::N,norte,терістік
419,Süden::N,sur,оңтүстік
420,Westen::N,oeste,батыс
421,Osten::N,este,күншығыс
422,Holz::N,madera,ағаш
423,Holz::N,madera,сүрек
424,Brett::N,tabla,тақта
425,Platte::N,placa,тақта
426,Platte::N,plancha,тақта
427,Stütze::N,sostén,тіреу
428,Stütze::N,soporte,тіреу
429,Stange::N,vara,қада
430,Stange::N,percha,қада
431,Stock::N,palo,сойыл
432,Stock::N,bastón,сойыл
433,Stab::N,vara,сырық
434,Stab::N,bastón,сырық
435,Rohr::N,tubo,құбыр
436,Haus::N,casa,үй
437,Heim::N,hogar,үйлі
438,Heim::N,hogar,шаңырақ
439,Ofen::N,estufa,ошақ
440,Ofen::N,estufa,пеш
441,Fußboden::N,suelo,еден
442,Tisch::N,mesa,үстел
443,Stuhl::N,silla,орындық
444,Wiege::N,cuna,бесік
445,Bett::N,cama,кереует
446,Regal::N,estantería,сөре
447,Kiste::N,caja,жәшік
448,Fenster::N,ventana,терезе
449,Tür::N,puerta,есік
450,Tor::N,puerta,дарбаза
451,Zaun::N,valla,дуал
452,Zaun::N,cercado,дуал
453,Dach::N,techo,шатыр
454,Dach::N,tejado,шатыр
455,Leiter::N,escalera,саты
456,Leiter::N,escalera,басқыш
457,Besen::N,escoba,сыпырғыш
458,Spaten::N,pala,күрек
459,Schaufel::N,pala,қалақ
460,Schaufel::N,paleta,қалақ
461,Gabel::N,tenedor,аша
462,Gabel::N,tenedor,шанышқы
463,Löffel::N,cuchara,қасық
464,Messer::N,cuchillo,пышақ
465,Nagel::N,clavo,мық
466,Nagel::N,clavo,шеге
467,Netz::N,red,керегекөз
468,Haken::N,gancho,ілмек
469,Haken::N,corchete,ілмек
470,Griff::N,asa,сап
471,Griff::N,asa,тұтқа
472,Griff::N,mango,сап
473,Griff::N,mango,тұтқа
474,Schloss::N,cerradura,құлып
475,Schloss::N,cerradura,бекіткіш
476,Bild::N,imagen,сурет
477,Figur::N,figura,тұлға
478,Puppe::N,muñeca,қуыршақ
479,Beutel::N,bolsa,қапшық
480,Bündel::N,haz,байлам
481,Tasche::N,bolso,дорба
482,Eimer::N,cubo,шелек
483,Deckel::N,tapa,жапқыш
484,Deckel::N,tapadera,жапқыш
485,Geschirr::N,vajilla,ыдыс
486,Sack::N,saco,қап
487,Tasse::N,taza,шыныаяқ
488,Topf::N,olla,кәстрөл
489,Topf::N,marmita,кәстрөл
490,Kessel::N,caldera,қазан
491,Essen::N,comida,ас
492,Nahrung::N,alimento,ас
493,Nahrung::N,alimento,тамақ
494,Speise::N,plato,тағам
495,Fleisch::N,carne,ет
496,Getreide::N,cereales,дәнді
497,Brei::N,puré,ботқа
498,Brei::N,papilla,ботқа
499,Brot::N,pan,күлше
500,Scheibe::N,lonja,тілім
501,Scheibe::N,rebanada,тілім
502,Fett::N,grasa,май
503,Butter::N,mantequilla,май
504,Öl::N,aceite,май
505,Salz::N,sal,тұз
506,Suppe::N,sopa,көже
507,Honig::N,miel,бал
508,Milch::N,leche,сүт
509,Tee::N,té,шай
510,Leder::N,cuero,көн
511,Wolle::N,lana,жүн
512,Stoff::N,tela,мата
513,Stoff::N,tela,кездеме
514,Stoff::N,tejido,мата
515,Stoff::N,tejido,кездеме
516,Nadel::N,aguja,ине
517,Faden::N,hilo,жіп
518,Knopf::N,botón,түйме
519,Knoten::N,nudo,түйін
520,Farbe::N,pintura,рең
521,Kleidung::N,ropa,киім
522,Kleidung::N,vestidos,киім
523,Hemd::N,camisa,жейде
524,Kragen::N,cuello,жаға
525,Ärmel::N,manga,жең
526,Hose::N,pantalón,шалбар
527,Gürtel::N,cinturón,белбеу
528,Mütze::N,gorro,қалпақ
529,Schuh::N,zapato,кебіс
530,Stiefel::N,bota,етік
531,Ring::N,anillo,жүзік
532,Band::N,cinta,таспа
533,Kamm::N,peine,тарақ
534,Spiegel::N,espejo,айна
535,Riemen::N,correa,қайыс
536,Schnur::N,cuerda,жіп
537,Leine::N,correa,тізгін
538,Decke::N,manta,көрпе
539,Kissen::N,almohada,жастық
540,Tuch::N,pañuelo,орамал
541,Handtuch::N,toalla,сүлгі
542,Kraft::N,fuerza,қуат
543,Kraft::N,fuerza,қарқын
544,Kraft::N,fuerza,әл-шама
545,Kraft::N,fuerza,әл-дәрмен
546,Stärke::N,fuerza,әл
547,Stärke::N,fuerza,күш
548,Gesundheit::N,salud,денсаулык
549,Krankheit::N,enfermedad,ауру
550,Schmerz::N,dolor,ауру
551,Wunde::N,llaga,зақым
552,Wunde::N,llaga,жарақат
553,Wunde::N,herida,зақым
554,Wunde::N,herida,жарақат
555,Fieber::N,fiebre,безгек
556,Fieber::N,fiebre,қалтырау
557,Fieber::N,fiebre,қызу көтерілуі
558,Arznei::N,medicina,дәрі
559,Arznei::N,medicina,дәрі-дәрмек
560,Arznei::N,medicamento,дәрі
561,Arznei::N,medicamento,дәрі-дәрмек
562,Brücke::N,puente,көпір
563,Brunnen::N,pozo,құдық
564,Weide::N,pasto,өріс
565,Weide::N,pasto,жайылым
566,Pfad::N,sendero,жол
567,Weg::N,camino,жол
568,Straße::N,vía,жол
569,Straße::N,carretera,жол
570,Dorf::N,aldea,ауыл
571,Dorf::N,pueblo,ауыл
572,Stadt::N,ciudad,қала
573,Stadt::N,ciudad,шаһар
574,Brief::N,carta,хат
575,Brief::N,carta,жазу
576,Buch::N,libro,кітап
577,Buchstabe::N,letra,әріп
578,Buchstabe::N,letra,қаріп
579,Buchstabe::N,carácter,әріп
580,Buchstabe::N,carácter,қаріп
581,Zeitung::N,diario,газет
582,Zeitung::N,periódico,газет
583,Leben::N,vida,өмір
584,Leben::N,vida,тіршілік
585,Tod::N,muerte,опат
586,Grab::N,tumba,мола
587,Grab::N,tumba,мазар
588,Grab::N,sepulcro,мола
589,Grab::N,sepulcro,мазар
590,Kirche::N,iglesia,шіркеу
591,Sünde::N,pecado,күнә
592,Gott::N,dios,алла
593,Gott::N,dios,құдай
594,Gott::N,dios,тәңірі
595,Gott::N,dios,пәруардігер
596,Gott::N,dios,жаратқан тәңірі
597,Arbeiter::N,obrero,жүмысшы
598,Arbeiter::N,trabajador,жүмысшы
599,Chef::N,jefe,басшы
600,Chef::N,jefe,жұмыс басқарушысы
601,Meister::N,maestro,шебер
602,Meister::N,maestro,өнерпаз
603,Arzt::N,médico,дәрігер
604,Lehrer::N,profesor,мұғалім
605,Geld::N,dinero,пұл
606,Geschäft::N,negocio,бизнес
607,Laden::N,tienda,дүкен
608,Preis::N,precio,ақы
609,Preis::N,precio,құны
610,Preis::N,precio,нарық
611,Ware::N,mercancía,тауар
612,Nutzen::N,provecho,пайда
613,Reichtum::N,riqueza,бақ-дәулет
614,Welt::N,mundo,әлем
615,Welt::N,mundo,жиһан
616,Land::N,país,аймақ
617,Staat::N,Estado,мемлекет
618,König::N,rey,патша
619,Macht::N,poder,өкімет
620,Macht::N,poder,қожалық
621,Macht::N,potencia,өкімет
622,Macht::N,potencia,қожалық
623,Grenze::N,frontera,шек
624,Krieg::N,guerra,соғыс
625,Feind::N,enemigo,жау
626,Feind::N,enemigo,дұшпан
627,Gewalt::N,violencia,зорлык
628,Gewalt::N,violencia,зорлық-зомбылык
629,Kampf::N,lucha,күрес
630,Kampf::N,lucha,алыспақ
631,Kampf::N,combate,күрес
632,Kampf::N,combate,алыспақ
633,Bogen[Waffe]::N,arco,саржа
634,Pfeil::N,flecha,жебе
635,Gewehr::N,fusil,қару
636,Gewehr::N,escopeta,қару
637,Fehler::N,error,әбес
638,Fehler::N,error,қаталық
639,Lüge::N,mentira,өтірік
640,Schaden::N,daño,зиян
641,Schaden::N,daño,зарар
642,Unglück::N,desgracia,пәле
643,Unglück::N,desgracia,қасырет
644,Unglück::N,desgracia,ауыртпалық
645,Schuld::N,culpa,айыптылық
646,Alter::N,edad,жас
647,Alter::N,edad,жас шамасы
648,Schluss::N,fin,ада
649,Schluss::N,fin,бітуі
650,Schluss::N,final,ада
651,Schluss::N,final,бітуі
652,Zeit::N,tiempo,уақыт
653,Tag::N,día,күн
654,Morgen::N,mañana,таң
655,Morgen::N,mañana,таңертең
656,Mittag::N,mediodía,талтүс
657,Abend::N,noche,кеш
658,Nacht::N,noche,түн
659,Woche::N,semana,апта
660,Monat::N,mes,ай
661,Jahr::N,año,жыл
662,Frühling::N,primavera,көктем
663,Sommer::N,verano,жаз
664,Herbst::N,otoño,күз
665,Winter::N,invierno,қыс
666,Januar::N,enero,каңтар
667,Februar::N,febrero,ақпан
668,März::N,marzo,наурыз
669,April::N,abril,сәуір
670,Mai::N,mayo,мамыр
671,Juni::N,junio,маусым
672,Juli::N,julio,шілде
673,August::N,agosto,сүмбіле
674,August::N,agosto,тамыз
675,September::N,septiembre,қыркүйек
676,Oktober::N,octubre,ақырап
677,November::N,noviembre,қараша
678,Dezember::N,diciembre,желтоқсан
679,Montag::N,lunes,дүйсенбі
680,Dienstag::N,martes,сейсенбі
681,Mittwoch::N,miércoles,сәрсенбі
682,Donnerstag::N,jueves,бейсенбі
683,Freitag::N,viernes,жұма
684,Samstag::N,sábado,сенбі
685,Sonntag::N,domingo,жексембі
686,groß::A,grande,алпамсадай
687,klein::A,pequeño,кішкене
688,klein::A,pequeño,қарғадай
689,lang::A,largo,сопақ
690,lang::A,largo,сорайған
691,kurz::A,corto,кеспелтек
692,breit::A,ancho,айдынды
693,schmal::A,estrecho,қысық
694,dicht::A,denso,жиі
695,dick[Gegenstand]::A,grueso,шомбал
696,dünn::A,fino,жұқа
697,dünn::A,fino,жіңішке
698,dünn::A,delgado,жұқа
699,dünn::A,delgado,жіңішке
700,fein::A,fino,қаңылтақ
701,fein::A,delicado,қаңылтақ
702,fest::A,firme,берік
703,fest::A,firme,мызғымас
704,fest::A,sólido,берік
705,fest::A,sólido,мызғымас
706,flach::A,plano,жалпак
707,glatt::A,liso,типыл
708,hart::A,duro,қатты
709,weich::A,muelle,жұмсақ
710,rund::A,redondo,домалақ
711,spitz::A,agudo,үшкір
712,spitz::A,apuntado,үшкір
713,scharf::A,agudo,сүйрік
714,scharf::A,afilado,сүйрік
715,stumpf::A,sin filo,доғал
716,stumpf::A,sin filo,өтпейтін
717,schwer::A,pesado,салмақты
718,schön::A,bello,сұлу
719,schön::A,hermoso,сұлу
720,heiß::A,caluroso,ыссы
721,warm::A,cálido,жылы
722,warm::A,caliente,жылы
723,kalt::A,frío,аязды
724,kühl::A,fresco,салқын
725,frisch::A,fresco,таза
726,frisch::A,fresco,жаңа
727,feucht::A,húmedo,нам
728,feucht::A,húmedo,дымқылды
729,nass::A,mojado,сулы
730,trocken::A,seco,құрғақ
731,voll::A,lleno,толы
732,leer::A,vacío,бос
733,offen::A,abierto,ашып қойылған
734,geschlossen::A,cerrado,жабулы
735,sauber::A,limpio,дақсыз
736,sauber::A,limpio,мұнтаздай
737,schmutzig::A,sucio,айғыз
738,schmutzig::A,sucio,сатпақ
739,schmutzig::A,sucio,сатал-сатал
740,roh::A,crudo,шикі
741,reif::A,maduro,піскен
742,lecker::A,rico,дәмді
743,lecker::A,sabroso,дәмді
744,süß::A,dulce,тәтті
745,bitter::A,amargo,ащы
746,sauer::A,agrio,қышқыл
747,hell::A,claro,жарық
748,hell::A,claro,жарқын
749,dunkel::A,oscuro,қараңғы
750,schwarz::A,negro,қара
751,weiß::A,blanco,ақ
752,rot::A,rojo,қызыл
753,gelb::A,amarillo,сары
754,blau::A,azul,көк
755,grün::A,verde,жасыл
756,grau::A,gris,бозамық
757,bunt::A,multicolor,алабажак
758,billig::A,barato,арзан
759,teuer::A,caro,бағалы
760,wertvoll::A,valioso,құнды
761,wertvoll::A,valioso,қымбат
762,wertvoll::A,precioso,құнды
763,wertvoll::A,precioso,қымбат
764,blind::A,ciego,көзсіз
765,blind::A,ciego,көр
766,blind::A,ciego,көр_соқыр
767,taub::A,sordo,керең
768,taub::A,sordo,саңырау
769,kräftig::A,fuerte,қуатты
770,kräftig::A,fuerte,қарымды
771,stark::A,fuerte,білекті
772,stark::A,vigoroso,білекті
773,schwach::A,débil,әлсіз
774,schwach::A,débil,күшсіз
775,schwach::A,débil,қайратсыз
776,fett::A,obeso,семіз
777,schlank::A,esbelto,ашаң
778,hübsch::A,mono,ажарлы
779,hübsch::A,mono,шырайлы
780,hübsch::A,guapo,ажарлы
781,hübsch::A,guapo,шырайлы
782,böse::A,malo,өш
783,böse::A,malo,сұм
784,böse::A,malo,жауыз
785,dumm::A,tonto,көкми
786,dumm::A,tonto,ақымақ
787,dumm::A,tonto,миы жоқ
788,dumm::A,estúpido,көкми
789,dumm::A,estúpido,ақымақ
790,dumm::A,estúpido,миы жоқ
791,faul::A,vago,жалқау
792,faul::A,vago,еріншек
793,faul::A,perezoso,жалқау
794,faul::A,perezoso,еріншек
795,fleißig::A,aplicado,ұқыпты
796,fleißig::A,diligente,ұқыпты
797,geizig::A,avaro,сараң
798,klug::A,sensato,жетік
799,klug::A,sensato,ақылды
800,klug::A,inteligente,жетік
801,klug::A,inteligente,ақылды
802,geschickt::A,hábil,шебер
803,lieb::A,querido,абзал
804,lieb::A,querido,айналайын
805,lustig::A,alegre,көңілді
806,sanft::A,suave,жуас
807,hungrig::A,hambriento,аш
808,krank::A,enfermo,кеселді
809,nackt::A,desnudo,жалаңаш
810,traurig::A,triste,қапа
811,lebendig::A,vivo,тірі
812,lebendig::A,vivo,жанды
