,Concept_ID,ka,se
123,Kopf::N,თავი,uái'vi
124,Kopf::N,თავი,vuei´vv
125,Kopf::N,თავი,вуэййв
126,Rücken::N,ზურგი,rudtje
127,Rücken::N,ზურგი,hárddo
128,Rücken::N,ზურგი,tjavelk
129,Rücken::N,ზურგი,sealgi
130,Rücken::N,ზურგი,selgi
131,Rücken::N,ზურგი,čielgi
132,Rücken::N,ზურგი,seä´lǧǧ
133,Rücken::N,ზურგი,се̄лльк
134,Bauch::N,მუცელი,tjåejjie
135,Bauch::N,მუცელი,tjoajvve
136,Bauch::N,მუცელი,čoavji
137,Bauch::N,მუცელი,čuáv'ji
138,Bauch::N,მუცელი,čåu´jj
139,Bauch::N,მუცელი,чо̄ввьй
140,Nabel::N,ჭიპი,naepie
141,Nabel::N,ჭიპი,náhpe
142,Nabel::N,ჭიპი,náhpi
143,Nabel::N,ჭიპი,nääpi
144,Nabel::N,ჭიპი,nää´pp
145,Nabel::N,ჭიპი,на̄бпь
146,Busen::N,ძუძუ,boenge
147,Busen::N,ძუძუ,bållå
148,Busen::N,ძუძუ,čižži
149,Busen::N,ძუძუ,njamma
150,Busen::N,ძუძუ,njižže
151,Busen::N,ძუძუ,nje´ǯǯ
152,Busen::N,ძუძუ,раннҍт
153,Brust::N,მკერდი,mïelke
154,Brust::N,მკერდი,radde
155,Brust::N,მკერდი,mielgga
156,Brust::N,მკერდი,raddi
157,Brust::N,მკერდი,radde
158,Brust::N,მკერდი,râ´dd
159,Brust::N,მკერდი,раннҍт
160,Schulter::N,მხარი,åelkie
161,Schulter::N,მხარი,oalgge
162,Schulter::N,მხარი,hárdu
163,Schulter::N,მხარი,ärdee
164,Schulter::N,მხარი,uál'gi
165,Schulter::N,მხარი,a´rddi
166,Schulter::N,მხარი,vuä´lǧǧ
167,Schulter::N,მხარი,вуэллык
168,Schulter::N,მკლავი,åelkie
169,Schulter::N,მკლავი,oalgge
170,Schulter::N,მკლავი,hárdu
171,Schulter::N,მკლავი,ärdee
172,Schulter::N,მკლავი,uál'gi
173,Schulter::N,მკლავი,a´rddi
174,Schulter::N,მკლავი,vuä´lǧǧ
175,Schulter::N,მკლავი,вуэллык
176,Arm::N,ხელი,gïete
177,Arm::N,ხელი,giehta
178,Arm::N,ხელი,giehta
179,Arm::N,ხელი,kietâ
180,Arm::N,ხელი,kie'tâkaaṿâ
181,Arm::N,ხელი,ǩiõtt
182,Arm::N,ხელი,кӣдт
183,Ellenbogen::N,იდაყვი,gernjere
184,Ellenbogen::N,იდაყვი,garŋŋel
185,Ellenbogen::N,იდაყვი,gargŋil
186,Ellenbogen::N,იდაყვი,käŋŋir
187,Ellenbogen::N,იდაყვი,kõõnjâr
188,Ellenbogen::N,იდაყვი,карьнэль
189,Hand::N,ხელი,gïete
190,Hand::N,ხელი,giehta
191,Hand::N,ხელი,giehta
192,Hand::N,ხელი,kietâ
193,Hand::N,ხელი,ǩiõtt
194,Hand::N,ხელი,кӣдт
195,Handfläche::N,ნები,gïeten-låapoe
196,Handfläche::N,ნები,giehtavuodo
197,Handfläche::N,ნები,tjårmmåvuodo
198,Handfläche::N,ნები,giehtaloahpu
199,Handfläche::N,ნები,kiämád
200,Handfläche::N,ნები,kuámmir
201,Handfläche::N,ნები,kuä´m'mer
202,Handfläche::N,ნები,ǩiõttǩeä´m'men
203,Handfläche::N,ნები,ко̄а̄ллдэгк
204,Handfläche::N,ნები,кӣдткоалдэгк
205,Handfläche::N,ხელისგული,gïeten-låapoe
206,Handfläche::N,ხელისგული,giehtavuodo
207,Handfläche::N,ხელისგული,tjårmmåvuodo
208,Handfläche::N,ხელისგული,giehtaloahpu
209,Handfläche::N,ხელისგული,kiämád
210,Handfläche::N,ხელისგული,kuámmir
211,Handfläche::N,ხელისგული,kuä´m'mer
212,Handfläche::N,ხელისგული,ǩiõttǩeä´m'men
213,Handfläche::N,ხელისგული,ко̄а̄ллдэгк
214,Handfläche::N,ხელისგული,кӣдткоалдэгк
215,Finger::N,თითი,soerme
216,Finger::N,თითი,tjuvdde
217,Finger::N,თითი,suorbma
218,Finger::N,თითი,čuvde
219,Finger::N,თითი,suor'mâ
220,Finger::N,თითი,suõrmm
221,Finger::N,თითი,це̄ххп
222,Fingernagel::N,ფრჩხილი,gadtse
223,Fingernagel::N,ფრჩხილი,guehpere
224,Fingernagel::N,ფრჩხილი,gadtsa
225,Fingernagel::N,ფრჩხილი,gazza
226,Fingernagel::N,ფრჩხილი,kozzâ
227,Fingernagel::N,ფრჩხილი,kõʒʒ
228,Fingernagel::N,ფრჩხილი,кэ̄ннц
229,Nagel[Anatomie]::N,ფრჩხილი,gadtse
230,Nagel[Anatomie]::N,ფრჩხილი,guehpere
231,Nagel[Anatomie]::N,ფრჩხილი,gadtsa
232,Nagel[Anatomie]::N,ფრჩხილი,gazza
233,Nagel[Anatomie]::N,ფრჩხილი,kozzâ
234,Nagel[Anatomie]::N,ფრჩხილი,kõʒʒ
235,Nagel[Anatomie]::N,ფრჩხილი,кэ̄ннц
236,Zeh::N,ფეხის თითი,tjiehtjere
237,Zeh::N,ფეხის თითი,juolggetjuvdde
238,Zeh::N,ფეხის თითი,juolgesuorbma
239,Zeh::N,ფეხის თითი,jyel'gisuor'mâ
240,Zeh::N,ფეხის თითი,jue´lǧǧsuõrmm
241,Zeh::N,ფეხის თითი,ю̄лльк-це̄һп
242,Fuß::N,ტერფი,juelkie
243,Fuß::N,ტერფი,juolgge
244,Fuß::N,ტერფი,juolgi
245,Fuß::N,ტერფი,jyel'gi
246,Fuß::N,ტერფი,jue´lǧǧ
247,Fuß::N,ტერფი,ла̄бпь
248,Fuß::N,ფეხისგული,juelkie
249,Fuß::N,ფეხისგული,juolgge
250,Fuß::N,ფეხისგული,juolgi
251,Fuß::N,ფეხისგული,jyel'gi
252,Fuß::N,ფეხისგული,jue´lǧǧ
253,Fuß::N,ფეხისგული,ла̄бпь
254,Ferse::N,ქუსლი,båetskie
255,Ferse::N,ქუსლი,boasske
256,Ferse::N,ქუსლი,šušmi
257,Ferse::N,ქუსლი,šušme
258,Ferse::N,ქუსლი,jue´lǧǧkädd
259,Ferse::N,ქუსლი,ка̄ннт
260,Knie::N,მუხლი,boelve
261,Knie::N,მუხლი,buolvva
262,Knie::N,მუხლი,čibbi
263,Knie::N,მუხლი,veaŋki
264,Knie::N,მუხლი,iidâ
265,Knie::N,მუხლი,puõlvv
266,Knie::N,მუხლი,пуллв
267,Oberschenkel::N,ბარძაყი,ruaksja
268,Oberschenkel::N,ბარძაყი,tjibbe
269,Oberschenkel::N,ბარძაყი,gassaváhkká
270,Oberschenkel::N,ბარძაყი,badjeváhkáa
271,Oberschenkel::N,ბარძაყი,čuár'bpeeḷi
272,Oberschenkel::N,ბარძაყი,če´bb
273,Oberschenkel::N,ბარძაყი,чуаррбе̄лль
274,Bein::N,ფეხი,juelkie
275,Bein::N,ფეხი,juolgge
276,Bein::N,ფეხი,juolgi
277,Bein::N,ფეხი,jyel'gi
278,Bein::N,ფეხი,jue´lǧǧ
279,Bein::N,ფეხი,ю̄лльк
280,Körper::N,ტანი,kråahpe
281,Körper::N,ტანი,rumáj
282,Körper::N,ტანი,rumaš
283,Körper::N,ტანი,ruumâš
284,Körper::N,ტანი,rå´pp
285,Körper::N,ტანი,лышшьк
286,Körper::N,ტანი,роаӈӈьк
287,Körper::N,სხეული,kråahpe
288,Körper::N,სხეული,rumáj
289,Körper::N,სხეული,rumaš
290,Körper::N,სხეული,ruumâš
291,Körper::N,სხეული,rå´pp
292,Körper::N,სხეული,лышшьк
293,Körper::N,სხეული,роаӈӈьк
294,Haut::N,კანი,njaltja
295,Haut::N,კანი,lijkke
296,Haut::N,კანი,tjuobma
297,Haut::N,კანი,liiki
298,Haut::N,კანი,liške
299,Haut::N,კანი,le´šǩǩ
300,Haut::N,კანი,лышшьк
301,Blut::N,სისხლი,vïrre
302,Blut::N,სისხლი,maelie
303,Blut::N,სისხლი,varra
304,Blut::N,სისხლი,varra
305,Blut::N,სისხლი,vorrâ
306,Blut::N,სისხლი,võrr
307,Blut::N,სისხლი,вэ̄рр
308,Ader::N,ძარღვი,åerie
309,Ader::N,ძარღვი,aajroe
310,Ader::N,ძარღვი,suodna
311,Ader::N,ძარღვი,varrasuotna
312,Ader::N,ძარღვი,suoṇâ
313,Ader::N,ძარღვი,suõnn
314,Ader::N,ძარღვი,сӯнн
315,Sehne::N,მყესი,soene
316,Sehne::N,მყესი,gåårtenje
317,Sehne::N,მყესი,suodna
318,Sehne::N,მყესი,suotna
319,Sehne::N,მყესი,suoṇâ
320,Sehne::N,მყესი,suõnn
321,Sehne::N,მყესი,сӯнн
322,Knochen::N,ძვალი,måara
323,Knochen::N,ძვალი,måaroe
324,Knochen::N,ძვალი,dákte
325,Knochen::N,ძვალი,dákti
326,Knochen::N,ძვალი,tähti
327,Knochen::N,ძვალი,tä´htt
328,Knochen::N,ძვალი,та̄ххт
329,Knochen::N,ძვალი,та̄ффьт
330,Gehirn::N,ტვინი,aajla
331,Gehirn::N,ტვინი,vuojŋam
332,Gehirn::N,ტვინი,vuoigŋašat
333,Gehirn::N,ტვინი,vuoi'ŋâšeh
334,Gehirn::N,ტვინი,vuo'ivâšneh
335,Gehirn::N,ტვინი,vuõivâšn
336,Gehirn::N,ტვინი,вуэййвэшна
337,Herz::N,გული,vaajmoe
338,Herz::N,გული,tsåhke
339,Herz::N,გული,váibmu
340,Herz::N,გული,váimu
341,Herz::N,გული,čââ´đ
342,Herz::N,გული,кӯттҌк
343,Magen::N,კუჭი,tjåejjie
344,Magen::N,კუჭი,tjoajvve
345,Magen::N,კუჭი,čoavji
346,Magen::N,კუჭი,čuáv'ji
347,Magen::N,კუჭი,čåu´jj
348,Magen::N,კუჭი,чо̄ввьй
349,Leber::N,ღვიძლი,mueksie
350,Leber::N,ღვიძლი,librre
351,Leber::N,ღვიძლი,vuoivvas
352,Leber::N,ღვიძლი,vuoivâs
353,Leber::N,ღვიძლი,vuõivâs
354,Leber::N,ღვიძლი,вуйвас
355,Atem::N,სუნთქვა,voejngehtasse
356,Atem::N,სუნთქვა,båssånis
357,Atem::N,სუნთქვა,vuojŋadahka
358,Atem::N,სუნთქვა,vuoiŋŋahat
359,Atem::N,სუნთქვა,vuo'iŋâstim
360,Atem::N,სუნთქვა,jiõg'g
361,Atem::N,სუნთქვა,вӯйнас
362,Atem::N,სუნთქვა,вӯййнмушш
363,Hunger::N,შიმშილი,nielkie
364,Hunger::N,შიმშილი,nielgge
365,Hunger::N,შიმშილი,nealgi
366,Hunger::N,შიმშილი,nelgi
367,Hunger::N,შიმშილი,neä´lǧǧ
368,Hunger::N,შიმშილი,не̄лльк
369,Träne::N,ცრემლი,gïknjele
370,Träne::N,ცრემლი,ganjál
371,Träne::N,ცრემლი,ganjal
372,Träne::N,ცრემლი,koonjâl
373,Träne::N,ცრემლი,kõõnjâl
374,Träne::N,ცრემლი,кэ̄нял
375,Geschmack::N,გემო,aelmie
376,Geschmack::N,გემო,muosse
377,Geschmack::N,გემო,smáhkka
378,Geschmack::N,გემო,máhku
379,Geschmack::N,გემო,smáhkka
380,Geschmack::N,გემო,mááhu
381,Geschmack::N,გემო,smakkâ
382,Geschmack::N,გემო,njõõd
383,Geschmack::N,გემო,smääkk
384,Geschmack::N,გემო,ня̄лльк
385,Geruch::N,სუნი,haaje
386,Geruch::N,სუნი,habjja
387,Geruch::N,სუნი,hádja
388,Geruch::N,სუნი,opsâ
389,Geruch::N,სუნი,haajâ
390,Geruch::N,სუნი,õpss
391,Geruch::N,სუნი,haajj
392,Geruch::N,სუნი,апс
393,Geruch::N,სუნი,лэ̄гк
394,Schlaf::N,ძილი,nahkerh
395,Schlaf::N,ძილი,nager
396,Schlaf::N,ძილი,oados
397,Schlaf::N,ძილი,nagir
398,Schlaf::N,ძილი,naṿer
399,Schlaf::N,ძილი,nââ´er
400,Schlaf::N,ძილი,нагерь
401,Traum::N,სიზმარი,nahkere
402,Traum::N,სიზმარი,niehko
403,Traum::N,სიზმარი,niehku
404,Traum::N,სიზმარი,naṿer
405,Traum::N,სიზმარი,nââ´er
406,Traum::N,სიზმარი,нагерь
407,Himmel::N,ცა,elmie
408,Himmel::N,ცა,almme
409,Himmel::N,ცა,albmi
410,Himmel::N,ცა,alme
411,Himmel::N,ცა,â´lmm
412,Himmel::N,ცა,алльм
413,Sonne::N,მზე,biejjie
414,Sonne::N,მზე,bæjvásj
415,Sonne::N,მზე,beaivváš
416,Sonne::N,მზე,peivi
417,Sonne::N,მზე,piäiváš
418,Sonne::N,მზე,pei´vv
419,Sonne::N,მზე,пе̄ййв
420,Mond::N,მთვარე,aske
421,Mond::N,მთვარე,mánno
422,Mond::N,მთვარე,mánnu
423,Mond::N,მთვარე,máánu
424,Mond::N,მთვარე,mään
425,Mond::N,მთვარე,ма̄нн
426,Stern::N,ვარსკვლავი,daasta
427,Stern::N,ვარსკვლავი,naestie
428,Stern::N,ვარსკვლავი,násste
429,Stern::N,ვარსკვლავი,násti
430,Stern::N,ვარსკვლავი,täsni
431,Stern::N,ვარსკვლავი,tä´snn
432,Stern::N,ვარსკვლავი,та̄ссьт
433,Luft::N,ჰაერი,elmie
434,Luft::N,ჰაერი,ájmmo
435,Luft::N,ჰაერი,áibmu
436,Luft::N,ჰაერი,áimu
437,Luft::N,ჰაერი,šõŋŋ
438,Luft::N,ჰაერი,вӯйнас
439,Wind::N,ქარი,bïegke
440,Wind::N,ქარი,biegga
441,Wind::N,ქარი,biegga
442,Wind::N,ქარი,pieg'gâ
443,Wind::N,ქარი,piõg'g
444,Wind::N,ქარი,пӣӈӈк
445,Welle::N,ტალღა,baaroe
446,Welle::N,ტალღა,bárro
447,Welle::N,ტალღა,bárru
448,Welle::N,ტალღა,pááṛu
449,Welle::N,ტალღა,päärr
450,Welle::N,ტალღა,нэ̄ммп
451,Wasser::N,წყალი,tjaetsie
452,Wasser::N,წყალი,tjáhtje
453,Wasser::N,წყალი,čáhci
454,Wasser::N,წყალი,čääci
455,Wasser::N,წყალი,čää´cc
456,Wasser::N,წყალი,ча̄дзь
457,Stein::N,ქვა,gierkie
458,Stein::N,ქვა,giergge
459,Stein::N,ქვა,geađgi
460,Stein::N,ქვა,keđgi
461,Stein::N,ქვა,ǩeä´dǧǧ
462,Stein::N,ქვა,ке̄ддҌк
463,Boden::N,მიწა,betnie
464,Boden::N,მიწა,ednam
465,Boden::N,მიწა,bodni
466,Boden::N,მიწა,vuođđu
467,Boden::N,მიწა,ponne
468,Boden::N,მიწა,vuáđ̣u
469,Boden::N,მიწა,vuâđđ
470,Boden::N,მიწა,лаввьн
471,Boden::N,მიწა,е̄ммьне
472,Erde::N,ნიადაგი,jåarta
473,Erde::N,ნიადაგი,mueltie
474,Erde::N,ნიადაგი,ednam
475,Erde::N,ნიადაგი,mållde
476,Erde::N,ნიადაგი,eana
477,Erde::N,ნიადაგი,eennâm
478,Erde::N,ნიადაგი,mädd
479,Erde::N,ნიადაგი,jânnam
480,Erde::N,ნიადაგი,е̄ммьне
481,Staub::N,მტვერი,heblie
482,Staub::N,მტვერი,tsumhtsie
483,Staub::N,მტვერი,dubme
484,Staub::N,მტვერი,dopmu
485,Staub::N,მტვერი,kovjâ
486,Staub::N,მტვერი,põõ´l
487,Staub::N,მტვერი,кэ̄ббьй
488,Rauch::N,ბოლი,soeve
489,Rauch::N,ბოლი,suovva
490,Rauch::N,ბოლი,suovva
491,Rauch::N,ბოლი,suoṿâ
492,Rauch::N,ბოლი,suõvv
493,Rauch::N,ბოლი,сӯвв
494,Rauch::N,კვამლი,soeve
495,Rauch::N,კვამლი,suovva
496,Rauch::N,კვამლი,suovva
497,Rauch::N,კვამლი,suoṿâ
498,Rauch::N,კვამლი,suõvv
499,Rauch::N,კვამლი,сӯвв
500,Funke::N,ნაკვესი,naestie
501,Funke::N,ნაკვესი,tjuonam
502,Funke::N,ნაკვესი,čuotnan
503,Funke::N,ნაკვესი,čuođâlm
504,Funke::N,ნაკვესი,iiskâr
505,Funke::N,ნაკვესი,čuõzzâm
506,Funke::N,ნაკვესი,чӯссэм
507,Feuer::N,ცეცხლი,dålle
508,Feuer::N,ცეცხლი,dållå
509,Feuer::N,ცეცხლი,dolla
510,Feuer::N,ცეცხლი,tullâ
511,Feuer::N,ცეცხლი,toll
512,Feuer::N,ცეცხლი,то̄лл
513,Licht::N,შუქი,tjoevke
514,Licht::N,შუქი,tjuovgga
515,Licht::N,შუქი,čuovga
516,Licht::N,შუქი,čuovggas
517,Licht::N,შუქი,čuoṿâ
518,Licht::N,შუქი,toll
519,Licht::N,შუქი,čuõvv
520,Licht::N,შუქი,то̄лл
521,Licht::N,სინათლე,tjoevke
522,Licht::N,სინათლე,tjuovgga
523,Licht::N,სინათლე,čuovga
524,Licht::N,სინათლე,čuovggas
525,Licht::N,სინათლე,čuoṿâ
526,Licht::N,სინათლე,toll
527,Licht::N,სინათლე,čuõvv
528,Licht::N,სინათლე,то̄лл
529,Schatten::N,ლანდი,skugkie
530,Schatten::N,ლანდი,soejvene
531,Schatten::N,ლანდი,irkes
532,Schatten::N,ლანდი,sieges
533,Schatten::N,ლანდი,itku
534,Schatten::N,ლანდი,suoivâ
535,Schatten::N,ლანდი,õõtt
536,Schatten::N,ლანდი,ǩeeu´niǩ
537,Schatten::N,ლანდი,кывьнэхь
538,Schatten::N,ჩრდილი,skugkie
539,Schatten::N,ჩრდილი,soejvene
540,Schatten::N,ჩრდილი,irkes
541,Schatten::N,ჩრდილი,sieges
542,Schatten::N,ჩრდილი,itku
543,Schatten::N,ჩრდილი,suoivâ
544,Schatten::N,ჩრდილი,õõtt
545,Schatten::N,ჩრდილი,ǩeeu´niǩ
546,Schatten::N,ჩრდილი,кывьнэхь
547,Wetter::N,ამინდი,vïerhtse
548,Wetter::N,ამინდი,dálkke
549,Wetter::N,ამინდი,dálki
550,Wetter::N,ამინდი,šoŋŋâ
551,Wetter::N,ამინდი,šõŋŋ
552,Wetter::N,ამინდი,шэ̄ӈӈ
553,Nebel::N,ნისლი,såavla
554,Nebel::N,ნისლი,mearhka
555,Nebel::N,ნისლი,murkko
556,Nebel::N,ნისლი,mierkká
557,Nebel::N,ნისლი,mierká
558,Nebel::N,ნისლი,miär'kká
559,Nebel::N,ნისლი,oṃo
560,Nebel::N,ნისლი,sue´lnn
561,Nebel::N,ნისლი,цӣгк
562,Nebel::N,ნისლი,сулльн
563,Wolke::N,ღრუბელი,balve
564,Wolke::N,ღრუბელი,balvva
565,Wolke::N,ღრუბელი,balva
566,Wolke::N,ღრუბელი,polvâ
567,Wolke::N,ღრუბელი,põlvv
568,Wolke::N,ღრუბელი,пэллв
569,Regen::N,წვიმა,ebrie
570,Regen::N,წვიმა,harvve
571,Regen::N,წვიმა,arvi
572,Regen::N,წვიმა,arve
573,Regen::N,წვიმა,â´brr
574,Regen::N,წვიმა,аббьр
575,Schnee::N,თოვლი,lopme
576,Schnee::N,თოვლი,moehtege
577,Schnee::N,თოვლი,muohta
578,Schnee::N,თოვლი,muohta
579,Schnee::N,თოვლი,muotâ
580,Schnee::N,თოვლი,muõtt
581,Schnee::N,თოვლი,вэ̄дз
582,Schnee::N,თოვლი,куэллт
583,Eis::N,თოში,jïenge
584,Eis::N,თოში,jiegŋa
585,Eis::N,თოში,jiekŋa
586,Eis::N,თოში,jieŋ̣â
587,Eis::N,თოში,jiõŋŋ
588,Eis::N,თოში,ӣӈӈ
589,Eis::N,ყინული,jïenge
590,Eis::N,ყინული,jiegŋa
591,Eis::N,ყინული,jiekŋa
592,Eis::N,ყინული,jieŋ̣â
593,Eis::N,ყინული,jiõŋŋ
594,Eis::N,ყინული,ӣӈӈ
595,Frost::N,ყინვა,baajkoe
596,Frost::N,ყინვა,tjoasskem
597,Frost::N,ყინვა,buolaš
598,Frost::N,ყინვა,puolâš
599,Frost::N,ყინვა,puõlâš
600,Frost::N,ყინვა,мӯнь
601,Kälte::N,სიცივე,jueskie
602,Kälte::N,სიცივე,tjåetskeme
603,Kälte::N,სიცივე,tjoasskem
604,Kälte::N,სიცივე,čoaskin
605,Kälte::N,სიცივე,ko'lmâsvuotâ
606,Kälte::N,სიცივე,ijss
607,Kälte::N,სიცივე,čuä´cǩǩem
608,Kälte::N,სიცივე,tuârggnjõs
609,Kälte::N,სიცივე,кэ̄лмас
610,Hitze::N,სიცხე,baahke
611,Hitze::N,სიცხე,báhkka
612,Hitze::N,სიცხე,báhkka
613,Hitze::N,სიცხე,pakkâ
614,Hitze::N,სიცხე,kuṃe
615,Hitze::N,სიცხე,paašt
616,Hitze::N,სიცხე,жоарр
617,Raureif::N,ჭირხლი,jyjse
618,Raureif::N,ჭირხლი,ridne
619,Raureif::N,ჭირხლი,goarre
620,Raureif::N,ჭირხლი,ritni
621,Raureif::N,ჭირხლი,suhči
622,Raureif::N,ჭირხლი,riṇe
623,Raureif::N,ჭირხლი,ай
624,Raureif::N,თრთვილი,jyjse
625,Raureif::N,თრთვილი,ridne
626,Raureif::N,თრთვილი,goarre
627,Raureif::N,თრთვილი,ritni
628,Raureif::N,თრთვილი,suhči
629,Raureif::N,თრთვილი,riṇe
630,Raureif::N,თრთვილი,ай
631,Regenbogen::N,ცისარტყელა,aatjan goengere
632,Regenbogen::N,ცისარტყელა,aatjan joekse
633,Regenbogen::N,ცისარტყელა,ádjájuoksa
634,Regenbogen::N,ცისარტყელა,arvedávgi
635,Regenbogen::N,ცისარტყელა,bajándávgi
636,Regenbogen::N,ცისარტყელა,äijihtävgi
637,Regenbogen::N,ცისარტყელა,teârmmazjohss
638,Regenbogen::N,ცისარტყელა,тӣрмесью̄ккс
639,Donner::N,ქუხილი,raejrie
640,Donner::N,ქუხილი,átjek
641,Donner::N,ქუხილი,átjárájdde
642,Donner::N,ქუხილი,áddjá
643,Donner::N,ქუხილი,baján
644,Donner::N,ქუხილი,juuṛâ
645,Donner::N,ქუხილი,tie´rmes
646,Donner::N,ქუხილი,тӣрмесь
647,Donner::N,ქუხილი,ча̄ркнэгк
648,Strömung::N,დინება,njuvvie
649,Strömung::N,დინება,ájggedáhpe
650,Strömung::N,დინება,rávdnji
651,Strömung::N,დინება,virde
652,Strömung::N,დინება,ve´rdd
653,Strömung::N,დინება,выррьт
654,Tropfen::N,წვეთი,gåajhkohts
655,Tropfen::N,წვეთი,gåjkudis
656,Tropfen::N,წვეთი,goaikkanas
657,Tropfen::N,წვეთი,čalme
658,Tropfen::N,წვეთი,čâ´lmm
659,Tropfen::N,წვეთი,ча̄лльм
660,Schaum::N,ქაფი,sapte
661,Schaum::N,ქაფი,såpptå
662,Schaum::N,ქაფი,sokta
663,Schaum::N,ქაფი,suptâ
664,Schaum::N,ქაფი,soptt
665,Schaum::N,ქაფი,со̄ппт
