,Concept_ID,az,nl
821,ein wenig::ADV,bir az,wat
822,kaum::ADV,güclə,amper
823,kaum::ADV,güclə,nauwelijks
824,sehr::ADV,çox,erg
825,sehr::ADV,çox,zeer
826,so::ADV,belə,zo
827,noch::ADV,hələ,nog
828,nur::ADV,yalnız,maar
829,nur::ADV,yalnız,alleen
830,schon::ADV,artıq,al
831,schon::ADV,artıq,reeds
832,wieder::ADV,yenə,weer
833,wieder::ADV,yenə,terug
834,vergebens::ADV,boş yerə,vergeefs
835,vergebens::ADV,boş yerə,tevergeefs
836,vor::PRP,önündə,voor
837,hinter::PRP,arxasında,achter
838,unter::PRP,altında,onder
839,unter::PRP,altında,beneden
840,durch::PRP,içindən,door
841,neben::PRP,yanında,naast
842,zwischen::PRP,arasında,tussen
843,wegen::PRP,üçün,wegens
844,wegen::PRP,üçün,vanwege
845,wegen::PRP,ötəri,wegens
846,wegen::PRP,ötəri,vanwege
847,dies::PRN,bu,dit
848,das::PRN,o,dat
849,alles::PRN,hər şey,alles
850,ich::PRN,mən,ik
851,du::PRN,sən,je
852,du::PRN,sən,jij
853,er::PRN,o,hij
854,wir::PRN,biz,we
855,wir::PRN,biz,wij
856,ihr::PRN,siz,jullie
857,sie::PRN,onlar,ze
858,sie::PRN,onlar,zij
859,was::FPRN,nə,wat
860,wer::FPRN,kim,wie
861,wo::FADV,harada,waar
862,wohin::FADV,haraya,waarheen
863,wie::FADV,necə,hoe
864,warum::FADV,niyə,waarom
865,warum::FADV,nə üçün,waarom
866,wieviel::FNUM,neçə,hoeveel
867,wieviel::FNUM,nə qədər,hoeveel
868,eins::NUM,bir,één
869,zwei::NUM,iki,twee
870,drei::NUM,üç,drie
871,vier::NUM,dörd,vier
872,fünf::NUM,beş,vijf
873,sechs::NUM,altı,zes
874,sieben::NUM,yeddi,zeven
875,acht::NUM,səkkiz,acht
876,neun::NUM,doqquz,negen
877,zehn::NUM,on,tien
878,elf::NUM,on bir,elf
879,zwölf::NUM,on iki,twaalf
880,zwanzig::NUM,iyirmi,twintig
881,dreißig::NUM,otuz,dertig
882,vierzig::NUM,qırx,veertig
883,fünfzig::NUM,əlli,vijftig
884,sechzig::NUM,altmış,zestig
885,siebzig::NUM,yetmiş,zeventig
886,achtzig::NUM,səksən,tachtig
887,neunzig::NUM,doxsan,negentig
888,hundert::NUM,yüz,honderd
889,tausend::NUM,min,duizend
890,und::CNJ,və,en
891,oder::CNJ,ya,of
892,stehen::V,durmaq,staan
893,sitzen::V,oturmaq,zitten
894,liegen::V,uzanmaq,liggen
895,hängen::V,asılmaq,hangen
896,werden::V,olmaq,worden
897,passieren::V,olmaq,gebeuren
898,passieren::V,baş vermək,gebeuren
899,beginnen::V,başlamaq,beginnen
900,enden::V,bitmək,eindigen
901,wechseln::V,dəyişmək,wijzigen
902,wechseln::V,dəyişmək,veranderen
903,aufgehen[Sonne]::V,doğmaq,opgaan
904,untergehen[Sonne]::V,batmaq,ondergaan
905,scheinen[Sonne]::V,parlamaq,schijnen
906,donnern::V,guruldamaq,donderen
907,wehen::V,əsmək,waaien
908,strömen::V,axmaq,stromen
909,fließen::V,axmaq,vloeien
910,sich drehen::V,dönmək,draaien
911,sich drehen::V,dönmək,zich draaien
912,schwanken::V,yellənmək,wankelen
913,schwingen::V,yellənmək,zwieren
914,fallen::V,düşmek,vallen
915,brennen::V,yanmaq,branden
916,rauchen::V,tüstüləmək,roken
917,regnen::V,yağmaq,regenen
918,gefrieren::V,donmaq,bevriezen
919,tauen::V,ərimək,dooien
920,schmelzen::V,ərimək,smelten
921,trocknen::V,qurumaq,drogen
922,sieden::V,qaynamaq,koken
923,sieden::V,qaynamaq,zieden
924,faulen::V,çürümək,rotten
925,verfaulen::V,çürümək,verrotten
926,reißen::V,yırtılmaq,scheuren
927,versinken::V,batmaq,verzinken
928,vergehen::V,ötmək,vergaan
929,erscheinen::V,görünmək,opdagen
930,erscheinen::V,görünmək,verschijnen
931,verschwinden::V,yox olmaq,verdwijnen
932,sinken::V,enmək,zinken
933,abnehmen::V,azalmaq,afnemen
934,abnehmen::V,azalmaq,verminderen
935,zunehmen::V,artmaq,toenemen
936,steigen::V,yüksəlmək,stijgen
937,steigen::V,yüksəlmək,omhooggaan
938,wachsen::V,böyümək,groeien
939,glänzen::V,parlamaq,glanzen
940,glänzen::V,parlamaq,schitteren
941,funkeln::V,parıldamaq,fonkelen
942,lärmen::V,səs-küy etmək,lawaai maken
943,läuten::V,çalmaq,luiden
944,klingeln::V,zəng etmək,bellen
945,klirren::V,cingildəmək,rinkelen
946,brausen::V,gurlamaq,bruisen
947,rauschen::V,xışıldamaq,ruisen
948,klingen::V,səslənmək,klinken
949,bellen::V,hürmək,blaffen
950,heulen::V,ulamaq,huilen
951,blasen::V,üfləmək,blazen
952,pfeifen::V,fit vermek,fluiten
953,schreien::V,bağırmaq,gillen
954,schreien::V,bağırmaq,schreeuwen
955,schreien::V,qışqırmaq,gillen
956,schreien::V,qışqırmaq,schreeuwen
957,stöhnen::V,inləmək,steunen
958,zittern::V,titrəmək,beven
959,zittern::V,titrəmək,sidderen
960,leben::V,yaşamaq,leven
961,geboren werden::V,doğmaq,geboren worden
962,atmen::V,nəfəs almaq,ademen
963,trinken::V,içmek,drinken
964,essen::V,yemək,eten
965,schlucken::V,udmaq,slikken
966,müde werden::V,yorulmaq,moe worden
967,einschlafen::V,yuxuya getmək,inslapen
968,schlafen::V,uyumaq,slapen
969,aufwachen::V,oyanmaq,ontwaken
970,aufwachen::V,oyanmaq,wakker worden
971,aufstehen::V,yuxudan durmaq,opstaan
972,sich erholen::V,dincəlmək,zich ontspannen
973,krank werden::V,xəstə olmaq,ziek worden
974,krank sein::V,azarlanmaq,ziek zijn
975,krank sein::V,xəstələnmək,ziek zijn
976,schmerzen::V,ağrimaq,pijn doen
977,husten::V,öksürmək,hoesten
978,genesen::V,sağalmaq,genezen
979,sterben::V,ölmək,sterven
980,sterben::V,ölmək,overlijden
981,sterben::V,vəfat etmək,sterven
982,sterben::V,vəfat etmək,overlijden
983,umkommen::V,həlak olmaq,omkomen
984,sich bewegen::V,hərəkət etmək,zich bewegen
985,sich rühren::V,tərpənmək,zich verroeren
986,sich erheben::V,qalxmaq,oprijzen
987,sich erheben::V,qalxmaq,verrijzen
988,sich setzen::V,oturmaq,gaan zitten
989,hinfallen::V,yıxılmaq,vallen
990,hinfallen::V,yıxılmaq,neervallen
991,laufen::V,yerimək,lopen
992,schreiten::V,addım atmaq,stappen
993,schreiten::V,addım atmaq,schrijden
994,spazierengehen::V,gəzmək,gaan wandelen
995,eilen::V,atılmaq,ijlen
996,eilen::V,atılmaq,haasten
997,sich beeilen::V,tələsmək,zich haasten
998,sausen::V,çırpmaq,stuiven
999,rennen::V,qaçmaq,rennen
1000,springen::V,sıçramaq,springen
1001,klettern::V,dırmanmaq,klimmen
1002,klettern::V,dırmanmaq,klauteren
1003,schaukeln::V,sallanmaq,schommelen
1004,kriechen::V,sürünmək,kruipen
1005,schwimmen::V,üzmek,zwemmen
1006,tauchen::V,dalmaq,duiken
1007,rudern::V,avarlamaq,roeien
1008,fahren::V,sürmək,rijden
1009,fliegen::V,uçmaq,vliegen
1010,gehen::V,getmək,gaan
1011,weggehen::V,getmək,weggaan
1012,abfahren::V,yola düşmək,vertrekken
1013,anhalten::V,saxlamaq,stoppen
1014,anhalten::V,saxlamaq,stilhouden
1015,hineingehen::V,girmək,ingaan
1016,hineingehen::V,girmək,binnengaan
1017,eintreten::V,girmək,binnenkomen
1018,eintreten::V,daxil olmaq,binnenkomen
1019,kommen::V,gəlmək,komen
1020,ankommen::V,gəlib çatmaq,aankomen
1021,zurückkommen::V,qayıtmaq,terugkomen
1022,bleiben::V,qalmaq,blijven
1023,warten::V,gözləmək,wachten
1024,erwarten::V,bəkləmək,verwachten
1025,suchen::V,aramaq,zoeken
1026,suchen::V,axtarmaq,zoeken
1027,finden::V,tapmaq,vinden
1028,versuchen::V,çalışmaq,proberen
1029,versuchen::V,çalışmaq,beproeven
1030,vorbereiten::V,hazırlamaq,voorbereiden
1031,lieben::V,sevmək,houden van
1032,mögen::V,xoşlamaq,lusten
1033,mögen::V,xoşlamaq,houden van
1034,lachen::V,gülmək,lachen
1035,rühren::V,həyəcanlandırmaq,roeren
1036,weinen::V,ağlamaq,huilen
1037,weinen::V,ağlamaq,schreien
1038,schimpfen::V,küfr etmək,kijven
1039,schimpfen::V,küfr etmək,schelden
1040,sich ärgern::V,acıqlanmaq,zich ergeren
1041,sich fürchten::V,qorxmaq,bang zijn
1042,fürchten::V,qorxmaq,vrezen
1043,fliehen::V,qaçmaq,vluchten
1044,flüchten::V,qaçmaq,ontsnappen
1045,flüchten::V,qaçmaq,ontkomen
1046,sehen::V,görmək,zien
1047,anschauen::V,baxmaq,aankijken
1048,ansehen::V,baxmaq,aanzien
1049,ansehen::V,baxmaq,bekijken
1050,hören::V,duymaq,horen
1051,hören::V,eşitmək,horen
1052,zuhören::V,dinləmək,luisteren
1053,probieren::V,dadına baxmaq,proeven
1054,riechen::V,qoxlamaq,ruiken
1055,fühlen::V,duymaq,voelen
1056,scheinen::V,görünmək,lijken
1057,zu sehen sein::V,görünmək,te zien zijn
1058,vernehmen::V,eşitmək,vernemen
1059,frieren::V,üşümək,het koud hebben
1060,tun::V,etmək,doen
1061,können::V,bilmək,kunnen
1062,können::V,bacarmaq,kunnen
1063,wollen::V,istəmək,willen
1064,anfangen::V,başlamaq,beginnen
1065,anfangen::V,başlamaq,aanvangen
1066,beenden::V,bitirmək,beëindigen
1067,aufhören::V,bitmək,ophouden
1068,aufhören::V,qurtarmaq,ophouden
1069,gelingen::V,müvəffəq olmaq,lukken
1070,gelingen::V,müvəffəq olmaq,gelukken
1071,geraten::V,düşmək,uitvallen
1072,öffnen::V,açmaq,openen
1073,öffnen::V,açmaq,opendoen
1074,schließen::V,qapamaq,sluiten
1075,schließen::V,qapamaq,dichtdoen
1076,stellen::V,qoymaq,stellen
1077,stellen::V,qoymaq,plaatsen
1078,setzen::V,oturtmaq,zetten
1079,setzen::V,oturtmaq,plaatsen
1080,legen::V,qoymaq,leggen
1081,berühren::V,toxunmaq,aanraken
1082,verbinden::V,bağlamaq,verbinden
1083,bedecken::V,örtmək,bedekken
1084,aufhängen::V,asmaq,ophangen
1085,anzünden::V,yandırmaq,aansteken
1086,aufheben::V,qaldırmaq,oprapen
1087,zurücklassen::V,buraxmaq,achterlaten
1088,verlieren::V,itirmək,verliezen
1089,fallen lassen::V,düşürmək,laten vallen
1090,machen::V,etmək,maken
1091,herstellen::V,istehsal etmək,produceren
1092,herstellen::V,istehsal etmək,voortbrengen
1093,bauen::V,tikmək,bouwen
1094,reparieren::V,təmir etmək,repareren
1095,reparieren::V,təmir etmək,herstellen
1096,verbessern::V,düzəltmək,verbeteren
1097,ändern::V,dəyişdirmək,wijzigen
1098,ändern::V,dəyişdirmək,veranderen
1099,graben::V,qazımaq,graven
1100,beugen::V,əymək,buigen
1101,biegen::V,bükmək,buigen
1102,drehen::V,döndərmək,draaien
1103,wenden::V,çevirmək,keren
1104,wenden::V,çevirmək,wenden
1105,umdrehen::V,çevirmək,omdraaien
1106,heben::V,qaldırmaq,heffen
1107,heben::V,qaldırmaq,optillen
1108,hochheben::V,qaldırmaq,tillen
1109,ergreifen::V,tutmaq,pakken
1110,ergreifen::V,tutmaq,grijpen
1111,halten::V,saxlamaq,houden
1112,drücken::V,sıxmaq,drukken
1113,schieben::V,sürmək,duwen
1114,schieben::V,sürmək,schuiven
1115,kratzen::V,qaşımaq,krassen
1116,lecken::V,yalamaq,likken
1117,beißen::V,dişləmək,bijten
1118,abreißen::V,qoparmaq,afrukken
1119,abreißen::V,qoparmaq,afscheuren
1120,abschneiden::V,ayırmaq,afsnijden
1121,binden::V,bağlamaq,binden
1122,stecken::V,soxmaq,steken
1123,brechen::V,qırmaq,breken
1124,klopfen::V,sındırmaq,kloppen
1125,hauen::V,vurmaq,houwen
1126,kleben::V,apışdırmaq,plakken
1127,reiben::V,ovmaq,wrijven
1128,streichen::V,sürtmək,smeren
1129,schleifen::V,bülövləmək,slijpen
1130,schneiden::V,kəsmək,snijden
1131,rütteln::V,sirkələmək,schudden
1132,schütteln::V,çalxalamaq,schudden
1133,schwenken::V,yelləmək,wuiven
1134,schwenken::V,yelləmək,zwaaien
1135,schütten::V,tökmək,gieten
1136,schütten::V,tökmək,storten
1137,füllen::V,doldurmaq,vullen
1138,einwickeln::V,sarımaq,inwikkelen
1139,tragen::V,daşımaq,dragen
1140,schleppen::V,sürükləmək,slepen
1141,ziehen::V,çəkmək,trekken
1142,aufbewahren::V,gizlətmək,bewaren
1143,werfen::V,atmaq,gooien
1144,fangen::V,tutmaq,vangen
1145,packen::V,yaxalamaq,pakken
1146,packen::V,yaxalamaq,vastpakken
1147,verstecken::V,gizlətmək,verstoppen
1148,teilen::V,bölmək,delen
1149,schicken::V,yollamaq,sturen
1150,schicken::V,göndərmək,sturen
1151,bringen::V,gətirmək,brengen
1152,hinzufügen::V,əlavə etmək,toevoegen
1153,bekommen::V,almaq,verkrijgen
1154,bekommen::V,əldə etmək,verkrijgen
1155,erhalten::V,almaq,krijgen
1156,nehmen::V,almaq,nemen
1157,wählen::V,seçmək,kiezen
1158,wählen::V,seçmək,verkiezen
1159,auswählen::V,arımaq,uitkiezen
1160,bewahren::V,qorumaq,bewaren
1161,behindern::V,mane olmaq,hinderen
1162,verderben::V,pozmaq,bederven
1163,beschädigen::V,zədələmək,beschadigen
1164,zerbrechen::V,qırmaq,breken
1165,zerbrechen::V,qırmaq,stukbreken
1166,zerbrechen::V,sındırmaq,breken
1167,zerbrechen::V,sındırmaq,stukbreken
1168,zerreißen::V,yırtmaq,scheuren
1169,zerreißen::V,yırtmaq,verscheuren
1170,zerstören::V,dağıtmaq,vernielen
1171,verbrennen::V,yandırmaq,branden
1172,verbrennen::V,yandırmaq,verbranden
1173,geben::V,vermək,geven
1174,reichen::V,uzatmaq,reiken
1175,reichen::V,uzatmaq,aanreiken
1176,schenken::V,vermək,schenken
1177,versprechen::V,vəd vermək,beloven
1178,wünschen::V,arzulamaq,wensen
1179,loben::V,tərifləmək,loven
1180,loben::V,tərifləmək,prijzen
1181,küssen::V,öpmək,kussen
1182,wiegen::V,tərpətmək,wiegen
1183,zudecken::V,örtmək,toedekken
1184,wecken::V,oyatmaq,wekken
1185,zeigen::V,göstərmək,tonen
1186,zeigen::V,göstərmək,wijzen
1187,führen::V,rəhbərlik etmək,voeren
1188,lehren::V,öyrətmək,leren
1189,unterrichten::V,öyrətmək,onderwijzen
1190,unterrichten::V,dərs vermək,onderwijzen
1191,aufziehen::V,tərbiyə etmək,grootbrengen
1192,leiten::V,idarə etmək,leiden
1193,antreiben::V,bizləmək,aandrijven
1194,lassen::V,-tırmaq,laten
1195,einladen::V,dəvət etmək,uitnodigen
1196,vereinigen::V,birləşdirmək,verenigen
1197,besuchen::V,baş çəkmək,bezoeken
1198,besuchen::V,ziyarət etmək,bezoeken
1199,treffen::V,rastlaşmaq,treffen
1200,treffen::V,rastlaşmaq,ontmoeten
1201,treffen::V,rast gəlmək,treffen
1202,treffen::V,rast gəlmək,ontmoeten
1203,sich versammeln::V,toplanmaq,zich verzamelen
1204,spielen::V,oynamaq,spelen
1205,singen::V,oxumaq,zingen
1206,tanzen::V,oynamaq,dansen
1207,tanzen::V,rəqs etmək,dansen
1208,sich trennen::V,ayrılmaq,van elkaar gaan
1209,verlassen::V,tərk etmək,verlaten
1210,retten::V,xilas etmək,redden
1211,bewachen::V,gözətmək,bewaken
1212,schützen::V,qorumaq,beschermen
1213,verteidigen::V,qorumaq,verdedigen
1214,sich schlagen::V,döyüşmək,knokken
1215,schießen::V,atmaq,schieten
1216,schießen::V,atəş açmaq,schieten
1217,siegen::V,yenmək,overwinnen
1218,ärgern::V,acışdırmaq,ergeren
1219,schlagen::V,döymək,slaan
1220,treten::V,təpmək,trappen
1221,treten::V,təpmək,schoppen
1222,stechen::V,soxmaq,steken
1223,stechen::V,soxmaq,prikken
1224,stoßen::V,itələmək,stoten
1225,stehlen::V,çalmaq,stelen
1226,stehlen::V,oğurlamaq,stelen
1227,stören::V,pozmaq,storen
1228,stören::V,pozmaq,verstoren
1229,belästigen::V,narahat etmək,lastig vallen
1230,verbergen::V,gizləmək,verbergen
1231,täuschen::V,aldatmaq,misleiden
1232,betrügen::V,aldatmaq,bedriegen
1233,töten::V,öldürmək,doden
1234,wohnen::V,yaşamaq,wonen
1235,arbeiten::V,işləmək,werken
1236,arbeiten::V,çalışmaq,werken
1237,sammeln::V,yığmaq,inzamelen
1238,sammeln::V,yığmaq,verzamelen
1239,sammeln::V,toplamaq,inzamelen
1240,sammeln::V,toplamaq,verzamelen
1241,pflücken::V,qoparmaq,plukken
1242,jagen::V,ovlamaq,jagen
1243,fischen::V,balıq tutmaq,vissen
1244,fassen::V,tutmaq,vangen
1245,hüten::V,güdmək,hoeden
1246,treiben::V,haylamaq,drijven
1247,anbinden::V,bağlamaq,vastbinden
1248,füttern::V,bəsləmək,voeren
1249,melken::V,sağmaq,melken
1250,hacken::V,yarmaq,hakken
1251,gießen::V,sulamaq,gieten
1252,reifen::V,dəymək,rijpen
1253,zubereiten::V,bişirmək,klaarmaken
1254,zubereiten::V,bişirmək,toebereiden
1255,kochen::V,qaynatmaq,koken
1256,backen::V,bişirmək,bakken
1257,braten::V,qızartmaq,braden
1258,umrühren::V,qarışdırmaq,omroeren
1259,stricken::V,hörmək,breien
1260,nähen::V,tikmək,naaien
1261,färben::V,boyamaq,verven
1262,färben::V,boyamaq,kleuren
1263,reinigen::V,təmizləmək,reinigen
1264,waschen::V,yumaq,wassen
1265,abwischen::V,silmək,afvegen
1266,spülen::V,çalxamaq,spoelen
1267,spülen::V,çalxamaq,afwassen
1268,fegen::V,süpürmək,vegen
1269,kehren::V,süpürmək,vegen
1270,baden::V,çimmək,baden
1271,sich waschen::V,yuyunmaq,zich wassen
1272,ausziehen::V,soyunmaq,uittrekken
1273,anziehen::V,geymək,aantrekken
1274,sich anziehen::V,geyinmək,zich aankleden
1275,kämmen::V,daramaq,kammen
1276,schmücken::V,bəzəmək,tooien
1277,sagen::V,demək,zeggen
1278,sagen::V,söymek,zeggen
1279,sprechen::V,danışmaq,spreken
1280,reden::V,danışmaq,praten
1281,sich unterhalten::V,söhbət etmək,zich onderhouden
1282,fragen::V,soruşmaq,vragen
1283,bitten::V,diləmək,vragen
1284,bitten::V,diləmək,verzoeken
1285,bitten::V,xahiş etmək,vragen
1286,bitten::V,xahiş etmək,verzoeken
1287,erzählen::V,bəhs etmək,vertellen
1288,mitteilen::V,bildirmək,meedelen
1289,nennen::V,adlandırmaq,noemen
1290,rufen::V,çağırmaq,roepen
1291,prahlen::V,öyünmək,pralen
1292,übersetzen::V,tərcümə etmək,vertalen
1293,denken::V,düşünmək,denken
1294,denken::V,fikirləşmək,denken
1295,glauben::V,inanmaq,geloven
1296,bemerken::V,qeyd etmək,bemerken
1297,erkennen::V,tanımaq,herkennen
1298,begreifen::V,anlamaq,begrijpen
1299,verstehen::V,duymaq,verstaan
1300,lernen::V,öyrənmək,leren
1301,wissen::V,bilmək,weten
1302,sich erinnern an::V,xatırlamaq,zich herinneren aan
1303,vergessen::V,unutmaq,vergeten
1304,messen::V,ölçmək,meten
1305,zählen::V,saymaq,tellen
1306,rechnen::V,hesablamaq,rekenen
1307,lesen::V,oxumaq,lezen
1308,malen::V,şəkil çəkmək,schilderen
1309,zeichnen::V,cızmaq,tekenen
1310,schreiben::V,yazmaq,schrijven
1311,besitzen::V,yiyələnmək,bezitten
1312,besitzen::V,malik olmaq,bezitten
1313,kaufen::V,satın almaq,kopen
1314,verkaufen::V,satmaq,verkopen
1315,bezahlen::V,ödəmək,betalen
1316,zahlen::V,ödəmək,betalen
1317,beherrschen::V,idarə etmək,beheersen
1318,ertragen::V,dözmək,verdragen
