,Concept_ID,br,is
150,Tier::N,loen,dýr
151,Herde::N,tropell,hjörð
152,Kuh::N,buoc'h,kýr
153,Bulle::N,tarv,boli
154,Pferd::N,marc'h,hestur
155,Schaf::N,dañvad,kind
156,Schwein::N,pemoc'h,svín
157,Hund::N,ki,hundur
158,Katze::N,kazh,köttur
159,Bär::N,arzh,björn
160,Eichhörnchen::N,gwiñver,íkorni
161,Elch::N,karv-dour,elgur
162,Fuchs::N,louarn,refur
163,Hase::N,gad,héri
164,Maus::N,logodenn,mús
165,Wolf::N,bleiz,úlfur
166,Vogel::N,labous,fugl
167,Schwarm::N,nijad,sægur
168,Huhn::N,yar,hæna
169,Hahn::N,kilhog,hani
170,Gans::N,gwazenn,gæs
171,Adler::N,erer,örn
172,Ente::N,houad,önd
173,Eule::N,toud,uggla
174,Kranich::N,garan,trana
175,Krähe::N,bran,kráka
176,Kuckuck::N,koukoug,gaukur
177,Schwan::N,alarc'h,svanur
178,Fisch::N,pesk,fiskur
179,Barsch::N,brell,aborri
180,Hecht::N,beked,gedda
181,Schlange[Tier]::N,naer,naðra
182,Wurm::N,preñv,ormur
183,Spinne::N,kevnidenn,kónguló
184,Ameise::N,merion,maur
185,Laus::N,laouenn,lús
186,Mücke::N,moustik,mý
187,Mücke::N,moustik,mýfluga
188,Fliege::N,kelienenn,fluga
189,Schmetterling::N,balafenn,fiðrildi
190,Beere::N,hog,ber
191,Apfel::N,aval,epli
192,Pilz::N,kabell-touseg,sveppur
193,Zwiebel::N,ognonenn,laukur
194,Saat::N,had,fræ
195,Saat::N,had,útsæði
196,Korn::N,ed,korn
197,Heu::N,foenn,hey
198,Schale::N,peliadur,hýði
199,Falle::N,pech,gildra
200,Schlinge::N,krouglas,snara
201,Asche::N,ludu,aska
202,Dreck::N,fank,óþverri
203,Eisen::N,houarn,járn
204,Gold::N,aour,gull
205,Silber::N,arc'hant,silfur
206,Kohle::N,glaou,kol
207,Glas::N,gwer,gler
208,Sand::N,traezh,sandur
209,Mensch::N,den,maður
210,Mensch::N,den,manneskja
211,Mann::N,den,maður
212,Mann::N,den,karlmaður
213,Frau::N,maouez,kona
214,Kind::N,bugel,barn
215,Kind::N,bugel,krakki
216,Junge::N,paotr,drengur
217,Mädchen::N,plac'h,stelpa
218,Familie::N,familh,fjölskylda
219,Großvater::N,tad-kozh,afi
220,Großmutter::N,mamm-gozh,amma
221,Eltern::N,kerent,foreldrar
222,Vater::N,tad,faðir
223,Mutter::N,mamm,móðir
224,Sohn::N,mab,sonur
225,Tochter::N,merc'h,dóttir
226,Bruder::N,breur,bróðir
227,Schwester::N,c'hoar,systir
228,Onkel::N,eontr,föðurbróðir
229,Tante::N,moereb,frænka
230,Tante::N,moereb,móðursystir
231,Ehemann::N,gwaz,eiginmaður
232,Ehefrau::N,gwreg,eiginkona
233,Freude::N,levenez,gleði
234,Gelächter::N,c'hoarzherezh,hlátur
235,Glück::N,chañs,gæfa
236,Kummer::N,doan,sorg
237,Wunsch::N,c'hoant,ósk
238,Lust::N,c'hoant,fýsn
239,Lust::N,c'hoant,löngun
240,Geist::N,spered,andi
241,Gedanke::N,soñj,hugsun
242,Gedächtnis::N,eñvor,minni
243,Verstand::N,skiant,vit
244,Sinn::N,ster,merking
245,Grund::N,kaoz,ástæða
246,Wahrheit::N,gwirionez,sannleikur
247,Gespräch::N,kaozeadenn,samtal
248,Märchen::N,kaoz korriganez,ævintýri
249,Erzählung::N,kontadenn,saga
250,Nachricht::N,keloù,frétt
251,Neuigkeit::N,kelaouenn,frétt
252,Name::N,anv,nafn
253,Rätsel::N,divinatez,gáta
254,Rede::N,diskour,ræða
255,Sprache::N,yezh,mál
256,Sprache::N,yezh,tungumál
257,Stimme::N,mouezh,rödd
258,Wort::N,ger,orð
259,Zeichen::N,sin,tákn
260,Zeichen::N,sin,merki
261,Ruf::N,galv,kall
262,Lärm::N,trouz,hávaði
263,Ton::N,ton,tónn
264,Lied::N,kanaouenn,ljóð
265,Lied::N,kanaouenn,söngur
266,Ruhe::N,sioulded,ró
267,Ruhe::N,sioulded,kyrrð
268,Leute::N,tud,fólk
269,Volk::N,pobl,þjóð
270,Arbeit::N,labour,vinna
271,Gast::N,kouviad,gestur
272,Geschenk::N,prof,gjöf
273,Spiel::N,c'hoari,leikur
274,Gesellschaft::N,kompagnunezh,selskapur
275,Gesellschaft::N,kavandad,selskapur
276,Hilfe::N,sikour,hjálp
277,Freund::N,mignon,vinur
278,Kamerad::N,kamarad,félagi
279,Angelegenheit::N,afer,mál
280,Angelegenheit::N,afer,málefni
281,Anzahl::N,niver,tala
282,Anzahl::N,niver,fjöldi
283,Art::N,sort,tegund
284,Stück::N,tamm,biti
285,Stück::N,tamm,stykki
286,Teil::N,pezh,hluti
287,Teil::N,pezh,partur
288,Hälfte::N,hanterenn,helmingur
289,Kreis::N,kelc'h,hringur
290,Kreuz::N,kroaz,kross
291,Kreuz::N,kroaz,krossmark
292,Linie::N,linenn,lína
293,Strich::N,tenn,strik
294,Abstand::N,distok,millibil
295,Entfernung::N,keid,fjarlægð
296,Entfernung::N,kehid,fjarlægð
297,Gegend::N,korn-bro,hérað
298,Platz::N,plasenn,pláss
299,Ort::N,lec'h,staður
300,Seite::N,tu,hlið
301,Mitte::N,kreiz,miðja
302,Gegenstand::N,tra,hlutur
303,Sache::N,tra,mál
304,Rand::N,kantenn,brún
305,Kante::N,kantenn,rönd
306,Ecke::N,korn,horn
307,Spitze::N,begell,oddur
308,Ende::N,dibenn,endi
309,Loch::N,toull,gat
310,Loch::N,toull,hola
311,Muster::N,tresadenn,munstur
312,Größe::N,ment,stærð
313,Länge::N,hirder,lengd
314,Höhe::N,uhelder,hæð
315,Gewicht::N,pouez,vigt
316,Gewicht::N,pouez,þyngd
317,Menge::N,bern,magn
318,Haufen::N,bern,hrúga
319,Haufen::N,bern,haugur
320,Reihe::N,steud,röð
321,Boot::N,bag,bátur
322,Ruder::N,roeñv,ár
323,Schlitten::N,trainell,sleði
324,Ski::N,ski,skíði
325,Last::N,karg,byrði
326,Last::N,karg,farmur
327,Gang::N,kerzh,ganga
328,Schritt::N,paz,skref
329,Norden::N,norzh,norður
330,Norden::N,hanternoz,norður
331,Süden::N,su,suður
332,Süden::N,kreisteiz,suður
333,Westen::N,kuzh-heol,vestur
334,Osten::N,reter,austur
335,Osten::N,sav-heol,austur
336,Holz::N,koad,viður
337,Brett::N,plankenn,fjöl
338,Platte::N,plakenn,flötur
339,Stütze::N,harp,stoð
340,Stange::N,sparl,stöng
341,Stock::N,bazh,prik
342,Stock::N,bazh,stafur
343,Stab::N,bazh,prik
344,Stab::N,bazh,stafur
345,Rohr::N,tub,rör
346,Rohr::N,tub,pípa
347,Rohr::N,korz,rör
348,Rohr::N,korz,pípa
349,Haus::N,ti,hús
350,Heim::N,kêr,heimili
351,Ofen::N,forn,ofn
352,Fußboden::N,plañchod,gólf
353,Tisch::N,taol,borð
354,Stuhl::N,kador,stóll
355,Wiege::N,kavell,vagga
356,Bett::N,gwele,rúm
357,Bett::N,gwele,hvíla
358,Regal::N,estajerenn,hilla
359,Kiste::N,kased,kassi
360,Fenster::N,prenestr,gluggi
361,Tür::N,dor,dyr
362,Tür::N,dor,hurð
363,Tor::N,portal,hlið
364,Zaun::N,sklotur,girðing
365,Zaun::N,sklotur,limgarður
366,Dach::N,toenn,þak
367,Leiter::N,skeul,stigi
368,Besen::N,skubell,sópur
369,Spaten::N,pal,spaði
370,Schaufel::N,pal,skófla
371,Gabel::N,fourchetez,gaffall
372,Löffel::N,loa,skeið
373,Messer::N,kontell,hnífur
374,Nagel::N,tach,nögl
375,Netz::N,roued,net
376,Haken::N,krog,krókur
377,Griff::N,kemer,tak
378,Schloss::N,potenn,lás
379,Bild::N,skeudenn,mynd
380,Figur::N,skeud,stytta
381,Figur::N,figur,stytta
382,Puppe::N,merc'hodenn,brúða
383,Beutel::N,sac'h,poki
384,Beutel::N,sac'h,baggi
385,Bündel::N,feskenn,böggull
386,Tasche::N,sac'h,veski
387,Eimer::N,sailh,fata
388,Deckel::N,pallenn,lok
389,Geschirr::N,listriaj,leirtau
390,Sack::N,sac'h,sekkur
391,Tasse::N,tas,bolli
392,Topf::N,pod,pottur
393,Kessel::N,chaodouron,ketill
394,Essen::N,pred,matur
395,Nahrung::N,boued,fæða
396,Speise::N,meuz,réttur
397,Speise::N,meuz,matarréttur
398,Fleisch::N,kig,kjöt
399,Getreide::N,ed,korn
400,Brei::N,yod,grautur
401,Brot::N,bara,brauð
402,Scheibe::N,tailhenn,sneið
403,Fett::N,lard,fita
404,Butter::N,amann,smjör
405,Öl::N,eoul,olía
406,Salz::N,holen,salt
407,Suppe::N,soubenn,súpa
408,Honig::N,mel,hunang
409,Milch::N,laezh,mjólk
410,Tee::N,te,te
411,Leder::N,lêr,skinn
412,Wolle::N,gloan,ull
413,Stoff::N,danvez,dúkur
414,Nadel::N,nadoz,nál
415,Faden::N,neudenn,þráður
416,Knopf::N,bouton,tala
417,Knopf::N,bouton,hnappur
418,Knoten::N,skoulm,hnútur
419,Farbe::N,liv,málning
420,Kleidung::N,dilhad,búningur
421,Kleidung::N,dilhad,klæðnaður
422,Hemd::N,roc'hed,skyrta
423,Kragen::N,gouzoug,kragi
424,Kragen::N,gouzoug,flibbi
425,Ärmel::N,milgin,ermi
426,Hose::N,bragoù,buxur
427,Gürtel::N,gouriz,belti
428,Mütze::N,boned,húfa
429,Schuh::N,botez,skór
430,Stiefel::N,botez,stígvél
431,Ring::N,gwalenn,hringur
432,Band::N,bagad,band
433,Kamm::N,krib,greiða
434,Spiegel::N,melezour,spegill
435,Riemen::N,lerenn,ól
436,Riemen::N,lerenn,reim
437,Schnur::N,kordenn,snúra
438,Leine::N,roll,band
439,Decke::N,golo,teppi
440,Kissen::N,goubenner,koddi
441,Tuch::N,mezher,klútur
442,Handtuch::N,toailhon,þurrka
443,Handtuch::N,toailhon,handklæði
444,Kraft::N,nerzh,afl
445,Kraft::N,nerzh,kraftur
446,Stärke::N,nerzhder,styrkur
447,Gesundheit::N,yec'hed,heilsa
448,Gesundheit::N,yec'hed,heilbrigði
449,Krankheit::N,klañved,sjúkdómur
450,Schmerz::N,poan,sársauki
451,Schmerz::N,droug,sársauki
452,Wunde::N,gloazadenn,sár
453,Fieber::N,terzhienn,hitasótt
454,Arznei::N,louzoù,lyf
455,Brücke::N,pont,brú
456,Brunnen::N,puñs,brunnur
457,Weide::N,prad,hagi
458,Pfad::N,gwenodenn,stígur
459,Weg::N,hent,vegur
460,Straße::N,ru,gata
461,Straße::N,ru,stræti
462,Straße::N,hent,gata
463,Straße::N,hent,stræti
464,Dorf::N,kêr,þorp
465,Dorf::N,kêriadenn,þorp
466,Stadt::N,kêr,borg
467,Brief::N,lizher,bréf
468,Buch::N,levr,bók
469,Buchstabe::N,lizherenn,bókstafur
470,Zeitung::N,kazetenn,dagblað
471,Leben::N,buhez,líf
472,Tod::N,marv,dauði
473,Grab::N,bez,gröf
474,Kirche::N,iliz,kirkja
475,Sünde::N,pec'hed,synd
476,Gott::N,doue,guð
477,Arbeiter::N,labourer,verkamaður
478,Arbeiter::N,micherour,verkamaður
479,Chef::N,penn,yfirmaður
480,Meister::N,mestr,meistari
481,Arzt::N,mezeg,læknir
482,Arzt::N,medisin,læknir
483,Lehrer::N,skolaer,kennari
484,Lehrer::N,kelenner,kennari
485,Geld::N,arc'hant,peningar
486,Geschäft::N,stal,viðskipti
487,Laden::N,stal,búð
488,Laden::N,stal,verslun
489,Preis::N,priz,verð
490,Ware::N,marc'hadourezh,vara
491,Nutzen::N,gounidegezh,gagn
492,Nutzen::N,lañs,gagn
493,Nutzen::N,profit,gagn
494,Nutzen::N,spleit,gagn
495,Reichtum::N,pinvidigezh,auður
496,Welt::N,douar,veröld
497,Land::N,bro,land
498,Staat::N,stad,ríki
499,König::N,roue,konungur
500,Macht::N,galloud,vald
501,Grenze::N,harzoù,landamæri
502,Krieg::N,brezel,stríð
503,Feind::N,eneber,fjandmaður
504,Gewalt::N,tâerder,ofbeldi
505,Kampf::N,kann,bardagi
506,Bogen[Waffe]::N,gwareg,bogi
507,Pfeil::N,saezh,ör
508,Gewehr::N,fuzuilh,byssa
509,Fehler::N,fazi,villa
510,Lüge::N,gaou,lygi
511,Schaden::N,gwall,skemmd
512,Unglück::N,gwalleur,óhamingja
513,Schuld::N,kablusted,sök
514,Schuld::N,pec'hedigezh,sök
515,Alter::N,oad,aldur
516,Schluss::N,diwezh,lok
517,Schluss::N,diwezh,endir
518,Zeit::N,amzer,tími
519,Tag::N,deizh,dagur
520,Morgen::N,beure,morgunn
521,Morgen::N,mintin,morgunn
522,Mittag::N,kreisteiz,hádegi
523,Abend::N,abardaez,kvöld
524,Nacht::N,noz,nótt
525,Woche::N,sizhun,vika
526,Monat::N,miz,mánuður
527,Jahr::N,bloaz,ár
528,Frühling::N,nevezamzer,vor
529,Sommer::N,hañv,sumar
530,Herbst::N,diskaramzer,haust
531,Winter::N,goañv,vetur
532,Januar::N,Genver,janúar
533,Februar::N,C'hwevrer,február
534,März::N,Meurzh,mars
535,April::N,Ebrel,apríl
536,Mai::N,Mae,maí
537,Juni::N,Mezheven,júní
538,Juli::N,Gouhere,júlí
539,August::N,Eost,ágúst
540,September::N,Gwengolo,september
541,Oktober::N,Here,október
542,November::N,Du,nóvember
543,Dezember::N,Kerzu,desember
544,Montag::N,Lun,mánudagur
545,Dienstag::N,Meurzh,þriðjudagur
546,Mittwoch::N,Merc'her,miðvikudagur
547,Donnerstag::N,Yaou,fimmtudagur
548,Freitag::N,Gwener,föstudagur
549,Samstag::N,Sadorn,laugardagur
550,Sonntag::N,Sul,sunnudagur
551,groß::A,bras,stór
552,klein::A,bihan,lítill
553,lang::A,hir,langur
554,kurz::A,berr,stuttur
555,breit::A,ledan,breiður
556,schmal::A,strizh,mjór
557,dicht::A,stank,þéttur
558,dick[Gegenstand]::A,tev,þykkur
559,dünn::A,moan,þunnur
560,fein::A,munut,fíngerður
561,fest::A,start,fastur
562,flach::A,plaen,flatur
563,glatt::A,lintr,háll
564,glatt::A,lintr,sléttur
565,glatt::A,levn,háll
566,glatt::A,levn,sléttur
567,hart::A,kalet,harður
568,weich::A,blot,mjúkur
569,rund::A,ront,kringlóttur
570,spitz::A,poentet,oddhvass
571,scharf::A,dremm,beittur
572,stumpf::A,talsoc'h,bitlaus
573,schwer::A,pounner,þungur
574,schön::A,kaer,fagur
575,schön::A,kaer,fallegur
576,heiß::A,tomm,heitur
577,warm::A,tomm,hlýr
578,warm::A,tomm,heitur
579,kalt::A,yen,kaldur
580,kühl::A,yen,svalur
581,frisch::A,fresk,frískur
582,feucht::A,gleb,rakur
583,feucht::A,gleb,þvalur
584,nass::A,gleb,votur
585,nass::A,gleb,blautur
586,trocken::A,sec'h,þurr
587,voll::A,leun,fullur
588,leer::A,goullo,tómur
589,offen::A,digor,opinn
590,geschlossen::A,serr,lokaður
591,sauber::A,naet,þrifinn
592,schmutzig::A,lous,óhreinn
593,schmutzig::A,lous,sóðalegur
594,roh::A,kriz,hrár
595,reif::A,darev,þroskaður
596,lecker::A,lipous,ljúffengur
597,lecker::A,saourus,ljúffengur
598,süß::A,dous,sætur
599,bitter::A,c'hwerv,beiskur
600,sauer::A,trenk,súr
601,hell::A,sklaer,bjartur
602,dunkel::A,teñval,dimmur
603,schwarz::A,du,svartur
604,weiß::A,gwenn,hvítur
605,rot::A,ruz,rauður
606,gelb::A,melen,gulur
607,blau::A,glas,blár
608,grün::A,gwer,grænn
609,grau::A,louet,grár
610,bunt::A,liesliv,marglitur
611,billig::A,marc'had-mat,ódýr
612,teuer::A,ker,dýr
613,wertvoll::A,prizius,verðmætur
614,blind::A,dall,blindur
615,taub::A,bouzar,heyrnarlaus
616,kräftig::A,start,öflugur
617,stark::A,kreñv,sterkur
618,schwach::A,gwan,veill
619,fett::A,lard,feitur
620,schlank::A,sinkl,grannur
621,schlank::A,sinkl,spengilegur
622,hübsch::A,koant,snotur
623,hübsch::A,koant,laglegur
624,böse::A,gwall,illur
625,böse::A,gwall,vondur
626,dumm::A,glep,heimskur
627,faul::A,lezirek,latur
628,fleißig::A,studius,iðinn
629,geizig::A,tost,nískur
630,klug::A,speredek,hygginn
631,geschickt::A,dornet,fimur
632,geschickt::A,dornet,laginn
633,lieb::A,koant,kær
634,lieb::A,koant,ljúfur
635,lustig::A,laouen,kátur
636,sanft::A,flour,blíður
637,hungrig::A,marnaon,soltinn
638,hungrig::A,marnaon,hungraður
639,krank::A,klañv,sjúkur
640,nackt::A,noazh,nakinn
641,traurig::A,trist,dapur
642,traurig::A,trist,hryggur
643,lebendig::A,bev,lifandi
644,gut::A,mad,góður
645,schlecht::A,fall,slæmur
646,schlecht::A,fall,lélegur
647,schlecht::A,gwall,slæmur
648,schlecht::A,gwall,lélegur
649,richtig::A,reizh,réttur
650,schlimm::A,gwall,slæmur
651,wahr::A,gwir,sannur
652,alt::A,kozh,gamall
653,neu::A,nevez,nýr
654,ehemalig::A,kozh,fyrrverandi
655,alt[Lebewesen]::A,kozh,gamall
656,jung::A,yaouank,ungur
657,arm::A,paour,vesall
658,arm::A,paour,fátækur
659,reich::A,pinvidik,ríkur
660,reich::A,pinvidik,auðugur
661,bekannt::A,anavezet,kunnugur
662,berühmt::A,brudet,frægur
663,fremd::A,dizanav,framandi
664,fremd::A,dizanav,ókunnugur
665,verschieden::A,disheñel,ýmis
666,nah::A,nes,nálægur
667,fern::A,diabell,fjarri
668,fern::A,diabell,fjarlægur
669,linker::A,kleiz,vinstri
670,rechter::A,dehoù,hægri
671,anderer::A,all,annar
672,erster::A,kentañ,fyrsti
673,zweiter::A,eil,annar
674,dritter::A,trede,þriðji
675,letzter::A,diwezhañ,síðasti
676,allein::ADV,e-unan,einn
677,allein::ADV,e-unan,aleinn
678,auf einmal::ADV,ar un dro,allt í einu
679,zusammen::ADV,asambles,saman
680,lange::ADV,pell,lengi
681,plötzlich::ADV,en un taol,skyndilega
682,sofort::ADV,diouzhtu,strax
683,sofort::ADV,diouzhtu,þegar í stað
684,später::ADV,diwezhatoc'h,seinna
685,jetzt::ADV,bremañ,nú
686,jetzt::ADV,bremañ,núna
687,heute::ADV,hiziv,í dag
688,morgen::ADV,arc'hoazh,á morgun
689,bald::ADV,hepdale,brátt
690,bald::ADV,hepdale,bráðum
691,dann::ADV,a-c'houde,svo
692,dann::ADV,a-c'houde,síðan
693,gestern::ADV,dec'h,í gær
694,einst::ADV,gwechall,forðum
695,damals::ADV,neuze,þá
696,damals::ADV,neuze,á þeim tímum
697,danach::ADV,goude,á eftir því
698,vorher::ADV,diagent,áður
699,zuerst::ADV,da gentañ,fyrst
700,einmal::ADV,ur wech,einu sinni
701,manchmal::ADV,a-wechoù,stundum
702,oft::ADV,alies,oft
703,immer::ADV,atav,alltaf
704,immer::ADV,atav,sífellt
705,immer::ADV,bepred,alltaf
706,immer::ADV,bepred,sífellt
707,niemals::ADV,gwech ebet,aldrei
708,hier::ADV,amañ,hér
709,hierhin::ADV,dre amañ,hingað
710,von hier::ADV,alemañ,héðan
711,dort::ADV,aze,þar
712,dort::ADV,aze,þarna
713,dort::ADV,ahont,þar
714,dort::ADV,ahont,þarna
715,dorthin::ADV,di,þangað
716,dorthin::ADV,aze,þangað
717,dorthin::ADV,ahont,þangað
718,geradeaus::ADV,war-eeun,beint áfram
719,vorwärts::ADV,war-raok,áfram
720,rückwärts::ADV,war-lerc'h,aftur á bak
721,zurück::ADV,war-dreñv,aftur
722,zurück::ADV,war-dreñv,til baka
723,unten::ADV,en traoñ,niðri
724,unten::ADV,en traoñ,fyrir neðan
725,hinab::ADV,a-izel,niður
726,hinab::ADV,a-izel,niður eftir
727,oben::ADV,en nec'h,uppi
728,hinauf::ADV,e-krec'h,upp
729,hinauf::ADV,e-krec'h,upp eftir
730,überall::ADV,dre-holl,alls staðar
731,nicht::ADV,ne ... ket,ekki
732,ein wenig::ADV,un tammig,dálítið
733,kaum::ADV,a-boan,varla
734,kaum::ADV,a-boan,tæplega
735,sehr::ADV,-tre,mjög
736,sehr::ADV,-kenañ,mjög
737,so::ADV,evel-se,svo
738,so::ADV,evel-se,þannig
739,noch::ADV,c'hoazh,enn
740,noch::ADV,c'hoazh,ennþá
741,nur::ADV,hepken,bara
742,nur::ADV,hepken,aðeins
743,schon::ADV,dija,nú þegar
744,wieder::ADV,adarre,aftur
745,wieder::ADV,adarre,að nýju
746,vor::PRP,dirak,fyrir
747,hinter::PRP,a-drek,bak við
748,hinter::PRP,a-drek,aftur fyrir
749,hinter::PRP,a-dreñv,bak við
750,hinter::PRP,a-dreñv,aftur fyrir
751,unter::PRP,dindan,undir
752,durch::PRP,dre,gegnum
753,neben::PRP,e-kichen,hjá
754,neben::PRP,e-kichen,við hliðina á
755,zwischen::PRP,etre,milli
756,zwischen::PRP,etre,á milli
757,wegen::PRP,abalamour da,vegna
758,dies::PRN,hemañ,þetta
759,das::PRN,se,það
760,das::PRN,hennezh,það
761,alles::PRN,pep tra,allt
762,ich::PRN,me,ég
763,du::PRN,te,þú
764,er::PRN,eñ,hann
765,wir::PRN,ni,við
766,ihr::PRN,c'hwi,þið
767,sie::PRN,int,þær
768,sie::PRN,int,þeir
769,was::FPRN,petra,hvað
770,wer::FPRN,piv,hver
771,wo::FADV,pelec'h,hvar
772,wohin::FADV,da belec'h,hvert
773,wie::FADV,penaos,hvernig
774,warum::FADV,perak,hvers vegna
775,wieviel::FNUM,pet,hve mikill
776,eins::NUM,unan,einn
777,zwei::NUM,daou,tveir
778,drei::NUM,tri,þrír
779,vier::NUM,pevar,fjórir
780,fünf::NUM,pemp,fimm
781,sechs::NUM,c'hwec'h,sex
782,sieben::NUM,seizh,sjö
783,acht::NUM,eizh,átta
784,neun::NUM,nav,níu
785,zehn::NUM,dek,tíu
786,elf::NUM,unnek,ellefu
787,zwölf::NUM,daouzek,tólf
788,zwanzig::NUM,ugent,tuttugu
789,dreißig::NUM,tregont,þrjátíu
790,vierzig::NUM,daou-ugent,fjörutíu
791,fünfzig::NUM,hanter-kant,fimmtíu
792,sechzig::NUM,tri-ugent,sextíu
793,siebzig::NUM,dek ha tri-ugent,sjötíu
794,achtzig::NUM,pevar-ugent,áttatíu
795,neunzig::NUM,dek ha pevar-ugent,níutíu
796,hundert::NUM,kant,hundrað
797,tausend::NUM,mil,þúsund
798,und::CNJ,ha,og
799,oder::CNJ,pe,eða
800,stehen::V,bezañ a-sav,standa
801,sitzen::V,azezañ,sitja
802,sitzen::V,bezañ en e goazez,sitja
803,liegen::V,bezañ en e c'hourvez,liggja
804,hängen::V,krougañ,hanga
805,werden::V,dazonet,verða
