,Concept_ID,mhr,sah
59,Atem::N,шӱ́лыш,тыын
60,Hunger::N,шужыма́ш,аас
61,Träne::N,шинчавӱ́д,харах уута
62,Geschmack::N,там,амтан
63,Geruch::N,пуш,сыт
64,Schlaf::N,о́мо,утуйуу
65,Traum::N,йӱдо́мо,түүл
66,Himmel::N,кава́,халлаан
67,Sonne::N,ке́че,күн
68,Mond::N,ты́лзе,ый
69,Stern::N,шӱ́дыр,сулус
70,Luft::N,юж,салгын
71,Wind::N,марде́ж,тыал
72,Welle::N,то́лкын,долгун
73,Welle::N,то́лкын,балхаан
74,Wasser::N,вӱд,уу
75,Stein::N,кӱ,таас
76,Boden::N,рок,сир
77,Erde::N,мла́нде,буор
78,Staub::N,пура́к,быыл
79,Rauch::N,шикш,буруо
80,Funke::N,сеске́м,кыым
81,Funke::N,тулйы́п,кыым
82,Feuer::N,тул,уот
83,Licht::N,со́то,уот
84,Schatten::N,ӱ́мыл,күлүк
85,Wetter::N,иге́че,күн-дьыл
86,Nebel::N,тӱтыра́,туман
87,Wolke::N,пыл,былыт
88,Regen::N,йӱр,самыыр
89,Schnee::N,лум,хаар
90,Eis::N,ий,муус
91,Frost::N,чатлама́,тымныы
92,Kälte::N,йӱ́штӧ,тымныы
93,Hitze::N,шо́кшо,куйаас
94,Raureif::N,пӧрш,кырыа
95,Raureif::N,по́кшым,кырыа
96,Regenbogen::N,шонанпы́л,кустук
97,Donner::N,кӱ́дырчӧ,этиҥ
98,Strömung::N,йо́гын,сүүрүк
99,Tropfen::N,чӱча́лтыш,таммах
100,Tropfen::N,чӱча́лтыш,хааппыла
101,Schaum::N,шоҥ,күүгэн
102,Schmutz::N,лавыра́,кир
103,See::N,ер,күөл
104,Sumpf::N,лӱ́кӧ,бадараан
105,Moor::N,куп,дьэбэрэ
106,Wiese::N,о́лык,ходуһа
107,Wald::N,чодыра́,ойуур
108,Hügel::N,арка́,булгунньах
109,Anhöhe::N,тӧва́,үрдэл
110,Anhöhe::N,кӱкшака́,үрдэл
111,Berg::N,ку́рык,хайа
112,Gipfel::N,чаҥга́,чыпчаал
113,Gipfel::N,курыкву́й,чыпчаал
114,Höhle::N,пеще́р,хайа_хаспаҕа
115,Höhle::N,пеще́р,көҥүс
116,Höhle::N,курыкпо́мыш,хайа_хаспаҕа
117,Höhle::N,курыкпо́мыш,көҥүс
118,Abhang::N,та́йыл,эниэ
119,Quelle::N,важ,дьүүктэ
120,Quelle::N,вӱдшинча́,дьүүктэ
121,Bach::N,изэҥе́р,үрүйэ
122,Fluss::N,эҥе́р,өрүс
123,Ufer::N,сер,биэрэк
124,Küste::N,вӱдтӱ́р,кытыл
125,Festland::N,мла́нде,кураанах сир
126,Meer::N,те́ҥыз,муора
127,Bucht::N,икса́,хомо
128,Bucht::N,икса́,бухта
129,Insel::N,отро́,арыы
130,Blume::N,пеле́дыш,сибэкки
131,Gras::N,шу́до,от
132,Wurzel::N,вож,силис
133,Baum::N,пуше́ҥге,мас
134,Stamm::N,йы́тыр,умнас
135,Rinde::N,шӱм,хатырык
136,Ast::N,укш,мутук
137,Zweig::N,торма́к,лабаа
138,Blatt::N,лышта́ш,сэбирдэх
139,Birke::N,куэ́,хатыҥ
140,Kiefer[Baum]::N,пӱ́нчӧ,бэс
141,Weide[Baum]::N,уа́,үөт
142,Weide[Baum]::N,уа́,талах
143,Tanne::N,кож,харыйа
144,Horn::N,шур,муос
145,Feder::N,пы́стыл,куорсун
146,Fell::N,кова́ште,тирии
147,Flügel::N,шу́лдыр,кынат
148,Klaue::N,кӱч,тыҥырах
149,Kralle::N,ла́па,баппаҕай
150,Kralle::N,копа́,баппаҕай
151,Schwanz::N,поч,кутурук
152,Ei::N,му́но,сымыыт
153,Nest::N,пыжа́ш,уйа
154,Bau::N,пыжа́ш,хороон
155,Tier::N,я́нлык,кыыл
156,Tier::N,я́нлык,харамай
157,Tier::N,живо́тный,кыыл
158,Tier::N,живо́тный,харамай
159,Herde::N,кӱ́тӱ,үөр
160,Herde::N,тӱшка́,үөр
161,Kuh::N,ушка́л,ынах
162,Bulle::N,ӱ́шкыж,оҕус
163,Pferd::N,и́мне,сылгы
164,Schaf::N,шо́рык,овца
165,Schwein::N,сӧсна́,сибиинньэ
166,Hund::N,пий,ыт
167,Katze::N,пы́рыс,куоска
168,Bär::N,маска́,эһэ
169,Eichhörnchen::N,ур,тииҥ
170,Elch::N,шо́рдо,тайах
171,Fuchs::N,ры́выж,саһыл
172,Hase::N,мера́ҥ,куобах
173,Maus::N,коля́,кутуйах
174,Wolf::N,пи́ре,бөрө
175,Vogel::N,ка́йык,көтөр
176,Schwarm::N,каша́к,бөлөх
177,Huhn::N,чы́ве,куурусса
178,Hahn::N,агыта́н,бөтүүк
179,Gans::N,ко́мбо,хаас
180,Adler::N,карагу́ш,хотой
181,Ente::N,лу́до,кус
182,Eule::N,тумна́,мэкчиргэ
183,Kranich::N,турня́,туруйа
184,Krähe::N,кора́к,тураах
185,Kuckuck::N,куку́,кэҕэ
186,Schwan::N,йӱ́ксӧ,куба
187,Fisch::N,кол,балык
188,Barsch::N,ола́ҥге,алыһар
189,Hecht::N,нуж,сордон
190,Hecht::N,чорта́н,сордон
191,Schlange[Tier]::N,ки́шке,моҕой
192,Schlange[Tier]::N,ки́шке,эриэн үөн
193,Wurm::N,шукш,үөн
194,Spinne::N,эҥыре́мыш,ооҕуй
195,Ameise::N,ку́тко,кымырдаҕас
196,Laus::N,тий,быт
197,Mücke::N,шыҥа́,кумаар
198,Fliege::N,ка́рме,сахсырҕа
199,Schmetterling::N,лы́ве,лыах
200,Schmetterling::N,лы́ве,үрүмэччи
201,Beere::N,мӧр,отон
202,Apfel::N,олма́,яблоко
203,Pilz::N,по́ҥго,тэллэй
204,Zwiebel::N,шога́н,луук
205,Saat::N,нӧ́шмӧ,сиэмэ
206,Saat::N,туш,сиэмэ
207,Korn::N,шу́рно,сиэмэ
208,Heu::N,шу́до,от
209,Schale::N,шӱм,хах
210,Grube::N,выне́м,дьаама
211,Falle::N,лӧ́дӧ,сохсо
212,Schlinge::N,о́птыш,уктаа
213,Schlinge::N,шӧрга́лтыш,уктаа
214,Spur::N,кыша́,суол
215,Asche::N,ло́мыж,күл
216,Dreck::N,лавыра́,бадараан
217,Eisen::N,кӱ́ртньӧ,тимир
218,Gold::N,шӧ́ртньӧ,көмүс
219,Gold::N,шӧ́ртньӧ,кыһыл көмүс
220,Silber::N,ший,көмүс
221,Silber::N,ший,үрүҥ көмүс
222,Kohle::N,мландышӱ́й,чох
223,Glas::N,янда́,өстүөкүлэ
224,Lehm::N,шун,туой
225,Sand::N,ошма́,кумах
226,Mensch::N,еҥ,киһи
227,Mensch::N,айде́ме,киһи
228,Mann::N,пӧръе́ҥ,эр
229,Frau::N,ӱдырама́ш,дьахтар
230,Kind::N,аза́,оҕо
231,Junge::N,рве́зе,уол
232,Mädchen::N,ӱдыра́ш,кыыс оҕо
233,Familie::N,еш,кэргэн
234,Großvater::N,коча́,эһэ
235,Großmutter::N,кова́,эбэ
236,Eltern::N,ача́-ава́,аҕа-ийэ
237,Vater::N,ача́,аҕа
238,Mutter::N,ава́,ийэ
239,Sohn::N,э́рге,уол
240,Tochter::N,ӱ́дыр,кыыс
241,Bruder::N,иза́,убай
242,Bruder::N,иза́,быраат
243,Bruder::N,шо́льо,убай
244,Bruder::N,шо́льо,быраат
245,Schwester::N,ака́,аҕас
246,Schwester::N,ака́,балыс
247,Onkel::N,иза́,таай
248,Onkel::N,иза́,абаҕа
249,Tante::N,кока́,эдьиий
250,Ehemann::N,мари́й,эр
251,Ehefrau::N,ва́те,ойох
252,Freude::N,куа́н,үөрүү
253,Freude::N,куаныма́ш,үөрүү
254,Gelächter::N,во́штылтыш,күлүү
255,Glück::N,пиа́л,дьол
256,Glück::N,пиа́л,соргу
257,Kummer::N,о́йго,кутурҕан
258,Wunsch::N,ку́мыл,баҕарыы
259,Lust::N,ку́мыл,баҕа
260,Geist::N,ӧрт,тыын
261,Geist::N,чон,тыын
262,Gedanke::N,ой,санаа
263,Gedanke::N,шоныма́ш,санаа
264,Gedächtnis::N,шарныма́ш,өй
265,Verstand::N,уш,өй
266,Sinn::N,смысл,суолта
267,Grund::N,ама́л,төрүөт
268,Wahrheit::N,чын,кырдьык
269,Gespräch::N,мутланыма́ш,бэсиэдэ
270,Gespräch::N,мутланыма́ш,кэпсэтии
271,Märchen::N,йома́к,остуоруйа
272,Erzählung::N,ойлыма́ш,кэпсээн
273,Nachricht::N,увертарыма́ш,биллэриллии
274,Neuigkeit::N,уве́р,сонун
275,Name::N,лӱм,аат
276,Rätsel::N,ту́што,таабырын
277,Rede::N,ойлыма́ш,этии
278,Sprache::N,йы́лме,тыл
279,Stimme::N,йӱк,куолас
280,Wort::N,ой,тыл
281,Wort::N,мут,тыл
282,Zeichen::N,ти́ште,бэлиэ
283,Zeichen::N,знак,бэлиэ
284,Ruf::N,ӱжма́ш,ыҥырыы
285,Lärm::N,лӱшкыма́ш,айдаан
286,Lärm::N,йӱк-йӱа́н,айдаан
287,Laut::N,йӱк,тыас
288,Ton::N,йӱксе́м,дорҕоон
289,Lied::N,му́ро,ырыа
290,Ruhe::N,ты́мык,уу чуумпу
291,Leute::N,еҥ-влак,дьон
292,Volk::N,ка́лык,дьон
293,Volk::N,ка́лык,норуот
294,Arbeit::N,паша́,үлэ
295,Gast::N,уна́,ыалдьыт
296,Geschenk::N,пӧле́к,бэлэх
297,Spiel::N,мо́дыш,оонньуу
298,Spiel::N,модма́ш,оонньуу
299,Gesellschaft::N,тӱшка́,общество
300,Hilfe::N,по́лыш,көмө
301,Freund::N,таҥ,доҕор
302,Freund::N,йолта́ш,доҕор
303,Kamerad::N,таҥ,атас
304,Angelegenheit::N,паша́,дьыала
305,Anzahl::N,чот,ахсаан
306,Art::N,вид,биис
307,Stück::N,ка́тыш,кырбас
308,Stück::N,ла́стык,кырбас
309,Teil::N,ужа́ш,ирээт
310,Hälfte::N,пел,аҥар
311,Hälfte::N,пе́ле,аҥар
312,Kreis::N,ты́ртыш,төгүрүк
313,Kreis::N,ты́ртыш,төгүрүмтэ
314,Kreuz::N,ыре́с,кириэс
315,Linie::N,ли́ний,сурааһын
316,Strich::N,коре́ш,сурааһын
317,Abstand::N,кокла́,арыт
318,Entfernung::N,тора́,ыраах
319,Entfernung::N,ку́жыт,ыраах
320,Gegend::N,кунде́м,сир
321,Platz::N,ку́мдык,арыт
322,Ort::N,вер,сир
323,Ort::N,о́лмо,сир
324,Seite::N,ӧ́рдыж,өрүт
325,Seite::N,ӧ́рдыж,сирэй
326,Mitte::N,покше́л,орто
327,Gegenstand::N,наста́,предмет
328,Sache::N,наста́,мал
329,Rand::N,тӱр,кытыы
330,Rand::N,тӱр,ойоҕос
331,Kante::N,тӱр,кырыы
332,Ecke::N,лук,муннук
333,Spitze::N,вуй,чыпчаал
334,Ende::N,муча́ш,төбө
335,Loch::N,рож,тэһэҕэс
336,Loch::N,рож,дьөлөҕөс
337,Winkel::N,лук,муннук
338,Muster::N,пеза́к,оһуор
339,Muster::N,узо́р,оһуор
340,Muster::N,ӱ́лгӧ,оһуор
341,Größe::N,кӱ́кшыт,кээмэй
342,Länge::N,ку́тыш,уста
343,Höhe::N,кӱ́кшыт,үрдүк
344,Gewicht::N,не́лыт,ыйааһын
345,Menge::N,чот,ахсаан
346,Haufen::N,кы́шыл,чөмчөх
347,Reihe::N,рада́м,кэккэ
348,Boot::N,пуш,оҥочо
349,Ruder::N,эшка́к,эрдии
350,Schlitten::N,тер,сыарҕа
351,Schlitten::N,изде́р,сыарҕа
352,Ski::N,е́че,хайыһар
353,Lagerfeuer::N,туло́то,кутаа
354,Last::N,нӧ́лтыш,ыарахан
355,Gang::N,ошкылма́ш,хаамыы
356,Schritt::N,о́шкыл,хардыы
357,Norden::N,йӱдйыма́л,хоту
358,Süden::N,кечывалве́л,соҕуруу
359,Westen::N,касве́л,арҕаа
360,Osten::N,эрве́л,илин
361,Holz::N,пу,мас
362,Brett::N,оҥа́,дуоска
363,Brett::N,оҥа́,хаптаһын
364,Platte::N,аста́р,билиитэ
365,Stütze::N,чара́к,тулааһын
366,Stange::N,лома́ш,ураҕас
367,Stock::N,тоя́,мас
368,Stock::N,тоя́,баалкы
369,Stab::N,вара́,ураҕас
370,Stab::N,кашта́,ураҕас
371,Rohr::N,пуч,турба
372,Haus::N,пӧрт,дьиэ
373,Heim::N,мӧ́ҥгӧ,дьиэ
374,Ofen::N,комака́,оһох
375,Fußboden::N,кӱва́р,муоста
376,Tisch::N,ӱсте́л,остуол
377,Stuhl::N,пӱке́н,устуул
378,Wiege::N,шепка́,биһик
379,Bett::N,ва́кшыш,кырабаат
380,Regal::N,шӧ́рлык,долбуур
381,Kiste::N,шо́ндык,дьааһык
382,Kiste::N,я́шлык,дьааһык
383,Fenster::N,окна́,түннүк
384,Tür::N,омса́,аан
385,Tor::N,капка́,аан
386,Zaun::N,сава́р,соппулуот
387,Dach::N,леве́дыш,кырыыса
388,Leiter::N,тошка́лтыш,кирилиэс
389,Besen::N,ӱштерво́штыр,миинньик
390,Spaten::N,ко́льмо,күрдьэх
391,Schaufel::N,сово́к,күрдьэх
392,Schaufel::N,су́ско,күрдьэх
393,Gabel::N,ви́лке,биилкэ
394,Löffel::N,па́не,луоска
395,Löffel::N,совла́,луоска
396,Messer::N,кӱ́зӧ,быһах
397,Nagel::N,пуда́,тоһоҕо
398,Netz::N,вапш,илим
399,Haken::N,са́гыле,көхө
400,Griff::N,кыл,ук
401,Griff::N,кыл,тутаах
402,Schloss::N,кӧгӧ́н,күлүүс
403,Bild::N,сӱре́т,хартыына
404,Figur::N,фигу́р,фигура
405,Puppe::N,курча́к,куукула
406,Beutel::N,меша́к,мөһөөччук
407,Bündel::N,арша́ш,баайыы
408,Tasche::N,сумка́,суумка
409,Eimer::N,ведра́,биэдэрэ
410,Deckel::N,ко́мдыш,хаппах
411,Geschirr::N,а́те,иһит
412,Sack::N,куль,куул
413,Sack::N,меша́к,куул
414,Tasse::N,чу́кыр,сэлиэнэй
415,Tasse::N,чашка́,сэлиэнэй
416,Topf::N,ми́ске,көстүрүүҥкэ
417,Kessel::N,под,хочуол
418,Essen::N,ко́чкыш,аһылык
419,Nahrung::N,ку́рго,ас
420,Speise::N,ко́чкыш,аһылык
421,Fleisch::N,шыл,эт
422,Getreide::N,шу́рно,злактар
423,Brei::N,пу́чымыш,хааһы
424,Brot::N,ки́нде,килиэп
425,Scheibe::N,ка́тыш,куһуок
426,Fett::N,коя́,сыа
427,Butter::N,ӱй,арыы
428,Öl::N,ӱй,арыы
429,Salz::N,шинча́л,туус
430,Suppe::N,шӱр,мин
431,Honig::N,мӱй,мүөт
432,Milch::N,шӧр,үүт
433,Tee::N,чай,чэй
434,Leder::N,сура́н,тирии
435,Leder::N,шӱ́штӧ,тирии
436,Wolle::N,пун,түү
437,Stoff::N,куэ́м,таҥас
438,Stoff::N,посто́,таҥас
439,Nadel::N,и́ме,иннэ
440,Faden::N,шӱ́ртӧ,сап
441,Knopf::N,по́лдыш,тимэх
442,Knoten::N,пышке́м,түмүк
443,Farbe::N,чия́,кырааска
444,Kleidung::N,чие́м,таҥас
445,Kleidung::N,вурге́м,таҥас
446,Hemd::N,ту́выр,ырбаахы
447,Kragen::N,сога́,саҕа
448,Ärmel::N,шокш,сиэх
449,Hose::N,йола́ш,ыстаан
450,Hose::N,йола́ш,бүрүүкэ
451,Gürtel::N,ӱ́штӧ,кур
452,Mütze::N,упш,бэргэһэ
453,Schuh::N,боти́нке,бачыыҥка
454,Stiefel::N,кем,саппыкы
455,Ring::N,шерга́ш,биһилэх
456,Band::N,тасма́,лиэнтэ
457,Band::N,ле́нте,лиэнтэ
458,Kamm::N,шерге́,тараах
459,Spiegel::N,вошто́нчыш,сиэркилэ
460,Riemen::N,кӱзанӱ́штӧ,кур
461,Schnur::N,кере́м,быа
462,Schnur::N,кандыра́,быа
463,Leine::N,вӱра́ҥ,тэһиин
464,Decke::N,леве́дыш,суорҕан
465,Decke::N,одея́л,суорҕан
466,Kissen::N,кӱ́пчык,сыттык
467,Tuch::N,шо́выч,былаат
468,Handtuch::N,со́лык,соттор
469,Kraft::N,вий,сыра
470,Kraft::N,куа́т,сыра
471,Stärke::N,куа́т,күүс
472,Stärke::N,карма́н,күүс
473,Gesundheit::N,таза́лык,доруобуйа
474,Krankheit::N,чер,ыарыы
475,Schmerz::N,ко́рштыш,ыарыы
476,Wunde::N,су́сыр,баас
477,Fieber::N,йӱштыму́ж,түрүлгэн
478,Fieber::N,йӱштыму́ж,лихорадка
479,Fieber::N,йӱштыму́ж,температура
480,Fieber::N,лихора́дке,түрүлгэн
481,Fieber::N,лихора́дке,лихорадка
482,Fieber::N,лихора́дке,температура
483,Arznei::N,эм,эмп
484,Brücke::N,кӱва́р,күргэ
485,Brunnen::N,вӱдвыне́м,холуодьас
486,Weide::N,нурше́р,мэччирэҥ
487,Pfad::N,йолго́рно,ыллык
488,Pfad::N,сокма́к,ыллык
489,Weg::N,ко́рно,суол
490,Straße::N,ко́рно,суол
491,Dorf::N,ял,дэриэбинэ
492,Stadt::N,ола́,куорат
493,Brief::N,се́рыш,сурук
494,Buch::N,книга́,кинигэ
495,Buchstabe::N,буква́,буква
496,Zeitung::N,газе́т,хаһыат
497,Leben::N,и́лыш,тыын
498,Tod::N,колыма́ш,өлүү
499,Grab::N,шӱга́р,иин
500,Kirche::N,че́рке,таҥара дьиэтэ
501,Sünde::N,су́лык,айыы
502,Gott::N,ю́мо,тангара
503,Arbeiter::N,паша́зе,үлэһит
504,Chef::N,тӧра́,баһылык
505,Chef::N,тӧра́,начальник
506,Meister::N,маста́р,уус
507,Meister::N,маста́р,маастар
508,Arzt::N,врач,врач
509,Lehrer::N,ту́ныктышо,учуутал
510,Geld::N,окса́,харчы
511,Geschäft::N,сатулыма́ш,идэ
512,Laden::N,ке́выт,маҕаһыын
513,Preis::N,ак,сыана
514,Ware::N,сату́,табаар
515,Nutzen::N,пайда́,туһа
516,Reichtum::N,поя́нлык,баай
517,Welt::N,тӱня́,аан дойду
518,Land::N,эл,дойду
519,Staat::N,кугыжа́ныш,государство
520,König::N,кугыжа́,король
521,Macht::N,власть,былаас
522,Grenze::N,грани́ца,кыраныысса
523,Krieg::N,сар,сэрии
524,Feind::N,тушма́н,өстөөх
525,Gewalt::N,виешлыма́ш,күүһүлээһин
526,Kampf::N,кредалма́ш,охсуһуу
527,Bogen[Waffe]::N,юҥе́ж,ох
528,Pfeil::N,пикш,ох
529,Gewehr::N,пыча́л,саа
530,Fehler::N,йо́ҥылыш,сыыһа
531,Lüge::N,шоя́к,сымыйа
532,Schaden::N,зия́н,хоромньу
533,Unglück::N,эҥге́к,алдьархай
534,Schuld::N,тита́к,буруй
535,Schuld::N,йола́,буруй
536,Alter::N,ийго́т,саас
537,Schluss::N,муча́ш,тиһэх
538,Zeit::N,жап,бириэмэ
539,Zeit::N,па́гыт,бириэмэ
540,Tag::N,ке́че,күн
541,Morgen::N,эр,сарсыарда
542,Mittag::N,кечыва́л,күн ортото
543,Abend::N,кас,киэһэ
544,Nacht::N,йӱд,түүн
545,Woche::N,арня́,нэдиэлэ
546,Monat::N,ты́лзе,ый
547,Jahr::N,ий,сыл
548,Jahr::N,ий,дьыл
549,Frühling::N,шо́шо,саас
550,Sommer::N,кеҥе́ж,сайын
551,Herbst::N,шы́же,күһүн
552,Winter::N,те́ле,кыһын
553,Januar::N,шоркыйол,тохсунньу
554,Januar::N,идалыкву́й,тохсунньу
555,Januar::N,янва́рь,тохсунньу
556,Februar::N,пургыж,олунньу
557,Februar::N,февра́ль,олунньу
558,März::N,ӱярня,кулун тутар
559,März::N,март,кулун тутар
560,April::N,апре́ль,муус устар ый
561,Mai::N,ага,ыам ыйа
562,Mai::N,май,ыам ыйа
563,Juni::N,пеледыш,бэс ыйа
564,Juni::N,ию́нь,бэс ыйа
565,Juli::N,сӱрем,от ыйа
566,Juli::N,ию́ль,от ыйа
567,August::N,сорла,атырдьах ыйа
568,August::N,агарма́н,атырдьах ыйа
569,August::N,а́вгуст,атырдьах ыйа
570,September::N,идым,балаҕан ыйа
571,September::N,сентя́брь,балаҕан ыйа
572,Oktober::N,шыжа,алтынньы
573,Oktober::N,октя́брь,алтынньы
574,November::N,кылме тылзе,сэтинньи
575,November::N,ноя́брь,сэтинньи
576,Dezember::N,дека́брь,ахсынньы
577,Montag::N,шо́чмо,бэнидиэнньик
578,Dienstag::N,ку́шкыжмо,оптуорунньук
579,Mittwoch::N,вӱрге́че,сэрэдэ
580,Donnerstag::N,изарня́,чэппиэр
581,Freitag::N,кугарня́,бээтинсэ
582,Samstag::N,шуматке́че,субуота
583,Sonntag::N,рушарня́,баскыһыанньа
584,groß::A,кугу́,бөдөҥ
585,groß::A,кугу́,улахан
586,klein::A,изи́,кыр
587,lang::A,кужу́,уһун
588,kurz::A,кӱ́чык,кылгас
589,breit::A,кумда́,кэтит
590,schmal::A,а́ҥысыр,кыараҕас
591,dicht::A,ну́гыдо,хойуу
592,dick[Gegenstand]::A,кӱ́жгӧ,суон
593,dick[Gegenstand]::A,кӱ́жгӧ,хойуу
594,dünn::A,ви́чкыж,чараас
595,fein::A,ты́гыде,бытархай
596,fein::A,ты́гыде,синньигес
597,fest::A,чо́ткыдо,бөҕө
598,fest::A,чо́ткыдо,кытаанах
599,flach::A,лапка́,хаптаҕай
600,glatt::A,яклака́,кылааккай
601,hart::A,пе́ҥгыде,хатан
602,hart::A,пе́ҥгыде,кытаанах
603,weich::A,пу́шкыдо,сымнаҕас
604,rund::A,йырге́шке,төгүрүк
605,spitz::A,коша́р,сытыы
606,spitz::A,коша́р,уһуктаах
607,scharf::A,пӱ́сӧ,сытыы
608,stumpf::A,токма́к,сыппах
609,schwer::A,не́ле,ыарахан
610,schön::A,сы́лне,кыраһыабай
611,heiß::A,шо́кшо,итии
612,warm::A,ле́ве,ичигэс
613,kalt::A,йӱ́штӧ,тымныы
614,kühl::A,юа́лге,сөрүүн
615,kühl::A,южгата́,сөрүүн
616,frisch::A,свежа́,ыраас
617,frisch::A,свежа́,сөрүүн
618,frisch::A,свежа́,тымныы
619,feucht::A,вӱ́дыжгӧ,сииктээх
620,nass::A,нӧ́рӧ,инчэҕэй
621,trocken::A,ку́кшо,кураан
622,voll::A,тич,толору
623,leer::A,яра́,иччитэх
624,offen::A,виш,аһаҕас
625,geschlossen::A,пе́тырыме,бүтэй
626,geschlossen::A,тӱ́чмӧ,бүтэй
627,sauber::A,ару́,сэбэр
628,sauber::A,янда́р,сэбэр
629,schmutzig::A,лавыра́н,кирдээх
630,schmutzig::A,ла́выргыше,кирдээх
631,roh::A,кӱ́чымӧ,сиикэй
632,reif::A,лӧза́,буспут
633,reif::A,лӧза́,сиппит-хоппут
634,lecker::A,ту́тло,минньигэс
635,süß::A,ше́ре,минньигэс
636,bitter::A,ко́чо,аһыы
637,sauer::A,шо́по,аһыы
638,hell::A,во́лгыдо,сырдык
639,dunkel::A,пычке́мыш,хараҥа
640,schwarz::A,шола́,хара
641,weiß::A,ош,үрүҥ
642,weiß::A,ош,маҥан
643,rot::A,йошка́р,кыһыл
644,gelb::A,сар,саһархай
645,blau::A,ка́нде,күөх
646,grün::A,ужа́р,күөх
647,grün::A,ужа́р,от күөҕэ
648,grau::A,сур,сиэрэй
649,bunt::A,олача́,эриэн
650,billig::A,шу́лдо,чэпчэки
651,teuer::A,ше́рге,сыаналаах
652,wertvoll::A,шергака́н,сыаналаах
653,blind::A,со́кыр,хараҕа суох
654,taub::A,соҥгыра́,дьүлэй
655,kräftig::A,куа́тле,модун
656,stark::A,вия́н,күүстээх
657,schwach::A,а́лдыме,мөлтөх
658,fett::A,коя́,эмис
659,schlank::A,йоштката́,дьылҕан
660,schlank::A,йоштката́,дьыпсаҕай
661,schlank::A,яжу́,дьылҕан
662,schlank::A,яжу́,дьыпсаҕай
663,hübsch::A,чеве́р,олус кэрэ
664,hübsch::A,чеве́р,көрүөхтэн үчүгэй
665,böse::A,шы́де,өһүөннээх
666,dumm::A,аҥыра́,акаары
667,faul::A,його,нэс
668,fleißig::A,ты́ршыше,кыһамньылаах
669,geizig::A,чаҥга́,иҥсэлээх
670,klug::A,уша́н,өйдөөх
671,geschickt::A,уста́,наһаа дьоҕурдаах
672,lieb::A,ала́л,тапталлаах
673,lustig::A,весела́,көрдөөх
674,sanft::A,ны́жылге,намчы
675,sanft::A,ны́жылге,сымнаҕас
676,hungrig::A,шу́жышо,аччык
677,krank::A,че́рле,ыалдьар
678,nackt::A,чарама́т,сыгынньах
679,traurig::A,ойга́н,санаарҕабыллаах
680,lebendig::A,и́лыше,тыыннаах
681,gut::A,сай,үтүө
682,gut::A,сай,үчүгэй
683,schlecht::A,уда́,куһаҕан
684,schlecht::A,шӱ́кшӧ,куһаҕан
685,richtig::A,чы́нле,сөп
686,schlimm::A,аля́к,сидьиҥ
687,schlimm::A,аля́к,быдьар
688,schlimm::A,тыра́н,сидьиҥ
689,schlimm::A,тыра́н,быдьар
690,wahr::A,чы́нле,кырдьык
691,wahr::A,настоя́щий,кырдьык
692,alt::A,то́што,былыргы
693,neu::A,у,саҥа
694,ehemalig::A,о́нчычсо,урукку
695,ehemalig::A,онда́кысе,урукку
