,Concept_ID,kk,sl
798,arm::A,дәулетсіз,ubóg
799,arm::A,дәулетсіз,réven
800,reich::A,малды,bogàt
801,bekannt::A,таныс,znán
802,bekannt::A,көзтаныс,znán
803,berühmt::A,атақты,sláven
804,berühmt::A,атақты,znamenít
805,fremd::A,бөтен,túj
806,verschieden::A,түрлі,razlíčen
807,nah::A,жуық,blížnji
808,nah::A,етене,blížnji
809,fern::A,алыс,dáleč
810,fern::A,алыстағы,dáleč
811,linker::A,сол,lévi
812,linker::A,солшыл,lévi
813,rechter::A,оң,désni
814,anderer::A,өзге,drúgi
815,anderer::A,былайғы,drúgi
816,erster::A,алғашқы,pŕvi
817,zweiter::A,екінші,drúgi
818,dritter::A,үшінші,trétji
819,letzter::A,артқы,poslédnji
820,letzter::A,кейінгі,poslédnji
821,allein::ADV,серіксіз,sám
822,auf einmal::ADV,бірден,obênem
823,zusammen::ADV,бірлесіп,skúpaj
824,lange::ADV,ұзақ,dólgo
825,plötzlich::ADV,кенет,náglo
826,plötzlich::ADV,кенет,nenádoma
827,sofort::ADV,әне-міне дегенше,prècej
828,später::ADV,артынан,poznêje
829,jetzt::ADV,енді,zdàj
830,jetzt::ADV,қазір,zdàj
831,heute::ADV,бүгін,dánes
832,morgen::ADV,ертең,jútri
833,bald::ADV,тез,kmálu
834,dann::ADV,онан соң,nató
835,dann::ADV,сонан соң,nató
836,gestern::ADV,кеше,včéraj
837,einst::ADV,бірде,nékdaj
838,einst::ADV,бір кезде,nékdaj
839,damals::ADV,анада,tedàj
840,damals::ADV,анада,takràt
841,danach::ADV,онан соң,potèm
842,danach::ADV,сонан соң,potèm
843,vorher::ADV,бұрын,poprèj
844,zuerst::ADV,әуелі,spŕva
845,zuerst::ADV,алдымен,spŕva
846,einmal::ADV,бір жолы,ênkrat
847,manchmal::ADV,кейде,včásih
848,oft::ADV,ылғи,pogósto
849,immer::ADV,өнебойы,védno
850,immer::ADV,өнебойы,zméraj
851,niemals::ADV,ешуақытта,nikdàr
852,hier::ADV,бұнда,tù
853,hier::ADV,бұнда,túkaj
854,hier::ADV,осында,tù
855,hier::ADV,осында,túkaj
856,hierhin::ADV,бермен,sèmkaj
857,von hier::ADV,бер жақтан,od tú
858,dort::ADV,анда,tàm
859,dorthin::ADV,әрі,tjà
860,geradeaus::ADV,тура,rávno napréj
861,vorwärts::ADV,ілгері,napréj
862,rückwärts::ADV,артқа,zádaj
863,zurück::ADV,кейін қарай,nazáj
864,unten::ADV,төменде,dôli
865,unten::ADV,төменде,spôdaj
866,hinab::ADV,астына,dôl
867,hinab::ADV,төмен,dôl
868,oben::ADV,жоғарыда,gôri
869,oben::ADV,жоғарыда,zgôraj
870,hinauf::ADV,өрге,gôr
871,überall::ADV,әрқайда,povsód
872,nicht::ADV,емес,ne
873,ein wenig::ADV,азырақ,málo
874,ein wenig::ADV,аздаған,málo
875,ein wenig::ADV,азғантай,málo
876,kaum::ADV,зорға,kómaj
877,sehr::ADV,орасан,zeló
878,so::ADV,бұлай,takó
879,so::ADV,былайша,takó
880,noch::ADV,әлі,še
881,nur::ADV,ғана,samó
882,schon::ADV,түге,žè
883,wieder::ADV,жаңа,spét
884,wieder::ADV,қайта,spét
885,wieder::ADV,жаңадан,spét
886,vergebens::ADV,бекер,zamàn
887,vergebens::ADV,бекер,zastónj
888,vor::PRP,алды,pred
889,hinter::PRP,артынан,za
890,unter::PRP,түп,pod
891,unter::PRP,маңында,pod
892,durch::PRP,арқылы,skózi
893,neben::PRP,іргеде,kràj
894,neben::PRP,іргеде,póleg
895,neben::PRP,жанында,kràj
896,neben::PRP,жанында,póleg
897,zwischen::PRP,арада,med
898,zwischen::PRP,арада,izmed
899,wegen::PRP,үшін,zarádi
900,dies::PRN,бұ,tó
901,dies::PRN,осы,tó
902,das::PRN,сол,tó
903,alles::PRN,дүйім,vsè
904,alles::PRN,күллі,vsè
905,ich::PRN,мен,jàz
906,du::PRN,сен,tí
907,er::PRN,ол,òn
908,wir::PRN,біз,mí
909,ihr::PRN,сіз,ví
910,sie::PRN,олар,ôni
911,was::FPRN,не,káj
912,wer::FPRN,кім,kdó
913,wo::FADV,кәні,kjé
914,wo::FADV,қайда,kjé
915,wohin::FADV,қайда,kám
916,wie::FADV,калай,kakó
917,warum::FADV,неғып,zakáj
918,wieviel::FNUM,неше,kóliko
919,wieviel::FNUM,қанша,kóliko
920,eins::NUM,бір,êden
921,zwei::NUM,екі,dvá
922,drei::NUM,үш,trí
923,vier::NUM,төрт,štíri
924,fünf::NUM,бес,pét
925,sechs::NUM,алты,šést
926,sieben::NUM,жеті,sédem
927,acht::NUM,сегіз,ósem
928,neun::NUM,тоғыз,devét
929,zehn::NUM,он,desét
930,elf::NUM,он бір,enájst
931,zwölf::NUM,он екі,dvánajst
932,zwanzig::NUM,жиырма,dvájset
933,dreißig::NUM,отыз,trídeset
934,vierzig::NUM,қырық,štírideset
935,fünfzig::NUM,елу,pétdeset
936,sechzig::NUM,алпыс,šéstdeset
937,siebzig::NUM,жетпіс,sédemdeset
938,achtzig::NUM,сексен,ósemdeset
939,neunzig::NUM,тоқсан,devétdeset
940,hundert::NUM,жүз,stó
941,tausend::NUM,мың,tísoč
942,und::CNJ,та,in
943,oder::CNJ,әлде,áli
944,oder::CNJ,немесе,áli
945,stehen::V,тұру,státi
946,sitzen::V,отыру,sedéti
947,liegen::V,жату,ležáti
948,hängen::V,ілу,viséti
949,werden::V,болу,postáti
950,werden::V,түрегелу,postáti
951,passieren::V,болу,zgodíti se
952,beginnen::V,басталу,začéti se
953,enden::V,ада болу,končáti se
954,wechseln::V,құбылу,ménjati se
955,wechseln::V,өзгеру,ménjati se
956,aufgehen[Sonne]::V,шығу,vzíti
957,untergehen[Sonne]::V,батыру,zaíti
958,scheinen[Sonne]::V,жылтырау,sijáti
959,donnern::V,күркіреу,grméti
960,wehen::V,огып тур,píhati
961,strömen::V,сорғалау,líti
962,fließen::V,ағу,têči
963,sich drehen::V,айналу,vrtéti se
964,schwanken::V,толықсу,kolébati
965,schwingen::V,тербелу,níhati
966,fallen::V,құлау,pádati
967,fallen::V,жығылу,pádati
968,fallen::V,төмендеу,pádati
969,brennen::V,жану,goréti
970,rauchen::V,түтету,kadíti se
971,regnen::V,жауу,deževáti
972,gefrieren::V,мұздай қату,zmŕzniti
973,gefrieren::V,мұз боп қату,zmŕzniti
974,tauen::V,жібу,tájati
975,schmelzen::V,еру,kopnéti
976,trocknen::V,курау,sušíti se
977,sieden::V,қайнау,kipéti
978,faulen::V,иістену,gníti
979,verfaulen::V,шіру,zgníti
980,reißen::V,жыртылу,tŕgati se
981,versinken::V,малтығу,pogrézniti se
982,vergehen::V,өту,miníti
983,erscheinen::V,көріну,pojáviti se
984,erscheinen::V,көрініп қалу,pojáviti se
985,verschwinden::V,ғайып_болу,izgíniti
986,sinken::V,ылдилау,péšati
987,sinken::V,төмендеу,péšati
988,abnehmen::V,кемітілу,pojémati
989,zunehmen::V,көбею,véčati se
990,zunehmen::V,көбею,množíti se
991,steigen::V,қобу,dvígati se
992,steigen::V,көтерілу,dvígati se
993,steigen::V,жоғарылау,dvígati se
994,wachsen::V,өсу,rásti
995,glänzen::V,жалтырау,sijáti
996,funkeln::V,жарқырау,ískriti se
997,funkeln::V,нұрлану,ískriti se
998,funkeln::V,жылтылдау,ískriti se
999,lärmen::V,шулау,ropotáti
1000,lärmen::V,шулау,razgrájati
1001,lärmen::V,шуылдау,ropotáti
1002,lärmen::V,шуылдау,razgrájati
1003,läuten::V,қоңыраулату,zvoníti
1004,klingeln::V,дыңғырлау,zvončkljáti
1005,klirren::V,дыңылдату,žvenketáti
1006,brausen::V,тасу,šuméti
1007,rauschen::V,сусылдау,šuštéti
1008,rauschen::V,сусылдау,šelestéti
1009,rauschen::V,сыбдырлау,šuštéti
1010,rauschen::V,сыбдырлау,šelestéti
1011,klingen::V,дыбыс шығару,zvenéti
1012,bellen::V,үру,lájati
1013,heulen::V,ұлу,zavíjati
1014,blasen::V,үру,píhniti
1015,pfeifen::V,ысқыру,pískati
1016,pfeifen::V,ысқыру,žvížgati
1017,schreien::V,шыңғыру,kričáti
1018,schreien::V,айғайлау,kričáti
1019,schreien::V,байбайлау,kričáti
1020,schreien::V,бажалақтау,kričáti
1021,stöhnen::V,ыңырсу,stókati
1022,stöhnen::V,ыңкылдау,stókati
1023,zittern::V,қалш,drgetáti
1024,zittern::V,қалшылдату,drgetáti
1025,leben::V,жасау,živéti
1026,leben::V,күнелту,živéti
1027,leben::V,күн көру,živéti
1028,leben::V,тіршілік ету,živéti
1029,geboren werden::V,туу,rodíti se
1030,atmen::V,дем алу,díhati
1031,atmen::V,ауа жұту,díhati
1032,trinken::V,ішу,píti
1033,trinken::V,ұрттау,píti
1034,essen::V,жеу,jésti
1035,essen::V,тамақтану,jésti
1036,schlucken::V,жұту,požírati
1037,müde werden::V,болдыру,péšati
1038,müde werden::V,болдыру,utrúditi se
1039,einschlafen::V,үйыктап калу,zaspáti
1040,schlafen::V,ұйықтау,spáti
1041,aufwachen::V,ояну,zbudíti se
1042,aufstehen::V,ояну,vstáti
1043,sich erholen::V,тынығу,oddahníti se
1044,krank werden::V,кеселдену,oboléti
1045,krank werden::V,сырқаттану,oboléti
1046,krank werden::V,ауырып қалу,oboléti
1047,krank werden::V,ауыра бастау,oboléti
1048,krank werden::V,кеселге ұшырау,oboléti
1049,krank werden::V,сырқаттанып қалу,oboléti
1050,krank sein::V,ауыру,bíti bolán
1051,krank sein::V,сырқаттану,bíti bolán
1052,schmerzen::V,ауырады,boléti
1053,husten::V,жөтелу,kášljati
1054,genesen::V,айығу,okrévati
1055,sterben::V,өлу,umréti
1056,sterben::V,қайтыс,umréti
1057,sterben::V,жантапсыру,umréti
1058,umkommen::V,өлу,pogíniti
1059,umkommen::V,қаза табу,pogíniti
1060,sich bewegen::V,жылжу,zganíti se
1061,sich rühren::V,қыбырлау,premakníti se
1062,sich erheben::V,тұру,vstájati
1063,sich erheben::V,тұру,vzdígniti se
1064,sich setzen::V,отыру,sésti
1065,hinfallen::V,жығылу,pásti dôl
1066,laufen::V,жояу жүру,hodíti
1067,schreiten::V,кадамдау,stópati
1068,spazierengehen::V,қыдыру,na sprehòd íti
1069,eilen::V,асығу,drvéti
1070,eilen::V,жеделдену,drvéti
1071,eilen::V,жедепдеу,drvéti
1072,sich beeilen::V,асығу,hitéti
1073,sich beeilen::V,жеделдену,hitéti
1074,sausen::V,заулау,dírkati
1075,rennen::V,жүгіру,dírjati
1076,springen::V,секіру,skákati
1077,klettern::V,өрмелеп шығу,plézati
1078,schaukeln::V,тербелу,kolébati
1079,kriechen::V,еңбектеу,pláziti se
1080,schwimmen::V,жүзу,plávati
1081,schwimmen::V,малту,plávati
1082,schwimmen::V,қалықтау,plávati
1083,tauchen::V,сүңгу,potápljati se
1084,rudern::V,есу,vesláti
1085,fahren::V,бару,vozíti se
1086,fahren::V,бару,peljáti se
1087,fliegen::V,ұшу,létati
1088,gehen::V,бару,íti
1089,weggehen::V,кету,odíti
1090,abfahren::V,жөнелу,odpeljáti se
1091,anhalten::V,тоқтау,ustáviti se
1092,hineingehen::V,кіру,íti nóter
1093,eintreten::V,ену,vstopíti
1094,kommen::V,жету,príti
1095,ankommen::V,келу,prispéti
1096,ankommen::V,келу,prihájati
1097,zurückkommen::V,қайту,vrníti se
1098,bleiben::V,қалу,ostáti
1099,warten::V,тосу,čákati
1100,erwarten::V,күту,pričakováti
1101,suchen::V,іздеу,iskáti
1102,finden::V,табу,nájti
1103,versuchen::V,талпыну,poskúšati
1104,vorbereiten::V,әзірлеу,pripráviti
1105,lieben::V,сүю,ljubíti
1106,mögen::V,жарату,márati
1107,mögen::V,жақсы_көру,márati
1108,lachen::V,күлу,smejáti se
1109,lachen::V,күлісу,smejáti se
1110,rühren::V,көңілін бұзу,ganíti
1111,weinen::V,жылау,jókati
1112,weinen::V,жылау,plákati
1113,schimpfen::V,ақырып-бақыру,psováti
1114,schimpfen::V,ақырып-бақыру,zmérjati
1115,sich ärgern::V,ашулану,jezíti se
1116,sich fürchten::V,сескену,báti se
1117,fürchten::V,қауіптену,báti se
1118,fürchten::V,сақсыну,báti se
1119,fliehen::V,қашу,bežáti
1120,fliehen::V,қашып кету,bežáti
1121,flüchten::V,қашу,pobégniti
1122,flüchten::V,қашып кету,pobégniti
1123,sehen::V,көру,vídeti
1124,anschauen::V,назар салу,oglédati
1125,ansehen::V,тамашалау,glédati
1126,hören::V,есту,slíšati
1127,zuhören::V,тыңдау,poslúšati
1128,zuhören::V,құлақ қою,poslúšati
1129,probieren::V,тату,poskúšati
1130,probieren::V,дәм тату,poskúšati
1131,riechen::V,иіскеу,dúhati
1132,fühlen::V,сезу,čutíti
1133,fühlen::V,сезіну,čutíti
1134,scheinen::V,болып көріну,zdéti se
1135,zu sehen sein::V,көріну,vídeti se
1136,vernehmen::V,есту,čúti
1137,vernehmen::V,есітіп қалу,čúti
1138,frieren::V,тоңу,zébsti
1139,frieren::V,жаурау,zébsti
1140,tun::V,ету,délati
1141,tun::V,істеу,délati
1142,können::V,білу,môči
1143,wollen::V,қалау,hotéti
1144,anfangen::V,бастау,začéti
1145,beenden::V,бітіру,dokončáti
1146,beenden::V,адақтау,dokončáti
1147,beenden::V,тамамдау,dokončáti
1148,beenden::V,аяқтап шығу,dokončáti
1149,aufhören::V,доғару,prenéhati
1150,gelingen::V,жолы түсу,uspéti
1151,gelingen::V,жолы түсу,posréčiti se
1152,geraten::V,калу,obnêsti se
1153,öffnen::V,ашу,odpréti
1154,öffnen::V,ашып қою,odpréti
1155,schließen::V,жабу,zapréti
1156,stellen::V,қою,postáviti
1157,stellen::V,қойдыру,postáviti
1158,setzen::V,отырғызу,posadíti
1159,legen::V,салу,položíti
1160,legen::V,калау,položíti
1161,berühren::V,тию,dotíkati se
1162,verbinden::V,байлап алу,obvézati
1163,verbinden::V,сабақтастыру,obvézati
1164,bedecken::V,бүркеу,pokríti
1165,aufhängen::V,ілу,obésiti
1166,aufhängen::V,асып қою,obésiti
1167,anzünden::V,тұтату,zažgáti
1168,aufheben::V,көтеру,vzdígniti
1169,zurücklassen::V,қалдыру,zapustíti
1170,verlieren::V,жоғалту,izgubíti
1171,fallen lassen::V,құлатып алу,navréči
1172,fallen lassen::V,қолдан түсіріп алу,navréči
1173,machen::V,ету,naredíti
1174,machen::V,ету,napráviti
1175,machen::V,жасау,naredíti
1176,machen::V,жасау,napráviti
1177,machen::V,жасап шығару,naredíti
1178,machen::V,жасап шығару,napráviti
1179,herstellen::V,жасап шығару,izdélati
1180,bauen::V,тұрғызу,gradíti
1181,reparieren::V,оңдау,popráviti
1182,verbessern::V,дұрыстау,izbóljšati
1183,ändern::V,өзгерту,spremeníti
1184,graben::V,үңгу,kopáti
1185,graben::V,үңгу,grêbsti
1186,beugen::V,буғу,upogníti
1187,biegen::V,ию,zavíjati
1188,biegen::V,майыстыру,zavíjati
1189,drehen::V,айналдыру,vrtéti
1190,wenden::V,екінші жағын айналдыру,obrníti
1191,umdrehen::V,бұру,zasúkati
1192,heben::V,көтеру,dvígati
1193,hochheben::V,жоғарылату,privzdígniti
1194,hochheben::V,көтеру,privzdígniti
1195,ergreifen::V,бас_салу,zgrábiti
1196,ergreifen::V,шап_беріп_ұстап_алу,zgrábiti
1197,ergreifen::V,шап_беру,zgrábiti
1198,ergreifen::V,шап_ете_түсу,zgrábiti
1199,halten::V,тұту,držáti
1200,halten::V,ұстау,držáti
1201,drücken::V,басу,tiščáti
1202,schieben::V,итеру,ríniti
1203,kratzen::V,қыру,práskati
1204,lecken::V,жалау,lízati
1205,beißen::V,қабу,grísti
1206,beißen::V,тістеу,grísti
1207,beißen::V,қауып алу,grísti
1208,abreißen::V,үзу,odtŕgati
1209,abschneiden::V,қырқу,odrézati
1210,binden::V,байланыстыру,vézati
1211,binden::V,байлап_алу,vézati
1212,binden::V,байластыру,vézati
1213,binden::V,байлау,vézati
1214,binden::V,буу,vézati
1215,binden::V,матау,vézati
1216,binden::V,сабақтастыру,vézati
1217,binden::V,ұштастыру,vézati
1218,stecken::V,сұғу,vtakníti
1219,brechen::V,сындыру,lomíti
1220,klopfen::V,қағу,tólči
1221,hauen::V,соғу,séči
1222,kleben::V,желімдеу,lépiti
1223,reiben::V,үйкеу,tréti
1224,reiben::V,үйкеу,dŕgniti
1225,streichen::V,сүйкеу,namázati
1226,schleifen::V,егеу,brúsiti
1227,schleifen::V,қайрау,brúsiti
1228,schleifen::V,егеулеу,brúsiti
1229,schneiden::V,кесу,rézati
1230,rütteln::V,қозғау,strésti
1231,rütteln::V,жұлмалау,strésti
1232,schütteln::V,дірілдету,majáti
1233,schütteln::V,селкілдету,majáti
1234,schwenken::V,бұлғау,obrníti
1235,schwenken::V,сермеу,obrníti
1236,schütten::V,құю,sípati
1237,füllen::V,толтыру,napolníti
1238,einwickeln::V,орау,zavíti
1239,tragen::V,алып жүру,nêsti
1240,schleppen::V,тарту,vláčiti
1241,ziehen::V,тарту,vléči
1242,aufbewahren::V,сақтау,shranjeváti
1243,werfen::V,лақтыру,lúčati
1244,fangen::V,қармау,ujéti
1245,fangen::V,қағып алу,ujéti
1246,packen::V,шап беру,prijéti
1247,packen::V,шап ете түсу,prijéti
1248,packen::V,шап беріп ұстап алу,prijéti
1249,verstecken::V,тығу,skríti
1250,verstecken::V,жасыру,skríti
1251,teilen::V,бөлу,razdelíti
1252,schicken::V,жіберу,pošíljati
1253,bringen::V,әкелу,prinêsti
1254,bringen::V,алып келу,prinêsti
1255,hinzufügen::V,қосу,pristáviti
1256,hinzufügen::V,үстеу,pristáviti
1257,bekommen::V,алу,dobíti
1258,erhalten::V,алмақ,prejéti
1259,nehmen::V,алу,vzéti
1260,nehmen::V,алмақ,vzéti
1261,wählen::V,таңдау,izbírati
1262,auswählen::V,екшеу,izbráti
1263,auswählen::V,саралау,izbráti
1264,auswählen::V,сұрыптау,izbráti
1265,auswählen::V,сайлап алу,izbráti
1266,bewahren::V,сақтау,ohraníti
1267,behindern::V,оралғы болу,ovírati
1268,verderben::V,бүлдіру,pokváriti
1269,beschädigen::V,бұзу,poškodováti
1270,zerbrechen::V,уату,razlomíti
1271,zerreißen::V,жырту,raztŕgati
1272,zerstören::V,қирату,razrúšiti
1273,zerstören::V,талқандау,razrúšiti
1274,verbrennen::V,өртеу,sežgáti
1275,verbrennen::V,жандыру,sežgáti
1276,verbrennen::V,өртеп жіберу,sežgáti
1277,verbrennen::V,жандырып жіберу,sežgáti
1278,geben::V,беру,dáti
1279,reichen::V,беру,séči
1280,reichen::V,беру,molíti
1281,schenken::V,тарту,podáriti
1282,versprechen::V,уәде беру,obljubíti
1283,wünschen::V,тілеу,vóščiti
1284,loben::V,мақтау,hváliti
1285,loben::V,дәріптеу,hváliti
1286,küssen::V,сүю,poljubováti
1287,wiegen::V,тербеу,zíbati
1288,zudecken::V,бүркеу,pokríti
1289,wecken::V,ояту,zbudíti
1290,zeigen::V,көрсету,pokázati
1291,führen::V,ерту,vêsti
1292,führen::V,жетектеу,vêsti
1293,lehren::V,оқыту,učíti
1294,unterrichten::V,оқыту,poučeváti
1295,aufziehen::V,бағу,vzgojíti
1296,leiten::V,басқару,uprávljati
1297,leiten::V,жетекшілік ету,uprávljati
1298,antreiben::V,асықтыру,goníti
1299,lassen::V,-ткізу,povzročíti
1300,lassen::V,мәжбүр ету,povzročíti
1301,einladen::V,шақыру,povábiti
1302,vereinigen::V,біріктіру,zdrúžiti
1303,vereinigen::V,біріктіріп қою,zdrúžiti
1304,besuchen::V,кіріп шығу,obiskáti
1305,besuchen::V,барып шығу,obiskáti
1306,treffen::V,кездесу,pogodíti
1307,sich versammeln::V,топталу,zbráti se
1308,spielen::V,ойнау,igráti se
1309,singen::V,сайрау,péti
1310,tanzen::V,билеу,plésati
1311,sich trennen::V,айрылысу,ločíti se
1312,verlassen::V,тастау,zapustíti
1313,retten::V,құтқару,réšiti
1314,bewachen::V,күзету,strážiti
1315,schützen::V,жақтау,sčítiti
1316,schützen::V,жақтасу,sčítiti
1317,verteidigen::V,қорғау,braníti
1318,sich schlagen::V,алысу,têpsti se
1319,schießen::V,ату,stréljati
1320,siegen::V,жеңу,zmágati
1321,ärgern::V,ашуландыру,jezíti
1322,ärgern::V,ашуландыру,razbúriti
1323,schlagen::V,ұру,têpsti
1324,schlagen::V,ұру,udáriti
1325,treten::V,тебу,teptáti
1326,stechen::V,шаншу,ubôsti
1327,stoßen::V,түрту,peháti
1328,stoßen::V,түрту,drégniti
1329,stehlen::V,ұрлау,ukrásti
1330,stehlen::V,ұрлау,pokrásti
1331,stören::V,кесірлен,motíti
1332,belästigen::V,мазасын алу,nadlegováti
1333,verbergen::V,сездірмеу,skríti
1334,täuschen::V,жалған айту,slepíti
1335,betrügen::V,алдау,várati
1336,betrügen::V,алдау,ogoljufáti
1337,betrügen::V,алдап кету,várati
1338,betrügen::V,алдап кету,ogoljufáti
1339,betrügen::V,ақымақ қылу,várati
1340,betrügen::V,ақымақ қылу,ogoljufáti
1341,töten::V,құрту,ubíti
1342,töten::V,өлтіру,ubíti
1343,wohnen::V,мекендеу,prebívati
1344,wohnen::V,өмір сүру,prebívati
1345,arbeiten::V,істеу,délati
1346,arbeiten::V,еңбектену,délati
1347,sammeln::V,жыю,zbráti
1348,pflücken::V,жұлу,obráti
1349,jagen::V,аулау,lovíti
1350,fischen::V,балык_аулау,ribáriti
1351,fassen::V,ұстау,zajéti
1352,hüten::V,жаю,pásti
1353,hüten::V,бағу,pásti
1354,treiben::V,айдау,pogánjati
1355,anbinden::V,байлау,privézati
1356,füttern::V,ас ішкізу,kŕmiti
1357,füttern::V,азықтандыру,kŕmiti
1358,füttern::V,қоректендіру,kŕmiti
1359,melken::V,сауу,mólsti
1360,hacken::V,турау,sékati
1361,gießen::V,суару,ulíti
1362,reifen::V,жетілу,zoréti
1363,zubereiten::V,даяр ету,pripráviti
1364,kochen::V,асу,kúhati
1365,backen::V,пісіру,cvréti
1366,braten::V,қуыру,pêči
1367,umrühren::V,былғалау,preméšati
1368,umrühren::V,сапырылыстыру,preméšati
1369,stricken::V,торлау,plêsti
1370,stricken::V,тоқу,plêsti
1371,nähen::V,тігу,šívati
1372,färben::V,бояу,bárvati
1373,färben::V,сырлау,bárvati
1374,reinigen::V,аршу,očístiti
1375,reinigen::V,тазалау,očístiti
1376,waschen::V,жуу,opráti
1377,abwischen::V,сүрту,obrísati
1378,spülen::V,шаю,splakováti
1379,fegen::V,сыпыру,pométati
1380,kehren::V,сыпыру,mésti
1381,baden::V,шомылу,kópati se
1382,sich waschen::V,жуыну,umíti se
1383,ausziehen::V,шешу,izvléči
1384,anziehen::V,кигізу,obléči
1385,sich anziehen::V,киіну,obléči se
1386,kämmen::V,тарау,česáti
1387,schmücken::V,әсемдеу,okrasíti
1388,schmücken::V,мәнерлеу,okrasíti
1389,schmücken::V,көріктендіру,okrasíti
1390,sagen::V,деу,dejáti
1391,sagen::V,айту,dejáti
1392,sprechen::V,деу,govoríti
1393,sprechen::V,айту,govoríti
1394,reden::V,сөйлеу,rêči
1395,reden::V,сөйлесу,rêči
1396,reden::V,тіл қатысу,rêči
1397,sich unterhalten::V,сұхбаттасу,razgovárjati se
1398,fragen::V,сұрау,vprášati
1399,bitten::V,өтіну,prosíti
1400,bitten::V,жалыну,prosíti
1401,erzählen::V,айту,práviti
1402,mitteilen::V,білдіру,naznániti
1403,nennen::V,атау,imenováti
1404,rufen::V,шақыру,klícati
1405,prahlen::V,бөсу,baháti se
1406,übersetzen::V,аудару,prevêsti
1407,denken::V,ойлау,mísliti
1408,glauben::V,нану,verjéti
1409,glauben::V,илану,verjéti
1410,bemerken::V,аңғару,opáziti
1411,erkennen::V,тану,spoznáti
1412,begreifen::V,ұғу,pôjmiti
1413,begreifen::V,аңғарып алу,pôjmiti
1414,verstehen::V,пайым,razuméti
1415,verstehen::V,түсіну,razuméti
1416,lernen::V,оқу,učíti se
1417,wissen::V,хабардар болу,znáti
1418,wissen::V,хабардар болу,védeti
1419,sich erinnern an::V,еске түсіру,spómniti se
1420,vergessen::V,ұмыту,pozábiti
1421,messen::V,өлшеу,mériti
1422,zählen::V,санау,štéti
1423,rechnen::V,санап шығару,račúnati
1424,rechnen::V,санап шығу,račúnati
1425,rechnen::V,санау,račúnati
1426,lesen::V,оқу,bráti
1427,lesen::V,оқу,čítati
1428,malen::V,сурет салу,slíkati
1429,zeichnen::V,сурет салу,rísati
1430,schreiben::V,жазу,písati
1431,besitzen::V,болу,iméti
1432,kaufen::V,алу,kupíti
1433,kaufen::V,әперу,kupíti
1434,verkaufen::V,сату,prodáti
1435,bezahlen::V,төлеу,pláčati
1436,bezahlen::V,ақы беру,pláčati
1437,bezahlen::V,ақы төлеу,pláčati
1438,zahlen::V,төлеу,plačeváti
1439,beherrschen::V,билеу,obvládati
1440,ertragen::V,төзу,prenêsti
1441,ertragen::V,шыдау,prenêsti
