,Concept_ID,kl,tt
737,zusammen::ADV,attaasa,бергә
738,zusammen::ADV,attarmik,бергә
739,lange::ADV,akuni,озак
740,plötzlich::ADV,tassanngaannaq,искәрмәстән
741,sofort::ADV,erniinnaq,хәзер
742,später::ADV,kingorna,соңрак
743,jetzt::ADV,maanna,хәзер
744,jetzt::ADV,massakkut,хәзер
745,heute::ADV,ullumi,бүген
746,morgen::ADV,aqagu,иртәгә
747,bald::ADV,erniinnaq,тиздән
748,dann::ADV,taava,аннары
749,gestern::ADV,ippassaq,кичә
750,einst::ADV,ataatsimik,берчак
751,einst::ADV,ilaanni,берчак
752,damals::ADV,taamani,ул вакытта
753,damals::ADV,taamani,ул чакта
754,damals::ADV,taamanikkut,ул вакытта
755,damals::ADV,taamanikkut,ул чакта
756,damals::ADV,taassumuunakkut,ул вакытта
757,damals::ADV,taassumuunakkut,ул чакта
758,danach::ADV,taava,да
759,vorher::ADV,siornagut,элек
760,einmal::ADV,ilaanni,бер
761,einmal::ADV,ilaanni,бер мәртәбә
762,einmal::ADV,ataatsimik,бер
763,einmal::ADV,ataatsimik,бер мәртәбә
764,manchmal::ADV,qaqutigu,кайчакта
765,manchmal::ADV,qaqutigut,кайчакта
766,oft::ADV,akulikitsumik,еш
767,immer::ADV,tamatigut,һәркайчан
768,hier::ADV,maani,монда
769,hier::ADV,maani,биредә
770,hierhin::ADV,maani,монда
771,dorthin::ADV,ikuuna,тегеләй
772,geradeaus::ADV,narlumut,турыдан-туры
773,vorwärts::ADV,pilangavoc,алга
774,rückwärts::ADV,kingumut,кире
775,rückwärts::ADV,tunumut or tunummut,кире
776,zurück::ADV,kingumut,кире
777,zurück::ADV,tunumut or tunummut,кире
778,unten::ADV,kana,түбәндә
779,hinab::ADV,qiviu,аска
780,überall::ADV,tamaginni,hәркайда
781,überall::ADV,tamani tamaani,hәркайда
782,kaum::ADV,qaqutigorsuaq,көчкә
783,sehr::ADV,assut,бик
784,noch::ADV,qeratavoq,янә
785,noch::ADV,qeratavoq,тагын
786,schon::ADV,taava-una,инде
787,wieder::ADV,kingumut,янә
788,wieder::ADV,kingumut,тагын
789,vergebens::ADV,angiluk,юкка
790,dies::PRN,manna,бу
791,dies::PRN,matuma,бу
792,das::PRN,ua,ул
793,ich::PRN,uanga,мин
794,du::PRN,illit,син
795,er::PRN,una,ул
796,wir::PRN,uagut,без
797,ihr::PRN,ilissi,сез
798,sie::PRN,uku,ул
799,was::FPRN,aat?,ни
800,was::FPRN,aat?,нәрсә
801,wer::FPRN,kikkut,кем
802,wo::FADV,sumi,кайда
803,wohin::FADV,sumut,кая
804,wie::FADV,qanoq,ничек
805,warum::FADV,sooq,нигә
806,wieviel::FNUM,qassit,ничә
807,wieviel::FNUM,qanoq atsigisumik?,ничә
808,eins::NUM,ataaseq,бер
809,zwei::NUM,marluk,ике
810,drei::NUM,pingasut,өч
811,vier::NUM,sisamat,дүрт
812,vier::NUM,qajuusat,дүрт
813,fünf::NUM,tallimat,биш
814,sechs::NUM,arfineq,алты
815,sechs::NUM,arfinillit,алты
816,sieben::NUM,arfineq-marluk,җиде
817,acht::NUM,arfineq pingasut,сигез
818,neun::NUM,qulingiluat,тугыз
819,neun::NUM,arfineq sisamat,тугыз
820,zehn::NUM,qulit,ун
821,elf::NUM,aqqaneq,унбер
822,zwölf::NUM,aqqaneq-marluk,унике
823,zwanzig::NUM,tyve,егерме
824,dreißig::NUM,tredive,утыз
825,dreißig::NUM,pingasunik qulillit,утыз
826,vierzig::NUM,fyrre,кырык
827,fünfzig::NUM,halvtreds,илле
828,fünfzig::NUM,tallimanik qulillit,илле
829,sechzig::NUM,tres,алтмыш
830,siebzig::NUM,halvfjerds,җитмеш
831,achtzig::NUM,firs,сиксән
832,neunzig::NUM,halvfems,туксан
833,hundert::NUM,et hundrede,йөз
834,tausend::NUM,et tusinde,мең
835,und::CNJ,aamma,вә
836,oder::CNJ,imalluunnit,яки
837,oder::CNJ,imalluunnit,яисә
838,stehen::V,sikingavoq,тору
839,sitzen::V,ingippoq,утыру
840,liegen::V,nalavoq,яту
841,liegen::V,aqupivoq,яту
842,hängen::V,nivinngarpaa,эленү
843,werden::V,pinngorpoq,булу
844,passieren::V,pivoq,булу
845,beginnen::V,aallarnerpaa,башлану
846,enden::V,naggaserpaa,бетү
847,wechseln::V,immikkut ilivoq,үзгәртү
848,untergehen[Sonne]::V,ilioqqaasoq,бату
849,scheinen[Sonne]::V,qinnorpoq,яктырту
850,scheinen[Sonne]::V,qinngorpoq,яктырту
851,donnern::V,kalleq,күкрәү
852,wehen::V,timmivoq,исү
853,sich drehen::V,ipippaa,бөтерелү
854,schwanken::V,aalavoq,икеләнү
855,schwingen::V,issakajaat or issakatsiaarut,тирбәлү
856,fallen::V,quasivaa,егылу
857,brennen::V,seerpoq,яну
858,brennen::V,uuppaa,яну
859,rauchen::V,pujoorpoq,төтәү
860,rauchen::V,pujoorpoq,төтенләү
861,regnen::V,siallerpoq,яву
862,gefrieren::V,qiulerpoq,кату
863,tauen::V,aappoq,эрү
864,tauen::V,aappoq,эретү
865,schmelzen::V,aappoq,эрү
866,schmelzen::V,aappoq,эретү
867,schmelzen::V,aatsippaa,эрү
868,schmelzen::V,aatsippaa,эретү
869,trocknen::V,panerserpaa,кибү
870,sieden::V,qalappoq,ургылу
871,reißen::V,qulli,өзелү
872,reißen::V,alittorpaa,өзелү
873,reißen::V,kimillanneq,өзелү
874,versinken::V,kivivaa,бату
875,versinken::V,apparpoq,бату
876,vergehen::V,qaangerpaa,авышу
877,vergehen::V,sarsuppoq,авышу
878,erscheinen::V,takutippoq,пәйда булу
879,sinken::V,kivivaa,кимү
880,sinken::V,kivivaa,кайту
881,sinken::V,apparpoq,кимү
882,sinken::V,apparpoq,кайту
883,abnehmen::V,ikillipput,азаю
884,zunehmen::V,allisippaa,арту
885,zunehmen::V,allisippaa,күбәю
886,zunehmen::V,allisippaa,ишәю
887,steigen::V,allisippaa,үсү
888,wachsen::V,allivoq,үсү
889,glänzen::V,qinngorpoq,ялкылдау
890,glänzen::V,qinnorpoq,ялкылдау
891,funkeln::V,uisorilavoq,ялтырау
892,läuten::V,avilualaarpoq,шалтырату
893,klingeln::V,aviluarpoq,шалтырату
894,klingeln::V,aviluarpaluppoq,шалтырату
895,brausen::V,ittuk,давыллау
896,brausen::V,ittuk,дулау
897,brausen::V,ittuppoq,давыллау
898,brausen::V,ittuppoq,дулау
899,brausen::V,ittuppaluppoq,давыллау
900,brausen::V,ittuppaluppoq,дулау
901,bellen::V,qiluppoq,өрү
902,heulen::V,maarpoq,улау
903,heulen::V,maalavoq,улау
904,heulen::V,miaggoorpoq,улау
905,blasen::V,aporneq,өрү
906,pfeifen::V,siggartartitsivoq,сызгырту
907,pfeifen::V,siorsulavoq,сызгырту
908,schreien::V,suaarpoq,кычкыру
909,stöhnen::V,nipiliorpoq,ыңгырашу
910,stöhnen::V,nipilliorpoq,ыңгырашу
911,zittern::V,qarsulivik,калтырау
912,zittern::V,qarsulivik,калтырану
913,leben::V,inuuvoq,яшәү
914,leben::V,inuuvoq,гомер итү
915,geboren werden::V,inuuvoq,туу
916,geboren werden::V,inunngorpoq,туу
917,atmen::V,anersaarpoq,сулау
918,trinken::V,imerpoq,эчү
919,essen::V,tamorpoq,ашау
920,schlucken::V,tuluarnaq,йоту
921,einschlafen::V,sinippoq,йокыга китү
922,schlafen::V,sinik,йоклау
923,aufwachen::V,iterpoq,уяну
924,aufwachen::V,eqqumavoq,уяну
925,aufstehen::V,makippoq,тору
926,sich erholen::V,qasuerserpoq,ял алу
927,sich erholen::V,qasuerserpoq,истирахәт итү
928,schmerzen::V,anneraa,авырту
929,schmerzen::V,annernarpoq,авырту
930,husten::V,quersorpoq,ютәлләү
931,genesen::V,ajunngissivoq,савыгу
932,genesen::V,ajunngissivoq,сәламәтләнү
933,genesen::V,ilisimmarpoq,савыгу
934,genesen::V,ilisimmarpoq,сәламәтләнү
935,genesen::V,ilorrippoq,савыгу
936,genesen::V,ilorrippoq,сәламәтләнү
937,sterben::V,toquvoq,үлү
938,sterben::V,toquvoq,дөнья кую
939,sterben::V,toquvoq,вафат булу
940,sich bewegen::V,ingerlavoq,йөрү
941,sich setzen::V,ingippoq,утыру
942,laufen::V,arpappoq,җәяүләү
943,schreiten::V,ingerlavoq,атлау
944,spazierengehen::V,utertakajaarpoq,йөрү
945,spazierengehen::V,utertakajaarpoq,йөргенү
946,spazierengehen::V,utertakattajaarpoq,йөрү
947,spazierengehen::V,utertakattajaarpoq,йөргенү
948,eilen::V,qaa qaa,ашыгу
949,eilen::V,qiilasaarpoq,ашыгу
950,eilen::V,ingerlasaarpaa,ашыгу
951,sich beeilen::V,tuaviorpoq,ашыгу
952,sich beeilen::V,tuaviorpoq,кызулау
953,sausen::V,uiguut,җилдерү
954,rennen::V,igivoq,йөгерү
955,springen::V,upernassaq,сикерү
956,klettern::V,pilaakkeerpoq,үрмәләү
957,schaukeln::V,aalavoq,атыну
958,schwimmen::V,naluppoq,йөзү
959,tauchen::V,allorpoq,чуму
960,rudern::V,ipuppaa,ишү
961,fahren::V,qimusserpoq,бару
962,fliegen::V,timmivoq,очу
963,weggehen::V,piiarpoq,китү
964,anhalten::V,unitsippaa,тукталу
965,hineingehen::V,timaappaa,инү
966,eintreten::V,allattorpaa,инү
967,kommen::V,qaa-,килү
968,kommen::V,pivaa,килү
969,ankommen::V,tikippoq,бару
970,zurückkommen::V,angerlarpoq,кире кайту
971,bleiben::V,uninngavoq,калу
972,warten::V,paavoq,көтү
973,warten::V,utaqqivoq,көтү
974,suchen::V,nivivaa,эзләү
975,finden::V,nanivaa,табу
976,versuchen::V,uuppaa,маташу
977,versuchen::V,ussersarpaa,маташу
978,vorbereiten::V,piareersarpaa,хәзерләү
979,lieben::V,asavaa,сөю
980,lieben::V,asavaa,ярату
981,mögen::V,akaaraa,өнәү
982,rühren::V,qeerlerpaa,дулкынландыру
983,weinen::V,qiavoq,елау
984,schimpfen::V,qatimaarpoq,сүгү
985,schimpfen::V,qatimaarpoq,сүгенү
986,sich ärgern::V,ugguutigaa,ачулану
987,sich fürchten::V,eqqanaarpoq,курку
988,fürchten::V,ersigaa,калтырау
989,fürchten::V,ersigaa,калтырану
990,fliehen::V,qimaavoq,арка бирү
991,flüchten::V,allikarfigaa,качу
992,sehen::V,isigaa,күрү
993,ansehen::V,alaatsinaappaa,карау
994,ansehen::V,alaatsinaappaa,күзәтү
995,hören::V,tusarpaa,ишетү
996,zuhören::V,naalappoq,тыңлау
997,riechen::V,tipippoq,иснәү
998,fühlen::V,misigaa,тою
999,fühlen::V,misigaa,сизү
1000,scheinen::V,takutippoq,күренү
1001,frieren::V,qiiavoq,өшү
1002,frieren::V,qiiavoq,күшегү
1003,tun::V,iliorpoq,итү
1004,wollen::V,piumavaa,теләү
1005,anfangen::V,pilerpoq,керешү
1006,beenden::V,naggaserpaa,бетерү
1007,beenden::V,naggaserpaa,тәмамлау
1008,aufhören::V,naammatsippaa,бетү
1009,öffnen::V,ammarpaa,ачу
1010,schließen::V,matuaa,ябу
1011,stellen::V,ilivaa,кую
1012,stellen::V,iliorarpai,кую
1013,stellen::V,ilioqqarpai,кую
1014,setzen::V,iliorarpai,утырту
1015,setzen::V,ilioqqarpai,утырту
1016,legen::V,ilivaa,яткыру
1017,berühren::V,attorpaa,тию
1018,verbinden::V,taperserpaa,ялгау
1019,bedecken::V,iikkerpaa,өрту
1020,bedecken::V,iikkerpaa,каплау
1021,bedecken::V,iikkerpaa,томалау
1022,bedecken::V,iikkersorpaa,өрту
1023,bedecken::V,iikkersorpaa,каплау
1024,bedecken::V,iikkersorpaa,томалау
1025,aufhängen::V,inivaa,асу
1026,aufhängen::V,iniorarpai,асу
1027,anzünden::V,saggaavoq,кабызу
1028,aufheben::V,allisippaa,күтәрү
1029,zurücklassen::V,aallarpoq,калдыру
1030,verlieren::V,annaavaa,югалту
1031,fallen lassen::V,nakkaavaa,төшерү
1032,machen::V,iliorpoq,ясау
1033,machen::V,iliorpoq,эшләү
1034,herstellen::V,anillatsippaa,ясау
1035,bauen::V,marrarterpaa,кору
1036,reparieren::V,iluarsaappaa,төзәтү
1037,verbessern::V,naqqippaa,яхшырту
1038,graben::V,assappaa,казу
1039,beugen::V,qappappoq,ию
1040,biegen::V,qappappoq,бөгү
1041,wenden::V,assappaa,бору
1042,wenden::V,assakarpoq,бору
1043,umdrehen::V,assakartippaa,түнтәрү
1044,heben::V,kivippaa,күтәрү
1045,hochheben::V,kissumiarpaa,күтәрү
1046,ergreifen::V,isaappaa,эләктерү
1047,ergreifen::V,isaguppaa,эләктерү
1048,halten::V,minarpaa,тоту
1049,drücken::V,naqittaat,кысу
1050,kratzen::V,qitsuppaa,тырнау
1051,lecken::V,aluppaa,ялау
1052,beißen::V,kiivaa,тешләү
1053,abreißen::V,aqqarpaa,өзү
1054,abreißen::V,isaterpaa,өзү
1055,abschneiden::V,kipivaa,кыю
1056,abschneiden::V,kipivaa,кисү
1057,binden::V,kakkersarpaa,бәйләү
1058,stecken::V,kussunneq,төртү
1059,stecken::V,kussunneq,тыгу
1060,brechen::V,nallorpaa,сындыру
1061,klopfen::V,pattappaa,шаку
1062,klopfen::V,pattappaa,шакылдау
1063,hauen::V,aqivaa,кыйнау
1064,kleben::V,qaappoq,ябыштыру
1065,reiben::V,tagiarpaa,ышку
1066,reiben::V,tangiarpaa,ышку
1067,streichen::V,erlerpoq,ягу
1068,schleifen::V,sequppaa,кайрау
1069,schneiden::V,uullivoq,кисү
1070,schütteln::V,aalavoq,селкетү
1071,schwenken::V,issarpoq,болгау
1072,füllen::V,immerpaa,тутыру
1073,einwickeln::V,immoqquserpaa,төрү
1074,tragen::V,maqippaa,ташу
1075,tragen::V,assartorpoq,ташу
1076,schleppen::V,assartorpoq,сөйрәү
1077,schleppen::V,assartorpoq,өстерәү
1078,ziehen::V,kalippaa,тарту
1079,ziehen::V,kalissarpoq,тарту
1080,aufbewahren::V,toqqorpaa,саклау
1081,werfen::V,kuivaa,ыргыту
1082,fangen::V,anguaa,тоту
1083,verstecken::V,anngigaa,яшерү
1084,teilen::V,agguut,бүлү
1085,teilen::V,agguusersorpaa,бүлү
1086,schicken::V,nassiuppaa,җибәрү
1087,bringen::V,aggiuppaa,китерү
1088,bringen::V,nassataraa,китерү
1089,bekommen::V,tiguaa,алу
1090,erhalten::V,tiguaa,алу
1091,nehmen::V,pivoq,алу
1092,nehmen::V,tiguaa,алу
1093,bewahren::V,sukkunik simerserpaa,саклау
1094,verderben::V,asiutippaa,бозу
1095,verderben::V,piuneerunnerit,бозу
1096,zerbrechen::V,ukuvoq,вату
1097,zerreißen::V,tisavaa,өзү
1098,zerreißen::V,tisavaa,ерту
1099,zerreißen::V,alittorpaa,өзү
1100,zerreißen::V,alittorpaa,ерту
1101,zerstören::V,aserorpaa,җимерү
1102,verbrennen::V,seerpoq,яндыру
1103,verbrennen::V,seerpoq,көйдерү
1104,geben::V,pivoq,бирү
1105,versprechen::V,neriorsorpaa,вәгъдә бирү
1106,wünschen::V,kissaat,котлау
1107,loben::V,nersorpaa,мактау
1108,loben::V,nersornaat,мактау
1109,küssen::V,kunippaa,үбү
1110,küssen::V,kunissorpaa,үбү
1111,zudecken::V,majorpaa,ябу
1112,zudecken::V,majorpaa,бөркәү
1113,wecken::V,itersarpaa,уяту
1114,zeigen::V,tikkuuppaa,күрсәтү
1115,führen::V,tasissiuppaa,йөртү
1116,führen::V,ilitsersorpaa,йөртү
1117,führen::V,tasissersuuppaa,йөртү
1118,lehren::V,ilinniartippaa,өйрәтү
1119,unterrichten::V,ajoqerpaa,укыту
1120,unterrichten::V,ajoqersorpaa,укыту
1121,unterrichten::V,ilinniartitsivoq,укыту
1122,aufziehen::V,inororsarpaa,асрау
1123,leiten::V,iluatsippaa,җитәкләү
1124,antreiben::V,ikusimmippaa,куалау
1125,antreiben::V,ikusimmippaa,әйдәләү
1126,antreiben::V,ikusimmippaa,ашыктыру
1127,einladen::V,qaaqquaa,чакыру
1128,einladen::V,qaasarpaa,чакыру
1129,vereinigen::V,taperserpaa,берләштерү
1130,besuchen::V,tikeraarpaa,керешү
1131,treffen::V,aporappaa,очрату
1132,sich versammeln::V,majorpoq,җыелышу
1133,spielen::V,pinnguarpoq,уйнау
1134,singen::V,erinarsorpoq,җырлау
1135,tanzen::V,qitippoq,бию
1136,sich trennen::V,immikkoortippaa,аерылу
1137,sich trennen::V,immikkoortippaa,ташлашу
1138,retten::V,annaappaa,коткару
1139,schützen::V,eriagaa,ышыклау
1140,schützen::V,pineqartaalivaa,ышыклау
1141,schießen::V,aallaavaa,ату
1142,schießen::V,piseriuppaa,ату
1143,ärgern::V,ninngassarpaa,ачуландыру
1144,ärgern::V,ninngassaarpaa,ачуландыру
1145,schlagen::V,unatarpaa,ору
1146,schlagen::V,unatarpaa,бәрү
1147,schlagen::V,unatarpaa,тукмау
1148,treten::V,tukerpoq,тибү
1149,stechen::V,iguppaa,кадау
1150,stechen::V,qasilippoq,кадау
1151,stoßen::V,ikuserpaa,этү
1152,stoßen::V,ikusimmippaa,этү
1153,stehlen::V,tillippaa,урлау
1154,stören::V,akornuserpaa,комачаулау
1155,verbergen::V,anngigaa,яшерү
1156,betrügen::V,peqquserluttuliorfigaa,хәрәмләшү
1157,töten::V,maappaa,үтерү
1158,töten::V,toquppaa,үтерү
1159,wohnen::V,najugaqarpoq,яшәү
1160,arbeiten::V,sulivoq,эшләү
1161,sammeln::V,katersorpai,туплау
1162,jagen::V,piniarpoq,аулау
1163,fischen::V,aalisarpoq,балык тоту
1164,anbinden::V,qilerut,бәйләү
1165,anbinden::V,qilersorpaa,бәйләү
1166,anbinden::V,ungerlatserpaa,бәйләү
1167,füttern::V,nerlerpaa,туйдыру
1168,gießen::V,imerterpaa,сугару
1169,kochen::V,igavoq,пешерү
1170,kochen::V,igavoq,кайнату
1171,braten::V,siappaa,куыру
1172,braten::V,siappaa,кыздыру
1173,umrühren::V,qeerlerpaa,бутау
1174,umrühren::V,qeerlerpaa,болгату
1175,färben::V,misuppaa,ману
1176,reinigen::V,sanniarpaa,чистарту
1177,waschen::V,asappaa,юу
1178,abwischen::V,saligarpaa,сөртү
1179,abwischen::V,saligartorpaa,сөртү
1180,fegen::V,sanngiarpaa,себерү
1181,baden::V,uffarpoq,коену
1182,sich waschen::V,uffarpoq,юыну
1183,ausziehen::V,annoraajarpaa,чишенү
1184,anziehen::V,ativaa,кию
1185,anziehen::V,atitippaa,кию
1186,sich anziehen::V,atisalersorpoq,киенү
1187,sagen::V,oqarpoq,дию
1188,sagen::V,oqarpoq,әйтү
1189,sprechen::V,oqaluttarpoq,сөйләү
1190,sprechen::V,oqaluttarpoq,сөйләшү
1191,reden::V,oqaluppoq,сөйләү
1192,fragen::V,aperaa,сорау
1193,fragen::V,aperaa,сорашу
1194,bitten::V,aperaa,үтенү
1195,bitten::V,qinnuigaa,үтенү
1196,erzählen::V,oqaluttuaraa,сөйләү
1197,mitteilen::V,oqalualaarpoq,белдерү
1198,rufen::V,qaaqquaa,дәшү
1199,prahlen::V,oqqartuvoq,мактану
1200,prahlen::V,oqqartuvoq,шапырыну
1201,prahlen::V,oqallortuvoq,мактану
1202,prahlen::V,oqallortuvoq,шапырыну
1203,übersetzen::V,ikaarpoq,күчерү
1204,übersetzen::V,nutserpaa,күчерү
1205,denken::V,isumaqarpoq,уйлау
1206,glauben::V,upperaa,инану
1207,glauben::V,isumaqarpoq,инану
1208,erkennen::V,ilisaraa,тану
1209,verstehen::V,paasivaa,аңлау
1210,verstehen::V,paasivaa,төшенү
1211,lernen::V,ilinniarpoq,уку
1212,lernen::V,ilinniarpoq,өйрәнү
1213,wissen::V,nalunngilaa,белү
1214,sich erinnern an::V,eqqaavaa,хәтерләү
1215,vergessen::V,puiorpaa,оныту
1216,messen::V,ussersarpaa,үлчәү
1217,zählen::V,kisitsivoq,санау
1218,rechnen::V,kisitsivoq,исәпләү
1219,lesen::V,atuarpoq,уку
1220,malen::V,qalipappaa,рәсем ясау
1221,malen::V,qalipappaa,сурәт ясау
1222,malen::V,qalipappaa,сурәтләү
1223,schreiben::V,allappoq,язу
1224,kaufen::V,pisiaraa,алу
1225,verkaufen::V,akigaa,сату
1226,bezahlen::V,akilerpaa,түләү
1227,beherrschen::V,inappaa,ия булу
1228,ertragen::V,ernertaaraa,чыдау
1229,Nase::N,,борын
1230,Schnurrbart::N,,мыек
1231,Fuß::N,,табан
1232,Schlaf::N,,йокы
1233,Strömung::N,,агыш'агым
1234,Moor::N,,торфлык
1235,Wald::N,,урман
1236,Anhöhe::N,,үр
1237,Gipfel::N,,оч
1238,Quelle::N,,чишмә
1239,Festland::N,,коры җир
1240,Kiefer[Baum]::N,,нарат
1241,Pferd::N,,ат
1242,Elch::N,,поши
1243,Schwarm::N,,көтү
1244,Ente::N,,үрдәк
1245,Barsch::N,,алабуга
1246,Hecht::N,,чуртан
1247,Wurm::N,,корт
1248,Heu::N,,печән
1249,Kummer::N,,хәсрәт
1250,Gespräch::N,,әңгәмә
1251,Spiel::N,,уен
1252,Gesellschaft::N,,җәмгыять
1253,Angelegenheit::N,,эш
1254,Anzahl::N,,микъдар
1255,Strich::N,,сызык
1256,Gegenstand::N,,нәрсә
1257,Höhe::N,,биеклек
1258,Lagerfeuer::N,,костёр
1259,Gang::N,,йөреш
1260,Heim::N,,гаилә
1261,Heim::N,,нәсел
1262,Beutel::N,,луза
1263,Eimer::N,,чиләк
1264,Sack::N,,капчык
1265,Brei::N,,ботка
1266,Leder::N,,күн
1267,Gott::N,,алла
1268,Gott::N,,ходай
1269,Reichtum::N,,байлык
1270,Staat::N,,дәүләт
1271,Gewalt::N,,көчләү
1272,Bogen[Waffe]::N,,җәя
1273,Lüge::N,,ялган
1274,Schaden::N,,зыян
1275,Schaden::N,,зарар
1276,April::N,,апрель
1277,frisch::A,,салкынча
1278,lecker::A,,тәмле
1279,sauer::A,,әче
1280,bunt::A,,чуар
1281,teuer::A,,хаклы
1282,geschickt::A,,маһир
1283,nackt::A,,шәрә
1284,ehemalig::A,,элекке
1285,bekannt::A,,таныш
1286,anderer::A,,бүтән
1287,zuerst::ADV,,башта
1288,niemals::ADV,,hичбер вакыт
1289,von hier::ADV,,моннан
1290,dort::ADV,,анда
1291,oben::ADV,,өстә
1292,oben::ADV,,югарыда
1293,hinauf::ADV,,өскә
1294,nicht::ADV,,түгел
1295,ein wenig::ADV,,бераз
1296,so::ADV,,алай
1297,nur::ADV,,фәкать
1298,vor::PRP,,алдыннан
1299,hinter::PRP,,арттан
1300,unter::PRP,,астында
1301,durch::PRP,,аша
1302,neben::PRP,,тирәсендә
1303,zwischen::PRP,,арасында
1304,wegen::PRP,,сәбәпле
1305,alles::PRN,,һәммә
1306,aufgehen[Sonne]::V,,чыгу
1307,strömen::V,,агу
1308,fließen::V,,агу
1309,faulen::V,,черү
1310,verfaulen::V,,черү
1311,verschwinden::V,,югалу
1312,verschwinden::V,,юк булу
1313,lärmen::V,,шаулау
1314,klirren::V,,чылтырау
1315,rauschen::V,,кыштырдау
1316,klingen::V,,ишетелү
1317,müde werden::V,,ялыгу
1318,müde werden::V,,йөгенү
1319,krank werden::V,,чирләү
1320,krank sein::V,,чирләү
1321,umkommen::V,,үлү
1322,sich rühren::V,,кыймылдау
1323,sich erheben::V,,басу
1324,hinfallen::V,,егылу
1325,kriechen::V,,шуышу
1326,kriechen::V,,үрмәләү
1327,gehen::V,,йөрү
1328,abfahren::V,,кузгалу
1329,erwarten::V,,көтү
1330,lachen::V,,көлү
1331,anschauen::V,,карау
1332,probieren::V,,тату
1333,zu sehen sein::V,,күренү
1334,vernehmen::V,,ишетү
1335,können::V,,алу
1336,gelingen::V,,уңу
1337,geraten::V,,сабышу
1338,ändern::V,,үзгәртү
1339,drehen::V,,бору
1340,drehen::V,,бөтерү
1341,schieben::V,,кузгату
1342,rütteln::V,,селкетү
1343,schütten::V,,кою
1344,packen::V,,эләктерү
1345,hinzufügen::V,,өстәү
1346,wählen::V,,сайлау
1347,auswählen::V,,сайлау
1348,behindern::V,,комачаулау
1349,beschädigen::V,,бозу
1350,reichen::V,,тапшыру
1351,schenken::V,,бүләкләү
1352,wiegen::V,,тирбәтү
1353,lassen::V,,мәҗбүр итү
1354,verlassen::V,,ташлау
1355,verlassen::V,,калдыру
1356,bewachen::V,,каравыллау
1357,verteidigen::V,,яклау
1358,verteidigen::V,,саклау
1359,sich schlagen::V,,сугышу
1360,siegen::V,,җиңү
1361,belästigen::V,,борчу
1362,belästigen::V,,билмазалау
1363,täuschen::V,,алдату
1364,pflücken::V,,өзү
1365,fassen::V,,тоту
1366,hüten::V,,көтү
1367,treiben::V,,куалау
1368,melken::V,,саву
1369,hacken::V,,чабу
1370,reifen::V,,җитешү
1371,zubereiten::V,,пешеренү
1372,backen::V,,пешерү
1373,stricken::V,,бәйләү
1374,nähen::V,,тегү
1375,spülen::V,,чайкау
1376,kehren::V,,себерү
1377,kämmen::V,,тарау
1378,schmücken::V,,бизәү
1379,schmücken::V,,бизәкләү
1380,sich unterhalten::V,,сөйләшү
1381,nennen::V,,дию
1382,bemerken::V,,искәрү
1383,begreifen::V,,аңлау
1384,begreifen::V,,төшенү
1385,zeichnen::V,,язу-сызу
1386,zeichnen::V,,сурәт ясау
1387,besitzen::V,,биләү
1388,zahlen::V,,түләү
