,Concept_ID,ko,kk
816,neben::PRP,와나란히,жанында
817,zwischen::PRP,의사이로,арада
818,wegen::PRP,때문에,үшін
819,dies::PRN,이,бұ
820,dies::PRN,이,осы
821,das::PRN,저,сол
822,alles::PRN,모든것,дүйім
823,alles::PRN,모든것,күллі
824,ich::PRN,나,мен
825,du::PRN,너,сен
826,er::PRN,그,ол
827,wir::PRN,우리,біз
828,ihr::PRN,너희들,сіз
829,sie::PRN,그들,олар
830,was::FPRN,뭣,не
831,wer::FPRN,누구,кім
832,wo::FADV,어디,кәні
833,wo::FADV,어디,қайда
834,wohin::FADV,어디로,қайда
835,wie::FADV,어떻게,калай
836,warum::FADV,왜,неғып
837,wieviel::FNUM,얼마만큰,неше
838,wieviel::FNUM,얼마만큰,қанша
839,eins::NUM,하나,бір
840,zwei::NUM,둘,екі
841,drei::NUM,셋,үш
842,vier::NUM,넷,төрт
843,fünf::NUM,다섯,бес
844,sechs::NUM,여섯,алты
845,sieben::NUM,일곱,жеті
846,acht::NUM,여덟,сегіз
847,neun::NUM,아홉,тоғыз
848,zehn::NUM,열,он
849,elf::NUM,열하나,он бір
850,zwölf::NUM,열둘,он екі
851,zwanzig::NUM,스물,жиырма
852,dreißig::NUM,서름,отыз
853,vierzig::NUM,마흔,қырық
854,fünfzig::NUM,숸,елу
855,sechzig::NUM,에순,алпыс
856,siebzig::NUM,일흔,жетпіс
857,achtzig::NUM,여든,сексен
858,neunzig::NUM,아흔,тоқсан
859,hundert::NUM,백,жүз
860,tausend::NUM,천,мың
861,und::CNJ,와,та
862,oder::CNJ,아니면,әлде
863,oder::CNJ,아니면,немесе
864,stehen::V,서다,тұру
865,sitzen::V,앉다,отыру
866,liegen::V,눕다,жату
867,hängen::V,달다,ілу
868,werden::V,되다,болу
869,werden::V,되다,түрегелу
870,passieren::V,지장옶다,болу
871,beginnen::V,시작되다,басталу
872,enden::V,큳내다,ада болу
873,wechseln::V,병경하다,құбылу
874,wechseln::V,병경하다,өзгеру
875,aufgehen[Sonne]::V,뜨다,шығу
876,untergehen[Sonne]::V,지다,батыру
877,scheinen[Sonne]::V,빛나다,жылтырау
878,donnern::V,천둥치다,күркіреу
879,wehen::V,풀다,огып тур
880,strömen::V,흐르다,сорғалау
881,fließen::V,흐르다,ағу
882,sich drehen::V,돌다,айналу
883,schwanken::V,동요하다,толықсу
884,schwingen::V,흔들다,тербелу
885,fallen::V,떨어지다,құлау
886,fallen::V,떨어지다,жығылу
887,fallen::V,떨어지다,төмендеу
888,brennen::V,타다,жану
889,rauchen::V,김이나다,түтету
890,regnen::V,비가오다,жауу
891,gefrieren::V,얼다,мұздай қату
892,gefrieren::V,얼다,мұз боп қату
893,tauen::V,녹다,жібу
894,schmelzen::V,녹다,еру
895,trocknen::V,홈치다,курау
896,sieden::V,끓다,қайнау
897,faulen::V,부패하다,иістену
898,verfaulen::V,썩다,шіру
899,reißen::V,지바찢다,жыртылу
900,versinken::V,가라앉다,малтығу
901,vergehen::V,지나가다,өту
902,erscheinen::V,나타나다,көріну
903,erscheinen::V,나타나다,көрініп қалу
904,verschwinden::V,사라지다,ғайып_болу
905,sinken::V,가라앉다,ылдилау
906,sinken::V,가라앉다,төмендеу
907,abnehmen::V,떼어내다,кемітілу
908,zunehmen::V,증가하다,көбею
909,steigen::V,상승하다,қобу
910,steigen::V,상승하다,көтерілу
911,steigen::V,상승하다,жоғарылау
912,wachsen::V,생기하다,өсу
913,glänzen::V,뛰오나다,жалтырау
914,funkeln::V,불티가잍어나다,жарқырау
915,funkeln::V,불티가잍어나다,нұрлану
916,funkeln::V,불티가잍어나다,жылтылдау
917,lärmen::V,떠들다,шулау
918,lärmen::V,떠들다,шуылдау
919,läuten::V,울시다,қоңыраулату
920,klingeln::V,초닌총을울리다,дыңғырлау
921,klirren::V,탁탁울리다,дыңылдату
922,brausen::V,쏴쏴소리내다,тасу
923,rauschen::V,솨솨,сусылдау
924,rauschen::V,솨솨,сыбдырлау
925,klingen::V,반향하다,дыбыс шығару
926,bellen::V,짖다,үру
927,heulen::V,포효하다,ұлу
928,blasen::V,불다,үру
929,pfeifen::V,피리를불다,ысқыру
930,schreien::V,절규하다,шыңғыру
931,schreien::V,절규하다,айғайлау
932,schreien::V,절규하다,байбайлау
933,schreien::V,절규하다,бажалақтау
934,stöhnen::V,신음하다,ыңырсу
935,stöhnen::V,신음하다,ыңкылдау
936,zittern::V,저뉼하다,қалш
937,zittern::V,저뉼하다,қалшылдату
938,leben::V,살다,жасау
939,leben::V,살다,күнелту
940,leben::V,살다,күн көру
941,leben::V,살다,тіршілік ету
942,geboren werden::V,태어난,туу
943,atmen::V,숨쉬다,дем алу
944,atmen::V,숨쉬다,ауа жұту
945,trinken::V,마시다,ішу
946,trinken::V,마시다,ұрттау
947,essen::V,먹다,жеу
948,essen::V,먹다,тамақтану
949,schlucken::V,들이켜다,жұту
950,einschlafen::V,잠들다,үйыктап калу
951,schlafen::V,자다,ұйықтау
952,aufwachen::V,눈트다,ояну
953,aufstehen::V,서다,ояну
954,sich erholen::V,회복하다,тынығу
955,schmerzen::V,아프다,ауырады
956,husten::V,잔기침하다,жөтелу
957,genesen::V,낫다,айығу
958,sterben::V,죽다,өлу
959,sterben::V,죽다,қайтыс
960,sterben::V,죽다,жантапсыру
961,umkommen::V,못쓰게되다,өлу
962,umkommen::V,못쓰게되다,қаза табу
963,sich bewegen::V,움직이다,жылжу
964,sich rühren::V,움직이다,қыбырлау
965,sich erheben::V,이러서다,тұру
966,sich setzen::V,앉히다,отыру
967,hinfallen::V,넘어지다,жығылу
968,laufen::V,걷다,жояу жүру
969,schreiten::V,보행하다,кадамдау
970,spazierengehen::V,산보하다,қыдыру
971,eilen::V,서둘다,асығу
972,eilen::V,서둘다,жеделдену
973,eilen::V,서둘다,жедепдеу
974,sich beeilen::V,서둘게하다,асығу
975,sich beeilen::V,서둘게하다,жеделдену
976,sausen::V,서들러 떠나다,заулау
977,rennen::V,달리다,жүгіру
978,springen::V,도약하다,секіру
979,klettern::V,갑겨오르다,өрмелеп шығу
980,schaukeln::V,흔들리게하다,тербелу
981,kriechen::V,기다,еңбектеу
982,schwimmen::V,헤엄치다,жүзу
983,schwimmen::V,헤엄치다,малту
984,schwimmen::V,헤엄치다,қалықтау
985,tauchen::V,잠기다,сүңгу
986,rudern::V,물을헤치다,есу
987,fahren::V,가다,бару
988,fahren::V,나르다,бару
989,fliegen::V,날다,ұшу
990,gehen::V,가다,бару
991,weggehen::V,팔리다,кету
992,abfahren::V,출발하다,жөнелу
993,anhalten::V,멈추다,тоқтау
994,hineingehen::V,(그리로)가다,кіру
995,eintreten::V,들러가다,ену
996,kommen::V,오다,жету
997,ankommen::V,고챀하다,келу
998,zurückkommen::V,보기,қайту
999,bleiben::V,체류,қалу
1000,warten::V,기다리다,тосу
1001,erwarten::V,기대하다,күту
1002,suchen::V,찾다,іздеу
1003,suchen::V,구하다,іздеу
1004,finden::V,찾아내다,табу
1005,versuchen::V,시험하다,талпыну
1006,vorbereiten::V,재비하다,әзірлеу
1007,lieben::V,사랑하다,сүю
1008,mögen::V,줗아하다,жарату
1009,mögen::V,줗아하다,жақсы_көру
1010,lachen::V,웃다,күлу
1011,lachen::V,웃다,күлісу
1012,rühren::V,건드리다,көңілін бұзу
1013,weinen::V,울다,жылау
1014,schimpfen::V,꾸짖다,ақырып-бақыру
1015,sich ärgern::V,화를내게 하다,ашулану
1016,sich fürchten::V,두려원하다,сескену
1017,fürchten::V,두려원하다,қауіптену
1018,fürchten::V,두려원하다,сақсыну
1019,fliehen::V,도망치다,қашу
1020,fliehen::V,도망치다,қашып кету
1021,flüchten::V,도주하다,қашу
1022,flüchten::V,도주하다,қашып кету
1023,sehen::V,보다,көру
1024,anschauen::V,바라보다,назар салу
1025,ansehen::V,바라보다,тамашалау
1026,hören::V,듣다,есту
1027,zuhören::V,듣다,тыңдау
1028,zuhören::V,듣다,құлақ қою
1029,probieren::V,시식하다,тату
1030,probieren::V,시식하다,дәм тату
1031,riechen::V,내새를맡다,иіскеу
1032,fühlen::V,느끼다,сезу
1033,fühlen::V,느끼다,сезіну
1034,scheinen::V,...것같다,болып көріну
1035,zu sehen sein::V,보이는,көріну
1036,vernehmen::V,듣다,есту
1037,vernehmen::V,듣다,есітіп қалу
1038,vernehmen::V,들어서일다,есту
1039,vernehmen::V,들어서일다,есітіп қалу
1040,frieren::V,춥다,тоңу
1041,frieren::V,춥다,жаурау
1042,tun::V,하다,ету
1043,tun::V,하다,істеу
1044,können::V,할주릴다,білу
1045,wollen::V,바라다,қалау
1046,anfangen::V,시작하다,бастау
1047,beenden::V,다하다,бітіру
1048,beenden::V,다하다,адақтау
1049,beenden::V,다하다,тамамдау
1050,beenden::V,다하다,аяқтап шығу
1051,aufhören::V,그만두다,доғару
1052,gelingen::V,성국하다,жолы түсу
1053,geraten::V,잘되어가다,калу
1054,öffnen::V,열다,ашу
1055,öffnen::V,열다,ашып қою
1056,schließen::V,추측하다,жабу
1057,stellen::V,세우다,қою
1058,stellen::V,세우다,қойдыру
1059,setzen::V,놓다,отырғызу
1060,legen::V,눕히다,салу
1061,legen::V,눕히다,калау
1062,berühren::V,대다,тию
1063,verbinden::V,옝열하다,байлап алу
1064,verbinden::V,옝열하다,сабақтастыру
1065,bedecken::V,덮다,бүркеу
1066,aufhängen::V,매달다,ілу
1067,aufhängen::V,매달다,асып қою
1068,anzünden::V,점화하다,тұтату
1069,aufheben::V,위로올리다,көтеру
1070,zurücklassen::V,튀에남기다,қалдыру
1071,verlieren::V,잃다,жоғалту
1072,fallen lassen::V,떨어뜨리다,құлатып алу
1073,fallen lassen::V,떨어뜨리다,қолдан түсіріп алу
1074,machen::V,하다,ету
1075,machen::V,하다,жасау
1076,machen::V,하다,жасап шығару
1077,herstellen::V,제조하다,жасап шығару
1078,bauen::V,짓다,тұрғызу
1079,reparieren::V,수셩자다,оңдау
1080,verbessern::V,정정하다,дұрыстау
1081,ändern::V,바꾸다,өзгерту
1082,graben::V,파다,үңгу
1083,beugen::V,구부리다,буғу
1084,biegen::V,굽히다,ию
1085,biegen::V,굽히다,майыстыру
1086,drehen::V,회전,айналдыру
1087,wenden::V,회전시키다,екінші жағын айналдыру
1088,umdrehen::V,회전시키다,бұру
1089,heben::V,일으아키다,көтеру
1090,hochheben::V,틀어올리다,жоғарылату
1091,hochheben::V,틀어올리다,көтеру
1092,ergreifen::V,잡다,бас_салу
1093,ergreifen::V,잡다,шап_беріп_ұстап_алу
1094,ergreifen::V,잡다,шап_беру
1095,ergreifen::V,잡다,шап_ете_түсу
1096,halten::V,잡다,тұту
1097,halten::V,잡다,ұстау
1098,drücken::V,누르다,басу
1099,schieben::V,밀다,итеру
1100,kratzen::V,긁다,қыру
1101,lecken::V,핥다,жалау
1102,beißen::V,물다,қабу
1103,beißen::V,물다,тістеу
1104,beißen::V,물다,қауып алу
1105,abschneiden::V,귾어내다,қырқу
1106,binden::V,매다,байланыстыру
1107,binden::V,매다,байлап_алу
1108,binden::V,매다,байластыру
1109,binden::V,매다,байлау
1110,binden::V,매다,буу
1111,binden::V,매다,матау
1112,binden::V,매다,сабақтастыру
1113,binden::V,매다,ұштастыру
1114,stecken::V,찌르다,сұғу
1115,brechen::V,금,сындыру
1116,klopfen::V,치다,қағу
1117,hauen::V,때리다,соғу
1118,kleben::V,들러붙다,желімдеу
1119,reiben::V,문지르다,үйкеу
1120,streichen::V,쓰다듬다,сүйкеу
1121,schleifen::V,갈다,егеу
1122,schleifen::V,갈다,қайрау
1123,schleifen::V,갈다,егеулеу
1124,schneiden::V,베다,кесу
1125,rütteln::V,흔들다,қозғау
1126,rütteln::V,흔들다,жұлмалау
1127,schütteln::V,흔들다,дірілдету
1128,schütteln::V,흔들다,селкілдету
1129,schwenken::V,흔들다,бұлғау
1130,schwenken::V,흔들다,сермеу
1131,schütten::V,따르다,құю
1132,füllen::V,담다,толтыру
1133,einwickeln::V,싸다,орау
1134,tragen::V,지우다,алып жүру
1135,schleppen::V,끌다,тарту
1136,ziehen::V,당기다,тарту
1137,aufbewahren::V,간직하다,сақтау
1138,werfen::V,던지다,лақтыру
1139,fangen::V,밥다,қармау
1140,fangen::V,밥다,қағып алу
1141,packen::V,쥐다,шап беру
1142,packen::V,쥐다,шап ете түсу
1143,packen::V,쥐다,шап беріп ұстап алу
1144,verstecken::V,숨기다,тығу
1145,verstecken::V,숨기다,жасыру
1146,teilen::V,나누다,бөлу
1147,schicken::V,보내다,жіберу
1148,bringen::V,가겨,әкелу
1149,bringen::V,가겨,алып келу
1150,hinzufügen::V,부가하다,қосу
1151,hinzufügen::V,부가하다,үстеу
1152,bekommen::V,얻다,алу
1153,erhalten::V,지니다,алмақ
1154,nehmen::V,잡다,алу
1155,nehmen::V,잡다,алмақ
1156,wählen::V,선거하다,таңдау
1157,auswählen::V,선출하다,екшеу
1158,auswählen::V,선출하다,саралау
1159,auswählen::V,선출하다,сұрыптау
1160,auswählen::V,선출하다,сайлап алу
1161,bewahren::V,저장보종,сақтау
1162,behindern::V,훼방하다,оралғы болу
1163,verderben::V,못쓰게 되다,бүлдіру
1164,beschädigen::V,상하게하다,бұзу
1165,zerbrechen::V,깨뜨리다,уату
1166,zerreißen::V,잡아쫓다,жырту
1167,zerstören::V,파괴하다,қирату
1168,zerstören::V,파괴하다,талқандау
1169,verbrennen::V,소실하다,өртеу
1170,verbrennen::V,소실하다,жандыру
1171,verbrennen::V,소실하다,өртеп жіберу
1172,verbrennen::V,소실하다,жандырып жіберу
1173,geben::V,주다,беру
1174,reichen::V,내일다,беру
1175,schenken::V,주다,тарту
1176,versprechen::V,약속하다,уәде беру
1177,wünschen::V,바라다,тілеу
1178,loben::V,칭찬하다,мақтау
1179,loben::V,칭찬하다,дәріптеу
1180,küssen::V,키스하다,сүю
1181,wiegen::V,어르다,тербеу
1182,zudecken::V,뚜꺼을하다,бүркеу
1183,wecken::V,깨우다,ояту
1184,zeigen::V,보이다,көрсету
1185,führen::V,가게하다,ерту
1186,führen::V,가게하다,жетектеу
1187,lehren::V,가르치다,оқыту
1188,unterrichten::V,가르지다,оқыту
1189,aufziehen::V,사육하다,бағу
1190,leiten::V,이끌다,басқару
1191,leiten::V,이끌다,жетекшілік ету
1192,antreiben::V,몰다,асықтыру
1193,lassen::V,내버려두다,-ткізу
1194,lassen::V,내버려두다,мәжбүр ету
1195,einladen::V,초청하다,шақыру
1196,vereinigen::V,하나로하다,біріктіру
1197,vereinigen::V,하나로하다,біріктіріп қою
1198,besuchen::V,방문하다,кіріп шығу
1199,besuchen::V,방문하다,барып шығу
1200,treffen::V,만나다,кездесу
1201,sich versammeln::V,조립하다,топталу
1202,spielen::V,눌다,ойнау
1203,singen::V,노래하다,сайрау
1204,tanzen::V,춤추하다,билеу
1205,sich trennen::V,가르다,айрылысу
1206,verlassen::V,버림받은,тастау
1207,retten::V,구조하다,құтқару
1208,bewachen::V,치키다,күзету
1209,schützen::V,보호하다,жақтау
1210,schützen::V,보호하다,жақтасу
1211,verteidigen::V,막다,қорғау
1212,sich schlagen::V,치다,алысу
1213,schießen::V,쏘다,ату
1214,siegen::V,이기다,жеңу
1215,ärgern::V,성을내게하다,ашуландыру
1216,schlagen::V,치다,ұру
1217,treten::V,디디다,тебу
1218,stechen::V,찌르다,шаншу
1219,stoßen::V,찌르다,түрту
1220,stehlen::V,훔치다,ұрлау
1221,stören::V,움직이다,кесірлен
1222,belästigen::V,괴롭히다,мазасын алу
1223,verbergen::V,숨기다,сездірмеу
1224,täuschen::V,속이다,жалған айту
1225,betrügen::V,속이다,алдау
1226,betrügen::V,속이다,алдап кету
1227,betrügen::V,속이다,ақымақ қылу
1228,töten::V,죽이다,құрту
1229,töten::V,죽이다,өлтіру
1230,wohnen::V,실다,мекендеу
1231,wohnen::V,실다,өмір сүру
1232,arbeiten::V,일하다,істеу
1233,arbeiten::V,일하다,еңбектену
1234,sammeln::V,모으다,жыю
1235,pflücken::V,꿔다,жұлу
1236,jagen::V,사냥하다,аулау
1237,fischen::V,고기를잡다,балык_аулау
1238,fassen::V,움켜쥐다,ұстау
1239,hüten::V,망보다,жаю
1240,hüten::V,망보다,бағу
1241,treiben::V,몰아세우다,айдау
1242,anbinden::V,묶다,байлау
1243,füttern::V,사료를주다,ас ішкізу
1244,füttern::V,사료를주다,азықтандыру
1245,füttern::V,사료를주다,қоректендіру
1246,melken::V,젖을짜다,сауу
1247,hacken::V,자르다,турау
1248,gießen::V,물을대다,суару
1249,reifen::V,성숙하다,жетілу
1250,zubereiten::V,조제하다,даяр ету
1251,kochen::V,요리하다,асу
1252,backen::V,쿱다,пісіру
1253,braten::V,굽다,қуыру
1254,umrühren::V,교반하다,былғалау
1255,umrühren::V,교반하다,сапырылыстыру
1256,stricken::V,뜨개질하다,торлау
1257,stricken::V,뜨개질하다,тоқу
1258,nähen::V,꿰매다,тігу
1259,färben::V,채색하다,бояу
1260,färben::V,채색하다,сырлау
1261,reinigen::V,청소하다,аршу
1262,reinigen::V,청소하다,тазалау
1263,waschen::V,씻다,жуу
1264,abwischen::V,닦다,сүрту
1265,spülen::V,씻다,шаю
1266,fegen::V,소체하다,сыпыру
1267,kehren::V,청소하다,сыпыру
1268,baden::V,감다,шомылу
1269,sich waschen::V,모믈 씻다,жуыну
1270,ausziehen::V,벗다,шешу
1271,anziehen::V,끌어움직이다,кигізу
1272,kämmen::V,빗다,тарау
1273,schmücken::V,치레하다,әсемдеу
1274,schmücken::V,치레하다,мәнерлеу
1275,schmücken::V,치레하다,көріктендіру
1276,sagen::V,말하다,деу
1277,sagen::V,말하다,айту
1278,sprechen::V,말하다,деу
1279,sprechen::V,말하다,айту
1280,reden::V,이야기하다,сөйлеу
1281,reden::V,이야기하다,сөйлесу
1282,reden::V,이야기하다,тіл қатысу
1283,fragen::V,질문하다,сұрау
1284,bitten::V,원하다,өтіну
1285,bitten::V,원하다,жалыну
1286,erzählen::V,이야기하다,айту
1287,mitteilen::V,이야기하다,білдіру
1288,nennen::V,부르다,атау
1289,rufen::V,불러내다,шақыру
1290,prahlen::V,자랑하다,бөсу
1291,übersetzen::V,번역하다,аудару
1292,denken::V,생각하다,ойлау
1293,glauben::V,믿다,нану
1294,glauben::V,믿다,илану
1295,bemerken::V,인자하다,аңғару
1296,erkennen::V,인식하다,тану
1297,begreifen::V,파악하다,ұғу
1298,begreifen::V,파악하다,аңғарып алу
1299,verstehen::V,이해하다,пайым
1300,verstehen::V,이해하다,түсіну
1301,lernen::V,배우다,оқу
1302,wissen::V,알다,хабардар болу
1303,sich erinnern an::V,상기하다,еске түсіру
1304,vergessen::V,잊다,ұмыту
1305,messen::V,측정하다,өлшеу
1306,zählen::V,세다,санау
1307,rechnen::V,게산하다,санап шығару
1308,rechnen::V,게산하다,санап шығу
1309,rechnen::V,게산하다,санау
1310,lesen::V,읽다,оқу
1311,malen::V,그리다,сурет салу
1312,zeichnen::V,소묘하다,сурет салу
1313,schreiben::V,쓰다,жазу
1314,besitzen::V,소유하다,болу
1315,kaufen::V,사다,алу
1316,kaufen::V,사다,әперу
1317,verkaufen::V,팔다,сату
1318,bezahlen::V,지불하다,төлеу
1319,bezahlen::V,지불하다,ақы беру
1320,bezahlen::V,지불하다,ақы төлеу
1321,zahlen::V,치르다,төлеу
1322,beherrschen::V,지배하다,билеу
1323,ertragen::V,참다,төзу
1324,ertragen::V,참다,шыдау
1325,Raureif::N,,қырау
1326,Grube::N,,ор
1327,Lust::N,,тәбет
1328,Lust::N,,ынтызар
1329,Lust::N,,құштарлық
1330,Nachricht::N,,хабар
1331,klug::A,,жетік
1332,klug::A,,ақылды
1333,von hier::ADV,,бер жақтан
1334,müde werden::V,,болдыру
1335,krank werden::V,,кеселдену
1336,krank werden::V,,сырқаттану
1337,krank werden::V,,ауырып қалу
1338,krank werden::V,,ауыра бастау
1339,krank werden::V,,кеселге ұшырау
1340,krank werden::V,,сырқаттанып қалу
1341,krank sein::V,,ауыру
1342,krank sein::V,,сырқаттану
1343,abreißen::V,,үзу
1344,sich anziehen::V,,киіну
1345,sich unterhalten::V,,сұхбаттасу
