,Concept_ID,br,el
731,noch::ADV,c'hoazh,ακόμα
732,nur::ADV,hepken,μόνο
733,schon::ADV,dija,ήδη
734,schon::ADV,dija,κιόλας
735,wieder::ADV,adarre,ξανά
736,vor::PRP,dirak,μπροστά σε
737,vor::PRP,dirak,μπροστά από
738,hinter::PRP,a-drek,πίσω από 
739,hinter::PRP,a-dreñv,πίσω από 
740,unter::PRP,dindan,υπό
741,unter::PRP,dindan,κάτω από
742,durch::PRP,dre,διά
743,durch::PRP,dre,διά μέσου
744,neben::PRP,e-kichen,δίπλα σε
745,zwischen::PRP,etre,μεταξύ
746,zwischen::PRP,etre,ανάμεσα σε
747,wegen::PRP,abalamour da,για
748,wegen::PRP,abalamour da,λόγω
749,dies::PRN,hemañ,αυτό
750,das::PRN,se,το
751,das::PRN,hennezh,το
752,alles::PRN,pep tra,όλα
753,ich::PRN,me,εγώ
754,du::PRN,te,σύ
755,du::PRN,te,εσύ
756,er::PRN,eñ,αυτός
757,wir::PRN,ni,εμείς
758,ihr::PRN,c'hwi,εσείς
759,sie::PRN,int,αυτοί
760,was::FPRN,petra,τι
761,wer::FPRN,piv,ποιος
762,wo::FADV,pelec'h,πού
763,wohin::FADV,da belec'h,πού
764,wohin::FADV,da belec'h,για πού
765,wie::FADV,penaos,πώς
766,warum::FADV,perak,γιατί
767,wieviel::FNUM,pet,πόσος
768,eins::NUM,unan,ένα
769,zwei::NUM,daou,δύο
770,drei::NUM,tri,τρία
771,drei::NUM,tri,τρεις
772,vier::NUM,pevar,τέσσερα
773,vier::NUM,pevar,τέσσερις
774,fünf::NUM,pemp,πέντε
775,sechs::NUM,c'hwec'h,έξι
776,sieben::NUM,seizh,εφτά
777,acht::NUM,eizh,οχτώ
778,neun::NUM,nav,εννιά
779,zehn::NUM,dek,δέκα
780,elf::NUM,unnek,έντεκα
781,zwölf::NUM,daouzek,δώδεκα
782,zwanzig::NUM,ugent,είκοσι
783,dreißig::NUM,tregont,τριάντα
784,vierzig::NUM,daou-ugent,σαράντα
785,fünfzig::NUM,hanter-kant,πενήντα
786,sechzig::NUM,tri-ugent,εξήντα
787,siebzig::NUM,dek ha tri-ugent,εβδομήντα
788,achtzig::NUM,pevar-ugent,ογδόντα
789,neunzig::NUM,dek ha pevar-ugent,ενενήντα
790,hundert::NUM,kant,εκατό
791,tausend::NUM,mil,χίλιοι
792,und::CNJ,ha,και
793,oder::CNJ,pe,ή
794,stehen::V,bezañ a-sav,στέκομαι
795,stehen::V,bezañ a-sav,είμαι όρθιος
796,sitzen::V,azezañ,κάθομαι
797,sitzen::V,bezañ en e goazez,κάθομαι
798,liegen::V,bezañ en e c'hourvez,είμαι ξαπλωμένος
799,hängen::V,krougañ,κρέμομαι
800,werden::V,dazonet,γίνομαι
801,passieren::V,c'hoarvezout,συμβαίνω
802,beginnen::V,stagañ,αρχίζω
803,enden::V,achuiñ,τελειώνω
804,wechseln::V,cheñch,αλλάζω
805,aufgehen[Sonne]::V,dirouzañ,βγαίνω
806,aufgehen[Sonne]::V,dirouzañ,ανατέλλω
807,scheinen[Sonne]::V,lugernañ,λάμπω
808,donnern::V,taranal,βροντώ
809,wehen::V,c'hwezhañ,φυσώ
810,strömen::V,deredek,ρέω
811,strömen::V,deredek,τρέχω
812,fließen::V,redek,ρέω
813,sich drehen::V,troiñ,γυρίζω
814,sich drehen::V,troiñ,στρέφομαι
815,schwanken::V,trantellat,ταλαντεύομαι
816,schwingen::V,froumal,αιωρούμαι
817,schwingen::V,froumal,ταλαντεύομαι
818,fallen::V,kouezhañ,πέφτω
819,brennen::V,deviñ,καίω
820,rauchen::V,divogedañ,καπνίζω
821,regnen::V,glavañ,βρέχω
822,gefrieren::V,reviñ,παγώνω
823,tauen::V,diskornañ,λειώνω
824,schmelzen::V,teuziñ,λειώνω
825,trocknen::V,sec'hañ,στεγνώνω
826,sieden::V,berviñ,βράζω
827,faulen::V,breinañ,σαπίζω
828,verfaulen::V,breinañ,σαπίζω
829,reißen::V,darnaouiñ,σχίζω
830,versinken::V,sodellañ,βουλιάζω
831,versinken::V,sodellañ,βυθίζομαι
832,vergehen::V,tremen,περνώ
833,erscheinen::V,donet war-wel,εμφανίζομαι
834,verschwinden::V,monet diwar wel,χάνομαι
835,verschwinden::V,monet diwar wel,εξαφανίζομαι
836,sinken::V,en em izelat,κατεβαίνω
837,abnehmen::V,nebeutaat,μειώνομαι 
838,zunehmen::V,kreskiñ,αυξάνω
839,zunehmen::V,kreskiñ,μεγαλώνω
840,steigen::V,sevel,ανεβαίνω
841,wachsen::V,kreskiñ,μεγαλώνω
842,glänzen::V,lugernañ,γυαλίζω
843,funkeln::V,elieniñ,αστράφτω
844,funkeln::V,elieniñ,σπιθοβολώ
845,lärmen::V,rabotat,θορυβώ
846,klirren::V,diridignat,κουδουνίζω
847,klirren::V,sterlinkañ,κουδουνίζω
848,brausen::V,gwegal,βουΐζω
849,rauschen::V,trouzal,βουΐζω
850,klingen::V,seniñ,ηχώ
851,bellen::V,harzhal,γαυγίζω
852,heulen::V,yudal,ουρλιάζω
853,blasen::V,c'hwezhañ,φυσώ
854,pfeifen::V,c'hwitellat,σφυρίζω
855,schreien::V,huchal,κραυγάζω
856,stöhnen::V,hirvoudiñ,βογγώ
857,zittern::V,krenañ,τρέμω
858,leben::V,bevañ,ζω
859,geboren werden::V,genel,γεννιέμαι
860,atmen::V,tennañ e anal,αναπνέω
861,trinken::V,evañ,πίνω
862,essen::V,debriñ,τρώω
863,schlucken::V,lonkañ,καταπίνω
864,müde werden::V,skuizhañ,κουράζομαι
865,einschlafen::V,menel kousket,αποκοιμιέμαι
866,schlafen::V,kousket,κοιμάμαι
867,aufwachen::V,dihuniñ,ξυπνώ
868,aufstehen::V,sevel,σηκώνομαι
869,sich erholen::V,diskuizhañ,ξεκουράζομαι
870,krank werden::V,klañviñ,αρρωσταίνω
871,krank sein::V,bezañ klañv,ασθενώ
872,schmerzen::V,skourjezañ,πονώ
873,husten::V,pasaat,βήχω
874,husten::V,peudal,βήχω
875,genesen::V,pareañ,θεραπεύομαι
876,sterben::V,mervel,πεθαίνω
877,umkommen::V,perisañ,πεθαίνω
878,sich bewegen::V,bouljal,κουνιέμαι
879,sich rühren::V,fiñval,σαλεύω
880,sich erheben::V,sevel,επαναστατώ
881,sich setzen::V,azezañ,κάθομαι
882,sich setzen::V,mont en e goazez,κάθομαι
883,hinfallen::V,kouezhañ,πέφτω κάτω
884,laufen::V,redek,τρέχω
885,schreiten::V,kerzhet,βαδίζω
886,spazierengehen::V,pourmen,κάνω βόλτα
887,spazierengehen::V,pourmen,πηγαίνω περίπατο
888,eilen::V,hastañ,σπεύδω
889,sich beeilen::V,hastañ,βιάζομαι
890,sausen::V,karzhañ,τρέχω γρήγορα
891,rennen::V,redek,τρέχω
892,springen::V,lammat,πηδώ
893,klettern::V,krimpat,σκαρφαλώνω
894,schaukeln::V,brañsellat,κουνιέμαι
895,kriechen::V,skrampañ,έρπω
896,kriechen::V,skrampañ,σέρνομαι
897,schwimmen::V,neuial,κολυμπώ
898,tauchen::V,splujañ,βουτώ
899,rudern::V,roeñvat,κωπηλατώ
900,fahren::V,kas,πηγαίνω
901,fahren::V,bleniañ,πηγαίνω
902,fliegen::V,nijal,πετώ
903,gehen::V,mont,βαδίζω
904,gehen::V,mont,πηγαίνω
905,weggehen::V,mont kuit,φεύγω
906,abfahren::V,mont kuit,ξεκινώ
907,abfahren::V,mont kuit,αναχωρώ
908,anhalten::V,chom a-sav,σταματώ
909,hineingehen::V,monet e-barzh,μπαίνω
910,eintreten::V,monet e-barzh,μπαίνω
911,eintreten::V,monet e-barzh,εισέρχομαι
912,kommen::V,dont,έρχομαι
913,ankommen::V,erruout,φτάνω
914,zurückkommen::V,addonet,επιστρέφω
915,bleiben::V,chom,μένω
916,warten::V,gortoz,περιμένω
917,erwarten::V,gortoz,αναμένω
918,erwarten::V,gortoz,περιμένω
919,suchen::V,klask,ψάχνω
920,finden::V,kavout,βρίσκω
921,versuchen::V,klask,προσπαθώ
922,vorbereiten::V,aozañ,προετοιμάζω
923,lieben::V,karout,αγαπώ
924,mögen::V,karout,μου αρέσει
925,lachen::V,c'hoarzin,γελώ
926,rühren::V,tenerañ,συγκινώ
927,weinen::V,gouelañ,κλαίω
928,schimpfen::V,krozal,βρίζω
929,sich ärgern::V,fachañ,θυμώνω
930,sich ärgern::V,en em fachañ,θυμώνω
931,fliehen::V,tec'het,φεύγω
932,flüchten::V,tuzañ,δραπετεύω
933,sehen::V,gwelet,βλέπω
934,anschauen::V,sellout ouzh,κοιτάζω
935,ansehen::V,sellout ouzh,βλέπω
936,hören::V,klevet,ακούω
937,zuhören::V,selaou,ακούω
938,probieren::V,blasa,δοκιμάζω
939,riechen::V,klevet,μυρίζω
940,riechen::V,klevet,οσφραίνομαι
941,fühlen::V,santout,αισθάνομαι
942,scheinen::V,diskouez bezañ,φαίνομαι
943,zu sehen sein::V,bezañ gwelus,φαίνομαι
944,vernehmen::V,merzhañ,ακούω
945,vernehmen::V,merzhañ,μαθαίνω
946,frieren::V,anoued,κρυώνω
947,tun::V,ober,κάνω
948,können::V,gouzout,ξέρω
949,können::V,gouzout,μπορώ
950,wollen::V,fellout da,θέλω
951,wollen::V,kaout c'hoant da,θέλω
952,anfangen::V,kregiñ,αρχίζω
953,beenden::V,achuiñ,τελειώνω
954,aufhören::V,paouez,παύω
955,öffnen::V,digeriñ,ανοίγω
956,schließen::V,serriñ,κλείνω
957,stellen::V,lakaat,θέτω
958,setzen::V,lakaat,θέτω
959,legen::V,lakaat,θέτω
960,berühren::V,touch,εγγίζω
961,verbinden::V,eren,συνδέω
962,bedecken::V,goloiñ,σκεπάζω
963,aufhängen::V,istribilhañ,κρεμώ
964,anzünden::V,alumiñ,ανάβω
965,anzünden::V,c'hwezzañ,ανάβω
966,aufheben::V,dastum,σηκώνω
967,zurücklassen::V,lezel,εγκαταλείπω
968,verlieren::V,koll,χάνω
969,fallen lassen::V,laoskel,αφήνω να πέσει
970,fallen lassen::V,lezel da gouezhel,αφήνω να πέσει
971,machen::V,ober,κάνω
972,machen::V,ober,φτιάχνω
973,herstellen::V,fardañ,κατασκευάζω
974,bauen::V,sevel,χτίζω
975,bauen::V,sevel,οικοδομώ
976,reparieren::V,adaozañ,επισκευάζω
977,reparieren::V,adaozañ,επιδιορθώνω
978,verbessern::V,gwellaat,βελτιώνω
979,verbessern::V,gwellaat,καλυτερεύω
980,ändern::V,cheñch,αλλάζω
981,graben::V,kleuzañ,σκάβω
982,beugen::V,plegañ,λυγίζω
983,biegen::V,krommañ,κάμπτω
984,drehen::V,treiñ,στρέφω
985,wenden::V,treiñ,γυρίζω
986,umdrehen::V,treiñ,γυρίζω
987,heben::V,sevel,υψώνω
988,heben::V,sevel,σηκώνω
989,hochheben::V,sevel,υψώνω
990,hochheben::V,sevel,σηκώνω
991,ergreifen::V,kemer,πιάνω
992,ergreifen::V,kemer,αρπάζω
993,halten::V,dalc'hen,βαστώ
994,drücken::V,bountañ,πιέζω
995,schieben::V,poulzañ,σπρώχνω
996,kratzen::V,skrabat,γρατσουνίζω
997,lecken::V,lipat,γλείφω
998,beißen::V,kregiñ,δαγκάνω
999,abreißen::V,diframmañ,κόβω
1000,abreißen::V,diframmañ,σχίζω
1001,abschneiden::V,troc'hañ,αποκόπτω
1002,binden::V,stagañ,δένω
1003,stecken::V,sankañ,χώνω
1004,brechen::V,darnaouiñ,σπάζω
1005,klopfen::V,skoiñ,χτυπώ
1006,klopfen::V,skoiñ,τινάζω
1007,hauen::V,dornañ,χτυπώ
1008,kleben::V,pegañ,κολλώ
1009,reiben::V,taravat,τρίβω
1010,reiben::V,trekiñ,τρίβω
1011,streichen::V,toazañ,αλείφω
1012,schleifen::V,lemmañ,ακονίζω
1013,schneiden::V,troc'hañ,κόβω
1014,rütteln::V,tordorosañ,σείω
1015,rütteln::V,tordorosañ,τινάζω
1016,schütteln::V,hejañ,σείω
1017,schütteln::V,hejañ,κουνώ
1018,schütten::V,diskargañ,χύνω
1019,füllen::V,kargañ,γεμίζω
1020,einwickeln::V,gronnañ,τυλίγω
1021,tragen::V,dougen,φέρνω
1022,schleppen::V,stlejal,κουβαλώ
1023,ziehen::V,sachañ,τραβώ
1024,aufbewahren::V,miret,φυλάω
1025,werfen::V,teuler,ρίχνω
1026,fangen::V,tapañ,πιάνω
1027,packen::V,krapat,τσακώνω
1028,verstecken::V,kuzhat,κρύβω
1029,teilen::V,rannañ,μερίζω
1030,schicken::V,kas,στέλνω
1031,bringen::V,degas,φέρνω
1032,hinzufügen::V,lakat ouzhpenn,προσθέτω
1033,bekommen::V,kaout,προσκομίζω
1034,erhalten::V,kaout,παίρνω
1035,erhalten::V,kaout,λαμβάνω
1036,nehmen::V,kemer,πιάνω
1037,nehmen::V,kemer,παίρνω
1038,wählen::V,choaz,εκλέγω
1039,auswählen::V,dibab,διαλέγω
1040,bewahren::V,mirout,διατηρώ
1041,behindern::V,diaezañ,εμποδίζω
1042,verderben::V,lovrañ,χαλώ
1043,beschädigen::V,gwallegañ,ζημιώνω
1044,zerbrechen::V,torriñ,σπάζω
1045,zerreißen::V,diroegiñ,σχίζω
1046,zerstören::V,distrujañ,καταστρέφω
1047,verbrennen::V,deviñ,καίω
1048,geben::V,reiñ,δίνω
1049,schenken::V,donezonañ,χαρίζω
1050,versprechen::V,prometiñ,υπόσχομαι
1051,wünschen::V,hetiñ,εύχομαι
1052,loben::V,feurmiñ,επαινώ
1053,küssen::V,pokat,φιλώ
1054,wiegen::V,pouezañ,κουνώ
1055,wiegen::V,pouezañ,νανουρίζω
1056,zudecken::V,goloiñ,σκεπάζω
1057,wecken::V,dihuniñ,ξυπνώ
1058,zeigen::V,diskouez,δείχνω
1059,führen::V,kas,οδηγώ
1060,lehren::V,deskiñ,διδάσκω
1061,unterrichten::V,kelenn,διδάσκω
1062,leiten::V,bleinañ,ηγούμαι
1063,leiten::V,bleinañ,διευθύνω
1064,antreiben::V,poulzañ,σπρώχνω
1065,antreiben::V,poulzañ,παρακινώ
1066,lassen::V,leuskel,αφήνω
1067,einladen::V,pediñ,προσκαλώ
1068,vereinigen::V,unisañ,ενώνω
1069,besuchen::V,gweladenniñ,επισκέπτομαι
1070,treffen::V,kejal,συναντώ
1071,treffen::V,ankontrañ,συναντώ
1072,sich versammeln::V,bodennañ,μαζεύομαι
1073,spielen::V,c'hoari,παίζω
1074,singen::V,kanañ,τραγουδώ
1075,tanzen::V,dañsal,χορεύω
1076,sich trennen::V,dispartiañ,αποχωρίζομαι
1077,verlassen::V,lezel,εγκαταλείπω
1078,retten::V,saveteiñ,σώζω
1079,bewachen::V,mesa,φρουρώ
1080,schützen::V,diwall,προστατεύω
1081,verteidigen::V,difenn,υπερασπίζω
1082,sich schlagen::V,lopañ,χτυπιέμαι
1083,siegen::V,trec'hiñ,νικώ
1084,ärgern::V,hegasiñ,τσαντίζω
1085,schlagen::V,skeiñ,χτυπώ
1086,treten::V,botaouiñ,κλοτσώ
1087,stechen::V,pikat,τρυπώ
1088,stoßen::V,stokañ,ωθώ
1089,stoßen::V,stokañ,σπρώχνω
1090,stehlen::V,laerezh,κλέβω
1091,stören::V,direnkañ,διαταράσσω
1092,belästigen::V,dregasiñ,ενοχλώ
1093,verbergen::V,skoachañ,κρύβω
1094,täuschen::V,tromplañ,παραπλανώ
1095,betrügen::V,lorbañ,απατώ
1096,töten::V,lazhañ,σκοτώνω
1097,töten::V,lazhañ,θανατώνω
1098,wohnen::V,bezañ o chom,μένω
1099,wohnen::V,bezañ o chom,κατοικώ
1100,arbeiten::V,labourat,δουλεύω
1101,arbeiten::V,labourat,εργάζομαι
1102,sammeln::V,dastum,μαζεύω
1103,sammeln::V,dastum,συλλέγω
1104,pflücken::V,kuntuilhañ,κόβω
1105,jagen::V,chaseal,κυνηγώ
1106,fischen::V,pesketa,ψαρεύω
1107,fassen::V,pakañ,πιάνω
1108,hüten::V,geota,φυλάγω
1109,hüten::V,geota,προσέχω
1110,anbinden::V,stagañ,δένω
1111,füttern::V,boueta,ταΐζω
1112,melken::V,goro,αρμέγω
1113,hacken::V,difrakal,κόβω
1114,gießen::V,dourañ,ποτίζω
1115,reifen::V,azviñ,ωριμάζω
1116,zubereiten::V,keginañ,ετοιμάζω
1117,kochen::V,poazhañ,βράζω
1118,backen::V,fritañ,ψήνω
1119,braten::V,rostañ,τηγανίζω
1120,stricken::V,stammañ,πλέκω
1121,nähen::V,gwriat,ράβω
1122,färben::V,livañ,βάφω
1123,färben::V,livañ,χρωματίζω
1124,reinigen::V,naetañ,καθαρίζω
1125,waschen::V,gwalc'hiñ,πλένω
1126,abwischen::V,torchañ,σφουγγίζω
1127,spülen::V,disgwalc'hiñ,ξεπλένω
1128,fegen::V,skubañ,σκουπίζω
1129,kehren::V,skubañ,σκουπίζω
1130,baden::V,kouronkañ,κάνω μπάνιο
1131,sich waschen::V,en em walc'hiñ,πλένομαι
1132,sich anziehen::V,gwiskañ,ντύνομαι
1133,kämmen::V,kribat,χτενίζω
1134,schmücken::V,kinklañ,στολίζω
1135,sagen::V,larêt,λέω
1136,sagen::V,lavaret,λέω
1137,sprechen::V,komz,μιλώ
1138,reden::V,kaozeal,μιλώ
1139,reden::V,kaozeal,κουβεντιάζω
1140,sich unterhalten::V,balbotal,συνομιλώ
1141,sich unterhalten::V,balbotal,κουβεντιάζω
1142,fragen::V,goulenn,ρωτώ
1143,bitten::V,goulenn,ζητώ
1144,bitten::V,goulenn,παρακαλώ
1145,erzählen::V,kontañ,διηγούμαι
1146,mitteilen::V,kemenn,πληροφορώ
1147,nennen::V,anviñ,ονομάζω
1148,rufen::V,gelver,φωνάζω
1149,prahlen::V,fougeal,καυχιέμαι
1150,übersetzen::V,treiñ,μεταφράζω
1151,denken::V,soñjal,σκέφτομαι
1152,glauben::V,krediñ,πιστεύω
1153,bemerken::V,apresevañ,παρατηρώ
1154,erkennen::V,anavout,αναγνωρίζω
1155,begreifen::V,meizañ,καταλαβαίνω
1156,verstehen::V,kompren,ακούω
1157,lernen::V,deskiñ,μαθαίνω
1158,wissen::V,gouzout,ξέρω
1159,sich erinnern an::V,kaout soñj e,θυμάμαι
1160,vergessen::V,ankouaat,ξεχνώ
1161,messen::V,muzuliañ,μετρώ
1162,zählen::V,kontañ,μετρώ
1163,rechnen::V,jedañ,λογαριάζω
1164,lesen::V,lenn,διαβάζω
1165,malen::V,livañ,ζωγραφίζω
1166,zeichnen::V,tresañ,σχεδιάζω
1167,schreiben::V,skrivañ,γράφω
1168,besitzen::V,kaout,κατέχω
1169,kaufen::V,prenañ,αγοράζω
1170,verkaufen::V,gwerzhañ,πουλώ
1171,bezahlen::V,paeañ,πληρώνω
1172,zahlen::V,paeañ,πληρώνω
1173,beherrschen::V,mestroniañ,κυριαρχώ
1174,ertragen::V,anduriñ,βαστώ
1175,ertragen::V,anduriñ,αντέχω
1176,Grube::N,,λάκκος
1177,Spur::N,,ίχνος
1178,Lehm::N,,πηλός
1179,Laut::N,,ήχος
1180,Winkel::N,,γωνία
1181,Lagerfeuer::N,,φωτιά
1182,vergebens::ADV,,μάταια
1183,untergehen[Sonne]::V,,δύω
1184,untergehen[Sonne]::V,,βασιλεύω
1185,läuten::V,,χτυπώ 
1186,klingeln::V,,κουδουνίζω
1187,sich fürchten::V,,φοβάμαι
1188,fürchten::V,,φοβάμαι
1189,gelingen::V,,πετυχαίνω
1190,geraten::V,,γίνομαι
1191,schwenken::V,,κουνώ
1192,reichen::V,,δίνω
1193,aufziehen::V,,ανατρέφω
1194,schießen::V,,πυροβολώ
1195,treiben::V,,οδηγώ
1196,umrühren::V,,ανακατεύω
1197,ausziehen::V,,βγάζω
1198,anziehen::V,,φορώ
