,Concept_ID,fa,te
146,Klaue::N,پنجه,వంకరగోరు
147,Kralle::N,پنجه,వంకరగోరు
148,Schwanz::N,دم,తోక
149,Ei::N,تخم,గ్రుడ్డు
150,Nest::N,لانه,పక్షిగూడు
151,Bau::N,بنا,గుహ
152,Bau::N,ساختمان,గుహ
153,Tier::N,هیوان,జంతువు
154,Herde::N,رمه,మంద
155,Kuh::N,گاو,ఆవు
156,Bulle::N,گاو نر,గిత్త
157,Pferd::N,اسب,గుఱ్ఱము
158,Schaf::N,گوسفند,గొఱ్ఱె
159,Schwein::N,خوک,పంది
160,Hund::N,سگ,కుక్క
161,Katze::N,گربه,పిల్లి
162,Bär::N,خرس,ఎలుగుబంటి
163,Eichhörnchen::N,سنجاب,ఉడుత
164,Elch::N,گوزن شمالی,కణంజు
165,Fuchs::N,روباه,గుంటనక్క
166,Hase::N,خرگوش,కుందేలు
167,Maus::N,موش,చిట్టెలుక
168,Wolf::N,گرگ,తోడేలు
169,Vogel::N,پرنده,పక్షి
170,Schwarm::N,دسته,గుంపు
171,Huhn::N,مرغ,కోడిపిల్ల
172,Hahn::N,خروس,కోడివుంజు
173,Gans::N,غاز,ఆడుబాతు
174,Adler::N,عقاب,గ్రద్ద
175,Ente::N,اردک,పాట్టిబాతు
176,Ente::N,مرغابی,పాట్టిబాతు
177,Eule::N,جغد,గ్రుడ్లగూబ
178,Kranich::N,درنا,కొంగ
179,Krähe::N,زاغ,కాకి
180,Krähe::N,کلاغ,కాకి
181,Kuckuck::N,فاخته,కోయల
182,Schwan::N,قو,హంస
183,Fisch::N,ماهی,చేప
184,Barsch::N,ماهی خاردار,ఒకచేఁప
185,Hecht::N,اردک ماهی,గండుమీను
186,Schlange[Tier]::N,مار,పాము
187,Wurm::N,کرم,పురుగు
188,Spinne::N,عنکبوت,సాలె పురుగు
189,Ameise::N,مورچه,చీమ
190,Laus::N,شپش,పేను
191,Mücke::N,پشه,చీకటీగ
192,Fliege::N,مگس,ఈగ
193,Schmetterling::N,پروانه,సీతాకోకచిలుక
194,Beere::N,گیله,కాయ
195,Apfel::N,سیب,ఆపిల్ పండు
196,Pilz::N,قارچ,కుక్కగొడుగు
197,Zwiebel::N,پیاز,నీరుల్లి
198,Saat::N,بذر,విత్తనము
199,Korn::N,تخم,గింజ
200,Korn::N,دانه,గింజ
201,Heu::N,علف خشک,ఎండుగడ్డి
202,Schale::N,پوست,పొట్టు
203,Grube::N,گودال,గొయ్యి
204,Falle::N,دام,బోను
205,Schlinge::N,حلقه,ఉరి
206,Spur::N,رد,జాడ
207,Asche::N,خاکستر,బూడిద
208,Dreck::N,کثافت,ముఱికి
209,Eisen::N,آهن,ఇనుము
210,Gold::N,زر,బంగారము
211,Gold::N,طلا,బంగారము
212,Silber::N,نقره,వెండి
213,Kohle::N,زغال,నేలబొగ్గు
214,Glas::N,شیشه,గాజు
215,Lehm::N,گل,బంకమన్ను
216,Sand::N,شن,ఇసుక
217,Sand::N,ماسه,ఇసుక
218,Mensch::N,آدم,నరుడు
219,Mensch::N,انسان,నరుడు
220,Mann::N,مرد,పురుమడు
221,Frau::N,زن,ఆడుది
222,Kind::N,بچه,బిడ్డ
223,Kind::N,کودک,బిడ్డ
224,Junge::N,پسر,బాలుడు
225,Mädchen::N,دختر,బాలిక
226,Familie::N,فامیل,కుటుంబము
227,Familie::N,خانواده,కుటుంబము
228,Großvater::N,پدربزرگ,తాత
229,Großmutter::N,مادر‌بزرگ,అయ్యమ్మ
230,Eltern::N,والدین,తల్లితండ్రులు
231,Eltern::N,پدر‌و‌مادر,తల్లితండ్రులు
232,Vater::N,پدر,తండ్రి
233,Mutter::N,مادر,తల్లి
234,Sohn::N,پسر,కొడుకు
235,Tochter::N,دختر,కూతురు
236,Bruder::N,برادر,పోదరుడు
237,Schwester::N,خواهر,సోదరి
238,Onkel::N,عمو,మేనమామ
239,Onkel::N,دایی,మేనమామ
240,Tante::N,عمه,మేనత్త
241,Tante::N,عمه,పినతల్లి
242,Tante::N,خاله,మేనత్త
243,Tante::N,خاله,పినతల్లి
244,Ehemann::N,همسر,భర్త
245,Ehefrau::N,همسر,భార్య
246,Freude::N,شادی,సంతోషము
247,Gelächter::N,خنده,నవ్వు
248,Gelächter::N,قاه‌قاه,నవ్వు
249,Glück::N,اقبال,సంతోషము
250,Kummer::N,غم,దుఃఖము
251,Kummer::N,غصه,దుఃఖము
252,Wunsch::N,آرزو,కోరిక
253,Lust::N,هوس,కోరిక
254,Geist::N,روح,ఆత్మ
255,Gedanke::N,فکر,ఆలోచన
256,Gedächtnis::N,حافظه,జ్ఞాపకము
257,Verstand::N,هوش,మనస్సు
258,Sinn::N,معنا,అర్థము
259,Sinn::N,مفهوم,అర్థము
260,Grund::N,سبب,కారణము
261,Grund::N,دلیل,కారణము
262,Wahrheit::N,حقیقت,సత్యము
263,Gespräch::N,صحبت,పంభాషణ
264,Gespräch::N,گفتگو,పంభాషణ
265,Märchen::N,قصه,అద్భుతకథ
266,Märchen::N,افسانه,అద్భుతకథ
267,Erzählung::N,داستان,కథ
268,Nachricht::N,خبر,వార్త
269,Neuigkeit::N,خبر تازه,వార్త
270,Name::N,اسم,పేరు
271,Rätsel::N,معما,చిక్కు
272,Rede::N,سخن,ఉపన్యాసము
273,Sprache::N,زبان,భాష
274,Stimme::N,صدا,కంరథ్సని
275,Wort::N,کلمه,మాట
276,Zeichen::N,نشان,గుర్తు
277,Zeichen::N,علامت,గుర్తు
278,Ruf::N,صدا,పిలువు
279,Lärm::N,هیاهو,సందడి
280,Laut::N,صدا,ధ్వని
281,Ton::N,آهنگ,స్వరము
282,Lied::N,آواز,పాట
283,Lied::N,ترانه,పాట
284,Ruhe::N,آرامش,గాలిలేమి
285,Leute::N,مردم,జనులు
286,Volk::N,خلق,జాతి
287,Arbeit::N,کار,పని
288,Gast::N,مهمان,అతిధి
289,Geschenk::N,هدیه,దానము
290,Spiel::N,بازی,ఆట
291,Gesellschaft::N,جمعیت,జట్టు
292,Hilfe::N,کمک,సాహాయ్యము
293,Freund::N,دوست,స్నేహితుడు
294,Kamerad::N,رفیق,చెలికాడు
295,Angelegenheit::N,امر,విషయము
296,Angelegenheit::N,قضیه,విషయము
297,Anzahl::N,عده,లెక్క
298,Anzahl::N,شمار,లెక్క
299,Art::N,نوع,జాతి
300,Stück::N,تکه,తునుక
301,Stück::N,قطعه,తునుక
302,Teil::N,بخش,భాగము
303,Teil::N,قسمت,భాగము
304,Hälfte::N,نیم,సగము
305,Kreis::N,حلقه,వృత్తము
306,Kreis::N,دایره,వృత్తము
307,Kreuz::N,صلیب,సిలువ
308,Linie::N,خط,గీత
309,Linie::N,سطر,గీత
310,Strich::N,خط,గీత
311,Abstand::N,فاصله,సందు
312,Entfernung::N,مسافت,దూరము
313,Gegend::N,منطقه,విస్తీర్ణము
314,Platz::N,گنجایش,ఎడము
315,Ort::N,جا,స్థలము
316,Ort::N,محل,స్థలము
317,Ort::N,مکان,స్థలము
318,Seite::N,طرف,ప్రక్క
319,Mitte::N,وسط,నడిమి
320,Mitte::N,میان,నడిమి
321,Gegenstand::N,چیز,పద్దు
322,Sache::N,چیز,వస్తువు
323,Rand::N,کنار,అంచు
324,Rand::N,حاشیه,అంచు
325,Kante::N,لبه,అంచు
326,Ecke::N,گوشه,మూల
327,Spitze::N,سر,మొన
328,Spitze::N,نوک,మొన
329,Ende::N,ته,కొన
330,Ende::N,آخر,కొన
331,Loch::N,سوراخ,రంధ్రము
332,Winkel::N,کنج,కోణము
333,Muster::N,نقش,మాదిరి
334,Größe::N,قد,పరిమాణము
335,Größe::N,بزرگی,పరిమాణము
336,Länge::N,طول,పొడుగు
337,Höhe::N,بلندی,పొడుగు
338,Gewicht::N,وزن,భారము
339,Menge::N,مقدار,మొత్తము
340,Menge::N,اندازه,మొత్తము
341,Haufen::N,توده,రాశి
342,Reihe::N,ردیف,వరుస
343,Boot::N,قایق,పడవ
344,Ruder::N,پارو,అడక
345,Schlitten::N,سورتمه,సరవండ్లు
346,Ski::N,اسکی,స్కీ
347,Lagerfeuer::N,آتش,నెగడు
348,Last::N,بار,బరువు
349,Last::N,سنگینی,బరువు
350,Gang::N,راه رفتن,నడక
351,Schritt::N,قدم,అడుగు
352,Norden::N,شمال,ఉత్తరదిక్కు
353,Süden::N,جنوب,దక్షిణము
354,Westen::N,غرب,పడమర
355,Osten::N,شرق,తూర్పు
356,Holz::N,چوب,కొయ్య
357,Brett::N,تخته,పలక
358,Platte::N,صفحه,పలక
359,Stütze::N,تکیه,వాల్సేడ్లు
360,Stange::N,میله,స్తంభము
361,Stock::N,چوب,కఱ్ఱ
362,Stab::N,عصا,కఱ్ఱ
363,Rohr::N,لوله,గొట్టము
364,Haus::N,منزل,ఇల్లు
365,Heim::N,خانه,స్వగృహము
366,Heim::N,کاشانه,స్వగృహము
367,Ofen::N,بخاری,పొయ్యి
368,Fußboden::N,کف اتاق,నేల
369,Tisch::N,میز,మేజా
370,Stuhl::N,صندلی,కుర్చీ
371,Wiege::N,گهواره,ఉయ్యాల
372,Bett::N,تختخواب,పడక
373,Bett::N,تختخواب,మంచం
374,Regal::N,قفسه,అటక
375,Kiste::N,صندوق,వెట్టె
376,Fenster::N,پنجره,కిటికి
377,Tür::N,در,ద్వారము
378,Tür::N,درب,ద్వారము
379,Tor::N,دروازه,ద్వారము
380,Zaun::N,حصار,కంచె
381,Dach::N,بام,ఇంటివైకప్పు
382,Leiter::N,نردبان,నిచ్చెన
383,Besen::N,جارو,చీపురుకట్ట
384,Spaten::N,بیل,పాఱ
385,Schaufel::N,بیل,పాఱ
386,Schaufel::N,پارو,పాఱ
387,Gabel::N,چنگال,ముండ్లగరిటె
388,Löffel::N,قاشق,గరిటె
389,Messer::N,کارد,కత్తి
390,Nagel::N,میخ,మేకు
391,Netz::N,تور,వల
392,Netz::N,شبکه,వల
393,Haken::N,قلاب,కొక్కెము
394,Griff::N,دسته,పిడి
395,Schloss::N,قفل,తాళము
396,Bild::N,عکس,చిత్రము
397,Bild::N,تصویر,చిత్రము
398,Figur::N,تندیس,రూపము
399,Puppe::N,عروسک,బొమ్మ
400,Beutel::N,کیسه,సంచి
401,Bündel::N,بسته,మూట
402,Tasche::N,کیف,సంచి
403,Eimer::N,سطل,చేద
404,Deckel::N,در,మూత
405,Geschirr::N,ظرف,వంటకాలు
406,Sack::N,گونی,గోనెసంచి
407,Tasse::N,فنجان,గిన్నె
408,Topf::N,دیگ,కుండ
409,Topf::N,قابلمه,కుండ
410,Kessel::N,دیگ,నీరుకాచుపాత్ర
411,Essen::N,خوراک,ఆహారము
412,Nahrung::N,غذا,ఆహారము
413,Speise::N,خوراک,ఆహారము
414,Fleisch::N,گوشت,మాంసము
415,Getreide::N,غله,ధాన్యము
416,Brei::N,فرنی,గుజ్జు
417,Brei::N,حریره,గుజ్జు
418,Brot::N,نان,రొట్టె
419,Scheibe::N,قاچ,బద్ద
420,Scheibe::N,لزگه,బద్ద
421,Fett::N,چربی,క్రొవ్వు
422,Butter::N,کره,వెన్న
423,Öl::N,روغن,నూనె
424,Salz::N,نمک,ఉప్పు
425,Suppe::N,آش,చారు
426,Suppe::N,سوپ,చారు
427,Honig::N,عسل,తెనె
428,Milch::N,شیر,పాలు
429,Tee::N,چای,తేనీరు
430,Leder::N,چرم,బాగుచేసివతోలు
431,Wolle::N,پشم,ఉన్ని
432,Stoff::N,پارچه,బట్ట
433,Nadel::N,سوزن,సూది
434,Faden::N,نخ,దారము
435,Knopf::N,دکمه,బొత్తాము
436,Knoten::N,گره,ముడి
437,Farbe::N,رنگ,రంగు
438,Kleidung::N,لباس,బట్టలు
439,Kleidung::N,پوشاک,బట్టలు
440,Hemd::N,پیراهن,చొక్కాయ
441,Kragen::N,یقه,మాల
442,Ärmel::N,آستین,చొక్కాయచెయ్యి
443,Hose::N,شلوار,ఇజారు
444,Gürtel::N,کمر‌بند,పటకా
445,Mütze::N,کلاه,టోపి
446,Schuh::N,کفش,పాదరక్ష
447,Stiefel::N,چکمه,బూటు
448,Ring::N,حلقه,ఉంగరము
449,Ring::N,انگشتر,ఉంగరము
450,Band::N,نوار,నాడా
451,Band::N,روبان,నాడా
452,Kamm::N,شانه,దువ్వెన
453,Spiegel::N,آینه,అద్దము
454,Riemen::N,تسمه,వాడా
455,Schnur::N,ریسمان,దారము
456,Leine::N,قلاده,వారు
457,Decke::N,پتو,కంబళి
458,Kissen::N,بالش,తలగడ
459,Tuch::N,شال,బట్ట
460,Handtuch::N,حوله,తువాలు
461,Kraft::N,نیرو,బలము
462,Stärke::N,زور,శక్తి
463,Gesundheit::N,سلامتی,ఆరోగ్యము
464,Gesundheit::N,تندرستی,ఆరోగ్యము
465,Krankheit::N,بیماری,రోగము
466,Schmerz::N,درد,నొప్పి
467,Wunde::N,زخم,గాయము
468,Fieber::N,تب,జ్వరము
469,Arznei::N,دارو,మందు
470,Brücke::N,پل,వంతెన
471,Brunnen::N,چاه,బావి
472,Brunnen::N,چاه,కూపము
473,Brunnen::N,چاه,నుయ్యి
474,Weide::N,چراگاه,పచ్చికబయలు
475,Pfad::N,راه,కాలిత్రోవ
476,Weg::N,راه,మార్గము
477,Weg::N,طریق,మార్గము
478,Straße::N,راه,బాట
479,Straße::N,جاده,బాట
480,Dorf::N,ده,గ్రామము
481,Dorf::N,روستا,గ్రామము
482,Stadt::N,شهر,పట్టణము
483,Brief::N,نامه,జాబు
484,Buch::N,کتاب,పుస్తకము
485,Buchstabe::N,حرف,అక్షరము
486,Zeitung::N,روزنامه,వార్తాపత్రిక
487,Leben::N,عمر,ప్రాణము
488,Leben::N,زندگی,ప్రాణము
489,Tod::N,مرگ,మరణము
490,Grab::N,گور,సమాధి
491,Grab::N,مزار,సమాధి
492,Kirche::N,کلیسا,క్రెస్తవులగుడి
493,Sünde::N,بزه,పాపము
494,Sünde::N,گناه,పాపము
495,Gott::N,خدا,దేవుడు
496,Arbeiter::N,کارگر,పనిపాటుచేశేవాడు
497,Chef::N,رئیس,యజమానుడు
498,Meister::N,استاد,కళాకారుడు
499,Arzt::N,پزشک,వైద్యుడు
500,Lehrer::N,معلم,ఉపాధ్యాయుడు
501,Lehrer::N,آموزگار,ఉపాధ్యాయుడు
502,Geld::N,پول,ద్రవ్యము
503,Geschäft::N,کار,వ్యాపారము
504,Geschäft::N,بیزنس,వ్యాపారము
505,Laden::N,دکان,అంగడి
506,Laden::N,مغازه,అంగడి
507,Preis::N,بها,వెల
508,Preis::N,قیمت,వెల
509,Ware::N,جنس,సరకులు
510,Ware::N,کالا,సరకులు
511,Nutzen::N,مزیت,ప్రయోజనము
512,Nutzen::N,امتیاز,ప్రయోజనము
513,Reichtum::N,مال,ధనము
514,Reichtum::N,ثروت,ధనము
515,Welt::N,دنیا,ప్రపంచము
516,Land::N,کشور,దేశము
517,Land::N,مملکت,దేశము
518,Staat::N,دولت,రాజ్యము
519,König::N,شاه,రాజు
520,König::N,پادشاه,రాజు
521,Macht::N,قدرت,అధికారము
522,Macht::N,اختیار,అధికారము
523,Grenze::N,مرز,సరిహద్దు
524,Krieg::N,جنگ,యుద్ధము
525,Feind::N,دشمن,శత్రువు
526,Gewalt::N,زور,దౌర్జన్యము
527,Gewalt::N,خشونت,దౌర్జన్యము
528,Kampf::N,نبرد,పోట్లాట
529,Kampf::N,مبارزه,పోట్లాట
530,Bogen[Waffe]::N,کمان,విల్లు
531,Pfeil::N,تیر,బాణము
532,Gewehr::N,تفنگ,తుపాకి
533,Fehler::N,غلط,తప్ప
534,Fehler::N,اشتباه,తప్ప
535,Lüge::N,دروغ,అసత్యము
536,Schaden::N,آسیب,నష్టము
537,Schaden::N,خسارت,నష్టము
538,Unglück::N,بلا,దురదృష్టము
539,Schuld::N,گناه,తప్పు
540,Schuld::N,تقصیر,తప్పు
541,Alter::N,سن,వయస్సు
542,Alter::N,عمر,వయస్సు
543,Schluss::N,انتها,ముగింపు
544,Zeit::N,وقت,కాలము
545,Zeit::N,زمان,కాలము
546,Tag::N,روز,దినము
547,Morgen::N,صبح,ఉదయము
548,Mittag::N,ظهر,మధ్యాహ్నము
549,Abend::N,شب,సాయంకాలము
550,Abend::N,عصر,సాయంకాలము
551,Nacht::N,شب,రత్రి
552,Woche::N,هفته,వారము
553,Monat::N,ماه,నెల
554,Jahr::N,سال,సంవత్సరము
555,Frühling::N,بهار,వసంతకాలము
556,Sommer::N,تابستان,వేసవికాము
557,Herbst::N,پاییز,ఆకురాలుకాలము
558,Winter::N,زمستان,శీతకాలము
559,Januar::N,ژانویه,జనవరి
560,Februar::N,فوریه,ఫిబ్రవరి
561,März::N,مارس,మార్చి
562,April::N,آوریل,ఏప్రిలు
563,Mai::N,مه,మే
564,Juni::N,ژوئن,జూన్
565,Juli::N,ژویه,జూలై
566,August::N,اوت,ఆగస్టు
567,September::N,سپتامبر,సెప్ఠెంబరు
568,Oktober::N,اکتبر,అక్టోబరు
569,November::N,نوامبر,నవంబరు
570,Dezember::N,دسامبر,డిసెంబర్
571,Montag::N,دو‌شنبه,సోమవారము
572,Dienstag::N,سه‌شنبه,మంగళవారము
573,Mittwoch::N,چهار‌شنبه,బుధవారము
574,Donnerstag::N,پنج شنبه,గురువారము
575,Freitag::N,جمعه,శుక్రవారము
576,Samstag::N,شنبه,శనివారము
577,Sonntag::N,یکشنبه,ఆదివారము
578,groß::A,بزرگ,గొప్పైన
579,klein::A,کوچک,చిన్న
580,lang::A,بلند,పొడుగాటి
581,kurz::A,کوتاه,పొట్టి
582,breit::A,پهن,వెడల్పైన
583,schmal::A,تنگ,ఇఱుకైన
584,schmal::A,نازک,ఇఱుకైన
585,dicht::A,چگال,దట్టమైన
586,dicht::A,انبوه,దట్టమైన
587,dick[Gegenstand]::A,ضخیم,దట్టమైన
588,dünn::A,نازک,పలుచని
589,fein::A,ریز,నాజాకైన
590,fein::A,باریک,నాజాకైన
591,fest::A,محکم,దృడమైవ
592,flach::A,صاف,చదువైన
593,flach::A,مسطح,చదువైన
594,glatt::A,لیز,నున్నని
595,hart::A,سفت,కఠినమైన
596,weich::A,نرم,మృదువైన
597,weich::A,ملایم,మృదువైన
598,rund::A,گرد,గుండ్రని
599,spitz::A,تیز,మొనగల
600,spitz::A,نوک‌تیز,మొనగల
601,scharf::A,تیز,పదనైన
602,scharf::A,برنده,పదనైన
603,stumpf::A,کند,వాడిలేని
604,schwer::A,سنگین,బరువ్తెన
605,schön::A,زیبا,సుందరమైన
606,heiß::A,داغ,వేడియైన
607,warm::A,گرم,వెచ్చని
608,kalt::A,سرد,చల్లని
609,kühl::A,خنک,చల్లని
610,frisch::A,تازه,తాజాయైన
611,feucht::A,مرطوب,చెమ్మగానున్న
612,nass::A,تر,తడిగామన్న
613,nass::A,خیش,తడిగామన్న
614,trocken::A,خشک,ఎండిన
615,voll::A,پر,నిండు
616,leer::A,خالی,శూన్యమైన
617,offen::A,باز,తెఱచియున్న
618,geschlossen::A,بسته,మూసిన
619,sauber::A,پاک,పరిశుద్ధమైన
620,sauber::A,تمیز,పరిశుద్ధమైన
621,schmutzig::A,کثیف,ముఱికియైన
622,schmutzig::A,آلوده,ముఱికియైన
623,roh::A,خام,పచ్చి
624,reif::A,رسیده,పండివ
625,lecker::A,لذیذ,రుచి గల
626,lecker::A,خوشمزه,రుచి గల
627,süß::A,شیرین,తియ్యని
628,bitter::A,تلخ,చేదైన
629,sauer::A,ترش,పుల్లని
630,hell::A,روشن,కాంతిగల
631,dunkel::A,تاریک,చీకటియైన
632,schwarz::A,سیاه,నల్లని
633,weiß::A,سفید,తెలుపు
634,rot::A,سرخ,ఎఱ్ఱని
635,rot::A,قرمز,ఎఱ్ఱని
636,gelb::A,زرد,పసుపు పచ్చ
637,blau::A,آبی,నీలవర్ణము
638,grün::A,سبز,ఆకుపచ్చని
639,grau::A,طوسی,నెరిసిన
640,grau::A,خاکستری,నెరిసిన
641,bunt::A,رنگارنگ,రంగేలీ
642,billig::A,ارزان,చౌకయైన
643,teuer::A,گران,వెలపొడుగైన
644,wertvoll::A,قیمتی,విలుప్తెన
645,wertvoll::A,گرانبها,విలుప్తెన
646,blind::A,کور,గ్రుడ్డి
647,blind::A,نابینا,గ్రుడ్డి
648,taub::A,کر,చెవిటి
649,taub::A,ناشنوا,చెవిటి
650,kräftig::A,قوی,శక్తి గల
651,stark::A,قوی,బలమైన
652,stark::A,نیرومند,బలమైన
653,schwach::A,ضعیف,బలహీనమైన
654,fett::A,چرب,క్రొవ్విన
655,schlank::A,باریک‌اندام,సన్నని
656,hübsch::A,قشنگ,సాగప్తెన
657,hübsch::A,خوشگل,సాగప్తెన
658,böse::A,بد,చెడ్డ
659,dumm::A,احمق,తెలివిలేని
660,faul::A,لش,సోమరియైన
661,faul::A,تنبل,సోమరియైన
662,fleißig::A,زرنگ,శ్రద్దగల
663,geizig::A,خسیس,పిసినారియైన
664,klug::A,عاقل,తెలివిగల
665,klug::A,باهوش,తెలివిగల
666,geschickt::A,ماهر,నిపుణతగల
667,lieb::A,عزیز,ప్రియమైన
668,lustig::A,شاد,ఉల్లాసము గల
669,lustig::A,خوشحال,ఉల్లాసము గల
670,sanft::A,لطیف,సాధువైన
671,hungrig::A,گرسنه,ఆకలిగొనిన
672,krank::A,مریض,వ్యాధిగల
673,krank::A,بیمار,వ్యాధిగల
674,nackt::A,لخت,దిగంబరమైన
675,nackt::A,برهنه,దిగంబరమైన
676,traurig::A,غمگین,విచారముగల
677,lebendig::A,زنده,ప్రాణముతో నున్న
678,gut::A,خوب,మంచి
679,schlecht::A,بد,చెడ్డ
680,richtig::A,درست,సరియైన
681,schlimm::A,وخيم,అసహ్యమైన
682,wahr::A,درست,నిజమైన
683,wahr::A,حقیقی,నిజమైన
684,alt::A,کهنه,ముసలి
685,neu::A,نو,క్రొత్త
686,ehemalig::A,قبلی,పూర్వపు
687,alt[Lebewesen]::A,پیر,ముసలి
