,Concept_ID,xal,kk
135,Stamm::N,шилв,сояу
136,Stamm::N,шилв,оқпан
137,Stamm::N,һол модн,сояу
138,Stamm::N,һол модн,оқпан
139,Rinde::N,көрсн,қабық
140,Ast::N,ац,бұтақ
141,Zweig::N,ац,шыбық
142,Blatt::N,хамтхасн,жапырақ
143,Birke::N,хусм модн,қайың
144,Kiefer[Baum]::N,шар харһа,қарағай
145,Weide[Baum]::N,удн,тал
146,Tanne::N,җөөлн цаһан модн,шырша
147,Horn::N,өвр,мүйіз
148,Feder::N,өрвлг,қаламұш
149,Fell::N,арсн,тері
150,Flügel::N,җивр,қанат
151,Klaue::N,хумсн,тырнақ
152,Kralle::N,тавг,аяқ
153,Schwanz::N,сүл,құйрық
154,Ei::N,өндгн,жұмыртқа
155,Nest::N,үр,ұя
156,Bau::N,нүкн,жатақ
157,Tier::N,мал,айуан
158,Tier::N,мал,жануар
159,Herde::N,сүрг мал,пада
160,Kuh::N,үкр,сиыр
161,Bulle::N,бух,өгіз
162,Pferd::N,мөрн,жылқы
163,Schaf::N,хөн,қой
164,Schwein::N,һаха,шошқа
165,Hund::N,ноха,ит
166,Katze::N,мис,мысық
167,Bär::N,аю,аю
168,Eichhörnchen::N,кермн,тиін
169,Elch::N,хандһа,бұғы
170,Fuchs::N,арат,түлкі
171,Hase::N,туула,қоян
172,Maus::N,хулһн,қаптесер
173,Wolf::N,чон,бөрі
174,Wolf::N,чон,қасқыр
175,Vogel::N,шовун,құс
176,Schwarm::N,зел,топ
177,Schwarm::N,зел,үйір
178,Huhn::N,така,тауық
179,Huhn::N,така,мекиен
180,Hahn::N,эр така,әтеш
181,Hahn::N,эр така,қораз
182,Gans::N,һалун,қаз
183,Adler::N,һәрд,бүркіт
184,Ente::N,нуһсн,үйрек
185,Eule::N,һурвлһ,жапалақ
186,Kranich::N,тоһрун,тырна
187,Krähe::N,шаазһа,қарға
188,Kuckuck::N,эргин хуцдг,көкек
189,Schwan::N,хун,аққу
190,Fisch::N,заһсн,балық
191,Barsch::N,шүрг,алабұға
192,Hecht::N,цурх,шортан
193,Schlange[Tier]::N,моһа,жылан
194,Wurm::N,өтн,шұбалшаң
195,Spinne::N,аралҗн,өрмекші
196,Ameise::N,шорһлҗн,қүмырска
197,Laus::N,бөөсн,бит
198,Mücke::N,бөкүн,маса
199,Fliege::N,батхн,шыбын
200,Schmetterling::N,эрвәкә,көбелек
201,Beere::N,бөөлҗрһн,жидек
202,Apfel::N,альмн,алма
203,Pilz::N,теңгрин ки,қозықұйрық
204,Pilz::N,теңгрин ки,саңыраукулақ
205,Zwiebel::N,мәңгрснә толһа,жуа
206,Saat::N,буудян экн,тұқым
207,Korn::N,экн,дән
208,Heu::N,өвсн,шөп
209,Schale::N,хальсн,қабық
210,Schale::N,хальсн,қабығы
211,Grube::N,нүкн,ор
212,Falle::N,урх,дұзақ
213,Falle::N,урх,қақпан
214,Falle::N,хавх,дұзақ
215,Falle::N,хавх,қақпан
216,Schlinge::N,бүтү,ілмек
217,Spur::N,мөр,із
218,Asche::N,үмсн,күл
219,Dreck::N,бальчг,былғаныш
220,Eisen::N,төмр,темір
221,Gold::N,алтн,алтын
222,Silber::N,мөңгн,күміс
223,Silber::N,цаһан мөңгн,күміс
224,Kohle::N,нүүрсн,көмір
225,Glas::N,шил,шыны
226,Lehm::N,шавр,балшық
227,Sand::N,элсн,құм
228,Mensch::N,күн,адам
229,Mensch::N,күмн,адам
230,Mann::N,эр,еркек
231,Mann::N,эр,ер адам
232,Frau::N,күүкд күн,бике
233,Frau::N,күүкд күн,қатын
234,Kind::N,үрн,бала
235,Kind::N,үрн,перзент
236,Junge::N,көвүн,бала
237,Junge::N,көвүн,ер бала
238,Mädchen::N,бичкн күүкн,қыз
239,Familie::N,бүл,жанұя
240,Großvater::N,өвк эцк,ата
241,Großvater::N,наһц эцк,ата
242,Großmutter::N,эмг эк,әже
243,Großmutter::N,эмг эк,әжей
244,Großmutter::N,наһц эк,әже
245,Großmutter::N,наһц эк,әжей
246,Eltern::N,эк эцк хойр,ата-аналар
247,Vater::N,эцк,әке
248,Mutter::N,эк,ана
249,Sohn::N,көвүн,ұл
250,Tochter::N,күүкн,қызым
251,Bruder::N,дү көвүн,бауырым
252,Schwester::N,эгч,әпке
253,Schwester::N,дү күүкн,әпке
254,Onkel::N,авһ,көке
255,Onkel::N,наһцх,көке
256,Tante::N,наһц эгч,тәте
257,Ehemann::N,залу,ер
258,Ehefrau::N,гергн,зайып
259,Freude::N,байр,қуаныш
260,Freude::N,байр,сүйініш
261,Freude::N,байр,шат-думан
262,Freude::N,байр,қуаныштылық
263,Gelächter::N,инәдн,күлу
264,Glück::N,җирһл,бақыт
265,Glück::N,җирһл,бақыттылық
266,Glück::N,сәәхн җирһл,бақыт
267,Glück::N,сәәхн җирһл,бақыттылық
268,Kummer::N,зовлң,аза
269,Kummer::N,зовлң,қайғы
270,Kummer::N,зовлң,қасырет
271,Wunsch::N,дурн,мүдде
272,Lust::N,җилвтлһн,тәбет
273,Lust::N,җилвтлһн,ынтызар
274,Lust::N,җилвтлһн,құштарлық
275,Geist::N,зөрг,рух
276,Gedanke::N,ухан,ой
277,Gedächtnis::N,чееҗин тодлвр,ес
278,Gedächtnis::N,чееҗин тодлвр,жады
279,Gedächtnis::N,чееҗин тодлвр,ақыл-ес
280,Verstand::N,ухан,ақыл
281,Verstand::N,ухан,парасат
282,Sinn::N,учр-утх,мән
283,Sinn::N,учр-утх,маныз
284,Sinn::N,учр-утх,мағына
285,Sinn::N,учр-утх,мән-мағына
286,Grund::N,учр,себеп
287,Grund::N,шалтан,себеп
288,Wahrheit::N,үнн,рас
289,Gespräch::N,күүндвүр,әңгіме
290,Märchen::N,тууль,ертеп
291,Märchen::N,тууль,ертек
292,Erzählung::N,келвр,әңгіме
293,Nachricht::N,медүллһн,хабар
294,Neuigkeit::N,зәңг,жаңалық
295,Name::N,нерн,ат
296,Name::N,нерн,атау
297,Rätsel::N,тәәлвртә тууль,жұмбақ
298,Rede::N,келлһн,сөз
299,Sprache::N,келн,тіл
300,Stimme::N,дун,үн
301,Stimme::N,дун,әуен
302,Stimme::N,дун,дауыс
303,Wort::N,үг,сөз
304,Zeichen::N,темдг,ишара
305,Ruf::N,дуудлһн,айғай
306,Lärm::N,шууган,айғай-шу
307,Lärm::N,шууган,айғай-ұйғай
308,Laut::N,ә,дыбыс
309,Laut::N,ә,дауыс
310,Ton::N,дун,әуен
311,Lied::N,дун,ән
312,Lied::N,дун,жыр
313,Lied::N,дун,ән-жыр
314,Ruhe::N,амулң,тыныштық
315,Leute::N,әмтн,кісілер
316,Volk::N,улс,халық
317,Arbeit::N,көдлмш,еңбек
318,Gast::N,гиич,қонақ
319,Gast::N,гиич,мейман
320,Geschenk::N,белг,қадия
321,Spiel::N,наадн,ойын
322,Gesellschaft::N,олн,қауым
323,Gesellschaft::N,олн,жұртшылық
324,Hilfe::N,нөкд,жэрдем
325,Freund::N,иньг,дос
326,Kamerad::N,үр,дос-жар
327,Angelegenheit::N,керг,жұмыс
328,Anzahl::N,то,сан
329,Anzahl::N,то,саны
330,Art::N,зүүл,түр
331,Stück::N,хусг,тілім
332,Teil::N,хүв,үлес
333,Teil::N,хүв,бөлшек
334,Hälfte::N,өрәл,жарты
335,Kreis::N,төгрг,шеңбер
336,Kreuz::N,кирс,крест
337,Linie::N,зурасн,сызық
338,Strich::N,татасн,сызық
339,Abstand::N,зә,ара
340,Abstand::N,зә,аралық
341,Entfernung::N,һазр,аралық
342,Gegend::N,һазр,өңір
343,Platz::N,зә,орны
344,Ort::N,бәәрн,орын
345,Seite::N,тал,жақ
346,Seite::N,тал,бүйір
347,Seite::N,хаҗу,жақ
348,Seite::N,хаҗу,бүйір
349,Seite::N,хәврһ,жақ
350,Seite::N,хәврһ,бүйір
351,Mitte::N,дунд,ортасы
352,Gegenstand::N,юмн,зат
353,Gegenstand::N,юмн,нәрсе
354,Sache::N,юмн,бұйым
355,Rand::N,зах,шет
356,Rand::N,зах,шеті
357,Kante::N,ирмәг,қыр
358,Kante::N,ирмәг,қыры
359,Ecke::N,өнцг,қыры
360,Ecke::N,өнцг,бұрыш
361,Spitze::N,үзүр,ұшы
362,Ende::N,үзүр,аяқ
363,Ende::N,үзүр,соңы
364,Loch::N,хаһрха,тесік
365,Winkel::N,булң,мүйіс
366,Muster::N,намч,мәнер
367,Größe::N,кемҗән,ауқым
368,Größe::N,кемҗән,көлемдік
369,Länge::N,ут,бой
370,Länge::N,ут,ұзындық
371,Höhe::N,өндр,жоғарылық
372,Höhe::N,өндр,биіктік
373,Gewicht::N,күнд,салмақ
374,Gewicht::N,чиңнүр,салмақ
375,Menge::N,ик,мөлшер
376,Haufen::N,ова,үйме
377,Haufen::N,ова,үйінді
378,Reihe::N,зерг,сап
379,Reihe::N,зерглән,сап
380,Boot::N,оңһц,қайық
381,Ruder::N,хәәв,ескек
382,Schlitten::N,цан,шана
383,Ski::N,лыҗ,шаңғы
384,Lagerfeuer::N,костёр,алау
385,Last::N,күнд,ауырлық
386,Last::N,күнд,ауыр зат
387,Gang::N,йовлһн,жүріс
388,Schritt::N,ишкм,адым
389,Norden::N,ар үзг,солтүстік
390,Norden::N,ар үзг,терістік
391,Süden::N,өмн,оңтүстік
392,Süden::N,өмн үзг,оңтүстік
393,Westen::N,барун,батыс
394,Westen::N,барун үзг,батыс
395,Osten::N,зүн,күншығыс
396,Osten::N,зүн үзг,күншығыс
397,Holz::N,модн,ағаш
398,Holz::N,модн,сүрек
399,Brett::N,харһа,тақта
400,Platte::N,хавтха чолун,тақта
401,Stütze::N,тулг,тіреу
402,Stange::N,уньн,қада
403,Stock::N,модн,сойыл
404,Stab::N,шуург,сырық
405,Rohr::N,турва,құбыр
406,Haus::N,гер,үй
407,Heim::N,гер-бул,үйлі
408,Heim::N,гер-бул,шаңырақ
409,Ofen::N,беш,ошақ
410,Ofen::N,беш,пеш
411,Fußboden::N,девскр,еден
412,Tisch::N,ширә,үстел
413,Stuhl::N,стул,орындық
414,Wiege::N,өлгә,бесік
415,Wiege::N,дүүҗң,бесік
416,Bett::N,орн,кереует
417,Bett::N,орндг,кереует
418,Regal::N,таг,сөре
419,Regal::N,тәвц,сөре
420,Kiste::N,яршг,жәшік
421,Fenster::N,терз,терезе
422,Tür::N,үүдн,есік
423,Tor::N,үүдн,дарбаза
424,Tor::N,өргн үүдн,дарбаза
425,Tor::N,хашан үүдн,дарбаза
426,Zaun::N,хаша,дуал
427,Dach::N,деевр,шатыр
428,Leiter::N,шат,саты
429,Leiter::N,шат,басқыш
430,Leiter::N,давшур,саты
431,Leiter::N,давшур,басқыш
432,Besen::N,сәвүр,сыпырғыш
433,Spaten::N,күрз,күрек
434,Schaufel::N,совг,қалақ
435,Gabel::N,серә,аша
436,Gabel::N,серә,шанышқы
437,Löffel::N,ухр,қасық
438,Messer::N,утх,пышақ
439,Nagel::N,хадасн,мық
440,Nagel::N,хадасн,шеге
441,Netz::N,гөлм,керегекөз
442,Haken::N,дегә,ілмек
443,Griff::N,иш,сап
444,Griff::N,иш,тұтқа
445,Griff::N,бәрүл,сап
446,Griff::N,бәрүл,тұтқа
447,Schloss::N,оньс,құлып
448,Schloss::N,оньс,бекіткіш
449,Bild::N,зург,сурет
450,Figur::N,фигур,тұлға
451,Puppe::N,наадһа,қуыршақ
452,Beutel::N,мишг,қапшық
453,Bündel::N,багла,байлам
454,Bündel::N,боодһа,байлам
455,Tasche::N,сумк,дорба
456,Eimer::N,суулһ,шелек
457,Deckel::N,бүркәсн,жапқыш
458,Geschirr::N,сав,ыдыс
459,Geschirr::N,сав-сарх,ыдыс
460,Sack::N,мишг,қап
461,Tasse::N,ааһ,шыныаяқ
462,Topf::N,кастрюль,кәстрөл
463,Kessel::N,хәәсн,қазан
464,Essen::N,зоогллһн,ас
465,Nahrung::N,теҗәл,ас
466,Nahrung::N,теҗәл,тамақ
467,Speise::N,хот,тағам
468,Fleisch::N,махн,ет
469,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,дәнді
470,Brei::N,хаш,ботқа
471,Brot::N,өдмг,күлше
472,Scheibe::N,зүсм,тілім
473,Fett::N,өөкн,май
474,Butter::N,тосн,май
475,Öl::N,тосн,май
476,Salz::N,давсн,тұз
477,Suppe::N,шөлн,көже
478,Honig::N,бал,бал
479,Milch::N,үсн,сүт
480,Tee::N,цә,шай
481,Leder::N,арсн,көн
482,Wolle::N,утцн,жүн
483,Wolle::N,эд,жүн
484,Stoff::N,эд,мата
485,Stoff::N,эд,кездеме
486,Nadel::N,зүн,ине
487,Faden::N,утцн,жіп
488,Knopf::N,товч,түйме
489,Knoten::N,зәңгдә,түйін
490,Farbe::N,будг,рең
491,Kleidung::N,хувцн,киім
492,Kleidung::N,хувц-хунр,киім
493,Hemd::N,киилг,жейде
494,Kragen::N,зах,жаға
495,Ärmel::N,ханцн,жең
496,Hose::N,шалвур,шалбар
497,Gürtel::N,бүс,белбеу
498,Mütze::N,махла,қалпақ
499,Schuh::N,башмгуд,кебіс
500,Stiefel::N,һосн,етік
501,Ring::N,билцг,жүзік
502,Band::N,лент,таспа
503,Kamm::N,сам,тарақ
504,Spiegel::N,толь,айна
505,Riemen::N,бүс,қайыс
506,Schnur::N,деесн,жіп
507,Leine::N,бурнтг,тізгін
508,Leine::N,нохан көтлвр,тізгін
509,Decke::N,көнҗл,көрпе
510,Kissen::N,дер,жастық
511,Tuch::N,альчур,орамал
512,Handtuch::N,полотенц,сүлгі
513,Handtuch::N,һар-нүүрин альчур,сүлгі
514,Kraft::N,күчн,қуат
515,Kraft::N,күчн,қарқын
516,Kraft::N,күчн,әл-шама
517,Kraft::N,күчн,әл-дәрмен
518,Stärke::N,чидл,әл
519,Stärke::N,чидл,күш
520,Gesundheit::N,эрүл-менд,денсаулык
521,Krankheit::N,өвчн,ауру
522,Schmerz::N,өвдлһн,ауру
523,Wunde::N,шав,зақым
524,Wunde::N,шав,жарақат
525,Fieber::N,безг,безгек
526,Fieber::N,безг,қалтырау
527,Fieber::N,безг,қызу көтерілуі
528,Arznei::N,эм,дәрі
529,Arznei::N,эм,дәрі-дәрмек
530,Brücke::N,тагт,көпір
531,Brunnen::N,худг,құдық
532,Weide::N,малын идг,өріс
533,Weide::N,малын идг,жайылым
534,Pfad::N,цувг,жол
535,Weg::N,хаалһ,жол
536,Straße::N,зам,жол
537,Dorf::N,хотн,ауыл
538,Stadt::N,балһсн,қала
539,Stadt::N,балһсн,шаһар
540,Brief::N,бичг,хат
541,Brief::N,бичг,жазу
542,Buch::N,дегтр,кітап
543,Buchstabe::N,үзг,әріп
544,Buchstabe::N,үзг,қаріп
545,Zeitung::N,газет,газет
546,Leben::N,җирһл,өмір
547,Leben::N,җирһл,тіршілік
548,Tod::N,үкл,опат
549,Tod::N,өңгрлһн,опат
550,Grab::N,оршалһна нүкн,мола
551,Grab::N,оршалһна нүкн,мазар
552,Kirche::N,чонҗ,шіркеу
553,Sünde::N,нүл,күнә
554,Sünde::N,килнц,күнә
555,Gott::N,бурхн,алла
556,Gott::N,бурхн,құдай
557,Gott::N,бурхн,тәңірі
558,Gott::N,бурхн,пәруардігер
559,Gott::N,бурхн,жаратқан тәңірі
560,Arbeiter::N,көдлмшч,жүмысшы
561,Chef::N,толһач,басшы
562,Chef::N,толһач,жұмыс басқарушысы
563,Meister::N,урн,шебер
564,Meister::N,урн,өнерпаз
565,Arzt::N,эмч,дәрігер
566,Lehrer::N,багш,мұғалім
567,Geld::N,мөңгн,пұл
568,Geschäft::N,көдлмш,бизнес
569,Laden::N,лавк,дүкен
570,Preis::N,үн,ақы
571,Preis::N,үн,құны
572,Preis::N,үн,нарық
573,Ware::N,эд-тавр,тауар
574,Nutzen::N,олз,пайда
575,Reichtum::N,зөөр,бақ-дәулет
576,Welt::N,орчлң,әлем
577,Welt::N,орчлң,жиһан
578,Welt::N,делкә,әлем
579,Welt::N,делкә,жиһан
580,Land::N,орн-нутг,аймақ
581,Staat::N,государств,мемлекет
582,König::N,хан,патша
583,Macht::N,йосн,өкімет
584,Macht::N,йосн,қожалық
585,Grenze::N,меҗә,шек
586,Krieg::N,дән,соғыс
587,Feind::N,дәәсн,жау
588,Feind::N,дәәсн,дұшпан
589,Gewalt::N,күч һарһлһн,зорлык
590,Gewalt::N,күч һарһлһн,зорлық-зомбылык
591,Kampf::N,ноолдан,күрес
592,Kampf::N,ноолдан,алыспақ
593,Kampf::N,бәрлдлһн,күрес
594,Kampf::N,бәрлдлһн,алыспақ
595,Bogen[Waffe]::N,саадг,саржа
596,Pfeil::N,сумн,жебе
597,Gewehr::N,бу,қару
598,Fehler::N,алдг,әбес
599,Fehler::N,алдг,қаталық
600,Lüge::N,худл,өтірік
601,Schaden::N,хорлт,зиян
602,Schaden::N,хорлт,зарар
603,Unglück::N,гүрм,пәле
604,Unglück::N,гүрм,қасырет
605,Unglück::N,гүрм,ауыртпалық
606,Schuld::N,гем,айыптылық
607,Schuld::N,буру,айыптылық
608,Alter::N,насн,жас
609,Alter::N,насн,жас шамасы
610,Schluss::N,чилгч,ада
611,Schluss::N,чилгч,бітуі
612,Zeit::N,цаг,уақыт
613,Tag::N,өдр,күн
614,Morgen::N,өрүн,таң
615,Morgen::N,өрүн,таңертең
616,Mittag::N,үд,талтүс
617,Abend::N,асхн,кеш
618,Nacht::N,сө,түн
619,Woche::N,долан хонг,апта
620,Monat::N,сар,ай
621,Jahr::N,җил,жыл
622,Frühling::N,хавр,көктем
623,Sommer::N,зун,жаз
624,Herbst::N,намр,күз
625,Winter::N,үвл,қыс
626,Januar::N,январь,каңтар
627,Februar::N,февраль,ақпан
628,März::N,март,наурыз
629,März::N,моһа сар,наурыз
630,April::N,апрель,сәуір
631,Mai::N,май,мамыр
632,Juni::N,июнь,маусым
633,Juni::N,мөчн сар,маусым
634,Juli::N,июль,шілде
635,August::N,август,сүмбіле
636,August::N,август,тамыз
637,September::N,һаха сар,қыркүйек
638,Oktober::N,октябрь,ақырап
639,November::N,ноябрь,қараша
640,November::N,үкр сар,қараша
641,Dezember::N,бар сар,желтоқсан
642,Montag::N,понедельник,дүйсенбі
643,Dienstag::N,вторник,сейсенбі
644,Mittwoch::N,среда,сәрсенбі
645,Mittwoch::N,үлмҗ өдр,сәрсенбі
646,Donnerstag::N,четверг,бейсенбі
647,Donnerstag::N,пүрвә өдр,бейсенбі
648,Freitag::N,пятниц,жұма
649,Samstag::N,суббот,сенбі
650,Sonntag::N,нарн өдр,жексембі
651,Sonntag::N,воскресень,жексембі
652,groß::A,ик,алпамсадай
653,klein::A,бичкн,кішкене
654,klein::A,бичкн,қарғадай
655,lang::A,ут,сопақ
656,lang::A,ут,сорайған
657,kurz::A,оһтр,кеспелтек
658,breit::A,өргн,айдынды
659,schmal::A,уутьхн,қысық
660,dicht::A,нигт,жиі
661,dick[Gegenstand]::A,зузан,шомбал
662,dünn::A,нимгн,жұқа
663,dünn::A,нимгн,жіңішке
664,fein::A,нәрхн,қаңылтақ
665,fest::A,бат,берік
666,fest::A,бат,мызғымас
667,flach::A,хавтха,жалпак
668,glatt::A,тегш,типыл
669,glatt::A,тиньгр,типыл
670,hart::A,хату,қатты
671,weich::A,җөөлн,жұмсақ
672,weich::A,җөөлкн,жұмсақ
673,rund::A,төгрг,домалақ
674,spitz::A,шовһр,үшкір
675,scharf::A,хурц,сүйрік
676,stumpf::A,мука,доғал
677,stumpf::A,мука,өтпейтін
678,schwer::A,күнд,салмақты
679,schön::A,сәәхн,сұлу
680,heiß::A,халун,ыссы
681,warm::A,дулан,жылы
682,kalt::A,киитн,аязды
683,kühl::A,серүн,салқын
684,frisch::A,серүн,таза
685,frisch::A,серүн,жаңа
686,feucht::A,чиигтә,нам
687,feucht::A,чиигтә,дымқылды
688,nass::A,чиигтә,сулы
689,trocken::A,хагсу,құрғақ
690,voll::A,дүүрң,толы
691,leer::A,сул,бос
692,leer::A,хоосн,бос
693,offen::A,секәтә,ашып қойылған
694,geschlossen::A,хаалһата,жабулы
695,sauber::A,цевр,дақсыз
696,sauber::A,цевр,мұнтаздай
697,schmutzig::A,киртә,айғыз
698,schmutzig::A,киртә,сатпақ
699,schmutzig::A,киртә,сатал-сатал
700,roh::A,түүкә,шикі
701,reif::A,болсн,піскен
702,lecker::A,әмтәхн,дәмді
703,süß::A,әмтәхн,тәтті
704,bitter::A,һашун,ащы
705,bitter::A,һашута,ащы
706,sauer::A,ишклң,қышқыл
707,hell::A,герлтә,жарық
708,hell::A,герлтә,жарқын
709,dunkel::A,харңһу,қараңғы
710,schwarz::A,хар,қара
711,weiß::A,цаһан,ақ
712,rot::A,улан,қызыл
713,gelb::A,шар,сары
714,blau::A,көк,көк
715,grün::A,көк,жасыл
716,grau::A,бор,бозамық
717,bunt::A,алг,алабажак
718,bunt::A,эрәтә,алабажак
719,billig::A,кимд,арзан
720,teuer::A,үнтә,бағалы
721,wertvoll::A,үнтә,құнды
722,wertvoll::A,үнтә,қымбат
723,wertvoll::A,эрднь,құнды
724,wertvoll::A,эрднь,қымбат
725,blind::A,сохр,көзсіз
726,blind::A,сохр,көр
727,blind::A,сохр,көр_соқыр
728,taub::A,дүлә,керең
729,taub::A,дүлә,саңырау
730,kräftig::A,күчтә,қуатты
731,kräftig::A,күчтә,қарымды
732,stark::A,чаңһ,білекті
733,schwach::A,күчн тату,әлсіз
734,schwach::A,күчн тату,күшсіз
735,schwach::A,күчн тату,қайратсыз
736,fett::A,тарһн,семіз
737,schlank::A,эццн,ашаң
738,hübsch::A,көркхн,ажарлы
739,hübsch::A,көркхн,шырайлы
740,böse::A,уурта,өш
741,böse::A,уурта,сұм
742,böse::A,уурта,жауыз
743,dumm::A,тенг,көкми
744,dumm::A,тенг,ақымақ
745,dumm::A,тенг,миы жоқ
746,faul::A,залху,жалқау
747,faul::A,залху,еріншек
748,fleißig::A,кинән,ұқыпты
749,fleißig::A,кинмһә,ұқыпты
750,geizig::A,ховдг,сараң
751,klug::A,ухата,жетік
752,klug::A,ухата,ақылды
753,geschickt::A,чадмг,шебер
754,lieb::A,эңкр,абзал
755,lieb::A,эңкр,айналайын
756,lustig::A,сергмҗтә,көңілді
757,lustig::A,җирһлтә,көңілді
758,sanft::A,номһн,жуас
759,hungrig::A,өлн,аш
760,hungrig::A,харһнсн,аш
761,krank::A,өвчтә,кеселді
762,krank::A,шалтгта,кеселді
763,nackt::A,нүцкн,жалаңаш
764,traurig::A,һундлта,қапа
765,lebendig::A,әмд,тірі
766,lebendig::A,әмд,жанды
767,gut::A,сән,жақсы
768,schlecht::A,му,жаман
769,richtig::A,зөвтә,дұрыс
770,schlimm::A,җигшүртә,жаман
771,wahr::A,үнн,нағыз
772,wahr::A,мөн,нағыз
773,alt::A,хуучн,ескі
774,neu::A,шин,жаңа
775,ehemalig::A,хуучн,өткен
776,ehemalig::A,хуучн,бұрынғы
