,Concept_ID,is,en
143,Feder::N,fjöður,feather
144,Fell::N,skinn,fur
145,Flügel::N,vængur,wing
146,Klaue::N,kló,claw
147,Kralle::N,kló,claw
148,Schwanz::N,rófa,tail
149,Schwanz::N,skott,tail
150,Ei::N,egg,egg
151,Nest::N,hreiður,nest
152,Bau::N,greni,lair
153,Bau::N,bæli,lair
154,Tier::N,dýr,animal
155,Herde::N,hjörð,flock
156,Kuh::N,kýr,cow
157,Bulle::N,boli,bull
158,Pferd::N,hestur,horse
159,Schaf::N,kind,sheep
160,Schwein::N,svín,pig
161,Hund::N,hundur,dog
162,Katze::N,köttur,cat
163,Bär::N,björn,bear
164,Eichhörnchen::N,íkorni,squirrel
165,Elch::N,elgur,elk
166,Fuchs::N,refur,fox
167,Hase::N,héri,hare
168,Maus::N,mús,mouse
169,Wolf::N,úlfur,wolf
170,Vogel::N,fugl,bird
171,Schwarm::N,sægur,swarm
172,Huhn::N,hæna,chicken
173,Hahn::N,hani,cock
174,Gans::N,gæs,goose
175,Adler::N,örn,eagle
176,Ente::N,önd,duck
177,Eule::N,uggla,owl
178,Kranich::N,trana,crane
179,Krähe::N,kráka,crow
180,Kuckuck::N,gaukur,cuckoo
181,Schwan::N,svanur,swan
182,Fisch::N,fiskur,fish
183,Barsch::N,aborri,perch
184,Hecht::N,gedda,pike
185,Schlange[Tier]::N,naðra,snake
186,Wurm::N,ormur,worm
187,Spinne::N,kónguló,spider
188,Ameise::N,maur,ant
189,Laus::N,lús,louse
190,Mücke::N,mý,midge
191,Mücke::N,mýfluga,midge
192,Fliege::N,fluga,fly
193,Schmetterling::N,fiðrildi,butterfly
194,Beere::N,ber,berry
195,Apfel::N,epli,apple
196,Pilz::N,sveppur,mushroom
197,Zwiebel::N,laukur,onion
198,Saat::N,fræ,seed
199,Saat::N,útsæði,seed
200,Korn::N,korn,grain
201,Heu::N,hey,hay
202,Schale::N,hýði,husk
203,Grube::N,gryfja,pit
204,Falle::N,gildra,trap
205,Schlinge::N,snara,noose
206,Spur::N,spor,track
207,Asche::N,aska,ashes
208,Dreck::N,óþverri,filth
209,Eisen::N,járn,iron
210,Gold::N,gull,gold
211,Silber::N,silfur,silver
212,Kohle::N,kol,coal
213,Glas::N,gler,glass
214,Lehm::N,leir,clay
215,Sand::N,sandur,sand
216,Mensch::N,maður,human
217,Mensch::N,manneskja,human
218,Mann::N,maður,man
219,Mann::N,karlmaður,man
220,Frau::N,kona,woman
221,Kind::N,barn,child
222,Kind::N,krakki,child
223,Junge::N,drengur,boy
224,Mädchen::N,stelpa,girl
225,Familie::N,fjölskylda,family
226,Großvater::N,afi,grandfather
227,Großmutter::N,amma,grandmother
228,Eltern::N,foreldrar,parents
229,Vater::N,faðir,father
230,Mutter::N,móðir,mother
231,Sohn::N,sonur,son
232,Tochter::N,dóttir,daughter
233,Bruder::N,bróðir,brother
234,Schwester::N,systir,sister
235,Onkel::N,föðurbróðir,uncle
236,Tante::N,frænka,aunt
237,Tante::N,móðursystir,aunt
238,Ehemann::N,eiginmaður,husband
239,Ehefrau::N,eiginkona,wife
240,Freude::N,gleði,joy
241,Gelächter::N,hlátur,laughter
242,Glück::N,gæfa,happiness
243,Kummer::N,sorg,grief
244,Wunsch::N,ósk,wish
245,Lust::N,fýsn,desire
246,Lust::N,löngun,desire
247,Geist::N,andi,spirit
248,Gedanke::N,hugsun,thought
249,Gedächtnis::N,minni,memory
250,Verstand::N,vit,mind
251,Sinn::N,merking,meaning
252,Grund::N,ástæða,reason
253,Wahrheit::N,sannleikur,truth
254,Gespräch::N,samtal,talk
255,Märchen::N,ævintýri,fairy tale
256,Erzählung::N,saga,story
257,Nachricht::N,frétt,message
258,Neuigkeit::N,frétt,news
259,Name::N,nafn,name
260,Rätsel::N,gáta,puzzle
261,Rede::N,ræða,speech
262,Sprache::N,mál,language
263,Sprache::N,tungumál,language
264,Stimme::N,rödd,voice
265,Wort::N,orð,word
266,Zeichen::N,tákn,sign
267,Zeichen::N,merki,sign
268,Ruf::N,kall,call
269,Lärm::N,hávaði,noise
270,Laut::N,hljóð,sound
271,Ton::N,tónn,tone
272,Lied::N,ljóð,song
273,Lied::N,söngur,song
274,Ruhe::N,ró,calm
275,Ruhe::N,kyrrð,calm
276,Leute::N,fólk,people
277,Volk::N,þjóð,nation
278,Arbeit::N,vinna,work
279,Gast::N,gestur,guest
280,Geschenk::N,gjöf,gift
281,Spiel::N,leikur,game
282,Gesellschaft::N,selskapur,company
283,Hilfe::N,hjálp,help
284,Freund::N,vinur,friend
285,Kamerad::N,félagi,companion
286,Angelegenheit::N,mál,matter
287,Angelegenheit::N,málefni,matter
288,Anzahl::N,tala,count
289,Anzahl::N,fjöldi,count
290,Art::N,tegund,sort
291,Stück::N,biti,piece
292,Stück::N,stykki,piece
293,Teil::N,hluti,part
294,Teil::N,partur,part
295,Hälfte::N,helmingur,half
296,Kreis::N,hringur,circle
297,Kreuz::N,kross,cross
298,Kreuz::N,krossmark,cross
299,Linie::N,lína,line
300,Strich::N,strik,stroke
301,Abstand::N,millibil,gap
302,Entfernung::N,fjarlægð,distance
303,Gegend::N,hérað,area
304,Platz::N,pláss,space
305,Ort::N,staður,place
306,Seite::N,hlið,side
307,Mitte::N,miðja,middle
308,Gegenstand::N,hlutur,item
309,Sache::N,mál,thing
310,Rand::N,brún,fringe
311,Kante::N,rönd,edge
312,Ecke::N,horn,corner
313,Spitze::N,oddur,tip
314,Ende::N,endi,end
315,Loch::N,gat,hole
316,Loch::N,hola,hole
317,Winkel::N,skot,angle
318,Winkel::N,krókur,angle
319,Muster::N,munstur,pattern
320,Größe::N,stærð,size
321,Länge::N,lengd,length
322,Höhe::N,hæð,height
323,Gewicht::N,vigt,weight
324,Gewicht::N,þyngd,weight
325,Menge::N,magn,amount
326,Haufen::N,hrúga,heap
327,Haufen::N,haugur,heap
328,Reihe::N,röð,row
329,Boot::N,bátur,boat
330,Ruder::N,ár,oar
331,Schlitten::N,sleði,sleigh
332,Ski::N,skíði,ski
333,Lagerfeuer::N,varðeldur,campfire
334,Last::N,byrði,load
335,Last::N,farmur,load
336,Gang::N,ganga,walk
337,Schritt::N,skref,step
338,Norden::N,norður,north
339,Süden::N,suður,south
340,Westen::N,vestur,west
341,Osten::N,austur,east
342,Holz::N,viður,wood
343,Brett::N,fjöl,board
344,Platte::N,flötur,slab
345,Stütze::N,stoð,bracket
346,Stange::N,stöng,pole
347,Stock::N,prik,stick
348,Stock::N,stafur,stick
349,Stab::N,prik,staff
350,Stab::N,stafur,staff
351,Rohr::N,rör,pipe
352,Rohr::N,pípa,pipe
353,Haus::N,hús,house
354,Heim::N,heimili,home
355,Ofen::N,ofn,stove
356,Fußboden::N,gólf,floor
357,Tisch::N,borð,table
358,Stuhl::N,stóll,chair
359,Wiege::N,vagga,cradle
360,Bett::N,rúm,bed
361,Bett::N,hvíla,bed
362,Regal::N,hilla,shelf
363,Kiste::N,kassi,box
364,Fenster::N,gluggi,window
365,Tür::N,dyr,door
366,Tür::N,hurð,door
367,Tor::N,hlið,gate
368,Zaun::N,girðing,fence
369,Zaun::N,limgarður,fence
370,Dach::N,þak,roof
371,Leiter::N,stigi,ladder
372,Besen::N,sópur,broom
373,Spaten::N,spaði,spade
374,Schaufel::N,skófla,shovel
375,Gabel::N,gaffall,fork
376,Löffel::N,skeið,spoon
377,Messer::N,hnífur,knife
378,Nagel::N,nögl,nail
379,Netz::N,net,net
380,Haken::N,krókur,hook
381,Griff::N,tak,handle
382,Schloss::N,lás,lock
383,Bild::N,mynd,picture
384,Figur::N,stytta,figure
385,Puppe::N,brúða,doll
386,Beutel::N,poki,pouch
387,Beutel::N,baggi,pouch
388,Bündel::N,böggull,bundle
389,Tasche::N,veski,bag
390,Eimer::N,fata,bucket
391,Deckel::N,lok,cover
392,Geschirr::N,leirtau,dishes
393,Sack::N,sekkur,sack
394,Tasse::N,bolli,cup
395,Topf::N,pottur,pot
396,Kessel::N,ketill,kettle
397,Essen::N,matur,meal
398,Nahrung::N,fæða,food
399,Speise::N,réttur,dish
400,Speise::N,matarréttur,dish
401,Fleisch::N,kjöt,meat
402,Getreide::N,korn,corn
403,Brei::N,grautur,mush
404,Brot::N,brauð,bread
405,Scheibe::N,sneið,slice
406,Fett::N,fita,fat
407,Butter::N,smjör,butter
408,Öl::N,olía,oil
409,Salz::N,salt,salt
410,Suppe::N,súpa,soup
411,Honig::N,hunang,honey
412,Milch::N,mjólk,milk
413,Tee::N,te,tea
414,Leder::N,skinn,leather
415,Wolle::N,ull,wool
416,Stoff::N,dúkur,cloth
417,Nadel::N,nál,needle
418,Faden::N,þráður,thread
419,Knopf::N,tala,button
420,Knopf::N,hnappur,button
421,Knoten::N,hnútur,knot
422,Farbe::N,málning,paint
423,Kleidung::N,búningur,clothes
424,Kleidung::N,klæðnaður,clothes
425,Hemd::N,skyrta,shirt
426,Kragen::N,kragi,collar
427,Kragen::N,flibbi,collar
428,Ärmel::N,ermi,sleeve
429,Hose::N,buxur,trousers
430,Gürtel::N,belti,belt
431,Mütze::N,húfa,cap
432,Schuh::N,skór,shoe
433,Stiefel::N,stígvél,boot
434,Ring::N,hringur,ring
435,Band::N,band,ribbon
436,Kamm::N,greiða,comb
437,Spiegel::N,spegill,mirror
438,Riemen::N,ól,strap
439,Riemen::N,reim,strap
440,Schnur::N,snúra,string
441,Leine::N,band,leash
442,Decke::N,teppi,blanket
443,Kissen::N,koddi,pillow
444,Tuch::N,klútur,scarf
445,Handtuch::N,þurrka,towel
446,Handtuch::N,handklæði,towel
447,Kraft::N,afl,force
448,Kraft::N,kraftur,force
449,Stärke::N,styrkur,strength
450,Gesundheit::N,heilsa,health
451,Gesundheit::N,heilbrigði,health
452,Krankheit::N,sjúkdómur,illness
453,Schmerz::N,sársauki,pain
454,Wunde::N,sár,wound
455,Fieber::N,hitasótt,fever
456,Arznei::N,lyf,medicine
457,Brücke::N,brú,bridge
458,Brunnen::N,brunnur,well
459,Weide::N,hagi,pasture
460,Pfad::N,stígur,path
461,Weg::N,vegur,way
462,Straße::N,gata,road
463,Straße::N,stræti,road
464,Dorf::N,þorp,village
465,Stadt::N,borg,town
466,Brief::N,bréf,letter
467,Buch::N,bók,book
468,Buchstabe::N,bókstafur,character
469,Zeitung::N,dagblað,newspaper
470,Leben::N,líf,life
471,Tod::N,dauði,death
472,Grab::N,gröf,grave
473,Kirche::N,kirkja,church
474,Sünde::N,synd,sin
475,Gott::N,guð,god
476,Arbeiter::N,verkamaður,worker
477,Chef::N,yfirmaður,boss
478,Meister::N,meistari,master
479,Arzt::N,læknir,doctor
480,Lehrer::N,kennari,teacher
481,Geld::N,peningar,money
482,Geschäft::N,viðskipti,business
483,Laden::N,búð,shop
484,Laden::N,verslun,shop
485,Preis::N,verð,price
486,Ware::N,vara,ware
487,Nutzen::N,gagn,profit
488,Reichtum::N,auður,wealth
489,Welt::N,veröld,world
490,Land::N,land,country
491,Staat::N,ríki,state
492,König::N,konungur,king
493,Macht::N,vald,power
494,Grenze::N,landamæri,border
495,Krieg::N,stríð,war
496,Feind::N,fjandmaður,enemy
497,Gewalt::N,ofbeldi,violence
498,Kampf::N,bardagi,fight
499,Bogen[Waffe]::N,bogi,bow
500,Pfeil::N,ör,arrow
501,Gewehr::N,byssa,gun
502,Fehler::N,villa,mistake
503,Lüge::N,lygi,lie
504,Schaden::N,skemmd,damage
505,Unglück::N,óhamingja,misfortune
506,Schuld::N,sök,fault
507,Alter::N,aldur,age
508,Schluss::N,lok,conclusion
509,Schluss::N,endir,conclusion
510,Zeit::N,tími,time
511,Tag::N,dagur,day
512,Morgen::N,morgunn,morning
513,Mittag::N,hádegi,noon
514,Abend::N,kvöld,evening
515,Nacht::N,nótt,night
516,Woche::N,vika,week
517,Monat::N,mánuður,month
518,Jahr::N,ár,year
519,Frühling::N,vor,spring
520,Sommer::N,sumar,summer
521,Herbst::N,haust,autumn
522,Winter::N,vetur,winter
523,Januar::N,janúar,January
524,Februar::N,február,February
525,März::N,mars,March
526,April::N,apríl,April
527,Mai::N,maí,May
528,Juni::N,júní,June
529,Juli::N,júlí,July
530,August::N,ágúst,August
531,September::N,september,September
532,Oktober::N,október,October
533,November::N,nóvember,November
534,Dezember::N,desember,December
535,Montag::N,mánudagur,Monday
536,Dienstag::N,þriðjudagur,Tuesday
537,Mittwoch::N,miðvikudagur,Wednesday
538,Donnerstag::N,fimmtudagur,Thursday
539,Freitag::N,föstudagur,Friday
540,Samstag::N,laugardagur,Saturday
541,Sonntag::N,sunnudagur,Sunday
542,groß::A,stór,big
543,klein::A,lítill,little
544,lang::A,langur,long
545,kurz::A,stuttur,short
546,breit::A,breiður,wide
547,schmal::A,mjór,narrow
548,dicht::A,þéttur,dense
549,dick[Gegenstand]::A,þykkur,thick
550,dünn::A,þunnur,thin
551,fein::A,fíngerður,delicate
552,fest::A,fastur,firm
553,flach::A,flatur,flat
554,glatt::A,háll,smooth
555,glatt::A,sléttur,smooth
556,hart::A,harður,hard
557,weich::A,mjúkur,soft
558,rund::A,kringlóttur,round
559,spitz::A,oddhvass,pointed
560,scharf::A,beittur,sharp
561,stumpf::A,bitlaus,blunt
562,schwer::A,þungur,heavy
563,schön::A,fagur,beautiful
564,schön::A,fallegur,beautiful
565,heiß::A,heitur,hot
566,warm::A,hlýr,warm
567,warm::A,heitur,warm
568,kalt::A,kaldur,cold
569,kühl::A,svalur,cool
570,frisch::A,frískur,fresh
571,feucht::A,rakur,damp
572,feucht::A,þvalur,damp
573,nass::A,votur,wet
574,nass::A,blautur,wet
575,trocken::A,þurr,dry
576,voll::A,fullur,full
577,leer::A,tómur,empty
578,offen::A,opinn,open
579,geschlossen::A,lokaður,closed
580,sauber::A,þrifinn,clean
581,schmutzig::A,óhreinn,dirty
582,schmutzig::A,sóðalegur,dirty
583,roh::A,hrár,raw
584,reif::A,þroskaður,ripe
585,lecker::A,ljúffengur,delicious
586,süß::A,sætur,sweet
587,bitter::A,beiskur,bitter
588,sauer::A,súr,sour
589,hell::A,bjartur,bright
590,dunkel::A,dimmur,dark
591,schwarz::A,svartur,black
592,weiß::A,hvítur,white
593,rot::A,rauður,red
594,gelb::A,gulur,yellow
595,blau::A,blár,blue
596,grün::A,grænn,green
597,grau::A,grár,grey
598,bunt::A,marglitur,colourful
599,bunt::A,marglitur,colorful
600,billig::A,ódýr,cheap
601,teuer::A,dýr,dear
602,wertvoll::A,verðmætur,precious
603,blind::A,blindur,blind
604,taub::A,heyrnarlaus,deaf
605,kräftig::A,öflugur,powerful
606,stark::A,sterkur,strong
607,schwach::A,veill,weak
608,fett::A,feitur,fat
609,schlank::A,grannur,slim
610,schlank::A,spengilegur,slim
611,hübsch::A,snotur,pretty
612,hübsch::A,laglegur,pretty
613,böse::A,illur,evil
614,böse::A,vondur,evil
615,dumm::A,heimskur,stupid
616,faul::A,latur,lazy
617,fleißig::A,iðinn,diligent
618,geizig::A,nískur,stingy
619,klug::A,hygginn,clever
620,geschickt::A,fimur,skilful
621,geschickt::A,fimur,skillful
622,geschickt::A,laginn,skilful
623,geschickt::A,laginn,skillful
624,lieb::A,kær,dear
625,lieb::A,ljúfur,dear
626,lustig::A,kátur,merry
627,sanft::A,blíður,gentle
628,hungrig::A,soltinn,hungry
629,hungrig::A,hungraður,hungry
630,krank::A,sjúkur,sick
631,nackt::A,nakinn,naked
632,traurig::A,dapur,sad
633,traurig::A,hryggur,sad
634,lebendig::A,lifandi,living
635,gut::A,góður,good
636,schlecht::A,slæmur,bad
637,schlecht::A,lélegur,bad
638,richtig::A,réttur,correct
639,schlimm::A,slæmur,nasty
640,wahr::A,sannur,true
641,alt::A,gamall,old
642,neu::A,nýr,new
643,ehemalig::A,fyrrverandi,former
644,alt[Lebewesen]::A,gamall,aged
645,jung::A,ungur,young
646,arm::A,vesall,poor
647,arm::A,fátækur,poor
648,reich::A,ríkur,rich
649,reich::A,auðugur,rich
650,bekannt::A,kunnugur,familiar
651,berühmt::A,frægur,famous
652,fremd::A,framandi,foreign
653,fremd::A,ókunnugur,foreign
654,verschieden::A,ýmis,different
655,nah::A,nálægur,near
656,fern::A,fjarri,far
657,fern::A,fjarlægur,far
658,linker::A,vinstri,left
659,rechter::A,hægri,right
660,anderer::A,annar,other
661,erster::A,fyrsti,first
662,zweiter::A,annar,second
663,dritter::A,þriðji,third
664,letzter::A,síðasti,last
665,allein::ADV,einn,alone
666,allein::ADV,aleinn,alone
667,auf einmal::ADV,allt í einu,at once
668,zusammen::ADV,saman,together
669,lange::ADV,lengi,long
670,plötzlich::ADV,skyndilega,suddenly
671,sofort::ADV,strax,instantly
672,sofort::ADV,þegar í stað,instantly
673,später::ADV,seinna,later
674,jetzt::ADV,nú,now
675,jetzt::ADV,núna,now
676,heute::ADV,í dag,today
677,morgen::ADV,á morgun,tomorrow
678,bald::ADV,brátt,soon
679,bald::ADV,bráðum,soon
680,dann::ADV,svo,then
681,dann::ADV,síðan,then
682,gestern::ADV,í gær,yesterday
683,einst::ADV,forðum,once
684,damals::ADV,þá,at that time
685,damals::ADV,á þeim tímum,at that time
686,danach::ADV,á eftir því,afterwards
687,vorher::ADV,áður,before
688,zuerst::ADV,fyrst,at first
689,einmal::ADV,einu sinni,once
690,manchmal::ADV,stundum,sometimes
691,oft::ADV,oft,often
692,immer::ADV,alltaf,always
693,immer::ADV,sífellt,always
694,niemals::ADV,aldrei,never
695,hier::ADV,hér,here
696,hierhin::ADV,hingað,hither
697,hierhin::ADV,hingað,to here
698,hierhin::ADV,hingað,here
699,von hier::ADV,héðan,hence
700,dort::ADV,þar,there
701,dort::ADV,þarna,there
702,dorthin::ADV,þangað,thither
703,dorthin::ADV,þangað,there
704,dorthin::ADV,þangað,to there
705,geradeaus::ADV,beint áfram,ahead
706,vorwärts::ADV,áfram,forward
707,rückwärts::ADV,aftur á bak,backward
708,zurück::ADV,aftur,back
709,zurück::ADV,til baka,back
710,unten::ADV,niðri,below
711,unten::ADV,fyrir neðan,below
712,hinab::ADV,niður,down
713,hinab::ADV,niður eftir,down
714,oben::ADV,uppi,above
715,hinauf::ADV,upp,up
716,hinauf::ADV,upp eftir,up
717,überall::ADV,alls staðar,everywhere
718,nicht::ADV,ekki,not
719,ein wenig::ADV,dálítið,a little
720,kaum::ADV,varla,hardly
721,kaum::ADV,tæplega,hardly
722,sehr::ADV,mjög,very
723,so::ADV,svo,so
724,so::ADV,þannig,so
725,noch::ADV,enn,still
726,noch::ADV,ennþá,still
727,nur::ADV,bara,only
728,nur::ADV,aðeins,only
729,schon::ADV,nú þegar,already
730,wieder::ADV,aftur,again
731,wieder::ADV,að nýju,again
732,vergebens::ADV,árangurslaust,in vain
733,vor::PRP,fyrir,in front of
734,hinter::PRP,bak við,behind
735,hinter::PRP,aftur fyrir,behind
736,unter::PRP,undir,under
737,durch::PRP,gegnum,through
738,neben::PRP,hjá,next to
739,neben::PRP,við hliðina á,next to
740,zwischen::PRP,milli,between
741,zwischen::PRP,á milli,between
742,wegen::PRP,vegna,because of
743,dies::PRN,þetta,this
744,das::PRN,það,that
745,alles::PRN,allt,everything
746,ich::PRN,ég,I
747,du::PRN,þú,you
748,du::PRN,þú,thou
749,er::PRN,hann,he
750,wir::PRN,við,we
751,ihr::PRN,þið,you
752,sie::PRN,þær,they
753,sie::PRN,þeir,they
754,was::FPRN,hvað,what
755,wer::FPRN,hver,who
756,wo::FADV,hvar,where
757,wohin::FADV,hvert,where ... to
758,wohin::FADV,hvert,where to
759,wohin::FADV,hvert,where
760,wie::FADV,hvernig,how
761,warum::FADV,hvers vegna,why
762,wieviel::FNUM,hve mikill,how much
763,eins::NUM,einn,one
764,zwei::NUM,tveir,two
765,drei::NUM,þrír,three
766,vier::NUM,fjórir,four
767,fünf::NUM,fimm,five
768,sechs::NUM,sex,six
769,sieben::NUM,sjö,seven
770,acht::NUM,átta,eight
771,neun::NUM,níu,nine
772,zehn::NUM,tíu,ten
773,elf::NUM,ellefu,eleven
774,zwölf::NUM,tólf,twelve
775,zwanzig::NUM,tuttugu,twenty
776,dreißig::NUM,þrjátíu,thirty
777,vierzig::NUM,fjörutíu,forty
778,fünfzig::NUM,fimmtíu,fifty
779,sechzig::NUM,sextíu,sixty
780,siebzig::NUM,sjötíu,seventy
781,achtzig::NUM,áttatíu,eighty
782,neunzig::NUM,níutíu,ninety
783,hundert::NUM,hundrað,a hundred
784,tausend::NUM,þúsund,a thousand
785,und::CNJ,og,and
786,oder::CNJ,eða,or
787,stehen::V,standa,stand
788,sitzen::V,sitja,sit
789,liegen::V,liggja,lie
790,hängen::V,hanga,hang
791,werden::V,verða,become
792,passieren::V,gerast,happen
793,beginnen::V,byrja,begin
794,enden::V,enda,end
795,enden::V,lykta,end
796,wechseln::V,skipta,change
797,aufgehen[Sonne]::V,koma upp,rise
798,untergehen[Sonne]::V,ganga til viðar,set
799,scheinen[Sonne]::V,skína,shine
800,donnern::V,þruma,thunder
801,wehen::V,blása,blow
802,strömen::V,streyma,stream
803,fließen::V,fljóta,flow
804,sich drehen::V,snúast,revolve
805,schwanken::V,riða,sway
806,schwanken::V,rugga,sway
807,schwingen::V,sveiflast,swing
808,fallen::V,falla,fall
809,brennen::V,brenna,burn
810,rauchen::V,reykja,smoke
811,regnen::V,rigna,rain
812,gefrieren::V,frjósa,freeze
813,tauen::V,þiðna,thaw
814,schmelzen::V,bráðna,melt
815,trocknen::V,þorna,dry
816,sieden::V,sjóða,boil
817,faulen::V,rotna,rot
818,verfaulen::V,rotna,decay
819,reißen::V,rifna,snap
820,versinken::V,sökkva,sink
821,vergehen::V,líða,pass
822,erscheinen::V,birtast,appear
823,verschwinden::V,hverfa,disappear
824,sinken::V,síga,drop
825,abnehmen::V,lækka,decrease
826,abnehmen::V,minnka,decrease
827,zunehmen::V,aukast,increase
828,steigen::V,stíga,rise
829,wachsen::V,vaxa,grow
830,glänzen::V,glóa,shine
831,glänzen::V,glampa,shine
832,funkeln::V,leiftra,sparkle
833,lärmen::V,hafa hátt,be noisy
834,läuten::V,hringja,chime
835,klingeln::V,hringja,ring
836,klirren::V,glamra,tinkle
837,klirren::V,skrölta,tinkle
838,brausen::V,ólga,roar
839,rauschen::V,suða,rustle
840,klingen::V,hljóma,sound
841,bellen::V,gelta,bark
842,heulen::V,væla,howl
843,heulen::V,ýlfra,howl
844,blasen::V,blása,blow
845,pfeifen::V,blístra,whistle
846,schreien::V,æpa,shout
847,stöhnen::V,stynja,groan
848,zittern::V,titra,tremble
849,zittern::V,skjálfa,tremble
850,leben::V,lifa,be alive
851,geboren werden::V,fæðast,be born
852,atmen::V,anda,breathe
853,atmen::V,draga andann,breathe
854,trinken::V,drekka,drink
855,essen::V,borða,eat
856,schlucken::V,kingja,swallow
857,müde werden::V,þreytast,get tired
858,einschlafen::V,sofna,fall asleep
859,schlafen::V,sofa,sleep
860,aufwachen::V,vakna,wake up
861,aufstehen::V,fara á fætur,get up
862,sich erholen::V,hvíla sig,relax
863,krank werden::V,veikjast,fall ill
864,krank werden::V,verða veikur,fall ill
865,krank sein::V,vera veikur,be ill
866,schmerzen::V,kenna til,ache
867,husten::V,hósta,cough
868,genesen::V,batna,recover
