,Concept_ID,lv,sk
225,Moor::N,нюр,močiar
226,Moor::N,purvs,močiar
227,Moor::N,muklājs,močiar
228,Wiese::N,видз,lúka
229,Wiese::N,pļava,lúka
230,Wald::N,вӧр,les
231,Wald::N,вӧр,hora
232,Wald::N,mežs,les
233,Wald::N,mežs,hora
234,Hügel::N,дзиб,vŕšok
235,Hügel::N,мыльк,vŕšok
236,Hügel::N,нӧрыс,vŕšok
237,Hügel::N,paugurs,vŕšok
238,Anhöhe::N,мыльк,výšina
239,Anhöhe::N,мыльк,vyvýšenina
240,Anhöhe::N,нӧрыс,výšina
241,Anhöhe::N,нӧрыс,vyvýšenina
242,Anhöhe::N,paugurs,výšina
243,Anhöhe::N,paugurs,vyvýšenina
244,Berg::N,чой,hora
245,Berg::N,керӧс,hora
246,Berg::N,kalns,hora
247,Gipfel::N,чук,vrchol
248,Gipfel::N,virsotne,vrchol
249,Höhle::N,рудӧг,jaskyňa
250,Höhle::N,ala,jaskyňa
251,Abhang::N,ньывк,úbočie
252,Abhang::N,бокша,úbočie
253,Abhang::N,nogāze,úbočie
254,Quelle::N,ӧшмӧс,prameň
255,Quelle::N,avots,prameň
256,Bach::N,шор,potok
257,Bach::N,urga,potok
258,Bach::N,strauts,potok
259,Fluss::N,ю,rieka
260,Fluss::N,upe,rieka
261,Ufer::N,вадор,breh
262,Ufer::N,krasts,breh
263,Küste::N,вадор,pobrežie
264,Küste::N,piekraste,pobrežie
265,Festland::N,му,pevnina
266,Festland::N,sauszeme,pevnina
267,Meer::N,саридз,more
268,Meer::N,jūra,more
269,Bucht::N,куръя,záliv
270,Bucht::N,куръя,zátoka
271,Bucht::N,līcis,záliv
272,Bucht::N,līcis,zátoka
273,Insel::N,ді,ostrov
274,Insel::N,sala,ostrov
275,Blume::N,дзоридз,kvet
276,Blume::N,дзоридз,kvetina
277,Blume::N,puķe,kvet
278,Blume::N,puķe,kvetina
279,Blume::N,zieds,kvet
280,Blume::N,zieds,kvetina
281,Gras::N,турун,tráva
282,Gras::N,zāle,tráva
283,Wurzel::N,вуж,koreň
284,Wurzel::N,sakne,koreň
285,Baum::N,пу,strom
286,Baum::N,koks,strom
287,Stamm::N,пучер,kmeň
288,Stamm::N,stumbrs,kmeň
289,Rinde::N,кырсь,kôra
290,Rinde::N,miza,kôra
291,Ast::N,ув,konár
292,Ast::N,zars,konár
293,Zweig::N,вож,vetva
294,Zweig::N,nozare,vetva
295,Blatt::N,кор,list
296,Blatt::N,lapa,list
297,Birke::N,кыдз,breza
298,Birke::N,bērzs,breza
299,Kiefer[Baum]::N,пожӧм,sosna
300,Kiefer[Baum]::N,пожӧм,borovica
301,Kiefer[Baum]::N,priede,sosna
302,Kiefer[Baum]::N,priede,borovica
303,Weide[Baum]::N,бадь,vŕba
304,Weide[Baum]::N,kārkls,vŕba
305,Tanne::N,коз,jedľa
306,Tanne::N,egle,jedľa
307,Horn::N,сюр,roh
308,Horn::N,rags,roh
309,Feder::N,гӧн,pero
310,Feder::N,тывборд,pero
311,Feder::N,spalva,pero
312,Fell::N,ку,koža
313,Fell::N,ку,kožušina
314,Fell::N,āda,koža
315,Fell::N,āda,kožušina
316,Flügel::N,борд,krídlo
317,Flügel::N,spārns,krídlo
318,Klaue::N,гыж,paznecht
319,Klaue::N,nags,paznecht
320,Kralle::N,гыж,pazúr
321,Kralle::N,nags,pazúr
322,Schwanz::N,бӧж,chvost
323,Schwanz::N,ļipa,chvost
324,Ei::N,кольк,vajce
325,Ei::N,кольк,vajíčko
326,Ei::N,ola,vajce
327,Ei::N,ola,vajíčko
328,Nest::N,поз,hniezdo
329,Nest::N,ligzda,hniezdo
330,Bau::N,горс,nora
331,Bau::N,пырмӧс,nora
332,Bau::N,гу,nora
333,Bau::N,ala,nora
334,Tier::N,пемӧс,zviera
335,Tier::N,dzīvnieks,zviera
336,Herde::N,стада,stádo
337,Herde::N,кельӧб,stádo
338,Herde::N,ganāmpulks,stádo
339,Kuh::N,мӧс,krava
340,Kuh::N,govs,krava
341,Bulle::N,ӧш,býk
342,Bulle::N,bullis,býk
343,Pferd::N,вӧв,kôň
344,Pferd::N,zirgs,kôň
345,Schaf::N,ыж,ovca
346,Schaf::N,aita,ovca
347,Schwein::N,порсь,sviňa
348,Schwein::N,cūka,sviňa
349,Hund::N,пон,pes
350,Hund::N,suns,pes
351,Katze::N,кань,mačka
352,Katze::N,kaķis,mačka
353,Bär::N,ош,medveď
354,Bär::N,lācis,medveď
355,Eichhörnchen::N,ур,veverička
356,Eichhörnchen::N,vāvere,veverička
357,Elch::N,йӧра,los
358,Elch::N,alnis,los
359,Fuchs::N,руч,líška
360,Fuchs::N,lapsa,líška
361,Hase::N,кӧч,zajac
362,Hase::N,zaķis,zajac
363,Maus::N,шыр,myš
364,Maus::N,pele,myš
365,Wolf::N,кӧин,vlk
366,Wolf::N,vilks,vlk
367,Vogel::N,кай,vták
368,Vogel::N,лэбач,vták
369,Vogel::N,putns,vták
370,Schwarm::N,чукӧр,roj
371,Schwarm::N,spiets,roj
372,Huhn::N,курӧг,kurča
373,Huhn::N,курӧг,sliepka
374,Huhn::N,vista,kurča
375,Huhn::N,vista,sliepka
376,Hahn::N,петук,kohút
377,Hahn::N,gailis,kohút
378,Gans::N,дзодзӧг,hus
379,Gans::N,zoss,hus
380,Adler::N,кутш,orol
381,Adler::N,ērglis,orol
382,Ente::N,утка,kačka
383,Ente::N,утка,kačica
384,Ente::N,pīle,kačka
385,Ente::N,pīle,kačica
386,Eule::N,сюзь,sova
387,Eule::N,pūce,sova
388,Kranich::N,тури,žeriav
389,Kranich::N,dzērve,žeriav
390,Krähe::N,рака,vrana
391,Krähe::N,vārna,vrana
392,Kuckuck::N,кӧк,kukučka
393,Kuckuck::N,dzeguze,kukučka
394,Schwan::N,юсь,labuť
395,Schwan::N,gulbis,labuť
396,Fisch::N,чери,ryba
397,Fisch::N,zivs,ryba
398,Barsch::N,ёкыш,ostriež
399,Barsch::N,asaris,ostriež
400,Hecht::N,сир,šťuka
401,Hecht::N,līdaka,šťuka
402,Schlange[Tier]::N,кый,had
403,Schlange[Tier]::N,čūska,had
404,Wurm::N,номыр,červ
405,Wurm::N,tārps,červ
406,Spinne::N,черань,pavúk
407,Spinne::N,zirneklis,pavúk
408,Ameise::N,кодзувкот,mravec
409,Ameise::N,skudra,mravec
410,Laus::N,той,voš
411,Laus::N,uts,voš
412,Mücke::N,ном,komár
413,Mücke::N,ods,komár
414,Fliege::N,гут,mucha
415,Fliege::N,muša,mucha
416,Schmetterling::N,бобув,motýľ
417,Schmetterling::N,tauriņš,motýľ
418,Beere::N,тусь,bobuľa
419,Beere::N,вотӧс,bobuľa
420,Beere::N,oga,bobuľa
421,Apfel::N,яблӧг,jablko
422,Apfel::N,ābols,jablko
423,Pilz::N,тшак,hríb
424,Pilz::N,sēne,hríb
425,Zwiebel::N,луккок,cibuľa
426,Zwiebel::N,йӧнгыль,cibuľa
427,Zwiebel::N,sīpols,cibuľa
428,Saat::N,тусь,osivo
429,Saat::N,кӧйдыс,osivo
430,Saat::N,sēkla,osivo
431,Korn::N,тусь,zrno
432,Korn::N,grauds,zrno
433,Heu::N,турун,seno
434,Heu::N,siens,seno
435,Schale::N,кор,šupa
436,Schale::N,кор,škrupina
437,Schale::N,čaula,šupa
438,Schale::N,čaula,škrupina
439,Schale::N,čaumala,šupa
440,Schale::N,čaumala,škrupina
441,Grube::N,гу,jama
442,Grube::N,bedre,jama
443,Falle::N,лэч,pasca
444,Falle::N,лэч,klepec
445,Falle::N,slazds,pasca
446,Falle::N,slazds,klepec
447,Falle::N,lamatas,pasca
448,Falle::N,lamatas,klepec
449,Schlinge::N,лэч,slučka
450,Schlinge::N,cilpa,slučka
451,Spur::N,туй,stopa
452,Spur::N,pēda,stopa
453,Asche::N,пӧм,popol
454,Asche::N,pelni,popol
455,Dreck::N,няйт,kal
456,Dreck::N,няйт,blato
457,Dreck::N,dubļi,kal
458,Dreck::N,dubļi,blato
459,Eisen::N,кӧрт,železo
460,Eisen::N,dzelzs,železo
461,Gold::N,зарни,zlato
462,Gold::N,zelts,zlato
463,Silber::N,эзысь,striebro
464,Silber::N,sudrabs,striebro
465,Kohle::N,шом,uhlie
466,Kohle::N,ogle,uhlie
467,Glas::N,стеклӧ,sklo
468,Glas::N,stikls,sklo
469,Lehm::N,сёй,íl
470,Lehm::N,сёй,hlina
471,Lehm::N,māls,íl
472,Lehm::N,māls,hlina
473,Sand::N,лыа,piesok
474,Sand::N,smiltis,piesok
475,Mensch::N,морт,človek
476,Mensch::N,cilvēks,človek
477,Mann::N,аймӧрт,muž
478,Mann::N,аймӧрт,chlap
479,Mann::N,мужичӧй,muž
480,Mann::N,мужичӧй,chlap
481,Mann::N,vīrietis,muž
482,Mann::N,vīrietis,chlap
483,Frau::N,ань,žena
484,Frau::N,нывбаба,žena
485,Frau::N,sieviete,žena
486,Kind::N,кага,dieťa
487,Kind::N,bērns,dieťa
488,Junge::N,пи,chlapec
489,Junge::N,zēns,chlapec
490,Junge::N,puika,chlapec
491,Junge::N,puisis,chlapec
492,Mädchen::N,ныв,dievka
493,Mädchen::N,meiča,dievka
494,Mädchen::N,skuķis,dievka
495,Mädchen::N,meitene,dievka
496,Familie::N,семья,rodina
497,Familie::N,ģimene,rodina
498,Großvater::N,пӧль,dedo
499,Großvater::N,пӧль,starý otec
500,Großvater::N,vecaistēvs,dedo
501,Großvater::N,vecaistēvs,starý otec
502,Großmutter::N,баб,babička
503,Großmutter::N,баб,stará mať
504,Großmutter::N,vecāmāte,babička
505,Großmutter::N,vecāmāte,stará mať
506,Eltern::N,ай-мам,rodičia
507,Eltern::N,бать-мам,rodičia
508,Eltern::N,vecāki,rodičia
509,Vater::N,бать,otec
510,Vater::N,ай,otec
511,Vater::N,tēvs,otec
512,Mutter::N,мам,mať
513,Mutter::N,мам,matka
514,Mutter::N,māte,mať
515,Mutter::N,māte,matka
516,Sohn::N,пи,syn
517,Sohn::N,dēls,syn
518,Tochter::N,ныв,dcéra
519,Tochter::N,meita,dcéra
520,Bruder::N,вок,brat
521,Bruder::N,brālis,brat
522,Schwester::N,чой,sestra
523,Schwester::N,māsa,sestra
524,Onkel::N,дядь,ujo
525,Onkel::N,дядь,strýko
526,Onkel::N,tēvocis,ujo
527,Onkel::N,tēvocis,strýko
528,Tante::N,тьӧт,teta
529,Tante::N,тьӧт,tetka
530,Tante::N,tante,teta
531,Tante::N,tante,tetka
532,Ehemann::N,верӧс,muž
533,Ehemann::N,верӧс,manžel
534,Ehemann::N,vīrs,muž
535,Ehemann::N,vīrs,manžel
536,Ehefrau::N,гӧтыр,žena
537,Ehefrau::N,гӧтыр,manželka
538,Ehefrau::N,sieva,žena
539,Ehefrau::N,sieva,manželka
540,Freude::N,радлун,radosť
541,Freude::N,prieks,radosť
542,Gelächter::N,серам,smiech
543,Gelächter::N,smiekli,smiech
544,Glück::N,шуд,šťastie
545,Glück::N,laime,šťastie
546,Kummer::N,шог,žiaľ
547,Kummer::N,шог,zármutok
548,Kummer::N,bēdas,žiaľ
549,Kummer::N,bēdas,zármutok
550,Kummer::N,raizes,žiaľ
551,Kummer::N,raizes,zármutok
552,Wunsch::N,кӧсйӧм,prianie
553,Wunsch::N,vēlme,prianie
554,Wunsch::N,vēlējums,prianie
555,Lust::N,кыскӧм,chuť
556,Lust::N,радейтӧм,chuť
557,Lust::N,kāre,chuť
558,Geist::N,лов,duch
559,Geist::N,gars,duch
560,Gedanke::N,мӧвп,myšlienka
561,Gedanke::N,doma,myšlienka
562,Gedächtnis::N,паметь,pamäť
563,Gedächtnis::N,atmiņa,pamäť
564,Verstand::N,вежӧр,rozum
565,Verstand::N,prāts,rozum
566,Sinn::N,мог,zmysel
567,Sinn::N,вежӧртас,zmysel
568,Sinn::N,nozīme,zmysel
569,Grund::N,помка,dôvod
570,Grund::N,помка,príčina
571,Grund::N,pamats,dôvod
572,Grund::N,pamats,príčina
573,Grund::N,iemesls,dôvod
574,Grund::N,iemesls,príčina
575,Wahrheit::N,збыль,pravda
576,Wahrheit::N,збыльтор,pravda
577,Wahrheit::N,taisnība,pravda
578,Wahrheit::N,patiesība,pravda
579,Gespräch::N,сёрни,reč
580,Gespräch::N,сёрни,rozhovor
581,Gespräch::N,saruna,reč
582,Gespräch::N,saruna,rozhovor
583,Märchen::N,мойд,rozprávka
584,Märchen::N,pasaka,rozprávka
585,Erzählung::N,висьт,poviedka
586,Erzählung::N,stāsts,poviedka
587,Erzählung::N,nostāsts,poviedka
588,Nachricht::N,юӧртӧм,správa
589,Nachricht::N,ziņa,správa
590,Neuigkeit::N,выльтор,novinka
591,Neuigkeit::N,jaunums,novinka
592,Name::N,ним,meno
593,Name::N,vārds,meno
594,Rätsel::N,нӧдкыв,záhada
595,Rätsel::N,нӧдкыв,hádanka
596,Rätsel::N,mīkla,záhada
597,Rätsel::N,mīkla,hádanka
598,Rede::N,сёрни,reč
599,Rede::N,runa,reč
600,Sprache::N,кыв,reč
601,Sprache::N,кыв,jazyk
602,Sprache::N,valoda,reč
603,Sprache::N,valoda,jazyk
604,Stimme::N,гӧлӧс,hlas
605,Stimme::N,вом шы,hlas
606,Stimme::N,balss,hlas
607,Wort::N,кыв,slovo
608,Wort::N,vārds,slovo
609,Zeichen::N,пас,znak
610,Zeichen::N,zīme,znak
611,Ruf::N,чукӧстчӧм,volanie
612,Ruf::N,чукӧстчӧм,zavolanie
613,Ruf::N,корӧм,volanie
614,Ruf::N,корӧм,zavolanie
615,Ruf::N,sauciens,volanie
616,Ruf::N,sauciens,zavolanie
617,Lärm::N,шы,hluk
618,Lärm::N,шы,hurhaj
619,Lärm::N,зык,hluk
620,Lärm::N,зык,hurhaj
621,Lärm::N,зычитӧм,hluk
622,Lärm::N,зычитӧм,hurhaj
623,Lärm::N,troksnis,hluk
624,Lärm::N,troksnis,hurhaj
625,Laut::N,шы,zvuk
626,Laut::N,skaņa,zvuk
627,Ton::N,шы,tón
628,Ton::N,шы,zvuk
629,Ton::N,tonis,tón
630,Ton::N,tonis,zvuk
631,Lied::N,сьылан,pieseň
632,Lied::N,сьыланкыв,pieseň
633,Lied::N,dziesma,pieseň
634,Ruhe::N,чӧв,pokoj
635,Ruhe::N,miers,pokoj
636,Leute::N,йӧз,ľudia
637,Leute::N,войтыр,ľudia
638,Leute::N,ļaudis,ľudia
639,Leute::N,cilvēki,ľudia
640,Volk::N,йӧз,ľud
641,Volk::N,йӧз,národ
642,Volk::N,войтыр,ľud
643,Volk::N,войтыр,národ
644,Volk::N,tauta,ľud
645,Volk::N,tauta,národ
646,Arbeit::N,удж,práca
647,Arbeit::N,удж,robota
648,Arbeit::N,darbs,práca
649,Arbeit::N,darbs,robota
650,Gast::N,гӧсть,hosť
651,Gast::N,viešņa,hosť
652,Gast::N,ciemiņš,hosť
653,Geschenk::N,козин,dar
654,Geschenk::N,dāvana,dar
655,Spiel::N,ворсан,hra
656,Spiel::N,rotaļa,hra
657,Gesellschaft::N,котыр,spoločnosť
658,Gesellschaft::N,biedrība,spoločnosť
659,Gesellschaft::N,kompānija,spoločnosť
660,Hilfe::N,отсӧг,pomoc
661,Hilfe::N,palīdzība,pomoc
662,Freund::N,ёрт,priateľ
663,Freund::N,draugs,priateľ
664,Kamerad::N,ёрт,kamarát
665,Kamerad::N,biedrs,kamarát
666,Angelegenheit::N,мог,vec
667,Angelegenheit::N,мог,záležitosť
668,Angelegenheit::N,делӧ,vec
669,Angelegenheit::N,делӧ,záležitosť
670,Angelegenheit::N,darīšana,vec
671,Angelegenheit::N,darīšana,záležitosť
672,Anzahl::N,лыд,počet
673,Anzahl::N,лыд,množstvo
674,Anzahl::N,тшӧт,počet
675,Anzahl::N,тшӧт,množstvo
676,Anzahl::N,skaits,počet
677,Anzahl::N,skaits,množstvo
678,Anzahl::N,daudzums,počet
679,Anzahl::N,daudzums,množstvo
680,Art::N,сикас,druh
681,Art::N,suga,druh
682,Art::N,šķira,druh
683,Stück::N,тор,kus
684,Stück::N,тор,kúsok
685,Stück::N,gabals,kus
686,Stück::N,gabals,kúsok
687,Teil::N,юкӧн,časť
688,Teil::N,daļa,časť
689,Hälfte::N,пӧв,polka
690,Hälfte::N,пӧв,polovica
691,Hälfte::N,джын,polka
692,Hälfte::N,джын,polovica
693,Hälfte::N,puse,polka
694,Hälfte::N,puse,polovica
695,Kreis::N,кытш,kruh
696,Kreis::N,aplis,kruh
697,Kreis::N,riņķis,kruh
698,Kreuz::N,перна,kríž
699,Kreuz::N,крест,kríž
700,Kreuz::N,krusts,kríž
701,Linie::N,визь,línia
702,Linie::N,līnija,línia
703,Strich::N,визь,čiara
704,Strich::N,svītra,čiara
705,Abstand::N,кост,vzdialenosť
706,Abstand::N,коласт,vzdialenosť
707,Abstand::N,atstarpe,vzdialenosť
708,Entfernung::N,ылна,vzdialenosť
709,Entfernung::N,attālums,vzdialenosť
710,Entfernung::N,atstatums,vzdialenosť
711,Gegend::N,му-ва,kraj
712,Gegend::N,му-ва,krajina
713,Gegend::N,apvidus,kraj
714,Gegend::N,apvidus,krajina
715,Gegend::N,apgabals,kraj
716,Gegend::N,apgabals,krajina
717,Platz::N,ылдӧс,miesto
718,Platz::N,йир,miesto
719,Platz::N,гӧгӧртас,miesto
720,Platz::N,vieta,miesto
721,Ort::N,ин,miesto
722,Ort::N,места,miesto
723,Ort::N,vieta,miesto
724,Seite::N,бок,bok
725,Seite::N,бок,strana
726,Seite::N,ӧтарладор,bok
727,Seite::N,ӧтарладор,strana
728,Seite::N,sāns,bok
729,Seite::N,sāns,strana
730,Mitte::N,шӧр,stred
731,Mitte::N,vidus,stred
732,Gegenstand::N,кӧлуй,predmet
733,Gegenstand::N,priekšmets,predmet
734,Sache::N,добра,vec
735,Sache::N,lieta,vec
736,Rand::N,дор,kraj
737,Rand::N,дор,okraj
738,Rand::N,mala,kraj
739,Rand::N,mala,okraj
740,Rand::N,apmale,kraj
741,Rand::N,apmale,okraj
742,Kante::N,дор,hrana
743,Kante::N,šķautne,hrana
744,Ecke::N,пельӧс,roh
745,Ecke::N,kakts,roh
746,Ecke::N,stūris,roh
747,Spitze::N,йыв,hrot
748,Spitze::N,йыв,špička
749,Spitze::N,smaile,hrot
750,Spitze::N,smaile,špička
751,Spitze::N,galotne,hrot
752,Spitze::N,galotne,špička
753,Ende::N,пом,koniec
754,Ende::N,gals,koniec
755,Ende::N,uzgalis,koniec
756,Loch::N,розь,diera
757,Loch::N,caurums,diera
758,Winkel::N,пельӧс,kút
759,Winkel::N,leņķis,kút
760,Muster::N,сер,vzor
761,Muster::N,сер,vzorka
762,Muster::N,piemērs,vzor
763,Muster::N,piemērs,vzorka
764,Größe::N,ыджда,veľkosť
765,Größe::N,lielums,veľkosť
766,Länge::N,кузьта,dĺžka
767,Länge::N,garums,dĺžka
768,Höhe::N,джуджда,výška
769,Höhe::N,augstums,výška
770,Gewicht::N,сьӧкта,váha
771,Gewicht::N,сьӧкталун,váha
772,Gewicht::N,svars,váha
773,Gewicht::N,smagums,váha
774,Menge::N,лун,množstvo
775,Menge::N,числӧ,množstvo
776,Menge::N,masa,množstvo
777,Menge::N,daudzums,množstvo
778,Haufen::N,чукӧр,hŕba
779,Haufen::N,čupa,hŕba
780,Haufen::N,grēda,hŕba
781,Haufen::N,kaudze,hŕba
782,Reihe::N,рад,rad
783,Reihe::N,rinda,rad
784,Reihe::N,virkne,rad
785,Boot::N,пыж,čln
786,Boot::N,laiva,čln
787,Ruder::N,пелыс,veslo
788,Ruder::N,ӧпаснӧй,veslo
789,Ruder::N,airis,veslo
790,Ruder::N,irklis,veslo
791,Schlitten::N,дадь,sane
792,Schlitten::N,ragavas,sane
793,Ski::N,лызь,lyža
794,Ski::N,slēpe,lyža
795,Lagerfeuer::N,бипур,táborák
796,Lagerfeuer::N,ugunskurs,táborák
797,Last::N,сьӧкыдтор,ťarcha
