,Concept_ID,mdf,te
681,gestern::ADV,ися́к,నిన్నటి దినము
682,einst::ADV,весть,పూర్వమొకప్పుడు
683,einst::ADV,мзя́рда-бди,పూర్వమొకప్పుడు
684,damals::ADV,эста,అప్పుడు
685,danach::ADV,меле,అప్పుడు
686,vorher::ADV,инголи,ఎదుట
687,zuerst::ADV,ва́сенда,మొదటిలో
688,einmal::ADV,весть,ఒకసారి
689,manchmal::ADV,лия́ста,అప్పటప్పటికి
690,manchmal::ADV,ко́ста-ко́ста,అప్పటప్పటికి
691,oft::ADV,си́деста,తఱచుగా
692,immer::ADV,фалу,ఎల్లప్పుడు
693,immer::ADV,най,ఎల్లప్పుడు
694,niemals::ADV,аф мзя́рдонга,ఎప్పుడునులేదు
695,hier::ADV,тяса,ఇక్కడ
696,hierhin::ADV,сей,ఇక్కడకు
697,hierhin::ADV,тяза,ఇక్కడకు
698,von hier::ADV,тя́ста,ఇక్కడనుండి
699,dort::ADV,тоса,అక్కడ
700,dorthin::ADV,тов,అక్కడికి
701,dorthin::ADV,тоза,అక్కడికి
702,geradeaus::ADV,ви́деста,సూటిగా
703,vorwärts::ADV,и́нголи,ముందుకు
704,rückwärts::ADV,ме́ки,వెనుకకు
705,zurück::ADV,ме́ки,వెనుకభాగము
706,unten::ADV,ала,క్రింద
707,hinab::ADV,алу,కిందికి
708,oben::ADV,вяре,మీద
709,hinauf::ADV,вяри,పైకి
710,überall::ADV,се́мбе ва́стова,అంతటా
711,nicht::ADV,аф,కాదు
712,ein wenig::ADV,аф лама,కొంచెము
713,kaum::ADV,а́ньцек,చాలిచాలక
714,sehr::ADV,пяк,చాల
715,so::ADV,ста́не,ఆలాగున
716,noch::ADV,нинге,ఇప్పటికిని
717,nur::ADV,аньцек,మాత్రము
718,schon::ADV,ни,ఇదివఱకే
719,wieder::ADV,та́га,తిరిగి
720,vergebens::ADV,стак,నిష్ఫలముగా
721,vor::PRP,инголе,ముందు
722,hinter::PRP,фтала,వెనుక
723,hinter::PRP,мельге,వెనుక
724,unter::PRP,ала,క్రింద
725,durch::PRP,пачк,ద్వారా
726,neben::PRP,ваксса,దగ్గెర
727,zwischen::PRP,ёткса,మధ్య
728,wegen::PRP,сюнеда,కారణంగా
729,dies::PRN,тя,ఇది
730,das::PRN,ся,అది
731,das::PRN,тона,అది
732,alles::PRN,сембе,సకలము
733,ich::PRN,мон,నేను
734,du::PRN,тон,నీవు
735,er::PRN,сон,అతడు
736,wir::PRN,минь,మనము
737,ihr::PRN,тинь,మీరు
738,sie::PRN,синь,వారు
739,was::FPRN,мезе,ఏమి
740,wer::FPRN,кие,ఎవడు
741,wo::FADV,коса,ఎక్కడ
742,wohin::FADV,ков,ఎందుకు
743,wohin::FADV,коза,ఎందుకు
744,wie::FADV,ко́да,ఎట్టు
745,warum::FADV,мес,ఏల
746,wieviel::FNUM,мзя́ра,ఎంత
747,eins::NUM,фкя,ఒకటి
748,zwei::NUM,кафта,రెండు
749,drei::NUM,колма,మూడు
750,vier::NUM,ниле,నాలుగు
751,fünf::NUM,вете,అయిదు
752,sechs::NUM,кота,ఆఱు
753,sieben::NUM,сисем,ఏరు
754,acht::NUM,кафкса,ఎనిమదు
755,neun::NUM,ве́йхкса,తొమ్మిది
756,zehn::NUM,кемонь,పది
757,elf::NUM,кефкие,పదునొకొండు
758,zwölf::NUM,кемгафтува,పండ్రండు
759,zwanzig::NUM,комсь,ఇరుపది
760,dreißig::NUM,колмогемонь,ముప్పది
761,vierzig::NUM,нильге́монь,నలువది
762,fünfzig::NUM,ве́дьгемонь,ఏబది
763,sechzig::NUM,ко́дгемонь,అరుపది
764,siebzig::NUM,сизьге́монь,డెబ్బది
765,achtzig::NUM,ка́фксогемонь,ఎనుబది
766,neunzig::NUM,ве́йхксогемонь,తొంబది
767,hundert::NUM,сяда,నూఱు
768,tausend::NUM,тёжянь,వేయి
769,und::CNJ,и,మఱియు
770,und::CNJ,дъ,మఱియు
771,oder::CNJ,или,లేక
772,oder::CNJ,али,లేక
773,stehen::V,а́щемс стя́да,నిలుచు
774,sitzen::V,ащемс озада,కూర్చుండు
775,liegen::V,ма́дозь а́щемс,పండుకొనుట
776,hängen::V,нюрьгомс,వ్రేలాడదీయు
777,werden::V,арамс,అగు
778,werden::V,тиевомс,అగు
779,passieren::V,лисэмс,సంభవించు
780,passieren::V,эвондамс,సంభవించు
781,beginnen::V,ушедомс,ఆరంభించు
782,enden::V,лоткамс,తీరుట
783,wechseln::V,по́лафнемс,మార్చు
784,aufgehen[Sonne]::V,стямс,ఉదయించు
785,aufgehen[Sonne]::V,лисемс,ఉదయించు
786,untergehen[Sonne]::V,валгомс,అస్తమించు
787,scheinen[Sonne]::V,ва́лдоптомс,ప్రకాశించు
788,donnern::V,торамс,ఉరుముట
789,wehen::V,уфа́мс,దురద్పప్టము
790,strömen::V,шудемс,పారుట
791,fließen::V,шудемс,ప్రవహించు
792,sich drehen::V,шаромс,తిరుగు
793,schwanken::V,якамс,ఆడించుట
794,schwingen::V,люксемс,ఊగుట
795,schwingen::V,нюрьсемс,ఊగుట
796,fallen::V,прамс,పడు
797,fallen::V,прашендомс,పడు
798,brennen::V,паломс,కాలుట
799,rauchen::V,качадомс,పొగసుట
800,regnen::V,пиземс,కురిపించుట
801,gefrieren::V,эйндамс,గడ్డకట్టు
802,gefrieren::V,кельмомс,గడ్డకట్టు
803,tauen::V,соламс,కరగు
804,schmelzen::V,соламс,కరగు
805,trocknen::V,коськомс,యెండుట
806,sieden::V,лакамс,ఉడుకు
807,faulen::V,наксадомс,క్రుళ్లు
808,verfaulen::V,наксадомс,క్షిణించు
809,reißen::V,сязевомс,చించు
810,versinken::V,ваямс,మునుగు
811,vergehen::V,ётамс,సంభవించు
812,erscheinen::V,эвондамс,కనబడు
813,verschwinden::V,юма́мс,అదృశ్యమగు
814,sinken::V,валгомс,ముణుగుట
815,abnehmen::V,киремс,తగ్గు
816,zunehmen::V,ламокстомс,పెరుగుట
817,zunehmen::V,рашнемс,పెరుగుట
818,steigen::V,кеподемс,లేచు
819,wachsen::V,касомс,పెరుగు
820,glänzen::V,цинзелдомс,ప్రకాశించు
821,glänzen::V,цифордомс,ప్రకాశించు
822,funkeln::V,ци́фтордомс,ప్రకాశించు
823,lärmen::V,жалнамс,అరుచుట
824,läuten::V,гайфтемс,మేళవించుట
825,klingeln::V,гайфтемс,వాయించుట
826,klirren::V,ка́нзеркшнемс,ఘంటానాదము
827,brausen::V,жоледемс,గర్జించు
828,rauschen::V,вжнамс,చటచటమనుట
829,rauschen::V,гамнамс,చటచటమనుట
830,klingen::V,кайгомс,ధ్వనించుట
831,bellen::V,ува́мс,అఱచు
832,heulen::V,сувомс,కూయు
833,heulen::V,урнамс,కూయు
834,blasen::V,уфа́мс,దురద్పప్టము
835,pfeifen::V,вяшкомс,ఈలవేయు
836,schreien::V,пешкодомс,అఱచు
837,stöhnen::V,куфцемс,మూలుగు
838,zittern::V,таромс,వణకు
839,leben::V,эрямс,జీవించుట
840,geboren werden::V,шачемс,పుట్టుట
841,atmen::V,ажнамс,ఉపిరి తీయు
842,trinken::V,симомс,త్రాగు
843,essen::V,ярхцамс,తిను
844,schlucken::V,нилемс,మ్రింగు
845,müde werden::V,сиземс,అలయు
846,einschlafen::V,матодовомс,నిద్రించు
847,schlafen::V,удомс,నిద్రురించు
848,aufwachen::V,съргоземс,మేలుకొను
849,aufstehen::V,стямс,లేచు
850,sich erholen::V,ваймосемс,నడ్డి వాల్చు
851,krank werden::V,сярядькстомс,జబ్బుపడు
852,krank sein::V,сярядемс,జబ్బు చేయు
853,schmerzen::V,сярядемс,నొచ్చుట
854,husten::V,козомс,దగ్గుట
855,genesen::V,пъ́чкамс,కుదురుట
856,sterben::V,куломс,మరణించు
857,umkommen::V,юма́мс,నశించు
858,sich bewegen::V,шаштомс,కదలు
859,sich rühren::V,сърхка́мс,కదలు
860,sich erheben::V,стямс,లేచు
861,sich setzen::V,озамс,కూర్చుణ్డు
862,hinfallen::V,прамс,దొర్లు
863,hinfallen::V,сяворемс,దొర్లు
864,laufen::V,якамс,నడచు
865,schreiten::V,молемс,అడుగుపెట్టుట
866,schreiten::V,аськолямс,అడుగుపెట్టుట
867,spazierengehen::V,якамс,పచారు చేయు
868,eilen::V,эряскодомс,తొందరపడు
869,sich beeilen::V,эряскодомс,త్వరపెట్టు
870,sausen::V,лиемс,విసరికొట్టు
871,rennen::V,арнемс,పరుగెత్తు
872,springen::V,комотнемс,దుముకు
873,klettern::V,ку́цемс,ఎక్కు
874,schaukeln::V,нюрямс,ఉయ్యాల ఊగు 
875,kriechen::V,шаштомс комада,ప్రాకు
876,schwimmen::V,уемс,ఈదు
877,tauchen::V,юпиемс,మునుగు
878,tauchen::V,чёпафнемс,మునుగు
879,rudern::V,па́немс ве́неж,తెడ్లతోఁగడపు
880,fahren::V,ардомс,నడపు
881,fliegen::V,лиемс,ఎగురు
882,gehen::V,молемс,పోవు
883,weggehen::V,тумс,బయలుదేరు
884,abfahren::V,тумс,విడిచిపోవు
885,anhalten::V,лоткамс,నిలుపు
886,hineingehen::V,сува́мс,ప్రవేశించు
887,eintreten::V,сува́мс,ప్రవేశించు
888,kommen::V,самс,వచ్చు
889,ankommen::V,самс,వచ్చి చేరు
890,ankommen::V,пачкодемс,వచ్చి చేరు
891,zurückkommen::V,мърдамс,తిరిగీవచ్చుట
892,bleiben::V,иля́домс,ఉండు
893,warten::V,учемс,కనిపెట్టు
894,erwarten::V,учемс,నిరిక్షించు
895,suchen::V,вешемс,వెదకు
896,finden::V,мумс,కనుగొను
897,versuchen::V,варчсемс,ప్రయత్నించు
898,vorbereiten::V,анокламс,తయారుచేయు
899,lieben::V,кельгомс,ప్రేమించు
900,mögen::V,кельгомс,ఇష్టపడు
901,lachen::V,рахамс,నవ్వు
902,lachen::V,рахсемс,నవ్వు
903,rühren::V,токамс седи,గుండె తాకు
904,weinen::V,авардемс,వీడ్చు
905,schimpfen::V,сюцемс,గొణుగు
906,sich ärgern::V,кяжиямс,అలుగు
907,sich fürchten::V,пелемс,భయపడు
908,fürchten::V,пелемс,భయపడు
909,fliehen::V,ворьгодемс,పాఱిపోపు
910,flüchten::V,ша́домс,తప్పించుకొను
911,flüchten::V,во́рьгодемс,తప్పించుకొను
912,sehen::V,няемс,చూచు
913,anschauen::V,ваномс,చూచు
914,ansehen::V,ваномс,కాచియుండు
915,hören::V,марямс,విను
916,zuhören::V,ку́лхдоньомс,విను
917,probieren::V,варжамс,చవిచూచుట
918,riechen::V,никса́мс,వాసనచూచు
919,fühlen::V,марямс,స్పర్శించుట
920,scheinen::V,ня́евомс,కనబడు
921,zu sehen sein::V,ня́евомс,చూవు
922,vernehmen::V,марямс,విను
923,frieren::V,паломс,చలికి వడకు
924,frieren::V,кельмомс,చలికి వడకు
925,tun::V,тиемс,చేయు
926,können::V,маштомс,గల
927,wollen::V,-не-,కోరు
928,anfangen::V,ушедомс,ఆరంభించు
929,beenden::V,аде́ламс,ముగించు
930,aufhören::V,лоткамс,నిలుపు
931,gelingen::V,удалакшнемс,గెలుపాందు
932,geraten::V,лисемс,వెలువడు
933,öffnen::V,панжемс,తెఱచు
934,schließen::V,сёлгомс,మూయు
935,stellen::V,путомс,ఉంచు
936,setzen::V,озафнемс,ఉంచు
937,setzen::V,озавтнемс,ఉంచు
938,legen::V,путомс,పెట్టు
939,berühren::V,токамс,తాకు
940,verbinden::V,сотомс,చేర్చుట
941,bedecken::V,комачамс,మూయు
942,bedecken::V,вельхтямс,మూయు
943,aufhängen::V,повфтамс,వ్రేలాడదీయు
944,anzünden::V,крьвя́стемс,వెలిగించు
945,aufheben::V,кеподемс,సేకరించు
946,aufheben::V,касфтомс,సేకరించు
947,zurücklassen::V,ка́домс,విడుచు
948,verlieren::V,юма́фтомс,పోగొట్టుకొను
949,fallen lassen::V,прафтомс,జాఱవిడుచు
950,machen::V,тиемс,చేయు
951,herstellen::V,анокламс,ఉత్పత్తిచేయు
952,bauen::V,путомс,నిర్మించు
953,reparieren::V,петемс,సరిచేయు
954,verbessern::V,цебярьгофтомс,వృద్ధి చేయు
955,ändern::V,полафтомс,మార్చు
956,graben::V,шу́вомс,త్రవ్వు
957,graben::V,та́ргамс,త్రవ్వు
958,beugen::V,мяндемс,వంచు
959,biegen::V,комафтомс,వంచు
960,drehen::V,шо́вамс,నూలువడుకు
961,drehen::V,ша́рфнемс,నూలువడుకు
962,wenden::V,ша́рфтомс,త్రిప్పు
963,umdrehen::V,шарфтомс,త్రిప్పు
964,heben::V,ке́подемс,ఎత్తు
965,hochheben::V,ке́подемс,ఎత్తు
966,hochheben::V,ка́сфтомс,ఎత్తు
967,ergreifen::V,фатямс,వశపఱచుకొను
968,halten::V,кирдемс,ఉంచు
969,drücken::V,люпшта́мс,అణచు
970,schieben::V,шашфтомс,నొక్కు
971,kratzen::V,а́нгорямс,గోకు
972,kratzen::V,киськоря́мс,గోకు
973,lecken::V,нолсемс,నాకు
974,beißen::V,сускомс,కఱచు
975,abreißen::V,сяземс,తెగతెంచు
976,abschneiden::V,керомс,తెగకొట్టు
977,binden::V,сотомс,కట్టు
978,stecken::V,сялгомс,తగులుకొనివుండుట
979,brechen::V,си́ннемс,పగులగొట్టు
980,brechen::V,ка́лафтомс,పగులగొట్టు
981,klopfen::V,чакамс,కొట్టు
982,klopfen::V,чакиемс,కొట్టు
983,hauen::V,шавомс,కొట్టు
984,hauen::V,пиксомс,కొట్టు
985,kleben::V,пе́тфнемс,అంటుకొను
986,reiben::V,шо́вамс,రాచు
987,streichen::V,вадемс,వ్యాపింపజేయు
988,schleifen::V,шо́вамс,రాచు
989,schneiden::V,керомс,కోయు
990,rütteln::V,та́рфтомс,కుదిలించుట
991,schütteln::V,шука́демс,కదల్చు
992,schwenken::V,яфодемс,ఊచుట
993,schütten::V,каямс,పోయు
994,schütten::V,нюрьхтя́мс,పోయు
995,füllen::V,пяшкодемс,నింపు
996,einwickeln::V,тапардамс,చుట్టు
997,tragen::V,кандомс,మోయు
998,schleppen::V,ускомс,ఈడ్చు
999,ziehen::V,ускомс,ఈడ్చు
1000,aufbewahren::V,ванфтомс,కాపాడు
1001,werfen::V,ёрямс,విసరు
1002,fangen::V,кунда́мс,పట్టుకొను
1003,packen::V,фатямс,పట్టుకొను
1004,verstecken::V,кяшемс,దాచు
1005,teilen::V,явомс,భాగించు
1006,schicken::V,кучемс,పంపు
1007,bringen::V,кандомс,తెచ్చు
1008,bringen::V,пачфтемс,తెచ్చు
1009,hinzufügen::V,пу́томс та́га,చేర్చు
1010,hinzufügen::V,ма́ксомс та́га,చేర్చు
1011,bekommen::V,сявомс,సంపాదించు
1012,erhalten::V,сявомс,పుచ్చుకొను
1013,nehmen::V,сявомс,తీసికొను
1014,wählen::V,ко́чкамс,ఇష్టపడు
1015,auswählen::V,кочкамс,ఏరుకొను
1016,bewahren::V,ванфтомс,భద్రపఱుచు
1017,behindern::V,шорямс,అడ్డగించుట
1018,verderben::V,коламс,చెఱచు
1019,verderben::V,гастямс,చెఱచు
1020,beschädigen::V,тиендемс зиян,చెరుపుట
1021,zerbrechen::V,тапамс,పగులగొట్టు
1022,zerreißen::V,сяземс,చించు
1023,zerstören::V,ка́лафтомс,వాశనము చేయు
1024,verbrennen::V,пълхта́мс,కాల్చు
1025,geben::V,ма́ксомс,ఇచ్చు
1026,reichen::V,максомс,అందుకొనుట
1027,schenken::V,каземс,అర్పించు
1028,versprechen::V,ма́ксомс вал,వాగ్దత్తము చేయు
1029,wünschen::V,арьсемс,కోరు
1030,loben::V,шна́мс,స్తుతించు
1031,küssen::V,палсемс,ముద్దుపెట్టుకొను
1032,wiegen::V,нюря́фтомс,ఊచుట
1033,zudecken::V,вельхтямс,మూయు
1034,wecken::V,стя́фтомс,నిద్రపలేపుట
1035,wecken::V,съ́ргозьфтемс,నిద్రపలేపుట
1036,zeigen::V,няфтемс,చూవు
1037,führen::V,вятемс,దారిచూపు
1038,lehren::V,тонафтомс,బోధించు
1039,unterrichten::V,тонафтомс,నేర్పు
1040,aufziehen::V,касфтомс,పెంచు
1041,leiten::V,вятемс,తీసుకపోవుట
1042,antreiben::V,вятемс,ప్రేరేపించు
1043,lassen::V,кошардомс,అనుమతించు
1044,einladen::V,тердемс,ఆహ్వానించు
1045,einladen::V,серьгядемс,ఆహ్వానించు
1046,vereinigen::V,пуроптомс,కూడుట
1047,vereinigen::V,кочкамс марса,కూడుట
1048,besuchen::V,варжамс,పోయి చూచు
1049,treffen::V,васьфтомс,కలియు
1050,sich versammeln::V,кочкавомс,కూర్చు
1051,spielen::V,налхксемс,ఆట లాడు
1052,singen::V,морамс,పాడు
1053,tanzen::V,кштимс,నృత్యముచేయు
1054,sich trennen::V,явомс,ఎడబాయుట
1055,verlassen::V,кадондомс,విడుచు
1056,retten::V,идемс,తప్పించుట
1057,retten::V,араламс,తప్పించుట
1058,bewachen::V,ваномс,కాపాడు
1059,schützen::V,а́раламс,రక్షించు
1060,verteidigen::V,а́раламс,రక్షించు
1061,sich schlagen::V,тюремс,జగడమాడు
1062,schießen::V,ляцемс,కాల్చు
1063,siegen::V,сяськомс,గెలుచు
1064,ärgern::V,кяжияфтомс,పీడించుట
1065,schlagen::V,токамс,కొట్టు
1066,treten::V,тапамс,తన్ను
1067,stechen::V,пупамс,కుట్టు
1068,stechen::V,сялгомс,కుట్టు
1069,stoßen::V,тостядемс,గెంటు
1070,stehlen::V,саламс,దొంగిలించు
1071,stören::V,шорсемс,కలతపఱచు
1072,belästigen::V,токсамс,పీడించు
1073,belästigen::V,аф кадомс ваймама,పీడించు
1074,verbergen::V,кяшемс,దాచు
1075,täuschen::V,васькафтомс,మోసము చేయు
1076,täuschen::V,кяльготнемс,మోసము చేయు
1077,betrügen::V,васькафнемс,మోసపుచ్చు
1078,töten::V,шавомс,చంపు
1079,töten::V,аде́ламс,చంపు
1080,wohnen::V,эрямс,నివసించు
1081,arbeiten::V,покодемс,పనిచేయు
1082,sammeln::V,кочкамс,ప్రోగుచేయు
1083,sammeln::V,пу́роптомс,ప్రోగుచేయు
1084,pflücken::V,фатнемс,యేరుట
1085,pflücken::V,нотфнемс,యేరుట
1086,jagen::V,кунда́мс,వేటాడు
1087,fischen::V,калонь кунда́мс,వెదకు
1088,fassen::V,кунда́мс,పట్టుకొమ
1089,hüten::V,ваномс,మందచేరుట
1090,treiben::V,панемс,నడపు
1091,anbinden::V,сотомс,కట్టు
1092,füttern::V,трямс,భోజనము పెట్టు
1093,füttern::V,а́ндомс,భోజనము పెట్టు
1094,melken::V,потямс,పాలు పితుకు
1095,hacken::V,лазондомс,నఱకు
1096,gießen::V,валомс,నీళ్ళుకట్టుట
1097,reifen::V,кенеремс,పండుట
1098,zubereiten::V,анокламс,వండు
1099,kochen::V,пидемс,వండు
1100,backen::V,пидемс,రొట్టెకాల్చు
1101,braten::V,пуштомс,వేపు
1102,umrühren::V,шорямс,కదులుట
1103,stricken::V,кодамс,అల్లు
1104,nähen::V,стамс,కుట్టు
1105,färben::V,а́рхтомс,రంగు వేయు
1106,reinigen::V,ва́ткамс,శుభ్రము చేయు
1107,reinigen::V,а́роптомс,శుభ్రము చేయు
1108,waschen::V,муськомс,కడుగు
1109,abwischen::V,нардамс,తుడుచు
1110,spülen::V,оргалдомс,నీటిలో జడించు
1111,fegen::V,тяемс,ఊడ్చు
1112,kehren::V,тяемс,ఊడ్చు
1113,baden::V,э́шелямс,స్నానము చేయు
1114,sich waschen::V,штамс,కడుగు
1115,ausziehen::V,кайсефтемс,విప్పు
1116,anziehen::V,ща́фтомс,ధరించు
1117,sich anziehen::V,щамс,బట్టలు వేసుకొను
1118,sich anziehen::V,щамс,తొడుగుకొను
1119,kämmen::V,се́ендемс,దువ్వుట
1120,schmücken::V,на́ряжамс,అలంకరించు
1121,schmücken::V,ма́зоптомс,అలంకరించు
1122,sagen::V,азомс,చెప్పు
1123,sagen::V,мярьгомс,చెప్పు
1124,sprechen::V,корхтамс,చెప్పు
1125,reden::V,корхнемс,మాటలాడు
1126,sich unterhalten::V,корхнемс,ముచ్చటలాడు
1127,fragen::V,ки́зефтемс,ప్రశ్నించు
1128,bitten::V,а́намс,కోరు
1129,bitten::V,ве́шемс,కోరు
1130,erzählen::V,а́зондомс,చెప్పు
1131,mitteilen::V,азомс,తెలియజేయు
1132,nennen::V,лемдемс,పేరు వెట్టు
1133,nennen::V,путомс лем,పేరు వెట్టు
1134,rufen::V,серьгядемс,పిలుచు
1135,prahlen::V,шна́фтомс пря́,జల్లి
1136,übersetzen::V,ётафтомс,తర్జుమాచేయు
1137,denken::V,арьсемс,ఆలోచించు
1138,glauben::V,кемамс,నమ్ము
1139,bemerken::V,ня́емс,గుర్తించు
1140,erkennen::V,содамс,గుర్తించు
1141,begreifen::V,сатомс,గ్రహించు
1142,verstehen::V,шарьхкодемс,గ్రహించు
1143,lernen::V,тонафнемс,నేర్చు కొను
1144,wissen::V,со́дамс,తెలిసికొను
1145,sich erinnern an::V,лятфтамс,జ్ఞాపకముంచుకొను
1146,vergessen::V,юкстамс,మఱచిపోవు
1147,messen::V,ункснемс,కొలుచుట
1148,zählen::V,лу́вомс,లెక్కపెట్టు
1149,zählen::V,а́рьсемс,లెక్కపెట్టు
1150,rechnen::V,лувомс,లెక్కపెట్టు
1151,lesen::V,лувомс,చదువు
1152,lesen::V,морафтомс,చదువు
1153,malen::V,рисова́ндамс,పూనుట
1154,zeichnen::V,рисова́ндамс,వ్రాసుట
1155,schreiben::V,сёрмадомс,వ్రాయు
1156,besitzen::V,улемс азоркс,కలిగియుండు
1157,kaufen::V,рамамс,కొను
1158,verkaufen::V,мимс,అమ్ము
1159,bezahlen::V,пандомс,చెల్లించు
1160,zahlen::V,па́ндомс,చెల్లించు
1161,beherrschen::V,азорондамс,ఏలు
1162,ertragen::V,кирдемс,భరించు
1163,Netz::N,,వల
