,Concept_ID,cs,kv
798,zwanzig::NUM,dvacet,кыкдас
799,dreißig::NUM,třicet,куимдас
800,vierzig::NUM,čtyřicet,нёльдас
801,fünfzig::NUM,padesát,витдас
802,sechzig::NUM,šedesát,кватьдас
803,siebzig::NUM,sedmdesát,сизимдас
804,achtzig::NUM,osmdesát,кыкьямысдас
805,neunzig::NUM,devadesát,ӧкмысдас
806,hundert::NUM,sto,сто
807,tausend::NUM,tisíc,тысяча
808,und::CNJ,a,и
809,und::CNJ,a,да
810,oder::CNJ,nebo,или
811,stehen::V,stát,сулавны
812,sitzen::V,sedět,пукавны
813,liegen::V,ležet,куйлыны
814,hängen::V,viset,ӧшавны
815,werden::V,stát se,лоны
816,passieren::V,stát se,аркмыны
817,beginnen::V,počít,петны
818,enden::V,končit,-сь
819,enden::V,končit,бырны
820,enden::V,skončit,-сь
821,enden::V,skončit,бырны
822,wechseln::V,měnit se,вежсьыны
823,aufgehen[Sonne]::V,vyjít,петавны
824,untergehen[Sonne]::V,zapadnout,пуксьыны
825,scheinen[Sonne]::V,svítit,югьявны
826,donnern::V,hřmět,гымавны
827,wehen::V,vát,пӧлявны
828,wehen::V,vanout,пӧлявны
829,strömen::V,proudit,киссьыны
830,fließen::V,téct,визывтны
831,sich drehen::V,točit se,бергавны
832,schwanken::V,kolísat,кӧвьясьны
833,schwanken::V,houpat se,кӧвьясьны
834,schwingen::V,kývat se,дюттясьны
835,fallen::V,padat,усьны
836,brennen::V,hořet,сотчыны
837,rauchen::V,kouřit,тшынасьны
838,regnen::V,pršet,зэрны
839,gefrieren::V,zamrznout,гегдыны
840,tauen::V,tát,сывны
841,schmelzen::V,tavit,сывны
842,trocknen::V,schnout,косьмыны
843,sieden::V,vřít,пизьны
844,faulen::V,hnít,нёльзьыны
845,verfaulen::V,shnít,тӧрмыны
846,verfaulen::V,shnít,сiсьмыны
847,reißen::V,roztrhat se,косясьны
848,versinken::V,topit se,вӧйны
849,versinken::V,ponořit se,вӧйны
850,vergehen::V,plynout,мунны
851,erscheinen::V,objevit se,мыччисьны
852,verschwinden::V,zmizet,ӧшны
853,sinken::V,klesat,ямны
854,abnehmen::V,ubýt,ямны
855,zunehmen::V,přibýt,паськавны
856,steigen::V,stoupat,лэбтiсьны
857,wachsen::V,růst,быдмыны
858,glänzen::V,lesknout se,свиттявны
859,funkeln::V,jiskřit se,югйовтлыны
860,funkeln::V,jiskřit se,югйӧв-керны
861,lärmen::V,dělat hluk,чавзыны
862,läuten::V,zvonit,диньгыны
863,klingeln::V,zvonit,силькӧтны
864,klirren::V,řinčet,жольӧтны
865,brausen::V,hučet,гуасьны
866,rauschen::V,šumět,кышӧтны
867,klingen::V,znít,горавны
868,bellen::V,štěkat,увтны
869,bellen::V,štěkat,вувтны
870,heulen::V,výt,уннявны
871,blasen::V,foukat,пӧлявны
872,pfeifen::V,pískat,пиксыны
873,schreien::V,křičet,айзыны
874,stöhnen::V,sténat,ойзыны
875,stöhnen::V,sténat,ружтыны
876,zittern::V,třást se,легьявны
877,leben::V,žít,овны
878,geboren werden::V,rodit se,шогмыны
879,atmen::V,dýchat,лолавны
880,trinken::V,pít,юны
881,essen::V,jíst,сёйны
882,schlucken::V,polykat,ньылавны
883,müde werden::V,unavit se,мыдзны
884,einschlafen::V,usnout,ланьтны
885,schlafen::V,spát,узьны
886,aufwachen::V,probudit se,саймыны
887,aufwachen::V,probudit se,пальмыны
888,aufstehen::V,vstát,сувтны
889,sich erholen::V,zotavovat se,шоччисьлыны
890,krank werden::V,onemocnět,моржитны
891,krank sein::V,být nemocný,шогавны
892,krank sein::V,být nemocný,визьӧтны
893,schmerzen::V,bolet,висьны
894,husten::V,kašlat,кашляйтны
895,genesen::V,uzdravit se,бурдны
896,sterben::V,umřít,кувны
897,umkommen::V,zahynout,вийсьыны
898,sich bewegen::V,pohnout se,локны
899,sich bewegen::V,pohnout se,ветлӧтны
900,sich rühren::V,hnout se,вӧрзьӧтчыны
901,sich erheben::V,zdvihnout se,сувтны
902,sich setzen::V,posadit se,пуксьыны
903,hinfallen::V,upadnout,пӧрласьны
904,laufen::V,běžet,мунны
905,schreiten::V,kráčet,тальччавны
906,spazierengehen::V,procházet se,котрасьны
907,eilen::V,spěchat,тэрмасьны
908,sich beeilen::V,pospíšit si,тэрмасьны
909,sausen::V,fičet,вирдавны-котӧртны
910,rennen::V,pádit,
911,springen::V,skákat,чеччавны
912,klettern::V,lézt,кышасьны
913,klettern::V,šplhat,кышасьны
914,schaukeln::V,houpat,чурликасьны
915,kriechen::V,lézt,кыскасьны-мунны
916,kriechen::V,plazit se,кыскасьны-мунны
917,schwimmen::V,plavat,вартчыны
918,tauchen::V,nořit se,сунгисьны ваӧ
919,rudern::V,veslovat,сынны
920,fahren::V,jet,мунны
921,fahren::V,jezdit,мунны
922,fliegen::V,létat,лэбавны
923,gehen::V,jít,мунны
924,weggehen::V,odejít,мунны
925,abfahren::V,odjet,иньдӧтчыны
926,abfahren::V,odjet,мунны
927,anhalten::V,zastavit se,сувтны
928,hineingehen::V,vcházet se,пырны
929,eintreten::V,vstoupit,пырны
930,kommen::V,přijít,локны
931,ankommen::V,dojít,локны
932,zurückkommen::V,vrátit se,бертны
933,zurückkommen::V,vrátit se,панӧвтсьыны
934,bleiben::V,zůstat,кольччыны
935,warten::V,čekat,видзчисьны
936,erwarten::V,čekat na,видзчисьны
937,suchen::V,hledat,кошшыны
938,finden::V,najít,адззыны
939,versuchen::V,zkoušet,пондыны
940,versuchen::V,zkoušet,пондӧтны
941,vorbereiten::V,připravit,лӧсьӧтны
942,lieben::V,milovat,милуйтны
943,mögen::V,mít rád,радейтны
944,lachen::V,smát se,серавны
945,rühren::V,dojmout,сьӧлӧм вӧрзьӧтны
946,weinen::V,plakat,горзыны
947,schimpfen::V,nadávat,видчыны
948,sich ärgern::V,pohoršit se,лёкавны
949,sich fürchten::V,bát se,повны
950,fürchten::V,bát se,повны
951,fliehen::V,utéct,пышшыны
952,flüchten::V,prchnout,пышшыны
953,sehen::V,vidět,адззыны
954,anschauen::V,podívat se na,видзӧтны
955,ansehen::V,sledovat,видзӧтны
956,hören::V,slyšet,кывны
957,zuhören::V,poslouchat,кывзыны
958,probieren::V,ochutnávat,пешлыны
959,riechen::V,cítit,дукавны
960,fühlen::V,cítit,кывны
961,scheinen::V,zdát se,декуйтчыны
962,zu sehen sein::V,moci být viděn,тыдавны
963,vernehmen::V,uslyšet,тӧдмавны
964,frieren::V,mrznout,гегдыны
965,tun::V,dělat,керны
966,können::V,moct,вермыны
967,wollen::V,chtít,мӧдны
968,anfangen::V,začít,петны
969,beenden::V,ukončit,ештӧтны
970,beenden::V,ukončit,керыштны
971,aufhören::V,přestat,дугдыны
972,gelingen::V,podařit se,шогмыны
973,geraten::V,dařit se,мыччисьны
974,öffnen::V,otevřít,осьтны
975,schließen::V,zavřít,пӧднавны
976,stellen::V,postavit,сувтӧтны
977,setzen::V,posadit,пуксьӧтны
978,legen::V,klást,пуктыны
979,legen::V,položit,пуктыны
980,berühren::V,dotýkat se,вӧрзьӧтны
981,verbinden::V,spojit,йитны
982,bedecken::V,pokrýt,вевттьыны
983,aufhängen::V,oběsit,ӧшӧтны
984,aufhängen::V,pověsit,ӧшӧтны
985,anzünden::V,zapálit,ӧзтыны
986,anzünden::V,podpálit,ӧзтыны
987,aufheben::V,zvednout,лэбтыны
988,aufheben::V,zdvihnout,лэбтыны
989,zurücklassen::V,zanechat,кольны
990,verlieren::V,ztratit,ӧштыны
991,fallen lassen::V,upustit,уськӧтны
992,machen::V,udělat,керны
993,herstellen::V,vyrobit,вӧчны
994,bauen::V,stavět,строитны
995,bauen::V,budovat,строитны
996,reparieren::V,opravit,вочны
997,verbessern::V,zlepšit,бурсьӧтны
998,ändern::V,změnit,вежны
999,graben::V,rýt,гарйыны
1000,graben::V,kopat,гарйыны
1001,beugen::V,ohnout,кусіньтны
1002,biegen::V,ohnout,чукыльтыштны
1003,drehen::V,točit,бергӧтны
1004,wenden::V,obrátit,бергӧтны
1005,umdrehen::V,obrátit,бергӧтны
1006,heben::V,zdvihnout,лэбтыны
1007,hochheben::V,zvednout,лэбтыны
1008,ergreifen::V,chopit se,кватитны
1009,halten::V,držet,видзны
1010,drücken::V,stisknout,личкыны
1011,schieben::V,posouvat,тойлавны
1012,kratzen::V,škrábat,шаркӧтны
1013,lecken::V,lízat,нювны
1014,beißen::V,kousat,йирны
1015,abreißen::V,utrhat,орӧтны
1016,abreißen::V,odtrhat,орӧтны
1017,abschneiden::V,uřezat,шӧрыштны
1018,abschneiden::V,uřezat,вундыштны
1019,abschneiden::V,ukrojit,шӧрыштны
1020,abschneiden::V,ukrojit,вундыштны
1021,binden::V,přivázat,гӧрдззыны
1022,stecken::V,strčit,мӧртны
1023,brechen::V,lomit,жугдыны
1024,klopfen::V,ťukat,зукӧтны
1025,klopfen::V,klepat,зукӧтны
1026,hauen::V,bít,желльыны
1027,kleben::V,lepit,лякӧтны
1028,reiben::V,třít,зыртны
1029,streichen::V,mazat,мавтны
1030,schleifen::V,brousit,кыскыны
1031,schneiden::V,řezat,вундавны
1032,schneiden::V,střihat,вундавны
1033,rütteln::V,třást,шатлавны
1034,rütteln::V,otřást,шатлавны
1035,schütteln::V,třást,зыбӧтны
1036,schütteln::V,zatřást,зыбӧтны
1037,schwenken::V,mávat,ӧвтны
1038,schwenken::V,mávat,макайтны
1039,schütten::V,nasypat,кисьтны
1040,füllen::V,naplnit,тыртны
1041,füllen::V,naplnit,тырсьӧтны
1042,einwickeln::V,zavinout,тубны
1043,tragen::V,nést,новйӧтны
1044,schleppen::V,vléct,кыскыны
1045,ziehen::V,tahat,кыскыны
1046,ziehen::V,táhnout,кыскыны
1047,aufbewahren::V,schovat,видзны
1048,werfen::V,házet,шентывлыны
1049,fangen::V,chytat,кутны
1050,packen::V,uchvátit,кутасьны
1051,packen::V,uchvátit,кватитны
1052,verstecken::V,schovat,дзебны
1053,teilen::V,rozdělit,торйӧтны
1054,schicken::V,posílat,иньдыны
1055,bringen::V,přinést,вайны
1056,hinzufügen::V,připojit,содтыны
1057,bekommen::V,dostat,получитны
1058,erhalten::V,uchovat,получитны
1059,nehmen::V,vzít,босьтны
1060,wählen::V,zvolit,бӧрйыны
1061,auswählen::V,vybrat,бӧрйыны
1062,bewahren::V,uchránit,видзны
1063,behindern::V,překážet,падтыны
1064,verderben::V,zkazit,изводавны
1065,beschädigen::V,porušit,паздыны
1066,beschädigen::V,poškodit,паздыны
1067,zerbrechen::V,rozlámat,паздыны
1068,zerreißen::V,roztrhnout,косявны
1069,zerstören::V,zničit,паздыны
1070,verbrennen::V,spálit,сотны
1071,geben::V,dát,сетны
1072,reichen::V,podat,сетны
1073,schenken::V,darovat,козьнавны
1074,versprechen::V,slíbit,кӧсйыны
1075,wünschen::V,přát,бурсьыны
1076,loben::V,chválit,ошкыны
1077,küssen::V,líbat,окавны
1078,wiegen::V,chovat,тюттьӧтны
1079,wiegen::V,kolébat,тюттьӧтны
1080,zudecken::V,přikrýt,вевттьыны
1081,zudecken::V,přiklopit,вевттьыны
1082,wecken::V,vzbudit,саймӧтны
1083,zeigen::V,ukázat,мыччавны
1084,führen::V,vést,нуӧтны
1085,lehren::V,učit,велӧтны
1086,unterrichten::V,vyučovat,велӧтны
1087,aufziehen::V,vychovat,быдтыны
1088,leiten::V,vodit,юравны
1089,leiten::V,vodit,веськӧтлыны
1090,antreiben::V,nutit,тэрмӧтны
1091,lassen::V,dát,-ӧтыны
1092,einladen::V,pozvat,корны
1093,vereinigen::V,spojit,ӧтувтны
1094,vereinigen::V,spojit,ӧтлаавны
1095,besuchen::V,návštívit,пыравлыны
1096,treffen::V,potkat,пантавны
1097,sich versammeln::V,shromáždit se,ӧксьыны
1098,spielen::V,hrát,орсны
1099,singen::V,zpívat,сьывны
1100,tanzen::V,tančit,йӧктыны
1101,sich trennen::V,rozejít se,торьясьны
1102,verlassen::V,opustit,кольны
1103,retten::V,zachránit,мынтны
1104,bewachen::V,hlídat,смекайтны
1105,schützen::V,chránit,дорйыны
1106,verteidigen::V,obhájit,дорйыны
1107,sich schlagen::V,bít se,тышкасьны
1108,schießen::V,střílet,лыйны
1109,siegen::V,zvítězit,вермыны
1110,ärgern::V,zlobit,лӧгӧтны
1111,ärgern::V,pohoršit,лӧгӧтны
1112,schlagen::V,udeřit,базнитны
1113,schlagen::V,praštit,базнитны
1114,treten::V,kopnout,чужьявны
1115,stechen::V,bodnout,бытшкыны
1116,stechen::V,píchnout,бытшкыны
1117,stoßen::V,strčit,тапкыны
1118,stoßen::V,strčit,тойыштны
1119,stehlen::V,ukrást,гусявны
1120,stören::V,vyrušit,костіавны
1121,belästigen::V,obtěžovat,назыляйтны
1122,verbergen::V,skrýt,дзебны
1123,täuschen::V,klamat,бӧбӧтны
1124,täuschen::V,klamat,пӧрьявны
1125,betrügen::V,podvést,муклачитны
1126,töten::V,zabít,вийны
1127,wohnen::V,bydlit,овны
1128,arbeiten::V,pracovat,уджавны
1129,sammeln::V,sebrat,ӧктыны
1130,pflücken::V,česat,судзлавны
1131,jagen::V,uhonit,вӧравны
1132,fischen::V,chytat ryby,чериавны
1133,fassen::V,ulovit,кутны
1134,hüten::V,pást,вердны
1135,hüten::V,pást,йирсьӧтны
1136,treiben::V,hnát,вашӧтны
1137,anbinden::V,přivázat,кӧртавны
1138,füttern::V,krmit,вердны
1139,melken::V,dojit,высьтыны
1140,melken::V,dojit,чилькӧтны
1141,hacken::V,seknout,керавны
1142,gießen::V,zalít,киськавны
1143,reifen::V,uzrát,кисьмыны
1144,zubereiten::V,připravit,лӧсьӧтны
1145,kochen::V,vařit,пуны
1146,backen::V,péct,пӧжавны
1147,braten::V,smažit,жаритны
1148,umrühren::V,zamíchat,соравны
1149,stricken::V,plést,домавны
1150,nähen::V,šít,вурны
1151,färben::V,nabarvit,краситны
1152,reinigen::V,očistit,весӧтны
1153,waschen::V,mýt,пеславны
1154,abwischen::V,utřít,чышкыны
1155,spülen::V,spláchnout,гывьявны
1156,fegen::V,zamést,чышкыны
1157,kehren::V,mést,чышкыны
1158,baden::V,koupat se,купайтчыны 
1159,sich waschen::V,mýt se,миссьыны
1160,ausziehen::V,svléct,гыжтӧтны
1161,ausziehen::V,svléct,пӧрччавны
1162,anziehen::V,obléct,пасьтавны
1163,sich anziehen::V,oblékat se,пасьтасьны
1164,kämmen::V,učesat,сынавны
1165,schmücken::V,ozdobit,баситны
1166,sagen::V,říct,висьтавны
1167,sprechen::V,mluvit,шуны
1168,reden::V,hovořit,баитны
1169,sich unterhalten::V,povídat se,сёрнитны
1170,fragen::V,zeptat se,юавны
1171,bitten::V,prosit,корны
1172,erzählen::V,povídat,висьтавны
1173,mitteilen::V,sdělit,висьтавны
1174,mitteilen::V,oznámit,висьтавны
1175,nennen::V,nazvat,нимтны
1176,rufen::V,volat,китсавны
1177,rufen::V,volat,корны
1178,rufen::V,volat,чукӧстны
1179,rufen::V,zavolat,китсавны
1180,rufen::V,zavolat,корны
1181,rufen::V,zavolat,чукӧстны
1182,prahlen::V,chlubit se,ошшасьны
1183,übersetzen::V,přeložit,вуджӧтны
1184,denken::V,myslit,чайтны
1185,glauben::V,věřit,веритны
1186,bemerken::V,zpozorovat,казявны
1187,erkennen::V,poznat,тӧдсавны
1188,begreifen::V,pochopit,вежӧртны
1189,verstehen::V,porozumět,кывны
1190,lernen::V,učit se,велӧтчыны
1191,wissen::V,vědět,тӧдны
1192,sich erinnern an::V,vzpomínat si na,касьтывны
1193,vergessen::V,zapomínat,вунӧтны
1194,messen::V,měřit,меряйтны
1195,zählen::V,spočítat,лыддьыны
1196,rechnen::V,počítat,лыддьыны
1197,lesen::V,číst,лыддьӧтны
1198,malen::V,malovat,
1199,zeichnen::V,rýsovat,гижмавны
1200,schreiben::V,psát,гижны
1201,besitzen::V,mít,лоны
1202,besitzen::V,vlastnit,лоны
1203,kaufen::V,koupit,небны
1204,verkaufen::V,prodat,вузавны
1205,bezahlen::V,zaplatit,вештыны
1206,zahlen::V,platit,вештыны
1207,beherrschen::V,ovládat,
1208,ertragen::V,snést,терпитны
