,Concept_ID,lv,ru
224,Sumpf::N,dumbrājs,топь
225,Sumpf::N,staignājs,топь
226,Moor::N,нюр,болото
227,Moor::N,purvs,болото
228,Moor::N,muklājs,болото
229,Wiese::N,видз,луг
230,Wiese::N,pļava,луг
231,Wald::N,вӧр,лес
232,Wald::N,mežs,лес
233,Hügel::N,дзиб,холм
234,Hügel::N,мыльк,холм
235,Hügel::N,нӧрыс,холм
236,Hügel::N,paugurs,холм
237,Anhöhe::N,мыльк,возвышенность
238,Anhöhe::N,нӧрыс,возвышенность
239,Anhöhe::N,paugurs,возвышенность
240,Berg::N,чой,гора
241,Berg::N,керӧс,гора
242,Berg::N,kalns,гора
243,Gipfel::N,чук,вершина
244,Gipfel::N,virsotne,вершина
245,Höhle::N,рудӧг,пещера
246,Höhle::N,ala,пещера
247,Abhang::N,ньывк,склон
248,Abhang::N,бокша,склон
249,Abhang::N,nogāze,склон
250,Quelle::N,ӧшмӧс,источник
251,Quelle::N,avots,источник
252,Bach::N,шор,ручей
253,Bach::N,urga,ручей
254,Bach::N,strauts,ручей
255,Fluss::N,ю,река
256,Fluss::N,upe,река
257,Ufer::N,вадор,берег
258,Ufer::N,krasts,берег
259,Küste::N,вадор,побережье
260,Küste::N,piekraste,побережье
261,Festland::N,му,суша
262,Festland::N,sauszeme,суша
263,Meer::N,саридз,море
264,Meer::N,jūra,море
265,Bucht::N,куръя,бухта
266,Bucht::N,līcis,бухта
267,Insel::N,ді,остров
268,Insel::N,sala,остров
269,Blume::N,дзоридз,цветок
270,Blume::N,puķe,цветок
271,Blume::N,zieds,цветок
272,Gras::N,турун,трава
273,Gras::N,zāle,трава
274,Wurzel::N,вуж,корень
275,Wurzel::N,sakne,корень
276,Baum::N,пу,дерево
277,Baum::N,koks,дерево
278,Stamm::N,пучер,ствол
279,Stamm::N,stumbrs,ствол
280,Rinde::N,кырсь,кора
281,Rinde::N,miza,кора
282,Ast::N,ув,сук
283,Ast::N,zars,сук
284,Zweig::N,вож,ветвь
285,Zweig::N,nozare,ветвь
286,Blatt::N,кор,лист
287,Blatt::N,lapa,лист
288,Birke::N,кыдз,береза
289,Birke::N,bērzs,береза
290,Kiefer[Baum]::N,пожӧм,сосна
291,Kiefer[Baum]::N,priede,сосна
292,Weide[Baum]::N,бадь,ива
293,Weide[Baum]::N,kārkls,ива
294,Tanne::N,коз,ель
295,Tanne::N,egle,ель
296,Horn::N,сюр,рог
297,Horn::N,rags,рог
298,Feder::N,гӧн,перо
299,Feder::N,тывборд,перо
300,Feder::N,spalva,перо
301,Fell::N,ку,шкура
302,Fell::N,āda,шкура
303,Flügel::N,борд,крыло
304,Flügel::N,spārns,крыло
305,Klaue::N,гыж,коготь
306,Klaue::N,nags,коготь
307,Kralle::N,гыж,лапа
308,Kralle::N,nags,лапа
309,Schwanz::N,бӧж,хвост
310,Schwanz::N,ļipa,хвост
311,Ei::N,кольк,яйцо
312,Ei::N,ola,яйцо
313,Nest::N,поз,гнездо
314,Nest::N,ligzda,гнездо
315,Bau::N,горс,нора
316,Bau::N,пырмӧс,нора
317,Bau::N,гу,нора
318,Bau::N,ala,нора
319,Tier::N,пемӧс,животное
320,Tier::N,dzīvnieks,животное
321,Herde::N,стада,стадо
322,Herde::N,кельӧб,стадо
323,Herde::N,ganāmpulks,стадо
324,Kuh::N,мӧс,корова
325,Kuh::N,govs,корова
326,Bulle::N,ӧш,бык
327,Bulle::N,bullis,бык
328,Pferd::N,вӧв,лошадь
329,Pferd::N,zirgs,лошадь
330,Schaf::N,ыж,овца
331,Schaf::N,aita,овца
332,Schwein::N,порсь,свинья
333,Schwein::N,cūka,свинья
334,Hund::N,пон,собака
335,Hund::N,suns,собака
336,Katze::N,кань,кошка
337,Katze::N,kaķis,кошка
338,Bär::N,ош,медведь
339,Bär::N,lācis,медведь
340,Eichhörnchen::N,ур,белка
341,Eichhörnchen::N,vāvere,белка
342,Elch::N,йӧра,лось
343,Elch::N,alnis,лось
344,Fuchs::N,руч,лиса
345,Fuchs::N,lapsa,лиса
346,Hase::N,кӧч,заяц
347,Hase::N,zaķis,заяц
348,Maus::N,шыр,мышь
349,Maus::N,pele,мышь
350,Wolf::N,кӧин,волк
351,Wolf::N,vilks,волк
352,Vogel::N,кай,птица
353,Vogel::N,лэбач,птица
354,Vogel::N,putns,птица
355,Schwarm::N,чукӧр,стая
356,Schwarm::N,spiets,стая
357,Huhn::N,курӧг,курица
358,Huhn::N,vista,курица
359,Hahn::N,петук,петух
360,Hahn::N,gailis,петух
361,Gans::N,дзодзӧг,гусь
362,Gans::N,zoss,гусь
363,Adler::N,кутш,орел
364,Adler::N,ērglis,орел
365,Ente::N,утка,утка
366,Ente::N,pīle,утка
367,Eule::N,сюзь,сова
368,Eule::N,pūce,сова
369,Kranich::N,тури,журавль
370,Kranich::N,dzērve,журавль
371,Krähe::N,рака,ворона
372,Krähe::N,vārna,ворона
373,Kuckuck::N,кӧк,кукушка
374,Kuckuck::N,dzeguze,кукушка
375,Schwan::N,юсь,лебедь
376,Schwan::N,gulbis,лебедь
377,Fisch::N,чери,рыба
378,Fisch::N,zivs,рыба
379,Barsch::N,ёкыш,окунь
380,Barsch::N,asaris,окунь
381,Hecht::N,сир,щука
382,Hecht::N,līdaka,щука
383,Schlange[Tier]::N,кый,змея
384,Schlange[Tier]::N,čūska,змея
385,Wurm::N,номыр,червяк
386,Wurm::N,tārps,червяк
387,Spinne::N,черань,паук
388,Spinne::N,zirneklis,паук
389,Ameise::N,кодзувкот,муравей
390,Ameise::N,skudra,муравей
391,Laus::N,той,вошь
392,Laus::N,uts,вошь
393,Mücke::N,ном,комар
394,Mücke::N,ods,комар
395,Fliege::N,гут,муха
396,Fliege::N,muša,муха
397,Schmetterling::N,бобув,бабочка
398,Schmetterling::N,tauriņš,бабочка
399,Beere::N,тусь,ягода
400,Beere::N,вотӧс,ягода
401,Beere::N,oga,ягода
402,Apfel::N,яблӧг,яблоко
403,Apfel::N,ābols,яблоко
404,Pilz::N,тшак,гриб
405,Pilz::N,sēne,гриб
406,Zwiebel::N,луккок,луковица
407,Zwiebel::N,йӧнгыль,луковица
408,Zwiebel::N,sīpols,луковица
409,Saat::N,тусь,семя
410,Saat::N,кӧйдыс,семя
411,Saat::N,sēkla,семя
412,Korn::N,тусь,зерно
413,Korn::N,grauds,зерно
414,Heu::N,турун,сено
415,Heu::N,siens,сено
416,Schale::N,кор,шелуха
417,Schale::N,čaula,шелуха
418,Schale::N,čaumala,шелуха
419,Grube::N,гу,яма
420,Grube::N,bedre,яма
421,Falle::N,лэч,ловушка
422,Falle::N,slazds,ловушка
423,Falle::N,lamatas,ловушка
424,Schlinge::N,лэч,силок
425,Schlinge::N,cilpa,силок
426,Spur::N,туй,след
427,Spur::N,pēda,след
428,Asche::N,пӧм,зола
429,Asche::N,пӧм,пепел
430,Asche::N,pelni,зола
431,Asche::N,pelni,пепел
432,Dreck::N,няйт,грязь
433,Dreck::N,dubļi,грязь
434,Eisen::N,кӧрт,железо
435,Eisen::N,dzelzs,железо
436,Gold::N,зарни,золото
437,Gold::N,zelts,золото
438,Silber::N,эзысь,серебро
439,Silber::N,sudrabs,серебро
440,Kohle::N,шом,уголь
441,Kohle::N,ogle,уголь
442,Glas::N,стеклӧ,стекло
443,Glas::N,stikls,стекло
444,Lehm::N,сёй,глина
445,Lehm::N,māls,глина
446,Sand::N,лыа,песок
447,Sand::N,smiltis,песок
448,Mensch::N,морт,человек
449,Mensch::N,cilvēks,человек
450,Mann::N,аймӧрт,мужчина
451,Mann::N,мужичӧй,мужчина
452,Mann::N,vīrietis,мужчина
453,Frau::N,ань,женщина
454,Frau::N,нывбаба,женщина
455,Frau::N,sieviete,женщина
456,Kind::N,кага,ребенок
457,Kind::N,bērns,ребенок
458,Junge::N,пи,мальчик
459,Junge::N,zēns,мальчик
460,Junge::N,puika,мальчик
461,Junge::N,puisis,мальчик
462,Mädchen::N,ныв,девочка
463,Mädchen::N,meiča,девочка
464,Mädchen::N,skuķis,девочка
465,Mädchen::N,meitene,девочка
466,Familie::N,семья,семья
467,Familie::N,ģimene,семья
468,Großvater::N,пӧль,дедушка
469,Großvater::N,vecaistēvs,дедушка
470,Großmutter::N,баб,бабушка
471,Großmutter::N,vecāmāte,бабушка
472,Eltern::N,ай-мам,родители
473,Eltern::N,бать-мам,родители
474,Eltern::N,vecāki,родители
475,Vater::N,бать,отец
476,Vater::N,ай,отец
477,Vater::N,tēvs,отец
478,Mutter::N,мам,мать
479,Mutter::N,māte,мать
480,Sohn::N,пи,сын
481,Sohn::N,dēls,сын
482,Tochter::N,ныв,дочь
483,Tochter::N,meita,дочь
484,Bruder::N,вок,брат
485,Bruder::N,brālis,брат
486,Schwester::N,чой,сестра
487,Schwester::N,māsa,сестра
488,Onkel::N,дядь,дядя
489,Onkel::N,tēvocis,дядя
490,Tante::N,тьӧт,тетя
491,Tante::N,tante,тетя
492,Ehemann::N,верӧс,муж
493,Ehemann::N,vīrs,муж
494,Ehefrau::N,гӧтыр,жена
495,Ehefrau::N,sieva,жена
496,Freude::N,радлун,радость
497,Freude::N,prieks,радость
498,Gelächter::N,серам,смех
499,Gelächter::N,smiekli,смех
500,Glück::N,шуд,счастье
501,Glück::N,laime,счастье
502,Kummer::N,шог,горе
503,Kummer::N,bēdas,горе
504,Kummer::N,raizes,горе
505,Wunsch::N,кӧсйӧм,желание
506,Wunsch::N,vēlme,желание
507,Wunsch::N,vēlējums,желание
508,Lust::N,кыскӧм,влечение
509,Lust::N,радейтӧм,влечение
510,Lust::N,kāre,влечение
511,Geist::N,лов,дух
512,Geist::N,gars,дух
513,Gedanke::N,мӧвп,мысль
514,Gedanke::N,doma,мысль
515,Gedächtnis::N,паметь,память
516,Gedächtnis::N,atmiņa,память
517,Verstand::N,вежӧр,ум
518,Verstand::N,prāts,ум
519,Sinn::N,мог,смысл
520,Sinn::N,вежӧртас,смысл
521,Sinn::N,nozīme,смысл
522,Grund::N,помка,повод
523,Grund::N,pamats,повод
524,Grund::N,iemesls,повод
525,Wahrheit::N,збыль,правда
526,Wahrheit::N,збыльтор,правда
527,Wahrheit::N,taisnība,правда
528,Wahrheit::N,patiesība,правда
529,Gespräch::N,сёрни,беседа
530,Gespräch::N,saruna,беседа
531,Märchen::N,мойд,сказка
532,Märchen::N,pasaka,сказка
533,Erzählung::N,висьт,рассказ
534,Erzählung::N,stāsts,рассказ
535,Erzählung::N,nostāsts,рассказ
536,Nachricht::N,юӧртӧм,сообщение
537,Nachricht::N,ziņa,сообщение
538,Neuigkeit::N,выльтор,новость
539,Neuigkeit::N,jaunums,новость
540,Name::N,ним,имя
541,Name::N,vārds,имя
542,Rätsel::N,нӧдкыв,загадка
543,Rätsel::N,mīkla,загадка
544,Rede::N,сёрни,речь
545,Rede::N,runa,речь
546,Sprache::N,кыв,язык
547,Sprache::N,valoda,язык
548,Stimme::N,гӧлӧс,голос
549,Stimme::N,вом шы,голос
550,Stimme::N,balss,голос
551,Wort::N,кыв,слово
552,Wort::N,vārds,слово
553,Zeichen::N,пас,знак
554,Zeichen::N,zīme,знак
555,Ruf::N,чукӧстчӧм,зов
556,Ruf::N,корӧм,зов
557,Ruf::N,sauciens,зов
558,Lärm::N,шы,шум
559,Lärm::N,зык,шум
560,Lärm::N,зычитӧм,шум
561,Lärm::N,troksnis,шум
562,Laut::N,шы,звук
563,Laut::N,skaņa,звук
564,Ton::N,шы,звучание
565,Ton::N,tonis,звучание
566,Lied::N,сьылан,песня
567,Lied::N,сьыланкыв,песня
568,Lied::N,dziesma,песня
569,Ruhe::N,чӧв,покой
570,Ruhe::N,miers,покой
571,Leute::N,йӧз,люди
572,Leute::N,войтыр,люди
573,Leute::N,ļaudis,люди
574,Leute::N,cilvēki,люди
575,Volk::N,йӧз,народ
576,Volk::N,войтыр,народ
577,Volk::N,tauta,народ
578,Arbeit::N,удж,работа
579,Arbeit::N,darbs,работа
580,Gast::N,гӧсть,гость
581,Gast::N,viešņa,гость
582,Gast::N,ciemiņš,гость
583,Geschenk::N,козин,подарок
584,Geschenk::N,dāvana,подарок
585,Spiel::N,ворсан,игра
586,Spiel::N,rotaļa,игра
587,Gesellschaft::N,котыр,общество
588,Gesellschaft::N,biedrība,общество
589,Gesellschaft::N,kompānija,общество
590,Hilfe::N,отсӧг,помощь
591,Hilfe::N,palīdzība,помощь
592,Freund::N,ёрт,друг
593,Freund::N,draugs,друг
594,Kamerad::N,ёрт,приятель
595,Kamerad::N,biedrs,приятель
596,Angelegenheit::N,мог,дело
597,Angelegenheit::N,делӧ,дело
598,Angelegenheit::N,darīšana,дело
599,Anzahl::N,лыд,количество
600,Anzahl::N,тшӧт,количество
601,Anzahl::N,skaits,количество
602,Anzahl::N,daudzums,количество
603,Art::N,сикас,вид
604,Art::N,suga,вид
605,Art::N,šķira,вид
606,Stück::N,тор,кусок
607,Stück::N,gabals,кусок
608,Teil::N,юкӧн,часть
609,Teil::N,daļa,часть
610,Hälfte::N,пӧв,половина
611,Hälfte::N,джын,половина
612,Hälfte::N,puse,половина
613,Kreis::N,кытш,круг
614,Kreis::N,aplis,круг
615,Kreis::N,riņķis,круг
616,Kreuz::N,перна,крест
617,Kreuz::N,крест,крест
618,Kreuz::N,krusts,крест
619,Linie::N,визь,линия
620,Linie::N,līnija,линия
621,Strich::N,визь,черта
622,Strich::N,svītra,черта
623,Abstand::N,кост,промежуток
624,Abstand::N,коласт,промежуток
625,Abstand::N,atstarpe,промежуток
626,Entfernung::N,ылна,расстояние
627,Entfernung::N,attālums,расстояние
628,Entfernung::N,atstatums,расстояние
629,Gegend::N,му-ва,местность
630,Gegend::N,apvidus,местность
631,Gegend::N,apgabals,местность
632,Platz::N,ылдӧс,пространство
633,Platz::N,йир,пространство
634,Platz::N,гӧгӧртас,пространство
635,Platz::N,vieta,пространство
636,Ort::N,ин,место
637,Ort::N,места,место
638,Ort::N,vieta,место
639,Seite::N,бок,сторона
640,Seite::N,ӧтарладор,сторона
641,Seite::N,sāns,сторона
642,Mitte::N,шӧр,середина
643,Mitte::N,vidus,середина
644,Gegenstand::N,кӧлуй,предмет
645,Gegenstand::N,priekšmets,предмет
646,Sache::N,добра,вещь
647,Sache::N,lieta,вещь
648,Rand::N,дор,край
649,Rand::N,mala,край
650,Rand::N,apmale,край
651,Kante::N,дор,ребро
652,Kante::N,šķautne,ребро
653,Ecke::N,пельӧс,угол
654,Ecke::N,kakts,угол
655,Ecke::N,stūris,угол
656,Spitze::N,йыв,кончик
657,Spitze::N,smaile,кончик
658,Spitze::N,galotne,кончик
659,Ende::N,пом,конец
660,Ende::N,gals,конец
661,Ende::N,uzgalis,конец
662,Loch::N,розь,дыра
663,Loch::N,caurums,дыра
664,Winkel::N,пельӧс,угол
665,Winkel::N,leņķis,угол
666,Muster::N,сер,узор
667,Muster::N,piemērs,узор
668,Größe::N,ыджда,размер
669,Größe::N,lielums,размер
670,Länge::N,кузьта,длина
671,Länge::N,garums,длина
672,Höhe::N,джуджда,высота
673,Höhe::N,augstums,высота
674,Gewicht::N,сьӧкта,вес
675,Gewicht::N,сьӧкталун,вес
676,Gewicht::N,svars,вес
677,Gewicht::N,smagums,вес
678,Menge::N,лун,количество
679,Menge::N,числӧ,количество
680,Menge::N,masa,количество
681,Menge::N,daudzums,количество
682,Haufen::N,чукӧр,куча
683,Haufen::N,čupa,куча
684,Haufen::N,grēda,куча
685,Haufen::N,kaudze,куча
686,Reihe::N,рад,ряд
687,Reihe::N,rinda,ряд
688,Reihe::N,virkne,ряд
689,Boot::N,пыж,лодка
690,Boot::N,laiva,лодка
691,Ruder::N,пелыс,весло
692,Ruder::N,ӧпаснӧй,весло
693,Ruder::N,airis,весло
694,Ruder::N,irklis,весло
695,Schlitten::N,дадь,сани
696,Schlitten::N,ragavas,сани
697,Ski::N,лызь,лыжа
698,Ski::N,slēpe,лыжа
699,Lagerfeuer::N,бипур,костер
700,Lagerfeuer::N,ugunskurs,костер
701,Last::N,сьӧкыдтор,тяжесть
702,Last::N,krava,тяжесть
703,Gang::N,мунӧм,ход
704,Gang::N,ветлӧм,ход
705,Gang::N,eja,ход
706,Gang::N,gājums,ход
707,Schritt::N,воськов,шаг
708,Schritt::N,воськовтӧм,шаг
709,Schritt::N,solis,шаг
710,Norden::N,войвыв,север
711,Norden::N,ziemeļi,север
712,Süden::N,лунвыв,юг
713,Süden::N,dienvidi,юг
714,Westen::N,рытыв,запад
715,Westen::N,rietumi,запад
716,Osten::N,асыв,восток
717,Osten::N,austrumi,восток
718,Holz::N,пу,древесина
719,Holz::N,koks,древесина
720,Holz::N,koksne,древесина
721,Brett::N,пӧв,доска
722,Brett::N,dēlis,доска
723,Platte::N,плита,плита
724,Platte::N,plate,плита
725,Platte::N,plāksne,плита
726,Stütze::N,пыкӧд,подпорка
727,Stütze::N,мыджӧд,подпорка
728,Stütze::N,balsts,подпорка
729,Stütze::N,atspaids,подпорка
730,Stange::N,потш,жердь
731,Stange::N,maikste,жердь
732,Stock::N,бедь,палка
733,Stock::N,boze,палка
734,Stock::N,spieķis,палка
735,Stab::N,зир,шест
736,Stab::N,zizlis,шест
737,Rohr::N,труба,труба
738,Rohr::N,caurule,труба
739,Haus::N,керка,дом
740,Haus::N,māja,дом
741,Heim::N,горт,дом
742,Heim::N,mājas,дом
743,Ofen::N,пач,печь
744,Ofen::N,krāsns,печь
745,Fußboden::N,джодж,пол
746,Fußboden::N,grīda,пол
747,Tisch::N,пызан,стол
748,Tisch::N,galds,стол
749,Stuhl::N,улӧс,стул
750,Stuhl::N,krēsls,стул
751,Wiege::N,зыбка,колыбель
752,Wiege::N,šūpulis,колыбель
753,Bett::N,вольпась,постель
754,Bett::N,gulta,постель
755,Regal::N,джадж,полка
756,Regal::N,plaukts,полка
757,Kiste::N,куд,ящик
758,Kiste::N,ящик,ящик
759,Kiste::N,kaste,ящик
760,Kiste::N,šķirsts,ящик
761,Fenster::N,ӧшинь,окно
762,Fenster::N,logs,окно
763,Tür::N,ӧдзӧс,дверь
764,Tür::N,durvis,дверь
765,Tor::N,дзиръя,ворота
766,Tor::N,vārti,ворота
767,Zaun::N,потшӧс,забор
768,Zaun::N,žogs,забор
769,Dach::N,вевт,крыша
770,Dach::N,jumts,крыша
771,Leiter::N,пос,лестница
772,Leiter::N,kāpnes,лестница
773,Leiter::N,redeles,лестница
774,Besen::N,рос,метла
775,Besen::N,slota,метла
776,Spaten::N,зыр,лопата
777,Spaten::N,lāpsta,лопата
778,Schaufel::N,тэльӧб,совок
779,Schaufel::N,liekšķere,совок
780,Gabel::N,вилки,вилка
781,Gabel::N,dakšiņa,вилка
782,Löffel::N,пань,ложка
783,Löffel::N,karote,ложка
784,Messer::N,пурт,нож
785,Messer::N,nazis,нож
786,Nagel::N,тув,гвоздь
787,Nagel::N,кӧрт тув,гвоздь
788,Nagel::N,nagla,гвоздь
789,Netz::N,тыв,сеть
790,Netz::N,tīkls,сеть
791,Haken::N,крук,крюк
792,Haken::N,āķis,крюк
793,Haken::N,kāsis,крюк
794,Haken::N,krampis,крюк
795,Griff::N,нуд,ручка
796,Griff::N,kāts,ручка
797,Griff::N,rokturis,ручка
798,Schloss::N,томан,замок
799,Schloss::N,aizslēgs,замок
800,Bild::N,серпас,картина
801,Bild::N,glezna,картина
802,Figur::N,пертас,фигура
803,Figur::N,вежньӧг,фигура
804,Figur::N,figūra,фигура
805,Puppe::N,акань,кукла
806,Puppe::N,lelle,кукла
807,Beutel::N,мешӧк,мешок
808,Beutel::N,kule,мешок
809,Beutel::N,maisiņš,мешок
810,Bündel::N,кӧртӧд,связка
811,Bündel::N,sainis,связка
812,Tasche::N,сумка,сумка
813,Tasche::N,soma,сумка
814,Eimer::N,ведра,ведро
815,Eimer::N,spainis,ведро
816,Deckel::N,пӧдан,крышка
817,Deckel::N,тупкӧд,крышка
818,Deckel::N,vāks,крышка
819,Geschirr::N,дозмук,посуда
820,Geschirr::N,тасьті-пань,посуда
821,Geschirr::N,trauki,посуда
822,Sack::N,мешӧк,мешок
823,Sack::N,maiss,мешок
824,Tasse::N,бекар,чашка
825,Tasse::N,тасьті,чашка
