,Concept_ID,lv,ar
365,Vogel::N,putns,طير
366,Schwarm::N,чукӧр,سرب
367,Schwarm::N,spiets,سرب
368,Huhn::N,курӧг,دجاجة
369,Huhn::N,vista,دجاجة
370,Hahn::N,петук,ديك
371,Hahn::N,gailis,ديك
372,Gans::N,дзодзӧг,وزة
373,Gans::N,zoss,وزة
374,Adler::N,кутш,نسر
375,Adler::N,ērglis,نسر
376,Ente::N,утка,بطة
377,Ente::N,pīle,بطة
378,Eule::N,сюзь,بوم
379,Eule::N,pūce,بوم
380,Kranich::N,тури,كركي
381,Kranich::N,dzērve,كركي
382,Krähe::N,рака,غراب
383,Krähe::N,vārna,غراب
384,Kuckuck::N,кӧк,وقواق
385,Kuckuck::N,dzeguze,وقواق
386,Schwan::N,юсь,إوز عراقي
387,Schwan::N,gulbis,إوز عراقي
388,Fisch::N,чери,سمك
389,Fisch::N,zivs,سمك
390,Barsch::N,ёкыш,فرخ أوربي
391,Barsch::N,asaris,فرخ أوربي
392,Hecht::N,сир,سمك الكراكي
393,Hecht::N,līdaka,سمك الكراكي
394,Schlange[Tier]::N,кый,حية
395,Schlange[Tier]::N,кый,ثعبان
396,Schlange[Tier]::N,čūska,حية
397,Schlange[Tier]::N,čūska,ثعبان
398,Wurm::N,номыр,دودة
399,Wurm::N,tārps,دودة
400,Spinne::N,черань,عنكبوت
401,Spinne::N,zirneklis,عنكبوت
402,Ameise::N,кодзувкот,نملة
403,Ameise::N,skudra,نملة
404,Laus::N,той,قملة
405,Laus::N,uts,قملة
406,Mücke::N,ном,ناموسة
407,Mücke::N,ods,ناموسة
408,Fliege::N,гут,ذبابة
409,Fliege::N,muša,ذبابة
410,Schmetterling::N,бобув,فراشة
411,Schmetterling::N,tauriņš,فراشة
412,Beere::N,тусь,حبة
413,Beere::N,вотӧс,حبة
414,Beere::N,oga,حبة
415,Apfel::N,яблӧг,تفاح
416,Apfel::N,ābols,تفاح
417,Pilz::N,тшак,فطر
418,Pilz::N,sēne,فطر
419,Zwiebel::N,луккок,بصل
420,Zwiebel::N,йӧнгыль,بصل
421,Zwiebel::N,sīpols,بصل
422,Saat::N,тусь,زرع
423,Saat::N,кӧйдыс,زرع
424,Saat::N,sēkla,زرع
425,Korn::N,тусь,حبة
426,Korn::N,grauds,حبة
427,Heu::N,турун,دريس
428,Heu::N,siens,دريس
429,Schale::N,кор,قشرة
430,Schale::N,čaula,قشرة
431,Schale::N,čaumala,قشرة
432,Grube::N,гу,نقرة
433,Grube::N,bedre,نقرة
434,Falle::N,лэч,فخ
435,Falle::N,лэч,مصيدة
436,Falle::N,slazds,فخ
437,Falle::N,slazds,مصيدة
438,Falle::N,lamatas,فخ
439,Falle::N,lamatas,مصيدة
440,Schlinge::N,лэч,عروة
441,Schlinge::N,cilpa,عروة
442,Spur::N,туй,أثر
443,Spur::N,pēda,أثر
444,Asche::N,пӧм,رماد
445,Asche::N,pelni,رماد
446,Dreck::N,няйт,قذر
447,Dreck::N,dubļi,قذر
448,Eisen::N,кӧрт,حديد
449,Eisen::N,dzelzs,حديد
450,Gold::N,зарни,ذهب
451,Gold::N,zelts,ذهب
452,Silber::N,эзысь,فضة
453,Silber::N,sudrabs,فضة
454,Kohle::N,шом,فحم
455,Kohle::N,ogle,فحم
456,Glas::N,стеклӧ,زجاج
457,Glas::N,stikls,زجاج
458,Lehm::N,сёй,طين
459,Lehm::N,māls,طين
460,Sand::N,лыа,رمل
461,Sand::N,smiltis,رمل
462,Mensch::N,морт,إنسان
463,Mensch::N,cilvēks,إنسان
464,Mann::N,аймӧрт,رجل
465,Mann::N,мужичӧй,رجل
466,Mann::N,vīrietis,رجل
467,Frau::N,ань,امرأة
468,Frau::N,нывбаба,امرأة
469,Frau::N,sieviete,امرأة
470,Kind::N,кага,طفل
471,Kind::N,bērns,طفل
472,Junge::N,пи,ولد
473,Junge::N,zēns,ولد
474,Junge::N,puika,ولد
475,Junge::N,puisis,ولد
476,Mädchen::N,ныв,بنت
477,Mädchen::N,meiča,بنت
478,Mädchen::N,skuķis,بنت
479,Mädchen::N,meitene,بنت
480,Familie::N,семья,عائلة
481,Familie::N,ģimene,عائلة
482,Großvater::N,пӧль,جد
483,Großvater::N,vecaistēvs,جد
484,Großmutter::N,баб,جدة
485,Großmutter::N,vecāmāte,جدة
486,Eltern::N,ай-мам,أبوان
487,Eltern::N,ай-мам,والدان
488,Eltern::N,бать-мам,أبوان
489,Eltern::N,бать-мам,والدان
490,Eltern::N,vecāki,أبوان
491,Eltern::N,vecāki,والدان
492,Vater::N,бать,أب
493,Vater::N,ай,أب
494,Vater::N,tēvs,أب
495,Mutter::N,мам,أم
496,Mutter::N,māte,أم
497,Sohn::N,пи,إبن
498,Sohn::N,dēls,إبن
499,Tochter::N,ныв,بنت
500,Tochter::N,ныв,إبنة
501,Tochter::N,meita,بنت
502,Tochter::N,meita,إبنة
503,Bruder::N,вок,أخ
504,Bruder::N,вок,شقيق
505,Bruder::N,brālis,أخ
506,Bruder::N,brālis,شقيق
507,Schwester::N,чой,أخت
508,Schwester::N,māsa,أخت
509,Onkel::N,дядь,عم
510,Onkel::N,tēvocis,عم
511,Tante::N,тьӧт,عمة
512,Tante::N,tante,عمة
513,Ehemann::N,верӧс,زوج
514,Ehemann::N,vīrs,زوج
515,Ehefrau::N,гӧтыр,زوجة
516,Ehefrau::N,sieva,زوجة
517,Freude::N,радлун,فرح
518,Freude::N,радлун,سرور
519,Freude::N,prieks,فرح
520,Freude::N,prieks,سرور
521,Gelächter::N,серам,قهقهة
522,Gelächter::N,smiekli,قهقهة
523,Glück::N,шуд,سعادة
524,Glück::N,laime,سعادة
525,Kummer::N,шог,غم
526,Kummer::N,bēdas,غم
527,Kummer::N,raizes,غم
528,Wunsch::N,кӧсйӧм,منية
529,Wunsch::N,vēlme,منية
530,Wunsch::N,vēlējums,منية
531,Lust::N,кыскӧм,شهوة
532,Lust::N,радейтӧм,شهوة
533,Lust::N,kāre,شهوة
534,Geist::N,лов,روح
535,Geist::N,gars,روح
536,Gedanke::N,мӧвп,فكرة
537,Gedanke::N,doma,فكرة
538,Gedächtnis::N,паметь,ذاكرة
539,Gedächtnis::N,atmiņa,ذاكرة
540,Verstand::N,вежӧр,عقل
541,Verstand::N,prāts,عقل
542,Sinn::N,мог,معنى
543,Sinn::N,вежӧртас,معنى
544,Sinn::N,nozīme,معنى
545,Grund::N,помка,سبب
546,Grund::N,pamats,سبب
547,Grund::N,iemesls,سبب
548,Wahrheit::N,збыль,حقيقة
549,Wahrheit::N,збыльтор,حقيقة
550,Wahrheit::N,taisnība,حقيقة
551,Wahrheit::N,patiesība,حقيقة
552,Gespräch::N,сёрни,محادثة
553,Gespräch::N,saruna,محادثة
554,Märchen::N,мойд,خرافة
555,Märchen::N,pasaka,خرافة
556,Erzählung::N,висьт,قصة
557,Erzählung::N,висьт,حكاية
558,Erzählung::N,stāsts,قصة
559,Erzählung::N,stāsts,حكاية
560,Erzählung::N,nostāsts,قصة
561,Erzählung::N,nostāsts,حكاية
562,Nachricht::N,юӧртӧм,خبر
563,Nachricht::N,ziņa,خبر
564,Neuigkeit::N,выльтор,خبر جديد
565,Neuigkeit::N,jaunums,خبر جديد
566,Name::N,ним,اسم
567,Name::N,vārds,اسم
568,Rätsel::N,нӧдкыв,لغز
569,Rätsel::N,mīkla,لغز
570,Rede::N,сёрни,خطبة
571,Rede::N,runa,خطبة
572,Sprache::N,кыв,لغة
573,Sprache::N,valoda,لغة
574,Stimme::N,гӧлӧс,صوت
575,Stimme::N,вом шы,صوت
576,Stimme::N,balss,صوت
577,Wort::N,кыв,كلمة
578,Wort::N,vārds,كلمة
579,Zeichen::N,пас,رمز
580,Zeichen::N,пас,إشارة
581,Zeichen::N,zīme,رمز
582,Zeichen::N,zīme,إشارة
583,Ruf::N,чукӧстчӧм,نداء
584,Ruf::N,корӧм,نداء
585,Ruf::N,sauciens,نداء
586,Lärm::N,шы,صخب
587,Lärm::N,шы,ضجة
588,Lärm::N,зык,صخب
589,Lärm::N,зык,ضجة
590,Lärm::N,зычитӧм,صخب
591,Lärm::N,зычитӧм,ضجة
592,Lärm::N,troksnis,صخب
593,Lärm::N,troksnis,ضجة
594,Laut::N,шы,صوت
595,Laut::N,skaņa,صوت
596,Ton::N,шы,نغمة
597,Ton::N,tonis,نغمة
598,Lied::N,сьылан,أغنية
599,Lied::N,сьыланкыв,أغنية
600,Lied::N,dziesma,أغنية
601,Ruhe::N,чӧв,هدوء
602,Ruhe::N,miers,هدوء
603,Leute::N,йӧз,ناس
604,Leute::N,войтыр,ناس
605,Leute::N,ļaudis,ناس
606,Leute::N,cilvēki,ناس
607,Volk::N,йӧз,شعب
608,Volk::N,войтыр,شعب
609,Volk::N,tauta,شعب
610,Arbeit::N,удж,عمل
611,Arbeit::N,darbs,عمل
612,Gast::N,гӧсть,ضيف
613,Gast::N,viešņa,ضيف
614,Gast::N,ciemiņš,ضيف
615,Geschenk::N,козин,هدية
616,Geschenk::N,dāvana,هدية
617,Spiel::N,ворсан,لعب
618,Spiel::N,rotaļa,لعب
619,Gesellschaft::N,котыр,صحبة
620,Gesellschaft::N,biedrība,صحبة
621,Gesellschaft::N,kompānija,صحبة
622,Hilfe::N,отсӧг,عون
623,Hilfe::N,отсӧг,مساعدة
624,Hilfe::N,palīdzība,عون
625,Hilfe::N,palīdzība,مساعدة
626,Freund::N,ёрт,صديق
627,Freund::N,draugs,صديق
628,Kamerad::N,ёрт,زميل
629,Kamerad::N,biedrs,زميل
630,Angelegenheit::N,мог,أمر
631,Angelegenheit::N,мог,شأن
632,Angelegenheit::N,делӧ,أمر
633,Angelegenheit::N,делӧ,شأن
634,Angelegenheit::N,darīšana,أمر
635,Angelegenheit::N,darīšana,شأن
636,Anzahl::N,лыд,عدد
637,Anzahl::N,тшӧт,عدد
638,Anzahl::N,skaits,عدد
639,Anzahl::N,daudzums,عدد
640,Art::N,сикас,نوع
641,Art::N,suga,نوع
642,Art::N,šķira,نوع
643,Stück::N,тор,قطعة
644,Stück::N,gabals,قطعة
645,Teil::N,юкӧн,قسم
646,Teil::N,daļa,قسم
647,Hälfte::N,пӧв,نصف
648,Hälfte::N,джын,نصف
649,Hälfte::N,puse,نصف
650,Kreis::N,кытш,دائرة
651,Kreis::N,aplis,دائرة
652,Kreis::N,riņķis,دائرة
653,Kreuz::N,перна,صليب
654,Kreuz::N,крест,صليب
655,Kreuz::N,krusts,صليب
656,Linie::N,визь,خط
657,Linie::N,līnija,خط
658,Strich::N,визь,شرطة
659,Strich::N,svītra,شرطة
660,Abstand::N,кост,مسافة
661,Abstand::N,коласт,مسافة
662,Abstand::N,atstarpe,مسافة
663,Entfernung::N,ылна,بعد
664,Entfernung::N,attālums,بعد
665,Entfernung::N,atstatums,بعد
666,Gegend::N,му-ва,ناحية
667,Gegend::N,apvidus,ناحية
668,Gegend::N,apgabals,ناحية
669,Platz::N,ылдӧс,فراغ
670,Platz::N,йир,فراغ
671,Platz::N,гӧгӧртас,فراغ
672,Platz::N,vieta,فراغ
673,Ort::N,ин,مكان
674,Ort::N,места,مكان
675,Ort::N,vieta,مكان
676,Seite::N,бок,جانب
677,Seite::N,ӧтарладор,جانب
678,Seite::N,sāns,جانب
679,Mitte::N,шӧр,وسط
680,Mitte::N,vidus,وسط
681,Gegenstand::N,кӧлуй,موضوع
682,Gegenstand::N,priekšmets,موضوع
683,Sache::N,добра,شيء
684,Sache::N,lieta,شيء
685,Rand::N,дор,حافة
686,Rand::N,mala,حافة
687,Rand::N,apmale,حافة
688,Kante::N,дор,حافة
689,Kante::N,šķautne,حافة
690,Ecke::N,пельӧс,ركن
691,Ecke::N,kakts,ركن
692,Ecke::N,stūris,ركن
693,Spitze::N,йыв,سن
694,Spitze::N,smaile,سن
695,Spitze::N,galotne,سن
696,Ende::N,пом,طرف
697,Ende::N,gals,طرف
698,Ende::N,uzgalis,طرف
699,Loch::N,розь,ثقب
700,Loch::N,caurums,ثقب
701,Winkel::N,пельӧс,زاوية
702,Winkel::N,leņķis,زاوية
703,Muster::N,сер,عينة
704,Muster::N,piemērs,عينة
705,Größe::N,ыджда,حجم
706,Größe::N,lielums,حجم
707,Länge::N,кузьта,طول
708,Länge::N,garums,طول
709,Höhe::N,джуджда,علو
710,Höhe::N,джуджда,ارتفاع
711,Höhe::N,augstums,علو
712,Höhe::N,augstums,ارتفاع
713,Gewicht::N,сьӧкта,وزن
714,Gewicht::N,сьӧкталун,وزن
715,Gewicht::N,svars,وزن
716,Gewicht::N,smagums,وزن
717,Menge::N,лун,كمية
718,Menge::N,числӧ,كمية
719,Menge::N,masa,كمية
720,Menge::N,daudzums,كمية
721,Haufen::N,чукӧр,كوم
722,Haufen::N,čupa,كوم
723,Haufen::N,grēda,كوم
724,Haufen::N,kaudze,كوم
725,Reihe::N,рад,صف
726,Reihe::N,rinda,صف
727,Reihe::N,virkne,صف
728,Boot::N,пыж,قارب
729,Boot::N,пыж,زورق
730,Boot::N,laiva,قارب
731,Boot::N,laiva,زورق
732,Ruder::N,пелыс,مجذاف
733,Ruder::N,ӧпаснӧй,مجذاف
734,Ruder::N,airis,مجذاف
735,Ruder::N,irklis,مجذاف
736,Schlitten::N,дадь,مزلقة
737,Schlitten::N,ragavas,مزلقة
738,Ski::N,лызь,زلاجة
739,Ski::N,slēpe,زلاجة
740,Lagerfeuer::N,бипур,نار المخيم
741,Lagerfeuer::N,ugunskurs,نار المخيم
742,Last::N,сьӧкыдтор,حمل
743,Last::N,krava,حمل
744,Gang::N,мунӧм,مشية
745,Gang::N,ветлӧм,مشية
746,Gang::N,eja,مشية
747,Gang::N,gājums,مشية
748,Schritt::N,воськов,خطوة
749,Schritt::N,воськовтӧм,خطوة
750,Schritt::N,solis,خطوة
751,Norden::N,войвыв,شمال
752,Norden::N,ziemeļi,شمال
753,Süden::N,лунвыв,جنوب
754,Süden::N,dienvidi,جنوب
755,Westen::N,рытыв,غرب
756,Westen::N,rietumi,غرب
757,Osten::N,асыв,شرق
758,Osten::N,austrumi,شرق
759,Holz::N,пу,خشب
760,Holz::N,koks,خشب
761,Holz::N,koksne,خشب
762,Brett::N,пӧв,لوح
763,Brett::N,dēlis,لوح
764,Platte::N,плита,صفيحة
765,Platte::N,plate,صفيحة
766,Platte::N,plāksne,صفيحة
767,Stütze::N,пыкӧд,سند
768,Stütze::N,пыкӧд,دعامة
769,Stütze::N,мыджӧд,سند
770,Stütze::N,мыджӧд,دعامة
771,Stütze::N,balsts,سند
772,Stütze::N,balsts,دعامة
773,Stütze::N,atspaids,سند
774,Stütze::N,atspaids,دعامة
775,Stange::N,потш,عود
776,Stange::N,maikste,عود
777,Stock::N,бедь,عصا
778,Stock::N,boze,عصا
779,Stock::N,spieķis,عصا
780,Stab::N,зир,قضيب
781,Stab::N,zizlis,قضيب
782,Rohr::N,труба,أنبوبة
783,Rohr::N,caurule,أنبوبة
