,Concept_ID,eu,de
57,Geschmack::N,dasta,Geschmack
58,Geruch::N,usain,Geruch
59,Schlaf::N,lo,Schlaf
60,Traum::N,amets,Traum
61,Himmel::N,zeru,Himmel
62,Sonne::N,eguzki,Sonne
63,Mond::N,ilargi,Mond
64,Stern::N,izar,Stern
65,Luft::N,aire,Luft
66,Wind::N,haize,Wind
67,Welle::N,uhin,Welle
68,Welle::N,olatu,Welle
69,Wasser::N,ur,Wasser
70,Stein::N,harri,Stein
71,Boden::N,lur,Boden
72,Boden::N,zoru,Boden
73,Erde::N,lur,Erde
74,Staub::N,hauts,Staub
75,Rauch::N,ke,Rauch
76,Funke::N,zirta,Funke
77,Funke::N,txinparta,Funke
78,Feuer::N,su,Feuer
79,Licht::N,argi,Licht
80,Schatten::N,itzal,Schatten
81,Schatten::N,geriza,Schatten
82,Wetter::N,eguraldi,Wetter
83,Nebel::N,laino,Nebel
84,Wolke::N,hodei,Wolke
85,Regen::N,euri,Regen
86,Schnee::N,elur,Schnee
87,Eis::N,horma,Eis
88,Frost::N,izotzaldi,Frost
89,Kälte::N,hotz,Kälte
90,Hitze::N,bero,Hitze
91,Raureif::N,antzigar,Raureif
92,Regenbogen::N,ostadar,Regenbogen
93,Regenbogen::N,ortzadar,Regenbogen
94,Donner::N,ostots,Donner
95,Donner::N,ihurtzuri,Donner
96,Strömung::N,laster,Strömung
97,Tropfen::N,xorta,Tropfen
98,Schaum::N,bits,Schaum
99,Schmutz::N,lohi,Schmutz
100,Schmutz::N,zikin,Schmutz
101,See::N,laku,See
102,See::N,aintzira,See
103,Sumpf::N,zingira,Sumpf
104,Moor::N,zohikaztegi,Moor
105,Wiese::N,larre,Wiese
106,Wiese::N,belardi,Wiese
107,Wald::N,baso,Wald
108,Wald::N,oihan,Wald
109,Hügel::N,muino,Hügel
110,Hügel::N,pentoka,Hügel
111,Anhöhe::N,garai,Anhöhe
112,Anhöhe::N,goragune,Anhöhe
113,Berg::N,mendi,Berg
114,Gipfel::N,gain,Gipfel
115,Gipfel::N,tontor,Gipfel
116,Höhle::N,kobazulo,Höhle
117,Abhang::N,aldapa,Abhang
118,Quelle::N,iturri,Quelle
119,Quelle::N,iturbegi,Quelle
120,Bach::N,lats,Bach
121,Bach::N,erreka,Bach
122,Fluss::N,ibai,Fluss
123,Fluss::N,uhaitz,Fluss
124,Ufer::N,bazter,Ufer
125,Küste::N,itsasalde,Küste
126,Festland::N,lehor,Festland
127,Meer::N,itsaso,Meer
128,Bucht::N,golko,Bucht
129,Insel::N,irla,Insel
130,Insel::N,uharte,Insel
131,Blume::N,lili,Blume
132,Gras::N,belar,Gras
133,Wurzel::N,zuztar,Wurzel
134,Wurzel::N,sustrai,Wurzel
135,Baum::N,zuhaitz,Baum
136,Stamm::N,enbor,Stamm
137,Rinde::N,azal,Rinde
138,Ast::N,adar,Ast
139,Zweig::N,abar,Zweig
140,Blatt::N,hosto,Blatt
141,Birke::N,urki,Birke
142,Kiefer[Baum]::N,ler,Kiefer
143,Weide[Baum]::N,zume,Weide
144,Weide[Baum]::N,sahats,Weide
145,Tanne::N,izei,Tanne
146,Horn::N,adar,Horn
147,Feder::N,luma,Feder
148,Feder::N,hegaki,Feder
149,Fell::N,ile,Fell
150,Fell::N,larru,Fell
151,Flügel::N,hego,Flügel
152,Klaue::N,atzapar,Klaue
153,Kralle::N,erpe,Kralle
154,Kralle::N,atzapar,Kralle
155,Schwanz::N,isats,Schwanz
156,Schwanz::N,buztan,Schwanz
157,Ei::N,arrautza,Ei
158,Nest::N,habia,Nest
159,Bau::N,ohantze,Bau
160,Tier::N,abere,Tier
161,Tier::N,piztia,Tier
162,Herde::N,saldo,Herde
163,Herde::N,abere talde,Herde
164,Kuh::N,behi,Kuh
165,Bulle::N,zezen,Bulle
166,Pferd::N,zaldi,Pferd
167,Schaf::N,ardi,Schaf
168,Schwein::N,urde,Schwein
169,Schwein::N,txerri,Schwein
170,Hund::N,txakur,Hund
171,Katze::N,katu,Katze
172,Bär::N,hartz,Bär
173,Eichhörnchen::N,urtxintxa,Eichhörnchen
174,Elch::N,altze,Elch
175,Fuchs::N,azeri,Fuchs
176,Hase::N,erbi,Hase
177,Maus::N,sagu,Maus
178,Wolf::N,otso,Wolf
179,Vogel::N,txori,Vogel
180,Vogel::N,hegazti,Vogel
181,Schwarm::N,aldra,Schwarm
182,Huhn::N,oilo,Huhn
183,Hahn::N,oilar,Hahn
184,Gans::N,antzara,Gans
185,Adler::N,arrano,Adler
186,Ente::N,ahate,Ente
187,Eule::N,hontza,Eule
188,Kranich::N,kurrilo,Kranich
189,Krähe::N,bele,Krähe
190,Kuckuck::N,kuku,Kuckuck
191,Schwan::N,beltxarga,Schwan
192,Fisch::N,arrain,Fisch
193,Barsch::N,perka,Barsch
194,Hecht::N,lutxo,Hecht
195,Schlange[Tier]::N,suge,Schlange
196,Wurm::N,har,Wurm
197,Spinne::N,armiarma,Spinne
198,Ameise::N,inurri,Ameise
199,Laus::N,zorri,Laus
200,Mücke::N,eltxo,Mücke
201,Fliege::N,euli,Fliege
202,Schmetterling::N,pinpirin,Schmetterling
203,Schmetterling::N,tximeleta,Schmetterling
204,Beere::N,baia,Beere
205,Apfel::N,sagar,Apfel
206,Pilz::N,onddo,Pilz
207,Pilz::N,perretxiko,Pilz
208,Zwiebel::N,tipula,Zwiebel
209,Saat::N,haziak,Saat
210,Korn::N,ale,Korn
211,Korn::N,pikor,Korn
212,Heu::N,belar ondu,Heu
213,Schale::N,azal,Schale
214,Grube::N,hobi,Grube
215,Falle::N,harrapagailu,Falle
216,Schlinge::N,bilur,Schlinge
217,Schlinge::N,xedera,Schlinge
218,Spur::N,lorratz,Spur
219,Asche::N,errauts,Asche
220,Dreck::N,satsukeria,Dreck
221,Eisen::N,burdina,Eisen
222,Gold::N,urre,Gold
223,Gold::N,urregorri,Gold
224,Silber::N,zilar,Silber
225,Silber::N,urrezuri,Silber
226,Kohle::N,ikatz,Kohle
227,Glas::N,beira,Glas
228,Lehm::N,buztin,Lehm
229,Sand::N,harea,Sand
230,Sand::N,hondar,Sand
231,Mensch::N,gizaki,Mensch
232,Mann::N,gizon,Mann
233,Frau::N,andere,Frau
234,Frau::N,emakume,Frau
235,Kind::N,haur,Kind
236,Junge::N,mutil,Junge
237,Mädchen::N,neska,Mädchen
238,Familie::N,sendi,Familie
239,Familie::N,familia,Familie
240,Großvater::N,aitona,Großvater
241,Großvater::N,aitatxi,Großvater
242,Großmutter::N,amona,Großmutter
243,Großmutter::N,amatxi,Großmutter
244,Eltern::N,gurasoak,Eltern
245,Vater::N,aita,Vater
246,Mutter::N,ama,Mutter
247,Sohn::N,seme,Sohn
248,Tochter::N,alaba,Tochter
249,Bruder::N,neba,Bruder
250,Bruder::N,anaia,Bruder
251,Schwester::N,ahizpa,Schwester
252,Onkel::N,osaba,Onkel
253,Tante::N,izeba,Tante
254,Ehemann::N,senar,Ehemann
255,Ehefrau::N,emazte,Ehefrau
256,Freude::N,poz,Freude
257,Freude::N,pozkari,Freude
258,Gelächter::N,barre,Gelächter
259,Gelächter::N,karkara,Gelächter
260,Glück::N,zori,Glück
261,Kummer::N,xangrin,Kummer
262,Kummer::N,atsekabe,Kummer
263,Wunsch::N,nahi,Wunsch
264,Wunsch::N,nahikunde,Wunsch
265,Lust::N,gogo,Lust
266,Geist::N,gogo,Geist
267,Gedanke::N,gogoeta,Gedanke
268,Gedächtnis::N,oroimen,Gedächtnis
269,Gedächtnis::N,gogoramen,Gedächtnis
270,Verstand::N,adimen,Verstand
271,Verstand::N,ulermen,Verstand
272,Sinn::N,zentzu,Sinn
273,Grund::N,zergati,Grund
274,Wahrheit::N,egia,Wahrheit
275,Gespräch::N,hizketa,Gespräch
276,Gespräch::N,elkarrizketa,Gespräch
277,Märchen::N,ipuin,Märchen
278,Erzählung::N,edesti,Erzählung
279,Erzählung::N,kontakizun,Erzählung
280,Nachricht::N,albiste,Nachricht
281,Neuigkeit::N,berri,Neuigkeit
282,Name::N,izen,Name
283,Rätsel::N,asmakizun,Rätsel
284,Rede::N,hitzaldi,Rede
285,Rede::N,mintzaldi,Rede
286,Sprache::N,hizkuntza,Sprache
287,Stimme::N,ahots,Stimme
288,Wort::N,hitz,Wort
289,Zeichen::N,agerbide,Zeichen
290,Zeichen::N,agergarri,Zeichen
291,Ruf::N,dei,Ruf
292,Lärm::N,zarata,Lärm
293,Lärm::N,harrabots,Lärm
294,Laut::N,hots,Laut
295,Ton::N,tonu,Ton
296,Ton::N,soinu,Ton
297,Lied::N,abesti,Lied
298,Ruhe::N,nasaitasun,Ruhe
299,Leute::N,jende,Leute
300,Volk::N,herri,Volk
301,Volk::N,populu,Volk
302,Arbeit::N,lan,Arbeit
303,Gast::N,arrotz,Gast
304,Gast::N,apopilo,Gast
305,Geschenk::N,opari,Geschenk
306,Spiel::N,jolas,Spiel
307,Gesellschaft::N,gizarte,Gesellschaft
308,Hilfe::N,helpide,Hilfe
309,Hilfe::N,laguntza,Hilfe
310,Freund::N,lagun,Freund
311,Kamerad::N,adiskide,Kamerad
312,Kamerad::N,lagunkide,Kamerad
313,Angelegenheit::N,afera,Angelegenheit
314,Anzahl::N,kopuru,Anzahl
315,Art::N,mota,Art
316,Stück::N,puska,Stück
317,Teil::N,atal,Teil
318,Hälfte::N,erdi,Hälfte
319,Kreis::N,biribilki,Kreis
320,Kreuz::N,gurutze,Kreuz
321,Linie::N,linea,Linie
322,Strich::N,marra,Strich
323,Abstand::N,tarte,Abstand
324,Entfernung::N,urrunera,Entfernung
325,Gegend::N,alderdi,Gegend
326,Gegend::N,eskualde,Gegend
327,Platz::N,leku,Platz
328,Ort::N,toki,Ort
329,Seite::N,albo,Seite
330,Mitte::N,erdi,Mitte
331,Gegenstand::N,gauzaki,Gegenstand
332,Sache::N,gauza,Sache
333,Rand::N,ertz,Rand
334,Kante::N,ertz,Kante
335,Ecke::N,kantoi,Ecke
336,Spitze::N,punta,Spitze
337,Ende::N,buru,Ende
338,Ende::N,mutur,Ende
339,Loch::N,zulo,Loch
340,Winkel::N,zoko,Winkel
341,Winkel::N,bazter,Winkel
342,Muster::N,eredu,Muster
343,Muster::N,marrazki,Muster
344,Größe::N,kaizu,Größe
345,Größe::N,tamaina,Größe
346,Länge::N,luzera,Länge
347,Höhe::N,goiera,Höhe
348,Höhe::N,garaiera,Höhe
349,Gewicht::N,hazta,Gewicht
350,Menge::N,kopuru,Menge
351,Haufen::N,pila,Haufen
352,Haufen::N,mendoi,Haufen
353,Reihe::N,ilara,Reihe
354,Reihe::N,errenkada,Reihe
355,Boot::N,potin,Boot
356,Boot::N,txalupa,Boot
357,Ruder::N,arraun,Ruder
358,Schlitten::N,lera,Schlitten
359,Schlitten::N,narra,Schlitten
360,Ski::N,eski,Ski
361,Lagerfeuer::N,su,Lagerfeuer
362,Last::N,zama,Last
363,Last::N,karga,Last
364,Gang::N,ibilera,Gang
365,Schritt::N,pauso,Schritt
366,Schritt::N,urrats,Schritt
367,Norden::N,ipar,Norden
368,Norden::N,iparralde,Norden
369,Süden::N,hego,Süden
370,Süden::N,hegoalde,Süden
371,Westen::N,sartalde,Westen
372,Westen::N,mendebalde,Westen
373,Osten::N,ekialde,Osten
374,Osten::N,sortalde,Osten
375,Holz::N,zur,Holz
376,Brett::N,ohol,Brett
377,Platte::N,lauza,Platte
378,Stütze::N,irozgarri,Stütze
379,Stütze::N,bermagailu,Stütze
380,Stange::N,haga,Stange
381,Stock::N,makila,Stock
382,Stab::N,makila,Stab
383,Rohr::N,hodi,Rohr
384,Haus::N,etxe,Haus
385,Heim::N,etxe,Heim
386,Heim::N,etxaleku,Heim
387,Ofen::N,berogailu,Ofen
388,Fußboden::N,zoru,Fußboden
389,Tisch::N,mahai,Tisch
390,Stuhl::N,aulki,Stuhl
391,Wiege::N,kuma,Wiege
392,Wiege::N,sehaska,Wiege
393,Bett::N,ohe,Bett
394,Bett::N,ohatze,Bett
395,Regal::N,apalategi,Regal
396,Kiste::N,kutxa,Kiste
397,Fenster::N,leiho,Fenster
398,Tür::N,ate,Tür
399,Tor::N,atari,Tor
400,Zaun::N,hesi,Zaun
401,Dach::N,teilatu,Dach
402,Leiter::N,zurubi,Leiter
403,Besen::N,erratz,Besen
404,Spaten::N,burdinpala,Spaten
405,Schaufel::N,pala,Schaufel
406,Gabel::N,sardexka,Gabel
407,Löffel::N,koilara,Löffel
408,Messer::N,aizto,Messer
409,Nagel::N,iltze,Nagel
410,Netz::N,sare,Netz
411,Haken::N,mako,Haken
412,Griff::N,eskutoki,Griff
413,Schloss::N,sarraila,Schloss
414,Bild::N,irudi,Bild
415,Figur::N,figura,Figur
416,Puppe::N,panpina,Puppe
417,Puppe::N,andrakila,Puppe
418,Beutel::N,zorro,Beutel
419,Bündel::N,azao,Bündel
420,Bündel::N,espal,Bündel
421,Tasche::N,poltsa,Tasche
422,Eimer::N,treska,Eimer
423,Deckel::N,tapa,Deckel
424,Deckel::N,estalki,Deckel
425,Geschirr::N,baxera,Geschirr
426,Geschirr::N,ontziteria,Geschirr
427,Sack::N,zaku,Sack
428,Tasse::N,kikara,Tasse
429,Topf::N,ontzi,Topf
430,Topf::N,lapiko,Topf
431,Kessel::N,pazia,Kessel
432,Essen::N,janaldi,Essen
433,Nahrung::N,jan,Nahrung
434,Speise::N,jaki,Speise
435,Fleisch::N,okela,Fleisch
436,Fleisch::N,haragi,Fleisch
437,Getreide::N,labore,Getreide
438,Brei::N,ahi,Brei
439,Brei::N,pure,Brei
440,Brot::N,ogi,Brot
441,Scheibe::N,xerra,Scheibe
442,Scheibe::N,pirripita,Scheibe
443,Fett::N,urin,Fett
444,Fett::N,koipe,Fett
445,Butter::N,gurin,Butter
446,Öl::N,olio,Öl
447,Salz::N,gatz,Salz
448,Suppe::N,zopa,Suppe
449,Suppe::N,salda,Suppe
450,Honig::N,ezti,Honig
451,Milch::N,esne,Milch
452,Tee::N,te,Tee
453,Leder::N,larru,Leder
454,Wolle::N,artile,Wolle
455,Stoff::N,ehun,Stoff
456,Nadel::N,orratz,Nadel
457,Nadel::N,jostorratz,Nadel
458,Faden::N,hari,Faden
459,Knopf::N,botoi,Knopf
460,Knoten::N,korapilo,Knoten
461,Farbe::N,pintura,Farbe
462,Kleidung::N,arropa,Kleidung
463,Kleidung::N,jantziak,Kleidung
464,Hemd::N,atorra,Hemd
465,Hemd::N,alkandora,Hemd
466,Kragen::N,idun,Kragen
467,Ärmel::N,mahuka,Ärmel
468,Hose::N,prakak,Hose
469,Hose::N,galtzak,Hose
470,Gürtel::N,gerriko,Gürtel
471,Mütze::N,txano,Mütze
472,Mütze::N,txapel,Mütze
473,Schuh::N,oski,Schuh
474,Schuh::N,oinetako,Schuh
475,Stiefel::N,bota,Stiefel
476,Ring::N,uztai,Ring
477,Band::N,zinta,Band
478,Band::N,xingola,Band
479,Kamm::N,orrazi,Kamm
480,Spiegel::N,mirail,Spiegel
481,Riemen::N,uhal,Riemen
482,Schnur::N,lokailu,Schnur
483,Leine::N,lotura,Leine
484,Decke::N,burusi,Decke
485,Kissen::N,kuxin,Kissen
486,Tuch::N,zapi,Tuch
487,Tuch::N,oihal,Tuch
488,Handtuch::N,eskuzapi,Handtuch
489,Handtuch::N,eskuoihal,Handtuch
490,Kraft::N,indar,Kraft
491,Stärke::N,indar,Stärke
492,Gesundheit::N,osasun,Gesundheit
493,Krankheit::N,eritasun,Krankheit
494,Krankheit::N,gaixotasun,Krankheit
495,Schmerz::N,min,Schmerz
496,Wunde::N,zauri,Wunde
497,Fieber::N,sukar,Fieber
498,Arznei::N,osagai,Arznei
499,Arznei::N,sendagai,Arznei
500,Brücke::N,zubi,Brücke
501,Brunnen::N,putzu,Brunnen
502,Weide::N,alha,Weide
503,Weide::N,bazkaleku,Weide
504,Pfad::N,zidor,Pfad
505,Pfad::N,bidexka,Pfad
506,Weg::N,bide,Weg
507,Straße::N,errepide,Straße
508,Dorf::N,herri,Dorf
509,Stadt::N,hiri,Stadt
510,Brief::N,gutun,Brief
511,Brief::N,eskutitz,Brief
512,Buch::N,liburu,Buch
513,Buchstabe::N,hizki,Buchstabe
514,Zeitung::N,egunkari,Zeitung
515,Leben::N,bizi,Leben
516,Leben::N,bizitza,Leben
517,Tod::N,herio,Tod
518,Tod::N,heriotza,Tod
519,Grab::N,hobi,Grab
520,Grab::N,hilobi,Grab
521,Kirche::N,eliza,Kirche
522,Sünde::N,hoben,Sünde
523,Sünde::N,bekatu,Sünde
524,Gott::N,jainko,Gott
525,Arbeiter::N,langile,Arbeiter
526,Arbeiter::N,behargin,Arbeiter
527,Chef::N,nagusi,Chef
528,Meister::N,maisu,Meister
529,Arzt::N,osagile,Arzt
530,Arzt::N,sendagile,Arzt
531,Lehrer::N,irakasle,Lehrer
532,Geld::N,diru,Geld
533,Geschäft::N,negozio,Geschäft
534,Laden::N,denda,Laden
535,Laden::N,saltegi,Laden
536,Preis::N,prezio,Preis
537,Preis::N,salneurri,Preis
538,Ware::N,salgai,Ware
539,Nutzen::N,onura,Nutzen
540,Nutzen::N,probetxu,Nutzen
541,Reichtum::N,aberastasun,Reichtum
542,Welt::N,ludi,Welt
543,Welt::N,mundu,Welt
544,Land::N,herrialde,Land
545,Staat::N,estatu,Staat
546,König::N,errege,König
547,Macht::N,botere,Macht
548,Grenze::N,muga,Grenze
549,Krieg::N,guda,Krieg
550,Feind::N,etsai,Feind
551,Feind::N,arerio,Feind
552,Gewalt::N,bortxa,Gewalt
553,Gewalt::N,bortizkeria,Gewalt
554,Kampf::N,gudu,Kampf
555,Kampf::N,auska,Kampf
556,Bogen[Waffe]::N,arku,Bogen
557,Pfeil::N,gezi,Pfeil
558,Gewehr::N,fusil,Gewehr
559,Fehler::N,huts,Fehler
560,Fehler::N,hutsegin,Fehler
561,Lüge::N,gezur,Lüge
562,Schaden::N,kalte,Schaden
563,Unglück::N,zoritxar,Unglück
564,Unglück::N,zorigaitz,Unglück
565,Schuld::N,erru,Schuld
566,Alter::N,adin,Alter
567,Schluss::N,bukaera,Schluss
568,Zeit::N,aldi,Zeit
569,Zeit::N,denbora,Zeit
570,Tag::N,egun,Tag
571,Morgen::N,goiz,Morgen
572,Mittag::N,eguerdi,Mittag
573,Abend::N,arrats,Abend
574,Nacht::N,gau,Nacht
575,Woche::N,aste,Woche
576,Monat::N,hil,Monat
577,Jahr::N,urte,Jahr
578,Frühling::N,udalehen,Frühling
579,Sommer::N,uda,Sommer
580,Herbst::N,udazken,Herbst
581,Herbst::N,neguantz,Herbst
582,Winter::N,negu,Winter
583,Januar::N,urtarril,Januar
584,Februar::N,otsail,Februar
585,März::N,martxo,März
586,April::N,apiril,April
587,Mai::N,maiatz,Mai
588,Juni::N,ekain,Juni
589,Juli::N,uztail,Juli
590,August::N,abuztu,August
591,September::N,irail,September
592,Oktober::N,urri,Oktober
593,November::N,azaro,November
594,Dezember::N,abendu,Dezember
595,Montag::N,astelehen,Montag
596,Dienstag::N,astearte,Dienstag
597,Mittwoch::N,asteazken,Mittwoch
598,Donnerstag::N,ostegun,Donnerstag
599,Freitag::N,ostiral,Freitag
600,Samstag::N,larunbat,Samstag
601,Sonntag::N,igande,Sonntag
602,groß::A,handi,groß
603,klein::A,txiki,klein
604,lang::A,luze,lang
605,kurz::A,labur,kurz
606,breit::A,zabal,breit
607,schmal::A,mehar,schmal
608,dicht::A,sarri,dicht
609,dicht::A,trinko,dicht
610,dick[Gegenstand]::A,lodi,dick
611,dünn::A,mehe,dünn
612,fein::A,fin,fein
613,fest::A,tinko,fest
614,flach::A,lau,flach
615,flach::A,ordoki,flach
616,glatt::A,leun,glatt
617,hart::A,gogor,hart
618,weich::A,bigun,weich
619,weich::A,beratz,weich
620,rund::A,biribil,rund
621,spitz::A,puntadun,spitz
622,scharf::A,zorrotz,scharf
623,stumpf::A,kamuts,stumpf
624,schwer::A,astun,schwer
625,schwer::A,pisutsu,schwer
626,schön::A,eder,schön
627,heiß::A,bero,heiß
628,heiß::A,oso bero,heiß
629,warm::A,bero,warm
630,kalt::A,hotz,kalt
631,kühl::A,hotzil,kühl
632,frisch::A,fresko,frisch
633,frisch::A,hozkirri,frisch
634,feucht::A,heze,feucht
635,nass::A,busti,nass
636,trocken::A,siku,trocken
637,trocken::A,lehor,trocken
638,voll::A,bete,voll
639,leer::A,huts,leer
640,offen::A,ireki,offen
641,geschlossen::A,itxita,geschlossen
642,sauber::A,xahu,sauber
643,sauber::A,garbi,sauber
644,schmutzig::A,lohi,schmutzig
645,schmutzig::A,zikin,schmutzig
646,roh::A,gordin,roh
647,reif::A,umo,reif
648,reif::A,heldu,reif
649,lecker::A,goxo,lecker
650,süß::A,goxo,süß
651,bitter::A,karmin,bitter
652,bitter::A,garratz,bitter
653,sauer::A,mingots,sauer
654,hell::A,argi,hell
655,dunkel::A,ilun,dunkel
656,schwarz::A,beltz,schwarz
657,weiß::A,zuri,weiß
658,rot::A,gorri,rot
659,gelb::A,hori,gelb
660,blau::A,urdin,blau
661,grün::A,berde,grün
662,grün::A,musker,grün
663,grau::A,urdin,grau
664,grau::A,urdinabar,grau
665,bunt::A,koloretsu,bunt
666,billig::A,merke,billig
667,teuer::A,garesti,teuer
668,wertvoll::A,baliotsu,wertvoll
669,blind::A,itsu,blind
670,taub::A,gor,taub
671,kräftig::A,kementsu,kräftig
672,stark::A,bizkor,stark
673,stark::A,indartsu,stark
674,schwach::A,ahul,schwach
675,schwach::A,indargabe,schwach
676,fett::A,gizen,fett
677,schlank::A,lerden,schlank
678,hübsch::A,polit,hübsch
679,böse::A,tzar,böse
680,böse::A,gaizto,böse
681,dumm::A,lelo,dumm
682,dumm::A,pello,dumm
683,faul::A,nagi,faul
684,faul::A,alfer,faul
685,fleißig::A,maratz,fleißig
686,fleißig::A,lanzale,fleißig
687,geizig::A,zeken,geizig
688,geizig::A,zikoitz,geizig
689,klug::A,zuhur,klug
690,geschickt::A,trebe,geschickt
691,geschickt::A,antzetsu,geschickt
692,lieb::A,maite,lieb
693,lieb::A,laztan,lieb
694,lustig::A,alaitsu,lustig
695,sanft::A,eme,sanft
696,sanft::A,ezti,sanft
697,hungrig::A,gose,hungrig
698,krank::A,eri,krank
699,krank::A,gaixo,krank
700,nackt::A,biluzi,nackt
701,traurig::A,itun,traurig
702,traurig::A,betilun,traurig
703,lebendig::A,bizirik,lebendig
704,gut::A,on,gut
705,schlecht::A,txar,schlecht
706,richtig::A,zuzen,richtig
707,schlimm::A,larri,schlimm
708,wahr::A,egiazko,wahr
709,alt::A,zahar,alt
710,neu::A,berri,neu
711,ehemalig::A,lehengo,ehemalig
712,alt[Lebewesen]::A,adindun,alt
713,jung::A,gazte,jung
714,arm::A,txiro,arm
715,arm::A,behartsu,arm
716,reich::A,dirudun,reich
717,bekannt::A,ezagun,bekannt
718,berühmt::A,entzun,berühmt
719,berühmt::A,ospetsu,berühmt
720,fremd::A,arrotz,fremd
721,verschieden::A,ezberdin,verschieden
722,verschieden::A,desberdin,verschieden
723,nah::A,hurre,nah
724,nah::A,hurbil,nah
725,fern::A,urrun,fern
726,linker::A,ezker,linker
727,rechter::A,eskuin,rechter
728,anderer::A,beste,anderer
729,erster::A,lehen,erster
730,erster::A,aurren,erster
731,zweiter::A,bigarren,zweiter
732,dritter::A,hirugarren,dritter
733,letzter::A,azken,letzter
734,letzter::A,hondar,letzter
735,allein::ADV,bakarrik,allein
736,auf einmal::ADV,batera,auf einmal
737,zusammen::ADV,elkarrekin,zusammen
738,lange::ADV,luzaro,lange
739,plötzlich::ADV,bat-batean,plötzlich
740,sofort::ADV,berehala,sofort
741,später::ADV,gero,später
742,jetzt::ADV,orain,jetzt
743,heute::ADV,gaur,heute
744,morgen::ADV,bihar,morgen
745,bald::ADV,aurki,bald
746,bald::ADV,laster,bald
747,dann::ADV,ondoren,dann
748,gestern::ADV,atzo,gestern
749,einst::ADV,antzina,einst
750,damals::ADV,orduan,damals
751,danach::ADV,gerora,danach
752,danach::ADV,ondoren,danach
753,vorher::ADV,lehenago,vorher
754,zuerst::ADV,aurrena,zuerst
755,zuerst::ADV,lehenbizi,zuerst
756,einmal::ADV,behin,einmal
757,einmal::ADV,aldi bat,einmal
758,manchmal::ADV,batzuetan,manchmal
759,manchmal::ADV,zenbaitetan,manchmal
760,oft::ADV,maiz,oft
761,oft::ADV,askotan,oft
762,immer::ADV,beti,immer
763,niemals::ADV,inoiz ez,niemals
764,niemals::ADV,sekula ez,niemals
765,hier::ADV,hemen,hier
766,hierhin::ADV,hona,hierhin
767,von hier::ADV,hemendik,von hier
768,von hier::ADV,honetatik,von hier
769,dort::ADV,han,dort
770,dorthin::ADV,hara,dorthin
771,geradeaus::ADV,artez,geradeaus
772,vorwärts::ADV,aurrera,vorwärts
773,rückwärts::ADV,atzera,rückwärts
774,rückwärts::ADV,atzerantz,rückwärts
775,zurück::ADV,atzera,zurück
776,unten::ADV,behean,unten
777,hinab::ADV,behera,hinab
778,hinab::ADV,beherantz,hinab
779,oben::ADV,goian,oben
780,hinauf::ADV,gora,hinauf
781,hinauf::ADV,gorantz,hinauf
782,überall::ADV,edonon,überall
783,nicht::ADV,ez,nicht
784,ein wenig::ADV,apur bat,ein wenig
785,ein wenig::ADV,pixka bat,ein wenig
786,kaum::ADV,ozta,kaum
787,kaum::ADV,nekez,kaum
788,sehr::ADV,oso,sehr
789,so::ADV,hala,so
790,so::ADV,honela,so
791,noch::ADV,oraindik,noch
792,nur::ADV,bakarrik,nur
793,schon::ADV,ja,schon
794,schon::ADV,jada,schon
795,wieder::ADV,berriro,wieder
796,vergebens::ADV,alferrik,vergebens
797,vor::PRP,aurrean,vor
798,hinter::PRP,ostean,hinter
