,Concept_ID,cs,ce
269,Wort::N,slovo,дош
270,Zeichen::N,znamení,билгало
271,Ruf::N,zavolání,кхайкхар
272,Lärm::N,hluk,гӏовгӏа
273,Laut::N,zvuk,аз
274,Ton::N,tón,aз
275,Lied::N,píseň,илли
276,Ruhe::N,klid,тийналла
277,Ruhe::N,pokoj,тийналла
278,Leute::N,lidé,нах
279,Volk::N,národ,халкъ
280,Arbeit::N,práce,болх
281,Gast::N,host,хьаша
282,Geschenk::N,dar,совгӏат
283,Spiel::N,hra,ловзар
284,Gesellschaft::N,společnost,юкъаралла
285,Hilfe::N,pomoc,гӏо
286,Freund::N,přítel,доттагl
287,Kamerad::N,kamarád,накъост
288,Angelegenheit::N,záležitost,гӏуллакх
289,Anzahl::N,počet,терахь
290,Art::N,druh,
291,Stück::N,kus,юьхк
292,Stück::N,kousek,юьхк
293,Teil::N,díl,дакъа
294,Teil::N,část,дакъа
295,Hälfte::N,půl,ах
296,Kreis::N,kruh,го
297,Kreuz::N,kříž,жӏара
298,Linie::N,linka,сиз
299,Strich::N,čára,сиз
300,Strich::N,čárka,сиз
301,Abstand::N,vzdálenost,юкъ
302,Entfernung::N,vzdálenost,
303,Gegend::N,krajina,мeттиг
304,Platz::N,prostor,майда
305,Ort::N,místo,меттиг
306,Seite::N,strana,aгӏo
307,Mitte::N,střed,юкъ
308,Mitte::N,prostředek,юкъ
309,Gegenstand::N,předmět,хӏума
310,Sache::N,věc,хӏума
311,Rand::N,kraj,йист
312,Rand::N,okraj,йист
313,Kante::N,hrana,йист
314,Ecke::N,roh,са
315,Spitze::N,hrot,ралла
316,Spitze::N,špička,ралла
317,Ende::N,konec,юьхьиг
318,Loch::N,díra,ӏуьрг
319,Winkel::N,kout,са
320,Muster::N,vzor,дагар
321,Muster::N,vzor,тӏамар
322,Größe::N,velikost,барам
323,Länge::N,délka,йохалла
324,Höhe::N,výška,локхалла
325,Gewicht::N,váha,йозалла
326,Menge::N,množství,дукхалла
327,Haufen::N,kupa,сал
328,Haufen::N,kupa,оьла
329,Haufen::N,hromada,сал
330,Haufen::N,hromada,оьла
331,Reihe::N,řada,рагӏ
332,Reihe::N,řada,могӏа
333,Reihe::N,řádek,рагӏ
334,Reihe::N,řádek,могӏа
335,Boot::N,člun,кема
336,Ruder::N,veslo,пийсиг
337,Schlitten::N,sáně,салаз
338,Ski::N,lyže,когсалаз
339,Lagerfeuer::N,táborák,цӏе
340,Last::N,náklad,дукъ
341,Last::N,břemeno,дукъ
342,Gang::N,chůze,лелар
343,Gang::N,chodba,лелар
344,Schritt::N,krok,гӏулч
345,Norden::N,sever,къилбаседе
346,Süden::N,jih,къилбе
347,Westen::N,západ,малхбузе
348,Osten::N,východ,малхбале
349,Holz::N,dřevo,дечиг
350,Brett::N,prkno,у
351,Platte::N,deska,у
352,Stütze::N,opěra,гӏopтоp
353,Stange::N,tyč,гӏуркх
354,Stange::N,tyčka,гӏуркх
355,Stock::N,hůlka,ӏаса
356,Stab::N,hůl,гӏаж
357,Rohr::N,trubka,биргӏа
358,Haus::N,dům,цӏа
359,Heim::N,domov,кхерч
360,Ofen::N,kamna,кхерч
361,Fußboden::N,podlaha,цӏенкъа
362,Tisch::N,stůl,шун
363,Stuhl::N,židle,гӏант
364,Wiege::N,kolébka,ага
365,Bett::N,postel,маьнга
366,Regal::N,regál,терхи
367,Regal::N,police,терхи
368,Kiste::N,bedna,яьшка
369,Fenster::N,okno,кор
370,Tür::N,dveře,неӏ
371,Tor::N,vrata,ков
372,Zaun::N,plot,керт
373,Dach::N,střecha,тхов
374,Leiter::N,žebřík,лами
375,Besen::N,koště,нуй
376,Besen::N,smeták,нуй
377,Spaten::N,rýč,бел
378,Schaufel::N,lopata,аьшкал
379,Gabel::N,vidlička,мӏара
380,Löffel::N,lžíce,ӏайг
381,Messer::N,nůž,урс
382,Nagel::N,hřebík,хьостам
383,Netz::N,síť,бой
384,Haken::N,hák,мӏара
385,Griff::N,držadlo,
386,Schloss::N,zámek,чӏега
387,Bild::N,obraz,сурт
388,Figur::N,figura,
389,Puppe::N,panenka,тайниг
390,Beutel::N,pytlík,гали
391,Bündel::N,svazek,кочар
392,Tasche::N,taška,тӏоьрмиг
393,Tasche::N,brašna,тӏоьрмиг
394,Eimer::N,kýbl,чийлик
395,Eimer::N,vědro,чийлик
396,Deckel::N,víko,негӏар
397,Deckel::N,příklop,негӏар
398,Geschirr::N,nádobí,пхьегӏа
399,Sack::N,pytel,гали
400,Tasse::N,šálek,кад
401,Topf::N,hrnec,яй
402,Kessel::N,kotel,яй
403,Essen::N,jídlo,юург
404,Nahrung::N,strava,кхача
405,Nahrung::N,potrava,кхача
406,Speise::N,jídlo,юург
407,Fleisch::N,maso,жижиг
408,Getreide::N,obilí,буьртиг
409,Brei::N,kaše,xудар
410,Brot::N,chléb,бепиг
411,Brot::N,chléb,кхаллар
412,Scheibe::N,krajíc,цастар
413,Fett::N,tuk,мохь
414,Fett::N,omastek,мохь
415,Butter::N,máslo,налха
416,Öl::N,olej,даьтта
417,Salz::N,sůl,туьха
418,Suppe::N,polévka,чорпа
419,Honig::N,med,моз
420,Milch::N,mléko,шура
421,Tee::N,čaj,чай
422,Leder::N,kůže,цӏока
423,Wolle::N,vlna,тӏapгӏa
424,Stoff::N,látka,кӏади
425,Nadel::N,jehla,маха
426,Faden::N,nit,тай
427,Knopf::N,knoflík,нуьйда
428,Knoten::N,uzel,шад
429,Farbe::N,barva,сир
430,Farbe::N,barva,басар
431,Kleidung::N,šaty,бедар
432,Kleidung::N,šatstvo,бедар
433,Hemd::N,košile,коч
434,Kragen::N,límec,кач
435,Ärmel::N,rukáv,пхьош
436,Hose::N,kalhoty,хеча
437,Gürtel::N,pás,доьхка
438,Gürtel::N,opasek,доьхка
439,Mütze::N,čepice,куй
440,Schuh::N,bota,мача
441,Stiefel::N,holínka,этка
442,Ring::N,prsten,чӏуг
443,Band::N,pásek,лента
444,Kamm::N,hřeben,ехк
445,Spiegel::N,zrcadlo,куьзга
446,Riemen::N,řemen,доьхка
447,Schnur::N,šňůra,муш
448,Leine::N,vodítko,кочатосу доьхка
449,Decke::N,pokrývka,юргӏа
450,Decke::N,přikrývka,юргӏа
451,Kissen::N,polštář,гIайба
452,Tuch::N,šátek,исхар
453,Handtuch::N,ručník,гата
454,Kraft::N,síla,гӏора
455,Stärke::N,síla,гӏап
456,Gesundheit::N,zdraví,могашалла
457,Krankheit::N,nemoc,цамгар
458,Krankheit::N,choroba,цамгар
459,Schmerz::N,bolest,лазар
460,Wunde::N,rána,чов
461,Fieber::N,horečka,xорша
462,Arznei::N,lék,молха
463,Brücke::N,most,тӏай
464,Brunnen::N,studna,гӏу
465,Weide::N,pastva,дак
466,Weide::N,pastvina,дак
467,Pfad::N,pěšina,тача
468,Weg::N,cesta,некъ
469,Straße::N,silnice,урам
470,Dorf::N,vesnice,юрт
471,Stadt::N,město,гӏала
472,Brief::N,dopis,кехат
473,Buch::N,kniha,жайна
474,Buchstabe::N,písmeno,элп
475,Zeitung::N,noviny,газет
476,Leben::N,život,дахар
477,Tod::N,smrt,далар
478,Tod::N,smrt,ӏожалла
479,Grab::N,hrob,каш
480,Kirche::N,kostel,килс
481,Sünde::N,hřích,къа
482,Gott::N,bůh,дела
483,Arbeiter::N,dělník,белхало
484,Arbeiter::N,pracovník,белхало
485,Chef::N,šéf,хьаькам
486,Chef::N,vedoucí,хьаькам
487,Meister::N,mistr,говзанча
488,Arzt::N,lékař,лор
489,Lehrer::N,učitel,хьехархо
490,Geld::N,peníze,aхча
491,Geschäft::N,obchod,туька
492,Laden::N,krám,туька
493,Preis::N,cena,мах
494,Ware::N,zboží,хlума
495,Nutzen::N,užitek,пайда
496,Reichtum::N,bohatství,хьал
497,Welt::N,svět,дуьне
498,Land::N,země,мохк
499,Staat::N,stát,пачхьалкх
500,König::N,král,паччахь
501,Macht::N,moc,ӏедал
502,Macht::N,mocnost,ӏедал
503,Grenze::N,hranice,доза
504,Krieg::N,válka,тӏом
505,Feind::N,nepřítel,мостагӏ
506,Gewalt::N,násilí,гӏело
507,Kampf::N,boj,къийсам
508,Bogen[Waffe]::N,luk,
509,Pfeil::N,šíp,пха
510,Gewehr::N,puška,топ
511,Gewehr::N,ručnice,топ
512,Fehler::N,chyba,гӏалат
513,Lüge::N,lež,аьшпаш
514,Schaden::N,škoda,зен
515,Unglück::N,neštěstí,бала
516,Schuld::N,vina,бехк
517,Alter::N,věk,хан
518,Schluss::N,konec,чакхе
519,Zeit::N,čas,хан
520,Tag::N,den,де
521,Morgen::N,ráno,ӏуьйре
522,Morgen::N,jitro,ӏуьйре
523,Mittag::N,poledne,делкъе
524,Abend::N,večer,суьйре
525,Nacht::N,noc,буьйса
526,Woche::N,týden,кӏира
527,Monat::N,měsíc,бутт
528,Jahr::N,rok,шо
529,Frühling::N,jaro,бӏаьсте
530,Sommer::N,léto,аьхке
531,Herbst::N,podzim,гуьйре
532,Winter::N,zima,ӏа
533,Januar::N,leden,январь
534,Februar::N,únor,февраль
535,März::N,březen,март
536,April::N,duben,апрель
537,Mai::N,květen,май
538,Juni::N,červen,июнь
539,Juli::N,červenec,июль
540,August::N,srpen,август
541,September::N,září,сентябрь
542,Oktober::N,říjen,октябрь
543,November::N,listopad,ноябрь
544,Dezember::N,prosinec,декабрь
545,Montag::N,pondělí,оршот
546,Montag::N,pondělek,оршот
547,Dienstag::N,úterý,шинара
548,Mittwoch::N,středa,кхаара
549,Donnerstag::N,čtvrtek,еара
550,Freitag::N,pátek,пӏераска
551,Samstag::N,sobota,шот
552,Sonntag::N,neděle,кӏиранде
553,groß::A,velký,доккха
554,klein::A,malý,кегий
555,lang::A,dlouhý,еха
556,kurz::A,krátký,доца
557,breit::A,široký,шуьйра
558,schmal::A,úzký,готта
559,dicht::A,hustý,луьста
560,dick[Gegenstand]::A,tlustý,стомма
561,dünn::A,tenký,дуткъа
562,fein::A,jemný,ховха
563,fest::A,pevný,чӏогӏа
564,flach::A,plochý,чӏапа
565,flach::A,placatý,чӏапа
566,glatt::A,hladký,шера
567,hart::A,tvrdý,чӏогӏa
568,weich::A,měkký,кӏеда
569,rund::A,kulatý,горга
570,rund::A,okrouhlý,горга
571,spitz::A,špičatý,ира
572,scharf::A,ostrý,ира
573,stumpf::A,tupý,аьртa
574,schwer::A,těžký,деза
575,schön::A,pěkný,хаза
576,schön::A,krásný,хаза
577,heiß::A,horký,довха
578,warm::A,teplý,довха
579,kalt::A,studený,шийла
580,kühl::A,chladný,шийла
581,frisch::A,svěží,керла
582,feucht::A,vlhký,тӏуьна
583,nass::A,mokrý,тӏеда
584,trocken::A,suchý,eкъа
585,voll::A,plný,дуьзна
586,leer::A,prázdný,яьсса
587,offen::A,otevřený,диллина
588,geschlossen::A,zavřený,дӏакъевлина
589,geschlossen::A,zavřený,дӏачӏагӏдина
590,sauber::A,čistý,цӏена
591,schmutzig::A,špinavý,боьха
592,roh::A,syrový,буьйда
593,reif::A,zralý,хилла
594,lecker::A,chutný,чоме
595,süß::A,sladký,мерза
596,bitter::A,hořký,къаьхьа
597,sauer::A,kyselý,муьста
598,hell::A,světlý,сирла
599,dunkel::A,temný,бодане
600,schwarz::A,černý,ӏаьржа
601,weiß::A,bílý,кӏайн
602,rot::A,rudý,цӏен
603,rot::A,červený,цӏен
604,gelb::A,žlutý,можа
605,blau::A,modrý,сийна
606,grün::A,zelený,баьццара
607,grau::A,šedý,cира
608,grau::A,šedý,мокха
609,grau::A,šedivý,cира
610,grau::A,šedivý,мокха
611,bunt::A,pestrý,къорза
612,billig::A,levný,дораха
613,billig::A,laciný,дораха
614,teuer::A,drahý,деза
615,wertvoll::A,cenný,мехала
616,blind::A,slepý,бӏаьрзе
617,taub::A,hluchý,къора
618,kräftig::A,silný,нуьцкъала
619,stark::A,silný,зоьртала
620,stark::A,silný,нуьцкъала
621,schwach::A,slabý,гӏорасиза
622,fett::A,tučný,дерстана
623,fett::A,tlustý,дерстана
624,schlank::A,štíhlý,куц долу
625,hübsch::A,hezký,хаза
626,böse::A,zlý,вон
627,dumm::A,hloupý,сонта
628,faul::A,líný,мало ен
629,fleißig::A,pilný,тӏера
630,geizig::A,lakomý,пис
631,geizig::A,lakomý,сутара
632,klug::A,chytrý,хьекъале
633,geschickt::A,šikovný,тӏахъаьлла
634,lieb::A,milý,хьоме
635,lustig::A,veselý,самукъане
636,sanft::A,mírný,кlеда
637,hungrig::A,hladový,меца
638,krank::A,nemocný,цомгуш долу
639,nackt::A,nahý,дерзана
640,traurig::A,smutný,самукъане воцу
641,traurig::A,truchlivý,самукъане воцу
642,lebendig::A,živý,дийна
643,gut::A,dobrý,дика
644,schlecht::A,špatný,вон
645,richtig::A,pravý,нийса
646,richtig::A,správný,нийса
647,schlimm::A,zlý,вон
648,wahr::A,pravdivý,бакъдолу
649,alt::A,starý,къена
650,neu::A,nový,керла
651,ehemalig::A,bývalý,хилла
652,alt[Lebewesen]::A,starý,къена
653,jung::A,mladý,къона
654,arm::A,chudý,къен
655,reich::A,bohatý,хьоле
656,bekannt::A,známý,девзаш долу
657,berühmt::A,slavný,цӏеяхана
658,fremd::A,cizí,нехан
659,verschieden::A,různý,тайп-тайпанара
660,verschieden::A,rozličný,тайп-тайпанара
661,nah::A,blízký,гергара
662,fern::A,daleký,гена
663,fern::A,daleký,генара
664,linker::A,levý,аьрру
665,rechter::A,pravý,аьтту
666,anderer::A,jiný,кхин
667,erster::A,první,хьалхара
668,zweiter::A,druhý,шолгIа
669,dritter::A,třetí,кхоалгӏа
670,letzter::A,poslední,тӏаьххьара
671,allein::ADV,sám,цхьаъ
672,auf einmal::ADV,najednou,цу сохьтта
673,zusammen::ADV,spolu,цхьана
674,zusammen::ADV,dohromady,цхьана
675,lange::ADV,dlouho,дукха
676,plötzlich::ADV,vtom,цIеххьана
677,plötzlich::ADV,náhle,цIеххьана
678,sofort::ADV,hned,цу сохьтта
679,sofort::ADV,ihned,цу сохьтта
680,später::ADV,později,тӏаьхьо
681,jetzt::ADV,teď,хӏинца
682,jetzt::ADV,nyní,хӏинца
683,heute::ADV,dnes,тахана
684,heute::ADV,dneska,тахана
685,morgen::ADV,zítra,кхана
686,bald::ADV,brzo,кеста
687,dann::ADV,pak,тӏаккха
688,dann::ADV,potom,тӏаккха
689,gestern::ADV,včera,селхана
690,einst::ADV,kdysi,цкъа
691,damals::ADV,tehdy,хӏетахьь
692,damals::ADV,tenkrát,хӏетахьь
693,danach::ADV,podle toho,тӏаккха
694,vorher::ADV,dříve,хьалхa
695,vorher::ADV,napřed,хьалхa
696,zuerst::ADV,nejprve,хьалха
697,zuerst::ADV,nejdříve,хьалха
698,einmal::ADV,jednou,цкъа
699,manchmal::ADV,někdy,цкъаццкъа
700,oft::ADV,často,кест-кеста
701,immer::ADV,vždy,даим
702,immer::ADV,stále,даим
703,niemals::ADV,nikdy,цкъа а
704,hier::ADV,zde,кхузахь
705,hier::ADV,tady,кхузахь
706,hierhin::ADV,sem,кхуза
707,von hier::ADV,odtud,кхузара
708,dort::ADV,tam,цигахь
709,dorthin::ADV,tam,цига
710,geradeaus::ADV,rovně,нийса дӏа
711,vorwärts::ADV,kupředu,хьалха
712,rückwärts::ADV,zpět,юха
713,zurück::ADV,zpět,юха
714,zurück::ADV,nazpět,юха
715,unten::ADV,dole,лахахь
716,hinab::ADV,dolů,охьа
717,oben::ADV,nahoře,лакхахь
718,oben::ADV,navrchu,лакхахь
719,hinauf::ADV,nahoru,хьала
720,überall::ADV,všude,массанхьа
721,nicht::ADV,ne,ца
722,ein wenig::ADV,trochu,кӏеззиг
723,kaum::ADV,sotva,халла
724,sehr::ADV,velmi,вуно
725,sehr::ADV,velice,вуно
726,so::ADV,tak,
727,so::ADV,takto,
728,noch::ADV,ještě,кхин
729,nur::ADV,jen,бен ...ца
730,nur::ADV,jenom,бен ...ца
731,schon::ADV,už,хӏинцале
732,schon::ADV,již,хӏинцале
733,wieder::ADV,zase,юха а
734,vergebens::ADV,marně,эрна
735,vor::PRP,před,хьалха
736,hinter::PRP,za,тӏехьа
737,unter::PRP,pod,кIелахь
738,durch::PRP,skrz,чекх
739,neben::PRP,vedle,юххе
740,zwischen::PRP,mezi,юккъехь
741,wegen::PRP,pro,дуьхьа
742,dies::PRN,toto,и
743,dies::PRN,toto,иза
744,dies::PRN,tohle,и
745,dies::PRN,tohle,иза
746,das::PRN,to,и
747,das::PRN,to,иза
748,alles::PRN,všechno,дерриг
749,ich::PRN,já,cо
750,du::PRN,ty,хьо
751,er::PRN,on,и
752,er::PRN,on,иза
753,wir::PRN,my,тхо
754,wir::PRN,my,вай
755,ihr::PRN,vy,шу
756,sie::PRN,oni,уьш
757,was::FPRN,co,хӏун
758,wer::FPRN,kdo,мила
759,wo::FADV,kde,мичaхь
760,wohin::FADV,kam,мича
761,wie::FADV,jak,муха
762,warum::FADV,proč,хӏунда
763,wieviel::FNUM,kolik,мел
764,wieviel::FNUM,kolik,маса
765,eins::NUM,jeden,цхьаъ
766,zwei::NUM,dva,шиъ
767,drei::NUM,tři,кхоъ
768,vier::NUM,čtyři,диъ
769,fünf::NUM,pět,пхиъ
770,sechs::NUM,šest,ялх
771,sieben::NUM,sedm,ворхӏ
772,acht::NUM,osm,бархӏ
773,neun::NUM,devět,исс
774,zehn::NUM,deset,итт
775,elf::NUM,jedenáct,цхьайтта
776,zwölf::NUM,dvanáct,шийтта
777,zwanzig::NUM,dvacet,ткъа
778,dreißig::NUM,třicet,ткъе итт
779,vierzig::NUM,čtyřicet,шовзткъа
780,fünfzig::NUM,padesát,шовзткъе итт
781,sechzig::NUM,šedesát,кхузткъа
782,siebzig::NUM,sedmdesát,кхузткъе итт
783,achtzig::NUM,osmdesát,дезткъа
784,neunzig::NUM,devadesát,дезткъе итт
785,hundert::NUM,sto,бӏе
786,tausend::NUM,tisíc,эзар
787,und::CNJ,a,a
788,oder::CNJ,nebo,я
789,stehen::V,stát,латта
790,sitzen::V,sedět,хиъна ӏан
791,liegen::V,ležet,ӏилла
792,hängen::V,viset,кхаза
793,werden::V,stát se,хила
794,passieren::V,stát se,хила
795,beginnen::V,počít,доло
796,enden::V,končit,дӏадерза
797,enden::V,skončit,дӏадерза
798,wechseln::V,měnit se,хийца
799,aufgehen[Sonne]::V,vyjít,кхета
800,untergehen[Sonne]::V,zapadnout,чубуза
801,scheinen[Sonne]::V,svítit,серло яла
802,donnern::V,hřmět,къекъа
803,wehen::V,vát,хьекха
