,Concept_ID,pl,sq
804,hinauf::ADV,w górę,përpjetë
805,hinauf::ADV,na górę,lart
806,hinauf::ADV,na górę,përpjetë
807,überall::ADV,wszędzie,kudo
808,nicht::ADV,nie,s'
809,nicht::ADV,nie,nuk
810,ein wenig::ADV,trochę,një tis
811,kaum::ADV,ledwie,mezi
812,kaum::ADV,prawie nie,mezi
813,sehr::ADV,bardzo,fort
814,sehr::ADV,bardzo,shumë
815,so::ADV,tak,ashtu
816,so::ADV,tak,kështu
817,noch::ADV,jeszcze,ende
818,noch::ADV,jeszcze,akoma
819,nur::ADV,tylko,vetëm
820,schon::ADV,już,tashmë
821,wieder::ADV,znów,përsëri
822,wieder::ADV,znowu,përsëri
823,vergebens::ADV,na próżno,kot
824,vor::PRP,przed,para
825,hinter::PRP,za,prapa
826,hinter::PRP,za,mbrapa
827,unter::PRP,pod,nën
828,durch::PRP,przez,nëpër
829,neben::PRP,obok,pranë
830,neben::PRP,obok,përbri
831,zwischen::PRP,między,midis
832,zwischen::PRP,między,ndërmjet
833,wegen::PRP,z powodu,për
834,dies::PRN,to,ky
835,das::PRN,to,ky
836,alles::PRN,wszystko,gjithçka
837,ich::PRN,ja,unë
838,du::PRN,ty,ti
839,er::PRN,on,ai
840,wir::PRN,my,ne
841,ihr::PRN,wy,ju
842,sie::PRN,oni,ata
843,was::FPRN,co,ç'
844,was::FPRN,co,çfarë
845,wer::FPRN,kto,kush
846,wo::FADV,gdzie,ku
847,wohin::FADV,dokąd,për ku
848,wie::FADV,jak,si
849,warum::FADV,dlaczego,pse
850,warum::FADV,dlaczego,përse
851,wieviel::FNUM,ile,sa
852,eins::NUM,jeden,një
853,zwei::NUM,dwa,dy
854,drei::NUM,trzy,tre
855,vier::NUM,cztery,katër
856,fünf::NUM,pięć,pesë
857,sechs::NUM,sześć,gjashtë
858,sieben::NUM,siedem,shtatë
859,acht::NUM,osiem,tetë
860,neun::NUM,dziewięć,nëntë
861,zehn::NUM,dziesięć,dhjetë
862,elf::NUM,jedenaście,njëmbëdhjetë
863,zwölf::NUM,dwanaście,dymbëdhjetë
864,zwanzig::NUM,dwadzieścia,njëzet
865,dreißig::NUM,trzydzieści,tridhjetë
866,vierzig::NUM,czterdzieści,dyzet
867,fünfzig::NUM,pięćdziesiąt,pesëdhjetë
868,sechzig::NUM,sześćdziesiąt,gjashtëdhjetë
869,siebzig::NUM,siedemdziesiąt,shtatëdhjetë
870,achtzig::NUM,osiemdziesiąt,tetëdhjetë
871,neunzig::NUM,dziewięćdziesiąt,nëntëdhjetë
872,hundert::NUM,sto,qind
873,tausend::NUM,tysiąc,mijë
874,und::CNJ,i,e
875,und::CNJ,i,dhe
876,oder::CNJ,lub,a
877,oder::CNJ,lub,apo
878,oder::CNJ,albo,a
879,oder::CNJ,albo,apo
880,stehen::V,stać,rri
881,sitzen::V,siedzieć,rri
882,liegen::V,leżeć,rri shtrirë
883,hängen::V,wisieć,varem
884,werden::V,zostać,bëhem
885,werden::V,stać się,bëhem
886,passieren::V,dziać się,ndodh
887,passieren::V,zdarzyć się,ndodh
888,beginnen::V,zacząć się,filloj
889,enden::V,kończyć się,përfundoj
890,wechseln::V,zmienić się,ndërroj
891,aufgehen[Sonne]::V,wzejść,hapem
892,untergehen[Sonne]::V,zajść,hyj
893,untergehen[Sonne]::V,zajść,perëndoj
894,scheinen[Sonne]::V,świecić,ndriçoj
895,donnern::V,grzmieć,gjëmoj
896,donnern::V,grzmieć,bubulloj
897,wehen::V,wiać,fryj
898,strömen::V,płynąć,derdh
899,strömen::V,lać się,derdh
900,fließen::V,ciec,rrjedh
901,fließen::V,płynąć,rrjedh
902,sich drehen::V,obracać się,rrotullohem
903,schwanken::V,chwiać się,dyzoj
904,schwingen::V,wahać się,dridhem
905,fallen::V,padać,bie
906,brennen::V,palić się,digjem
907,rauchen::V,dymić,nxjerr tym
908,rauchen::V,dymić się,nxjerr tym
909,regnen::V,padać,bie shi
910,gefrieren::V,zamarznąć,ngrij
911,tauen::V,tajać,shkrij
912,schmelzen::V,topnieć,shkrij
913,trocknen::V,schnąć,thaj
914,sieden::V,wrzeć,ziej
915,sieden::V,kipieć,ziej
916,faulen::V,gnić,kalbem
917,faulen::V,gnić,prishem
918,verfaulen::V,zgnić,kalbem
919,reißen::V,urywać się,grisem
920,reißen::V,urywać się,shqyhem
921,versinken::V,tonąć,humboj
922,vergehen::V,przechodzić,kaloj
923,erscheinen::V,zjawiać się,dukem
924,verschwinden::V,zniknąć,zhdukem
925,sinken::V,spadać,ulem
926,abnehmen::V,spadać,pakësohem
927,abnehmen::V,spadać,zvogëlohem
928,zunehmen::V,wzrosnąć,shtohem
929,steigen::V,wzrastać,rritem
930,wachsen::V,rosnąć,rritem
931,glänzen::V,błyszczeć,vezulloj
932,funkeln::V,zabłyszczeć,xixoj
933,funkeln::V,zabłyszczeć,xixëlloj
934,lärmen::V,hałasować,oshtij
935,lärmen::V,hałasować,zhurmoj
936,läuten::V,dzwonić,bie
937,klingeln::V,dzwonić,i bie ziles
938,klirren::V,brzęczeć,kërcëlloj
939,brausen::V,huczeć,gjëmoj
940,rauschen::V,szumieć,fëshfërij
941,rauschen::V,szeleścić,fëshfërij
942,klingen::V,brzmieć,tingëlloj
943,klingen::V,dźwięczeć,tingëlloj
944,bellen::V,szczekać,leh
945,heulen::V,wyć,ulërij
946,blasen::V,dmuchnąć,fryj
947,pfeifen::V,gwizdać,fishkëllej
948,schreien::V,krzyczeć,bërtas
949,stöhnen::V,stękać,rënkoj
950,zittern::V,drżeć,trembem
951,leben::V,żyć,rroj
952,leben::V,żyć,jetoj
953,geboren werden::V,urodzić się,lind
954,atmen::V,oddychać,marr frymë
955,trinken::V,pić,pi
956,essen::V,jeść,ha
957,schlucken::V,połknąć,gëlltis
958,schlucken::V,połknąć,kapërdij
959,müde werden::V,zmęczyć się,lodhem
960,einschlafen::V,zasnąć,bie të fle
961,schlafen::V,spać,fle
962,aufwachen::V,obudzić się,zgjohem
963,aufstehen::V,wstać,çohem
964,aufstehen::V,wstać,ngrihem
965,sich erholen::V,wypoczywać,qetësohem
966,sich erholen::V,wypoczywać,shtendosem
967,krank werden::V,zachorować,bie i sëmurë
968,krank sein::V,chorować,jam i sëmurë
969,schmerzen::V,boleć,dhemb
970,husten::V,kaszlać,kollitem
971,genesen::V,wyzdrowieć,shërohem
972,sterben::V,umrzeć,vdes
973,umkommen::V,zginąć,vdes
974,umkommen::V,zginąć,mbaroj
975,sich bewegen::V,poruszać się,shkundem
976,sich rühren::V,ruszyć się,lëviz
977,sich erheben::V,podnieść się,ngrihem
978,sich setzen::V,usiąść,ulem
979,hinfallen::V,upaść,gremisem
980,laufen::V,chodzić,eci
981,schreiten::V,kroczyć,çapem
982,spazierengehen::V,iść na spacer,shëtis
983,eilen::V,pospieszać,ngas
984,sich beeilen::V,pospieszyć się,nxitoj
985,sausen::V,pędzić,eci shpejt
986,rennen::V,biec,vrapoj
987,rennen::V,biegać,vrapoj
988,springen::V,skakać,kërcej
989,klettern::V,wspinać się,hipi
990,schaukeln::V,huśtać,kolovitem
991,schaukeln::V,kołysać,kolovitem
992,kriechen::V,pełzać,zvarritem
993,kriechen::V,czołgać się,zvarritem
994,schwimmen::V,pływać,notoj
995,tauchen::V,zanurzać się,zhytem
996,rudern::V,wiosłować,vozis
997,fahren::V,jechać,shkoj
998,fliegen::V,latać,fluturoj
999,fliegen::V,lecieć,fluturoj
1000,gehen::V,iść,eci
1001,gehen::V,iść,shkoj
1002,weggehen::V,odejść,vete
1003,abfahren::V,odjechać,nisem
1004,anhalten::V,zatrzymać się,ndalem
1005,hineingehen::V,wchodzić,futem
1006,eintreten::V,wejść,hyj
1007,eintreten::V,nastąpić,hyj
1008,kommen::V,przyjść,vij
1009,ankommen::V,przybyć,arrij
1010,ankommen::V,przybyć,mbërrij
1011,zurückkommen::V,wrócić,kthehem
1012,bleiben::V,zostać,mbetem
1013,bleiben::V,zostać,qëndroj
1014,warten::V,czekać,pres
1015,erwarten::V,oczekiwać,pres
1016,suchen::V,szukać,kërkoj
1017,finden::V,znaleźć,gjej
1018,versuchen::V,próbować,mundohem
1019,vorbereiten::V,przygotować,përgatis
1020,lieben::V,kochać,dashuroj
1021,mögen::V,lubić,dua
1022,lachen::V,śmiać się,qesh
1023,rühren::V,wzruszyć,mallëngjej
1024,weinen::V,płakać,qaj
1025,schimpfen::V,kląć,shaj
1026,sich ärgern::V,gniewać się,bëhem verem
1027,sich fürchten::V,bać się,kam frikë
1028,sich fürchten::V,bać się,frikësohem
1029,fürchten::V,bać się,kam frikë nga
1030,fliehen::V,uciekać,arratisem
1031,flüchten::V,uciec,iki
1032,sehen::V,widzieć,shoh
1033,sehen::V,zobaczyć,shoh
1034,anschauen::V,oglądać,shikoj
1035,ansehen::V,popatrzeć na,shikoj
1036,hören::V,słyszeć,dëgjoj
1037,zuhören::V,słuchać,veshtoj
1038,probieren::V,kosztować,provoj
1039,riechen::V,wąchać,nuhas
1040,fühlen::V,czuć,ndiej
1041,fühlen::V,odczuwać,ndiej
1042,scheinen::V,wydawać się,ndriçoj
1043,zu sehen sein::V,widnieć,dukem
1044,vernehmen::V,usłyszeć,dëgjoj
1045,frieren::V,marznąć,mërdhij
1046,tun::V,czynić,bëj
1047,können::V,móc,mund
1048,können::V,umieć,mund
1049,wollen::V,chcieć,dua
1050,wollen::V,chcieć,dëshiroj
1051,anfangen::V,zacząć,filloj
1052,beenden::V,zakończyć,kryej
1053,beenden::V,zakończyć,mbaroj
1054,aufhören::V,przestać,pushoj
1055,gelingen::V,udać się,më shkon mbarë
1056,geraten::V,udać się,del
1057,öffnen::V,otworzyć,hap
1058,schließen::V,zamknąć,mbyll
1059,stellen::V,postawić,vë
1060,setzen::V,posadzić,vë
1061,legen::V,kłaść,vë
1062,berühren::V,dotykać,rrok
1063,verbinden::V,łączyć,bashkoj
1064,bedecken::V,przykryć,mbuloj
1065,aufhängen::V,powiesić,var
1066,anzünden::V,zapalić,ndez
1067,aufheben::V,podnieść,ngre
1068,zurücklassen::V,zostawić,lë pas
1069,verlieren::V,zgubić,humb
1070,fallen lassen::V,upuścić,lëshoj
1071,machen::V,zrobić,bëj
1072,herstellen::V,wytworzyć,prodhoj
1073,bauen::V,budować,ndërtoj
1074,reparieren::V,naprawiać,ndreq
1075,reparieren::V,naprawiać,meremetoj
1076,verbessern::V,ulepszyć,përmirësoj
1077,ändern::V,zmienić,ndërroj
1078,graben::V,kopać,gërmoj
1079,beugen::V,zagiąć,kërrus
1080,biegen::V,zgiąć,përkul
1081,drehen::V,obracać,dredh
1082,drehen::V,obracać,rrotulloj
1083,wenden::V,obrocić,kthej
1084,umdrehen::V,obrocić,kthej
1085,heben::V,podnosić,ngre
1086,hochheben::V,podnieść,ngre
1087,ergreifen::V,chwycić,rrëmbej
1088,halten::V,trzymać,mbaj
1089,drücken::V,naciskać,shtyp
1090,schieben::V,pchać,shtyj
1091,schieben::V,posuwać,shtyj
1092,kratzen::V,drapać,kruaj
1093,kratzen::V,drapać,gërvisht
1094,lecken::V,lizać,lëpij
1095,beißen::V,kąsać,kafshoj
1096,abreißen::V,oderwać,shkëpus
1097,abschneiden::V,odciąć,cungoj
1098,binden::V,wiązać,lidh
1099,stecken::V,wetknąć,fus
1100,stecken::V,wetknąć,ngul
1101,brechen::V,złamać,thyej
1102,klopfen::V,pukać,trokas
1103,klopfen::V,stukać,trokas
1104,hauen::V,bić,godas
1105,kleben::V,kleić,ngjis
1106,reiben::V,trzeć,fërkoj
1107,streichen::V,smarować,lyej
1108,schleifen::V,ostrzyć,mpreh
1109,schneiden::V,ciąć,pres
1110,schneiden::V,krajać,pres
1111,rütteln::V,trząść,shkund
1112,schütteln::V,trząść,lëkund
1113,schwenken::V,machać,valëvit
1114,schütten::V,nasypać,mbush
1115,füllen::V,napełnić,mbush
1116,einwickeln::V,zawinąć,mbështjell
1117,tragen::V,nieść,mbaj
1118,tragen::V,nieść,mbart
1119,schleppen::V,wlec,heq
1120,schleppen::V,wlec,zhgërryej
1121,ziehen::V,ciągnąć,tërheq
1122,aufbewahren::V,przechowywać,ruaj
1123,werfen::V,rzucać,hedh
1124,fangen::V,łowić,kap
1125,packen::V,chwycić,rrëmbej
1126,verstecken::V,ukryć,fsheh
1127,verstecken::V,schować,fsheh
1128,teilen::V,podzielić,ndaj
1129,schicken::V,posyłać,dërgoj
1130,bringen::V,przynieść,sjell
1131,hinzufügen::V,dodać,shtoj
1132,bekommen::V,dostać,kap
1133,erhalten::V,otrzymać,marr
1134,nehmen::V,wziąć,marr
1135,wählen::V,wybrać,zgjedh
1136,auswählen::V,wybrać,përzgjedh
1137,bewahren::V,zachować,ruaj
1138,behindern::V,utrudnić,pengoj
1139,behindern::V,przeszkadzać,pengoj
1140,verderben::V,zepsuć,prish
1141,beschädigen::V,uszkodzić,dëmtoj
1142,zerbrechen::V,złamać,thyej
1143,zerreißen::V,drzeć,çjerr
1144,zerreißen::V,drzeć,zheloj
1145,zerreißen::V,rozdzierać,çjerr
1146,zerreißen::V,rozdzierać,zheloj
1147,zerstören::V,zniszczyć,prish
1148,zerstören::V,zniszczyć,shkatërroj
1149,verbrennen::V,spalić,djeg
1150,geben::V,dać,jap
1151,reichen::V,podać,jap
1152,schenken::V,darować,fal
1153,schenken::V,darować,dhuroj
1154,versprechen::V,obiecać,premtoj
1155,wünschen::V,życzyć,uroj
1156,loben::V,chwalić,lëvdoj
1157,loben::V,chwalić,lavdëroj
1158,küssen::V,całować,puth
1159,wiegen::V,kołysać,tund
1160,zudecken::V,przykryć,mbuloj
1161,wecken::V,zbudzić,zgjoj
1162,zeigen::V,pokazać,dëftej
1163,führen::V,wieść,çoj
1164,führen::V,prowadzić,çoj
1165,lehren::V,uczyć,arsej
1166,unterrichten::V,nauczać,arsimoj
1167,aufziehen::V,wychować,rris
1168,leiten::V,kierować,udhëheq
1169,antreiben::V,popędzić,nxis
1170,lassen::V,zostawić,detyroj
1171,einladen::V,zaprosić,ftoj
1172,vereinigen::V,zjednoczyć,bashkoj
1173,besuchen::V,odwiedzić,vizitoj
1174,treffen::V,trafić,ndesh
1175,treffen::V,spotkać,ndesh
1176,sich versammeln::V,zebrać się,tubohem
1177,sich versammeln::V,zgromadzić się,tubohem
1178,spielen::V,grać,loz
1179,spielen::V,grać,luaj
1180,spielen::V,bawić się,loz
1181,spielen::V,bawić się,luaj
1182,singen::V,śpiewać,këndoj
1183,tanzen::V,pląsać,kërcej
1184,tanzen::V,pląsać,vallëzoj
1185,tanzen::V,tańczyć,kërcej
1186,tanzen::V,tańczyć,vallëzoj
1187,sich trennen::V,rozstać się,ndahem
1188,verlassen::V,opuścić,braktis
1189,retten::V,ocalić,shpëtoj
1190,retten::V,uratować,shpëtoj
1191,bewachen::V,pilnować,ruaj
1192,schützen::V,ochronić,ruaj
1193,schützen::V,ochronić,mbroj
1194,verteidigen::V,bronić,mbroj
1195,sich schlagen::V,pobić się,zihem
1196,schießen::V,strzelać,shtie
1197,siegen::V,zwycziężyć,fitoj
1198,siegen::V,zwycziężyć,ngadhënjej
1199,ärgern::V,gniewać,zemëroj
1200,schlagen::V,bić,rrah
1201,schlagen::V,bić,godas
1202,schlagen::V,uderzyć,rrah
1203,schlagen::V,uderzyć,godas
1204,treten::V,kopnąć,shtyj
1205,treten::V,kopnąć,shtyj më këmbë
1206,stechen::V,ukłuć,ther
1207,stechen::V,ukłuć,shpoj
1208,stoßen::V,popchnąć,shtyj
1209,stehlen::V,ukraść,vjedh
1210,stören::V,zakłócić,pengoj
1211,stören::V,przeszkodzić,pengoj
1212,belästigen::V,dokuczać,bezdis
1213,verbergen::V,ukryć,fsheh
1214,täuschen::V,łudzić,mashtroj
1215,betrügen::V,oszukać,kobis
1216,töten::V,zabić,vras
1217,wohnen::V,mieszkać,banoj
1218,arbeiten::V,pracować,punoj
1219,arbeiten::V,pracować,vardoj
1220,sammeln::V,zebrać,mbledh
1221,sammeln::V,zebrać,grumbulloj
1222,pflücken::V,zerwać,vjel
1223,pflücken::V,zerwać,mbledh
1224,jagen::V,polować,gjuaj
1225,fischen::V,łowić ryby,peshkoj
1226,fischen::V,łowić ryby,gjuaj peshk
1227,fassen::V,złapać,zë
1228,hüten::V,paść,kullos
1229,treiben::V,pędzić,vë përpara
1230,anbinden::V,przywiązać,lidh
1231,füttern::V,karmić,grazhdoj
1232,melken::V,doić,mjel
1233,hacken::V,rąbać,grij
1234,gießen::V,lać,ujis
1235,gießen::V,podlać,ujis
1236,reifen::V,dojrzeć,piqem
1237,zubereiten::V,przyrządzić,gatuaj
1238,kochen::V,gotować,ziej
1239,backen::V,piec,pjek
1240,backen::V,piec,furroj
1241,braten::V,piec,fërgoj
1242,braten::V,piec,tiganis
1243,braten::V,smażyć,fërgoj
1244,braten::V,smażyć,tiganis
1245,umrühren::V,przemieszać,trazoj
1246,stricken::V,dziać,thur
1247,nähen::V,szyć,qep
1248,färben::V,pofarbować,ngjyej
1249,färben::V,pofarbować,bojatis
1250,reinigen::V,oczyścić,qëroj
1251,reinigen::V,oczyścić,pastroj
1252,waschen::V,prać,laj
1253,waschen::V,prać,finjos
1254,abwischen::V,obetrzeć,fshij
1255,spülen::V,płukać,kulloj
1256,fegen::V,zamiatać,fshij
1257,kehren::V,zamieść,fshij
1258,baden::V,kąpać się,lahem
1259,sich waschen::V,myć się,lahem
1260,ausziehen::V,zdjąć,heq
1261,ausziehen::V,zdjąć,zbath
1262,anziehen::V,włożyć,vesh
1263,anziehen::V,włożyć,mbath
1264,sich anziehen::V,ubrać się,vishem
1265,kämmen::V,uczesać,kreh
1266,schmücken::V,ozdabiać,hijeshoj
1267,sagen::V,powiedzieć,them
1268,sprechen::V,mówić,flas
1269,reden::V,mówić,fjalos
1270,reden::V,mówić,fjalëtoj
1271,sich unterhalten::V,rozmawiać,bisedoj
1272,fragen::V,zapytać,pyes
1273,bitten::V,prosić,lus
1274,bitten::V,prosić,lutem
1275,erzählen::V,opowiedzieć,rrëfej
1276,mitteilen::V,zawiadomić o,kumtoj
1277,nennen::V,nazwać,quaj
1278,rufen::V,wołać,thërras
1279,prahlen::V,chełpić się,mburrem
1280,prahlen::V,chełpić się,kapardisem
1281,übersetzen::V,tłumaczyć,përkthej
1282,denken::V,myśleć,mendoj
1283,glauben::V,sądzić,besoj
1284,glauben::V,wierzyć,besoj
1285,bemerken::V,zauważyć,vërej
1286,erkennen::V,poznać,njoh
1287,erkennen::V,poznać,shquaj
1288,begreifen::V,zrozumieć,marr vesh
1289,verstehen::V,rozumieć,marr vesh
1290,verstehen::V,dosłyszeć,marr vesh
1291,lernen::V,uczyć się,mësoj
1292,wissen::V,wiedzieć,di
1293,sich erinnern an::V,przypomnieć sobie,kujtoj
1294,vergessen::V,zapomnieć,harroj
1295,messen::V,mierzyć,mas
1296,zählen::V,liczyć,njeh
1297,rechnen::V,rachować,llogaris
1298,lesen::V,czytać,lexoj
1299,lesen::V,czytać,këndoj
1300,malen::V,malować,lyej
1301,zeichnen::V,rysować,vizatoj
1302,schreiben::V,pisać,shkruaj
1303,besitzen::V,posiadać,kam
1304,kaufen::V,kupić,blej
1305,verkaufen::V,sprzedać,shes
1306,bezahlen::V,zapłacić,paguaj
1307,zahlen::V,płacić,paguaj
1308,beherrschen::V,opanować,zotëroj
1309,ertragen::V,znieść,duroj
