,Concept_ID,sk,ba
292,Ton::N,zvuk,яңғырау
293,Lied::N,pieseň,йыр
294,Ruhe::N,pokoj,ял
295,Ruhe::N,pokoj,тыныслыҡ
296,Leute::N,ľudia,кешеләр
297,Volk::N,ľud,халҡ
298,Volk::N,národ,халҡ
299,Arbeit::N,práca,эш
300,Arbeit::N,robota,эш
301,Gast::N,hosť,ҡунаҡ
302,Geschenk::N,dar,бүләк
303,Spiel::N,hra,уйын
304,Gesellschaft::N,spoločnosť,йәмғиәт
305,Hilfe::N,pomoc,ярҙам
306,Freund::N,priateľ,дуҫ
307,Kamerad::N,kamarát,иптәш
308,Angelegenheit::N,vec,әш
309,Angelegenheit::N,záležitosť,әш
310,Anzahl::N,počet,һан
311,Anzahl::N,množstvo,һан
312,Art::N,druh,төр
313,Stück::N,kus,киҫәк
314,Stück::N,kúsok,киҫәк
315,Teil::N,časť,өлөш
316,Hälfte::N,polka,ярты
317,Hälfte::N,polovica,ярты
318,Kreis::N,kruh,түңәрәк
319,Kreuz::N,kríž,тәре
320,Linie::N,línia,һыҙыҡ
321,Strich::N,čiara,һыҙат
322,Abstand::N,vzdialenosť,ара
323,Entfernung::N,vzdialenosť,алыҫлыҡ
324,Gegend::N,kraj,урын
325,Gegend::N,krajina,урын
326,Platz::N,miesto,арауыҡ
327,Ort::N,miesto,ерҙәр
328,Ort::N,miesto,урындар
329,Ort::N,miesto,эш урыны
330,Seite::N,bok,яҡ
331,Seite::N,strana,яҡ
332,Mitte::N,stred,урталыҡ
333,Gegenstand::N,predmet,нәмә
334,Sache::N,vec,нәмә
335,Sache::N,vec,әйбер
336,Rand::N,kraj,сит
337,Rand::N,okraj,сит
338,Kante::N,hrana,ҡабырға
339,Kante::N,hrana,ян
340,Ecke::N,roh,мөйөш
341,Spitze::N,hrot,ос
342,Spitze::N,špička,ос
343,Ende::N,koniec,аҙаҡ
344,Loch::N,diera,тишек
345,Winkel::N,kút,мөйөш
346,Muster::N,vzor,биҙәк
347,Muster::N,vzorka,биҙәк
348,Größe::N,veľkosť,ҙурлыҡ
349,Länge::N,dĺžka,оҙонлоҡ
350,Höhe::N,výška,бейеклек
351,Gewicht::N,váha,үлсәү
352,Menge::N,množstvo,һан
353,Haufen::N,hŕba,өйөм
354,Reihe::N,rad,рәт
355,Boot::N,čln,кәмә
356,Ruder::N,veslo,ишкәк
357,Schlitten::N,sane,сана
358,Ski::N,lyža,саңгы
359,Lagerfeuer::N,táborák,костер
360,Last::N,ťarcha,ауырлыҡ
361,Last::N,bremeno,ауырлыҡ
362,Gang::N,chôdza,барыу
363,Schritt::N,krok,аҙым
364,Norden::N,sever,төньяҡ
365,Süden::N,juh,көньяҡ
366,Westen::N,západ,көнбайыш
367,Osten::N,východ,көнсығыш
368,Holz::N,drevo,үағас
369,Brett::N,doska,таҡта
370,Platte::N,doska,плита
371,Platte::N,platňa,плита
372,Stütze::N,opora,терәк
373,Stange::N,tyč,кәртә
374,Stock::N,palica,таяҡ
375,Stab::N,palica,ҡолға
376,Rohr::N,rúra,торба
377,Haus::N,dom,өй
378,Haus::N,dom,йорт
379,Heim::N,domov,өй
380,Ofen::N,pec,мейес
381,Ofen::N,kachle,мейес
382,Fußboden::N,dlážka,енес
383,Fußboden::N,podlaha,енес
384,Tisch::N,stôl,өҫтәл
385,Stuhl::N,stolička,ултырғыс
386,Wiege::N,kolíska,бишек
387,Bett::N,lôžko,карауат
388,Bett::N,posteľ,карауат
389,Regal::N,regál,кәштә
390,Regal::N,polica,кәштә
391,Kiste::N,debna,йәшинк
392,Fenster::N,okno,тәҙрә
393,Fenster::N,oblok,тәҙрә
394,Tür::N,dvere,ишек
395,Tor::N,vráta,ҡапҡа
396,Zaun::N,plot,ҡойма
397,Zaun::N,ohrada,ҡойма
398,Dach::N,krov,түбә
399,Dach::N,krov,ҡыйыҡ
400,Dach::N,strecha,түбә
401,Dach::N,strecha,ҡыйыҡ
402,Leiter::N,rebrík,баҫҡыс
403,Leiter::N,rebrina,баҫҡыс
404,Besen::N,metla,һепертке
405,Spaten::N,rýľ,көрәк
406,Schaufel::N,lopata,көрәк
407,Gabel::N,vidlička,сәнске
408,Löffel::N,lyžica,ҡалаҡ
409,Messer::N,nôž,бысаҡ
410,Nagel::N,klinec,сөй
411,Netz::N,sieť,ау
412,Haken::N,hák,ыргаҡ
413,Haken::N,háčik,ыргаҡ
414,Griff::N,rukoväť,тотҡа
415,Schloss::N,zámka,йоҙаҡ
416,Bild::N,obraz,картина
417,Figur::N,figúra,һын
418,Puppe::N,bábka,ҡурсаҡ
419,Puppe::N,bábika,ҡурсаҡ
420,Beutel::N,vrece,тоҡ
421,Beutel::N,vrecko,тоҡ
422,Bündel::N,uzlík,төргәк
423,Bündel::N,zväzok,төргәк
424,Tasche::N,taška,сумка
425,Tasche::N,kabelka,сумка
426,Eimer::N,vedro,биҙрә
427,Deckel::N,vrchnák,ҡапҡас
428,Deckel::N,pokrývka,ҡапҡас
429,Geschirr::N,nádoba,һауыт-һаба
430,Sack::N,mech,тоҡ
431,Sack::N,vrece,тоҡ
432,Tasse::N,šálka,сынаяҡ
433,Topf::N,hrniec,кәстрүл
434,Kessel::N,kotol,ҡаҙан
435,Essen::N,jedlo,ашау
436,Nahrung::N,strava,аҙыҡ
437,Nahrung::N,potrava,аҙыҡ
438,Speise::N,jedlo,аш
439,Fleisch::N,mäso,ит
440,Getreide::N,obilie,иген
441,Getreide::N,obilie,ашлыҡ
442,Brei::N,kaša,бутҡа
443,Brot::N,chlieb,икмәк
444,Scheibe::N,kotúč,телем
445,Scheibe::N,krajec,телем
446,Fett::N,tuk,май
447,Fett::N,masť,май
448,Butter::N,maslo,май
449,Öl::N,olej,май буяуы
450,Salz::N,soľ,тоҙ
451,Suppe::N,polievka,һурпа
452,Honig::N,med,бал
453,Milch::N,mlieko,һөт
454,Tee::N,čaj,сәй
455,Leder::N,koža,күн
456,Wolle::N,vlna,йөн
457,Stoff::N,súkno,туҡыма
458,Nadel::N,ihla,энә
459,Faden::N,niť,еп
460,Faden::N,vlákno,еп
461,Knopf::N,gombík,төймә
462,Knoten::N,uzol,төйөн
463,Farbe::N,farba,буяу
464,Kleidung::N,šaty,кейем
465,Kleidung::N,šatstvo,кейем
466,Hemd::N,košeľa,күлдәк
467,Kragen::N,golier,яға
468,Ärmel::N,rukáv,ең
469,Hose::N,nohavice,салбар
470,Gürtel::N,pás,ҡайыш
471,Gürtel::N,opasok,ҡайыш
472,Mütze::N,čiapka,бүрк
473,Schuh::N,obuv,туфли
474,Schuh::N,topánka,туфли
475,Stiefel::N,čižma,итек
476,Ring::N,prsteň,йөҙөк
477,Ring::N,prsteň,балдаҡ
478,Band::N,stuha,таҫма
479,Kamm::N,hrebeň,тараҡ
480,Spiegel::N,zrkadlo,көзгө
481,Riemen::N,remeň,ҡайыш
482,Schnur::N,šnúra,бау
483,Leine::N,vodidlo,бау
484,Decke::N,deka,одеяд
485,Decke::N,prikrývka,одеяд
486,Kissen::N,poduška,мендәр
487,Tuch::N,šatka,яулыҡ
488,Handtuch::N,uterák,таҫтамал
489,Kraft::N,moc,көс
490,Stärke::N,sila,көс
491,Gesundheit::N,zdravie,һаулыҡ
492,Krankheit::N,nemoc,сир
493,Krankheit::N,nemoc,ауырыу
494,Krankheit::N,choroba,сир
495,Krankheit::N,choroba,ауырыу
496,Schmerz::N,bolesť,һыҙлау
497,Schmerz::N,bolesť,әрнеү
498,Wunde::N,rana,йәрәхәт
499,Fieber::N,horúčka,тапма
500,Fieber::N,horúčka,биҙгәк
501,Arznei::N,liek,дарыу
502,Brücke::N,most,күпер
503,Brunnen::N,studňa,ҡоҙоҡ
504,Weide::N,pastva,көтөүлек
505,Pfad::N,chodník,һуҡмаҡ
506,Weg::N,cesta,юл
507,Straße::N,hradská,урам
508,Dorf::N,dedina,ауыл
509,Stadt::N,mesto,ҡала
510,Brief::N,list,хат
511,Buch::N,kniha,китап
512,Buch::N,kniha,кенәгә
513,Buchstabe::N,litera,хәреф
514,Buchstabe::N,písmeno,хәреф
515,Zeitung::N,noviny,гәзит
516,Leben::N,život,йәшәү
517,Tod::N,smrť,үлем
518,Grab::N,hrob,ҡәбер
519,Kirche::N,kostol,сиркәү
520,Sünde::N,hriech,гөнаһ
521,Gott::N,boh,алла
522,Gott::N,boh,хоҙай
523,Arbeiter::N,robotník,эшсе
524,Arbeiter::N,pracnovík,эшсе
525,Chef::N,šéf,башлыҡ
526,Chef::N,riaditeľ,башлыҡ
527,Meister::N,majster,оҫта
528,Arzt::N,lekár,врач
529,Lehrer::N,učiteľ,уҡытыусы
530,Geld::N,peniaze,аҡса
531,Geschäft::N,obchod,эш
532,Laden::N,obchod,магазин
533,Preis::N,cena,хаҡ
534,Ware::N,tovar,тауар
535,Nutzen::N,osoh,файҙа
536,Nutzen::N,úžitok,файҙа
537,Reichtum::N,bohatstvo,байлыҡ
538,Welt::N,svet,донъя
539,Land::N,územie,ил
540,Land::N,krajina,ил
541,Staat::N,štát,дәүләт
542,König::N,kráľ,король
543,Macht::N,moc,власть
544,Macht::N,mocnosť,власть
545,Grenze::N,hranica,сик
546,Krieg::N,vojna,һуғыш
547,Feind::N,nepriateľ,йылан
548,Gewalt::N,násilie,көслөк
549,Kampf::N,boj,көрәш
550,Bogen[Waffe]::N,luk,йәйә
551,Pfeil::N,šíp,уҡ
552,Pfeil::N,strela,уҡ
553,Gewehr::N,puška,мылтыҡ
554,Fehler::N,omyl,хата
555,Fehler::N,chyba,хата
556,Lüge::N,lož,ялған
557,Schaden::N,ujma,зыян
558,Schaden::N,ujma,зарар
559,Schaden::N,škoda,зыян
560,Schaden::N,škoda,зарар
561,Unglück::N,nešťastie,ҡаза
562,Schuld::N,vina,ғәйеп
563,Schuld::N,previnenie,ғәйеп
564,Alter::N,vek,йәш
565,Schluss::N,záver,һуң
566,Schluss::N,záver,аҙаҡ
567,Schluss::N,koniec,һуң
568,Schluss::N,koniec,аҙаҡ
569,Zeit::N,čas,мәл
570,Zeit::N,čas,заман
571,Tag::N,deň,көн
572,Morgen::N,ráno,иртә
573,Morgen::N,ráno,иртәнсәк
574,Mittag::N,poludnie,төш
575,Abend::N,večer,кис
576,Nacht::N,noc,төн
577,Woche::N,týždeň,аҙна
578,Monat::N,mesiac,ай
579,Jahr::N,rok,йыл
580,Frühling::N,jar,яҙ
581,Sommer::N,leto,йәй
582,Herbst::N,jeseň,көз
583,Winter::N,zima,ҡыш
584,Januar::N,január,ғинуар
585,Februar::N,február,февраль
586,März::N,marec,март
587,April::N,apríl,апрель
588,Mai::N,máj,май
589,Juni::N,jún,июнь
590,Juli::N,júl,июль
591,August::N,august,август
592,September::N,september,сентябрь
593,Oktober::N,október,октябрь
594,November::N,november,ноябрь
595,Dezember::N,december,декабрь
596,Montag::N,pondelok,дүшәмбе
597,Dienstag::N,utorok,шишәмбе
598,Mittwoch::N,streda,шаршамбы
599,Donnerstag::N,štvrtok,кесаҙна
600,Freitag::N,piatok,йома
601,Samstag::N,sobota,шәмбе
602,Sonntag::N,nedeľa,йәкшәмбе
603,groß::A,veľký,ҙур
604,klein::A,malý,бәләкәс
605,lang::A,dlhý,оҙон
606,kurz::A,krátky,ҡыҫҡа
607,breit::A,široký,киң
608,schmal::A,úzky,тар
609,dicht::A,hustý,йыш
610,dicht::A,hustý,ҡуйы
611,dick[Gegenstand]::A,tlstý,ҡалын
612,dünn::A,tenký,йоҡа
613,dünn::A,tenký,нәҙек
614,fein::A,jemný,нескә
615,fest::A,pevný,ныҡ
616,flach::A,rovný,яҫы
617,flach::A,rovný,ялпаҡ
618,flach::A,plochý,яҫы
619,flach::A,plochý,ялпаҡ
620,glatt::A,hladký,шыма
621,hart::A,tvrdý,ҡаты
622,weich::A,mäkký,йомшаҡ
623,rund::A,guľatý,түңәрәк
624,rund::A,okrúhly,түңәрәк
625,spitz::A,končitý,осло түбәле
626,scharf::A,ostrý,үткер
627,stumpf::A,tupý,утмәҫ
628,schwer::A,ťažký,ауыр
629,schön::A,pekný,матур
630,schön::A,krásny,матур
631,heiß::A,horúci,эҫе
632,warm::A,teplý,йылы
633,kalt::A,studený,һыуыҡ
634,kühl::A,chladný,һалҡынса
635,frisch::A,svieži,һалҡынса
636,feucht::A,vlhký,еүеш
637,feucht::A,vlhký,дымлы
638,feucht::A,zvlhnutý,еүеш
639,feucht::A,zvlhnutý,дымлы
640,nass::A,mokrý,еүеш
641,trocken::A,suchý,кипкән
642,voll::A,plný,тулы
643,leer::A,prázdny,буш
644,offen::A,otvorený,асыҡ
645,geschlossen::A,zavretý,ябыҡ
646,sauber::A,čistý,таҙа
647,schmutzig::A,špinavý,бысраҡ
648,roh::A,surový,сей
649,reif::A,zrelý,өлгөрғән
650,lecker::A,chutný,тәмле
651,süß::A,sladký,тямле
652,süß::A,sladký,тәм-том
653,bitter::A,horký,әсе
654,sauer::A,kyslý,әсе
655,hell::A,jasný,яҡты
656,hell::A,svetlý,яҡты
657,dunkel::A,temný,ҡараңғы
658,schwarz::A,čierny,ҡара
659,weiß::A,biely,аҡ
660,rot::A,červený,матур
661,rot::A,červený,һылыу
662,rot::A,červený,сибәр
663,gelb::A,žltý,һары
664,blau::A,modrý,күк
665,blau::A,belasý,күк
666,grün::A,zelený,йәшел
667,grau::A,šedý,буҙ
668,bunt::A,pestrý,сыбар
669,bunt::A,pestrý,ала-ҡола
670,billig::A,lacný,арзан
671,teuer::A,drahý,ҡыйбатлы
672,wertvoll::A,cenný,ҡиммәтле
673,blind::A,slepý,һуҡыр
674,taub::A,hluchý,һаңғырау
675,kräftig::A,silný,көслө
676,kräftig::A,silný,ҡеүәтле
677,stark::A,silný,көслө
678,stark::A,silný,ҡеүәтле
679,schwach::A,slabý,көсһөҙ
680,schwach::A,bezvládny,көсһөҙ
681,fett::A,tučný,һимеҙ
682,schlank::A,štíhly,зифа
683,hübsch::A,šumný,матур
684,hübsch::A,švárny,матур
685,böse::A,zlý,асыулы
686,dumm::A,hlúpy,иҫәр
687,faul::A,lenivý,иренсәк
688,fleißig::A,snaživý,тырыш
689,fleißig::A,usilovný,тырыш
690,geizig::A,skupý,һаран
691,geizig::A,lakomý,һаран
692,klug::A,múdry,аҡыллы
693,klug::A,bystrý,аҡыллы
694,geschickt::A,zručný,оҫта
695,geschickt::A,šikovný,оҫта
696,lieb::A,milý,яғымлы
697,lustig::A,veselý,күңелле
698,sanft::A,nežný,йыуаш
699,hungrig::A,lačný,ас
700,hungrig::A,hladný,ас
701,krank::A,chorý,сирле
702,krank::A,chorý,ауырыу
703,krank::A,nemocný,сирле
704,krank::A,nemocný,ауырыу
705,nackt::A,nahý,яланғас
706,traurig::A,smutný,яманһыу
707,lebendig::A,živý,тере
708,lebendig::A,živý,йәнле
709,gut::A,dobrý,яҡшы
710,schlecht::A,zlý,хөрт
711,schlecht::A,zlý,алама
712,richtig::A,správny,дөрөҫ
713,schlimm::A,zlý,хөрт
714,schlimm::A,zlý,алама
715,schlimm::A,nepríjemný,хөрт
716,schlimm::A,nepríjemný,алама
717,wahr::A,pravý,дөрөҫ
718,wahr::A,pravdivý,дөрөҫ
719,alt::A,starý,иҫке
720,alt::A,starý,боронғо
721,neu::A,nový,яңы
722,ehemalig::A,bývalý,элекке
723,alt[Lebewesen]::A,starý,ҡарт
724,jung::A,mladý,йәш
725,arm::A,chudobný,фәҡир
726,reich::A,bohatý,бай
727,bekannt::A,známy,таныш
728,berühmt::A,slávny,атаҡлы
729,berühmt::A,slávny,данлыҡлы
730,berühmt::A,povestný,атаҡлы
731,berühmt::A,povestný,данлыҡлы
732,fremd::A,cudzí,ят
733,fremd::A,cudzí,сит
734,verschieden::A,rôzny,төрлө
735,verschieden::A,rozličný,төрлө
736,nah::A,blízky,яҡын
737,fern::A,ďaleký,алыҫ
738,fern::A,ďaleký,йыраҡ
739,linker::A,ľavý,һул
740,rechter::A,pravý,уң
741,anderer::A,iný,бутән
742,anderer::A,druhý,бутән
743,erster::A,prvý,тәүге
744,zweiter::A,druhý,икенсе
745,dritter::A,tretí,өсөнсө
746,letzter::A,ostatný,һуңғы
747,letzter::A,posledný,һуңғы
748,allein::ADV,sám,бер үҙе
749,allein::ADV,sám,яңғыҙ
750,auf einmal::ADV,zároveň,бер юлы
751,zusammen::ADV,spolu,бергә
752,zusammen::ADV,spoločne,бергә
753,lange::ADV,dlho,оҙаҡ
754,plötzlich::ADV,náhle,ҡапыл
755,sofort::ADV,hneď,шунда уҡ
756,sofort::ADV,ihneď,шунда уҡ
757,später::ADV,neskoršie,һуңыраҡ
758,jetzt::ADV,teraz,хәҙер
759,heute::ADV,dnes,бөгөн
760,morgen::ADV,zajtra,иртәгә
761,bald::ADV,skoro,тиҙҙән
762,dann::ADV,nato,һуңынан
763,dann::ADV,potom,һуңынан
764,gestern::ADV,včera,кисә
765,einst::ADV,kedysi,ҡасандыр
766,einst::ADV,kedysi,бер баҡыт
767,einst::ADV,niekedy,ҡасандыр
768,einst::ADV,niekedy,бер баҡыт
769,damals::ADV,vtedy,ул саҡта
