,Concept_ID,mdf,uk
809,neun::NUM,ве́йхкса,дев’ять
810,zehn::NUM,кемонь,десять
811,elf::NUM,кефкие,одинадцять
812,zwölf::NUM,кемгафтува,дванадцять
813,zwanzig::NUM,комсь,двадцять
814,dreißig::NUM,колмогемонь,тридцять
815,vierzig::NUM,нильге́монь,сорок
816,fünfzig::NUM,ве́дьгемонь,п’ятдесят
817,sechzig::NUM,ко́дгемонь,шістдесят
818,siebzig::NUM,сизьге́монь,сімдесят
819,achtzig::NUM,ка́фксогемонь,вісімдесят
820,neunzig::NUM,ве́йхксогемонь,дев’яносто
821,hundert::NUM,сяда,сто
822,tausend::NUM,тёжянь,тисяча
823,und::CNJ,и,і
824,und::CNJ,дъ,і
825,oder::CNJ,или,або
826,oder::CNJ,али,або
827,stehen::V,а́щемс стя́да,стояти
828,sitzen::V,ащемс озада,сидіти
829,liegen::V,ма́дозь а́щемс,лежати
830,hängen::V,нюрьгомс,висіти
831,werden::V,арамс,стати
832,werden::V,арамс,робитися
833,werden::V,тиевомс,стати
834,werden::V,тиевомс,робитися
835,passieren::V,лисэмс,трапитися
836,passieren::V,эвондамс,трапитися
837,beginnen::V,ушедомс,початися
838,enden::V,лоткамс,кінчитися
839,wechseln::V,по́лафнемс,мінятися
840,aufgehen[Sonne]::V,стямс,зійти
841,aufgehen[Sonne]::V,лисемс,зійти
842,untergehen[Sonne]::V,валгомс,зайти
843,scheinen[Sonne]::V,ва́лдоптомс,світити
844,donnern::V,торамс,гриміти
845,wehen::V,уфа́мс,віяти
846,strömen::V,шудемс,литися
847,fließen::V,шудемс,текти
848,sich drehen::V,шаромс,обертатися
849,schwanken::V,якамс,коливатися
850,schwingen::V,люксемс,хитатися
851,schwingen::V,люксемс,гойдатися
852,schwingen::V,нюрьсемс,хитатися
853,schwingen::V,нюрьсемс,гойдатися
854,fallen::V,прамс,падати
855,fallen::V,прашендомс,падати
856,brennen::V,паломс,горіти
857,rauchen::V,качадомс,диміти
858,regnen::V,пиземс,дощити
859,gefrieren::V,эйндамс,змерзнути
860,gefrieren::V,кельмомс,змерзнути
861,tauen::V,соламс,танути
862,schmelzen::V,соламс,плавитися
863,trocknen::V,коськомс,сохнути
864,sieden::V,лакамс,кипіти
865,faulen::V,наксадомс,гнити
866,verfaulen::V,наксадомс,згнити
867,reißen::V,сязевомс,рватися
868,versinken::V,ваямс,тонути
869,vergehen::V,ётамс,проходити
870,erscheinen::V,эвондамс,з’явитися
871,verschwinden::V,юма́мс,щезнути
872,verschwinden::V,юма́мс,зникнути
873,sinken::V,валгомс,спадати
874,abnehmen::V,киремс,поменшитися
875,zunehmen::V,ламокстомс,збільшуватися
876,zunehmen::V,рашнемс,збільшуватися
877,steigen::V,кеподемс,підніматися
878,wachsen::V,касомс,рости
879,glänzen::V,цинзелдомс,блищати
880,glänzen::V,цифордомс,блищати
881,funkeln::V,ци́фтордомс,блискати
882,lärmen::V,жалнамс,шуміти
883,läuten::V,гайфтемс,дзвонити
884,klingeln::V,гайфтемс,дзвонити
885,klirren::V,ка́нзеркшнемс,дзвякати
886,brausen::V,жоледемс,бушувати
887,rauschen::V,вжнамс,шелестіти
888,rauschen::V,гамнамс,шелестіти
889,klingen::V,кайгомс,лунати
890,klingen::V,кайгомс,звучати
891,bellen::V,ува́мс,гавкати
892,heulen::V,сувомс,вити
893,heulen::V,урнамс,вити
894,blasen::V,уфа́мс,дунути
895,pfeifen::V,вяшкомс,свистіти
896,schreien::V,пешкодомс,кричати
897,stöhnen::V,куфцемс,стогнати
898,zittern::V,таромс,тремтіти
899,leben::V,эрямс,жити
900,geboren werden::V,шачемс,народитися
901,atmen::V,ажнамс,дихати
902,trinken::V,симомс,пити
903,essen::V,ярхцамс,їсти
904,schlucken::V,нилемс,ковтати
905,müde werden::V,сиземс,втомитися
906,einschlafen::V,матодовомс,заснути
907,schlafen::V,удомс,спати
908,aufwachen::V,съргоземс,прокинутися
909,aufstehen::V,стямс,встати
910,sich erholen::V,ваймосемс,відпочивати
911,krank werden::V,сярядькстомс,захворіти
912,krank sein::V,сярядемс,хворіти
913,schmerzen::V,сярядемс,боліти
914,husten::V,козомс,кашляти
915,genesen::V,пъ́чкамс,одужати
916,genesen::V,пъ́чкамс,видужати
917,sterben::V,куломс,померти
918,umkommen::V,юма́мс,згинути
919,sich bewegen::V,шаштомс,рухатися
920,sich rühren::V,сърхка́мс,ворушитися
921,sich erheben::V,стямс,встати
922,sich setzen::V,озамс,сісти
923,hinfallen::V,прамс,упасти
924,hinfallen::V,сяворемс,упасти
925,laufen::V,якамс,ходити
926,schreiten::V,молемс,крокувати
927,schreiten::V,аськолямс,крокувати
928,spazierengehen::V,якамс,гуляти
929,eilen::V,эряскодомс,спішити
930,sich beeilen::V,эряскодомс,поспішати
931,sausen::V,лиемс,мчатися
932,rennen::V,арнемс,бігати
933,springen::V,комотнемс,скакати
934,springen::V,комотнемс,стрибати
935,klettern::V,ку́цемс,лазити
936,schaukeln::V,нюрямс,гойдатися
937,kriechen::V,шаштомс комада,повзати
938,schwimmen::V,уемс,пливти
939,schwimmen::V,уемс,плавати
940,tauchen::V,юпиемс,пірнати
941,tauchen::V,чёпафнемс,пірнати
942,rudern::V,па́немс ве́неж,гребти
943,rudern::V,па́немс ве́неж,веслувати
944,fahren::V,ардомс,їхати
945,fliegen::V,лиемс,літати
946,gehen::V,молемс,іти
947,weggehen::V,тумс,піти
948,abfahren::V,тумс,від’їхати
949,abfahren::V,тумс,відправитися
950,anhalten::V,лоткамс,зупинитися
951,hineingehen::V,сува́мс,входити
952,eintreten::V,сува́мс,увійти
953,kommen::V,самс,прийти
954,ankommen::V,самс,прибути
955,ankommen::V,пачкодемс,прибути
956,zurückkommen::V,мърдамс,повернутися
957,bleiben::V,иля́домс,залишитися
958,warten::V,учемс,чекати
959,erwarten::V,учемс,чекати
960,suchen::V,вешемс,шукати
961,finden::V,мумс,знайти
962,versuchen::V,варчсемс,випробовувати
963,vorbereiten::V,анокламс,підготувати
964,lieben::V,кельгомс,любити
965,mögen::V,кельгомс,любити
966,mögen::V,кельгомс,подобатися
967,lachen::V,рахамс,сміятися
968,lachen::V,рахсемс,сміятися
969,rühren::V,токамс седи,розчулити
970,weinen::V,авардемс,плакати
971,schimpfen::V,сюцемс,лаятися
972,sich ärgern::V,кяжиямс,сердитися
973,sich fürchten::V,пелемс,боятися
974,fürchten::V,пелемс,боятися
975,fliehen::V,ворьгодемс,тікати
976,flüchten::V,ша́домс,утекти
977,flüchten::V,во́рьгодемс,утекти
978,sehen::V,няемс,бачити
979,anschauen::V,ваномс,поглянути
980,ansehen::V,ваномс,дивитися на
981,hören::V,марямс,чути
982,zuhören::V,ку́лхдоньомс,слухати
983,probieren::V,варжамс,покуштувати
984,riechen::V,никса́мс,нюхати
985,fühlen::V,марямс,відчувати
986,scheinen::V,ня́евомс,здаватися
987,zu sehen sein::V,ня́евомс,виднітися
988,vernehmen::V,марямс,почути
989,frieren::V,паломс,мерзнути
990,frieren::V,кельмомс,мерзнути
991,tun::V,тиемс,робити
992,können::V,маштомс,могти
993,wollen::V,-не-,хотіти
994,anfangen::V,ушедомс,почати
995,beenden::V,аде́ламс,закінчити
996,aufhören::V,лоткамс,перестати
997,gelingen::V,удалакшнемс,вдатися
998,geraten::V,лисемс,опинитися
999,öffnen::V,панжемс,відкрити
1000,schließen::V,сёлгомс,закрити
1001,stellen::V,путомс,поставити
1002,setzen::V,озафнемс,посадити
1003,setzen::V,озавтнемс,посадити
1004,legen::V,путомс,класти
1005,berühren::V,токамс,чіпати
1006,verbinden::V,сотомс,зв’язати
1007,bedecken::V,комачамс,покрити
1008,bedecken::V,вельхтямс,покрити
1009,aufhängen::V,повфтамс,повісити
1010,anzünden::V,крьвя́стемс,запалити
1011,aufheben::V,кеподемс,підняти
1012,aufheben::V,касфтомс,підняти
1013,zurücklassen::V,ка́домс,залишити
1014,verlieren::V,юма́фтомс,загубити
1015,fallen lassen::V,прафтомс,упустити
1016,machen::V,тиемс,зробити
1017,herstellen::V,анокламс,виготовити
1018,bauen::V,путомс,будувати
1019,reparieren::V,петемс,лагодити
1020,verbessern::V,цебярьгофтомс,поліпшити
1021,ändern::V,полафтомс,змінити
1022,graben::V,шу́вомс,копати
1023,graben::V,та́ргамс,копати
1024,beugen::V,мяндемс,зігнути
1025,biegen::V,комафтомс,погнути
1026,drehen::V,шо́вамс,вертіти
1027,drehen::V,ша́рфнемс,вертіти
1028,wenden::V,ша́рфтомс,повернути
1029,umdrehen::V,шарфтомс,перевернути
1030,heben::V,ке́подемс,піднімати
1031,hochheben::V,ке́подемс,підняти
1032,hochheben::V,ка́сфтомс,підняти
1033,ergreifen::V,фатямс,схопити
1034,halten::V,кирдемс,тримати
1035,drücken::V,люпшта́мс,натискати
1036,schieben::V,шашфтомс,пхати
1037,schieben::V,шашфтомс,штовхати
1038,kratzen::V,а́нгорямс,шкребти
1039,kratzen::V,киськоря́мс,шкребти
1040,lecken::V,нолсемс,лизати
1041,beißen::V,сускомс,кусати
1042,abreißen::V,сяземс,відірвати
1043,abschneiden::V,керомс,відрізати
1044,binden::V,сотомс,в’язати
1045,stecken::V,сялгомс,увіткнути
1046,brechen::V,си́ннемс,зламати
1047,brechen::V,ка́лафтомс,зламати
1048,klopfen::V,чакамс,стукати
1049,klopfen::V,чакиемс,стукати
1050,hauen::V,шавомс,бити
1051,hauen::V,пиксомс,бити
1052,kleben::V,пе́тфнемс,клеїти
1053,reiben::V,шо́вамс,терти
1054,streichen::V,вадемс,намазати
1055,schleifen::V,шо́вамс,точити
1056,schneiden::V,керомс,різати
1057,rütteln::V,та́рфтомс,хитати
1058,schütteln::V,шука́демс,трясти
1059,schwenken::V,яфодемс,махати
1060,schütten::V,каямс,налити
1061,schütten::V,нюрьхтя́мс,налити
1062,füllen::V,пяшкодемс,наповнити
1063,einwickeln::V,тапардамс,загорнути
1064,tragen::V,кандомс,нести
1065,schleppen::V,ускомс,тягти
1066,ziehen::V,ускомс,тягнути
1067,aufbewahren::V,ванфтомс,зберігати
1068,werfen::V,ёрямс,кидати
1069,fangen::V,кунда́мс,ловити
1070,packen::V,фатямс,схопити
1071,verstecken::V,кяшемс,сховати
1072,teilen::V,явомс,розділити
1073,schicken::V,кучемс,посилати
1074,bringen::V,кандомс,принести
1075,bringen::V,пачфтемс,принести
1076,hinzufügen::V,пу́томс та́га,додати
1077,hinzufügen::V,ма́ксомс та́га,додати
1078,bekommen::V,сявомс,дістати
1079,erhalten::V,сявомс,одержати
1080,nehmen::V,сявомс,взяти
1081,wählen::V,ко́чкамс,вибрати
1082,auswählen::V,кочкамс,відібрати
1083,bewahren::V,ванфтомс,зберегти
1084,behindern::V,шорямс,перешкоджати
1085,verderben::V,коламс,зіпсувати
1086,verderben::V,гастямс,зіпсувати
1087,beschädigen::V,тиендемс зиян,зашкодити
1088,zerbrechen::V,тапамс,розбити
1089,zerreißen::V,сяземс,розірвати
1090,zerstören::V,ка́лафтомс,зруйнувати
1091,verbrennen::V,пълхта́мс,спалити
1092,geben::V,ма́ксомс,дати
1093,reichen::V,максомс,передати
1094,schenken::V,каземс,дарувати
1095,versprechen::V,ма́ксомс вал,обіцяти
1096,wünschen::V,арьсемс,бажати
1097,loben::V,шна́мс,хвалити
1098,küssen::V,палсемс,цілувати
1099,wiegen::V,нюря́фтомс,качати
1100,zudecken::V,вельхтямс,накрити
1101,wecken::V,стя́фтомс,розбудити
1102,wecken::V,съ́ргозьфтемс,розбудити
1103,zeigen::V,няфтемс,показати
1104,führen::V,вятемс,вести
1105,lehren::V,тонафтомс,вчити
1106,unterrichten::V,тонафтомс,викладати
1107,aufziehen::V,касфтомс,виховати
1108,leiten::V,вятемс,керувати
1109,antreiben::V,вятемс,підганяти
1110,lassen::V,кошардомс,змусити
1111,einladen::V,тердемс,запросити
1112,einladen::V,серьгядемс,запросити
1113,vereinigen::V,пуроптомс,об’єднати
1114,vereinigen::V,кочкамс марса,об’єднати
1115,besuchen::V,варжамс,завітати
1116,besuchen::V,варжамс,відвідати
1117,treffen::V,васьфтомс,зустріти
1118,sich versammeln::V,кочкавомс,зібратися
1119,spielen::V,налхксемс,грати
1120,singen::V,морамс,співати
1121,tanzen::V,кштимс,танцювати
1122,sich trennen::V,явомс,розлучитися
1123,verlassen::V,кадондомс,покинути
1124,retten::V,идемс,врятувати
1125,retten::V,араламс,врятувати
1126,bewachen::V,ваномс,охороняти
1127,schützen::V,а́раламс,уберігати
1128,verteidigen::V,а́раламс,захистити
1129,sich schlagen::V,тюремс,битися
1130,sich schlagen::V,тюремс,дратися
1131,schießen::V,ляцемс,стріляти
1132,siegen::V,сяськомс,перемогти
1133,ärgern::V,кяжияфтомс,сердити
1134,schlagen::V,токамс,ударити
1135,treten::V,тапамс,штовхати
1136,stechen::V,пупамс,вколоти
1137,stechen::V,сялгомс,вколоти
1138,stoßen::V,тостядемс,штовхнути
1139,stehlen::V,саламс,украсти
1140,stören::V,шорсемс,перешкодити
1141,belästigen::V,токсамс,докучати
1142,belästigen::V,аф кадомс ваймама,докучати
1143,verbergen::V,кяшемс,сховати
1144,täuschen::V,васькафтомс,обдурити
1145,täuschen::V,кяльготнемс,обдурити
1146,betrügen::V,васькафнемс,зшахраювати
1147,töten::V,шавомс,убити
1148,töten::V,аде́ламс,убити
1149,wohnen::V,эрямс,жити
1150,wohnen::V,эрямс,мешкати
1151,arbeiten::V,покодемс,працювати
1152,sammeln::V,кочкамс,зібрати
1153,sammeln::V,пу́роптомс,зібрати
1154,pflücken::V,фатнемс,зривати
1155,pflücken::V,нотфнемс,зривати
1156,jagen::V,кунда́мс,полювати
1157,fischen::V,калонь кунда́мс,рибалити
1158,fassen::V,кунда́мс,піймати
1159,hüten::V,ваномс,пасти
1160,treiben::V,панемс,гнати
1161,anbinden::V,сотомс,прив’язати
1162,füttern::V,трямс,годувати
1163,füttern::V,трямс,харчувати
1164,füttern::V,а́ндомс,годувати
1165,füttern::V,а́ндомс,харчувати
1166,melken::V,потямс,доїти
1167,hacken::V,лазондомс,рубати
1168,gießen::V,валомс,полити
1169,reifen::V,кенеремс,дозріти
1170,zubereiten::V,анокламс,зготовити
1171,zubereiten::V,анокламс,приготувати
1172,kochen::V,пидемс,варити
1173,kochen::V,пидемс,готувати
1174,backen::V,пидемс,пекти
1175,braten::V,пуштомс,смажити
1176,umrühren::V,шорямс,переміщати
1177,stricken::V,кодамс,в’язати
1178,nähen::V,стамс,шити
1179,färben::V,а́рхтомс,пофарбувати
1180,reinigen::V,ва́ткамс,очистити
1181,reinigen::V,а́роптомс,очистити
1182,waschen::V,муськомс,мити
1183,abwischen::V,нардамс,витерти
1184,spülen::V,оргалдомс,полоскати
1185,fegen::V,тяемс,підмітати
1186,kehren::V,тяемс,мести
1187,baden::V,э́шелямс,купатися
1188,sich waschen::V,штамс,митися
1189,ausziehen::V,кайсефтемс,зняти
1190,anziehen::V,ща́фтомс,надіти
1191,sich anziehen::V,щамс,одягтися
1192,sich anziehen::V,щамс,одягнутися
1193,kämmen::V,се́ендемс,зачесати
1194,schmücken::V,на́ряжамс,оздобити
1195,schmücken::V,ма́зоптомс,оздобити
1196,sagen::V,азомс,сказати
1197,sagen::V,мярьгомс,сказати
1198,sprechen::V,корхтамс,говорити
1199,reden::V,корхнемс,розмовляти
1200,sich unterhalten::V,корхнемс,бесідувати
1201,fragen::V,ки́зефтемс,запитати
1202,bitten::V,а́намс,просити
1203,bitten::V,ве́шемс,просити
1204,erzählen::V,а́зондомс,розповісти
1205,mitteilen::V,азомс,повідомити
1206,nennen::V,лемдемс,назвати
1207,nennen::V,путомс лем,назвати
1208,rufen::V,серьгядемс,кликати
1209,prahlen::V,шна́фтомс пря́,хвалитися
1210,übersetzen::V,ётафтомс,перекласти
1211,denken::V,арьсемс,думати
1212,denken::V,арьсемс,мислити
1213,glauben::V,кемамс,вірити
1214,bemerken::V,ня́емс,помітити
1215,erkennen::V,содамс,пізнати
1216,begreifen::V,сатомс,осягнути
1217,verstehen::V,шарьхкодемс,почути
1218,lernen::V,тонафнемс,навчатися
1219,wissen::V,со́дамс,знати
1220,sich erinnern an::V,лятфтамс,пам’ятати
1221,vergessen::V,юкстамс,забути
1222,messen::V,ункснемс,міряти
1223,zählen::V,лу́вомс,лічити
1224,zählen::V,а́рьсемс,лічити
1225,rechnen::V,лувомс,рахувати
1226,lesen::V,лувомс,читати
1227,lesen::V,морафтомс,читати
1228,malen::V,рисова́ндамс,малювати
1229,zeichnen::V,рисова́ндамс,рисувати
1230,schreiben::V,сёрмадомс,писати
1231,besitzen::V,улемс азоркс,мати
1232,kaufen::V,рамамс,купити
1233,verkaufen::V,мимс,продати
1234,bezahlen::V,пандомс,заплатити
1235,zahlen::V,па́ндомс,платити
1236,beherrschen::V,азорондамс,володіти
1237,ertragen::V,кирдемс,витерпіти
1238,Netz::N,,сіть
