,Concept_ID,pl,ko
829,rauschen::V,szumieć,솨솨
830,rauschen::V,szeleścić,솨솨
831,klingen::V,brzmieć,반향하다
832,klingen::V,dźwięczeć,반향하다
833,bellen::V,szczekać,짖다
834,heulen::V,wyć,포효하다
835,blasen::V,dmuchnąć,불다
836,pfeifen::V,gwizdać,피리를불다
837,schreien::V,krzyczeć,절규하다
838,stöhnen::V,stękać,신음하다
839,zittern::V,drżeć,저뉼하다
840,leben::V,żyć,살다
841,geboren werden::V,urodzić się,태어난
842,atmen::V,oddychać,숨쉬다
843,trinken::V,pić,마시다
844,essen::V,jeść,먹다
845,schlucken::V,połknąć,들이켜다
846,müde werden::V,zmęczyć się,
847,einschlafen::V,zasnąć,잠들다
848,schlafen::V,spać,자다
849,aufwachen::V,obudzić się,눈트다
850,aufstehen::V,wstać,서다
851,sich erholen::V,wypoczywać,회복하다
852,krank werden::V,zachorować,
853,krank sein::V,chorować,
854,schmerzen::V,boleć,아프다
855,husten::V,kaszlać,잔기침하다
856,genesen::V,wyzdrowieć,낫다
857,sterben::V,umrzeć,죽다
858,umkommen::V,zginąć,못쓰게되다
859,sich bewegen::V,poruszać się,움직이다
860,sich rühren::V,ruszyć się,움직이다
861,sich erheben::V,podnieść się,이러서다
862,sich setzen::V,usiąść,앉히다
863,hinfallen::V,upaść,넘어지다
864,laufen::V,chodzić,걷다
865,schreiten::V,kroczyć,보행하다
866,spazierengehen::V,iść na spacer,산보하다
867,eilen::V,pospieszać,서둘다
868,sich beeilen::V,pospieszyć się,서둘게하다
869,sausen::V,pędzić,서들러 떠나다
870,rennen::V,biec,달리다
871,rennen::V,biegać,달리다
872,springen::V,skakać,도약하다
873,klettern::V,wspinać się,갑겨오르다
874,schaukeln::V,huśtać,흔들리게하다
875,schaukeln::V,kołysać,흔들리게하다
876,kriechen::V,pełzać,기다
877,kriechen::V,czołgać się,기다
878,schwimmen::V,pływać,헤엄치다
879,tauchen::V,zanurzać się,잠기다
880,rudern::V,wiosłować,물을헤치다
881,fahren::V,jechać,가다
882,fahren::V,jechać,나르다
883,fliegen::V,latać,날다
884,fliegen::V,lecieć,날다
885,gehen::V,iść,가다
886,weggehen::V,odejść,팔리다
887,abfahren::V,odjechać,출발하다
888,anhalten::V,zatrzymać się,멈추다
889,hineingehen::V,wchodzić,(그리로)가다
890,eintreten::V,wejść,들러가다
891,eintreten::V,nastąpić,들러가다
892,kommen::V,przyjść,오다
893,ankommen::V,przybyć,고챀하다
894,zurückkommen::V,wrócić,보기
895,bleiben::V,zostać,체류
896,warten::V,czekać,기다리다
897,erwarten::V,oczekiwać,기대하다
898,suchen::V,szukać,찾다
899,suchen::V,szukać,구하다
900,finden::V,znaleźć,찾아내다
901,versuchen::V,próbować,시험하다
902,vorbereiten::V,przygotować,재비하다
903,lieben::V,kochać,사랑하다
904,mögen::V,lubić,줗아하다
905,lachen::V,śmiać się,웃다
906,rühren::V,wzruszyć,건드리다
907,weinen::V,płakać,울다
908,schimpfen::V,kląć,꾸짖다
909,sich ärgern::V,gniewać się,화를내게 하다
910,sich fürchten::V,bać się,두려원하다
911,fürchten::V,bać się,두려원하다
912,fliehen::V,uciekać,도망치다
913,flüchten::V,uciec,도주하다
914,sehen::V,widzieć,보다
915,sehen::V,zobaczyć,보다
916,anschauen::V,oglądać,바라보다
917,ansehen::V,popatrzeć na,바라보다
918,hören::V,słyszeć,듣다
919,zuhören::V,słuchać,듣다
920,probieren::V,kosztować,시식하다
921,riechen::V,wąchać,내새를맡다
922,fühlen::V,czuć,느끼다
923,fühlen::V,odczuwać,느끼다
924,scheinen::V,wydawać się,...것같다
925,zu sehen sein::V,widnieć,보이는
926,vernehmen::V,usłyszeć,듣다
927,vernehmen::V,usłyszeć,들어서일다
928,frieren::V,marznąć,춥다
929,tun::V,czynić,하다
930,können::V,móc,할주릴다
931,können::V,umieć,할주릴다
932,wollen::V,chcieć,바라다
933,anfangen::V,zacząć,시작하다
934,beenden::V,zakończyć,다하다
935,aufhören::V,przestać,그만두다
936,gelingen::V,udać się,성국하다
937,geraten::V,udać się,잘되어가다
938,öffnen::V,otworzyć,열다
939,schließen::V,zamknąć,추측하다
940,stellen::V,postawić,세우다
941,setzen::V,posadzić,놓다
942,legen::V,kłaść,눕히다
943,berühren::V,dotykać,대다
944,verbinden::V,łączyć,옝열하다
945,bedecken::V,przykryć,덮다
946,aufhängen::V,powiesić,매달다
947,anzünden::V,zapalić,점화하다
948,aufheben::V,podnieść,위로올리다
949,zurücklassen::V,zostawić,튀에남기다
950,verlieren::V,zgubić,잃다
951,fallen lassen::V,upuścić,떨어뜨리다
952,machen::V,zrobić,하다
953,herstellen::V,wytworzyć,제조하다
954,bauen::V,budować,짓다
955,reparieren::V,naprawiać,수셩자다
956,verbessern::V,ulepszyć,정정하다
957,ändern::V,zmienić,바꾸다
958,graben::V,kopać,파다
959,beugen::V,zagiąć,구부리다
960,biegen::V,zgiąć,굽히다
961,drehen::V,obracać,회전
962,wenden::V,obrocić,회전시키다
963,umdrehen::V,obrocić,회전시키다
964,heben::V,podnosić,일으아키다
965,hochheben::V,podnieść,틀어올리다
966,ergreifen::V,chwycić,잡다
967,halten::V,trzymać,잡다
968,drücken::V,naciskać,누르다
969,schieben::V,pchać,밀다
970,schieben::V,posuwać,밀다
971,kratzen::V,drapać,긁다
972,lecken::V,lizać,핥다
973,beißen::V,kąsać,물다
974,abreißen::V,oderwać,
975,abschneiden::V,odciąć,귾어내다
976,binden::V,wiązać,매다
977,stecken::V,wetknąć,찌르다
978,brechen::V,złamać,금
979,klopfen::V,pukać,치다
980,klopfen::V,stukać,치다
981,hauen::V,bić,때리다
982,kleben::V,kleić,들러붙다
983,reiben::V,trzeć,문지르다
984,streichen::V,smarować,쓰다듬다
985,schleifen::V,ostrzyć,갈다
986,schneiden::V,ciąć,베다
987,schneiden::V,krajać,베다
988,rütteln::V,trząść,흔들다
989,schütteln::V,trząść,흔들다
990,schwenken::V,machać,흔들다
991,schütten::V,nasypać,따르다
992,füllen::V,napełnić,담다
993,einwickeln::V,zawinąć,싸다
994,tragen::V,nieść,지우다
995,schleppen::V,wlec,끌다
996,ziehen::V,ciągnąć,당기다
997,aufbewahren::V,przechowywać,간직하다
998,werfen::V,rzucać,던지다
999,fangen::V,łowić,밥다
1000,packen::V,chwycić,쥐다
1001,verstecken::V,ukryć,숨기다
1002,verstecken::V,schować,숨기다
1003,teilen::V,podzielić,나누다
1004,schicken::V,posyłać,보내다
1005,bringen::V,przynieść,가겨
1006,hinzufügen::V,dodać,부가하다
1007,bekommen::V,dostać,얻다
1008,erhalten::V,otrzymać,지니다
1009,nehmen::V,wziąć,잡다
1010,wählen::V,wybrać,선거하다
1011,auswählen::V,wybrać,선출하다
1012,bewahren::V,zachować,저장보종
1013,behindern::V,utrudnić,훼방하다
1014,behindern::V,przeszkadzać,훼방하다
1015,verderben::V,zepsuć,못쓰게 되다
1016,beschädigen::V,uszkodzić,상하게하다
1017,zerbrechen::V,złamać,깨뜨리다
1018,zerreißen::V,drzeć,잡아쫓다
1019,zerreißen::V,rozdzierać,잡아쫓다
1020,zerstören::V,zniszczyć,파괴하다
1021,verbrennen::V,spalić,소실하다
1022,geben::V,dać,주다
1023,reichen::V,podać,내일다
1024,schenken::V,darować,주다
1025,versprechen::V,obiecać,약속하다
1026,wünschen::V,życzyć,바라다
1027,loben::V,chwalić,칭찬하다
1028,küssen::V,całować,키스하다
1029,wiegen::V,kołysać,어르다
1030,zudecken::V,przykryć,뚜꺼을하다
1031,wecken::V,zbudzić,깨우다
1032,zeigen::V,pokazać,보이다
1033,führen::V,wieść,가게하다
1034,führen::V,prowadzić,가게하다
1035,lehren::V,uczyć,가르치다
1036,unterrichten::V,nauczać,가르지다
1037,aufziehen::V,wychować,사육하다
1038,leiten::V,kierować,이끌다
1039,antreiben::V,popędzić,몰다
1040,lassen::V,zostawić,내버려두다
1041,einladen::V,zaprosić,초청하다
1042,vereinigen::V,zjednoczyć,하나로하다
1043,besuchen::V,odwiedzić,방문하다
1044,treffen::V,trafić,만나다
1045,treffen::V,spotkać,만나다
1046,sich versammeln::V,zebrać się,조립하다
1047,sich versammeln::V,zgromadzić się,조립하다
1048,spielen::V,grać,눌다
1049,spielen::V,bawić się,눌다
1050,singen::V,śpiewać,노래하다
1051,tanzen::V,pląsać,춤추하다
1052,tanzen::V,tańczyć,춤추하다
1053,sich trennen::V,rozstać się,가르다
1054,verlassen::V,opuścić,버림받은
1055,retten::V,ocalić,구조하다
1056,retten::V,uratować,구조하다
1057,bewachen::V,pilnować,치키다
1058,schützen::V,ochronić,보호하다
1059,verteidigen::V,bronić,막다
1060,sich schlagen::V,pobić się,치다
1061,schießen::V,strzelać,쏘다
1062,siegen::V,zwycziężyć,이기다
1063,ärgern::V,gniewać,성을내게하다
1064,schlagen::V,bić,치다
1065,schlagen::V,uderzyć,치다
1066,treten::V,kopnąć,디디다
1067,stechen::V,ukłuć,찌르다
1068,stoßen::V,popchnąć,찌르다
1069,stehlen::V,ukraść,훔치다
1070,stören::V,zakłócić,움직이다
1071,stören::V,przeszkodzić,움직이다
1072,belästigen::V,dokuczać,괴롭히다
1073,verbergen::V,ukryć,숨기다
1074,täuschen::V,łudzić,속이다
1075,betrügen::V,oszukać,속이다
1076,töten::V,zabić,죽이다
1077,wohnen::V,mieszkać,실다
1078,arbeiten::V,pracować,일하다
1079,sammeln::V,zebrać,모으다
1080,pflücken::V,zerwać,꿔다
1081,jagen::V,polować,사냥하다
1082,fischen::V,łowić ryby,고기를잡다
1083,fassen::V,złapać,움켜쥐다
1084,hüten::V,paść,망보다
1085,treiben::V,pędzić,몰아세우다
1086,anbinden::V,przywiązać,묶다
1087,füttern::V,karmić,사료를주다
1088,melken::V,doić,젖을짜다
1089,hacken::V,rąbać,자르다
1090,gießen::V,lać,물을대다
1091,gießen::V,podlać,물을대다
1092,reifen::V,dojrzeć,성숙하다
1093,zubereiten::V,przyrządzić,조제하다
1094,kochen::V,gotować,요리하다
1095,backen::V,piec,쿱다
1096,braten::V,piec,굽다
1097,braten::V,smażyć,굽다
1098,umrühren::V,przemieszać,교반하다
1099,stricken::V,dziać,뜨개질하다
1100,nähen::V,szyć,꿰매다
1101,färben::V,pofarbować,채색하다
1102,reinigen::V,oczyścić,청소하다
1103,waschen::V,prać,씻다
1104,abwischen::V,obetrzeć,닦다
1105,spülen::V,płukać,씻다
1106,fegen::V,zamiatać,소체하다
1107,kehren::V,zamieść,청소하다
1108,baden::V,kąpać się,감다
1109,sich waschen::V,myć się,모믈 씻다
1110,ausziehen::V,zdjąć,벗다
1111,anziehen::V,włożyć,끌어움직이다
1112,sich anziehen::V,ubrać się,
1113,kämmen::V,uczesać,빗다
1114,schmücken::V,ozdabiać,치레하다
1115,sagen::V,powiedzieć,말하다
1116,sprechen::V,mówić,말하다
1117,reden::V,mówić,이야기하다
1118,sich unterhalten::V,rozmawiać,
1119,fragen::V,zapytać,질문하다
1120,bitten::V,prosić,원하다
1121,erzählen::V,opowiedzieć,이야기하다
1122,mitteilen::V,zawiadomić o,이야기하다
1123,nennen::V,nazwać,부르다
1124,rufen::V,wołać,불러내다
1125,prahlen::V,chełpić się,자랑하다
1126,übersetzen::V,tłumaczyć,번역하다
1127,denken::V,myśleć,생각하다
1128,glauben::V,sądzić,믿다
1129,glauben::V,wierzyć,믿다
1130,bemerken::V,zauważyć,인자하다
1131,erkennen::V,poznać,인식하다
1132,begreifen::V,zrozumieć,파악하다
1133,verstehen::V,rozumieć,이해하다
1134,verstehen::V,dosłyszeć,이해하다
1135,lernen::V,uczyć się,배우다
1136,wissen::V,wiedzieć,알다
1137,sich erinnern an::V,przypomnieć sobie,상기하다
1138,vergessen::V,zapomnieć,잊다
1139,messen::V,mierzyć,측정하다
1140,zählen::V,liczyć,세다
1141,rechnen::V,rachować,게산하다
1142,lesen::V,czytać,읽다
1143,malen::V,malować,그리다
1144,zeichnen::V,rysować,소묘하다
1145,schreiben::V,pisać,쓰다
1146,besitzen::V,posiadać,소유하다
1147,kaufen::V,kupić,사다
1148,verkaufen::V,sprzedać,팔다
1149,bezahlen::V,zapłacić,지불하다
1150,zahlen::V,płacić,치르다
1151,beherrschen::V,opanować,지배하다
1152,ertragen::V,znieść,참다
