,Concept_ID,mhr,ja
760,hinter::PRP,шеҥге́лне,後ろに
761,unter::PRP,йыма́лне,下に
762,durch::PRP,вошт,通して
763,neben::PRP,вокте́н,横に
764,zwischen::PRP,кокла́ште,間に
765,wegen::PRP,верч,為に
766,wegen::PRP,верч,せいで
767,dies::PRN,ти́де,これ
768,das::PRN,са́де,それ
769,alles::PRN,чыла́,全部
770,ich::PRN,мый,私
771,du::PRN,тый,あなた
772,er::PRN,ту́до,彼
773,wir::PRN,ме,私達
774,ihr::PRN,те,あなた達
775,sie::PRN,ну́но,彼ら
776,was::FPRN,мо,何
777,wer::FPRN,кӧ,誰
778,wer::FPRN,кӧ,どなた
779,wo::FADV,куша́н,どこ
780,wo::FADV,куша́н,どこに
781,wohin::FADV,куш,どこへ
782,wohin::FADV,ку́шко,どこへ
783,wie::FADV,кузе́,どう
784,warum::FADV,мо,何故
785,warum::FADV,мо,どうして
786,warum::FADV,мола́н,何故
787,warum::FADV,мола́н,どうして
788,wieviel::FNUM,куна́р,どのくらい
789,eins::NUM,ик,一
790,zwei::NUM,ко́кыт,二
791,zwei::NUM,ко́кыт,二つ
792,drei::NUM,кум,三
793,drei::NUM,кум,三つ
794,vier::NUM,ныл,四
795,vier::NUM,ныл,四つ
796,fünf::NUM,вич,五
797,fünf::NUM,вич,五つ
798,sechs::NUM,куд,六
799,sechs::NUM,куд,六つ
800,sieben::NUM,шым,七
801,sieben::NUM,шым,七つ
802,acht::NUM,канда́ш,八
803,acht::NUM,канда́ш,八つ
804,neun::NUM,инде́ш,九
805,neun::NUM,инде́ш,九つ
806,zehn::NUM,лу,十
807,elf::NUM,лати́к,十一
808,zwölf::NUM,латко́к,十二
809,zwanzig::NUM,ко́ло,二十
810,dreißig::NUM,ку́мло,三十
811,vierzig::NUM,ны́лле,四十
812,fünfzig::NUM,ви́тле,五十
813,sechzig::NUM,ку́дло,六十
814,siebzig::NUM,шы́мле,七十
815,achtzig::NUM,канда́шле,八十
816,neunzig::NUM,инде́шле,九十
817,hundert::NUM,шӱ́дӧ,百
818,tausend::NUM,тӱже́м,千
819,und::CNJ,да,-と
820,und::CNJ,да,そして
821,und::CNJ,ден,-と
822,und::CNJ,ден,そして
823,oder::CNJ,я,或いは
824,oder::CNJ,а́ле,或いは
825,stehen::V,шога́ш,立っている
826,sitzen::V,шинча́ш,座っている
827,liegen::V,кия́ш,横になっている
828,hängen::V,кеча́ш,掛かっている
829,werden::V,лия́ш,なる
830,passieren::V,лия́ш,起こる
831,beginnen::V,тӱҥгала́ш,始まる
832,enden::V,пыта́ш,終わる
833,wechseln::V,вашталта́ш,変わる
834,aufgehen[Sonne]::V,лекта́ш,出る
835,untergehen[Sonne]::V,шинча́ш,沈む
836,scheinen[Sonne]::V,волгалта́ш,輝く
837,donnern::V,кӱдырта́ш,雷が鳴る
838,donnern::V,сургалта́ш,雷が鳴る
839,wehen::V,пуа́ш,吹く
840,strömen::V,шийалтара́ш,流れる
841,fließen::V,йога́ш,流れる
842,sich drehen::V,пӧрда́ш,回転する
843,schwanken::V,лӱҥга́ш,揺れる
844,schwanken::V,тайныла́ш,揺れる
845,schwingen::V,рӱпшалта́ш,振動する
846,fallen::V,воза́ш,落ちる
847,fallen::V,йӧрла́ш,落ちる
848,brennen::V,йӱла́ш,燃える
849,rauchen::V,шикша́ш,煙を出す
850,regnen::V,йӱра́ш,雨が降る
851,gefrieren::V,кылма́ш,凍る
852,gefrieren::V,ияҥа́ш,凍る
853,tauen::V,шула́ш,溶ける
854,schmelzen::V,лева́ш,溶ける
855,trocknen::V,кошка́ш,乾く
856,sieden::V,шола́ш,沸く
857,faulen::V,шӱя́ш,腐る
858,verfaulen::V,шӱйы́н шуа́ш,朽ちる
859,reißen::V,кӱрла́ш,切れる
860,versinken::V,пуре́н кая́ш,沈む
861,vergehen::V,эрте́н кая́ш,経つ
862,erscheinen::V,толы́н лекта́ш,現れる
863,verschwinden::V,йома́ш,消える
864,sinken::V,пуча́ш,下がる
865,abnehmen::V,пуча́ш,減る
866,zunehmen::V,шукема́ш,増える
867,steigen::V,нӧлталта́ш,上がる
868,wachsen::V,кушка́ш,伸びる
869,glänzen::V,йылгыжа́ш,輝く
870,funkeln::V,чолга́ш,ぴかぴか光る
871,lärmen::V,рӱшка́ш,騒ぐ
872,läuten::V,мура́ш,鳴る
873,klingeln::V,йыҥгырта́ш,鳴る
874,klirren::V,чылдыртата́ш,がらんがらんと鳴る
875,brausen::V,лӱшка́ш,逆巻く
876,rauschen::V,лыжга́ш,戦ぐ
877,klingen::V,йоҥга́ш,鳴る
878,bellen::V,опта́ш,吠える
879,heulen::V,урмыжа́ш,きゃんきゃん鳴く
880,blasen::V,пуала́ш,吹く
881,pfeifen::V,шӱ́шкаш,口笛を吹く
882,schreien::V,кычкыра́ш,叫ぶ
883,stöhnen::V,йыҥыса́ш,うめく
884,zittern::V,чытыра́ш,震える
885,leben::V,ила́ш,生きている
886,geboren werden::V,шоча́ш,生まれる
887,atmen::V,шӱла́ш,呼吸する
888,trinken::V,йӱа́ш,飲む
889,essen::V,кочка́ш,食べる
890,schlucken::V,нела́ш,飲み込む
891,müde werden::V,ноя́ш,眠くなる
892,einschlafen::V,мале́н колта́ш,寝付く
893,schlafen::V,мала́ш,眠る
894,aufwachen::V,помыжалта́ш,目が覚める
895,aufstehen::V,кынела́ш,起きる
896,sich erholen::V,кана́ш,休養する
897,krank werden::V,черлане́н воза́ш,病気になる
898,krank sein::V,черлане́н кия́ш,病気である
899,schmerzen::V,коршта́ш,痛む
900,husten::V,кокыра́ш,咳をする
901,genesen::V,тӱрла́ш,元気になる
902,genesen::V,тазаҥа́ш,元気になる
903,sterben::V,кола́ш,死ぬ
904,sterben::V,кола́ш,亡くなる
905,umkommen::V,вуй йома́ш,死亡する
906,sich bewegen::V,кошта́ш,移動する
907,sich rühren::V,тарвана́ш,動く
908,sich erheben::V,кынела́ш,立ち上がる
909,sich setzen::V,шинча́ш,座る
910,hinfallen::V,йӧрла́ш,転ぶ
911,laufen::V,кошта́ш,歩く
912,schreiten::V,ошкыла́ш,跨ぐ
913,spazierengehen::V,гуля́яш,散歩する
914,eilen::V,вашка́ш,急ぐ
915,sich beeilen::V,вашкешта́ш,焦る
916,sausen::V,юлтка́ш,疾駆する
917,rennen::V,куржтала́ш,走る
918,springen::V,тӧршта́ш,跳ぶ
919,klettern::V,кӱза́ш,よじ登る
920,schaukeln::V,лӱҥгалта́ш,ぶらんこに乗る
921,kriechen::V,нушка́ш,這う
922,schwimmen::V,ия́ш,泳ぐ
923,tauchen::V,шуҥгалта́ш,潜る
924,rudern::V,удыра́ш,漕ぐ
925,fahren::V,кудала́ш,行く
926,fahren::V,кудала́ш,乗車する
927,fliegen::V,чоҥешта́ш,飛ぶ
928,gehen::V,кая́ш,行く
929,weggehen::V,кораҥа́ш,立ち去る
930,abfahren::V,лекта́ш,出発する
931,anhalten::V,чарна́ш,止まる
932,hineingehen::V,пура́ш,入る
933,eintreten::V,пура́ш,中に入る
934,kommen::V,тола́ш,来る
935,ankommen::V,шуа́ш,着く
936,ankommen::V,шуа́ш,到着する
937,zurückkommen::V,пӧртыла́ш,帰る
938,bleiben::V,кода́ш,留まる
939,warten::V,вуча́ш,待つ
940,erwarten::V,вуча́ш,期待する
941,suchen::V,кычала́ш,探る
942,finden::V,муа́ш,見つける
943,versuchen::V,толаша́ш,試す
944,vorbereiten::V,ямдыла́ш,準備する
945,lieben::V,йӧрата́ш,愛する
946,mögen::V,йӧрата́ш,好きである
947,lachen::V,воштыла́ш,笑う
948,rühren::V,ку́мыл тарвата́ш,感情を動かす
949,weinen::V,шорта́ш,泣く
950,schimpfen::V,каргаша́ш,叱る
951,sich ärgern::V,сыра́ш,怒る
952,sich ärgern::V,сыра́ш,腹を立てる
953,sich fürchten::V,лӱда́ш,怖がる
954,fürchten::V,лӱда́ш,恐れる
955,fliehen::V,куржа́ш,逃げる
956,flüchten::V,куржа́ш,逃亡する
957,sehen::V,ужа́ш,見る
958,anschauen::V,онча́ш,眺める
959,ansehen::V,эскера́ш,見る
960,hören::V,кола́ш,聞く
961,zuhören::V,колышта́ш,聴く
962,probieren::V,тамла́ш,食べてみる
963,riechen::V,ӱпшынча́ш,気取る
964,fühlen::V,шижа́ш,感じる
965,scheinen::V,чуча́ш,ように見える
966,zu sehen sein::V,коя́ш,見える
967,vernehmen::V,кола́ш,承る
968,frieren::V,кылма́ш,寒気がする
969,tun::V,ышта́ш,する
970,können::V,мошта́ш,出来る
971,wollen::V,тӱна́ш,-たい
972,anfangen::V,тӱҥала́ш,始める
973,beenden::V,пытара́ш,終える
974,aufhören::V,чарна́ш,止める
975,gelingen::V,сай лекта́ш,成功する
976,geraten::V,лекта́ш,当たる
977,öffnen::V,поча́ш,開く
978,öffnen::V,поча́ш,開ける
979,schließen::V,петыра́ш,閉める
980,stellen::V,шында́ш,置く
981,stellen::V,шында́ш,据える
982,setzen::V,шында́ш,座らせる
983,legen::V,опта́ш,置く
984,legen::V,пышта́ш,置く
985,berühren::V,тӱка́ш,触る
986,berühren::V,тӱка́ш,触れる
987,verbinden::V,пида́ш,結びつける
988,bedecken::V,леведа́ш,覆う
989,aufhängen::V,сака́ш,掛ける
990,anzünden::V,чӱкта́ш,燃やす
991,anzünden::V,чӱкта́ш,火をつける
992,aufheben::V,нӧлтала́ш,拾う
993,zurücklassen::V,кода́ш,残す
994,verlieren::V,йомдара́ш,無くす
995,fallen lassen::V,воза́ш,落とす
996,machen::V,ышта́ш,作る
997,herstellen::V,ямдыла́ш,製造する
998,bauen::V,чоҥа́ш,建設する
999,reparieren::V,ачала́ш,直す
1000,reparieren::V,ачала́ш,修理する
1001,verbessern::V,саемда́ш,改良する
1002,ändern::V,весемда́ш,変える
1003,graben::V,кӱнча́ш,掘る
1004,beugen::V,пӱгырта́ш,折る
1005,biegen::V,лывырта́ш,曲げる
1006,drehen::V,пӱтыра́ш,回す
1007,wenden::V,ирала́ш,裏返す
1008,umdrehen::V,савырала́ш,裏返す
1009,heben::V,нӧлта́ш,挙げる
1010,hochheben::V,нӧлта́ш,持ち上げる
1011,ergreifen::V,руалта́ш,取り上げる
1012,halten::V,куча́ш,持つ
1013,drücken::V,иша́ш,押す
1014,drücken::V,темда́ш,押す
1015,schieben::V,шӱкала́ш,ずらす
1016,kratzen::V,удыра́ш,引っ掻く
1017,lecken::V,нула́ш,なめる
1018,beißen::V,пура́ш,噛む
1019,abreißen::V,кӱрла́ш,剝ぎ取る
1020,abschneiden::V,пӱчка́ш,切り取る
1021,binden::V,кылда́ш,縛る
1022,stecken::V,шуралта́ш,差し込む
1023,brechen::V,тодышта́ш,破る
1024,klopfen::V,кыра́ш,とんとん叩く
1025,hauen::V,тӱя́ш,叩く
1026,kleben::V,клеитла́ш,貼る
1027,kleben::V,клеитла́ш,くっ付ける
1028,reiben::V,йыга́ш,擦る
1029,reiben::V,туржала́ш,擦る
1030,streichen::V,шӱра́ш,塗る
1031,schleifen::V,шума́ш,研ぐ
1032,schleifen::V,яна́ш,研ぐ
1033,schneiden::V,пӱчка́ш,切る
1034,rütteln::V,рӱза́ш,揺さぶる
1035,schütteln::V,почка́ш,振る
1036,schütteln::V,почка́ш,揺さぶる
1037,schwenken::V,рӱза́ш,振る
1038,schütten::V,опта́ш,注ぐ
1039,füllen::V,тема́ш,いっぱいにする
1040,einwickeln::V,вӱдыла́ш,包む
1041,tragen::V,нумала́ш,運ぶ
1042,schleppen::V,шӱдыра́ш,引きずる
1043,ziehen::V,шупша́ш,引く
1044,aufbewahren::V,арала́ш,預かる
1045,werfen::V,шуа́ш,投げる
1046,werfen::V,кышка́ш,投げる
1047,fangen::V,куча́ш,受ける
1048,packen::V,руалта́ш,掴む
1049,verstecken::V,тоя́ш,隠す
1050,teilen::V,пӧла́ш,分ける
1051,schicken::V,колта́ш,送る
1052,bringen::V,конда́ш,持って行く
1053,hinzufügen::V,ешара́ш,加える
1054,bekommen::V,нала́ш,得る
1055,erhalten::V,нала́ш,受ける
1056,nehmen::V,нала́ш,取る
1057,wählen::V,сайла́ш,選ぶ
1058,auswählen::V,таҥгла́ш,選ぶ
1059,bewahren::V,сакла́ш,保存する
1060,behindern::V,чаракла́ш,妨害する
1061,verderben::V,пужа́ш,台無しにする
1062,beschädigen::V,пужа́ш,損傷する
1063,zerbrechen::V,пудырта́ш,割る
1064,zerreißen::V,кӱрла́ш,引き裂く
1065,zerstören::V,шалата́ш,破壊する
1066,verbrennen::V,йӱлата́ш,焼く
1067,geben::V,пуа́ш,上げる
1068,reichen::V,пуа́ш,渡す
1069,schenken::V,пӧлекла́ш,贈る
1070,versprechen::V,сӧра́ш,約束する
1071,wünschen::V,тылана́ш,望む
1072,loben::V,мокта́ш,褒める
1073,küssen::V,шупшала́ш,キスする
1074,wiegen::V,рӱпша́ш,揺する
1075,zudecken::V,леведа́ш,覆う
1076,wecken::V,помыжалтара́ш,起こす
1077,zeigen::V,ончыкта́ш,見せる
1078,führen::V,вӱда́ш,案内する
1079,lehren::V,туныкта́ш,教える
1080,unterrichten::V,туныкта́ш,通知する
1081,aufziehen::V,орышта́ш,育てる
1082,leiten::V,вӱда́ш,導く
1083,leiten::V,вуйлата́ш,導く
1084,antreiben::V,поктыла́ш,励ます
1085,lassen::V,-та́ш,～させる
1086,einladen::V,ӱжа́ш,誘う
1087,einladen::V,ӱжа́ш,招待する
1088,vereinigen::V,иктешла́ш,一つにする
1089,besuchen::V,то́лын кая́ш,訪ねる
1090,treffen::V,вашлия́ш,出会う
1091,sich versammeln::V,погына́ш,集まる
1092,sich versammeln::V,чумырга́ш,集まる
1093,spielen::V,мода́ш,遊ぶ
1094,singen::V,мура́ш,歌う
1095,tanzen::V,кушта́ш,踊る
1096,sich trennen::V,ойырла́ш,別れる
1097,verlassen::V,кудалта́ш,別れる
1098,retten::V,утара́ш,救う
1099,retten::V,утара́ш,助ける
1100,bewachen::V,орола́ш,見張る
1101,bewachen::V,орола́ш,軽微する
1102,schützen::V,арала́ш,保護する
1103,verteidigen::V,арала́ш,守る
1104,sich schlagen::V,кредала́ш,殴る
1105,schießen::V,лӱя́ш,撃つ
1106,siegen::V,сеҥа́ш,勝つ
1107,ärgern::V,сырыкта́ш,怒らせる
1108,schlagen::V,пера́ш,殴る
1109,treten::V,тошка́ш,蹴る
1110,stechen::V,кера́ш,突く
1111,stoßen::V,шӱкала́ш,突く
1112,stehlen::V,шолышта́ш,盗る
1113,stören::V,мешая́ш,構う
1114,belästigen::V,толаштара́ш,邪魔する
1115,verbergen::V,шылта́ш,隠す
1116,täuschen::V,ондала́ш,だます
1117,betrügen::V,ондала́ш,だます
1118,töten::V,пушта́ш,殺す
1119,wohnen::V,ила́ш,住む
1120,arbeiten::V,пашалана́ш,働く
1121,arbeiten::V,паша́м ышта́ш,働く
1122,sammeln::V,пога́ш,集める
1123,sammeln::V,пога́ш,収集する
1124,pflücken::V,кӱра́ш,摘む
1125,jagen::V,сонарла́ш,狩りをする
1126,fischen::V,кол куча́ш,釣る
1127,fassen::V,куча́ш,捕る
1128,hüten::V,кӱта́ш,放牧する
1129,treiben::V,покта́ш,追う
1130,anbinden::V,йолышта́ш,繋ぐ
1131,füttern::V,пукша́ш,餌をやる
1132,melken::V,лӱшта́ш,搾乳する
1133,hacken::V,руа́ш,刻む
1134,gießen::V,шава́ш,水をやる
1135,reifen::V,кӱа́ш,熟す
1136,zubereiten::V,ямдыла́ш,調理する
1137,kochen::V,шолта́ш,煮る
1138,backen::V,кӱкташ,焼く
1139,braten::V,пуштыла́ш,焼く
1140,braten::V,пуштыла́ш,炒める
1141,braten::V,жаритла́ш,焼く
1142,braten::V,жаритла́ш,炒める
1143,umrühren::V,луга́ш,混ぜる
1144,stricken::V,пида́ш,編む
1145,nähen::V,урга́ш,縫う
1146,färben::V,чиялта́ш,染める
1147,reinigen::V,эрыкта́ш,掃除する
1148,waschen::V,мушка́ш,洗う
1149,waschen::V,мушка́ш,洗濯する
1150,abwischen::V,ӱшта́ш,拭く
1151,spülen::V,шӱалта́ш,洗う
1152,spülen::V,шӱалта́ш,すすぐ
1153,fegen::V,ӱшта́ш,掃除する
1154,kehren::V,ӱшта́ш,掃く
1155,baden::V,йӱштыла́ш,入浴する
1156,sich waschen::V,мушкылта́ш,洗う
1157,ausziehen::V,кудаша́ш,脱ぐ
1158,anziehen::V,чия́ш,着る
1159,sich anziehen::V,чия́ш,着る
1160,kämmen::V,шера́ш,梳く
1161,schmücken::V,тӱзата́ш,飾る
1162,schmücken::V,чеверта́ш,飾る
1163,sagen::V,ойла́ш,言う
1164,sagen::V,каласа́ш,言う
1165,sprechen::V,кутыра́ш,話す
1166,reden::V,мутлана́ш,話す
1167,sich unterhalten::V,кутыра́ш,話をする
1168,fragen::V,йода́ш,聞く
1169,bitten::V,йода́ш,頼む
1170,bitten::V,йода́ш,お願いする
1171,erzählen::V,ойла́ш,物語る
1172,mitteilen::V,увертара́ш,伝える
1173,nennen::V,лӱмда́ш,名づける
1174,rufen::V,ӱжа́ш,呼ぶ
1175,prahlen::V,моктана́ш,自慢する
1176,übersetzen::V,кусара́ш,訳す
1177,denken::V,шона́ш,考える
1178,glauben::V,ӱшана́ш,信じる
1179,bemerken::V,шижа́ш,気が付く
1180,erkennen::V,пала́ш,認識する
1181,begreifen::V,ыҥла́ш,分かる
1182,verstehen::V,умыла́ш,聞き取る
1183,lernen::V,тунема́ш,学ぶ
1184,lernen::V,тунема́ш,勉強する
1185,wissen::V,шинча́ш,知っている
1186,sich erinnern an::V,шарна́ш,思い出す
1187,vergessen::V,монда́ш,忘れる
1188,messen::V,виса́ш,計る
1189,messen::V,виса́ш,測定する
1190,zählen::V,шотла́ш,数える
1191,rechnen::V,шотла́ш,計算する
1192,lesen::V,луда́ш,読む
1193,malen::V,сӱретла́ш,描く
1194,zeichnen::V,сӱретла́ш,写生する
1195,schreiben::V,воза́ш,書く
1196,besitzen::V,лия́ш,所持する
1197,kaufen::V,нала́ш,買う
1198,verkaufen::V,ужала́ш,売る
1199,bezahlen::V,тӱла́ш,払う
1200,zahlen::V,тӱла́ш,支払う
1201,beherrschen::V,куча́ш,支配する
1202,ertragen::V,турка́ш,耐える
