,Concept_ID,mdf,es
809,vorwärts::ADV,и́нголи,adelante
810,rückwärts::ADV,ме́ки,hacia atrás
811,zurück::ADV,ме́ки,atrás
812,unten::ADV,ала,abajo
813,hinab::ADV,алу,hacia abajo
814,oben::ADV,вяре,arriba
815,hinauf::ADV,вяри,hacia arriba
816,überall::ADV,се́мбе ва́стова,por todas partes
817,nicht::ADV,аф,no
818,ein wenig::ADV,аф лама,un poco
819,kaum::ADV,а́ньцек,apenas
820,sehr::ADV,пяк,muy
821,sehr::ADV,пяк,mucho
822,so::ADV,ста́не,tan
823,noch::ADV,нинге,aún
824,noch::ADV,нинге,todavía
825,nur::ADV,аньцек,solamente
826,schon::ADV,ни,ya
827,wieder::ADV,та́га,de nuevo
828,vergebens::ADV,стак,en vano
829,vor::PRP,инголе,antes de
830,vor::PRP,инголе,delante de
831,hinter::PRP,фтала,tras
832,hinter::PRP,фтала,detrás de
833,hinter::PRP,мельге,tras
834,hinter::PRP,мельге,detrás de
835,unter::PRP,ала,bajo
836,unter::PRP,ала,debajo de
837,durch::PRP,пачк,por
838,durch::PRP,пачк,a través de
839,neben::PRP,ваксса,al lado de
840,zwischen::PRP,ёткса,entre
841,wegen::PRP,сюнеда,por
842,wegen::PRP,сюнеда,a causa de
843,dies::PRN,тя,esto
844,das::PRN,ся,eso
845,das::PRN,ся,esto
846,das::PRN,тона,eso
847,das::PRN,тона,esto
848,alles::PRN,сембе,todo
849,ich::PRN,мон,yo
850,du::PRN,тон,tú
851,er::PRN,сон,él
852,wir::PRN,минь,nosotros
853,ihr::PRN,тинь,vosotros
854,sie::PRN,синь,ellos
855,was::FPRN,мезе,qué
856,wer::FPRN,кие,quién
857,wo::FADV,коса,dónde
858,wohin::FADV,ков,adónde
859,wohin::FADV,ков,hacia dónde
860,wohin::FADV,коза,adónde
861,wohin::FADV,коза,hacia dónde
862,wie::FADV,ко́да,cómo
863,warum::FADV,мес,por qué
864,wieviel::FNUM,мзя́ра,cuánto
865,eins::NUM,фкя,uno
866,zwei::NUM,кафта,dos
867,drei::NUM,колма,tres
868,vier::NUM,ниле,cuatro
869,fünf::NUM,вете,cinco
870,sechs::NUM,кота,seis
871,sieben::NUM,сисем,siete
872,acht::NUM,кафкса,ocho
873,neun::NUM,ве́йхкса,nueve
874,zehn::NUM,кемонь,diez
875,elf::NUM,кефкие,once
876,zwölf::NUM,кемгафтува,doce
877,zwanzig::NUM,комсь,veinte
878,dreißig::NUM,колмогемонь,treinta
879,vierzig::NUM,нильге́монь,cuarenta
880,fünfzig::NUM,ве́дьгемонь,cincuenta
881,sechzig::NUM,ко́дгемонь,sesenta
882,siebzig::NUM,сизьге́монь,setenta
883,achtzig::NUM,ка́фксогемонь,ochenta
884,neunzig::NUM,ве́йхксогемонь,noventa
885,hundert::NUM,сяда,cien
886,hundert::NUM,сяда,ciento
887,tausend::NUM,тёжянь,mil
888,und::CNJ,и,y
889,und::CNJ,дъ,y
890,oder::CNJ,или,o
891,oder::CNJ,али,o
892,stehen::V,а́щемс стя́да,estar de pie
893,sitzen::V,ащемс озада,estar sentado
894,liegen::V,ма́дозь а́щемс,yacer
895,liegen::V,ма́дозь а́щемс,estar acostado
896,hängen::V,нюрьгомс,pender
897,werden::V,арамс,hacerse
898,werden::V,тиевомс,hacerse
899,passieren::V,лисэмс,suceder
900,passieren::V,эвондамс,suceder
901,beginnen::V,ушедомс,iniciarse
902,beginnen::V,ушедомс,principiar
903,enden::V,лоткамс,acabar
904,enden::V,лоткамс,terminar
905,wechseln::V,по́лафнемс,variar
906,wechseln::V,по́лафнемс,alternar
907,aufgehen[Sonne]::V,стямс,salir
908,aufgehen[Sonne]::V,лисемс,salir
909,untergehen[Sonne]::V,валгомс,ponerse
910,untergehen[Sonne]::V,валгомс,descender
911,scheinen[Sonne]::V,ва́лдоптомс,brillar
912,donnern::V,торамс,tronar
913,wehen::V,уфа́мс,soplar
914,strömen::V,шудемс,afluir
915,fließen::V,шудемс,fluir
916,fließen::V,шудемс,correr
917,sich drehen::V,шаромс,girar
918,schwanken::V,якамс,vacilar
919,schwingen::V,люксемс,oscilar
920,schwingen::V,нюрьсемс,oscilar
921,fallen::V,прамс,caer
922,fallen::V,прашендомс,caer
923,brennen::V,паломс,arder
924,brennen::V,паломс,quemar
925,rauchen::V,качадомс,humear
926,rauchen::V,качадомс,echar humo
927,regnen::V,пиземс,llover
928,gefrieren::V,эйндамс,helarse
929,gefrieren::V,кельмомс,helarse
930,tauen::V,соламс,deshelarse
931,schmelzen::V,соламс,fundirse
932,schmelzen::V,соламс,derretirse
933,trocknen::V,коськомс,secarse
934,sieden::V,лакамс,hervir
935,faulen::V,наксадомс,pudrirse
936,verfaulen::V,наксадомс,pudrirse
937,reißen::V,сязевомс,romperse
938,versinken::V,ваямс,hundirse
939,vergehen::V,ётамс,pasar
940,erscheinen::V,эвондамс,aparecer
941,verschwinden::V,юма́мс,desaparecer
942,sinken::V,валгомс,bajar
943,abnehmen::V,киремс,decrecer
944,abnehmen::V,киремс,disminuir
945,zunehmen::V,ламокстомс,crecer
946,zunehmen::V,ламокстомс,aumentar
947,zunehmen::V,рашнемс,crecer
948,zunehmen::V,рашнемс,aumentar
949,steigen::V,кеподемс,subir
950,steigen::V,кеподемс,ascender
951,wachsen::V,касомс,crecer
952,glänzen::V,цинзелдомс,brillar
953,glänzen::V,цинзелдомс,resplandecer
954,glänzen::V,цифордомс,brillar
955,glänzen::V,цифордомс,resplandecer
956,funkeln::V,ци́фтордомс,chispear
957,lärmen::V,жалнамс,hacer ruido
958,läuten::V,гайфтемс,sonar
959,läuten::V,гайфтемс,repicar
960,klingeln::V,гайфтемс,tocar el timbre
961,klirren::V,ка́нзеркшнемс,tintinear
962,brausen::V,жоледемс,zumbar
963,rauschen::V,вжнамс,murmurar
964,rauschen::V,гамнамс,murmurar
965,klingen::V,кайгомс,sonar
966,bellen::V,ува́мс,ladrar
967,heulen::V,сувомс,ulular
968,heulen::V,урнамс,ulular
969,blasen::V,уфа́мс,soplar
970,pfeifen::V,вяшкомс,silbar
971,schreien::V,пешкодомс,gritar
972,stöhnen::V,куфцемс,gemir
973,zittern::V,таромс,temblar
974,leben::V,эрямс,vivir
975,geboren werden::V,шачемс,nacer
976,atmen::V,ажнамс,respirar
977,trinken::V,симомс,beber
978,essen::V,ярхцамс,comer
979,schlucken::V,нилемс,tragar
980,müde werden::V,сиземс,cansarse
981,müde werden::V,сиземс,fatigarse
982,einschlafen::V,матодовомс,dormirse
983,schlafen::V,удомс,dormir
984,aufwachen::V,съргоземс,despertarse
985,aufstehen::V,стямс,levantarse
986,sich erholen::V,ваймосемс,reposar
987,sich erholen::V,ваймосемс,descansar
988,krank werden::V,сярядькстомс,caer enfermo
989,krank sein::V,сярядемс,estar enfermo
990,schmerzen::V,сярядемс,doler
991,husten::V,козомс,toser
992,genesen::V,пъ́чкамс,convalecer
993,genesen::V,пъ́чкамс,restablecerse
994,sterben::V,куломс,morir
995,umkommen::V,юма́мс,perecer
996,sich bewegen::V,шаштомс,moverse
997,sich rühren::V,сърхка́мс,rebullir
998,sich erheben::V,стямс,levantarse
999,sich setzen::V,озамс,sentarse
1000,hinfallen::V,прамс,caerse
1001,hinfallen::V,сяворемс,caerse
1002,laufen::V,якамс,andar
1003,schreiten::V,молемс,proceder
1004,schreiten::V,аськолямс,proceder
1005,spazierengehen::V,якамс,pasear
1006,spazierengehen::V,якамс,pasearse
1007,eilen::V,эряскодомс,correr prisa
1008,sich beeilen::V,эряскодомс,darse prisa
1009,sausen::V,лиемс,correr
1010,rennen::V,арнемс,correr
1011,springen::V,комотнемс,saltar
1012,klettern::V,ку́цемс,trepar
1013,klettern::V,ку́цемс,escalar
1014,schaukeln::V,нюрямс,bambolearse
1015,kriechen::V,шаштомс комада,reptar
1016,kriechen::V,шаштомс комада,arrastrarse
1017,schwimmen::V,уемс,nadar
1018,tauchen::V,юпиемс,bucear
1019,tauchen::V,юпиемс,sumergirse
1020,tauchen::V,чёпафнемс,bucear
1021,tauchen::V,чёпафнемс,sumergirse
1022,rudern::V,па́немс ве́неж,remar
1023,fahren::V,ардомс,ir
1024,fliegen::V,лиемс,volar
1025,gehen::V,молемс,ir
1026,gehen::V,молемс,andar
1027,weggehen::V,тумс,irse
1028,weggehen::V,тумс,marcharse
1029,abfahren::V,тумс,salir
1030,abfahren::V,тумс,partir
1031,anhalten::V,лоткамс,parar
1032,anhalten::V,лоткамс,pararse
1033,hineingehen::V,сува́мс,entrar
1034,eintreten::V,сува́мс,entrar
1035,kommen::V,самс,venir
1036,ankommen::V,самс,llegar
1037,ankommen::V,пачкодемс,llegar
1038,zurückkommen::V,мърдамс,volver
1039,zurückkommen::V,мърдамс,regresar
1040,bleiben::V,иля́домс,quedarse
1041,warten::V,учемс,esperar
1042,erwarten::V,учемс,esperar
1043,suchen::V,вешемс,buscar
1044,finden::V,мумс,hallar
1045,finden::V,мумс,encontrar
1046,versuchen::V,варчсемс,intentar
1047,vorbereiten::V,анокламс,preparar
1048,lieben::V,кельгомс,amar
1049,lieben::V,кельгомс,querer
1050,mögen::V,кельгомс,querer
1051,lachen::V,рахамс,reír
1052,lachen::V,рахсемс,reír
1053,rühren::V,токамс седи,conmover
1054,weinen::V,авардемс,llorar
1055,schimpfen::V,сюцемс,regañar
1056,sich ärgern::V,кяжиямс,enfadarse
1057,sich fürchten::V,пелемс,tener miedo
1058,fürchten::V,пелемс,temer
1059,fürchten::V,пелемс,tener miedo a
1060,fliehen::V,ворьгодемс,huir
1061,flüchten::V,ша́домс,escaparse
1062,flüchten::V,во́рьгодемс,escaparse
1063,sehen::V,няемс,ver
1064,anschauen::V,ваномс,mirar
1065,ansehen::V,ваномс,mirar
1066,hören::V,марямс,oír
1067,zuhören::V,ку́лхдоньомс,escuchar
1068,probieren::V,варжамс,probar
1069,probieren::V,варжамс,degustar
1070,riechen::V,никса́мс,oler
1071,fühlen::V,марямс,sentir
1072,scheinen::V,ня́евомс,parecer
1073,zu sehen sein::V,ня́евомс,poder verse
1074,vernehmen::V,марямс,oír
1075,vernehmen::V,марямс,percibir
1076,frieren::V,паломс,tener frío
1077,frieren::V,кельмомс,tener frío
1078,tun::V,тиемс,hacer
1079,können::V,маштомс,poder
1080,wollen::V,-не-,querer
1081,anfangen::V,ушедомс,iniciar
1082,beenden::V,аде́ламс,acabar
1083,beenden::V,аде́ламс,terminar
1084,aufhören::V,лоткамс,cesar
1085,gelingen::V,удалакшнемс,salir bien
1086,geraten::V,лисемс,salir
1087,geraten::V,лисемс,dar resultado
1088,öffnen::V,панжемс,abrir
1089,schließen::V,сёлгомс,cerrar
1090,stellen::V,путомс,poner
1091,stellen::V,путомс,colocar
1092,setzen::V,озафнемс,poner
1093,setzen::V,озафнемс,colocar
1094,setzen::V,озавтнемс,poner
1095,setzen::V,озавтнемс,colocar
1096,legen::V,путомс,poner
1097,berühren::V,токамс,tocar
1098,verbinden::V,сотомс,unir
1099,verbinden::V,сотомс,juntar
1100,bedecken::V,комачамс,tapar
1101,bedecken::V,комачамс,cubrir
1102,bedecken::V,вельхтямс,tapar
1103,bedecken::V,вельхтямс,cubrir
1104,aufhängen::V,повфтамс,colgar
1105,anzünden::V,крьвя́стемс,encender
1106,aufheben::V,кеподемс,recoger
1107,aufheben::V,касфтомс,recoger
1108,zurücklassen::V,ка́домс,dejar
1109,verlieren::V,юма́фтомс,perder
1110,fallen lassen::V,прафтомс,dejar caer
1111,machen::V,тиемс,hacer
1112,herstellen::V,анокламс,fabricar
1113,bauen::V,путомс,construir
1114,reparieren::V,петемс,reparar
1115,verbessern::V,цебярьгофтомс,mejorar
1116,ändern::V,полафтомс,mudar
1117,ändern::V,полафтомс,modificar
1118,graben::V,шу́вомс,cavar
1119,graben::V,та́ргамс,cavar
1120,beugen::V,мяндемс,doblar
1121,beugen::V,мяндемс,inclinar
1122,biegen::V,комафтомс,doblar
1123,drehen::V,шо́вамс,volver
1124,drehen::V,шо́вамс,hacer girar
1125,drehen::V,ша́рфнемс,volver
1126,drehen::V,ша́рфнемс,hacer girar
1127,wenden::V,ша́рфтомс,volver
1128,umdrehen::V,шарфтомс,revolver
1129,heben::V,ке́подемс,levantar
1130,hochheben::V,ке́подемс,alzar
1131,hochheben::V,ка́сфтомс,alzar
1132,ergreifen::V,фатямс,coger
1133,halten::V,кирдемс,tener
1134,drücken::V,люпшта́мс,apretar
1135,schieben::V,шашфтомс,empujar
1136,kratzen::V,а́нгорямс,rascar
1137,kratzen::V,киськоря́мс,rascar
1138,lecken::V,нолсемс,lamer
1139,beißen::V,сускомс,morder
1140,abreißen::V,сяземс,arrancar
1141,abschneiden::V,керомс,cortar
1142,binden::V,сотомс,atar
1143,stecken::V,сялгомс,meter
1144,brechen::V,си́ннемс,romper
1145,brechen::V,си́ннемс,quebrar
1146,brechen::V,ка́лафтомс,romper
1147,brechen::V,ка́лафтомс,quebrar
1148,klopfen::V,чакамс,golpear
1149,klopfen::V,чакиемс,golpear
1150,hauen::V,шавомс,pegar
1151,hauen::V,пиксомс,pegar
1152,kleben::V,пе́тфнемс,pegar
1153,kleben::V,пе́тфнемс,encolar
1154,reiben::V,шо́вамс,frotar
1155,streichen::V,вадемс,untar
1156,streichen::V,вадемс,recubrir
1157,schleifen::V,шо́вамс,afilar
1158,schneiden::V,керомс,cortar
1159,rütteln::V,та́рфтомс,agitar
1160,schütteln::V,шука́демс,agitar
1161,schütteln::V,шука́демс,sacudir
1162,schwenken::V,яфодемс,menear
1163,schütten::V,каямс,verter
1164,schütten::V,нюрьхтя́мс,verter
1165,füllen::V,пяшкодемс,llenar
1166,einwickeln::V,тапардамс,envolver
1167,tragen::V,кандомс,llevar
1168,schleppen::V,ускомс,arrastrar
1169,ziehen::V,ускомс,tirar
1170,aufbewahren::V,ванфтомс,conservar
1171,werfen::V,ёрямс,echar
1172,werfen::V,ёрямс,lanzar
1173,fangen::V,кунда́мс,coger
1174,packen::V,фатямс,agarrar
1175,verstecken::V,кяшемс,esconder
1176,teilen::V,явомс,partir
1177,teilen::V,явомс,dividir
1178,schicken::V,кучемс,enviar
1179,bringen::V,кандомс,traer
1180,bringen::V,пачфтемс,traer
1181,hinzufügen::V,пу́томс та́га,añadir
1182,hinzufügen::V,ма́ксомс та́га,añadir
1183,bekommen::V,сявомс,obtener
1184,bekommen::V,сявомс,conseguir
1185,erhalten::V,сявомс,recibir
1186,nehmen::V,сявомс,tomar
1187,wählen::V,ко́чкамс,elegir
1188,auswählen::V,кочкамс,escoger
1189,auswählen::V,кочкамс,seleccionar
1190,bewahren::V,ванфтомс,guardar
1191,bewahren::V,ванфтомс,preservar
1192,behindern::V,шорямс,estorbar
1193,behindern::V,шорямс,obstaculizar
1194,verderben::V,коламс,estropear
1195,verderben::V,гастямс,estropear
1196,beschädigen::V,тиендемс зиян,deteriorar
1197,zerbrechen::V,тапамс,romper
1198,zerbrechen::V,тапамс,quebrar
1199,zerreißen::V,сяземс,desgarrar
1200,zerreißen::V,сяземс,despedazar
1201,zerstören::V,ка́лафтомс,destruir
1202,zerstören::V,ка́лафтомс,destrozar
1203,verbrennen::V,пълхта́мс,quemar
1204,geben::V,ма́ксомс,dar
1205,reichen::V,максомс,pasar
1206,schenken::V,каземс,regalar
1207,versprechen::V,ма́ксомс вал,prometer
1208,wünschen::V,арьсемс,desear
1209,loben::V,шна́мс,alabar
1210,küssen::V,палсемс,besar
1211,wiegen::V,нюря́фтомс,mecer
1212,zudecken::V,вельхтямс,tapar
1213,zudecken::V,вельхтямс,cubrir
1214,wecken::V,стя́фтомс,despertar
1215,wecken::V,съ́ргозьфтемс,despertar
1216,zeigen::V,няфтемс,mostrar
1217,führen::V,вятемс,guiar
1218,führen::V,вятемс,conducir
1219,lehren::V,тонафтомс,enseñar
1220,lehren::V,тонафтомс,instruir
1221,unterrichten::V,тонафтомс,enseñar
1222,aufziehen::V,касфтомс,criar
1223,leiten::V,вятемс,guiar
1224,leiten::V,вятемс,dirigir
1225,antreiben::V,вятемс,impeler
1226,antreiben::V,вятемс,impulsar
1227,lassen::V,кошардомс,hacer
1228,einladen::V,тердемс,invitar
1229,einladen::V,серьгядемс,invitar
1230,vereinigen::V,пуроптомс,unir
1231,vereinigen::V,кочкамс марса,unir
1232,besuchen::V,варжамс,visitar
1233,besuchen::V,варжамс,ir a ver
1234,treffen::V,васьфтомс,encontrar
1235,sich versammeln::V,кочкавомс,reunirse
1236,sich versammeln::V,кочкавомс,congregarse
1237,spielen::V,налхксемс,jugar
1238,singen::V,морамс,cantar
1239,tanzen::V,кштимс,bailar
1240,sich trennen::V,явомс,separarse
1241,verlassen::V,кадондомс,dejar
1242,verlassen::V,кадондомс,abandonar
1243,retten::V,идемс,salvar
1244,retten::V,араламс,salvar
1245,bewachen::V,ваномс,vigilar
1246,schützen::V,а́раламс,proteger
1247,verteidigen::V,а́раламс,defender
1248,sich schlagen::V,тюремс,batirse
1249,schießen::V,ляцемс,tirar
1250,schießen::V,ляцемс,disparar
1251,siegen::V,сяськомс,vencer
1252,ärgern::V,кяжияфтомс,enojar
1253,ärgern::V,кяжияфтомс,enfadar
1254,schlagen::V,токамс,pegar
1255,schlagen::V,токамс,golpear
1256,treten::V,тапамс,dar una patada a
1257,stechen::V,пупамс,pinchar
1258,stechen::V,сялгомс,pinchar
1259,stoßen::V,тостядемс,empujar
1260,stehlen::V,саламс,robar
1261,stehlen::V,саламс,hurtar
1262,stören::V,шорсемс,molestar
1263,belästigen::V,токсамс,molestar
1264,belästigen::V,токсамс,importunar
1265,belästigen::V,аф кадомс ваймама,molestar
1266,belästigen::V,аф кадомс ваймама,importunar
1267,verbergen::V,кяшемс,ocultar
1268,verbergen::V,кяшемс,esconder
1269,täuschen::V,васькафтомс,engañar
1270,täuschen::V,кяльготнемс,engañar
1271,betrügen::V,васькафнемс,engañar
1272,töten::V,шавомс,matar
1273,töten::V,аде́ламс,matar
1274,wohnen::V,эрямс,vivir
1275,wohnen::V,эрямс,habitar
1276,arbeiten::V,покодемс,trabajar
1277,sammeln::V,кочкамс,recoger
1278,sammeln::V,кочкамс,coleccionar
1279,sammeln::V,пу́роптомс,recoger
1280,sammeln::V,пу́роптомс,coleccionar
1281,pflücken::V,фатнемс,coger
1282,pflücken::V,нотфнемс,coger
1283,jagen::V,кунда́мс,cazar
1284,fischen::V,калонь кунда́мс,pescar
1285,fassen::V,кунда́мс,atrapar
1286,fassen::V,кунда́мс,capturar
1287,hüten::V,ваномс,guardar
1288,treiben::V,панемс,aballar
1289,anbinden::V,сотомс,atar
1290,füttern::V,трямс,echar de comer
1291,füttern::V,а́ндомс,echar de comer
1292,melken::V,потямс,ordeñar
1293,hacken::V,лазондомс,picar
1294,hacken::V,лазондомс,cortar
1295,gießen::V,валомс,regar
1296,reifen::V,кенеремс,madurar
1297,zubereiten::V,анокламс,preparar
1298,kochen::V,пидемс,cocer
1299,kochen::V,пидемс,guisar
1300,backen::V,пидемс,hornear
1301,backen::V,пидемс,cocer al horno
1302,braten::V,пуштомс,asar
1303,braten::V,пуштомс,freír
1304,umrühren::V,шорямс,remover
1305,stricken::V,кодамс,hacer punto
1306,stricken::V,кодамс,hacer calceta
1307,nähen::V,стамс,coser
1308,färben::V,а́рхтомс,teñir
1309,färben::V,а́рхтомс,colorear
1310,reinigen::V,ва́ткамс,limpiar
1311,reinigen::V,а́роптомс,limpiar
1312,waschen::V,муськомс,lavar
1313,abwischen::V,нардамс,fregar
1314,abwischen::V,нардамс,limpiar
1315,spülen::V,оргалдомс,aclarar
1316,spülen::V,оргалдомс,enjuagar
1317,fegen::V,тяемс,barrer
1318,fegen::V,тяемс,pasar la escoba
1319,kehren::V,тяемс,barrer
1320,baden::V,э́шелямс,bañarse
1321,sich waschen::V,штамс,lavarse
1322,ausziehen::V,кайсефтемс,quitar
1323,ausziehen::V,кайсефтемс,quitarse
1324,anziehen::V,ща́фтомс,ponerse
1325,sich anziehen::V,щамс,vestirse
1326,kämmen::V,се́ендемс,peinar
1327,schmücken::V,на́ряжамс,adornar
1328,schmücken::V,ма́зоптомс,adornar
1329,sagen::V,азомс,decir
1330,sagen::V,мярьгомс,decir
1331,sprechen::V,корхтамс,hablar
1332,reden::V,корхнемс,hablar
1333,reden::V,корхнемс,conversar
1334,sich unterhalten::V,корхнемс,charlar
1335,sich unterhalten::V,корхнемс,conversar
1336,fragen::V,ки́зефтемс,preguntar
1337,bitten::V,а́намс,rogar
1338,bitten::V,ве́шемс,rogar
1339,erzählen::V,а́зондомс,contar
1340,mitteilen::V,азомс,comunicar
1341,mitteilen::V,азомс,participar
1342,nennen::V,лемдемс,llamar
1343,nennen::V,лемдемс,nombrar
1344,nennen::V,путомс лем,llamar
1345,nennen::V,путомс лем,nombrar
1346,rufen::V,серьгядемс,llamar
1347,prahlen::V,шна́фтомс пря́,jactarse
1348,übersetzen::V,ётафтомс,traducir
1349,denken::V,арьсемс,pensar
1350,glauben::V,кемамс,creer
1351,bemerken::V,ня́емс,notar
1352,erkennen::V,содамс,reconocer
1353,begreifen::V,сатомс,concebir
1354,verstehen::V,шарьхкодемс,entender
1355,verstehen::V,шарьхкодемс,comprender
1356,lernen::V,тонафнемс,aprender
1357,wissen::V,со́дамс,saber
1358,sich erinnern an::V,лятфтамс,recordar
1359,sich erinnern an::V,лятфтамс,acordarse de
1360,vergessen::V,юкстамс,olvidar
1361,messen::V,ункснемс,medir
1362,zählen::V,лу́вомс,contar
1363,zählen::V,а́рьсемс,contar
1364,rechnen::V,лувомс,contar
1365,rechnen::V,лувомс,calcular
1366,lesen::V,лувомс,leer
1367,lesen::V,морафтомс,leer
1368,malen::V,рисова́ндамс,pintar
1369,zeichnen::V,рисова́ндамс,dibujar
1370,schreiben::V,сёрмадомс,escribir
1371,besitzen::V,улемс азоркс,poseer
1372,kaufen::V,рамамс,comprar
1373,verkaufen::V,мимс,vender
1374,bezahlen::V,пандомс,pagar
1375,zahlen::V,па́ндомс,pagar
1376,beherrschen::V,азорондамс,dominar
1377,ertragen::V,кирдемс,soportar
1378,Netz::N,,red
