,Concept_ID,tr,la
89,Nebel::N,pus,nebula
90,Wolke::N,bulut,nubes
91,Regen::N,yağmur,imber
92,Regen::N,yağmur,pluvia
93,Schnee::N,kar,nix
94,Eis::N,buz,glacies
95,Frost::N,don,gelu
96,Kälte::N,soğukluk,frigus
97,Hitze::N,sıcaklık,calor
98,Hitze::N,sıcaklık,aestus
99,Raureif::N,kırç,pruina
100,Regenbogen::N,gökkuşağı,arcus
101,Donner::N,gök gürlemesi,tonitrus
102,Strömung::N,akıntı,fluctus
103,Strömung::N,cereyan,fluctus
104,Tropfen::N,damla,gutta
105,Schaum::N,köpük,spuma
106,Schmutz::N,çamur,sordes
107,Schmutz::N,çamur,squalor
108,Schmutz::N,pislik,sordes
109,Schmutz::N,pislik,squalor
110,See::N,göl,lacus
111,Sumpf::N,batak,palus
112,Moor::N,cılgıt,palus
113,Wiese::N,çimen,pratum
114,Wald::N,koru,silva
115,Wald::N,orman,silva
116,Hügel::N,tepe,collis
117,Anhöhe::N,tümsek,specula
118,Anhöhe::N,yükseklik,specula
119,Berg::N,dağ,mons
120,Gipfel::N,zirve,vertex
121,Höhle::N,in,caverna
122,Höhle::N,in,spelunca
123,Höhle::N,mağara,caverna
124,Höhle::N,mağara,spelunca
125,Abhang::N,bayır,declivum
126,Quelle::N,pınar,fons
127,Quelle::N,kaynak,fons
128,Bach::N,çay,rivus
129,Bach::N,dere,rivus
130,Fluss::N,nehir,flumen
131,Ufer::N,kıyı,ripa
132,Ufer::N,sahil,ripa
133,Küste::N,kıyı,litus
134,Küste::N,sahil,litus
135,Festland::N,kara,continens
136,Meer::N,deniz,mare
137,Bucht::N,koy,sinus
138,Bucht::N,körfez,sinus
139,Insel::N,ada,insula
140,Blume::N,çiçek,flos
141,Gras::N,ot,herba
142,Gras::N,ot,gramen
143,Gras::N,çim,herba
144,Gras::N,çim,gramen
145,Wurzel::N,kök,radix
146,Baum::N,ağaç,arbor
147,Stamm::N,gövde,truncus
148,Rinde::N,kabuk,cortex
149,Ast::N,dal,ramus
150,Ast::N,budak,ramus
151,Zweig::N,dal,ramus
152,Blatt::N,yaprak,folium
153,Birke::N,huş,betulla
154,Kiefer[Baum]::N,çam,pinus
155,Weide[Baum]::N,söğüt,salix
156,Tanne::N,çam,abies
157,Tanne::N,köknar,abies
158,Horn::N,boynuz,cornu
159,Feder::N,tüy,penna
160,Fell::N,post,pellis
161,Flügel::N,kanat,ala
162,Klaue::N,pençe,unguis
163,Kralle::N,tırnak,unguis
164,Schwanz::N,kuyruk,cauda
165,Ei::N,yumurta,ovum
166,Nest::N,yuva,nidus
167,Bau::N,in,cavum
168,Bau::N,in,latibulum
169,Tier::N,hayvan,bestia
170,Herde::N,sürü,grex
171,Kuh::N,inek,vacca
172,Bulle::N,boğa,taurus
173,Pferd::N,at,equus
174,Pferd::N,beygir,equus
175,Schaf::N,koyun,ovis
176,Schwein::N,domuz,sus
177,Schwein::N,domuz,porcus
178,Hund::N,it,canis
179,Hund::N,köpek,canis
180,Katze::N,kedi,felis
181,Bär::N,ayı,ursus
182,Eichhörnchen::N,sincap,sciurus
183,Elch::N,büyük kuzey geyiği,alces
184,Fuchs::N,tilki,vulpes
185,Hase::N,tavşan,lepus
186,Maus::N,fare,mus
187,Maus::N,sıçan,mus
188,Wolf::N,kurt,lupus
189,Vogel::N,kuş,avis
190,Schwarm::N,sürü,examen
191,Huhn::N,tavuk,gallina
192,Hahn::N,horoz,gallus
193,Gans::N,kaz,anser
194,Adler::N,kartal,aquila
195,Adler::N,karakuş,aquila
196,Ente::N,ördek,anas
197,Eule::N,baykuş,ulula
198,Eule::N,baykuş,noctua
199,Kranich::N,turna,grus
200,Krähe::N,karga,cornix
201,Kuckuck::N,guguk,cuculus
202,Schwan::N,kuğu,olor
203,Schwan::N,kuğu,cycnus
204,Fisch::N,balık,piscis
205,Barsch::N,hani,perca
206,Barsch::N,levrek,perca
207,Hecht::N,turnabalığı,esox
208,Schlange[Tier]::N,yılan,serpens
209,Wurm::N,kurt,vermis
210,Wurm::N,solucan,vermis
211,Spinne::N,örümcek,aranea
212,Ameise::N,karınca,formica
213,Laus::N,bit,pediculus
214,Mücke::N,sivrisinek,culex
215,Fliege::N,sinek,musca
216,Schmetterling::N,kelebek,papilio
217,Beere::N,tane,baca
218,Apfel::N,elma,malum
219,Pilz::N,mantar,fungus
220,Zwiebel::N,soğan,cepa
221,Saat::N,ekin,seges
222,Korn::N,tane,granum
223,Heu::N,kuru ot,faenum
224,Schale::N,kabuk,putamen
225,Grube::N,çukur,fovea
226,Falle::N,tuzak,pedica
227,Schlinge::N,ilmik,laqueus
228,Spur::N,iz,vestigium
229,Asche::N,kül,cinis
230,Dreck::N,pislik,lutum
231,Eisen::N,demir,ferrum
232,Gold::N,altın,aurum
233,Silber::N,gümüş,argentum
234,Kohle::N,kömür,carbo
235,Glas::N,cam,vitrum
236,Lehm::N,balçık,lutum
237,Sand::N,kum,arena
238,Mensch::N,insan,homo
239,Mann::N,adam,vir
240,Mann::N,erkek,vir
241,Frau::N,bayan,mulier
242,Kind::N,çocuk,puer
243,Kind::N,çocuk,infans
244,Junge::N,erkek çocuk,puer
245,Mädchen::N,kız,puella
246,Familie::N,aile,familia
247,Großvater::N,dede,avus
248,Großvater::N,büyükbaba,avus
249,Großmutter::N,nine,avia
250,Großmutter::N,büyükanne,avia
251,Eltern::N,ebeveyn,parentes
252,Eltern::N,ana baba,parentes
253,Vater::N,ata,pater
254,Vater::N,baba,pater
255,Mutter::N,ana,mater
256,Mutter::N,anne,mater
257,Sohn::N,oğul,filius
258,Tochter::N,kız,filia
259,Tochter::N,kız evlât,filia
260,Bruder::N,abi,frater
261,Bruder::N,erkek kardeş,frater
262,Schwester::N,abla,soror
263,Schwester::N,kız kardeş,soror
264,Onkel::N,dayı,patruus
265,Onkel::N,dayı,avunculus
266,Tante::N,hala,amita
267,Tante::N,teyze,amita
268,Ehemann::N,koca,maritus
269,Ehefrau::N,karı,uxor
270,Freude::N,neşe,gaudium
271,Freude::N,neşe,laetitia
272,Freude::N,sevinç,gaudium
273,Freude::N,sevinç,laetitia
274,Gelächter::N,gülme,risus
275,Gelächter::N,kahkaha,risus
276,Glück::N,mutluluk,felicitas
277,Kummer::N,dert,aegritudo
278,Kummer::N,keder,aegritudo
279,Wunsch::N,arzu,voluntas
280,Wunsch::N,arzu,desiderium
281,Wunsch::N,istek,voluntas
282,Wunsch::N,istek,desiderium
283,Lust::N,arzu,libido
284,Lust::N,arzu,voluptas
285,Lust::N,heves,libido
286,Lust::N,heves,voluptas
287,Geist::N,tin,mens
288,Geist::N,tin,animus
289,Gedanke::N,fikir,sententia
290,Gedanke::N,düşünce,sententia
291,Gedächtnis::N,bellek,memoria
292,Verstand::N,zekâ,ratio
293,Verstand::N,zekâ,ingenium
294,Sinn::N,anlam,sensus
295,Grund::N,sebep,causa
296,Wahrheit::N,doğruluk,veritas
297,Wahrheit::N,gerçeklik,veritas
298,Gespräch::N,görüşme,sermo
299,Märchen::N,masal,fabula
300,Erzählung::N,öykü,fabula
301,Erzählung::N,öykü,narratio
302,Erzählung::N,hikâye,fabula
303,Erzählung::N,hikâye,narratio
304,Nachricht::N,haber,nuntius
305,Neuigkeit::N,haber,novitas
306,Name::N,ad,nomen
307,Name::N,isim,nomen
308,Rätsel::N,bilmece,aenigma
309,Rede::N,söylev,oratio
310,Rede::N,konuşma,oratio
311,Sprache::N,dil,lingua
312,Sprache::N,lisan,lingua
313,Stimme::N,ses,vox
314,Wort::N,kelime,verbum
315,Wort::N,kelime,vocabulum
316,Zeichen::N,işaret,signum
317,Ruf::N,çağırma,clamor
318,Lärm::N,şamata,strepitus
319,Lärm::N,gürültü,strepitus
320,Laut::N,ses,sonus
321,Ton::N,ses,sonus
322,Lied::N,türkü,carmen
323,Ruhe::N,sakinlik,quies
324,Leute::N,halk,homines
325,Leute::N,insanlar,homines
326,Volk::N,ulus,populus
327,Volk::N,millet,populus
328,Arbeit::N,iş,labor
329,Arbeit::N,çalışma,labor
330,Gast::N,konuk,hospes
331,Gast::N,konuk,conviva
332,Gast::N,misafir,hospes
333,Gast::N,misafir,conviva
334,Geschenk::N,hediye,munus
335,Geschenk::N,armağan,munus
336,Spiel::N,oyun,ludus
337,Gesellschaft::N,çevre,societas
338,Gesellschaft::N,arkadaşlık,societas
339,Hilfe::N,yardım,auxilium
340,Hilfe::N,yardım,subsidium
341,Freund::N,dost,amicus
342,Freund::N,arkadaş,amicus
343,Kamerad::N,arkadaş,socius
344,Angelegenheit::N,iş,res
345,Angelegenheit::N,husus,res
346,Anzahl::N,sayı,numerus
347,Art::N,çeşit,genus
348,Stück::N,tane,frustum
349,Stück::N,tane,fragmentum
350,Stück::N,parça,frustum
351,Stück::N,parça,fragmentum
352,Teil::N,kısım,pars
353,Hälfte::N,yarı,dimidium
354,Kreis::N,daire,orbis
355,Kreis::N,daire,circus
356,Kreuz::N,haç,crux
357,Linie::N,hat,linea
358,Linie::N,çizgi,linea
359,Strich::N,çizgi,lineamentum
360,Abstand::N,aralık,intervallum
361,Entfernung::N,mesafe,spatium
362,Entfernung::N,uzaklık,spatium
363,Gegend::N,yöre,loca
364,Gegend::N,yöre,regio
365,Platz::N,yer,locus
366,Ort::N,yer,locus
367,Seite::N,yan,latus
368,Seite::N,taraf,latus
369,Mitte::N,orta,medium
370,Mitte::N,merkez,medium
371,Gegenstand::N,şey,res
372,Sache::N,iş,res
373,Sache::N,şey,res
374,Rand::N,kenar,margo
375,Kante::N,kenar,angulus
376,Ecke::N,köşe,angulus
377,Spitze::N,uç,cacumen
378,Spitze::N,baş,cacumen
379,Ende::N,uç,caput
380,Loch::N,oyuk,foramen
381,Loch::N,delik,foramen
382,Winkel::N,köşe,angulus
383,Muster::N,örnek,exemplum
384,Größe::N,büyüklük,magnitudo
385,Länge::N,uzunluk,longitudo
386,Höhe::N,yükseklik,altitudo
387,Gewicht::N,ağırlık,pondus
388,Menge::N,miktar,copia
389,Haufen::N,küme,acervus
390,Haufen::N,yığın,acervus
391,Reihe::N,sıra,ordo
392,Boot::N,kayık,navicula
393,Boot::N,sandal,navicula
394,Ruder::N,kürek,remus
395,Schlitten::N,kızak,sclodia
396,Ski::N,kayak,narta
397,Lagerfeuer::N,kamp ateşi,ignis
398,Last::N,yük,onus
399,Gang::N,gidiş,cursus
400,Gang::N,yürüyüş,cursus
401,Schritt::N,adım,gradus
402,Norden::N,kuzey,septentriones
403,Süden::N,güney,meridies
404,Westen::N,batı,occidens
405,Osten::N,doğu,oriens
406,Holz::N,ağaç,lignum
407,Holz::N,tahta,lignum
408,Brett::N,tahta,tabula
409,Platte::N,levha,lamina
410,Stütze::N,dayak,adminiculum
411,Stütze::N,destek,adminiculum
412,Stange::N,çubuk,pertica
413,Stock::N,sopa,baculum
414,Stock::N,değnek,baculum
415,Stab::N,sırık,scipio
416,Stab::N,baston,scipio
417,Rohr::N,boru,tubus
418,Haus::N,ev,aedes
419,Heim::N,ev,domicilium
420,Heim::N,yurt,domicilium
421,Ofen::N,soba,fornax
422,Fußboden::N,taban,solum
423,Fußboden::N,döşeme,solum
424,Tisch::N,masa,mensa
425,Stuhl::N,iskemle,sella
426,Stuhl::N,sandalye,sella
427,Wiege::N,beşik,cunae
428,Bett::N,yatak,lectus
429,Regal::N,raf,foruli
430,Kiste::N,sandık,cista
431,Fenster::N,pencere,fenestra
432,Tür::N,kapı,ianua
433,Tor::N,kapı,porta
434,Zaun::N,çit,saepes
435,Dach::N,dam,tectum
436,Dach::N,çatı,tectum
437,Leiter::N,merdiven,scalae
438,Besen::N,süpürge,scopae
439,Spaten::N,bel,pala
440,Schaufel::N,kürek,pala
441,Gabel::N,çatal,fuscinula
442,Löffel::N,kaşık,coclear
443,Messer::N,bıçak,culter
444,Nagel::N,çivi,clavus
445,Netz::N,ağ,rete
446,Haken::N,çengel,hamus
447,Griff::N,kulp,manubrium
448,Griff::N,tutamak,manubrium
449,Schloss::N,kilit,claustra
450,Bild::N,imaj,tabula
451,Bild::N,imaj,pictura
452,Bild::N,resim,tabula
453,Bild::N,resim,pictura
454,Figur::N,şekil,statunculum
455,Figur::N,heykel,statunculum
456,Puppe::N,kukla,pupa
457,Beutel::N,kese,sacculus
458,Beutel::N,torba,sacculus
459,Bündel::N,deste,fascis
460,Tasche::N,çanta,sacculus
461,Eimer::N,kova,situla
462,Deckel::N,kapak,operculum
463,Geschirr::N,kap kacak,vasa
464,Sack::N,torba,saccus
465,Tasse::N,fincan,pocillum
466,Topf::N,tencere,olla
467,Kessel::N,kazan,aenum
468,Essen::N,yemek,cena
469,Nahrung::N,gıda,cibus
470,Nahrung::N,gıda,alimenta
471,Nahrung::N,besin,cibus
472,Nahrung::N,besin,alimenta
473,Speise::N,yemek,cibus
474,Fleisch::N,et,caro
475,Getreide::N,tahıl,frumentum
476,Getreide::N,hububat,frumentum
477,Brei::N,ezme,puls
478,Brot::N,ekmek,panis
479,Scheibe::N,dilim,frustum
480,Fett::N,yağ,pingue
481,Butter::N,tereyağı,butȳrum
482,Öl::N,yağ,oleum
483,Öl::N,akar yağ,oleum
484,Salz::N,tuz,sal
485,Suppe::N,çorba,ius
486,Honig::N,bal,mel
487,Milch::N,süt,lac
488,Tee::N,çay,thea
489,Leder::N,deri,corium
490,Leder::N,meşin,corium
491,Wolle::N,yün,lana
492,Stoff::N,kumaş,textum
493,Nadel::N,iğne,acus
494,Faden::N,tire,filum
495,Faden::N,iplik,filum
496,Knopf::N,düğme,bulla
497,Knoten::N,düğüm,nodus
498,Farbe::N,boya,pigmentum
499,Kleidung::N,giyim,vestimenta
500,Hemd::N,gömlek,tunica
501,Kragen::N,yaka,collare
502,Ärmel::N,yen,manica
503,Ärmel::N,elbise kolu,manica
504,Hose::N,pantolon,bracae
505,Gürtel::N,kuşak,cingulum
506,Mütze::N,bere,pilleus
507,Mütze::N,kasket,pilleus
508,Schuh::N,kundura,calceus
509,Schuh::N,ayakkabı,calceus
510,Stiefel::N,çizme,pero
511,Stiefel::N,çizme,caliga
512,Ring::N,yüzük,anulus
513,Band::N,bağ,redimiculum
514,Band::N,şerit,redimiculum
515,Kamm::N,tarak,pecten
516,Spiegel::N,ayna,speculum
517,Riemen::N,kayış,lorum
518,Schnur::N,ip,linum
519,Schnur::N,sicim,linum
520,Leine::N,kayış,retinaculum
521,Decke::N,örtü,lodix
522,Decke::N,yorgan,lodix
523,Kissen::N,yastık,pulvinus
524,Tuch::N,bez,velum
525,Handtuch::N,havlu,mantele
526,Kraft::N,güç,vis
527,Kraft::N,kuvvet,vis
528,Stärke::N,kuvvet,robur
529,Gesundheit::N,sağlık,valetudo
530,Krankheit::N,hastalık,morbus
531,Schmerz::N,ağrı,dolor
532,Schmerz::N,sancı,dolor
533,Wunde::N,yara,vulnus
534,Fieber::N,ateş,febris
535,Arznei::N,ilâç,remedium
536,Brücke::N,köprü,pons
537,Brunnen::N,kuyu,puteus
538,Brunnen::N,çeşme,puteus
539,Weide::N,otlak,pascua
540,Pfad::N,patika,semita
541,Pfad::N,keçiyolu,semita
542,Weg::N,yol,iter
543,Straße::N,yol,via
544,Straße::N,cadde,via
545,Dorf::N,köy,vicus
546,Stadt::N,kent,urbs
547,Stadt::N,kent,oppidum
548,Stadt::N,şehir,urbs
549,Stadt::N,şehir,oppidum
550,Brief::N,mektup,epistula
551,Buch::N,kitap,liber
552,Buchstabe::N,harf,littera
553,Zeitung::N,gazete,diurnum
554,Leben::N,hayat,vita
555,Tod::N,ölüm,mors
556,Grab::N,kabir,sepulcrum
557,Kirche::N,kilise,ecclesia
558,Sünde::N,günah,peccatum
559,Gott::N,tanrı,deus
560,Arbeiter::N,işçi,operarius
561,Chef::N,şef,praefectus
562,Chef::N,müdür,praefectus
563,Meister::N,usta,magister
564,Arzt::N,hekim,medicus
565,Arzt::N,doktor,medicus
566,Lehrer::N,hoca,magister
567,Lehrer::N,öğretmen,magister
568,Geld::N,para,aes
569,Geld::N,para,pecunia
570,Geschäft::N,ticaret,negotium
571,Laden::N,dükkân,taberna
572,Preis::N,fiyat,pretium
573,Ware::N,mal,merx
574,Nutzen::N,fayda,utilitas
575,Reichtum::N,servet,opes
576,Reichtum::N,servet,divitiae
577,Reichtum::N,zenginlik,opes
578,Reichtum::N,zenginlik,divitiae
579,Welt::N,dünya,mundus
580,Land::N,ülke,terra
581,Staat::N,devlet,res publica
582,König::N,kral,rex
583,Macht::N,kudret,potestas
584,Macht::N,iktidar,potestas
585,Grenze::N,had,limes
586,Grenze::N,sınır,limes
587,Krieg::N,savaş,bellum
588,Feind::N,düşman,inimicus
589,Gewalt::N,zor,vis
590,Gewalt::N,cebir,vis
591,Kampf::N,savaş,pugna
592,Bogen[Waffe]::N,yay,arcus
593,Pfeil::N,ok,sagitta
594,Gewehr::N,tüfek,sclopetum
595,Fehler::N,hata,error
596,Fehler::N,yanlış,error
597,Lüge::N,yalan,mendacium
598,Schaden::N,zarar,damnum
599,Schaden::N,zarar,detrimentum
600,Unglück::N,felâket,miseria
601,Unglück::N,felâket,calamitas
602,Unglück::N,talihsizlik,miseria
603,Unglück::N,talihsizlik,calamitas
604,Schuld::N,suç,culpa
605,Schuld::N,kabahat,culpa
606,Alter::N,yaş,aetas
607,Schluss::N,son,finis
608,Zeit::N,zaman,tempus
609,Tag::N,gün,dies
610,Morgen::N,sabah,mane
611,Mittag::N,öğle,meridies
612,Abend::N,akşam,vesper
613,Nacht::N,gece,nox
614,Woche::N,hafta,septimana
615,Monat::N,ay,mensis
616,Jahr::N,yıl,annus
617,Jahr::N,sene,annus
618,Frühling::N,ilkbahar,ver
619,Sommer::N,yaz,aestas
620,Herbst::N,güz,autumnus
621,Herbst::N,sonbahar,autumnus
622,Winter::N,kış,hiems
623,Januar::N,ocak,Ianuarius
624,Februar::N,şubat,Februarius
625,März::N,mart,Martius
626,April::N,nisan,Aprilis
627,Mai::N,mayıs,Maius
628,Juni::N,haziran,Iunius
629,Juli::N,temmuz,Iulius
630,August::N,ağustos,Augustus
631,September::N,eylül,September
632,Oktober::N,ekim,Octobris
633,November::N,kasım,Novembris
634,Dezember::N,aralık,December
635,Montag::N,pazartesi,dies lunae
636,Dienstag::N,salı,dies Martis 
637,Mittwoch::N,çarşamba,dies Mercurii
638,Donnerstag::N,perşembe,dies Iovis
639,Freitag::N,cuma,dies Veneris
640,Samstag::N,cumartesi,dies Saturni
641,Sonntag::N,pazar,dominicus
642,Sonntag::N,pazar,dies solis
643,groß::A,büyük,magnus
644,klein::A,ufak,parvus
645,klein::A,küçük,parvus
646,lang::A,uzun,longus
647,kurz::A,kısa,brevis
648,breit::A,enli,latus
649,breit::A,geniş,latus
650,schmal::A,dar,angustus
651,dicht::A,sık,densus
652,dicht::A,yoğun,densus
653,dick[Gegenstand]::A,kalın,crassus
654,dick[Gegenstand]::A,iri,crassus
655,dünn::A,ince,tenuis
656,fein::A,ince,subtilis
657,fein::A,narin,subtilis
658,fest::A,sabit,solidus
659,fest::A,sabit,stabilis
660,fest::A,sağlam,solidus
661,fest::A,sağlam,stabilis
662,flach::A,düz,planus
663,flach::A,yassı,planus
664,glatt::A,düz,levis
665,hart::A,katı,durus
666,weich::A,yumuşak,mollis
667,rund::A,yuvarlak,rotundus
668,spitz::A,sivri,acutus
669,scharf::A,keskin,acer
670,stumpf::A,kör,hebes
671,schwer::A,ağır,gravis
672,schön::A,güzel,pulcher
673,schön::A,güzel,formosus
674,heiß::A,kızgın,fervidus
675,warm::A,sıcak,calidus
676,kalt::A,soğuk,frigidus
677,kühl::A,serin,frigidus
678,frisch::A,taze,recens
679,feucht::A,nemli,umidus
680,feucht::A,rutubetli,umidus
681,nass::A,yaş,madidus
682,nass::A,ıslak,madidus
683,trocken::A,kuru,aridus
684,voll::A,dolu,plenus
685,voll::A,dolmuş,plenus
686,leer::A,boş,vacuus
687,offen::A,açık,apertus
688,geschlossen::A,kapalı,clausus
689,sauber::A,pak,lautus
690,sauber::A,temiz,lautus
691,schmutzig::A,pis,sordidus
692,schmutzig::A,kirli,sordidus
693,roh::A,çiğ,crudus
694,reif::A,olgun,maturus
695,lecker::A,lezzetli,delicatus
696,süß::A,tatlı,dulcis
697,süß::A,şekerli,dulcis
698,bitter::A,acı,amarus
699,bitter::A,acı,acerbus
700,sauer::A,ekşi,acidus
701,hell::A,aydınlık,clarus
702,dunkel::A,karanlık,obscurus
703,schwarz::A,kara,niger
704,schwarz::A,siyah,niger
705,weiß::A,ak,albus
706,weiß::A,beyaz,albus
707,rot::A,kırmızı,ruber
708,gelb::A,sarı,flavus
709,blau::A,mavi,caeruleus
710,grün::A,yeşil,viridis
711,grau::A,boz,canus
712,bunt::A,renkli,varius
713,billig::A,ucuz,vilis
714,teuer::A,pahalı,carus
715,wertvoll::A,değerli,pretiosus
716,blind::A,kör,caecus
717,taub::A,sağır,surdus
718,kräftig::A,dinç,robustus
719,kräftig::A,kuvvetli,robustus
720,stark::A,güçlü,firmus
721,stark::A,güçlü,validus
722,stark::A,kuvvetli,firmus
723,stark::A,kuvvetli,validus
724,schwach::A,zayıf,debilis
725,schwach::A,zayıf,infirmus
726,schwach::A,güçsüz,debilis
727,schwach::A,güçsüz,infirmus
728,fett::A,şişman,crassus
729,schlank::A,narin,procerus
730,hübsch::A,güzel,pulcher
731,hübsch::A,sevimli,pulcher
732,böse::A,kötü,improbus
733,dumm::A,aptal,stultus
734,dumm::A,aptal,stupidus
735,faul::A,tembel,piger
736,fleißig::A,çalışkan,sedulus
737,geizig::A,cimri,avarus
738,klug::A,zekî,prudens
739,klug::A,akıllı,prudens
740,geschickt::A,becerikli,sollers
741,lieb::A,sevimli,carus
742,lustig::A,neşeli,iocosus
743,sanft::A,nazik,clemens
744,hungrig::A,aç,impastus
745,krank::A,hasta,aeger
746,krank::A,rahatsız,aeger
747,nackt::A,çıplak,nudus
748,traurig::A,kederli,maestus
749,traurig::A,üzüntülü,maestus
750,lebendig::A,canlı,vivus
751,gut::A,iyi,bonus
752,schlecht::A,kötü,malus
753,richtig::A,doğru,rectus
754,schlimm::A,kötü,malus
755,wahr::A,doğru,verus
756,wahr::A,gerçek,verus
757,alt::A,eski,antiquus
758,neu::A,yeni,novus
759,ehemalig::A,önceki,pristinus
760,alt[Lebewesen]::A,yaşlı,vetus
761,jung::A,genç,iuvenis
762,arm::A,fakir,pauper
763,reich::A,zengin,dives
764,bekannt::A,bilinen,notus
765,berühmt::A,ünlü,celeber
766,berühmt::A,ünlü,illustris
767,berühmt::A,meşhur,celeber
768,berühmt::A,meşhur,illustris
769,fremd::A,yabancı,peregrinus
770,verschieden::A,ayrı,varius
771,verschieden::A,farklı,varius
772,nah::A,yakın,propinquus
773,nah::A,bitişik,propinquus
774,fern::A,uzak,longinquus
775,linker::A,sol,sinister
776,rechter::A,sağ,dexter
777,anderer::A,diğer,alius
778,erster::A,ilk,primus
779,erster::A,birinci,primus
780,zweiter::A,ikinci,secundus
781,dritter::A,üçüncü,tertius
782,letzter::A,son,ultimus
783,letzter::A,sonuncu,ultimus
784,allein::ADV,yalnız,solum
785,allein::ADV,tek başına,solum
786,auf einmal::ADV,birden,simul
787,zusammen::ADV,beraber,una
788,zusammen::ADV,birlikte,una
789,lange::ADV,çok,diu
790,lange::ADV,uzun,diu
791,plötzlich::ADV,ansızın,subito
792,plötzlich::ADV,ansızın,repente
793,plötzlich::ADV,birdenbire,subito
794,plötzlich::ADV,birdenbire,repente
795,sofort::ADV,hemen,statim
796,sofort::ADV,derhal,statim
797,später::ADV,daha sonra,postea
798,jetzt::ADV,şimdi,nunc
799,heute::ADV,bugün,hodie
800,morgen::ADV,yarın,cras
801,bald::ADV,yakında,mox
802,dann::ADV,sonra,deinde
803,gestern::ADV,dün,heri
804,einst::ADV,eskiden,olim
805,damals::ADV,o zamanlar,tum
806,danach::ADV,sonradan,postea
807,danach::ADV,ondan sonra,postea
808,vorher::ADV,önce,antea
809,vorher::ADV,önceden,antea
810,zuerst::ADV,ilk önce,primo
811,einmal::ADV,bir defa,semel
812,manchmal::ADV,bazan,interdum
813,oft::ADV,sık sık,saepe
814,oft::ADV,çok defa,saepe
815,immer::ADV,daima,semper
816,immer::ADV,her zaman,semper
817,niemals::ADV,asla değil,numquam
818,niemals::ADV,hiçbir zaman,numquam
819,hier::ADV,burada,hic
820,hierhin::ADV,buraya,huc
821,von hier::ADV,buradan,hinc
822,dort::ADV,orada,ibi
823,dort::ADV,şurada,ibi
824,dorthin::ADV,oraya,eo
825,dorthin::ADV,şuraya,eo
826,geradeaus::ADV,doğru,recte
827,vorwärts::ADV,ileri,porro
828,rückwärts::ADV,geri,retro
829,zurück::ADV,geriye,retro
830,unten::ADV,aşağıda,infra
831,hinab::ADV,aşağıya,pessum
832,oben::ADV,yukarıda,supra
