,Concept_ID,fr,ta
708,dritter::A,troisième,மூன்றாவது
709,letzter::A,dernier,கடைசி
710,allein::ADV,seul,தனியாக
711,auf einmal::ADV,à la fois,தடீரென்று
712,zusammen::ADV,ensemble,சேர்ந்து
713,lange::ADV,longtemps,அதிக நோம்
714,plötzlich::ADV,tout à coup,தடீரென்று
715,sofort::ADV,immédiatement,உடனடியாக
716,später::ADV,plus tard,பிறகு
717,jetzt::ADV,maintenant,இப்பொழது
718,heute::ADV,aujourd'hui,இன்று
719,morgen::ADV,demain,நாளைக்கு
720,bald::ADV,bientôt,சீக்கிரம்
721,dann::ADV,puis,அப்பொழுது
722,dann::ADV,ensuite,அப்பொழுது
723,gestern::ADV,hier,நேற்று
724,einst::ADV,jadis,ஒரே முறை
725,einst::ADV,autrefois,ஒரே முறை
726,damals::ADV,alors,அப்பொழுது
727,damals::ADV,à l'époque,அப்பொழுது
728,danach::ADV,après,பிற்பாடு
729,danach::ADV,ensuite,பிற்பாடு
730,vorher::ADV,auparavant,முன்பாக
731,zuerst::ADV,d'abord,முதலில்
732,zuerst::ADV,premièrement,முதலில்
733,einmal::ADV,une fois,ஒரே முறை
734,manchmal::ADV,parfois,சில நேரங்களில்
735,manchmal::ADV,quelquefois,சில நேரங்களில்
736,oft::ADV,souvent,அடிக்கடி
737,immer::ADV,toujours,எப்பொழுதும்
738,niemals::ADV,ne ... jamais,ஒருபோதும் இல்லை
739,hier::ADV,ici,இங்கே
740,hierhin::ADV,par ici,இவ்விடத்திற்கு
741,von hier::ADV,d'ici,இனி
742,dort::ADV,là,அங்கே
743,dort::ADV,là-bas,அங்கே
744,dorthin::ADV,y,அவ்விடத்திற்கு
745,dorthin::ADV,par là,அவ்விடத்திற்கு
746,geradeaus::ADV,tout droit,முன்னாலிருக்கும்
747,vorwärts::ADV,en avant,முன்புறமாக
748,rückwärts::ADV,en arrière,பின்னோக்கி
749,zurück::ADV,de retour,பின்பக்கம்
750,unten::ADV,en bas,கீழாக
751,unten::ADV,au-dessous,கீழாக
752,hinab::ADV,en bas,கீழ் நோக்கி
753,hinab::ADV,vers le bas,கீழ் நோக்கி
754,oben::ADV,dessus,மேலே
755,oben::ADV,en haut,மேலே
756,hinauf::ADV,en haut,மேலே
757,hinauf::ADV,vers le haut,மேலே
758,überall::ADV,partout,எல்லா இடத்திலும்
759,nicht::ADV,ne ... pas,இல்லை
760,ein wenig::ADV,un peu,கொஞ்சம்
761,kaum::ADV,à peine,அரிதாக
762,sehr::ADV,très,மிக்க
763,so::ADV,si,மிகவும்
764,so::ADV,ainsi,மிகவும்
765,noch::ADV,encore,இப்பொழுதும்
766,nur::ADV,seulement,மட்டும்
767,nur::ADV,ne ... que,மட்டும்
768,schon::ADV,déjà,ஏற்கனவே
769,wieder::ADV,de nouveau,மறுபடியும்
770,vergebens::ADV,en vain,வீண்
771,vor::PRP,devant,முன்
772,hinter::PRP,derrière,பின்பக்கம்
773,unter::PRP,sous,கீழே
774,unter::PRP,au-dessous de,கீழே
775,durch::PRP,par,ஊடே
776,durch::PRP,à travers,ஊடே
777,neben::PRP,à côté de,அடுத்து
778,zwischen::PRP,entre,இடையில்
779,wegen::PRP,à cause de,ஏனெனில்
780,dies::PRN,ceci,இது
781,das::PRN,ce,அது
782,das::PRN,cela,அது
783,alles::PRN,tout,ஒவ்வொன்றும்
784,ich::PRN,je,நான்
785,ich::PRN,moi,நான்
786,du::PRN,tu,நீ
787,du::PRN,toi,நீ
788,er::PRN,il,அவன்
789,er::PRN,lui,அவன்
790,wir::PRN,nous,நாம்
791,wir::PRN,nous,நாங்கள்
792,ihr::PRN,vous,நீங்கள்
793,sie::PRN,ils,அவர்கள்
794,sie::PRN,elles,அவர்கள்
795,was::FPRN,que,என்ன
796,was::FPRN,quoi,என்ன
797,wer::FPRN,qui,யார்
798,wo::FADV,où,எங்கே
799,wohin::FADV,où,எதற்கு
800,wie::FADV,comment,எப்படி
801,warum::FADV,pourquoi,ஏன்
802,wieviel::FNUM,combien,எவ்வளவு
803,eins::NUM,un,ஒன்று
804,zwei::NUM,deux,இரண்டு
805,drei::NUM,trois,மூன்று
806,vier::NUM,quatre,நான்கு
807,fünf::NUM,cinq,ஐந்து
808,sechs::NUM,six,ஆறு
809,sieben::NUM,sept,ஏழு
810,acht::NUM,huit,எட்டு
811,neun::NUM,neuf,ஒன்பது
812,zehn::NUM,dix,பத்து
813,elf::NUM,onze,பதினொன்று
814,zwölf::NUM,douze,பன்னிரண்டு
815,zwanzig::NUM,vingt,இருபது
816,dreißig::NUM,trente,முப்பது
817,vierzig::NUM,quarante,நாற்பது
818,fünfzig::NUM,cinquante,ஐமபது
819,sechzig::NUM,soixante,அறுபது
820,siebzig::NUM,soixante-dix,எழுபது
821,achtzig::NUM,quatre-vingt,எண்பது
822,neunzig::NUM,quatre-vingt-dix,தொன்னூறு
823,hundert::NUM,cent,நூறு
824,tausend::NUM,mille,ஆயிரம்
825,und::CNJ,et,மற்றும்
826,oder::CNJ,ou,அல்லது
827,stehen::V,être debout,நில்
828,sitzen::V,être assis,உட்கார்
829,liegen::V,être couché,படு
830,hängen::V,pendre,தொங்கச் செய்
831,werden::V,devenir,ஆகு
832,passieren::V,se passer,நிகழ்
833,beginnen::V,commencer,ஆரம்பி
834,enden::V,finir,முடி
835,enden::V,se terminer,முடி
836,wechseln::V,changer,மாற்று
837,wechseln::V,alterner,மாற்று
838,aufgehen[Sonne]::V,se lever,உயர எழு
839,untergehen[Sonne]::V,se coucher,பொறுத்து
840,scheinen[Sonne]::V,briller,பிரகாசி
841,donnern::V,tonner,இடி
842,wehen::V,souffler,வீசு
843,strömen::V,affluer,பாயதல்
844,fließen::V,couler,நீரோட்டம் போக்கில் போ
845,sich drehen::V,tourner,சுழல்
846,schwanken::V,osciller,தள்ளாடு
847,schwanken::V,chanceler,தள்ளாடு
848,schwingen::V,vibrer,ஆடு
849,schwingen::V,osciller,ஆடு
850,fallen::V,tomber,விழு
851,brennen::V,brûler,எரி
852,brennen::V,flamber,எரி
853,rauchen::V,fumer,பகை பிடி
854,regnen::V,pleuvoir,மழை பெய்
855,gefrieren::V,geler,உறைந்துவிடு
856,tauen::V,dégeler,உருகு
857,schmelzen::V,fondre,உருகு
858,trocknen::V,sécher,உலர்த்து
859,sieden::V,bouillir,கொதிக்க வை
860,faulen::V,pourrir,அழுகச் செய்
861,faulen::V,se putréfier,அழுகச் செய்
862,verfaulen::V,pourrir,அழுகச் செய்
863,reißen::V,rompre,திடீரென அறு
864,reißen::V,se déchirer,திடீரென அறு
865,versinken::V,s'enfoncer,மூழ்கு
866,vergehen::V,passer,கடந்துசெல்
867,erscheinen::V,apparaître,தோன்றச்
868,verschwinden::V,disparaître,மறைந்து போ
869,sinken::V,descendre,பதைவுறு
870,sinken::V,s'abaisser,பதைவுறு
871,abnehmen::V,diminuer,குறை
872,zunehmen::V,augmenter,உயர்த்து
873,steigen::V,monter,உயர எழு
874,wachsen::V,croître,வளர்
875,glänzen::V,briller,மிளிர்
876,funkeln::V,étinceler,பிரகாசி
877,lärmen::V,faire du bruit,கொம்பு
878,läuten::V,sonner,மணியொலியிசை
879,klingeln::V,sonner,மணி அடி
880,klirren::V,cliqueter,கிலுங்கு
881,brausen::V,mugir,இரைதல்
882,rauschen::V,bruire,சலசலப்பு
883,klingen::V,sonner,சிலம்புதல்
884,bellen::V,aboyer,குரை
885,heulen::V,hurler,ஊளையிடு
886,blasen::V,souffler,ஊது
887,pfeifen::V,siffler,சீழ்க்கை எழப்பு
888,schreien::V,crier,கூச்சலிடு
889,stöhnen::V,gémir,வேதனை
890,zittern::V,trembler,நடுங்கு
891,leben::V,vivre,உயிருடனிரு
892,geboren werden::V,naître,பிற
893,atmen::V,respirer,சுவாசி
894,trinken::V,boire,குடி
895,essen::V,manger,சாப்பிடு
896,schlucken::V,avaler,முழுங்கு
897,müde werden::V,se lasser,கையயர்தல்
898,müde werden::V,se fatiguer,கையயர்தல்
899,einschlafen::V,s'endormir,தூங்க
900,schlafen::V,dormir,தூங்கு
901,aufwachen::V,se réveiller,எழுப்பு
902,aufstehen::V,se lever,எழுந்திரு
903,sich erholen::V,se reposer,இளைப்பாறு
904,sich erholen::V,se détendre,இளைப்பாறு
905,krank werden::V,tomber malade,விழுதல்
906,krank sein::V,être malade,நருக்கலாயிருக்க
907,schmerzen::V,faire mal,நோவுறு
908,husten::V,tousser,இருமு
909,genesen::V,guérir,குணம் அடை
910,genesen::V,se remettre,குணம் அடை
911,sterben::V,mourir,மரணமடை
912,umkommen::V,périr,நசி
913,sich bewegen::V,bouger,நகர்த்து
914,sich rühren::V,broncher,அசை
915,sich erheben::V,se lever,எழுந்து நில்
916,sich setzen::V,s'asseoir,உட்கார்
917,hinfallen::V,tomber,விழு
918,laufen::V,marcher,நட
919,laufen::V,aller à pied,நட
920,schreiten::V,marcher,கவடுவைத்தல்
921,spazierengehen::V,se promener,உலவு
922,eilen::V,courir,விரைந்து
923,sich beeilen::V,se hâter,அவசரப்படுத்து
924,sich beeilen::V,se dépêcher,அவசரப்படுத்து
925,sausen::V,filer,விரைந்து செல்
926,rennen::V,courir,ஓடு
927,springen::V,sauter,குதி
928,klettern::V,grimper,ஏறு
929,schaukeln::V,se balancer,தள்ளாடு
930,kriechen::V,ramper,மெதுவாக நடந்து செல்
931,schwimmen::V,nager,நீந்து
932,tauchen::V,plonger,மூழ்கி நீச்சலடி
933,rudern::V,ramer,துடுப்புப் போடு
934,fahren::V,aller,ஓட்டு
935,fahren::V,rouler,ஓட்டு
936,fliegen::V,voler,பற
937,gehen::V,aller,போ
938,weggehen::V,s'en aller,விலகிச் செல்
939,abfahren::V,partir,புறப்பட்டுச் செல்
940,anhalten::V,s'arrêter,நின்றுவிடு
941,hineingehen::V,entrer,மறையச் செய்
942,eintreten::V,entrer,நுழை
943,kommen::V,venir,வா
944,ankommen::V,arriver,வநது சேர்
945,zurückkommen::V,revenir,திரும்பி வா
946,bleiben::V,rester,இரு
947,bleiben::V,demeurer,இரு
948,warten::V,attendre,தாமதி
949,erwarten::V,attendre,எதிர்நோக்கு
950,suchen::V,chercher,தேடு
951,finden::V,trouver,கண்டுபிடி
952,versuchen::V,essayer,முயற்சி செய்
953,vorbereiten::V,préparer,ஆயத்தம் செய்
954,lieben::V,aimer,அன்பு செலுத்து
955,mögen::V,aimer,விரும்பு
956,mögen::V,vouloir,விரும்பு
957,lachen::V,rire,சிரி
958,rühren::V,toucher,இதயத்தைத் தொடு
959,rühren::V,attendrir,இதயத்தைத் தொடு
960,weinen::V,pleurer,அழு
961,schimpfen::V,gronder,சாபமிடு
962,sich ärgern::V,se fâcher,கோப்பபடு
963,sich fürchten::V,avoir peur,பயப்படு
964,fürchten::V,craindre,பயப்படுத்து
965,fürchten::V,avoir peur de,பயப்படுத்து
966,fliehen::V,fuir,ஓடு
967,flüchten::V,s'enfuir,தப்பிவிடு
968,sehen::V,voir,பார்
969,anschauen::V,regarder,கூர்ந்து கவனி
970,ansehen::V,regarder,கவனி
971,hören::V,entendre,கேள்
972,zuhören::V,écouter,சுவைத்துப் பார்
973,probieren::V,goûter,ருசி
974,riechen::V,sentir,முகர்ந்து பார்
975,fühlen::V,sentir,தொட்டுணர்
976,scheinen::V,sembler,காணப்படு
977,scheinen::V,paraître,காணப்படு
978,zu sehen sein::V,se voir,தோன்றுதல்
979,zu sehen sein::V,être visible,தோன்றுதல்
980,vernehmen::V,entendre,கேள்
981,vernehmen::V,percevoir,கேள்
982,frieren::V,avoir froid,குதுகுதுகு
983,tun::V,faire,செய்
984,können::V,savoir,இயல்வது
985,können::V,pouvoir,இயல்வது
986,wollen::V,vouloir,விரும்பு
987,anfangen::V,commencer,தொடங்கு
988,beenden::V,finir,முடி
989,beenden::V,terminer,முடி
990,aufhören::V,cesser,நிறுத்து
991,aufhören::V,arrêter,நிறுத்து
992,gelingen::V,réussir,வெற்றி
993,geraten::V,réussir,ஏற்படுத்து
994,öffnen::V,ouvrir,திற
995,schließen::V,fermer,மூடு
996,stellen::V,poser,வை
997,stellen::V,mettre,வை
998,setzen::V,placer,வை
999,legen::V,placer,பரப்பி வை
1000,berühren::V,toucher,பதி
1001,verbinden::V,lier,சேர்
1002,bedecken::V,couvrir,உறைபோடு
1003,aufhängen::V,accrocher,தொங்கவிடு
1004,anzünden::V,allumer,எரியூட்டு
1005,aufheben::V,ramasser,பொறுக்கி எடு
1006,zurücklassen::V,laisser,விட்டுச் செல்
1007,verlieren::V,perdre,இழ
1008,fallen lassen::V,lâcher,அளவில் குறைவு
1009,fallen lassen::V,laisser tomber,அளவில் குறைவு
1010,machen::V,faire,தயார்செய்
1011,herstellen::V,produire,உற்பத்தி செய்
1012,herstellen::V,fabriquer,உற்பத்தி செய்
1013,bauen::V,bâtir,கட்டு
1014,bauen::V,construire,கட்டு
1015,reparieren::V,réparer,பழுது பார்
1016,verbessern::V,améliorer,மேம்படுத்து
1017,ändern::V,changer,மாற்றி அமை
1018,ändern::V,modifier,மாற்றி அமை
1019,graben::V,creuser,குழி வெட்டு
1020,beugen::V,plier,வனை
1021,beugen::V,ployer,வனை
1022,biegen::V,courber,வனை
1023,drehen::V,tordre,சுழல்
1024,drehen::V,tourner,சுழல்
1025,wenden::V,retourner,குடைகவிழு
1026,umdrehen::V,tourner,சுற்றும் முற்றும் பார்
1027,heben::V,soulever,தூக்கு
1028,hochheben::V,lever,தூக்கு
1029,ergreifen::V,saisir,பறி
1030,ergreifen::V,prendre,பறி
1031,halten::V,tenir,பிடித்துக் கொள்
1032,drücken::V,presser,அழுத்து
1033,schieben::V,pousser,தள்ளு
1034,kratzen::V,gratter,கீறு
1035,kratzen::V,égratigner,கீறு
1036,lecken::V,lécher,நக்கு
1037,beißen::V,mordre,கடி
1038,abreißen::V,arracher,கிழி
1039,abschneiden::V,couper,வெட்டி எடு
1040,binden::V,lier,கட்டு
1041,binden::V,attacher,கட்டு
1042,stecken::V,enfoncer,பதிய வை
1043,brechen::V,rompre,உடை
1044,klopfen::V,frapper,தட்டு
1045,hauen::V,frapper,அடி
1046,kleben::V,coller,ஒட்டு
1047,reiben::V,frotter,தேய்
1048,streichen::V,empâter,பரவச்செய்
1049,schleifen::V,affiler,அரை
1050,schleifen::V,aiguiser,அரை
1051,schneiden::V,couper,துண்டாக்கு
1052,schneiden::V,trancher,துண்டாக்கு
1053,rütteln::V,cahoter,மெல்ல தள்ளு
1054,schütteln::V,secouer,குலுக்கு
1055,schwenken::V,agiter,ஊஞ்சலாடு
1056,schütten::V,verser,ஊற்று
1057,füllen::V,remplir,நிரப்பு
1058,einwickeln::V,envelopper,சுற்று
1059,tragen::V,porter,எடுத்துச் செல்
1060,schleppen::V,traîner,இழுத்துச் செல்
1061,ziehen::V,tirer,இழு
1062,aufbewahren::V,garder,வைத்துக் கொள்
1063,aufbewahren::V,conserver,வைத்துக் கொள்
1064,werfen::V,jeter,வீசி எறி
1065,werfen::V,lancer,வீசி எறி
1066,fangen::V,attraper,பிடி
1067,packen::V,agripper,பிடித்துக்கொள்
1068,verstecken::V,cacher,மறை
1069,teilen::V,diviser,பாகங்களாகப் பிரி
1070,schicken::V,envoyer,அனுப்பு
1071,bringen::V,apporter,கொண்டு வா
1072,hinzufügen::V,ajouter,சேர்
1073,bekommen::V,obtenir,பெறு
1074,erhalten::V,recevoir,பெறு
1075,nehmen::V,prendre,எடு
1076,wählen::V,choisir,தேர்ந்தெடு
1077,auswählen::V,choisir,தேர்ல்தெடு
1078,auswählen::V,sélectionner,தேர்ல்தெடு
1079,bewahren::V,préserver,கெடாது பேணு
1080,behindern::V,gêner,தடங்கல் செய்
1081,verderben::V,gâter,நாசமாக்கு
1082,verderben::V,corrompre,நாசமாக்கு
1083,beschädigen::V,endommager,சேதப்படுத்து
1084,zerbrechen::V,casser,உடை
1085,zerreißen::V,déchirer,கிழி
1086,zerstören::V,détruire,அழி
1087,verbrennen::V,brûler,எரியூட்டு
1088,geben::V,donner,கொடு
1089,reichen::V,tendre,வழங்கு
1090,schenken::V,offrir,மொயத்தல்
1091,versprechen::V,promettre,உறுதியளி
1092,wünschen::V,souhaiter,ஆசைப்படு
1093,loben::V,louer,புகழ்ச்சி கூறு
1094,küssen::V,embrasser,முத்தமிடு
1095,wiegen::V,bercer,ஆட்டுத்தல்
1096,zudecken::V,couvrir,உறைபோடு
1097,wecken::V,éveiller,எழுப்பு
1098,wecken::V,réveiller,எழுப்பு
1099,zeigen::V,montrer,காட்டு
1100,zeigen::V,faire voir,காட்டு
1101,führen::V,guider,வழிகாட்டி
1102,lehren::V,apprendre,சொல்லிக் கொடு
1103,unterrichten::V,instruire,அறிவுரை கூறு
1104,aufziehen::V,élever,வளர்
1105,leiten::V,diriger,அழைத்துச் செல்
1106,leiten::V,conduire,அழைத்துச் செல்
1107,antreiben::V,pousser,தூண்டு
1108,lassen::V,faire,விடு
1109,einladen::V,inviter,அழை
1110,vereinigen::V,unir,ஒன்றாகச் சேர்
1111,vereinigen::V,réunir,ஒன்றாகச் சேர்
1112,besuchen::V,visiter,வருகை புரி
1113,besuchen::V,aller voir,வருகை புரி
1114,treffen::V,rencontrer,சந்தி
1115,sich versammeln::V,s'assembler,தொகுப்பு
1116,spielen::V,jouer,விளையாடு
1117,singen::V,chanter,பாடு
1118,tanzen::V,danser,நடனமாடு
1119,sich trennen::V,se séparer,தனிப்படடுத்து
1120,verlassen::V,quitter,கைவிடு
1121,retten::V,sauver,காப்பாற்று
1122,bewachen::V,garder,காவல் செய்
1123,schützen::V,protéger,பாதுகாப்பு செய்
1124,verteidigen::V,défendre,எதிர்த்து நில்
1125,sich schlagen::V,se taper,பூசலிடு
1126,schießen::V,tirer,சுட்டுக் கொல்
1127,siegen::V,vaincre,வெற்றி பெறு
1128,ärgern::V,agacer,எரிச்சலூட்டு
1129,schlagen::V,battre,அடி
1130,schlagen::V,frapper,அடி
1131,treten::V,botter,உதை
1132,treten::V,donner un coup de pied à,உதை
1133,stechen::V,piquer,கொட்டு
1134,stoßen::V,heurter,நெருக்கு
1135,stehlen::V,voler,திருடு
1136,stören::V,gêner,தொல்லைகொடு
1137,stören::V,déranger,தொல்லைகொடு
1138,belästigen::V,molester,தொல்லை கொடு
1139,belästigen::V,importuner,தொல்லை கொடு
1140,verbergen::V,cacher,மறை
1141,verbergen::V,dissimuler,மறை
1142,täuschen::V,abuser,ஏமாற்று
1143,täuschen::V,tromper,ஏமாற்று
1144,betrügen::V,duper,ஏமாற்று
1145,betrügen::V,frauder,ஏமாற்று
1146,töten::V,tuer,கொல்
1147,wohnen::V,habiter,தங்கியிரு
1148,wohnen::V,demeurer,தங்கியிரு
1149,arbeiten::V,travailler,வேலை செய்
1150,sammeln::V,collectionner,ஒன்றுசேர்
1151,pflücken::V,cueillir,கொய்து எடு
1152,jagen::V,chasser,வேட்டையாடு
1153,fischen::V,pêcher,மீன் பிடி
1154,fassen::V,capturer,பிடி
1155,hüten::V,garder,காவல் செய்
1156,treiben::V,mener,ஓட்டு
1157,anbinden::V,attacher,கட்டு
1158,füttern::V,faire manger,உணவளி
1159,melken::V,traire,பால் கற
1160,hacken::V,fendre,வெட்டி எடு
1161,gießen::V,arroser,நீர்ப் பாய்ச்சு
1162,reifen::V,mûrir,பழு
1163,zubereiten::V,préparer,சமையல் செய்
1164,kochen::V,cuire,வேகவை
1165,backen::V,cuire,வெப்பத்தில் வாட்டு
1166,braten::V,rôtir,பொரியச் செய்
1167,umrühren::V,remuer,கலக்கு
1168,stricken::V,tricoter,பின்னியிழை
1169,nähen::V,coudre,தையல் வேலை செய்
1170,färben::V,teindre,வண்ணம் பெறச் செய்
1171,reinigen::V,nettoyer,சுத்தம் செய்
1172,waschen::V,laver,கழுவு
1173,abwischen::V,essuyer,துடை
1174,spülen::V,rincer,அலசு
1175,fegen::V,balayer,பெறுக்கு
1176,kehren::V,balayer,பெறுக்கு
1177,baden::V,se baigner,குளி
1178,sich waschen::V,se laver,கழுவு
1179,ausziehen::V,ôter,கழற்று
1180,ausziehen::V,enlever,கழற்று
1181,anziehen::V,mettre,புனைதல்
1182,sich anziehen::V,s'habiller,உடுத்துதல்
1183,kämmen::V,peigner,தலை வாரிக் கொள்
1184,schmücken::V,orner,அழகுபடுத்து
1185,schmücken::V,décorer,அழகுபடுத்து
1186,sagen::V,dire,சொல்
1187,sprechen::V,parler,பேசு
1188,reden::V,parler,பெசு
1189,sich unterhalten::V,bavarder,இயல்பாக பேசிக்கொண்டிரு
1190,sich unterhalten::V,s'entretenir,இயல்பாக பேசிக்கொண்டிரு
1191,fragen::V,demander,கேள்
1192,bitten::V,prier,வேண்டு
1193,erzählen::V,raconter,சொல்
1194,mitteilen::V,communiquer,சொல்
1195,nennen::V,nommer,பெயரிடுதல்
1196,nennen::V,appeler,பெயரிடுதல்
1197,rufen::V,appeler,கூச்சலிடு
1198,prahlen::V,se vanter,தற்பெருமை பேசு
1199,übersetzen::V,traduire,மொழிபெயர்ப்பு செய்
1200,denken::V,penser,யோசி
1201,glauben::V,croire,நம்பு
1202,bemerken::V,remarquer,கவனி
1203,bemerken::V,apercevoir,கவனி
1204,erkennen::V,reconnaître,அடையாளம் கண்டுகொள்
1205,begreifen::V,concevoir,பற்றிக்கொள்
1206,verstehen::V,entendre,புரிந்து கொள்
1207,verstehen::V,comprendre,புரிந்து கொள்
1208,lernen::V,apprendre,கற்றுக்கொள்
1209,wissen::V,savoir,தெரிந்திரு
1210,sich erinnern an::V,se souvenir de,நினைவு கூர்
1211,vergessen::V,oublier,மற
1212,messen::V,mesurer,அளவிடு
1213,zählen::V,compter,எண்ணு
1214,rechnen::V,calculer,கணக்கிடு
1215,lesen::V,lire,படி
1216,malen::V,peindre,வண்ணச்சித்திரம்
1217,zeichnen::V,dessiner,வரை
1218,schreiben::V,écrire,எழுது
1219,besitzen::V,posséder,உடைமையாகக் கொண்டிரு
1220,kaufen::V,acheter,வாங்கு
1221,verkaufen::V,vendre,விற்பனை செய்
1222,bezahlen::V,payer,இறுத்தல்
1223,zahlen::V,payer,பணம் செலுத்து
1224,beherrschen::V,dominer,ஆட்சிசெய்
1225,beherrschen::V,maîtriser,ஆட்சிசெய்
1226,ertragen::V,tolérer,தாங்கு
1227,ertragen::V,supporter,தாங்கு
