,Concept_ID,nl,myv
190,Fisch::N,vis,кал
191,Barsch::N,baars,окунь
192,Hecht::N,snoek,щука
193,Schlange[Tier]::N,slang,гуй
194,Wurm::N,worm,сукс
195,Spinne::N,spin,шанжав
196,Ameise::N,mier,коткудав
197,Laus::N,luis,сий
198,Mücke::N,mug,сеське
199,Fliege::N,vlieg,карво
200,Schmetterling::N,vlinder,нимиляв
201,Beere::N,bes,умарь
202,Apfel::N,appel,умарь
203,Pilz::N,paddestoel,панго
204,Zwiebel::N,ui,чурька
205,Saat::N,zaad,видьметь
206,Korn::N,graan,сюро
207,Korn::N,korrel,сюро
208,Heu::N,hooi,тикше
209,Schale::N,schil,кедь
210,Schale::N,schil,ваткавкс
211,Grube::N,kuil,латко
212,Falle::N,val,тувор
213,Falle::N,val,кундамка
214,Schlinge::N,strop,килькш
215,Spur::N,spoor,челькс
216,Spur::N,spoor,пильгеки
217,Asche::N,as,кулов
218,Dreck::N,drek,рудаз
219,Eisen::N,ijzer,кшни
220,Gold::N,goud,сырне
221,Silber::N,zilver,сия
222,Kohle::N,kool,сэдь
223,Kohle::N,kool,уголия
224,Glas::N,glas,сулика
225,Lehm::N,klei,сёвонь
226,Sand::N,zand,човар
227,Mensch::N,mens,ломань
228,Mann::N,man,аля
229,Mann::N,man,цёраломань
230,Frau::N,vrouw,ава
231,Kind::N,kind,эйкакш
232,Junge::N,jongen,цёрыне
233,Mädchen::N,meisje,тейтерне
234,Familie::N,gezin,семия
235,Familie::N,familie,семия
236,Großvater::N,grootvader,покштя
237,Großmutter::N,grootmoeder,баба
238,Eltern::N,ouders,тетят-ават
239,Vater::N,vader,тетя
240,Mutter::N,moeder,ава
241,Sohn::N,zoon,цёра
242,Tochter::N,dochter,тейтерь
243,Bruder::N,broer,леля
244,Bruder::N,broer,ялакс
245,Bruder::N,broeder,леля
246,Bruder::N,broeder,ялакс
247,Schwester::N,zus,сазор
248,Schwester::N,zuster,сазор
249,Onkel::N,oom,леля
250,Tante::N,tante,патя
251,Ehemann::N,echtgenoot,мирде
252,Ehefrau::N,echtgenote,ни
253,Freude::N,vreugde,кеняркс
254,Gelächter::N,gelach,ракамо
255,Gelächter::N,gelach,пейдема
256,Glück::N,geluk,уцяска
257,Kummer::N,verdriet,рискс
258,Kummer::N,verdriet,мелявкс
259,Wunsch::N,wens,мель
260,Wunsch::N,wens,бажамо
261,Wunsch::N,verlangen,мель
262,Wunsch::N,verlangen,бажамо
263,Lust::N,zin,бажамо
264,Lust::N,lust,бажамо
265,Geist::N,geest,ойме
266,Gedanke::N,gedachte,мель
267,Gedächtnis::N,geheugen,мель
268,Verstand::N,verstand,прев
269,Sinn::N,betekenis,толк
270,Sinn::N,betekenis,смысла
271,Grund::N,reden,тувтал
272,Wahrheit::N,waarheid,видечи
273,Gespräch::N,gesprek,кортнема
274,Märchen::N,sprookje,ёвкс
275,Erzählung::N,verhaal,ёвтнема
276,Nachricht::N,tijding,куля
277,Neuigkeit::N,nieuws,куля
278,Neuigkeit::N,nieuwtje,куля
279,Name::N,naam,лем
280,Rätsel::N,raadsel,содамоёвкс
281,Rede::N,rede,кортамо
282,Sprache::N,taal,кель
283,Stimme::N,stem,ваигель
284,Wort::N,woord,вал
285,Zeichen::N,teken,теште
286,Ruf::N,roep,тердема
287,Lärm::N,lawaai,шалнома
288,Laut::N,klank,вайгель
289,Laut::N,geluid,вайгель
290,Ton::N,toon,гайнема
291,Ton::N,klank,гайнема
292,Lied::N,lied,моро
293,Ruhe::N,rust,оймамо
294,Ruhe::N,stilte,оймамо
295,Leute::N,lui,ломанть
296,Leute::N,mensen,ломанть
297,Volk::N,volk,народ
298,Arbeit::N,werk,тев
299,Arbeit::N,arbeid,тев
300,Gast::N,gast,инже
301,Geschenk::N,cadeau,казне
302,Geschenk::N,geschenk,казне
303,Spiel::N,spel,налксема
304,Gesellschaft::N,gezelschap,община
305,Hilfe::N,hulp,лездамо
306,Freund::N,vriend,оя
307,Freund::N,vriend,ялга
308,Kamerad::N,maat,оя
309,Kamerad::N,maat,ялга
310,Kamerad::N,metgezel,оя
311,Kamerad::N,metgezel,ялга
312,Angelegenheit::N,zaak,тев
313,Angelegenheit::N,aangelegenheid,тев
314,Anzahl::N,tal,ламоксчи
315,Anzahl::N,aantal,ламоксчи
316,Art::N,slag,вид
317,Art::N,soort,вид
318,Stück::N,stuk,пакш
319,Stück::N,stuk,пелькс
320,Teil::N,deel,часть
321,Teil::N,deel,пелькс
322,Hälfte::N,helft,пель
323,Hälfte::N,helft,пелькс
324,Kreis::N,kring,кирькс
325,Kreis::N,cirkel,кирькс
326,Kreuz::N,kruis,крёст
327,Linie::N,lijn,кикс
328,Strich::N,haal,межа
329,Strich::N,streep,межа
330,Abstand::N,afstand,ютко
331,Entfernung::N,afstand,ютко
332,Gegend::N,streek,тарка
333,Gegend::N,streek,пертьпелькс
334,Platz::N,ruimte,васолкс
335,Ort::N,oord,тарка
336,Ort::N,plaats,тарка
337,Seite::N,zij,ён
338,Seite::N,zij,чире
339,Seite::N,kant,ён
340,Seite::N,kant,чире
341,Seite::N,zijde,ён
342,Seite::N,zijde,чире
343,Mitte::N,midden,куншка
344,Gegenstand::N,voorwerp,предмет
345,Sache::N,zaak,тев
346,Sache::N,zaak,веща
347,Rand::N,rand,пе
348,Rand::N,rand,чире
349,Rand::N,boord,пе
350,Rand::N,boord,чире
351,Kante::N,kant,ирдез
352,Ecke::N,hoek,ужо
353,Spitze::N,punt,пряне
354,Spitze::N,punt,пе
355,Spitze::N,spits,пряне
356,Spitze::N,spits,пе
357,Ende::N,einde,пе
358,Ende::N,uiteinde,пе
359,Loch::N,gat,варя
360,Winkel::N,hoek,ужо
361,Muster::N,dessin,сёрма
362,Muster::N,patroon,сёрма
363,Größe::N,grootte,сэрь
364,Größe::N,grootte,покшолма
365,Länge::N,lengte,кувалмо
366,Höhe::N,hoogte,сэрь
367,Höhe::N,hoogte,пандо
368,Gewicht::N,gewicht,сталмо
369,Menge::N,hoeveelheid,лововкс
370,Haufen::N,hoop,мар
371,Haufen::N,hoop,валявкс
372,Reihe::N,rij,ряд
373,Reihe::N,reeks,ряд
374,Boot::N,boot,венч
375,Ruder::N,roeiriem,милё
376,Schlitten::N,slee,нурдт
377,Schlitten::N,slede,нурдт
378,Ski::N,ski,сокс
379,Lagerfeuer::N,kampvuur,толбандя
380,Last::N,last,сталмо
381,Last::N,last,кандома
382,Last::N,vracht,сталмо
383,Last::N,vracht,кандома
384,Gang::N,wandeling,молема
385,Gang::N,wandeling,якамо
386,Schritt::N,stap,эскелькс
387,Schritt::N,schrede,эскелькс
388,Norden::N,noorden,якшамо ёнкс
389,Süden::N,zuiden,лембе ёнкс
390,Westen::N,westen,чивалгома
391,Osten::N,oosten,чилисема
392,Holz::N,hout,чувто
393,Brett::N,plank,лаз
394,Platte::N,plaat,плита
395,Stütze::N,stut,неже
396,Stütze::N,steun,неже
397,Stange::N,stang,олга
398,Stock::N,stok,мандо
399,Stab::N,staf,олога
400,Rohr::N,pijp,турба
401,Haus::N,huis,кудо
402,Heim::N,tehuis,кудо
403,Ofen::N,kachel,каштомо
404,Fußboden::N,vloer,киякс
405,Tisch::N,tafel,столь
406,Stuhl::N,stoel,стул
407,Wiege::N,wieg,лавсь
408,Wiege::N,wieg,нурямот
409,Bett::N,bed,ацамо
410,Regal::N,rek,лався
411,Regal::N,rek,лавсяланго
412,Kiste::N,kist,горобия
413,Kiste::N,kist,сундук
414,Fenster::N,raam,вальма
415,Fenster::N,venster,вальма
416,Tür::N,deur,кенкш
417,Tor::N,poort,ортат
418,Zaun::N,omheining,пирявт
419,Zaun::N,omheining,пирвякс
420,Dach::N,dak,кудопря
421,Leiter::N,ladder,кузтема
422,Besen::N,bezem,тенсть
423,Spaten::N,schop,койме
424,Schaufel::N,schep,кече
425,Schaufel::N,schep,келей койме
426,Gabel::N,vork,сянгине
427,Löffel::N,lepel,пенч
428,Messer::N,mes,пеель
429,Nagel::N,spijker,эске
430,Netz::N,net,алтыма
431,Haken::N,haak,кечказ
432,Griff::N,handvat,кедне
433,Schloss::N,slot,замок
434,Schloss::N,slot,панжома
435,Bild::N,beeld,картина
436,Figur::N,figuur,рунго
437,Puppe::N,pop,няка
438,Beutel::N,zak,кескав
439,Beutel::N,buidel,кескав
440,Bündel::N,pak,керькс
441,Bündel::N,bundel,керькс
442,Tasche::N,tas,юдма
443,Eimer::N,emmer,ведра
444,Deckel::N,deksel,велькс
445,Geschirr::N,vaatwerk,кедьге
446,Sack::N,zak,кескав
447,Tasse::N,kop,чакш
448,Topf::N,pan,кастрюля
449,Kessel::N,ketel,котёл
450,Essen::N,eten,ярсамо
451,Nahrung::N,voedsel,ярсамопель
452,Speise::N,spijs,ярсамопель
453,Fleisch::N,vlees,сывель
454,Getreide::N,graan,сюро
455,Brei::N,pap,каша
456,Brei::N,brij,каша
457,Brot::N,brood,кши
458,Scheibe::N,plak,кочом
459,Scheibe::N,plak,сускомо
460,Scheibe::N,snede,кочом
461,Scheibe::N,snede,сускомо
462,Fett::N,vet,куя
463,Butter::N,boter,ой
464,Öl::N,olie,ой
465,Salz::N,zout,сал
466,Suppe::N,soep,ям
467,Honig::N,honing,медь
468,Milch::N,melk,ловсо
469,Tee::N,thee,чай
470,Leder::N,leer,киське
471,Leder::N,leder,киське
472,Wolle::N,wol,пона
473,Stoff::N,stof,коцт
474,Nadel::N,naald,салмукс
475,Faden::N,draad,суре
476,Knopf::N,knoop,пов
477,Knoten::N,knoop,сюлмо
478,Farbe::N,verf,артомапель
479,Kleidung::N,kledij,оршамот
480,Kleidung::N,kleding,оршамот
481,Hemd::N,hemd,панар
482,Kragen::N,kraag,сиве
483,Ärmel::N,mouw,ожа
484,Hose::N,broek,понкст
485,Hose::N,pantalon,понкст
486,Gürtel::N,riem,каркс
487,Gürtel::N,gordel,каркс
488,Mütze::N,muts,чапка
489,Schuh::N,schoen,туфля
490,Stiefel::N,laars,кем
491,Ring::N,ring,суркс
492,Band::N,lint,лента
493,Kamm::N,kam,сурсеме
494,Spiegel::N,spiegel,чавачамо
495,Riemen::N,riem,кшнань каркс
496,Schnur::N,koord,пикс
497,Leine::N,lijn,ведьме
498,Decke::N,deken,вельтямо
499,Kissen::N,kussen,тодов
500,Tuch::N,doek,паця
501,Handtuch::N,handdoek,нардамо
502,Kraft::N,kracht,вий
503,Stärke::N,sterkte,виевчи
504,Gesundheit::N,gezondheid,шумбрачи
505,Krankheit::N,ziekte,орма
506,Krankheit::N,ziekte,сэредема
507,Schmerz::N,pijn,сэредькс
508,Wunde::N,wond,керявкс
509,Fieber::N,koorts,маштыкс
510,Arznei::N,medicament,ормаменькс
511,Arznei::N,geneesmiddel,ормаменькс
512,Brücke::N,brug,сэдь
513,Brücke::N,brug,мадамо
514,Brunnen::N,put,лисьма
515,Brunnen::N,bron,лисьма
516,Weide::N,wei,ракшань ванома тарка
517,Weide::N,weide,ракшань ванома тарка
518,Pfad::N,pad,ян
519,Weg::N,weg,ки
520,Straße::N,baan,ки
521,Straße::N,straat,ки
522,Dorf::N,dorp,веле
523,Stadt::N,stad,ош
524,Brief::N,brief,сёрма
525,Buch::N,boek,книга
526,Buchstabe::N,letter,буква
527,Zeitung::N,krant,газета
528,Zeitung::N,dagblad,газета
529,Leben::N,leven,эрямо
530,Tod::N,dood,кулома
531,Grab::N,graf,калмо
532,Kirche::N,kerk,церькова
533,Sünde::N,zonde,чумочи
534,Gott::N,god,паз
535,Arbeiter::N,arbeider,робочей
536,Chef::N,chef,прявт
537,Meister::N,meester,кол тевень тенця
538,Arzt::N,arts,врач
539,Arzt::N,dokter,врач
540,Lehrer::N,leraar,учитель
541,Lehrer::N,leraar,тонавтыця
542,Lehrer::N,onderwijzer,учитель
543,Lehrer::N,onderwijzer,тонавтыця
544,Geld::N,geld,ярмак
545,Geschäft::N,zaak,ладязь тев
546,Laden::N,winkel,лавка
547,Preis::N,prijs,питне
548,Ware::N,waar,миевкс
549,Ware::N,waar,рамавкс
550,Nutzen::N,nut,паро
551,Nutzen::N,nut,лезэ
552,Nutzen::N,voordeel,паро
553,Nutzen::N,voordeel,лезэ
554,Reichtum::N,rijkdom,сюпавчи
555,Welt::N,wereld,мир
556,Welt::N,wereld,мастор ланго
557,Land::N,land,мастор
558,Staat::N,staat,государства
559,König::N,koning,король
560,Macht::N,macht,азорксчи
561,Grenze::N,grens,буен тешкс
562,Krieg::N,oorlog,война
563,Feind::N,vijand,душман
564,Gewalt::N,geweld,нарьгамо
565,Kampf::N,strijd,тюрема
566,Kampf::N,gevecht,тюрема
567,Bogen[Waffe]::N,boog,нал
568,Pfeil::N,pijl,нал
569,Gewehr::N,geweer,ружия
570,Gewehr::N,geweer,винтовка
571,Fehler::N,fout,ильведькс
572,Fehler::N,fout,ильведевкс
573,Lüge::N,leugen,манчема
574,Lüge::N,leugen,кенгелема
575,Schaden::N,schade,зыян
576,Unglück::N,tegenspoed,зыян
577,Schuld::N,schuld,чумочи
578,Alter::N,leeftijd,шка
579,Schluss::N,slot,пе
580,Zeit::N,tijd,шка
581,Zeit::N,tijd,пинге
582,Tag::N,dag,чи
583,Morgen::N,morgen,валске
584,Morgen::N,ochtend,валске
585,Mittag::N,middag,чикуншка
586,Abend::N,avond,чокшнэ
587,Nacht::N,nacht,ве
588,Woche::N,week,недля
589,Monat::N,maand,ков
590,Jahr::N,jaar,ие
591,Frühling::N,lente,тундо
592,Frühling::N,voorjaar,тундо
593,Sommer::N,zomer,кизэ
594,Herbst::N,herfst,сёксь
595,Winter::N,winter,теле
596,Januar::N,januari,якшамков
597,Februar::N,februari,февраль
598,März::N,maart,март
599,April::N,april,апрель
600,Mai::N,mei,май
601,Juni::N,juni,июнь
602,Juli::N,juli,июль
603,August::N,augustus,август
604,September::N,september,сентября
605,Oktober::N,oktober,октября
606,November::N,november,ноября
607,Dezember::N,december,декабря
608,Montag::N,maandag,пондельник
609,Dienstag::N,dinsdag,овторник
610,Mittwoch::N,woensdag,серёда
611,Donnerstag::N,donderdag,цетьверьг
612,Freitag::N,vrijdag,пеця
613,Samstag::N,zaterdag,субута
614,Samstag::N,zaterdag,шлямочи
615,Sonntag::N,zondag,недлячи
616,groß::A,groot,ине
617,groß::A,groot,покш
618,klein::A,klein,вишка
619,lang::A,lang,кувака
620,kurz::A,kort,нурькине
621,breit::A,breed,келей
622,schmal::A,smal,теине
623,dicht::A,dicht,тусто
624,dick[Gegenstand]::A,dik,эчке
625,dünn::A,dun,човине
626,fein::A,fijn,човине
627,fest::A,vast,кеме
628,flach::A,plat,лапужа
629,glatt::A,glad,валаня
630,hart::A,hard,калгодо
631,weich::A,week,чевте
632,rund::A,rond,кеверь
633,spitz::A,spits,пшти
634,spitz::A,puntig,пшти
635,scharf::A,scherp,пшти
636,stumpf::A,stomp,ношка
637,schwer::A,zwaar,стака
638,schön::A,mooi,мазый
639,schön::A,fraai,мазый
640,heiß::A,heet,пси
641,warm::A,warm,лембе
642,kalt::A,koud,якшамо
643,kühl::A,koel,экше
644,frisch::A,fris,свежа
645,feucht::A,vochtig,летьке
646,nass::A,nat,начко
647,trocken::A,droog,коське
648,voll::A,vol,пешксе
649,leer::A,leeg,чаво
650,offen::A,open,панжадо
651,offen::A,open,виде
652,geschlossen::A,gesloten,пекстазь
653,geschlossen::A,gesloten,сёлгозь
654,sauber::A,net,ванькс
655,sauber::A,schoon,ванькс
656,schmutzig::A,vuil,ливезев
657,roh::A,rauw,верек
658,reif::A,rijp,кенерезь
659,lecker::A,lekker,тантей
660,süß::A,zoet,ламбамо
661,bitter::A,bitter,сэпей
662,sauer::A,zuur,чапамо
663,hell::A,licht,валдо
664,hell::A,helder,валдо
665,dunkel::A,donker,чопода
666,schwarz::A,zwart,раужо
667,weiß::A,wit,ашо
668,rot::A,rood,якстере
669,gelb::A,geel,ожо
670,blau::A,blauw,сэнь
671,grün::A,groen,пиже
672,grau::A,grijs,шержев
673,bunt::A,bont,сёрмав
674,billig::A,goedkoop,аволь питней
675,teuer::A,duur,питней
676,wertvoll::A,kostbaar,питней
677,wertvoll::A,waardevol,питней
678,blind::A,blind,сокор
679,taub::A,doof,амариця
680,kräftig::A,krachtig,пек виев
681,stark::A,sterk,виев
682,schwach::A,zwak,лавшо
683,fett::A,vet,куя
684,schlank::A,slank,виде ронга
685,hübsch::A,leuk,мазый
686,böse::A,kwaad,кежей
687,dumm::A,dom,чавола
688,dumm::A,dom,превтеме
689,faul::A,lui,нузякс
690,fleißig::A,vlijtig,мелень путыця
691,geizig::A,gierig,скупой
692,klug::A,slim,превей
693,klug::A,schrander,превей
694,klug::A,verstandig,превей
695,geschickt::A,handig,маштозь теезь
696,geschickt::A,vaardig,маштозь теезь
697,lieb::A,lief,вадря
698,lustig::A,vrolijk,весёла
699,sanft::A,zacht,сэтьме
700,hungrig::A,hongerig,вачо
701,krank::A,ziek,сэредиця
702,nackt::A,naakt,штапо
703,traurig::A,treurig,нусманя
704,traurig::A,bedroefd,нусманя
705,lebendig::A,levend,эриця
706,gut::A,goed,паро
707,schlecht::A,slecht,берянь
708,richtig::A,juist,виде
709,schlimm::A,erg,берянь
710,schlimm::A,kwaad,берянь
711,wahr::A,waar,алкуксонь
712,alt::A,oud,ташто
713,neu::A,nieuw,од
714,ehemalig::A,voormalig,икелень
715,alt[Lebewesen]::A,oud,сыре
716,jung::A,jong,од
717,arm::A,arm,кажов
718,reich::A,rijk,сюпав
719,bekannt::A,bekend,содавикс
720,berühmt::A,beroemd,содавикс
721,fremd::A,vreemd,лия
722,fremd::A,vreemd,асодавикс
723,verschieden::A,verscheiden,эрьва
724,verschieden::A,verschillend,эрьва
725,nah::A,nabij,а васолонь
726,nah::A,nabijgelegen,а васолонь
727,fern::A,ver,умонь
728,fern::A,ver,кезэрень
729,linker::A,linker,керш
730,rechter::A,rechter,вить
731,anderer::A,andere,лия
732,erster::A,eerste,васень
733,erster::A,eerste,васенце
734,zweiter::A,tweede,омбоце
735,dritter::A,derde,колмоце
736,letzter::A,laatste,меельце
737,allein::ADV,alleen,башка
738,allein::ADV,alleen,ськамонзо
739,auf einmal::ADV,ineens,вейсэ
740,auf einmal::ADV,tegelijk,вейсэ
741,zusammen::ADV,samen,вейс
742,zusammen::ADV,samen,вейсэ
743,zusammen::ADV,bijeen,вейс
744,zusammen::ADV,bijeen,вейсэ
745,lange::ADV,lang,кувать
746,plötzlich::ADV,eensklaps,апак учо
747,plötzlich::ADV,plotsklaps,апак учо
748,sofort::ADV,terstond,курок
749,sofort::ADV,terstond,нейке
750,sofort::ADV,aanstonds,курок
751,sofort::ADV,aanstonds,нейке
752,sofort::ADV,onmiddelijk,курок
753,sofort::ADV,onmiddelijk,нейке
754,später::ADV,later,мейле
755,jetzt::ADV,nu,ней
756,jetzt::ADV,nou,ней
757,jetzt::ADV,thans,ней
758,heute::ADV,heden,течи
759,heute::ADV,vandaag,течи
760,morgen::ADV,morgen,ванды
761,bald::ADV,gauw,курок
762,bald::ADV,weldra,курок
763,dann::ADV,dan,мейле
764,dann::ADV,dan,седе мейле
765,dann::ADV,toen,мейле
766,dann::ADV,toen,седе мейле
767,gestern::ADV,gisteren,исяк
768,einst::ADV,eens,весть
769,einst::ADV,eens,зярдо-бути
770,damals::ADV,toen,сестэ
771,damals::ADV,destijds,сестэ
772,danach::ADV,daarna,мейле
773,danach::ADV,daarna,седе мейле
774,vorher::ADV,vooraf,васняяк
775,vorher::ADV,van tevoren,васняяк
776,zuerst::ADV,eerst,васня
777,zuerst::ADV,het eerst,васня
778,einmal::ADV,eens,весть
779,einmal::ADV,eenmaal,весть
780,manchmal::ADV,soms,лиясто
781,oft::ADV,vaak,сеетьстэ
782,oft::ADV,dikwijls,сеетьстэ
783,immer::ADV,altijd,свал
784,niemals::ADV,nooit,а зярдояк
785,hier::ADV,hier,тесэ
786,hierhin::ADV,hierheen,тей
787,von hier::ADV,van hier,тестэ
788,von hier::ADV,hiervandaan,тестэ
789,dort::ADV,daar,тосо
790,dort::ADV,ginds,тосо
791,dorthin::ADV,daarheen,тов
792,geradeaus::ADV,rechtuit,витьстэ
793,geradeaus::ADV,rechtdoor,витьстэ
794,vorwärts::ADV,vooruit,икелев
795,vorwärts::ADV,voorwaarts,икелев
796,rückwärts::ADV,achteruit,мекев
797,rückwärts::ADV,achterwaarts,мекев
798,zurück::ADV,terug,мекев
799,unten::ADV,beneden,ало
800,unten::ADV,onderaan,ало
801,hinab::ADV,omlaag,алов
802,hinab::ADV,naar beneden,алов
803,oben::ADV,boven,вере
804,hinauf::ADV,omhoog,верев
805,hinauf::ADV,naar boven,верев
806,überall::ADV,alom,эрьва косо
807,überall::ADV,overal,эрьва косо
808,nicht::ADV,niet,а
809,ein wenig::ADV,wat,аламошка
810,kaum::ADV,amper,ансяк
811,kaum::ADV,nauwelijks,ансяк
812,sehr::ADV,erg,пек
813,sehr::ADV,erg,вельть
814,sehr::ADV,zeer,пек
815,sehr::ADV,zeer,вельть
816,so::ADV,zo,истя
817,noch::ADV,nog,таго
818,nur::ADV,maar,ансяк
819,nur::ADV,alleen,ансяк
820,schon::ADV,al,уш
821,schon::ADV,reeds,уш
822,wieder::ADV,weer,таго
823,wieder::ADV,terug,таго
824,vergebens::ADV,vergeefs,стяко
825,vergebens::ADV,tevergeefs,стяко
826,vor::PRP,voor,икеле
827,hinter::PRP,achter,вельде
828,unter::PRP,onder,ало
829,unter::PRP,beneden,ало
830,durch::PRP,door,пачк
