,Concept_ID,lt,ab
710,klug::A,protingas,аҟəыш
711,klug::A,protingas,аҟəыӷа
712,geschickt::A,apsukrus,напҟазала
713,lieb::A,mielas,алашара
714,lustig::A,smagus,алах-ҿых
715,lustig::A,smagus,игурҕьаччо
716,lustig::A,smagus,агурҕьа
717,lustig::A,smagus,агурҿыхага
718,lustig::A,linksmas,алах-ҿых
719,lustig::A,linksmas,игурҕьаччо
720,lustig::A,linksmas,агурҕьа
721,lustig::A,linksmas,агурҿыхага
722,sanft::A,švelnus,атата
723,sanft::A,švelnus,аҟəымшəышə
724,sanft::A,švelnus,ақьыҧш
725,sanft::A,minkštas,атата
726,sanft::A,minkštas,аҟəымшəышə
727,sanft::A,minkštas,ақьыҧш
728,hungrig::A,alkanas,амлашь
729,krank::A,ligotas,ачымазаҩ
730,krank::A,sergantis,ачымазаҩ
731,nackt::A,nuogas,аҟьантаз
732,traurig::A,liūdnas,алахьеиқəҵага
733,lebendig::A,gyvas,абза
734,gut::A,geras,абзиа
735,schlecht::A,blogas,-хəарҭам
736,schlecht::A,prastas,-хəарҭам
737,richtig::A,tikras,иашоу
738,richtig::A,teisingas,иашоу
739,schlimm::A,blogas,абааҧсы
740,schlimm::A,prastas,абааҧсы
741,wahr::A,tikras,агəҭылса
742,wahr::A,tikras,абзиаҵəҟьа
743,alt::A,senas,Ажə
744,neu::A,naujas,аҿыц
745,ehemalig::A,buvęs,анкьатәи
746,alt[Lebewesen]::A,pagyvenęs,абырг
747,alt[Lebewesen]::A,pagyvenęs,ақабада
748,alt[Lebewesen]::A,pagyvenęs,Ажə
749,jung::A,jaunas,аҟата
750,arm::A,neturtingas,ананамга
751,reich::A,turtingas,абеиа
752,bekannt::A,žinomas,адыр
753,bekannt::A,pažįstamas,адыр
754,berühmt::A,žymus,адыр
755,berühmt::A,garsus,адыр
756,fremd::A,svetimas,атəым
757,verschieden::A,įvairus,Еиуа-еиҧшым
758,nah::A,artimas,ааигəа
759,fern::A,tolimas,ахара
760,linker::A,kairys,арма
761,rechter::A,dešinys,арҕьа
762,anderer::A,kitas,даҽа
763,anderer::A,kitas,даҽакы
764,erster::A,pirmas,актәи
765,zweiter::A,antras,аҩбатəи
766,dritter::A,trečias,ахҕатәи
767,letzter::A,paskutinis,аҵыхəтəантəи
768,allein::ADV,vienas,мацара
769,auf einmal::ADV,iš karto,зныкала
770,auf einmal::ADV,iš karto,зныкҟьара
771,zusammen::ADV,kartu,аиц...
772,zusammen::ADV,drauge,аиц...
773,lange::ADV,ilgai,акыраамҭа
774,plötzlich::ADV,staiga,иаалырҟьаны
775,sofort::ADV,tuojau,иаразнакҵәҟьа
776,später::ADV,vėliau,уажəшьҭаншəа
777,später::ADV,paskiau,уажəшьҭаншəа
778,jetzt::ADV,dabãr,уажәы
779,heute::ADV,šiandien,иахьа
780,morgen::ADV,rytoj,уаҵәы
781,bald::ADV,greitai,иласны
782,bald::ADV,netrukus,иласны
783,dann::ADV,po to,нас
784,gestern::ADV,vakar,иацы
785,einst::ADV,kadaise,зны
786,einst::ADV,kitą kartą,зны
787,damals::ADV,anuomet,усҟан
788,damals::ADV,anuokart,усҟан
789,danach::ADV,po to,нас
790,danach::ADV,paskui,нас
791,vorher::ADV,anksčiau,уаанӡа
792,zuerst::ADV,pirma,азнаказы
793,zuerst::ADV,pirma,аҧхьа
794,zuerst::ADV,iš pradžių̃,азнаказы
795,zuerst::ADV,iš pradžių̃,аҧхьа
796,einmal::ADV,kartą,зны
797,einmal::ADV,vieną kartą,зны
798,manchmal::ADV,kai kada,зны-зынла
799,oft::ADV,dažnai,лассы-лассы
800,immer::ADV,visada,енагь
801,immer::ADV,visada,еснагь
802,immer::ADV,visuomet,енагь
803,immer::ADV,visuomet,еснагь
804,niemals::ADV,niekada,ианакəызаалак
805,niemals::ADV,niekuomet,ианакəызаалак
806,hier::ADV,čia,ара
807,hier::ADV,čia,абра
808,hier::ADV,čia,араҟа
809,hierhin::ADV,šen,ара
810,hierhin::ADV,šen,араҟа
811,hierhin::ADV,čionai,ара
812,hierhin::ADV,čionai,араҟа
813,von hier::ADV,iš čia,арантә
814,dort::ADV,ten,уа
815,dort::ADV,tenai,уа
816,dorthin::ADV,ten,уахь
817,dorthin::ADV,ten,анахь
818,dorthin::ADV,ten link,уахь
819,dorthin::ADV,ten link,анахь
820,geradeaus::ADV,tiesiai,ишиашоу
821,vorwärts::ADV,pirmyn,ҕхьаҟа
822,rückwärts::ADV,atbulai,шьҭахьла
823,zurück::ADV,atgal,шьҭахьҟа
824,unten::ADV,žemai,лбаа
825,unten::ADV,apačioje,лбаа
826,hinab::ADV,žemyn,алада
827,oben::ADV,viršuj,хыхь
828,hinauf::ADV,aukštyn,аҩада
829,hinauf::ADV,į viršų,аҩада
830,überall::ADV,visur,зегьынцьара
831,nicht::ADV,ne,-м
832,ein wenig::ADV,truputį,ҕыҭк
833,kaum::ADV,vos,аарлаҳәа
834,kaum::ADV,vos,афергьҳәа
835,sehr::ADV,labai,даара
836,sehr::ADV,baisiai,даара
837,so::ADV,taip,ас
838,so::ADV,taip,абас
839,noch::ADV,dar,макьана
840,nur::ADV,tik,заҵәык
841,nur::ADV,vien,заҵәык
842,schon::ADV,jau,уажәшьҭа
843,schon::ADV,jau,аиҳа ипоу
844,wieder::ADV,vėl,ҿыц
845,wieder::ADV,vėl,дырҩегь
846,wieder::ADV,vėl,дырҩегьых
847,wieder::ADV,iš naujo,ҿыц
848,wieder::ADV,iš naujo,дырҩегь
849,wieder::ADV,iš naujo,дырҩегьых
850,vergebens::ADV,veltui,баша
851,vergebens::ADV,bergždžiai,баша
852,vor::PRP,prieš,аҕхьа
853,hinter::PRP,už,нхыҵ
854,unter::PRP,po,амҵа
855,unter::PRP,po,амҵан
856,durch::PRP,pro,
857,durch::PRP,per,
858,neben::PRP,prie,ааигуара
859,neben::PRP,šalia,ааигуара
860,zwischen::PRP,tarp,абжьара
861,wegen::PRP,dėl,-иззы
862,wegen::PRP,dėl,-ҟнытә
863,wegen::PRP,dėlei,-иззы
864,wegen::PRP,dėlei,-ҟнытә
865,dies::PRN,šis,ари
866,dies::PRN,šis,абри
867,dies::PRN,šitas,ари
868,dies::PRN,šitas,абри
869,das::PRN,tat,Абни
870,das::PRN,tat,убри
871,alles::PRN,visas,зегьы
872,ich::PRN,aš,са
873,ich::PRN,aš,сара
874,du::PRN,tu,бара
875,er::PRN,jis,иара
876,wir::PRN,mes,ҳара
877,ihr::PRN,jūs,шәара
878,sie::PRN,ji,дара
879,sie::PRN,jos,дара
880,was::FPRN,kas,
881,wer::FPRN,kas,дарбан
882,wo::FADV,kur,иабыкуу
883,wo::FADV,kur,аба-
884,wo::FADV,kur,ахь-
885,wohin::FADV,kur,иабыкуу
886,wohin::FADV,kur,аба-
887,wohin::FADV,kur,ахь-
888,wohin::FADV,kur link,иабыкуу
889,wohin::FADV,kur link,аба-
890,wohin::FADV,kur link,ахь-
891,wie::FADV,kaip,-шҕа
892,warum::FADV,kod̃ėl,избан
893,warum::FADV,dėl ko,избан
894,wieviel::FNUM,kiek,заҟа
895,eins::NUM,vienas,акы
896,eins::NUM,vienas,аӡәы
897,zwei::NUM,du,ҩба
898,drei::NUM,trys,хҕа
899,vier::NUM,keturi,ҕшьба
900,fünf::NUM,penki,хəба
901,sechs::NUM,šeši,фба
902,sieben::NUM,septyni,Бжьба
903,acht::NUM,aštuoni,ааба
904,neun::NUM,devyni,жәба
905,zehn::NUM,dešimt,жәаба
906,elf::NUM,vienuolika,жәеизатәи
907,zwölf::NUM,dvylika,жәаҩа
908,zwanzig::NUM,dvidešimt,ҩажәа
909,dreißig::NUM,trisdešimt,ҩажәижәабатәи
910,vierzig::NUM,keturiasdešimt,ҩынҩажәа
911,fünfzig::NUM,penkiasdešimt,ҩынҩажәеижәаба
912,sechzig::NUM,šešiasdešimt,хынҩажәа
913,siebzig::NUM,septyniasdešimt,хынҩажәижәаба
914,achtzig::NUM,aštuoniasdešimt,ҕшьынҩажәа
915,neunzig::NUM,devyniasdešimt,ҕшьынҩажәижәаба
916,hundert::NUM,šimtas,шәкы
917,tausend::NUM,tūkstantis,зқьы
918,und::CNJ,ĩr,-и
919,oder::CNJ,ar,ма
920,oder::CNJ,arba,ма
921,stehen::V,stovėti,агылазаара
922,sitzen::V,sėdėti,атəара
923,sitzen::V,sėdėti,атəа(заа)ра
924,liegen::V,gulėti,аиара
925,hängen::V,kyboti,акнаҳара
926,hängen::V,kabėti,акнаҳара
927,werden::V,taptis,аҟалара
928,werden::V,darytis,аҟалара
929,passieren::V,atsitikti,аҟалара
930,passieren::V,pasitaikyti,аҟалара
931,beginnen::V,prasid́ėti,алагара
932,enden::V,baigtis,алгара
933,wechseln::V,keistis,аҽыҧсахра
934,wechseln::V,pasikeisti,аҽыҧсахра
935,aufgehen[Sonne]::V,tekėti,агылара
936,aufgehen[Sonne]::V,tekėti,ахашлара
937,aufgehen[Sonne]::V,tekėti,аҩаҵхахара
938,aufgehen[Sonne]::V,patekėti,агылара
939,aufgehen[Sonne]::V,patekėti,ахашлара
940,aufgehen[Sonne]::V,patekėti,аҩаҵхахара
941,untergehen[Sonne]::V,leistis,аҭашəара
942,untergehen[Sonne]::V,nusileisti,аҭашəара
943,scheinen[Sonne]::V,šviesti,акаҧхара
944,donnern::V,griausti,адыдра
945,donnern::V,griaudėti,адыдра
946,wehen::V,pūsti,асра
947,strömen::V,lietis,акаҭəара
948,strömen::V,plūsti,акаҭəара
949,fließen::V,tekėti,ацара
950,sich drehen::V,suktis,ахагьежьра
951,sich drehen::V,pasisukti,ахагьежьра
952,schwanken::V,svyruoti,аҵысра
953,schwingen::V,suptis,ахызазара
954,schwingen::V,suptis,акьаандара
955,fallen::V,pulti,акаҳара
956,fallen::V,kristi,акаҳара
957,brennen::V,degti,абылра
958,rauchen::V,rūkyti,ахылҵра
959,regnen::V,lyti,аура
960,gefrieren::V,užšalti,аҵаара
961,tauen::V,tirpti,аӡҭра
962,schmelzen::V,lydytis,ақəӡыҭра
963,schmelzen::V,lydytis,аҭəара
964,trocknen::V,džiūti,абара
965,sieden::V,virti,ашра
966,faulen::V,pūti,абаара
967,verfaulen::V,švinkti,абаара
968,verfaulen::V,švinkti,аилашра
969,reißen::V,plyšti,аҧжəара
970,reißen::V,trūkti,аҧжəара
971,versinken::V,skę̃sti,аӡааҟəрылара
972,versinken::V,grimzti,аӡааҟəрылара
973,vergehen::V,praeiti,ацара
974,erscheinen::V,pasirodyti,ацəырҵра
975,verschwinden::V,dingti,аҵашəкəара
976,verschwinden::V,išnykti,аҵашəкəара
977,verschwinden::V,pranykti,аҵашəкəара
978,sinken::V,kristi,атəара
979,sinken::V,kristi,алаҟəра
980,abnehmen::V,mažėti,ацӡаара
981,abnehmen::V,mažėti,аиҵалара
982,abnehmen::V,silpnėti,ацӡаара
983,abnehmen::V,silpnėti,аиҵалара
984,zunehmen::V,didėti,аҽырҭбаара
985,zunehmen::V,didėti,аиҵыҵра
986,zunehmen::V,didėti,арацəахара
987,zunehmen::V,padaugėti,аҽырҭбаара
988,zunehmen::V,padaugėti,аиҵыҵра
989,zunehmen::V,padaugėti,арацəахара
990,steigen::V,kilti,азҳара
991,steigen::V,kilti,ашьҭыҵра
992,steigen::V,kilti,адухара
993,steigen::V,kilti,ацлара
994,wachsen::V,augti,азҳара
995,glänzen::V,blizgėti,ацыр-цырра
996,glänzen::V,blizgėti,ацыҩ-цыҩра
997,glänzen::V,blizgėti,аказказра
998,funkeln::V,žibėti,ашап-шапра
999,funkeln::V,žibėti,ацым-цымра
1000,lärmen::V,triukšmauti,ашьҭыбжьгара
1001,lärmen::V,triukšmauti,аҕьҕьаҳәа аилалара
1002,läuten::V,skambinti,аҵəҵəасра
1003,klingeln::V,skambinti,аҵəҵəасра
1004,klirren::V,žvangėti,ахьархьарра
1005,klirren::V,žvangėti,архьархьарра
1006,brausen::V,šniokšti,аилаҽҽара
1007,brausen::V,šniokšti,еилашуера
1008,rauschen::V,ošti,
1009,rauschen::V,šlamėti,
1010,klingen::V,skardėti,агара
1011,klingen::V,skardėti,ашьҭыбжь гара
1012,bellen::V,loti,ашра
1013,heulen::V,kaukti,ауура
1014,heulen::V,staugti,ауура
1015,blasen::V,pūsti,аҭəҳəара
1016,pfeifen::V,švilpti,ашəшəра
1017,pfeifen::V,švilpauti,ашəшəра
1018,schreien::V,šaukti,аҳəҳəара
1019,schreien::V,šaukti,ахəаара
1020,schreien::V,šaukti,аҟаара
1021,stöhnen::V,dejuoti,ақьра
1022,stöhnen::V,aimanuoti,ақьра
1023,zittern::V,virpėti,аҵыс-ҵысра
1024,leben::V,gyventi,аҟазаара
1025,geboren werden::V,gimti,Аира
1026,atmen::V,alsuoti,аҕсыҕ лагаҩагара
1027,atmen::V,kvėpuoti,аҕсыҕ лагаҩагара
1028,trinken::V,gerti,ажəра
1029,essen::V,valgyti,акрыфара
1030,schlucken::V,praryti,албаадара
1031,müde werden::V,nuvargti,ааҕсара
1032,müde werden::V,privargti,ааҕсара
1033,einschlafen::V,užmigti,ацəара
1034,schlafen::V,miegoti,ацəазаара
1035,aufwachen::V,pabusti,аҿыхара
1036,aufstehen::V,keltis,Агəылҵра
1037,aufstehen::V,atsikelti,Агəылҵра
1038,sich erholen::V,pailsėti,аҧсшьара
1039,sich erholen::V,poilsiauti,аҧсшьара
1040,krank werden::V,susirgti,ачмазаҩхара
1041,krank sein::V,sirgti,аҳəарҧсарра
1042,schmerzen::V,sopėti,ахьра
1043,schmerzen::V,skaudėti,ахьра
1044,husten::V,kosėti,аимҳәара
1045,genesen::V,sveikti,абзиахара
1046,genesen::V,sveikti,аӷəӷəахара
1047,genesen::V,taisytis,абзиахара
1048,genesen::V,taisytis,аӷəӷəахара
1049,sterben::V,mirti,аҧсра
1050,sterben::V,numirti,аҧсра
1051,umkommen::V,žūti,аҭахара
1052,sich bewegen::V,judėti,аиҭаҵра
1053,sich bewegen::V,pasijudinti,аиҭаҵра
1054,sich rühren::V,krutėti,ақəацара
1055,sich erheben::V,pakilti,аҩагылара
1056,sich erheben::V,atsikelti,аҩагылара
1057,sich setzen::V,sėstis,атəара
1058,sich setzen::V,atsisėsti,атəара
1059,hinfallen::V,parkristi,акаҳара
1060,hinfallen::V,pargriūti,акаҳара
1061,laufen::V,eiti,аныҟəара
1062,schreiten::V,žengti,ашьаҿа еихгара
1063,schreiten::V,žingsniuoti,ашьаҿа еихгара
1064,spazierengehen::V,pasivaikščioti,анеи-ааира
1065,eilen::V,skubėti,аццакра
1066,sich beeilen::V,paskub́ėti,аццакра
1067,sich beeilen::V,pasiskubinti,аццакра
1068,sausen::V,dumti,аҧырра
1069,sausen::V,dumti,иҭрысны
1070,sausen::V,dumti,ишьҭҟьаны ацара
1071,sausen::V,lėkti,аҧырра
1072,sausen::V,lėkti,иҭрысны
1073,sausen::V,lėkti,ишьҭҟьаны ацара
1074,rennen::V,bėgti,аҩра
1075,springen::V,šokti,аҧара
1076,klettern::V,kopti,ақəлара
1077,schaukeln::V,supti,аҟəараҟəанҽара
1078,schaukeln::V,linguoti,аҟəараҟəанҽара
1079,kriechen::V,ropoti,аҳəазара
1080,kriechen::V,šliaužti,аҳəазара
1081,schwimmen::V,plaukti,аӡсара
1082,tauchen::V,nerti,ахəӡааҵəира
1083,rudern::V,irtis,аҵшьра
1084,rudern::V,irkluoti,аҵшьра
1085,fahren::V,važiuoti,акала
1086,fahren::V,važinėti,акала
1087,fliegen::V,lėkti,аҧырра
1088,fliegen::V,skristi,аҧырра
1089,gehen::V,eiti,аиҭаҵра
1090,weggehen::V,išeiti,ацара
1091,abfahren::V,išvykti,адəықəлара
1092,abfahren::V,išvykti,ацара
1093,abfahren::V,išvažiuoti,адəықəлара
1094,abfahren::V,išvažiuoti,ацара
1095,anhalten::V,sustoti,ааныргылара
1096,hineingehen::V,įeiti,аҭалара
1097,eintreten::V,įžengti,аҩналара
1098,kommen::V,ateiti,аара
1099,kommen::V,ateiti,ааира
1100,ankommen::V,ateiti,ааира
1101,ankommen::V,ateiti,аара
1102,ankommen::V,ateiti,анеира
1103,zurückkommen::V,grį̃žti,азыхынҳəра
1104,zurückkommen::V,sugrį̃žti,азыхынҳəра
1105,bleiben::V,likti,аанхара
1106,bleiben::V,likti,анхара
1107,bleiben::V,likti,аангылара
1108,bleiben::V,pasilikti,аанхара
1109,bleiben::V,pasilikti,анхара
1110,bleiben::V,pasilikti,аангылара
1111,warten::V,laukti,азҧшзаара
1112,erwarten::V,laukti,азҧшра
1113,suchen::V,ieškoti,ашьҭазаара
1114,finden::V,rasti,аҧшаара
1115,finden::V,surasti,аҧшаара
1116,versuchen::V,mėginti,аҽазкра
1117,vorbereiten::V,rengti,армазеира
1118,lieben::V,myĺėti,абзиабара
1119,mögen::V,ḿėgti,агəаҧхара
1120,mögen::V,patikti,агəаҧхара
1121,lachen::V,juoktis,аччара
1122,rühren::V,jaudinti,арҵəуара
1123,rühren::V,graudinti,арҵəуара
1124,weinen::V,verkti,аҵəуара
1125,schimpfen::V,bartis,ацəҳара
1126,sich ärgern::V,pykti,агəаара
1127,sich ärgern::V,apmaudauti,агəаара
1128,sich fürchten::V,bijoti,аӡыӡара
1129,sich fürchten::V,baimintis,аӡыӡара
1130,fürchten::V,bijoti,ацəшəара
1131,fürchten::V,baimintis,ацəшəара
1132,fliehen::V,bėgti,абналара
1133,fliehen::V,bėgti,ацəцара
1134,fliehen::V,sprukti,абналара
1135,fliehen::V,sprukti,ацəцара
1136,flüchten::V,pabėgti,абналара
1137,flüchten::V,pabėgti,ацəцара
1138,sehen::V,žiūŕėti,абара
1139,anschauen::V,žiūŕėti,ахəаҧшра
1140,ansehen::V,žiūrėti į,ахəаҧшра
1141,ansehen::V,pažiūrėti į,ахəаҧшра
1142,hören::V,girdėti,аҳара
1143,zuhören::V,klausytis,азыӡырҩра
1144,probieren::V,ragauti,аҧышəара
1145,probieren::V,paragauti,аҧышəара
1146,riechen::V,uosti,афыҩра
1147,riechen::V,užuosti,афыҩра
1148,fühlen::V,justi,анырра
1149,fühlen::V,justi,ацәакырра
1150,fühlen::V,jausti,анырра
1151,fühlen::V,jausti,ацәакырра
1152,fühlen::V,pajusti,анырра
1153,fühlen::V,pajusti,ацәакырра
1154,scheinen::V,rodytis,шәа
1155,scheinen::V,rodytis,аацәырҵа
1156,scheinen::V,atrodyti,шәа
1157,scheinen::V,atrodyti,аацәырҵа
1158,zu sehen sein::V,pasirodyti,
1159,vernehmen::V,išgirsti,аҳара
1160,frieren::V,šalti,ашəра
1161,frieren::V,šalti,аҵаара
1162,tun::V,daryti,аҟаҵара
1163,können::V,galėti,алшара
1164,können::V,pajėgti,алшара
1165,wollen::V,norėti,аҭахра
1166,anfangen::V,pradėti,алагара
1167,anfangen::V,prasid́ėti,алагара
1168,beenden::V,baigti,алгара
1169,beenden::V,užbaigti,алгара
1170,aufhören::V,liautis,аҟəыҵра
1171,gelingen::V,pavykti,аура
1172,gelingen::V,pavykti,аманшəалахара
1173,gelingen::V,pavykti,алҵра
1174,gelingen::V,pasisekti,аура
1175,gelingen::V,pasisekti,аманшəалахара
1176,gelingen::V,pasisekti,алҵра
1177,geraten::V,nusisekti,нзаарын
1178,öffnen::V,atverti,аартра
1179,öffnen::V,atidaryti,аартра
1180,schließen::V,uždaryti,аркра
1181,stellen::V,statyti,аргылара
1182,stellen::V,pastatyti,аргылара
1183,setzen::V,sodinti,артəара
1184,setzen::V,pasodinti,артəара
1185,legen::V,dėti,ақəҵара
1186,legen::V,pad́ėti,ақəҵара
1187,berühren::V,liesti,акьысра
1188,berühren::V,liesti,алакьысра
1189,berühren::V,paliesti,акьысра
1190,berühren::V,paliesti,алакьысра
1191,verbinden::V,jungti,аҿаҳəара
1192,verbinden::V,surišti,аҿаҳəара
1193,bedecken::V,uždengti,ақəршəра
1194,aufhängen::V,pakarti,акнаҳара
1195,aufhängen::V,pakabinti,акнаҳара
1196,anzünden::V,padegti,аркра
1197,aufheben::V,pakelti,ашьҭыхра
1198,zurücklassen::V,palikti,аныжьра
1199,verlieren::V,pamesti,ацəыӡра
1200,fallen lassen::V,atsisakyti,ацəкаҳара
1201,machen::V,dirbti,ачаҧара
1202,herstellen::V,gaminti,аиҵдара
1203,bauen::V,statyti,аргылара
1204,bauen::V,pastatyti,аргылара
1205,reparieren::V,taisyti,арҽеира
1206,reparieren::V,remontuoti,арҽеира
1207,verbessern::V,gerinti,аиҕьтəра
1208,verbessern::V,ištaisyti,аиҕьтəра
1209,ändern::V,keisti,аҧсахра
1210,ändern::V,pakeisti,аҧсахра
1211,graben::V,kasti,ажра
1212,beugen::V,lenkti,арҟəра
1213,beugen::V,lenkti,архəара
1214,beugen::V,palenkti,арҟəра
1215,beugen::V,palenkti,архəара
1216,biegen::V,lenkti,арҟəра
1217,biegen::V,lenkti,архəара
1218,biegen::V,palenkti,арҟəра
1219,biegen::V,palenkti,архəара
1220,drehen::V,sukti,аргьежьра
1221,wenden::V,kreipti,
1222,wenden::V,pakreipti,
1223,umdrehen::V,sukti,аарҳәра
1224,umdrehen::V,apversti,аарҳәра
1225,heben::V,kelti,аҩахара
1226,heben::V,kelti,араҳара
1227,heben::V,pakelti,аҩахара
1228,heben::V,pakelti,араҳара
1229,hochheben::V,pakelti,ахагалара
1230,hochheben::V,pakelti,ашьҭҳəара
1231,ergreifen::V,čiupti,
1232,ergreifen::V,griebti,
1233,halten::V,laikyti,акра
1234,halten::V,palaikyti,акра
1235,drücken::V,spausti,ақəрӷəӷəара
1236,schieben::V,stumti,аҵгəара
1237,schieben::V,stumti,агəара
1238,kratzen::V,kasyti,ацəҟьара
1239,kratzen::V,grandyti,ацəҟьара
1240,lecken::V,laižyti,арбзара
1241,beißen::V,kandžioti,ацҳара
1242,abreißen::V,nuplėšti,амжəара
1243,abschneiden::V,atpjauti,ахҵəара
1244,abschneiden::V,atpjauti,аҿахҵəара
1245,abschneiden::V,atkirpti,ахҵəара
1246,abschneiden::V,atkirpti,аҿахҵəара
1247,binden::V,rišti,аҿаҳəара
1248,binden::V,surišti,аҿаҳəара
1249,stecken::V,kišti,алаҵара
1250,stecken::V,įkišti,алаҵара
1251,brechen::V,lūžti,аҧҵəара
1252,brechen::V,laužyti,аҧҵəара
1253,klopfen::V,belsti,асра
1254,klopfen::V,barbenti,асра
1255,hauen::V,mušti,ақəкшара
1256,kleben::V,lipdyti,аҷабра
1257,kleben::V,klijuoti,аҷабра
1258,reiben::V,trinti,арҟəыҷра
1259,reiben::V,tarkuoti,арҟəыҷра
1260,streichen::V,tepti,ахьшьра
1261,streichen::V,užtepti,ахьшьра
1262,schleifen::V,galą́sti,ахра
1263,schneiden::V,pjauti,аҧҟара
1264,schneiden::V,kirpti,аҧҟара
1265,rütteln::V,purtyti,арҵысра
1266,schütteln::V,purtyti,аршəшəара
1267,schwenken::V,mojuoti,аҟьара
1268,schütten::V,pilti,аҭаҭəара
1269,schütten::V,berti,аҭаҭəара
1270,füllen::V,pildyti,арҭəра
1271,füllen::V,pripildyti,арҭəра
1272,einwickeln::V,įvynioti,алаҳəара
1273,einwickeln::V,suvynioti,алаҳəара
1274,tragen::V,nešti,аҩагара
1275,tragen::V,nešioti,аҩагара
1276,schleppen::V,vilkti,арҳəазара
1277,ziehen::V,tempti,ахара
1278,aufbewahren::V,laikyti,аҵəахра
1279,werfen::V,mesti,аршəра
1280,werfen::V,sviesti,аршəра
1281,fangen::V,sugauti,акра
1282,packen::V,čiupti,анкра
1283,packen::V,čiupti,аҵкаара
1284,packen::V,griebti,анкра
1285,packen::V,griebti,аҵкаара
1286,verstecken::V,slėpti,аҵəахра
1287,verstecken::V,slapstyti,аҵəахра
1288,teilen::V,dalyti,ашара
1289,teilen::V,padalyti,ашара
1290,schicken::V,sių̃sti,ашьҭра
1291,schicken::V,pasių̃sti,ашьҭра
1292,bringen::V,atnešti,аагара
1293,hinzufügen::V,pridėti,ацҵара
1294,bekommen::V,gauti,аҧшаара
1295,bekommen::V,gauti,архиара
1296,bekommen::V,gauti,аура
1297,erhalten::V,gauti,аиура
1298,nehmen::V,paimti,агара
1299,wählen::V,rinkti,алҧшаара
1300,wählen::V,išsirinkti,алҧшаара
1301,auswählen::V,išrinkti,алхра
1302,bewahren::V,išsaugoti,
1303,behindern::V,trukdyti,аҧырхагахара
1304,verderben::V,sugadinti,алгара
1305,verderben::V,sugadinti,абжьыхра
1306,verderben::V,sugadinti,аҧхасҭатəра
1307,beschädigen::V,žaloti,аҧхасҭатəра
1308,beschädigen::V,gadinti,аҧхасҭатəра
1309,zerbrechen::V,sukulti,аҧҽра
1310,zerbrechen::V,sudaužyti,аҧҽра
1311,zerreißen::V,perplėšti,аҧжəара
1312,zerreißen::V,suplėšyti,аҧжəара
1313,zerstören::V,suardyti,аилаҧыххаара
1314,zerstören::V,sugriauti,аилаҧыххаара
1315,verbrennen::V,deginti,абылра
1316,verbrennen::V,sudeginti,абылра
1317,geben::V,duoti,аҭара
1318,geben::V,paduoti,аҭара
1319,reichen::V,paduoti,аҭара
1320,schenken::V,dovanoti,аҩгара
1321,versprechen::V,žadėti,ақəргəыӷра
1322,versprechen::V,pažadėti,ақəргəыӷра
1323,wünschen::V,norėti,
1324,wünschen::V,linḱėti,
1325,loben::V,girti,арҽхəара
1326,loben::V,pagirti,арҽхəара
1327,küssen::V,bučiuoti,агəӡра
1328,wiegen::V,supti,
1329,zudecken::V,užkloti,аҵахҩара
1330,zudecken::V,užkloti,ақəршəра
1331,zudecken::V,uždengti,аҵахҩара
1332,zudecken::V,uždengti,ақəршəра
1333,wecken::V,žadinti,арҿыхара
1334,zeigen::V,rodyti,арбара
1335,führen::V,vesti,аныҟəгара
1336,führen::V,vadovauti,аныҟəгара
1337,lehren::V,mokyti,арҵара
1338,lehren::V,išmokyti,арҵара
1339,unterrichten::V,dėstyti,арҧхьара
1340,aufziehen::V,išauginti,ааӡара
1341,leiten::V,valdyti,ахагылазаара
1342,leiten::V,vadovauti,ахагылазаара
1343,antreiben::V,uiti,арццакра
1344,antreiben::V,raginti,арццакра
1345,antreiben::V,skubinti,арццакра
1346,lassen::V,paliepti,арҟаҵара
1347,einladen::V,kviesti,ааҕхьара
1348,einladen::V,kviesti,анаҧхьара
1349,einladen::V,pakviesti,ааҕхьара
1350,einladen::V,pakviesti,анаҧхьара
1351,vereinigen::V,sujungti,аилаҵара
1352,vereinigen::V,suvienyti,аилаҵара
1353,besuchen::V,lankyti,абара
1354,besuchen::V,aplankyti,абара
1355,treffen::V,sutikti,аҧылара
1356,treffen::V,pasitikti,аҧылара
1357,sich versammeln::V,susirinkti,аизара
1358,spielen::V,groti,ахəмарра
1359,spielen::V,žaisti,ахəмарра
1360,singen::V,dainuoti,ашəаҳəара
1361,tanzen::V,šokti,акəашара
1362,sich trennen::V,skirtis,аилыҵра
1363,sich trennen::V,išsiskirti,аилыҵра
1364,verlassen::V,palikti,акажьра
1365,retten::V,gelbėti,Аиқəрхара
1366,bewachen::V,sergėti,ахьчара
1367,schützen::V,ginti,ацəыхьчара
1368,schützen::V,apginti,ацəыхьчара
1369,verteidigen::V,ginti,ахьчара
1370,verteidigen::V,apginti,ахьчара
1371,sich schlagen::V,muštis,аисра
1372,schießen::V,šauti,ахысра
1373,schießen::V,šaudyti,ахысра
1374,siegen::V,nugalėti,аиааира
1375,ärgern::V,pykinti,аргəаара
1376,schlagen::V,mušti,асра
1377,schlagen::V,mušti,аҭасра
1378,schlagen::V,smogti,асра
1379,schlagen::V,smogti,аҭасра
1380,schlagen::V,trenkti,асра
1381,schlagen::V,trenkti,аҭасра
1382,treten::V,mygti,
1383,stechen::V,gelti,алакшара
1384,stechen::V,smeigti,алакшара
