,Concept_ID,ka,ga
127,Wiese::N,მდელო,cluain
128,Wiese::N,მდელო,móinéar
129,Wald::N,ტყე,coill
130,Wald::N,ტყე,foraois
131,Hügel::N,ბორცვი,ard
132,Anhöhe::N,მაღლობი,ard
133,Anhöhe::N,მაღლობი,ardán
134,Berg::N,მთა,sliabh
135,Gipfel::N,მწვერვალი,barr
136,Gipfel::N,მწვერვალი,mullach
137,Höhle::N,მღვიმე,uaimh
138,Höhle::N,მღვიმე,pluais
139,Höhle::N,გამოქვებული,uaimh
140,Höhle::N,გამოქვებული,pluais
141,Abhang::N,ფერდობი,fána
142,Quelle::N,წყარო,foinse
143,Quelle::N,სათავე,foinse
144,Bach::N,რუ,sruthán
145,Bach::N,ნაკადული,sruthán
146,Fluss::N,მდინარე,abhainn
147,Ufer::N,კიდე,bruach
148,Ufer::N,ნაპირი,bruach
149,Küste::N,ნაპირი,cósta
150,Küste::N,ნაპირი,cladach
151,Festland::N,ხმელეთი,míntír
152,Meer::N,ზღვა,muir
153,Meer::N,ზღვა,farraige
154,Bucht::N,ყურე,bá
155,Bucht::N,ყურე,cuan
156,Insel::N,კუნძული,inis
157,Insel::N,კუნძული,oileán
158,Blume::N,ყვავილი,bláth
159,Gras::N,ბალახი,féar
160,Wurzel::N,ძირი,rúta
161,Wurzel::N,ძირი,fréamh
162,Wurzel::N,ფესვი,rúta
163,Wurzel::N,ფესვი,fréamh
164,Baum::N,ხე,crann
165,Stamm::N,ტანი,stoc
166,Stamm::N,ტანი,tamhan
167,Rinde::N,ქერქი,coirt
168,Rinde::N,ქერქი,craiceann
169,Ast::N,ტოტი,géag
170,Zweig::N,შტო,géag
171,Zweig::N,შტო,craobh
172,Blatt::N,ფოთოლი,duille
173,Blatt::N,ფოთოლი,duilleog
174,Birke::N,არყი,beith
175,Birke::N,არყი,crann beithe
176,Kiefer[Baum]::N,ფიჭვი,péine
177,Weide[Baum]::N,ტირიფი,saileach
178,Tanne::N,ნაძვი,giúis
179,Horn::N,რქა,adharc
180,Feder::N,ფრთა,cleite
181,Fell::N,ტყავი,clúmh
182,Flügel::N,ფრთა,eite
183,Flügel::N,ფრთა,sciathán
184,Klaue::N,კლანჭი,crúb
185,Klaue::N,კლანჭი,crobh
186,Kralle::N,ტორი,crobh
187,Schwanz::N,კუდი,eireaball
188,Ei::N,კვერცხი,ubh
189,Nest::N,ბუდე,nead
190,Bau::N,სორო,brocais
191,Tier::N,ნადირი,ainmhí
192,Tier::N,ნადირი,beithíoch
193,Tier::N,ცხოველი,ainmhí
194,Tier::N,ცხოველი,beithíoch
195,Herde::N,ფარა,tréad
196,Kuh::N,ფური,bó
197,Kuh::N,ძროხა,bó
198,Bulle::N,ხარი,tarbh
199,Pferd::N,რაში,each
200,Pferd::N,რაში,capall
201,Pferd::N,ცხენი,each
202,Pferd::N,ცხენი,capall
203,Schaf::N,ცხვარი,caora
204,Schwein::N,ღორი,muc
205,Hund::N,ძაღლი,madra
206,Katze::N,კატა,cat
207,Bär::N,დათვი,béar
208,Eichhörnchen::N,ციყვი,iora
209,Elch::N,ცხენ-ირემი,eilc
210,Fuchs::N,მელა,sionnach
211,Fuchs::N,მელა,madra rua
212,Hase::N,კურდღელი,giorria
213,Maus::N,თაგვი,luch
214,Wolf::N,მგელი,mac tíre
215,Vogel::N,ჩიტი,éan
216,Vogel::N,ფრინველი,éan
217,Schwarm::N,გუნდი,saithe
218,Huhn::N,დედალი,cearc
219,Hahn::N,მამალი,coileach
220,Gans::N,ბატი,gé
221,Adler::N,არწივი,iolar
222,Ente::N,იხვი,lacha
223,Eule::N,ბუ,ulchabhán
224,Kranich::N,წერო,grús
225,Krähe::N,ყვავი,caróg
226,Krähe::N,ყვავი,préachán
227,Kuckuck::N,გუგული,cuach
228,Schwan::N,გედი,eala
229,Fisch::N,თევზი,iasc
230,Barsch::N,ქორჭილა,péirse
231,Hecht::N,ქარიყლაპია,liús
232,Schlange[Tier]::N,გველი,nathair
233,Wurm::N,ჭია,péist
234,Spinne::N,ობობა,damhán alla
235,Ameise::N,ჭიანჭველა,seangán
236,Laus::N,ტილი,míol
237,Laus::N,მკბენარი,míol
238,Mücke::N,კოღო,muiscít
239,Mücke::N,კოღო,corrmhíol
240,Fliege::N,ბუზი,cuil
241,Fliege::N,ბუზი,cuileog
242,Schmetterling::N,პეპელა,féileacán
243,Beere::N,კენკრა,caor
244,Apfel::N,ვაშლი,úll
245,Pilz::N,სოკო,beacán
246,Pilz::N,სოკო,muisiriún
247,Zwiebel::N,ხახვი,oinniún
248,Saat::N,თესლი,síol
249,Korn::N,მარცვალი,gráinne
250,Heu::N,თივა,féar
251,Schale::N,ჩენჩო,scaimh
252,Grube::N,ორმო,poll
253,Falle::N,ხაფანგი,gaiste
254,Schlinge::N,მახე,sealán
255,Spur::N,კვალი,rian
256,Asche::N,ფერფლი,luaith
257,Dreck::N,ტალახი,salachar
258,Dreck::N,სიბინძურე,salachar
259,Eisen::N,რკინა,iarann
260,Gold::N,ოქრო,ór
261,Silber::N,ვერცხლი,airgead
262,Kohle::N,ნახშირი,gual
263,Glas::N,მინა,gloine
264,Lehm::N,თიხა,cré
265,Sand::N,ქვიშა,gaineamh
266,Mensch::N,ადამიანი,duine
267,Mann::N,კაცი,fear
268,Frau::N,ქალი,bean
269,Kind::N,ბავშვი,gasúr
270,Kind::N,ბავშვი,páiste
271,Junge::N,ვაჟი,buachaill
272,Mädchen::N,გოგო,cailín
273,Familie::N,ოჯახი,teaghlach
274,Familie::N,ოჯახი,comhluadar
275,Großvater::N,პაპა,seanathair
276,Großvater::N,ბაბუა,seanathair
277,Großmutter::N,ბებია,seanmháthair
278,Großmutter::N,დიდედა,seanmháthair
279,Eltern::N,მშობლები,tuismitheoirí
280,Vater::N,მამა,athair
281,Mutter::N,დედა,máthair
282,Sohn::N,ვაჟიშვილი,mac
283,Tochter::N,ქალიშვილი,iníon
284,Bruder::N,ძმა,deartháir
285,Schwester::N,და,deirfiúr
286,Onkel::N,ბიძა,uncail
287,Tante::N,დეიდა,aintín
288,Tante::N,მამიდა,aintín
289,Ehemann::N,ქმარი,fear céile
290,Ehefrau::N,ცოლი,bean chéile
291,Freude::N,სიხარული,áthas
292,Gelächter::N,სიცილი,gáire
293,Glück::N,ბედნიერება,séan
294,Glück::N,ბედნიერება,sonas
295,Kummer::N,მწუხარება,brón
296,Kummer::N,მწუხარება,buairt
297,Wunsch::N,წადილი,guí
298,Wunsch::N,წადილი,achainí
299,Wunsch::N,სურვილი,guí
300,Wunsch::N,სურვილი,achainí
301,Lust::N,წადილი,fonn
302,Geist::N,სული,meon
303,Geist::N,სული,spiorad
304,Gedanke::N,ფიქრი,smaoineamh
305,Gedächtnis::N,მეხსიერება,cuimhne
306,Verstand::N,ჭკუა,ciall
307,Verstand::N,ჭკუა,intinn
308,Verstand::N,გონება,ciall
309,Verstand::N,გონება,intinn
310,Sinn::N,მნიშვნელობა,brí
311,Sinn::N,მნიშვნელობა,ciall
312,Grund::N,მიზეზი,fáth
313,Wahrheit::N,სიმართლე,fírinne
314,Wahrheit::N,ჭეშმარიტება,fírinne
315,Gespräch::N,ბაასი,comhrá
316,Gespräch::N,საუბარი,comhrá
317,Märchen::N,არაკი,scéal
318,Märchen::N,ზღაპარი,scéal
319,Erzählung::N,თქმულება,scéal
320,Nachricht::N,ცნობა,teachtaireacht
321,Nachricht::N,ამბავი,teachtaireacht
322,Neuigkeit::N,სიახლე,scéala
323,Name::N,სახელი,ainm
324,Rätsel::N,გამოცანა,tomhas
325,Rede::N,სიტყვა,óráid
326,Rede::N,სიტყვა,aitheasc
327,Sprache::N,ენა,teanga
328,Stimme::N,ხმა,guth
329,Wort::N,სიტყვა,focal
330,Zeichen::N,ნიშანი,comhartha
331,Ruf::N,ძახილი,glaoch
332,Lärm::N,ხმაური,torann
333,Laut::N,ხმა,fuaim
334,Laut::N,ბგერა,fuaim
335,Ton::N,ტონი,ton
336,Lied::N,სიმღერა,amhrán
337,Ruhe::N,სიწყნარე,suaimhneas
338,Leute::N,ადამიანები,muintir
339,Volk::N,ერი,pobal
340,Volk::N,ხალხი,pobal
341,Arbeit::N,მუშაობა,obair
342,Gast::N,სტუმარი,aoi
343,Geschenk::N,საჩუქარი,féirín
344,Geschenk::N,საჩუქარი,bronntanas
345,Spiel::N,თამაში,cluiche
346,Gesellschaft::N,საზოგადოება,comhluadar
347,Hilfe::N,შველა,cúnamh
348,Hilfe::N,შველა,cabhair
349,Hilfe::N,დახმარება,cúnamh
350,Hilfe::N,დახმარება,cabhair
351,Freund::N,მეგობარი,cara
352,Kamerad::N,ამხანაგი,comrádaí
353,Angelegenheit::N,საქმე,ábhar
354,Anzahl::N,ოდენობა,líon
355,Art::N,სახეობა,sórt
356,Art::N,სახეობა,saghas
357,Stück::N,ნატეხი,píosa
358,Teil::N,წილი,cuid
359,Teil::N,წილი,páirt
360,Hälfte::N,ნახევარი,leath
361,Kreis::N,წრე,ciorcal
362,Kreuz::N,ჯვარი,cros
363,Linie::N,ხაზი,líne
364,Strich::N,შტრიხი,stríoc
365,Abstand::N,მანძილი,achar
366,Entfernung::N,სიშორე,fad
367,Gegend::N,არე,ceantar
368,Gegend::N,მხარე,ceantar
369,Platz::N,ფართობი,áit
370,Platz::N,ფართობი,spás
371,Ort::N,ადგილი,áit
372,Seite::N,მხარე,taobh
373,Mitte::N,შუა,lár
374,Gegenstand::N,საგანი,ball
375,Gegenstand::N,საგანი,ábhar
376,Sache::N,ნივთი,ní
377,Sache::N,ნივთი,rud
378,Rand::N,კიდე,imeall
379,Rand::N,კიდე,ciumhais
380,Kante::N,ნაწიბული,corr
381,Kante::N,ნაწიბული,colbha
382,Ecke::N,კუთხე,coirnéal
383,Spitze::N,წვეტი,gob
384,Spitze::N,წვეტი,barr
385,Ende::N,ბოლო,ceann
386,Ende::N,ბოლო,foirceann
387,Loch::N,ხვრელი,poll
388,Winkel::N,კუთხე,cúinne
389,Winkel::N,კუთხე,uillinn
390,Muster::N,მოხატულობა,patrún
391,Größe::N,ზომა,méid
392,Größe::N,ზომა,toise
393,Größe::N,სიდიდე,méid
394,Größe::N,სიდიდე,toise
395,Länge::N,სიგრძე,fad
396,Höhe::N,სიმაღლე,airde
397,Gewicht::N,წონა,meáchan
398,Menge::N,რაოდენობა,méid
399,Haufen::N,გროვა,cnap
400,Reihe::N,რიგი,líne
401,Reihe::N,რიგი,sraith
402,Reihe::N,წყება,líne
403,Reihe::N,წყება,sraith
404,Boot::N,გემი,bád
405,Ruder::N,ხოფი,rámh
406,Ruder::N,ხოფი,maide rámha
407,Ruder::N,ნიჩაბი,rámh
408,Ruder::N,ნიჩაბი,maide rámha
409,Schlitten::N,მარხილი,carr sleamhnáin
410,Ski::N,თხილამური,scí
411,Lagerfeuer::N,კოცონი,tine champa
412,Last::N,ტვირთი,ualach
413,Gang::N,სვლა,siúlóid
414,Schritt::N,ბიჯი,céim
415,Schritt::N,ბიჯი,coiscéim
416,Norden::N,ჩრდილოეთი,tuaisceart
417,Süden::N,სამხრეთი,deisceart
418,Westen::N,დასავლეთი,iarthar
419,Osten::N,აღმოსავლეთი,oirthear
420,Holz::N,ხე,adhmad
421,Brett::N,დაფა,clár
422,Brett::N,ფიცარი,clár
423,Platte::N,თლილი ქვა,leac
424,Stütze::N,საყრდენი,taca
425,Stange::N,ჭოკი,polla
426,Stange::N,ჭოკი,cuaille
427,Stock::N,კეტი,bata
428,Stock::N,კეტი,maide
429,Stab::N,ლატანი,maide
430,Stab::N,ლატანი,bachall
431,Rohr::N,მილაკი,píopa
432,Haus::N,სახლი,teach
433,Heim::N,ოჯახის კერა,baile
434,Ofen::N,ღუმელი,sornóg
435,Fußboden::N,იატაკი,urlár
436,Tisch::N,სუფრა,bord
437,Tisch::N,სუფრა,tábla
438,Tisch::N,მაგიდა,bord
439,Tisch::N,მაგიდა,tábla
440,Stuhl::N,სკამი,cathaoir
441,Wiege::N,აკვანი,cliabhán
442,Bett::N,საწოლი,leaba
443,Bett::N,სარეცელი,leaba
444,Regal::N,თაროები,seilf
445,Kiste::N,ყუთი,bosca
446,Kiste::N,სკივრი,bosca
447,Fenster::N,ფანჯარა,fuinneoig
448,Fenster::N,სარკმელი,fuinneoig
449,Tür::N,ბჭე,doras
450,Tür::N,კარი,doras
451,Tor::N,ჭიშკარი,geata
452,Zaun::N,ღობე,fál
453,Zaun::N,ღობე,claí
454,Zaun::N,გალავანი,fál
455,Zaun::N,გალავანი,claí
456,Dach::N,სახურავი,díon
457,Leiter::N,კიბე,dréimire
458,Besen::N,ცოცხი,scuab
459,Spaten::N,ნიჩაბი,spád
460,Spaten::N,ნიჩაბი,rámhainn
461,Schaufel::N,ბარი,sluasaid
462,Gabel::N,ჩანგალი,forc
463,Gabel::N,ჩანგალი,gabhlóg
464,Löffel::N,კოვზი,spúnóg
465,Messer::N,დანა,scian
466,Nagel::N,ლურსმანი,tairne
467,Netz::N,ბადე,líon
468,Netz::N,ბადე,eangach
469,Haken::N,კავი,croch
470,Haken::N,კაუჭი,croch
471,Griff::N,ტარი,cos
472,Griff::N,ტარი,hanla
473,Schloss::N,კლიტე,glas
474,Schloss::N,საკეტი,glas
475,Bild::N,სურათი,pictiúr
476,Figur::N,ფიგურა,fíor
477,Puppe::N,თოჯინა,bábóg
478,Beutel::N,პარკი,mála
479,Beutel::N,პარკი,mealbhóg
480,Bündel::N,გალა,beart
481,Bündel::N,ასხმა,beart
482,Tasche::N,ჩანთა,mála
483,Eimer::N,ჩამჩა,buicéad
484,Deckel::N,ხუფი,clár
485,Deckel::N,ხუფი,claibín
486,Deckel::N,სარქველი,clár
487,Deckel::N,სარქველი,claibín
488,Geschirr::N,ჭურჭელი,soithí
489,Geschirr::N,ჭურჭელი,gréithe
490,Sack::N,ტომარა,sac
491,Sack::N,ტომარა,mála
492,Tasse::N,ფინჯანი,cupán
493,Topf::N,ქოთანი,pota
494,Kessel::N,ქვაბი,citeal
495,Essen::N,ჭამა,béile
496,Nahrung::N,საზრდო,bia
497,Nahrung::N,საკვები,bia
498,Speise::N,საჭმელი,mias
499,Fleisch::N,ხორცი,feoil
500,Getreide::N,მარცვლოვანი,grán
501,Getreide::N,მარცვლოვანი,arbhar
502,Brei::N,ფაფა,brúitín
503,Brot::N,პური,arán
504,Scheibe::N,ნაჭერი,píosa
505,Scheibe::N,ნაჭერი,slisne
506,Fett::N,ქონი,saill
507,Fett::N,ქონი,méathras
508,Fett::N,ცხიმი,saill
509,Fett::N,ცხიმი,méathras
510,Butter::N,კარაქი,im
511,Öl::N,ზეთი,ola
512,Salz::N,მარილი,salann
513,Suppe::N,სუფი,sú
514,Suppe::N,სუფი,anraith
515,Honig::N,თაფლი,mil
516,Milch::N,რძე,bainne
517,Tee::N,ჩაი,tae
518,Leder::N,ტყავი,leathar
519,Wolle::N,მატყლი,olann
520,Stoff::N,ქსოვილი,éadach
521,Nadel::N,ნემსი,snáthaid
522,Faden::N,ძაფი,snáth
523,Faden::N,მკედი,snáth
524,Knopf::N,ღილი,cnaipe
525,Knoten::N,ნასკვი,snaidhm
526,Farbe::N,საღებავი,péint
527,Kleidung::N,ტანსაცმელი,éadaí
528,Hemd::N,ხალათი,léine
529,Hemd::N,პერანგი,léine
530,Kragen::N,საყელო,bóna
531,Ärmel::N,სახელო,muinchille
532,Hose::N,შარვალი,bríste
533,Hose::N,შარვალი,treabhsar
534,Gürtel::N,ქამარი,crios
535,Mütze::N,ქუდი,caipín
536,Schuh::N,ფეხსაცმელი,bróg
537,Stiefel::N,ჩექმა,buatais
538,Ring::N,ბეჭედი,fáinne
539,Band::N,ბაფთი,ribín
540,Kamm::N,სავარცხელი,cíor
541,Spiegel::N,სარკე,scáthán
542,Riemen::N,ღვედი,iall
543,Riemen::N,ღვედი,strapa
544,Schnur::N,ლარი,téad
545,Schnur::N,ლარი,sreangán
546,Leine::N,ჯაჭვი,iall
547,Decke::N,საბანი,pluid
548,Decke::N,საბანი,blaincéad
549,Kissen::N,ბალიში,piliúr
550,Kissen::N,ბალიში,adhartán
551,Tuch::N,მაუდი,scaif
552,Tuch::N,თავშალი,scaif
553,Handtuch::N,ხელსახოცი,tuáille
554,Kraft::N,ძალა,fórsa
555,Stärke::N,ღონე,neart
556,Gesundheit::N,ჯანმრთელობა,sláinte
557,Krankheit::N,სენი,tinneas
558,Krankheit::N,სენი,breoiteacht
559,Krankheit::N,ავადმყოფობა,tinneas
560,Krankheit::N,ავადმყოფობა,breoiteacht
561,Schmerz::N,ტკივილი,pian
562,Wunde::N,იარი,goin
563,Wunde::N,ჭრილობა,goin
564,Fieber::N,ციება,fiabhras
565,Arznei::N,წამალი,cógas
566,Brücke::N,ხიდი,droichead
567,Brunnen::N,ჭა,tobar
568,Weide::N,საძოვარი,féarach
569,Pfad::N,ბილიკი,cosán
570,Pfad::N,ბილიკი,conair
571,Weg::N,გზა,slí
572,Weg::N,გზა,bealach
573,Straße::N,შარაგზა,bóthar
574,Dorf::N,დაბა,sráidbhaile
575,Dorf::N,სოფელი,sráidbhaile
576,Stadt::N,ქალაქი,baile
577,Stadt::N,ქალაქი,cathair
578,Brief::N,წერილი,litir
579,Buch::N,წიგნი,cín
580,Buch::N,წიგნი,leabhar
581,Buchstabe::N,ასო,litir
582,Zeitung::N,გაზეთი,nuachtán
583,Leben::N,სიცოცხლე,saol
584,Leben::N,სიცოცხლე,beatha
585,Tod::N,სიკვდილი,bás
586,Grab::N,სამარე,uaigh
587,Grab::N,საფლავი,uaigh
588,Kirche::N,ეკლესია,eaglais
589,Sünde::N,ცოდვა,peaca
590,Gott::N,ღმერთი,dia
591,Arbeiter::N,მუშა,oibrí
592,Chef::N,გამგე,saoiste
593,Chef::N,გამგე,ceannasaí
594,Meister::N,ოსტატი,máistir
595,Arzt::N,ექიმი,lia
596,Arzt::N,ექიმი,dochtúir
597,Arzt::N,მკურნალი,lia
598,Arzt::N,მკურნალი,dochtúir
599,Lehrer::N,მასწავლებელი,oide
600,Lehrer::N,მასწავლებელი,múinteoir
601,Geld::N,ფული,airgead
602,Geschäft::N,საქმე,gnó
603,Geschäft::N,ბიზნესი,gnó
604,Laden::N,დუქანი,siopa
605,Laden::N,მაღაზია,siopa
606,Preis::N,ფასი,praghas
607,Ware::N,საქონელი,earra
608,Nutzen::N,ხეირი,tairbhe
609,Reichtum::N,სიმდიდრე,rachmas
610,Reichtum::N,სიმდიდრე,saibhreas
611,Welt::N,მსოფლიო,domhan
612,Land::N,მხარე,tír
613,Land::N,ქვეყანა,tír
614,Staat::N,სახელმწიფო,stát
615,König::N,მეფე,rí
616,Macht::N,ძლიერება,cumhacht
617,Grenze::N,ზღვარი,críoch
618,Grenze::N,ზღვარი,teorainn
619,Krieg::N,ომი,cogadh
620,Feind::N,მტერი,namhaid
621,Gewalt::N,სისასტიკე,foréigean
622,Kampf::N,ბრძოლა,troid
623,Bogen[Waffe]::N,მშვილდი,bogha
624,Pfeil::N,ისარი,saighead
625,Pfeil::N,მახვილი,saighead
626,Gewehr::N,თოფი,gunna
627,Gewehr::N,შაშხანა,gunna
628,Fehler::N,შეცდომა,botún
629,Fehler::N,შეცდომა,meancóg
630,Lüge::N,სიცრუე,bréag
631,Lüge::N,სიცრუე,éitheach
632,Schaden::N,ვნება,dochar
633,Schaden::N,ვნება,damáiste
634,Unglück::N,ხიფათი,drochrath
635,Unglück::N,უბედურება,drochrath
636,Schuld::N,ბრალი,locht
637,Schuld::N,ბრალი,milleán
638,Alter::N,ასაკი,aois
639,Schluss::N,ბოლო,deireadh
640,Schluss::N,დასასრული,deireadh
641,Zeit::N,დრო,am
642,Zeit::N,დრო,aimsir
643,Tag::N,დღე,lá
644,Morgen::N,დილა,maidin
645,Mittag::N,შუადღე,nóin
646,Abend::N,საღამო,tráthnóna
647,Nacht::N,ღამე,oíche
648,Woche::N,კვირა,seachtain
649,Monat::N,თვე,mí
650,Jahr::N,წელი,bliain
651,Frühling::N,გაზაფხული,earrach
652,Sommer::N,ზაფხული,samhradh
653,Herbst::N,შემოდგომა,fómhar
654,Winter::N,ზამთარი,geimhreadh
655,Januar::N,იანვარი,Eanáir
656,Februar::N,თებერვალი,Feabhra
657,März::N,მარტი,Márta
658,April::N,აპრილი,Aibreán
659,Mai::N,მაისი,Bealtaine
660,Juni::N,ივნისი,Meitheamh
661,Juli::N,ივლისი,Iúil
662,August::N,აგვისტო,Lúnasa
663,September::N,სექტემბერი,Meán Fómhair
664,Oktober::N,ოქტომბერი,Deireadh Fómhair
665,November::N,ნოემბერი,Samhain
666,November::N,ნოემბერი,Mí na Samhna
667,Dezember::N,დეკემბერი,Mí na Nollag
668,Montag::N,ორშაბათი,Luan
669,Montag::N,ორშაბათი,Dé Luain
670,Dienstag::N,სამშაბათი,Máirt
671,Dienstag::N,სამშაბათი,Dé Máirt
672,Mittwoch::N,ოთხშაბათი,Céadaoin
673,Mittwoch::N,ოთხშაბათი,Dé Céadaoin
674,Donnerstag::N,ხუთშაბათი,Déardaoin
675,Freitag::N,პარასკევი,Aoine
676,Freitag::N,პარასკევი,Dé hAoine
677,Samstag::N,შაბათი,Satharn
678,Samstag::N,შაბათი,Dé Sathairn
679,Sonntag::N,კვირა,Domhnach
680,Sonntag::N,კვირა,Dé Domhnaigh
681,groß::A,დიდი,mór
682,klein::A,მცირე,beag
683,klein::A,პატარა,beag
684,lang::A,გრძელი,fada
685,kurz::A,მოკლე,gearr
686,kurz::A,მოკლე,gairid
687,breit::A,ფართო,leathan
688,breit::A,ფართო,fairsing
689,breit::A,განიერი,leathan
690,breit::A,განიერი,fairsing
691,schmal::A,ვიწრო,cúng
692,schmal::A,წვრილი,cúng
693,dicht::A,მჭიდრო,dlúth
694,dick[Gegenstand]::A,სქელი,tiubh
695,dünn::A,წვრილი,caol
696,dünn::A,წვრილი,tanaí
697,fein::A,თხელი,scáinte
698,fein::A,თხელი,fíneálta
699,fest::A,მყარი,daingean
700,flach::A,ბრტყელი,cothrom
701,glatt::A,გლუ,mín
702,glatt::A,გლუ,sleamhain
703,hart::A,მაგარი,crua
704,weich::A,რბილი,bog
705,rund::A,მრგვალი,cruinn
706,spitz::A,წვეტიანი,gobach
707,spitz::A,წვეტიანი,biorach
708,scharf::A,მჭრელი,géar
709,scharf::A,მჭრელი,faobhrach
710,stumpf::A,ბლაგვი,maol
711,schwer::A,მძიმე,trom
712,schön::A,ლამაზი,álainn
713,heiß::A,ცხელი,te
714,warm::A,თბილი,te
715,kalt::A,ცივი,fuar
716,kühl::A,გრილი,fionnuar
717,frisch::A,სუფთა,úr
718,frisch::A,სუფთა,friseáilte
719,feucht::A,ნოტიო,tais
720,nass::A,სველი,fliuch
721,trocken::A,მშრალი,tirim
722,voll::A,სავსე,lán
723,leer::A,ცარიელი,folamh
724,offen::A,ღია,oscailte
725,offen::A,გაშლილი,oscailte
726,geschlossen::A,დახურული,dúnta
727,geschlossen::A,დახურული,druidte
