,Concept_ID,lbe,et
164,Elch::N,ниц-бюрин,põder
165,Fuchs::N,цулчӏа,rebane
166,Fuchs::N,куча цулчӏа,rebane
167,Hase::N,бюрх,jänes
168,Maus::N,кӏулу,hiir
169,Wolf::N,барцӏ,hunt
170,Vogel::N,лелуххи,lind
171,Schwarm::N,гьухъала,parv
172,Huhn::N,аьнакӏи,kana
173,Hahn::N,ажари,kukk
174,Gans::N,къаз,hani
175,Adler::N,барзу,kotkas
176,Ente::N,урдак,part
177,Eule::N,ису,kakk
178,Eule::N,ису,öökull
179,Eule::N,ччиккумяв,kakk
180,Eule::N,ччиккумяв,öökull
181,Kranich::N,кьурукь,kurg
182,Krähe::N,хъатӏу,vares
183,Kuckuck::N,ччикку,kägu
184,Schwan::N,урттил къаз,luik
185,Fisch::N,чавахъ,kala
186,Schlange[Tier]::N,шатта,uss
187,Wurm::N,кьюнукьай шатта,uss
188,Wurm::N,кьюнукьай шатта,vagel
189,Spinne::N,ххялцу,ämblik
190,Ameise::N,митӏикьукьу,sipelgas
191,Mücke::N,мичӏак,sääsk
192,Fliege::N,зимиз,kärbes
193,Schmetterling::N,чӏимучӏали,liblikas
194,Beere::N,хӏаллил ахъулсса,mari
195,Apfel::N,гьивч,õun
196,Pilz::N,ттуккул иис,seen
197,Zwiebel::N,лаччул чсмусул бакӏ,sibul
198,Saat::N,гьанна,seeme
199,Korn::N,къама,iva
200,Korn::N,къама,tera
201,Heu::N,ххулув,hein
202,Schale::N,ккиртту,koor
203,Grube::N,кӏаланг,kaevand
204,Falle::N,къатӏа,lõks
205,Falle::N,къатӏа,püünis
206,Schlinge::N,хӏатӏ,aas
207,Spur::N,ша,jälg
208,Asche::N,лах,tuhk
209,Dreck::N,кьяркьи,saast
210,Dreck::N,кьяркьи,mustus
211,Dreck::N,венп,saast
212,Dreck::N,венп,mustus
213,Eisen::N,мах,raud
214,Gold::N,муси,kuld
215,Silber::N,арцу,hõbe
216,Kohle::N,кӏалаш,süsi
217,Kohle::N,хъуручӏ,süsi
218,Glas::N,пюрун,klaas
219,Lehm::N,сина аьрщи,savi
220,Sand::N,къун,liiv
221,Mensch::N,инсан,inimene
222,Mann::N,чув,mees
223,Mann::N,адимина,mees
224,Frau::N,щарсса,naine
225,Frau::N,хъамитайпа,naine
226,Kind::N,чӏиви оьрчӏ,laps
227,Junge::N,оьрчӏ,poiss
228,Junge::N,бурхьин оьрчӏ,poiss
229,Mädchen::N,душ,tüdruk
230,Familie::N,кулпат,perekond
231,Großvater::N,ттатта,vanaisa
232,Großvater::N,ниттил ппу,vanaisa
233,Großmutter::N,буттал нину,vanaema
234,Eltern::N,нину-ппу,vanemad
235,Vater::N,ппу,isa
236,Mutter::N,нину,ema
237,Sohn::N,арс,poeg
238,Tochter::N,душ,tütar
239,Bruder::N,уссу,vend
240,Schwester::N,ссу,õde
241,Onkel::N,буттауссу,onu
242,Tante::N,буттал ссу,tädi
243,Ehemann::N,лас,mees
244,Ehemann::N,лас,abikaasa
245,Ehefrau::N,щар,naine
246,Ehefrau::N,щар,abikaasa
247,Ehefrau::N,щарсса,naine
248,Ehefrau::N,щарсса,abikaasa
249,Freude::N,шадшиву,rõõm
250,Freude::N,ххаришиву,rõõm
251,Gelächter::N,хъяхъаву,naer
252,Glück::N,талихӏ,õnn
253,Kummer::N,дард,mure
254,Kummer::N,дард,kurbus
255,Wunsch::N,мурад,soov
256,Lust::N,гьавас,himu
257,Lust::N,ччаву,himu
258,Geist::N,рухӏ,vaim
259,Gedanke::N,пикри,mõte
260,Gedächtnis::N,дакӏний личӏаву,mälu
261,Verstand::N,аькьлу,aru
262,Verstand::N,аькьлу,mõistus
263,Sinn::N,мяъна,tähendus
264,Grund::N,багьана,põhjus
265,Wahrheit::N,тӏайламур,tõde
266,Wahrheit::N,хӏакьмур,tõde
267,Gespräch::N,ихтилат,kõne
268,Gespräch::N,ихтилат,vestlus
269,Märchen::N,магьа,muinasjutt
270,Erzählung::N,хавар,jutustus
271,Nachricht::N,хавар,teade
272,Neuigkeit::N,хавар,uudis
273,Name::N,цӏа,nimi
274,Rätsel::N,ссигьа,mõistatus
275,Rede::N,гъалгъа,kõne
276,Sprache::N,маз,keel
277,Stimme::N,чӏу,hääl
278,Stimme::N,чӏукӏа,hääl
279,Wort::N,махъ,sõna
280,Zeichen::N,лишан,märk
281,Lärm::N,чӏу,müra
282,Laut::N,чӏу,hääl
283,Ton::N,чӏу,toon
284,Lied::N,балай,laul
285,Ruhe::N,дигьалагру,rahu
286,Ruhe::N,дигьалагру,vaikus
287,Leute::N,инсантал,inimesed
288,Volk::N,ил,rahvas
289,Volk::N,халкь,rahvas
290,Arbeit::N,заву,töö
291,Gast::N,хъамаличу,külaline
292,Geschenk::N,бухчакарши,kingitus
293,Geschenk::N,лажинккакку,kingitus
294,Spiel::N,тӏуркӏу,mäng
295,Gesellschaft::N,жямат,selts
296,Gesellschaft::N,ккуран,selts
297,Hilfe::N,кумаг,abi
298,Freund::N,дус,sõber
299,Kamerad::N,хӏаласу,sõber
300,Angelegenheit::N,иш,asi
301,Anzahl::N,аьдад,arv
302,Anzahl::N,аьдад,hulk
303,Art::N,жинс,liik
304,Stück::N,касак,tükk
305,Teil::N,бутӏа,osa
306,Hälfte::N,дачӏи,pool
307,Kreis::N,кюрщан,ring
308,Kreuz::N,ххач,rist
309,Linie::N,щва,joon
310,Strich::N,щва,joon
311,Abstand::N,манзил,vahe
312,Entfernung::N,манзил,kaugus
313,Entfernung::N,манзил,vahemaa
314,Gegend::N,кӏану,ümbrus
315,Ort::N,кӏану,paik
316,Seite::N,чул,pool
317,Seite::N,чулухалу,pool
318,Mitte::N,дя,keskpaik
319,Gegenstand::N,зат,ese
320,Sache::N,зат,ese
321,Rand::N,зума,äär
322,Rand::N,зума,serv
323,Ecke::N,мурцӏу,nurk
324,Spitze::N,мицӏ,teravik
325,Ende::N,зума,ots
326,Ende::N,зума,jupp
327,Loch::N,ккутӏ,auk
328,Winkel::N,мурцӏу,nurk
329,Muster::N,накьич,muster
330,Länge::N,лахъишиву,pikkus
331,Höhe::N,лахъшиву,kõrgus
332,Gewicht::N,дуццин,kaal
333,Gewicht::N,дуццин,raskus
334,Gewicht::N,кӏушиву,kaal
335,Gewicht::N,кӏушиву,raskus
336,Haufen::N,бакӏу,hunnik
337,Reihe::N,кьюкьа,rivi
338,Boot::N,луткка,paat
339,Ruder::N,весло,aer
340,Ruder::N,чӏатӏа,aer
341,Schlitten::N,чана,saan
342,Schlitten::N,санкка,saan
343,Ski::N,лижарду,suusk
344,Lagerfeuer::N,къавтӏн,lõke
345,Last::N,гьиву,koorem
346,Gang::N,нанаву,käik
347,Schritt::N,ша,samm
348,Norden::N,ухссав,põhi
349,Norden::N,ухссавнил чулухалу,põhi
350,Süden::N,кьилва,lõuna
351,Westen::N,баргълагавал,lääs
352,Westen::N,баргълагавал чул,lääs
353,Osten::N,баргъбуккай чулухалу,ida
354,Holz::N,тӏама,puu
355,Brett::N,тахта,saelaud
356,Platte::N,гъуни,plaat
357,Stütze::N,гьалакӏу,tugi
358,Stange::N,къазихъ,latt
359,Stange::N,къазихъ,teivas
360,Stock::N,ттархь,kepp
361,Stab::N,ччантӏакъу,varras
362,Rohr::N,бургъу,toru
363,Haus::N,къатта,maja
364,Heim::N,къатта,kodu
365,Ofen::N,пач,ahi
366,Fußboden::N,чӏанкъатта,põrand
367,Tisch::N,усттул,laud
368,Stuhl::N,кӏану,tool
369,Wiege::N,оьрчӏал кӏану,häll
370,Wiege::N,оьрчӏал кӏану,kätki
371,Bett::N,тах,voodi
372,Regal::N,чӏаму,riiul
373,Kiste::N,яшикӏ,kast
374,Kiste::N,къурши,kast
375,Fenster::N,чӏавахьулу,aken
376,Tür::N,нуз,uks
377,Tür::N,нузкьун,uks
378,Tor::N,къапу,värav
379,Tor::N,дарваза,värav
380,Zaun::N,дайгьузанну,aed
381,Zaun::N,дайгьузанну,tara
382,Dach::N,магъи,katus
383,Dach::N,цӏиялу,katus
384,Leiter::N,чуртту,redel
385,Besen::N,чӏатлу,luud
386,Spaten::N,бил,labidas
387,Schaufel::N,чӏатӏа,kühvel
388,Gabel::N,гьиссилу,kahvel
389,Löffel::N,къуса,lusikas
390,Messer::N,чӏила,nuga
391,Nagel::N,мяр,nael
392,Netz::N,къери,võrk
393,Haken::N,къича,haak
394,Haken::N,къича,konks
395,Griff::N,куяму,sang
396,Griff::N,куяму,käepide
397,Schloss::N,кьункьула,lukk
398,Bild::N,сурат,pilt
399,Puppe::N,ссихьу,nukk
400,Beutel::N,чантай,paun
401,Bündel::N,гьи,kimp
402,Bündel::N,къар,kimp
403,Eimer::N,бадра,pang
404,Eimer::N,бадра,ämber
405,Deckel::N,къапаза,kaas
406,Geschirr::N,пюрунчӏул,nõud
407,Geschirr::N,тӏахӏникӏичӏу,nõud
408,Sack::N,къап,kott
409,Sack::N,дарваг,kott
410,Tasse::N,пижан,tass
411,Tasse::N,пинжан,tass
412,Tasse::N,инкираччатӏи,tass
413,Tasse::N,цинцилттал бушкъап,tass
414,Topf::N,кӏункӏур,pada
415,Kessel::N,чаг,pada
416,Kessel::N,кӏункӏур,pada
417,Essen::N,дукия,söök
418,Essen::N,дукин,söök
419,Nahrung::N,дукра,toit
420,Speise::N,дукра,roog
421,Fleisch::N,дикӏ,liha
422,Getreide::N,къама,teravili
423,Brei::N,ккурч,puder
424,Brot::N,ччатӏ,sai
425,Brot::N,ччатӏ,leib
426,Scheibe::N,парча,viil
427,Scheibe::N,парча,viilukas
428,Fett::N,аьгъушиву,rasv
429,Butter::N,нагь,või
430,Butter::N,лагаву,või
431,Salz::N,цӏву,sool
432,Suppe::N,накь,supp
433,Honig::N,ницӏ,mesi
434,Milch::N,накӏ,piim
435,Tee::N,чяй,tee
436,Leder::N,бурчу,nahk
437,Wolle::N,ппал,vill
438,Stoff::N,янна,kangas
439,Nadel::N,ххалаххи,nõel
440,Faden::N,ххал,niit
441,Knopf::N,банд,nööp
442,Knoten::N,къурхъ,sõlm
443,Farbe::N,сир,värv
444,Kleidung::N,янна,riided
445,Kleidung::N,янна,riietus
446,Kleidung::N,лаххия,riided
447,Kleidung::N,лаххия,riietus
448,Hemd::N,гьухъа,särk
449,Kragen::N,дарвач,krae
450,Ärmel::N,кахха,varrukas
451,Hose::N,хӏажак,püksid
452,Gürtel::N,мухӏлу,vöö
453,Mütze::N,кьяпа,müts
454,Stiefel::N,чакма,saabas
455,Ring::N,кӏисса,sõrmus
456,Band::N,линт,lint
457,Kamm::N,ттарал,kamm
458,Spiegel::N,дагьани,peegel
459,Riemen::N,эн,rihm
460,Schnur::N,хьхьа,nöör
461,Decke::N,виргъан,tekk
462,Kissen::N,кӏаралу,padi
463,Tuch::N,карщи,kalev
464,Handtuch::N,калихьу,käterätik
465,Handtuch::N,лажинлихьу,käterätik
466,Kraft::N,эллаж,jõud
467,Stärke::N,гуж,tugevus
468,Gesundheit::N,цӏуллу-сагъшиву,tervis
469,Krankheit::N,къашайшиву,haigus
470,Schmerz::N,къюву,valu
471,Wunde::N,щаву,haav
472,Fieber::N,кӏиришиву,palavik
473,Arznei::N,дару,ravim
474,Brücke::N,ламу,sild
475,Brunnen::N,къуй,kaev
476,Weide::N,бизантту,karjamaa
477,Pfad::N,жегъир ххуллу,rada
478,Weg::N,ххуллу,tee
479,Straße::N,ххуллу,tee
480,Dorf::N,щар,küla
481,Dorf::N,шяравалу,küla
482,Stadt::N,шагьру,linn
483,Brief::N,чагъар,kiri
484,Buch::N,лу,raamat
485,Buchstabe::N,хӏарп,täht
486,Zeitung::N,кказит,ajaleht
487,Leben::N,оьрму,elu
488,Tod::N,ажал,surm
489,Tod::N,бивкӏу,surm
490,Tod::N,ивчӏаву,surm
491,Grab::N,гьав,haud
492,Kirche::N,килиса,kirik
493,Sünde::N,бунагъ,patt
494,Gott::N,зал,jumal
495,Arbeiter::N,зузала,tööline
496,Chef::N,ялувма,ülemus
497,Chef::N,ялувма,juhataja
498,Meister::N,усттар,meister
499,Arzt::N,хӏакин,arst
500,Lehrer::N,учитель,õpetaja
501,Geld::N,арцу,raha
502,Geschäft::N,даву,äri
503,Laden::N,ттучан,pood
504,Laden::N,ттучан,kauplus
505,Preis::N,багъа,hind
506,Ware::N,хъус,kaup
507,Nutzen::N,хайр,tulu
508,Nutzen::N,хайр,kasulikkus
509,Nutzen::N,мюнпат,tulu
510,Nutzen::N,мюнпат,kasulikkus
511,Reichtum::N,давлат,rikkus
512,Reichtum::N,аваданшиву,rikkus
513,Welt::N,дуниял,maailm
514,Land::N,билаят,maa
515,Staat::N,паччахӏлугъ,riik
516,Macht::N,власть,võim
517,Grenze::N,дазу,piir
518,Krieg::N,дяъви,sõda
519,Feind::N,душман,vaenlane
520,Gewalt::N,къия,väevõim
521,Kampf::N,лачӏуи уккаву,võitlus
522,Bogen[Waffe]::N,ккуртта,vibu
523,Pfeil::N,чӏатӏаракӏ,nool
524,Gewehr::N,ттупанг,püss
525,Fehler::N,гъалатӏ,viga
526,Lüge::N,щялмахъ,vale
527,Schaden::N,зарал,kahju
528,Unglück::N,бала,häda
529,Unglück::N,бала,õnnetus
530,Schuld::N,тахсир,süü
531,Alter::N,оьрму,iga
532,Schluss::N,ахир,lõpp
533,Zeit::N,чӏун,aeg
534,Tag::N,кьини,päev
535,Morgen::N,кӏюрх,hommik
536,Mittag::N,ахттайн,lõuna
537,Mittag::N,ахттайн,keskpäev
538,Mittag::N,дяахттайн,lõuna
539,Mittag::N,дяахттайн,keskpäev
540,Mittag::N,ахттайн чӏун,lõuna
541,Mittag::N,ахттайн чӏун,keskpäev
542,Abend::N,маркӏачӏан,õhtu
543,Nacht::N,хьхьу,öö
544,Woche::N,нюжмар,nädal
545,Monat::N,барз,kuu
546,Jahr::N,шин,aasta
547,Frühling::N,инт,kevad
548,Sommer::N,гъи,suvi
549,Herbst::N,ссут,sügis
550,Winter::N,кӏи,talv
551,Januar::N,цалчинмур барз,jaanuar
552,Februar::N,кӏилчинмур барз,veebruar
553,März::N,шамилчинмур барз,märts
554,April::N,апрель,aprill
555,April::N,мукьилчинмур барз,aprill
556,Mai::N,май,mai
557,Mai::N,ххюлчинмур барз,mai
558,Juni::N,июнь,juuni
559,Juni::N,ряххилчинмур барз,juuni
560,Juli::N,июль,juuli
561,Juli::N,Арулчинмур барз,juuli
562,August::N,мяйлчинмур барз,august
563,September::N,урчӏилчинмур барз,september
564,Oktober::N,ацӏилчинмур барз,oktoober
565,November::N,ацӏния цалчинмур барз,november
566,Dezember::N,ацӏния кӏилчинмур барз,detsember
567,Montag::N,итин,esmaspäev
568,Montag::N,итин кьини,esmaspäev
569,Dienstag::N,тталат,teisipäev
570,Dienstag::N,тталат кьини,teisipäev
571,Mittwoch::N,арвахӏ,kesknädal
572,Donnerstag::N,хамис,neljapäev
573,Freitag::N,нюжмар,reede
574,Freitag::N,нюжмар кьини,reede
575,Samstag::N,ххуллун,laupäev
576,Samstag::N,ххуллун кьини,laupäev
577,Sonntag::N,алхӏат,pühapäev
578,Sonntag::N,алхӏат кьини,pühapäev
579,groß::A,бугъарасса,suur
580,klein::A,чӏивисса,väike
581,klein::A,чӏивисса,pisike
582,lang::A,лахъисса,pikk
583,kurz::A,кутӏасса,lühike
584,breit::A,уттасса,lai
585,schmal::A,уттакӏюласса,kitsas
586,dicht::A,ццунсса,tihe
587,dick[Gegenstand]::A,ганзсса,jäme
588,dünn::A,кӏюласса,õhuke
589,dünn::A,кӏюласса,peenike
590,fest::A,цӏакьсса,püsiv
591,fest::A,цӏакьсса,kindel
592,fest::A,кьянкьасса,püsiv
593,fest::A,кьянкьасса,kindel
594,flach::A,баягъисса,lame
595,flach::A,баягъисса,tasane
596,flach::A,цӏубакъасса,lame
597,flach::A,цӏубакъасса,tasane
598,flach::A,куртӏ дакъасса,lame
599,flach::A,куртӏ дакъасса,tasane
600,glatt::A,дюрчӏусса,sile
601,hart::A,кьянкьасса,kõva
602,weich::A,кӏукӏлусса,pehme
603,rund::A,ккурккисса,ümar
604,spitz::A,ярксса,torkav
605,spitz::A,дайлсса,torkav
606,spitz::A,мицӏ бусса,torkav
607,scharf::A,ярксса,terav
608,scharf::A,дайлсса,terav
609,scharf::A,мицӏ бусса,terav
610,stumpf::A,къуркъасса,nüri
611,schwer::A,кӏусса,raske
612,schön::A,аьнтӏикӏасса,kena
613,heiß::A,кӏирисса,kuum
614,heiß::A,кӏирисса,palav
615,warm::A,гъелисса,soe
616,kalt::A,дяркъусса,külm
617,kühl::A,дюхлулсса,jahe
618,frisch::A,цӏусса,värske
619,feucht::A,атилсса,niiske
620,feucht::A,хъавтусса,niiske
621,nass::A,атилсса,märg
622,nass::A,хъавтусса,märg
623,trocken::A,кьавкьсса,kuiv
624,trocken::A,кьакьан бувсса,kuiv
625,voll::A,бувцӏусса,täis
626,leer::A,бачӏвасса,tühi
627,offen::A,тӏивтӏусса,avatud
628,offen::A,тӏивтӏусса,lahtine
629,geschlossen::A,лавкьусса,suletud
630,sauber::A,марцӏсса,puhas
631,schmutzig::A,чапалсса,räpane
632,schmutzig::A,чапалсса,määrdunud
633,roh::A,шакъавхьсса,toores
634,reif::A,дирсса,küps
635,lecker::A,нахӏусса,hõrk
636,lecker::A,нахӏусса,maitsev
637,lecker::A,тӏааьнсса,hõrk
638,lecker::A,тӏааьнсса,maitsev
639,süß::A,нацӏусса,magus
640,bitter::A,кьурчӏисса,mõru
641,sauer::A,туршсса,hapu
642,hell::A,чаннасса,hele
643,dunkel::A,цӏансса,pime
644,schwarz::A,лухӏисса,must
645,weiß::A,кӏяласса,valge
646,rot::A,ятӏулсса,punane
647,gelb::A,хъахъисса,kollane
648,blau::A,някӏсса,sinine
649,grün::A,щюлисса,roheline
650,grau::A,оьрусса,hall
651,bunt::A,оьрчӏикӏурисса,kirju
652,bunt::A,оьрчӏикӏурисса,värviline
653,billig::A,кьювкьусса,odav
654,teuer::A,ххирасса,kallis
655,wertvoll::A,багьасса,väärtuslik
656,blind::A,мурчӏисса,pime
657,taub::A,къюкӏсса,kurt
658,kräftig::A,гужсса,jõuline
659,stark::A,кьянкьасса,tugev
660,schwach::A,заэвсса,nõrk
661,schwach::A,заэвсса,jõuetu
662,fett::A,бучсса,rasvane
663,schlank::A,бювхъусса,sale
664,hübsch::A,янусса,kena
665,böse::A,оьсса,tige
666,dumm::A,ахӏмакьсса,juhm
667,dumm::A,ахӏмакьсса,rumal
668,faul::A,танмалсса,laisk
669,faul::A,курчӏилсса,laisk
670,fleißig::A,хӏарачат бусса,virk
671,fleißig::A,хӏарачат бусса,hoolas
672,geizig::A,янттарцӏансса,ihne
673,klug::A,аькьлу бусса,tark
674,klug::A,аькьлу бусса,arukas
675,klug::A,аькьлу бусса,mõistlik
676,geschickt::A,паргалсса,osav
677,lieb::A,аьзизсса,armas
678,lustig::A,тяхъасса,lõbus
679,sanft::A,иминсса,õrn
680,hungrig::A,ккашилсса,näljane
681,krank::A,къашавайсса,haige
682,nackt::A,кӏачӏасса,alasti
683,traurig::A,пашмансса,kurb
684,lebendig::A,уттавасса,elus
685,gut::A,ххуйсса,hea
686,schlecht::A,оьккисса,halb
687,richtig::A,саргъунсса,õige
688,schlimm::A,оьккисса,paha
689,wahr::A,хӏакьсса,tõene
690,alt::A,кугьнасса,vana
691,neu::A,цӏусса,uus
692,ehemalig::A,хъхъичӏвасса,endine
693,alt[Lebewesen]::A,агьилсса,vana
694,jung::A,чӏавасса,noor
695,jung::A,жагьилсса,noor
696,arm::A,мискинсса,vaene
697,reich::A,авадансса,rikas
698,bekannt::A,дусъсса,teada
699,bekannt::A,дусъсса,tuttav
700,berühmt::A,машгьурсса,tuntud
701,fremd::A,чил,võõras
702,verschieden::A,личӏи-личӏисса,erinev
703,nah::A,гъансса,lähedane
704,fern::A,архсса,kauge
705,linker::A,кияхсса,vasak
706,linker::A,кюччахсса,vasak
707,rechter::A,урчӏахсса,parem
708,anderer::A,цамур,muu
709,anderer::A,цамур,teine
710,erster::A,цалчинмур,esimene
711,erster::A,цалчиннсса,esimene
712,zweiter::A,кӏилчиимур,teine
713,dritter::A,шамулчинмур,kolmas
714,letzter::A,махъва-махъмур,viimane
715,allein::ADV,ялгъузну,üksi
716,zusammen::ADV,цачӏу,koos
717,zusammen::ADV,цачӏу,üheskoos
718,zusammen::ADV,архӏал,koos
719,zusammen::ADV,архӏал,üheskoos
720,lange::ADV,батӏи къабуклай,kaua
721,lange::ADV,хъунмасса хӏаллай,kaua
722,plötzlich::ADV,цакуну,äkki
723,plötzlich::ADV,цакуну,järsku
724,sofort::ADV,мугьлат бакъа,kohe
725,später::ADV,махъ,hiljem
726,jetzt::ADV,утти,nüüd
727,jetzt::ADV,цӏана,nüüd
728,heute::ADV,хӏакьину,täna
729,morgen::ADV,гьуит,homme
730,morgen::ADV,гьунттий,homme
731,dann::ADV,яла,siis
732,gestern::ADV,лахьхьу,eile
733,damals::ADV,та чӏумал,tookord
734,danach::ADV,яла,seejärel
735,vorher::ADV,хьхьнчӏ,enne
736,vorher::ADV,хьхьичӏва,enne
737,zuerst::ADV,бакӏрай,enne
738,zuerst::ADV,бакӏрай,esmalt
739,zuerst::ADV,цӏу бутӏуй,enne
740,zuerst::ADV,цӏу бутӏуй,esmalt
741,einmal::ADV,цал,kord
742,einmal::ADV,цал,üks kord
743,manchmal::ADV,ваксса-таксса,mõnikord
744,oft::ADV,чӏявуну,tihti
745,oft::ADV,чӏявуну,sageli
746,immer::ADV,мудан,ikka
747,immer::ADV,мудан,alati
748,immer::ADV,даиман,ikka
749,immer::ADV,даиман,alati
750,niemals::ADV,тачӏав,mitte kunagi
