,Concept_ID,ga,br
808,unten::ADV,thíos,en traoñ
809,hinab::ADV,síos,a-izel
810,oben::ADV,thuas,en nec'h
811,hinauf::ADV,suas,e-krec'h
812,überall::ADV,i ngach áit,dre-holl
813,überall::ADV,ar fud na háite,dre-holl
814,nicht::ADV,ní,ne ... ket
815,nicht::ADV,cha,ne ... ket
816,ein wenig::ADV,beagán,un tammig
817,kaum::ADV,ar éigean,a-boan
818,sehr::ADV,an-,-tre
819,sehr::ADV,an-,-kenañ
820,so::ADV,chomh,evel-se
821,so::ADV,mar sin,evel-se
822,noch::ADV,fós,c'hoazh
823,noch::ADV,go fóill,c'hoazh
824,nur::ADV,amháin,hepken
825,nur::ADV,níl ach,hepken
826,schon::ADV,cheana,dija
827,schon::ADV,cheana féin,dija
828,wieder::ADV,arís,adarre
829,wieder::ADV,athuair,adarre
830,vergebens::ADV,amú,
831,vergebens::ADV,in aisce,
832,vor::PRP,ar thosach,dirak
833,hinter::PRP,laistiar de,a-drek
834,hinter::PRP,laistiar de,a-dreñv
835,hinter::PRP,taobh thiar de,a-drek
836,hinter::PRP,taobh thiar de,a-dreñv
837,unter::PRP,faoi,dindan
838,durch::PRP,trí,dre
839,neben::PRP,taobh le,e-kichen
840,neben::PRP,in aice le,e-kichen
841,zwischen::PRP,idir,etre
842,wegen::PRP,de bharr,abalamour da
843,wegen::PRP,mar gheall ar,abalamour da
844,dies::PRN,seo,hemañ
845,das::PRN,sin,se
846,das::PRN,sin,hennezh
847,alles::PRN,gach rud,pep tra
848,ich::PRN,mé,me
849,ich::PRN,mise,me
850,du::PRN,tú,te
851,du::PRN,tusa,te
852,er::PRN,sé,eñ
853,er::PRN,seisean,eñ
854,wir::PRN,sinn,ni
855,ihr::PRN,sibh,c'hwi
856,ihr::PRN,sibhse,c'hwi
857,sie::PRN,siad,int
858,sie::PRN,siadsan,int
859,was::FPRN,cad,petra
860,was::FPRN,céard,petra
861,wer::FPRN,cé,piv
862,wo::FADV,cá,pelec'h
863,wo::FADV,cén áit,pelec'h
864,wohin::FADV,cá,da belec'h
865,wohin::FADV,cén áit,da belec'h
866,wie::FADV,conas,penaos
867,wie::FADV,cén chaoi,penaos
868,warum::FADV,cén fáth,perak
869,warum::FADV,cad chuige,perak
870,wieviel::FNUM,cá mhéad,pet
871,eins::NUM,aon,unan
872,zwei::NUM,dhá,daou
873,drei::NUM,trí,tri
874,vier::NUM,ceathair,pevar
875,fünf::NUM,cúig,pemp
876,sechs::NUM,sé,c'hwec'h
877,sieben::NUM,seacht,seizh
878,acht::NUM,ocht,eizh
879,neun::NUM,naoi,nav
880,zehn::NUM,deich,dek
881,elf::NUM,aon déag,unnek
882,zwölf::NUM,dó dhéag,daouzek
883,zwanzig::NUM,fiche,ugent
884,dreißig::NUM,tríocha,tregont
885,vierzig::NUM,daichead,daou-ugent
886,vierzig::NUM,ceathracha,daou-ugent
887,fünfzig::NUM,caoga,hanter-kant
888,sechzig::NUM,seasca,tri-ugent
889,siebzig::NUM,seachtó,dek ha tri-ugent
890,achtzig::NUM,ochtó,pevar-ugent
891,neunzig::NUM,nócha,dek ha pevar-ugent
892,hundert::NUM,céad,kant
893,tausend::NUM,míle,mil
894,und::CNJ,agus,ha
895,oder::CNJ,nó,pe
896,stehen::V,seas,bezañ a-sav
897,sitzen::V,suigh,azezañ
898,sitzen::V,suigh,bezañ en e goazez
899,liegen::V,luigh,bezañ en e c'hourvez
900,hängen::V,tá crochta,krougañ
901,werden::V,éirigh,dazonet
902,passieren::V,tarlaigh,c'hoarvezout
903,beginnen::V,tosaigh,stagañ
904,enden::V,críochnaigh,achuiñ
905,wechseln::V,athraigh,cheñch
906,aufgehen[Sonne]::V,éirigh,dirouzañ
907,untergehen[Sonne]::V,fuin,
908,untergehen[Sonne]::V,téigh faoi,
909,scheinen[Sonne]::V,taitin,lugernañ
910,scheinen[Sonne]::V,soilsigh,lugernañ
911,donnern::V,tá toirneach ann,taranal
912,wehen::V,séid,c'hwezhañ
913,strömen::V,sil,deredek
914,fließen::V,rith,redek
915,fließen::V,snigh,redek
916,sich drehen::V,cas,troiñ
917,sich drehen::V,imrothlaigh,troiñ
918,schwanken::V,luasc,trantellat
919,schwingen::V,luasc,froumal
920,fallen::V,tit,kouezhañ
921,brennen::V,dóigh,deviñ
922,rauchen::V,plúch toite,divogedañ
923,regnen::V,báistigh,glavañ
924,regnen::V,tá ag cur báistí,glavañ
925,gefrieren::V,sioc,reviñ
926,gefrieren::V,reoigh,reviñ
927,tauen::V,leáigh,diskornañ
928,tauen::V,coscair,diskornañ
929,schmelzen::V,leáigh,teuziñ
930,trocknen::V,triomaigh,sec'hañ
931,sieden::V,fiuch,berviñ
932,sieden::V,beirigh,berviñ
933,faulen::V,lobh,breinañ
934,faulen::V,dreoigh,breinañ
935,verfaulen::V,lobh,breinañ
936,verfaulen::V,feoigh,breinañ
937,reißen::V,bris,darnaouiñ
938,versinken::V,téigh síos,sodellañ
939,vergehen::V,téigh thart,tremen
940,erscheinen::V,tar,donet war-wel
941,verschwinden::V,imigh,monet diwar wel
942,sinken::V,tit,en em izelat
943,sinken::V,ísligh,en em izelat
944,abnehmen::V,maolaigh,nebeutaat
945,abnehmen::V,laghdaigh,nebeutaat
946,zunehmen::V,méadaigh,kreskiñ
947,steigen::V,éirigh,sevel
948,wachsen::V,fás,kreskiñ
949,glänzen::V,lonraigh,lugernañ
950,funkeln::V,drithligh,elieniñ
951,lärmen::V,tóg callán,rabotat
952,läuten::V,buail,
953,klingeln::V,buail,
954,klirren::V,cling,diridignat
955,klirren::V,cling,sterlinkañ
956,brausen::V,búir,gwegal
957,rauschen::V,tá ag siosarnach,trouzal
958,klingen::V,tá glór ag,seniñ
959,bellen::V,amhastraigh,harzhal
960,heulen::V,glam,yudal
961,blasen::V,séid,c'hwezhañ
962,pfeifen::V,lig fead,c'hwitellat
963,schreien::V,béic,huchal
964,schreien::V,glaoigh,huchal
965,stöhnen::V,lig cnead,hirvoudiñ
966,zittern::V,crith,krenañ
967,zittern::V,creathnaigh,krenañ
968,leben::V,mair,bevañ
969,geboren werden::V,rugadh,genel
970,atmen::V,análaigh,tennañ e anal
971,trinken::V,ól,evañ
972,essen::V,ith,debriñ
973,schlucken::V,slog,lonkañ
974,müde werden::V,tuirsigh,skuizhañ
975,einschlafen::V,tit ina chodladh,menel kousket
976,schlafen::V,codail,kousket
977,aufwachen::V,múscail,dihuniñ
978,aufstehen::V,éirigh,sevel
979,sich erholen::V,lig scíth,diskuizhañ
980,krank werden::V,éirigh tinn,klañviñ
981,krank sein::V,tá tinn,bezañ klañv
982,schmerzen::V,tá pian i,skourjezañ
983,husten::V,déan casacht,pasaat
984,husten::V,déan casacht,peudal
985,genesen::V,téarnaigh,pareañ
986,sterben::V,éag,mervel
987,sterben::V,faigh bás,mervel
988,umkommen::V,caill,perisañ
989,sich bewegen::V,bog,bouljal
990,sich bewegen::V,gluais,bouljal
991,sich rühren::V,corraigh,fiñval
992,sich erheben::V,seas suas,sevel
993,sich setzen::V,suigh,azezañ
994,sich setzen::V,suigh,mont en e goazez
995,hinfallen::V,tit,kouezhañ
996,laufen::V,siúil,redek
997,schreiten::V,siúil,kerzhet
998,spazierengehen::V,téigh ag spaisteoireacht,pourmen
999,eilen::V,deifrigh,hastañ
1000,eilen::V,brostaigh,hastañ
1001,sich beeilen::V,deifrigh,hastañ
1002,sich beeilen::V,déan deifir,hastañ
1003,sausen::V,luathaigh,karzhañ
1004,rennen::V,rith,redek
1005,springen::V,léim,lammat
1006,klettern::V,dreap,krimpat
1007,schaukeln::V,téigh ar an maide corrach,brañsellat
1008,kriechen::V,snámh,skrampañ
1009,schwimmen::V,snámh,neuial
1010,tauchen::V,tum,splujañ
1011,rudern::V,iomair,roeñvat
1012,rudern::V,rámhaigh,roeñvat
1013,fahren::V,tiomáin,kas
1014,fahren::V,tiomáin,bleniañ
1015,fliegen::V,eitil,nijal
1016,gehen::V,téigh,mont
1017,weggehen::V,imigh,mont kuit
1018,abfahren::V,imigh,mont kuit
1019,anhalten::V,stad,chom a-sav
1020,hineingehen::V,téigh isteach,monet e-barzh
1021,eintreten::V,téigh isteach,monet e-barzh
1022,kommen::V,tar,dont
1023,ankommen::V,tar,erruout
1024,zurückkommen::V,fill,addonet
1025,bleiben::V,fan,chom
1026,warten::V,fan,gortoz
1027,erwarten::V,tá ag súil le,gortoz
1028,erwarten::V,tá ag dréim le,gortoz
1029,suchen::V,lorg,klask
1030,finden::V,faigh,kavout
1031,finden::V,aimsigh,kavout
1032,versuchen::V,triail,klask
1033,vorbereiten::V,réitigh,aozañ
1034,lieben::V,gráigh,karout
1035,mögen::V,taitin le,karout
1036,mögen::V,is maith le,karout
1037,lachen::V,gáir,c'hoarzin
1038,rühren::V,téigh i bhfeidhm ar,tenerañ
1039,weinen::V,goil,gouelañ
1040,weinen::V,caoin,gouelañ
1041,schimpfen::V,tá ag clamhsán,krozal
1042,sich ärgern::V,tá corraithe,fachañ
1043,sich ärgern::V,tá corraithe,en em fachañ
1044,sich fürchten::V,tá eagla ar,
1045,fürchten::V,tá eagla ar,
1046,fliehen::V,teith,tec'het
1047,flüchten::V,éalaigh,tuzañ
1048,sehen::V,feic,gwelet
1049,anschauen::V,dearc,sellout ouzh
1050,anschauen::V,féach ar,sellout ouzh
1051,ansehen::V,breathnaigh,sellout ouzh
1052,hören::V,cluin,klevet
1053,zuhören::V,éist,selaou
1054,probieren::V,bliais,blasa
1055,riechen::V,bolaigh,klevet
1056,fühlen::V,braith,santout
1057,fühlen::V,mothaigh,santout
1058,scheinen::V,tá an chuma ar,diskouez bezañ
1059,zu sehen sein::V,tá le feiceáil,bezañ gwelus
1060,vernehmen::V,clois,merzhañ
1061,frieren::V,tá fuar,anoued
1062,tun::V,déan,ober
1063,können::V,féad,gouzout
1064,können::V,is féidir le,gouzout
1065,wollen::V,tá ag iarraidh,fellout da
1066,wollen::V,tá ag iarraidh,kaout c'hoant da
1067,anfangen::V,tosaigh,kregiñ
1068,anfangen::V,cuir tús le,kregiñ
1069,beenden::V,críochnaigh,achuiñ
1070,beenden::V,cuir deireadh le,achuiñ
1071,aufhören::V,stad,paouez
1072,gelingen::V,éirigh le,
1073,geraten::V,tá deireadh ar,
1074,öffnen::V,oscail,digeriñ
1075,schließen::V,dún,serriñ
1076,schließen::V,iaigh,serriñ
1077,stellen::V,cuir,lakaat
1078,setzen::V,cuir,lakaat
1079,setzen::V,socraigh,lakaat
1080,legen::V,cuir,lakaat
1081,berühren::V,teagmhaigh le,touch
1082,verbinden::V,ceangail,eren
1083,bedecken::V,clúdaigh,goloiñ
1084,bedecken::V,cumhdaigh,goloiñ
1085,aufhängen::V,croch,istribilhañ
1086,anzünden::V,las,alumiñ
1087,anzünden::V,las,c'hwezzañ
1088,anzünden::V,adhain,alumiñ
1089,anzünden::V,adhain,c'hwezzañ
1090,aufheben::V,tóg,dastum
1091,aufheben::V,ardaigh,dastum
1092,zurücklassen::V,fág,lezel
1093,verlieren::V,caill,koll
1094,fallen lassen::V,lig uait,laoskel
1095,fallen lassen::V,lig uait,lezel da gouezhel
1096,fallen lassen::V,caith uait,laoskel
1097,fallen lassen::V,caith uait,lezel da gouezhel
1098,machen::V,déan,ober
1099,machen::V,réitigh,ober
1100,herstellen::V,táirg,fardañ
1101,bauen::V,tóg,sevel
1102,reparieren::V,deisigh,adaozañ
1103,verbessern::V,feabhsaigh,gwellaat
1104,ändern::V,athraigh,cheñch
1105,graben::V,tochail,kleuzañ
1106,beugen::V,crom,plegañ
1107,biegen::V,lúb,krommañ
1108,drehen::V,cas,treiñ
1109,wenden::V,tiontaigh,treiñ
1110,umdrehen::V,iompaigh,treiñ
1111,umdrehen::V,tiontaigh,treiñ
1112,heben::V,ardaigh,sevel
1113,hochheben::V,tóg,sevel
1114,ergreifen::V,beir ar,kemer
1115,halten::V,coimeád,dalc'hen
1116,halten::V,coinnigh,dalc'hen
1117,drücken::V,brúigh,bountañ
1118,schieben::V,brúigh,poulzañ
1119,kratzen::V,scríob,skrabat
1120,lecken::V,ligh,lipat
1121,lecken::V,leadhb,lipat
1122,beißen::V,bain greim as,kregiñ
1123,abreißen::V,stróic,diframmañ
1124,abreißen::V,tarraing,diframmañ
1125,abschneiden::V,scoith,troc'hañ
1126,binden::V,ceangail,stagañ
1127,stecken::V,sáigh,sankañ
1128,brechen::V,bris,darnaouiñ
1129,klopfen::V,cnag,skoiñ
1130,hauen::V,buail,dornañ
1131,kleben::V,gliúáil,pegañ
1132,reiben::V,cuimil,taravat
1133,reiben::V,cuimil,trekiñ
1134,streichen::V,leath,toazañ
1135,schleifen::V,líomh,lemmañ
1136,schneiden::V,gearr,troc'hañ
1137,rütteln::V,croith,tordorosañ
1138,schütteln::V,croith,hejañ
1139,schwenken::V,luasc,
1140,schütten::V,doirt,diskargañ
1141,füllen::V,líon,kargañ
1142,einwickeln::V,cuach,gronnañ
1143,einwickeln::V,clúdaigh,gronnañ
1144,tragen::V,iompair,dougen
1145,schleppen::V,tarraing,stlejal
1146,ziehen::V,tarraing,sachañ
1147,aufbewahren::V,coinnigh,miret
1148,werfen::V,caith,teuler
1149,fangen::V,ceap,tapañ
1150,packen::V,beir ar,krapat
1151,verstecken::V,folaigh,kuzhat
1152,verstecken::V,cuir i bhfolach,kuzhat
1153,teilen::V,roinn,rannañ
1154,schicken::V,seol,kas
1155,bringen::V,beir,degas
1156,bringen::V,tabhair,degas
1157,hinzufügen::V,cuir le,lakat ouzhpenn
1158,bekommen::V,faigh,kaout
1159,erhalten::V,faigh,kaout
1160,nehmen::V,tóg,kemer
1161,nehmen::V,glac,kemer
1162,wählen::V,pioc,choaz
1163,wählen::V,roghnaigh,choaz
1164,auswählen::V,roghnaigh,dibab
1165,bewahren::V,caomhnaigh,mirout
1166,behindern::V,cuir bac ar,diaezañ
1167,verderben::V,mill,lovrañ
1168,beschädigen::V,loit,gwallegañ
1169,beschädigen::V,déan damáiste do,gwallegañ
1170,zerbrechen::V,bris,torriñ
1171,zerreißen::V,stiall,diroegiñ
1172,zerstören::V,mill,distrujañ
1173,zerstören::V,scrios,distrujañ
1174,verbrennen::V,las,deviñ
1175,verbrennen::V,dóigh,deviñ
1176,geben::V,tabhair,reiñ
1177,reichen::V,sín,
1178,reichen::V,cuir,
1179,schenken::V,bronn,donezonañ
1180,schenken::V,tabhair,donezonañ
1181,versprechen::V,geall,prometiñ
1182,wünschen::V,guigh,hetiñ
1183,loben::V,mol,feurmiñ
1184,küssen::V,póg,pokat
1185,wiegen::V,bog,pouezañ
1186,wiegen::V,luasc,pouezañ
1187,zudecken::V,clúdaigh,goloiñ
1188,wecken::V,dúisigh,dihuniñ
1189,zeigen::V,taispeáin,diskouez
1190,führen::V,treoraigh,kas
1191,lehren::V,múin,deskiñ
1192,lehren::V,teagasc,deskiñ
1193,unterrichten::V,múin,kelenn
1194,unterrichten::V,teagasc,kelenn
1195,aufziehen::V,tóg,
1196,leiten::V,tá i gceannas ar,bleinañ
1197,antreiben::V,gríosaigh,poulzañ
1198,lassen::V,cuir ag,leuskel
1199,einladen::V,cuir cuireadh ar,pediñ
1200,vereinigen::V,aontaigh,unisañ
1201,besuchen::V,tabhair cuairt ar,gweladenniñ
1202,treffen::V,cas ar,kejal
1203,treffen::V,cas ar,ankontrañ
1204,treffen::V,buail le,kejal
1205,treffen::V,buail le,ankontrañ
1206,sich versammeln::V,bailigh,bodennañ
1207,sich versammeln::V,cruinnigh,bodennañ
1208,spielen::V,imir,c'hoari
1209,spielen::V,tá ag spraoi,c'hoari
1210,singen::V,can,kanañ
1211,tanzen::V,rinc,dañsal
1212,tanzen::V,damhsaigh,dañsal
1213,sich trennen::V,scar,dispartiañ
1214,verlassen::V,fág,lezel
1215,retten::V,tarrtháil,saveteiñ
1216,bewachen::V,cosain,mesa
1217,bewachen::V,gardáil,mesa
1218,schützen::V,cosain,diwall
1219,verteidigen::V,cosain,difenn
1220,sich schlagen::V,tá ag bruíon,lopañ
1221,schießen::V,caith,
1222,schießen::V,scaoil,
1223,siegen::V,bain,trec'hiñ
1224,siegen::V,buaigh,trec'hiñ
1225,ärgern::V,cuir isteach ar,hegasiñ
1226,schlagen::V,buail,skeiñ
1227,treten::V,ciceáil,botaouiñ
1228,stechen::V,sáigh,pikat
1229,stoßen::V,brúigh,stokañ
1230,stoßen::V,soncáil,stokañ
1231,stehlen::V,goid,laerezh
1232,stören::V,cuir isteach ar,direnkañ
1233,belästigen::V,cuir as do,dregasiñ
1234,verbergen::V,ceil,skoachañ
1235,täuschen::V,cuir dallamullóg ar,tromplañ
1236,betrügen::V,déan calaois ar,lorbañ
1237,töten::V,maraigh,lazhañ
1238,wohnen::V,cuir faoi,bezañ o chom
1239,wohnen::V,tá ina chónaí,bezañ o chom
1240,arbeiten::V,oibrigh,labourat
1241,sammeln::V,bailigh,dastum
1242,sammeln::V,cruinnigh,dastum
1243,pflücken::V,pioc,kuntuilhañ
1244,jagen::V,seilg,chaseal
1245,fischen::V,iasc,pesketa
1246,fassen::V,beir ar,pakañ
1247,hüten::V,aoirigh,geota
1248,treiben::V,seol,
1249,treiben::V,tiomáin,
1250,anbinden::V,ceangail,stagañ
1251,füttern::V,cothaigh,boueta
1252,füttern::V,beathaigh,boueta
1253,melken::V,bligh,goro
1254,melken::V,crúigh,goro
1255,hacken::V,gearr,difrakal
1256,gießen::V,uiscigh,dourañ
1257,reifen::V,aibigh,azviñ
1258,zubereiten::V,cócaráil,keginañ
1259,kochen::V,bruith,poazhañ
1260,kochen::V,beirigh,poazhañ
1261,backen::V,bácáil,fritañ
1262,braten::V,róst,rostañ
1263,braten::V,frioch,rostañ
1264,umrühren::V,measc,
1265,stricken::V,cniotáil,stammañ
1266,nähen::V,fuaigh,gwriat
1267,färben::V,dathaigh,livañ
1268,reinigen::V,glan,naetañ
1269,waschen::V,nigh,gwalc'hiñ
1270,abwischen::V,glan,torchañ
1271,spülen::V,sruthlaigh,disgwalc'hiñ
1272,fegen::V,scuab,skubañ
1273,kehren::V,scuab,skubañ
1274,baden::V,folc,kouronkañ
1275,sich waschen::V,nigh é féin,en em walc'hiñ
1276,ausziehen::V,bain de,
1277,anziehen::V,cuir ar,
1278,sich anziehen::V,gléas é féin,gwiskañ
1279,kämmen::V,cíor,kribat
1280,schmücken::V,maisigh,kinklañ
1281,sagen::V,abair,larêt
1282,sagen::V,abair,lavaret
1283,sprechen::V,labhair,komz
1284,reden::V,caintigh,kaozeal
1285,sich unterhalten::V,caintigh,balbotal
1286,sich unterhalten::V,tá ag comhrá,balbotal
1287,fragen::V,fiafraigh,goulenn
1288,fragen::V,cuir ceist,goulenn
1289,bitten::V,iarr,goulenn
1290,erzählen::V,inis,kontañ
1291,erzählen::V,eachtraigh,kontañ
1292,mitteilen::V,aithris,kemenn
1293,mitteilen::V,cuir in iúl,kemenn
1294,nennen::V,ainmnigh,anviñ
1295,rufen::V,glaoigh,gelver
1296,prahlen::V,maígh,fougeal
1297,übersetzen::V,aistrigh,treiñ
1298,denken::V,síl,soñjal
1299,denken::V,ceap,soñjal
1300,glauben::V,creid,krediñ
1301,bemerken::V,tabhair faoi deara,apresevañ
1302,erkennen::V,aithin,anavout
1303,begreifen::V,tuig,meizañ
1304,verstehen::V,tuig,kompren
1305,lernen::V,foghlaim,deskiñ
1306,wissen::V,tá a fhios ag,gouzout
1307,sich erinnern an::V,cuimhnigh ar,kaout soñj e
1308,sich erinnern an::V,is cuimhne ar,kaout soñj e
1309,vergessen::V,dearmad,ankouaat
1310,messen::V,tomhais,muzuliañ
1311,zählen::V,cuntais,kontañ
1312,rechnen::V,ríomh,jedañ
1313,rechnen::V,áirigh,jedañ
1314,lesen::V,léigh,lenn
1315,malen::V,péinteáil,livañ
1316,zeichnen::V,línigh,tresañ
1317,zeichnen::V,tarraing,tresañ
1318,schreiben::V,scríobh,skrivañ
1319,besitzen::V,is le,kaout
1320,kaufen::V,ceannaigh,prenañ
1321,verkaufen::V,díol,gwerzhañ
1322,bezahlen::V,íoc as,paeañ
1323,zahlen::V,íoc,paeañ
1324,beherrschen::V,rialaigh,mestroniañ
1325,ertragen::V,seas,anduriñ
1326,ertragen::V,fulaing,anduriñ
1327,ertragen::V,foighnigh,anduriñ
1328,Ader::N,,gwazhi
1329,vorwärts::ADV,,war-raok
