,Concept_ID,et,ka
748,letzter::A,viimane,ბოლო
749,letzter::A,viimane,უკანასკნელი
750,allein::ADV,üksi,მარტო
751,auf einmal::ADV,korraga,ერთდროულად
752,auf einmal::ADV,ühekorraga,ერთდროულად
753,zusammen::ADV,koos,ერთად
754,zusammen::ADV,üheskoos,ერთად
755,lange::ADV,kaua,დიდხანს
756,plötzlich::ADV,äkki,მოულოდნელად
757,plötzlich::ADV,järsku,მოულოდნელად
758,sofort::ADV,kohe,ახლავე
759,später::ADV,hiljem,მოგვიანებით
760,jetzt::ADV,nüüd,ახლა
761,heute::ADV,täna,დღეს
762,morgen::ADV,homme,ხვალ
763,bald::ADV,pea,მალე
764,bald::ADV,varsti,მალე
765,dann::ADV,siis,მერე
766,gestern::ADV,eile,გუშინ
767,einst::ADV,vanasti,ოდესღაც
768,damals::ADV,tookord,მაშინ
769,danach::ADV,seejärel,მერმე
770,danach::ADV,seejärel,შემდეგ
771,vorher::ADV,enne,ადრე
772,vorher::ADV,enne,წინათ
773,zuerst::ADV,enne,ჯერ
774,zuerst::ADV,esmalt,ჯერ
775,einmal::ADV,kord,ერთხელ
776,einmal::ADV,üks kord,ერთხელ
777,manchmal::ADV,mõnikord,ხან
778,manchmal::ADV,mõnikord,ზოგჯერ
779,oft::ADV,tihti,ხშირად
780,oft::ADV,sageli,ხშირად
781,immer::ADV,ikka,მუდამ
782,immer::ADV,ikka,ყოველთვის
783,immer::ADV,alati,მუდამ
784,immer::ADV,alati,ყოველთვის
785,niemals::ADV,mitte kunagi,არასდროს
786,hier::ADV,siin,აქ
787,hierhin::ADV,siia,აქეთ
788,von hier::ADV,siit,აქედან
789,dort::ADV,seal,იქ
790,dorthin::ADV,sinna,იქით
791,geradeaus::ADV,otse edasi,პირდაპირ
792,vorwärts::ADV,edasi,წინ
793,rückwärts::ADV,tagurpidi,უკან
794,zurück::ADV,tagasi,უკანვე
795,unten::ADV,all,დაბლა
796,unten::ADV,all,ქვევით
797,unten::ADV,allpool,დაბლა
798,unten::ADV,allpool,ქვევით
799,hinab::ADV,alla,ძირს
800,oben::ADV,ülal,ზემოთ
801,hinauf::ADV,üles,ზევით
802,überall::ADV,kõikjal,ყველგან
803,nicht::ADV,ei,არ
804,nicht::ADV,mitte,არ
805,ein wenig::ADV,veidi,ცოტა
806,ein wenig::ADV,natuke,ცოტა
807,kaum::ADV,vaevalt,ძლივს
808,sehr::ADV,väga,მეტად
809,sehr::ADV,väga,ძალიან
810,so::ADV,nii,ისე
811,noch::ADV,veel,ჯერ
812,nur::ADV,ainult,მხოლოდ
813,schon::ADV,juba,უკვე
814,wieder::ADV,jälle,ისევ
815,wieder::ADV,jälle,კიდევ
816,vergebens::ADV,asjata,ამაოდ
817,vergebens::ADV,asjata,ტყუილად
818,vor::PRP,ees,წინ
819,hinter::PRP,taha,უკან
820,hinter::PRP,taha,მიღმა
821,unter::PRP,all,ქვეშ
822,unter::PRP,all,ქვევით
823,durch::PRP,läbi,გავლით
824,durch::PRP,kaudu,გავლით
825,neben::PRP,kõrval,გვერდით
826,zwischen::PRP,vahel,შუა
827,zwischen::PRP,vahel,შორის
828,wegen::PRP,tõttu,გამო
829,wegen::PRP,tõttu,შედეგად
830,wegen::PRP,pärast,გამო
831,wegen::PRP,pärast,შედეგად
832,dies::PRN,see,ეს
833,das::PRN,see,ეგ
834,alles::PRN,kõik,ყველაფერი
835,ich::PRN,mina,მე
836,du::PRN,sina,შენ
837,er::PRN,tema,ის
838,er::PRN,tema,იგი
839,wir::PRN,me,ჩვენ
840,ihr::PRN,te,თქვენ
841,sie::PRN,nad,ისინი
842,was::FPRN,mis,რა
843,wer::FPRN,kes,ვინ
844,wo::FADV,kus,სად
845,wohin::FADV,kuhu,საით
846,wie::FADV,kuidas,როგორ
847,warum::FADV,miks,რაზე
848,warum::FADV,miks,რატომ
849,wieviel::FNUM,mitu,რამდენი
850,wieviel::FNUM,kui palju,რამდენი
851,eins::NUM,üks,ერთი
852,zwei::NUM,kaks,ორი
853,drei::NUM,kolm,სამი
854,vier::NUM,neli,ოთხი
855,fünf::NUM,viis,ხუთი
856,sechs::NUM,kuus,ექვსი
857,sieben::NUM,seitse,შვიდი
858,acht::NUM,kaheksa,რვა
859,neun::NUM,üheksa,ცხრა
860,zehn::NUM,kümme,ათი
861,elf::NUM,üksteist,თერთმეტი
862,zwölf::NUM,kaksteist,თორმეტი
863,zwanzig::NUM,kakskümmend,ოცი
864,dreißig::NUM,kolmkümmend,ოცდაათი
865,vierzig::NUM,nelikümmend,ორმოცი
866,fünfzig::NUM,viiskümmend,ორმოცდაათი
867,sechzig::NUM,kuuskümmend,სამოცი
868,siebzig::NUM,seitsekümmend,სამოცდაათი
869,achtzig::NUM,kaheksakümmend,ოთხმოცი
870,neunzig::NUM,üheksakümmend,ოთხმოცდაათი
871,hundert::NUM,sada,ასი
872,tausend::NUM,tuhat,ათასი
873,und::CNJ,ja,და
874,oder::CNJ,või,ან
875,stehen::V,seisma,დგას
876,sitzen::V,istuma,ზის
877,liegen::V,lamama,აწევს
878,hängen::V,rippuma,კიდია
879,werden::V,saama,გახდება
880,werden::V,hakkama,გახდება
881,passieren::V,juhtuma,მოხდება
882,beginnen::V,algama,იწყება
883,beginnen::V,hakkama,იწყება
884,enden::V,lõppema,გათავდება
885,wechseln::V,vahelduma,იცვლება
886,aufgehen[Sonne]::V,tõusma,ამოდის
887,untergehen[Sonne]::V,loojuma,ჩადის
888,scheinen[Sonne]::V,paistma,ანათებს
889,donnern::V,kõmisema,ქუხს
890,wehen::V,puhuma,ქრის
891,wehen::V,puhuma,დაუბერავს
892,strömen::V,voolama,იღვრება
893,fließen::V,voolama,დის
894,fließen::V,voolama,მიედინება
895,sich drehen::V,pöörduma,ტრიალებს
896,schwanken::V,kõikuma,ირხევა
897,schwingen::V,võnkuma,ირხევა
898,fallen::V,langema,დავარდება
899,brennen::V,põlema,იწვის
900,rauchen::V,suitsema,ბოლავს
901,rauchen::V,suitsema,აბოლებს
902,regnen::V,sadama,წვიმს
903,gefrieren::V,kinni külmuma,იყინება
904,tauen::V,sulama,დნება
905,schmelzen::V,sulama,დნება
906,trocknen::V,kuivama,გაშრება
907,sieden::V,keema,დუღს
908,faulen::V,mädanema,ლპება
909,verfaulen::V,mädanema,ლპება
910,reißen::V,rebenema,დაიხევა
911,versinken::V,uppuma,ეფლობა
912,versinken::V,uppuma,ჩაიძირება
913,vergehen::V,mööduma,გადის
914,erscheinen::V,ilmuma,გამოჩნდება
915,verschwinden::V,kaduma,გააქრება
916,verschwinden::V,kaduma,დაიკარგება
917,sinken::V,vajuma,დაიწევს
918,sinken::V,langema,დაიწევს
919,abnehmen::V,vähenema,შემცირდება
920,abnehmen::V,kahenema,შემცირდება
921,zunehmen::V,kasvama,გასუქდება
922,steigen::V,tõusma,მოიმატებს
923,steigen::V,üles minema,მოიმატებს
924,wachsen::V,kasvama,იზრდება
925,wachsen::V,kasvama,მრავლდება
926,glänzen::V,läikimä,ბრწყინავს
927,funkeln::V,sädelema,კაშკაშებს
928,lärmen::V,lärmama,ხმაურობს
929,läuten::V,helisema,დარეკავს
930,klingeln::V,helisema,დარეკავს
931,klirren::V,kõlisema,დააწკარუნებს
932,brausen::V,kohisema,ბობოქრობს
933,rauschen::V,kohisema,შრიალებს
934,klingen::V,kõlama,ხმას გამოსცემს
935,bellen::V,haukuma,უყეფს
936,heulen::V,uluma,ღმუის
937,blasen::V,puhuma,დაუბერავს
938,pfeifen::V,vilistama,უსტვენს
939,schreien::V,karjuma,ყვირის
940,stöhnen::V,oigama,კვნესის
941,zittern::V,värisema,აძაგძაგებს
942,leben::V,elama,ცოცხლობს
943,leben::V,elus olema,ცოცხლობს
944,geboren werden::V,sündima,იშვება
945,geboren werden::V,sündima,იბადება
946,atmen::V,hingama,სუნთქავს
947,trinken::V,jooma,სვამს
948,trinken::V,jooma,დალევს
949,essen::V,sööma,შეჭამს
950,schlucken::V,neelama,ყლაპავს
951,müde werden::V,väsima,დაიქანცება
952,einschlafen::V,uinuma,დაიძინებს
953,schlafen::V,magama,სძინავს
954,aufwachen::V,ärkama,გაიღვიძებს
955,aufstehen::V,ärkama,ადგება
956,aufstehen::V,üles tõusma,ადგება
957,sich erholen::V,puhkama,დაისვენებს
958,krank werden::V,haigestuma,ავად გახდება
959,krank werden::V,haigeks jääma,ავად გახდება
960,krank sein::V,haige olema,ავადმყოფობს
961,schmerzen::V,valutama,სტკივა
962,husten::V,köhima,ახველებს
963,genesen::V,toibuma,მორჩება
964,sterben::V,surema,კვდება
965,umkommen::V,surma saama,დაიღუპება
966,sich bewegen::V,liikuma,იძვრის
967,sich bewegen::V,liikuma,მოძრაობს
968,sich rühren::V,liikuma,გაინძრევა
969,sich erheben::V,kerkima,ადგება
970,sich setzen::V,istet võtma,დაჯდება
971,hinfallen::V,kukkuma,დაეცემა
972,hinfallen::V,maha kukkuma,დაეცემა
973,laufen::V,kõndima,დადის
974,schreiten::V,astuma,აბიჯებს
975,spazierengehen::V,jalutama,დასეირნობს
976,eilen::V,ruttama,მიიჩქარის
977,eilen::V,kiirustama,მიიჩქარის
978,sich beeilen::V,ruttama,აჩქარდება
979,sich beeilen::V,kiirustama,აჩქარდება
980,sausen::V,kihutama,მიქრის
981,sausen::V,tormama,მიქრის
982,rennen::V,jooksma,დარბის
983,rennen::V,kihutama,დარბის
984,springen::V,hüppama,ხტის
985,klettern::V,ronima,ძვრება
986,schaukeln::V,kiikuma,ქანაობს
987,kriechen::V,roomama,დაბობღავს
988,schwimmen::V,ujuma,ცურავს
989,tauchen::V,sukelduma,ჩაიძირება
990,rudern::V,sõudma,ნიჩაბს უსვამს
991,fahren::V,sõitma,დადის
992,fahren::V,sõitma,მგზავრობს
993,fliegen::V,lendama,იფრენს
994,fliegen::V,lendama,გაფრინდება
995,gehen::V,käima,მიდის
996,gehen::V,minema,მიდის
997,weggehen::V,ära minema,წამოდის
998,weggehen::V,välja minema,წამოდის
999,abfahren::V,väljuma,მიემგზავრება
1000,abfahren::V,ära sõitma,მიემგზავრება
1001,anhalten::V,peatuma,ჩერდება
1002,hineingehen::V,sisenema,შედის
1003,hineingehen::V,sisse minema,შედის
1004,eintreten::V,sisenema,შედის
1005,eintreten::V,sisse astuma,შედის
1006,kommen::V,tulema,მოდის
1007,ankommen::V,saabuma,ჩადის
1008,zurückkommen::V,tagasi tulema,დაბრუნდება
1009,bleiben::V,jääma,დარჩება
1010,warten::V,ootama,ელოდება
1011,erwarten::V,ootama,ელის
1012,erwarten::V,ootama,დაიცდის
1013,erwarten::V,lootma,ელის
1014,erwarten::V,lootma,დაიცდის
1015,suchen::V,otsima,ეძებს
1016,suchen::V,otsima,მოძებნის
1017,finden::V,leidma,მიაგნებს
1018,finden::V,leidma,გამოძებნის
1019,versuchen::V,püüdma,ცდის
1020,versuchen::V,püüdma,ცდილობს
1021,versuchen::V,üritama,ცდის
1022,versuchen::V,üritama,ცდილობს
1023,versuchen::V,katsetama,ცდის
1024,versuchen::V,katsetama,ცდილობს
1025,vorbereiten::V,valmistama,მოამზადებს
1026,lieben::V,armastama,უყვარს
1027,mögen::V,sallima,ეტრფის
1028,mögen::V,meeldima,ეტრფის
1029,lachen::V,naerma,იცინის
1030,rühren::V,liigutama,გულს აუჩუყებს
1031,rühren::V,heldima panema,გულს აუჩუყებს
1032,weinen::V,nutma,ტირის
1033,schimpfen::V,sõimama,შეიგინება
1034,sich ärgern::V,ärrituma,გაბრაზობს
1035,sich ärgern::V,vihastuma,გაბრაზობს
1036,sich fürchten::V,kartma,შიშობს
1037,sich fürchten::V,hirmu tundma,შიშობს
1038,fürchten::V,kartma,ფრთხილობს
1039,fliehen::V,põgenema,გაიქცევა
1040,flüchten::V,põgenema,გაიქცევა
1041,sehen::V,nägema,ხედავს
1042,anschauen::V,vaatama,ნახავს
1043,ansehen::V,vaatama,უყურებს
1044,hören::V,kuulma,ისმენს
1045,zuhören::V,kuulama,მოისმენს
1046,probieren::V,proovima,გასინჯავს
1047,riechen::V,nuusutama,ყნოსავს
1048,fühlen::V,tundma,გრძნობს
1049,scheinen::V,näida,ეჩვენება
1050,scheinen::V,ilmuda,ეჩვენება
1051,zu sehen sein::V,ilmuma,მოჩანს
1052,vernehmen::V,üle kuulama,გაიგებს
1053,frieren::V,külmetada,იყინება
1054,tun::V,tegema,აკეთებს
1055,können::V,võima,შეიძლება
1056,können::V,oskama,შეიძლება
1057,wollen::V,tahtma,უნდა
1058,anfangen::V,hakkama,დაიწყებს
1059,anfangen::V,alustama,დაიწყებს
1060,beenden::V,lõpetama,ამთავრებს
1061,aufhören::V,lakkama,შეწყვეტს
1062,gelingen::V,õnnestuma,მოახერხებს
1063,geraten::V,jõudma,გამოდის
1064,öffnen::V,avama,გახსნის
1065,schließen::V,sulgema,ხურავს
1066,schließen::V,sulgema,დაკეტავს
1067,stellen::V,panema,დადგამს
1068,stellen::V,asetama,დადგამს
1069,setzen::V,panema,დასვამს
1070,legen::V,panema,დადებს
1071,legen::V,asetama,დადებს
1072,berühren::V,riivama,შეახებს
1073,berühren::V,riivama,მიაკარებს
1074,berühren::V,puudutama,შეახებს
1075,berühren::V,puudutama,მიაკარებს
1076,verbinden::V,ühendama,შეაერთებს
1077,bedecken::V,katma,გადააფარებს
1078,aufhängen::V,riputama,დაკიდებს
1079,anzünden::V,süütama,დაანთებს
1080,anzünden::V,süütama,მოუკიდებს
1081,aufheben::V,üles tõstma,აიღებს
1082,aufheben::V,üles tõstma,აიყვანს
1083,zurücklassen::V,jätma,დატოვებს
1084,verlieren::V,kaotama,დაკარგავს
1085,fallen lassen::V,maha pillama,გაუვარდება
1086,fallen lassen::V,kukkuda laskma,გაუვარდება
1087,machen::V,tegema,გააკეთებს
1088,machen::V,tegema,გამოიწვევს
1089,herstellen::V,valmistama,დაამზადებს
1090,bauen::V,ehitama,ააშენებს
1091,reparieren::V,parandama,შეაკეთებს
1092,reparieren::V,parandama,გაარემონტებს
1093,verbessern::V,parandama,გამოაკეთებს
1094,verbessern::V,parandama,გააუმჯობესებს
1095,ändern::V,muutma,შეცვლის
1096,ändern::V,ümber tegema,შეცვლის
1097,graben::V,kaevama,თხრის
1098,beugen::V,painutama,ხრის
1099,biegen::V,painutama,გაღუნავს
1100,drehen::V,keerama,ატრიალებს
1101,wenden::V,ümber pöörama,მოაბრუნებს
1102,umdrehen::V,ümber keerama,შეატრიალებს
1103,heben::V,tõstma,ასწევს
1104,hochheben::V,üles tõstma,აიყვანს
1105,hochheben::V,kõrgele tõstma,აიყვანს
1106,ergreifen::V,haarama,სტაცებს
1107,halten::V,hoidma,უჭირავს
1108,drücken::V,pigistama,დააწვება
1109,schieben::V,lükkama,მისწევს
1110,kratzen::V,kraapima,მოფხანს
1111,lecken::V,lakkuma,ლოკავს
1112,beißen::V,purema,უკბენს
1113,beißen::V,hammustama,უკბენს
1114,abreißen::V,rebima,გლეჯს
1115,abreißen::V,rebima,მოწყვეტს
1116,abreißen::V,ära rebima,გლეჯს
1117,abreißen::V,ära rebima,მოწყვეტს
1118,abschneiden::V,ära lõikama,გაჭრის
1119,binden::V,siduma,შეკრავს
1120,binden::V,siduma,გადააბამს
1121,stecken::V,pistma,ჩაასობს
1122,brechen::V,murdma,მოიტეხს
1123,klopfen::V,koputama,აკაკუნებს
1124,hauen::V,lööma,ლეწავს
1125,kleben::V,kleepima,წებავს
1126,kleben::V,kleepima,დააწებებს
1127,reiben::V,hõõruma,დაზელს
1128,streichen::V,silitama,უსვამს
1129,schleifen::V,lihvima,ლესავს
1130,schleifen::V,teritama,ლესავს
1131,schneiden::V,lõikama,გაჭრის
1132,rütteln::V,raputama,არხევს
1133,schütteln::V,raputama,არყევს
1134,schütteln::V,raputama,ანძრევს
1135,schütteln::V,loksutama,არყევს
1136,schütteln::V,loksutama,ანძრევს
1137,schwenken::V,vehkima,აქნევს
1138,schwenken::V,lehvitama,აქნევს
1139,schütten::V,kallama,ღვრის
1140,schütten::V,kallama,დააქცევს
1141,füllen::V,täitma,გაავსებს
1142,einwickeln::V,sisse mähkima,შეახვევს
1143,tragen::V,kandma,მიიტანს
1144,schleppen::V,tassima,მიათრევს
1145,schleppen::V,lohistama,მიათრევს
1146,ziehen::V,vedama,წევს
1147,ziehen::V,vedama,ათრევს
1148,ziehen::V,tõmbama,წევს
1149,ziehen::V,tõmbama,ათრევს
1150,aufbewahren::V,säilitama,შეინახავს
1151,aufbewahren::V,alal hoidma,შეინახავს
1152,werfen::V,viskama,ისვრის
1153,fangen::V,püüdma,დაიჭერს
1154,packen::V,kinni haarama,სტაცებს
1155,packen::V,kinni võtma,სტაცებს
1156,verstecken::V,peitma,მალავს
1157,teilen::V,jagama,დაყოფს
1158,teilen::V,jaotama,დაყოფს
1159,schicken::V,saatma,გაგზავნის
1160,bringen::V,viima,მოიტანს
1161,hinzufügen::V,lisama,დაამატებს
1162,bekommen::V,saama,ამოიღებს
1163,erhalten::V,saama,იღებს
1164,nehmen::V,võtma,აიღებს
1165,wählen::V,valima,გადაარჩევს
1166,auswählen::V,valima,ამოარჩევს
1167,bewahren::V,hoidma,ინარჩუნებს
1168,behindern::V,takistama,აბრკოლებს
1169,behindern::V,takistama,გააძნელებს
1170,verderben::V,rikkuma,გააფუჭებს
1171,beschädigen::V,rikkuma,დააზიანებს
1172,zerbrechen::V,katki tegema,დაამტვრევს
1173,zerreißen::V,katki rebima,გახევს
1174,zerstören::V,purustama,მოსპობს
1175,zerstören::V,purustama,დაანგრევს
1176,verbrennen::V,põletama,დაწვავს
1177,geben::V,andma,აძლევს
1178,reichen::V,andma,მიაწოდებს
1179,reichen::V,ulatama,მიაწოდებს
1180,schenken::V,kinkima,აჩუქებს
1181,versprechen::V,lubama,აღუთქვამს
1182,versprechen::V,tõotama,აღუთქვამს
1183,wünschen::V,soovima,უსურვებს
1184,loben::V,kiitma,აქებს
1185,loben::V,kiitma,ამკობს
1186,küssen::V,suudlema,აკოცებს
1187,wiegen::V,hällitama,არხევს
1188,zudecken::V,kaanetama,გადახურავს
1189,zudecken::V,kinni katma,გადახურავს
1190,wecken::V,äratama,გააღვიძებს
1191,zeigen::V,näitama,დაანახვებს
1192,führen::V,juhatama,მიჰყავს
1193,lehren::V,õpetama,ასწავლის
1194,unterrichten::V,õpetama,ასწავლის
1195,aufziehen::V,üles kasvatama,აღზრდის
1196,leiten::V,juhtima,აწარმოებს
1197,leiten::V,juhtima,ხელმძღვანელობს
1198,antreiben::V,ergutama,დააჩქარებს
1199,lassen::V,laskma,ა--ინებს
1200,einladen::V,kutsuma,მოიპატიჟებს
1201,vereinigen::V,ühendama,შეაერთებს
1202,besuchen::V,külastama,სანახავად მიდის
1203,treffen::V,kohtama,შეხვდება
1204,sich versammeln::V,kogunema,შეიკრიბება
1205,spielen::V,mängima,ეთამაშება
1206,singen::V,laulma,მღერის
1207,tanzen::V,tantsima,ცეკვავს
1208,sich trennen::V,lahku minema,მოშორდება
1209,verlassen::V,maha jätma,მიატოვებს
1210,retten::V,päästma,იხსნის
1211,retten::V,päästma,გადაარჩენს
1212,bewachen::V,valvama,დარაჯობს
1213,bewachen::V,valvama,უთვალთვალებს
1214,schützen::V,kaitsma,დაიფარავს
1215,verteidigen::V,kaitsma,დაიცავს
1216,sich schlagen::V,kaklema,იჩხუბებს
1217,schießen::V,tulistama,ისვრის
1218,siegen::V,võitma,გაიმარჯვებს
1219,ärgern::V,ärritama,აჯავრებს
1220,ärgern::V,vihastama,აჯავრებს
1221,schlagen::V,lööma,ცემს
1222,treten::V,sõtkuma,პანღურს ამოჰკრავს
1223,stechen::V,pistma,სჩხვლეტს
1224,stechen::V,torkama,სჩხვლეტს
1225,stoßen::V,tõukama,დაეჯახება
1226,stehlen::V,varastama,ქურდობს
1227,stehlen::V,varastama,მოიპარავს
1228,stören::V,segama,შეაწუხებს
1229,stören::V,häirima,შეაწუხებს
1230,belästigen::V,ahistama,მობეზრდება
1231,verbergen::V,peitma,დამალავს
1232,verbergen::V,varjama,დამალავს
1233,täuschen::V,petma,შეცდებს
1234,täuschen::V,tüssama,შეცდებს
1235,betrügen::V,petma,მოატყუებს
1236,betrügen::V,tüssama,მოატყუებს
1237,betrügen::V,truudust murtma,მოატყუებს
1238,töten::V,tapma,მოკლავს
1239,töten::V,surmama,მოკლავს
1240,wohnen::V,elama,ცხოვრობს
1241,wohnen::V,elama,ბინადრობს
1242,arbeiten::V,töötama,მუშაობს
1243,sammeln::V,koguma,შეკრებს
1244,sammeln::V,korjama,შეკრებს
1245,pflücken::V,noppima,კრეფს
1246,jagen::V,jahtima,ნადირობს
1247,fischen::V,kalastama,თევზაობს
1248,fischen::V,kala püüdma,თევზაობს
1249,fassen::V,püüdma,დააჭერს
1250,hüten::V,karjatama,მწყემსავს
1251,treiben::V,ajama,მიერეკება
1252,anbinden::V,kinni siduma,მიაბამს
1253,füttern::V,söötma,აჭმევს
1254,melken::V,lüpsma,წველის
1255,hacken::V,raiuma,კეპავს
1256,hacken::V,lõhkuma,კეპავს
1257,gießen::V,kastma,რწყავს
1258,reifen::V,valmima,მწიფდება
1259,zubereiten::V,valmistama,მოამზადებს
1260,kochen::V,keetma,მოხარშავს
1261,backen::V,küpsetama,გამოაცხობს
1262,braten::V,praadima,შეწვავს
1263,umrühren::V,segama,შეურევს
1264,umrühren::V,segama,გათქვეფს
1265,stricken::V,kuduma,ქსოვს
1266,nähen::V,õmblema,გაკერავს
1267,färben::V,värvima,შეღებავს
1268,reinigen::V,puhastama,გაწმენდს
1269,reinigen::V,puhastama,გასუფთავებს
1270,waschen::V,pesema,გარეცხავს
1271,abwischen::V,puhtaks pühkima,წაშლის
1272,spülen::V,uhtma,გაავლებს
1273,fegen::V,pühkima,დაბლანდავს
1274,kehren::V,pühkima,დაგვის
1275,baden::V,suplema,ბანაობს
1276,baden::V,kümblema,ბანაობს
1277,sich waschen::V,end pesema,იბანება
1278,ausziehen::V,käest võtma,გაიხდის
1279,ausziehen::V,jalast võtma,გაიხდის
1280,ausziehen::V,seljast võtma,გაიხდის
1281,anziehen::V,jalga panema,ჩაიცვამს
1282,sich anziehen::V,riietuma,ჩაიცვამს
1283,kämmen::V,kammima,დავარცხნის
1284,schmücken::V,kaunistama,მორთავს
1285,sagen::V,ütlema,იტყვის
1286,sprechen::V,rääkima,ლაპარაკობს
1287,sprechen::V,kõnelema,ლაპარაკობს
1288,reden::V,kõnelema,საუბრობს
1289,sich unterhalten::V,vestlema,ბაასობს
1290,sich unterhalten::V,vestlema,მუსაიფობს
1291,fragen::V,küsima,ჰკითხავს
1292,bitten::V,paluma,სთხოვს
1293,erzählen::V,jutustama,მოუთხრობს
1294,mitteilen::V,teatama,აუწყებს
1295,mitteilen::V,teatama,აცნობებს
1296,mitteilen::V,teada andma,აუწყებს
1297,mitteilen::V,teada andma,აცნობებს
1298,nennen::V,nimetama,უწოდებს
1299,rufen::V,kutsuma,დაუძახებს
1300,prahlen::V,hooplema,ტრაბახობს
1301,übersetzen::V,tõlkima,გადათარგმნის
1302,denken::V,mõtlema,ფიქრობს
1303,denken::V,mõtlema,აზროვნებს
1304,glauben::V,uskuma,სჯერა
1305,bemerken::V,märkama,შენიშვნავს
1306,erkennen::V,ära tundma,გამოიცნობს
1307,begreifen::V,aru saama,გაიგებს
1308,verstehen::V,mõistma,გაიგონებს
1309,lernen::V,õppima,ისწავლის
1310,wissen::V,teadma,ეცოდინება
1311,sich erinnern an::V,mäletama,მოიგონებს
1312,sich erinnern an::V,mäletama,გაიხსენებს
1313,vergessen::V,unustama,ივიწყებს
1314,messen::V,mõõtma,ზომავს
1315,zählen::V,loendama,ითვლის
1316,rechnen::V,arvutama,გაიანგარიშებს
1317,lesen::V,lugema,კითხულობს
1318,malen::V,maalima,ხატავს
1319,zeichnen::V,joonistama,ხაზავს
1320,schreiben::V,kirjutama,დაწერს
1321,besitzen::V,omama,ექნება
1322,kaufen::V,ostma,ყიდულობს
1323,verkaufen::V,müüma,გაყიდის
1324,bezahlen::V,tasuma,გადაიხდის
1325,zahlen::V,maksma,გადაიხდის
1326,beherrschen::V,valitsema,ფლობს
1327,ertragen::V,taluma,მოითმენს
