,Concept_ID,ku,udm
0,Auge::N,çav,син
1,Ohr::N,guh,пель
2,Nase::N,bêvil,ныр
3,Mund::N,dev,ым
4,Zahn::N,didan,пинь
5,Zunge::N,ziman,кыл
6,Lippe::N,lêv,ымдур
7,Wange::N,dêm,бам
8,Wange::N,hinarik,бам
9,Gesicht::N,rû,ымныр
10,Stirn::N,enî,кымес
11,Haar::N,por,йырси
12,Schnurrbart::N,simbêl,мыйык
13,Bart::N,rih,туш
14,Kinn::N,zenî,ангес
15,Kiefer[Anatomie]::N,arguşk,ан
16,Kiefer[Anatomie]::N,arguşk,анлы
17,Kehle::N,qirik,гульым
18,Hals::N,stû,чырты
19,Hals::N,qirik,чырты
20,Genick::N,stû,йырбер
21,Kopf::N,serî,йыр
22,Rücken::N,pişt,мыш
23,Bauch::N,ûr,кӧт
24,Bauch::N,zik,кӧт
25,Nabel::N,navik,гогы
26,Busen::N,sîng,ноны
27,Brust::N,sîng,мӧля
28,Schulter::N,mil,пельпум
29,Arm::N,çepil,суй
30,Ellenbogen::N,enîşk,гырпум
31,Hand::N,dest,ки
32,Handfläche::N,kefadest,ки пыдэс
33,Handfläche::N,kefadest,кырым пыдэс
34,Finger::N,tilî,чиньы
35,Fingernagel::N,neynuk,гижы
36,Fingernagel::N,neynuk,гиждӥнь
37,Nagel[Anatomie]::N,bizmar,гижы
38,Zeh::N,tilî linga,пыдчиньы
39,Fuß::N,ling,пыд
40,Ferse::N,pahnî,пыдбер
41,Knie::N,kabok,пыдес
42,Oberschenkel::N,rahn,макес
43,Bein::N,çip,пыд
44,Körper::N,laş,мугор
45,Körper::N,laş,вылтыр
46,Körper::N,gowde,мугор
47,Körper::N,gowde,вылтыр
48,Haut::N,çerm,ку
49,Blut::N,xwîn,вир
50,Ader::N,reh,вирсэр
51,Sehne::N,reh,вуж
52,Knochen::N,hestî,лы
53,Gehirn::N,mêjî,вим
54,Herz::N,dil,сюлэм
55,Magen::N,navêş,ӝуш
56,Leber::N,kezeb,мус
57,Atem::N,hilm,лул
58,Atem::N,hilm,шокан
59,Hunger::N,birçîtî,кӧтсюман
60,Träne::N,hêstir,синкыли
61,Geschmack::N,tam,шӧм
62,Geruch::N,bêhn,зын
63,Schlaf::N,xew,вӧт
64,Traum::N,xewn,уйвӧт
65,Himmel::N,ezman,ин
66,Sonne::N,roj,шунды
67,Mond::N,heyv,толэзь
68,Stern::N,stêrk,кизили
69,Luft::N,ba,омыр
70,Wind::N,ba,тӧл
71,Welle::N,şewl,тулкым
72,Wasser::N,av,ву
73,Stein::N,kevir,из
74,Boden::N,herd,музъем
75,Erde::N,ax,му
76,Staub::N,toz,пыль
77,Rauch::N,dû,ӵын
78,Funke::N,çirûşk,гизьы
79,Feuer::N,agir,тыл
80,Licht::N,ronahî,тыл
81,Schatten::N,sî,вужер
82,Wetter::N,hewa,куазь
83,Nebel::N,mij,бус
84,Wolke::N,ewr,пилем
85,Regen::N,baran,зор
86,Schnee::N,berf,лымы
87,Eis::N,qeşa,йӧ
88,Frost::N,xûsik,кезьыт
89,Kälte::N,serma,кезьыт
90,Hitze::N,germayî,пӧсь
91,Raureif::N,şext,гӧр
92,Regenbogen::N,heftreng,вуюись
93,Donner::N,gire-gir,гудыри
94,Strömung::N,şewl,бызён
95,Tropfen::N,dilop,шапык
96,Schaum::N,kef,шукы
97,Schmutz::N,gemar,нӧд
98,Schmutz::N,gemar,дэри
99,See::N,gol,ты
100,Sumpf::N,hezek,нюр
101,Moor::N,mafêl,нюр
102,Wiese::N,sûrik,возь
103,Wiese::N,sûrik,возьвыл
104,Wald::N,çiya,сик
105,Wald::N,çiya,нюлэс
106,Wald::N,daristan,сик
107,Wald::N,daristan,нюлэс
108,Hügel::N,gir,выр
109,Hügel::N,gir,вырйыл
110,Anhöhe::N,sere gir,выр
111,Anhöhe::N,sere gir,вырйыл
112,Berg::N,kaş,гурезь
113,Gipfel::N,sere gir,йыл
114,Höhle::N,şikeft,гу
115,Abhang::N,kaş,бам
116,Quelle::N,kanî,ошмес
117,Bach::N,çem,пичи шур
118,Fluss::N,çem,шур
119,Fluss::N,rûbar,шур
120,Ufer::N,kevî,ярдур
121,Küste::N,berav,вудур
122,Festland::N,bejahî,мувыр
123,Meer::N,behr,зарезь
124,Bucht::N,derav,вукож
125,Insel::N,girav,вумуӵ
126,Insel::N,girav,шормуӵ
127,Blume::N,kulînk,сяська
128,Gras::N,giha,турын
129,Wurzel::N,reh,выжы
130,Baum::N,dar,пу
131,Stamm::N,bavik,модос
132,Rinde::N,qaqil,сул
133,Ast::N,gulî,ул
134,Zweig::N,şax,вай
135,Blatt::N,pel,куар
136,Birke::N,dara sipî,кызьпу
137,Kiefer[Baum]::N,dara bî,пужым
138,Weide[Baum]::N,dara belalûk,бадьпу
139,Tanne::N,merx,кыз
140,Horn::N,strô,сюр
141,Feder::N,pîrtîk,тылы
142,Fell::N,heyar,ку
143,Flügel::N,per,бурд
144,Klaue::N,napîk,гижы
145,Kralle::N,dinik,пыд
146,Kralle::N,dirnax,пыд
147,Schwanz::N,dûv,быж
148,Ei::N,hêk,пуз
149,Ei::N,hêk,кукей
150,Nest::N,hêlîn,кар
151,Nest::N,hêlîn,пузкар
152,Bau::N,avahî,кар
153,Bau::N,avahî,гу
154,Tier::N,heywan,пӧйшур
155,Herde::N,hoz,уллё
156,Kuh::N,çêlek,скал
157,Bulle::N,ga,ош
158,Bulle::N,ga,пороз
159,Pferd::N,hesp,вал
160,Schaf::N,mîh,ыж
161,Schwein::N,beraz,парсь
162,Hund::N,seh,пуны
163,Katze::N,pişîk,коӵыш
164,Bär::N,hirç,гондыр
165,Eichhörnchen::N,pilûr,коньы
166,Elch::N,pazkovî,койык
167,Fuchs::N,rovî,ӟичы
168,Hase::N,kîroşk,кеч
169,Maus::N,mişk,шыр
170,Wolf::N,gur,кион
171,Vogel::N,çûk,тылобурдо
172,Schwarm::N,lufik,уллё
173,Huhn::N,mirîşk,курег
174,Hahn::N,dîk,атас
175,Gans::N,qaz,ӟазег
176,Adler::N,eylo,ӧрзи
177,Ente::N,werdek,ӵӧж
178,Eule::N,bûm,кучыран
179,Eule::N,kund,кучыран
180,Kranich::N,quling,тури
181,Krähe::N,qijik,куака
182,Kuckuck::N,pepûk,кикы
183,Schwan::N,qû,юсь
184,Fisch::N,masî,чорыг
185,Barsch::N,okûn,юш
186,Hecht::N,mesîyê lûf,чипей
187,Schlange[Tier]::N,mar,кый
188,Wurm::N,kurm,нумыр
189,Spinne::N,pîrê,чонари
190,Ameise::N,mîro,кузьыли
191,Ameise::N,gêrîk,кузьыли
192,Laus::N,spi,тэй
193,Mücke::N,mêş,нымы
194,Mücke::N,mêş,чибинь
195,Fliege::N,mêş,кут
196,Schmetterling::N,perperîk,бубыли
197,Beere::N,hirç,узы-боры
198,Apfel::N,sêv,яблок
199,Pilz::N,bîrov,губи
200,Zwiebel::N,pîvaz,сугон
201,Saat::N,tov,кидыс
202,Korn::N,dexl,тысь
203,Heu::N,sap,турын
204,Schale::N,qaşik,кыд
205,Grube::N,çahl,гу
206,Grube::N,çahl,гоп
207,Falle::N,dafik,налик
208,Schlinge::N,dahf,гиӟ
209,Schlinge::N,dahf,герд
210,Spur::N,rêç,пытьы
211,Spur::N,rêç,бервыл
212,Asche::N,xweli,пень
213,Dreck::N,gemarî,дэри
214,Eisen::N,hesing,корт
215,Gold::N,zêr,зарни
216,Silber::N,zîv,азвесь
217,Kohle::N,komir,эгыр
218,Glas::N,qedeh,стекло
219,Glas::N,qedeh,пияла
220,Lehm::N,kelpîç,сюй
221,Sand::N,qûm,луо
222,Mensch::N,mirov,мурт
223,Mensch::N,mirov,адями
224,Mann::N,mêr,воргорон
225,Frau::N,jin,кышномурт
226,Kind::N,zarok,нуны
227,Kind::N,zarok,пинал
228,Junge::N,kur,пи
229,Mädchen::N,keç,ныл
230,Mädchen::N,keçik,ныл
231,Familie::N,malbat,семья
232,Großvater::N,bapîr,песятай
233,Großvater::N,bapîr,пересь атай
234,Großmutter::N,pîrik,песянай
235,Großmutter::N,pîrik,пересь анай
236,Eltern::N,bavudê,атай-анай
237,Eltern::N,bavudê,бубы-мумы
238,Vater::N,bav,айы
239,Vater::N,bav,атай
240,Mutter::N,dê,мумы
241,Mutter::N,dayik,мумы
242,Sohn::N,kur,пи
243,Tochter::N,keç,ныл
244,Bruder::N,bira,агай
245,Schwester::N,xweh,апа
246,Schwester::N,xweh,сузэр
247,Onkel::N,am,агай
248,Onkel::N,xal,агай
249,Tante::N,metik,апа
250,Tante::N,metik,кенак
251,Tante::N,xaltîk,апа
252,Tante::N,xaltîk,кенак
253,Ehemann::N,mêr,карт
254,Ehefrau::N,kulfet,кышно
255,Freude::N,kêfxweşî,шумпотон
256,Gelächter::N,pîrqînî,горем
257,Glück::N,bext,шуд
258,Kummer::N,derd,кайгу
259,Kummer::N,derd,куректон
260,Wunsch::N,daxwaz,мылпотон
261,Wunsch::N,xwestek,мылпотон
262,Lust::N,şewq,потон
263,Geist::N,aqil,лул
264,Gedanke::N,fikir,малпан
265,Gedächtnis::N,aqil,йырсазь
266,Gedächtnis::N,aqil,тодэваён
267,Verstand::N,fêm,йырвизь
268,Sinn::N,aqil,смысл
269,Grund::N,asas,муг
270,Grund::N,asas,ньӧм
271,Wahrheit::N,rastî,зэм
272,Wahrheit::N,rastî,шонер
273,Gespräch::N,guftûgo,вераськон
274,Märchen::N,çirok,выжыкыл
275,Erzählung::N,çirok,верос
276,Erzählung::N,vegotin,верос
277,Nachricht::N,nûçe,ивор
278,Neuigkeit::N,hewal,выльивор
279,Name::N,nav,ним
280,Name::N,paşnav,ним
281,Rätsel::N,tiştonek,мадькыл
282,Rede::N,gotar,верам
283,Rede::N,axavtin,верам
284,Sprache::N,ziman,кыл
285,Stimme::N,pejn,куара
286,Wort::N,gotin,кыл
287,Zeichen::N,şanek,пус
288,Zeichen::N,şanek,тодмет
289,Ruf::N,hawar,ӧтён
290,Ruf::N,hawar,чортон
291,Lärm::N,xarbalix,ӵашетон
292,Laut::N,deng,куара
293,Laut::N,hês,куара
294,Ton::N,awaz,куара
295,Lied::N,sitran,кырӟан
296,Ruhe::N,rihetî,чалмыт улон
297,Leute::N,xelk,адямиос
298,Volk::N,xelk,калык
299,Arbeit::N,xebat,уж
300,Gast::N,mêvan,куно
301,Geschenk::N,diyarî,салам
302,Geschenk::N,diyarî,кузьым
303,Spiel::N,lîstik,шудон
304,Gesellschaft::N,komal,калык
305,Hilfe::N,alîkarî,юрттон
306,Freund::N,heval,эш
307,Freund::N,heval,юлтош
308,Kamerad::N,heval,тодмо
309,Angelegenheit::N,pirsgirêk,уж
310,Anzahl::N,çend,лыд
311,Art::N,çeh,тус
312,Stück::N,lib,юдэс
313,Stück::N,parçe,юдэс
314,Teil::N,parçe,люкет
315,Hälfte::N,nîvî,ӝыны
316,Kreis::N,çemil,котырес
317,Kreuz::N,xaç,крест
318,Linie::N,xezik,гож
319,Strich::N,xezik,гож
320,Abstand::N,dûrahî,вис
321,Abstand::N,dûrahî,кусып
322,Entfernung::N,dûrahî,кусып
323,Gegend::N,dever,инты
324,Platz::N,çih,инты
325,Ort::N,dever,инты
326,Ort::N,dever,места
327,Seite::N,rûpel,пал
328,Mitte::N,nav,шор
329,Mitte::N,nabênê,шор
330,Gegenstand::N,tişt,арбери
331,Sache::N,tişt,котыр
332,Rand::N,kevî,дур
333,Rand::N,kevî,шаер
334,Kante::N,kevî,дур
335,Ecke::N,qunç,сэрег
336,Spitze::N,derzî,йыл
337,Ende::N,talî,пум
338,Loch::N,qul,пась
339,Winkel::N,kurnîşk,сэрег
340,Muster::N,desen,пужы
341,Größe::N,mezinî,быдӟала
342,Länge::N,dirêjahî,кузьдала
343,Höhe::N,bilindayî,ӝуждала
344,Gewicht::N,giranî,сектала
345,Gewicht::N,giranî,секытлык
346,Menge::N,qas,лыд
347,Menge::N,qas,лыдпус
348,Haufen::N,lod,люк
349,Reihe::N,rêz,чур
350,Boot::N,kelek,пыж
351,Boot::N,kelek,лодка
352,Ruder::N,bêrik,полыс
353,Schlitten::N,xîjik,додьы
354,Ski::N,lakan,куас
355,Lagerfeuer::N,agir,тылскем
356,Last::N,bar,секыт
357,Gang::N,fîtêz,ветлон
358,Schritt::N,gav,вамыш
359,Norden::N,bakur,уйпал
360,Süden::N,başur,лымшор
361,Westen::N,rojava,шунды пуксён
362,Osten::N,rojhilat,шунды ӝужан
363,Holz::N,dep,пу
364,Brett::N,dep,пул
365,Platte::N,dep,плита
366,Stütze::N,destek,пыкет
367,Stange::N,sing,пуӵ
368,Stock::N,çam,боды
369,Stab::N,qat,пуӵ
370,Stab::N,qat,боды
371,Rohr::N,borî,труба
372,Haus::N,mal,юрт
373,Haus::N,xanî,юрт
374,Heim::N,mal,корка
375,Ofen::N,sobe,гур
376,Fußboden::N,binpê,выж
377,Tisch::N,mase,ӝӧк
378,Stuhl::N,kursî,пукон
379,Wiege::N,derguş,кӧкы
380,Wiege::N,derguş,зыбка
381,Bett::N,qerewêle,валес
382,Regal::N,rêbaz,ӝажы
383,Kiste::N,sindoq,ящик
384,Fenster::N,çam,укно
385,Fenster::N,çam,косяк
386,Fenster::N,şibeke,укно
387,Fenster::N,şibeke,косяк
388,Tür::N,derî,ӧс
389,Tor::N,derge,ӟезьы
390,Zaun::N,hejik,забор
391,Dach::N,sere xanî,липет
392,Leiter::N,pêling,падӟа
393,Besen::N,melkes,ӵужон
394,Besen::N,melkes,исьнер
395,Spaten::N,mer,лопатка
396,Schaufel::N,bêr,ютырон
397,Gabel::N,çetel,тэчы
398,Gabel::N,çetel,вилка
399,Löffel::N,kevçî,пуньы
400,Messer::N,kêr,пурт
401,Nagel::N,bizmar,кортӵог
402,Netz::N,tor,сеть
403,Haken::N,çenqel,курик
404,Griff::N,destî,ныд
405,Schloss::N,qonax,тунгон
406,Bild::N,dimen,суред
407,Figur::N,figûr,фигура
408,Puppe::N,bûk,мунё
409,Beutel::N,kîsik,пуйы
410,Bündel::N,pêçek,керттэт
411,Tasche::N,bêrîk,пуйы
412,Tasche::N,bêrîk,сумка
413,Eimer::N,dewl,ведра
414,Deckel::N,devik,ӵоксэт
415,Geschirr::N,ferax,тусьты-пуньы
416,Sack::N,tûr,пуйы
417,Tasse::N,kada,ӵаша
418,Topf::N,beroş,миска
419,Kessel::N,şîril,пурты
420,Essen::N,xwarin,сиськон
421,Nahrung::N,xwarin,сион
422,Speise::N,xwarin,сиён
423,Fleisch::N,goşt,сӥль
424,Getreide::N,zad,ю тысь
425,Brei::N,hewdêl,ӝук
426,Brot::N,,нянь
427,Scheibe::N,parçe,шорем
428,Fett::N,rûn,кӧй
429,Butter::N,rûn,вӧй
430,Öl::N,rûn,вӧй
431,Salz::N,xwe,сылал
432,Suppe::N,şorbe,шыд
433,Honig::N,hingiv,чечы
434,Milch::N,şîr,йӧл
435,Tee::N,çay,чай
436,Leder::N,çerm,сурон
437,Wolle::N,herî,гон
438,Wolle::N,herî,ыжгон
439,Stoff::N,paç,куэм
440,Nadel::N,derzî,вень
441,Faden::N,ta,сӥньыс
442,Knopf::N,bişkok,бирды
443,Knoten::N,girêk,герд
444,Farbe::N,boyax,буёл
445,Kleidung::N,çil,дӥсь
446,Hemd::N,qutik,дэрем
447,Hemd::N,miltan,дэрем
448,Kragen::N,stûvang,сирес
449,Ärmel::N,hûçik,саес
450,Hose::N,şewel,брюки
451,Hose::N,şewel,штань
452,Gürtel::N,qayiş,кускерттон
453,Mütze::N,fîno,ызьы
454,Schuh::N,şêkal,ботинка
455,Stiefel::N,gizme,сапег
456,Stiefel::N,çizme,сапег
457,Ring::N,xelek,зундэс
458,Band::N,band,лента
459,Kamm::N,şeh,сын
460,Spiegel::N,eynik,синучкон
461,Riemen::N,qayiş,е
462,Schnur::N,doxin,гозы
463,Leine::N,şirît,думет
464,Decke::N,bataniye,шобрет
465,Kissen::N,balgî,миндэр
466,Tuch::N,şar,кышет
467,Handtuch::N,dezmal,ӵушкон
468,Kraft::N,hêz,кать
469,Kraft::N,hêz,ӟигар
470,Kraft::N,qewet,кать
471,Kraft::N,qewet,ӟигар
472,Stärke::N,xurtî,юнлык
473,Gesundheit::N,nojdarî,тазалык
474,Krankheit::N,nexweşî,висён
475,Schmerz::N,êş,висён
476,Wunde::N,kul,яра
477,Fieber::N,ta,кезег
478,Arznei::N,derman,эмъюм
479,Brücke::N,kopî,выж
480,Brunnen::N,çal,колдэч
481,Brunnen::N,kani,колдэч
482,Weide::N,beyar,возь
483,Pfad::N,xaçirek,сюрес
484,Weg::N,rê,сюрес
485,Straße::N,rê,сюрес
486,Dorf::N,gund,гурт
487,Stadt::N,baçar,кар
488,Stadt::N,baçar,город
489,Brief::N,name,гожтэт
490,Buch::N,kitêb,книга
491,Buch::N,pirtûk,книга
492,Buchstabe::N,herf,буква
493,Zeitung::N,rojname,газет
494,Leben::N,jiyan,улон
495,Tod::N,mirin,кулон
496,Grab::N,mezel,шайгу
497,Kirche::N,gilyas,черк
498,Sünde::N,guneh,сьӧлык
499,Gott::N,xwedê,ӥнмар
500,Arbeiter::N,hîşçî,рабочий
501,Chef::N,bêg,начальник
502,Meister::N,hoste,кибашлы
503,Arzt::N,doktor,врач
504,Lehrer::N,mamoste,дышетӥсь
505,Geld::N,pere,уксё
506,Geld::N,pere,коньдон
507,Geschäft::N,firoşgeh,уж
508,Laden::N,dikan,магазин
509,Preis::N,buha,дун
510,Ware::N,tişt,вуз
511,Nutzen::N,fêde,пайда
512,Reichtum::N,serwet,узырлык
513,Welt::N,dinya,дунне
514,Land::N,welat,шаер
515,Staat::N,dewlet,кун
516,König::N,şah,эксэй
517,König::N,qral,эксэй
518,Macht::N,qewet,власть
519,Macht::N,destihilat,власть
520,Grenze::N,kevî,кунгож
521,Krieg::N,çeng,ож
522,Krieg::N,sêwaş,ож
523,Feind::N,dijmin,тушмон
524,Gewalt::N,zor,эриктэман
525,Kampf::N,şer,нюръяськон
526,Bogen[Waffe]::N,kêvan,пукыӵ
527,Pfeil::N,çîrik,пукыӵ вень
528,Gewehr::N,tifing,пыӵал
529,Fehler::N,şaşî,янгыш
530,Lüge::N,derew,пӧян
531,Lüge::N,derew,алдан
532,Lüge::N,derew,ӧрекчан
533,Schaden::N,xisar,изъян
534,Unglück::N,bêbextî,куректон
535,Unglück::N,bêbextî,шудтэме усён
536,Schuld::N,suç,янгыш
537,Alter::N,temen,арлыд
538,Schluss::N,girtin,пум
539,Zeit::N,çax,дыр
540,Tag::N,roj,нунал
541,Morgen::N,sibeh,ӵукна
542,Mittag::N,nîro,лымшор
543,Abend::N,êvar,ӝыт
544,Abend::N,êvar,акшан
545,Nacht::N,şev,уй
546,Woche::N,heftî,арня
547,Monat::N,meh,толэзь
548,Jahr::N,sal,ар
549,Frühling::N,bihar,тулыс
550,Sommer::N,havîn,гужем
551,Herbst::N,payîz,сӥзьыл
552,Winter::N,zistan,тол
553,Januar::N,çile,выльартолэзь
554,Februar::N,sibat,тулыспал
555,März::N,adar,южтолэзь
556,April::N,nîsan,оштолэзь
557,Mai::N,gûlan,куартолэзь
558,Juni::N,hezîran,вожотолэзь
559,Juli::N,tîmeh,пӧсьтолэзь
560,August::N,tebax,гудырикошкон
561,September::N,îlon,куарусён
562,Oktober::N,çotmeh,выльӝуктолэзь
563,November::N,mijdar,шуркынмон
564,Dezember::N,kanûn,толсур
565,Montag::N,duşemb,вордӥськон
566,Dienstag::N,sêşem,вторник
567,Mittwoch::N,çarşemb,вирнунал
568,Donnerstag::N,pêşemb,покчиарня
569,Freitag::N,în,удмуртарня
570,Samstag::N,şemî,кӧснунал
571,Sonntag::N,yekşemb,арня
572,groß::A,mezin,бадӟым
573,klein::A,çûçik,пичи
574,lang::A,dirêj,кузь
575,kurz::A,kin,вакчи
576,breit::A,fireh,паськыт
577,schmal::A,tenik,сюлэг
578,dicht::A,gir,ӵем
579,dick[Gegenstand]::A,şîşman,зӧк
580,dünn::A,zirav,векчи
581,fein::A,tenik,векчи
582,fest::A,saxlem,юн
583,fest::A,saxlem,чурыт
584,flach::A,pahn,ӵошкыт
585,glatt::A,dûz,гылыт
586,glatt::A,dûz,вольыт
587,glatt::A,şayîk,гылыт
588,glatt::A,şayîk,вольыт
589,hart::A,hişk,чурыт
590,weich::A,nerm,небыт
591,rund::A,gilover,котырес
592,spitz::A,pîj,йылсо
593,scharf::A,tûj,лэчыт
594,stumpf::A,ne tûj,ныж
595,schwer::A,giran,секыт
596,schön::A,xweş,чебер
597,schön::A,xweşik,чебер
598,heiß::A,kelandî,пӧсь
599,warm::A,germ,шуныт
600,kalt::A,sar,кезьыт
601,kühl::A,jemîrî,юзмыт
602,kühl::A,jemîrî,салкым
603,frisch::A,ter,выль
604,feucht::A,şil,мускыт
605,nass::A,şilek,котмем
606,trocken::A,zuwa,кӧс
607,voll::A,tijî,тыр
608,leer::A,vala,буш
609,leer::A,vala,тырттэм
610,offen::A,vekirî,усьтэм
611,geschlossen::A,asê,ӵогам
612,geschlossen::A,asê,пунням
613,sauber::A,pakij,ӝикыт
614,sauber::A,pakij,чылкыт
615,schmutzig::A,lewitî,нӧд
616,roh::A,xav,ыль
617,reif::A,gihaştî,вуэм
618,lecker::A,xweş,ческыт
619,süß::A,şîrîn,ческыт
620,bitter::A,tahl,курыт
621,sauer::A,tirş,чырс
622,hell::A,ronî,югыт
623,dunkel::A,tarî,пеймыт
624,schwarz::A,reş,сьӧд
625,weiß::A,sipî,тӧдьы
626,rot::A,sor,горд
627,gelb::A,zer,ӵуж
628,blau::A,şîn,лыз
629,grün::A,şîn,вож
630,grau::A,gewr,пурысь
631,bunt::A,rengîn,куӵо
632,billig::A,erzan,дунтэм
633,teuer::A,biha,дуно
634,wertvoll::A,hêja,дуно
635,wertvoll::A,giranbiha,дуно
636,blind::A,kor,сукыр
637,blind::A,kor,синтэм
638,taub::A,kerr,пельтэм
639,kräftig::A,gir,кужмо
640,kräftig::A,xurt,кужмо
641,stark::A,xurt,юн
642,stark::A,xurt,кужмо
643,schwach::A,kesad,ляб
644,schwach::A,kesad,начар
645,fett::A,qelew,кӧй
646,schlank::A,zirav,веськыт
647,schlank::A,zirav,веськрес
648,hübsch::A,xweşik,чебер
649,hübsch::A,xweşik,синмаськымон
650,böse::A,xerab,лек
651,böse::A,aciz,лек
652,dumm::A,gêj,шузи
653,dumm::A,gêj,визьтэм
654,faul::A,têmbêl,азьтэм
655,fleißig::A,jêhatî,сюлмо
656,geizig::A,destgirtî,сук
657,klug::A,baqil,визьмо
658,geschickt::A,zîrek,усто
659,geschickt::A,zîrek,быгатӥсь
660,geschickt::A,ziring,усто
661,geschickt::A,ziring,быгатӥсь
662,lieb::A,delal,мусо
663,lustig::A,kêfxweş,шулдыр
664,sanft::A,nazenîn,мусо
665,sanft::A,nazenîn,эрке
666,hungrig::A,birçî,сютэм
667,krank::A,nexweş,висись
668,nackt::A,rût,гольык
669,nackt::A,tazî,гольык
670,traurig::A,xemgîn,мӧзмыт
671,lebendig::A,bisaxî,улэп
672,gut::A,baş,ӟеч
673,gut::A,baş,умой
674,schlecht::A,xerab,урод
675,schlecht::A,xerab,алама
676,richtig::A,rast,шонер
677,richtig::A,saxlem,шонер
678,schlimm::A,nebaş,алама
679,wahr::A,rast,зэмос
680,alt::A,pîr,вуж
681,alt::A,kevn,вуж
682,neu::A,nû,выль
683,ehemalig::A,kevnar,азьвылэз
684,ehemalig::A,peşidar,азьвылэз
685,alt[Lebewesen]::A,pîr,пересь
686,jung::A,xort,егит
687,jung::A,xort,пинал
688,arm::A,feqîr,начар
689,arm::A,feqîr,куанер
690,arm::A,desteng,начар
691,arm::A,desteng,куанер
692,reich::A,dewlemend,узыр
693,bekannt::A,naskirî,тодмо
694,berühmt::A,navdar,дано
695,fremd::A,xerîb,ят
696,verschieden::A,çîhê,пӧртэм
697,nah::A,nêzîk,матысь
698,fern::A,dûr,кыдёкысь
699,linker::A,çepê,паллян
700,rechter::A,rastê,бур
701,rechter::A,rastê,бурпал
702,anderer::A,yê din,мукет
703,erster::A,yekemîn,нырысетӥез
704,zweiter::A,duda,кыктэтӥез
705,dritter::A,sisêya,кунньметӥез
706,letzter::A,paşîn,берло
707,letzter::A,paşîn,берпум
708,allein::ADV,tenê,огназ
709,auf einmal::ADV,jar kê,огдыре
710,zusammen::ADV,tev,ӵош
711,zusammen::ADV,tev,валче
712,zusammen::ADV,bi hev re,ӵош
713,zusammen::ADV,bi hev re,валче
714,lange::ADV,dirêj,кема
715,plötzlich::ADV,ji nişkave,мапламтэ шорысь
716,sofort::ADV,yekser,али ик
717,später::ADV,paşiyê,бергес
718,später::ADV,paşiyê,берлогес
719,jetzt::ADV,nuha,али
720,jetzt::ADV,nuha,табере
721,heute::ADV,îro,туннэ
722,morgen::ADV,sibeh,ӵуказе
723,bald::ADV,nêzîk,ӝоген
724,dann::ADV,paşê,берло
725,gestern::ADV,do,толон
726,einst::ADV,jar ke,огпол
