,Concept_ID,ku,udm
727,einst::ADV,jar ke,одӥг пол
728,damals::ADV,hîngî,соку
729,danach::ADV,piştra,собере
730,vorher::ADV,pîşî,азьло
731,vorher::ADV,pîşî,азьвыл
732,zuerst::ADV,bere,азьло
733,einmal::ADV,çarik,огпол
734,manchmal::ADV,çarna,куддыръя
735,oft::ADV,gelek çaran,ӵем
736,immer::ADV,daîm,пыр
737,immer::ADV,daîm,котьку
738,niemals::ADV,tu çar,уз ноку
739,hier::ADV,li vir,татын
740,hierhin::ADV,vir,татчы
741,von hier::ADV,ji vir,татысь
742,dort::ADV,li wê derê,отӥ
743,dort::ADV,li wê derê,отын
744,dorthin::ADV,wêda,отчы
745,geradeaus::ADV,rastê rast,меӵак
746,vorwärts::ADV,ber bi pêş,азьлань
747,rückwärts::ADV,paşpê,берлань
748,zurück::ADV,paşdo,берен
749,zurück::ADV,paşdo,берлань
750,zurück::ADV,paşvê,берен
751,zurück::ADV,paşvê,берлань
752,unten::ADV,jêrî,улын
753,hinab::ADV,berjêr,улэ
754,oben::ADV,banî,вылын
755,oben::ADV,banî,вылӥын
756,hinauf::ADV,banî,вылэ
757,hinauf::ADV,banî,вылӥе
758,hinauf::ADV,banî,выллань
759,überall::ADV,li her derê,котькытын
760,überall::ADV,li her derê,пасьтана
761,nicht::ADV,ne,уз
762,nicht::ADV,nîn,уз
763,nicht::ADV,tine,уз
764,ein wenig::ADV,hebkî,ичи
765,ein wenig::ADV,hebkî,ӧжыт
766,ein wenig::ADV,hebkî,огшап
767,kaum::ADV,tema,муртса
768,kaum::ADV,himangi,муртса
769,sehr::ADV,gelek,туж
770,sehr::ADV,gelek,лекос
771,so::ADV,weha,озьы
772,so::ADV,weha,тазьы
773,noch::ADV,hêj,на
774,noch::ADV,dîsa,на
775,nur::ADV,tenê,гинэ
776,nur::ADV,bes,гинэ
777,schon::ADV,hew,ни
778,schon::ADV,hew,ини
779,wieder::ADV,jar din,нош
780,wieder::ADV,jar din,кайта
781,wieder::ADV,dîsa,нош
782,wieder::ADV,dîsa,кайта
783,vergebens::ADV,deya çun,юнме
784,vergebens::ADV,îfleh bûn,юнме
785,vor::PRP,li ber,азьын
786,hinter::PRP,li pişt,берын
787,hinter::PRP,li pişt,бӧрсьы
788,unter::PRP,li bin,улын
789,durch::PRP,kura,пыр
790,durch::PRP,kura,пыртӥ
791,neben::PRP,li ba,бордын
792,zwischen::PRP,nabeyne,вискын
793,zwischen::PRP,di nav...da,вискын
794,wegen::PRP,ji bo,сэрен
795,wegen::PRP,ji ber,сэрен
796,dies::PRN,ev,та
797,das::PRN,ev,со
798,alles::PRN,hemû,ваньмыз
799,ich::PRN,ez,мон
800,du::PRN,tu,тон
801,er::PRN,wî,со
802,wir::PRN,êm,ми
