,Concept_ID,he,ab
722,sehr::ADV,מאוד,даара
723,so::ADV,כך,ас
724,so::ADV,כך,абас
725,so::ADV,ככה,ас
726,so::ADV,ככה,абас
727,noch::ADV,עוד,макьана
728,noch::ADV,עדין,макьана
729,nur::ADV,רק,заҵәык
730,schon::ADV,כבר,уажәшьҭа
731,schon::ADV,כבר,аиҳа ипоу
732,wieder::ADV,שוב,ҿыц
733,wieder::ADV,שוב,дырҩегь
734,wieder::ADV,שוב,дырҩегьых
735,vergebens::ADV,לריק,баша
736,vergebens::ADV,לשוא,баша
737,vor::PRP,מול,аҕхьа
738,hinter::PRP,מאחורי,нхыҵ
739,unter::PRP,מתחת,амҵа
740,unter::PRP,מתחת,амҵан
741,durch::PRP,דרך,
742,neben::PRP,ליד,ааигуара
743,neben::PRP,על-יד,ааигуара
744,zwischen::PRP,בין,абжьара
745,wegen::PRP,בשל,-иззы
746,wegen::PRP,בשל,-ҟнытә
747,wegen::PRP,בגלל,-иззы
748,wegen::PRP,בגלל,-ҟнытә
749,dies::PRN,זה,ари
750,dies::PRN,זה,абри
751,das::PRN,זה,Абни
752,das::PRN,זה,убри
753,alles::PRN,הכל,зегьы
754,ich::PRN,אני,са
755,ich::PRN,אני,сара
756,du::PRN,את,бара
757,du::PRN,אתה,бара
758,er::PRN,הוא,иара
759,wir::PRN,אנחנו,ҳара
760,ihr::PRN,לה,шәара
761,sie::PRN,הם,дара
762,was::FPRN,מה,
763,wer::FPRN,מי,дарбан
764,wo::FADV,איפה,иабыкуу
765,wo::FADV,איפה,аба-
766,wo::FADV,איפה,ахь-
767,wohin::FADV,לאן,иабыкуу
768,wohin::FADV,לאן,аба-
769,wohin::FADV,לאן,ахь-
770,wie::FADV,איך,-шҕа
771,warum::FADV,למה,избан
772,wieviel::FNUM,כמה,заҟа
773,eins::NUM,אחד,акы
774,eins::NUM,אחד,аӡәы
775,zwei::NUM,שתים,ҩба
776,drei::NUM,שלושה,хҕа
777,vier::NUM,ארבעה,ҕшьба
778,fünf::NUM,חמשה,хəба
779,sechs::NUM,ששה,фба
780,sieben::NUM,שבעה,Бжьба
781,acht::NUM,שמונה,ааба
782,neun::NUM,תשעה,жәба
783,zehn::NUM,עשרה,жәаба
784,elf::NUM,אחת עשרה,жәеизатәи
785,zwölf::NUM,שתים עשרה,жәаҩа
786,zwanzig::NUM,עשרים,ҩажәа
787,dreißig::NUM,שלושים,ҩажәижәабатәи
788,vierzig::NUM,ארבעים,ҩынҩажәа
789,fünfzig::NUM,חמשים,ҩынҩажәеижәаба
790,sechzig::NUM,ששים,хынҩажәа
791,siebzig::NUM,שבעים,хынҩажәижәаба
792,achtzig::NUM,שמונים,ҕшьынҩажәа
793,neunzig::NUM,תשעים,ҕшьынҩажәижәаба
794,hundert::NUM,מאה,шәкы
795,tausend::NUM,אלף,зқьы
796,und::CNJ,ו,-и
797,oder::CNJ,או,ма
798,stehen::V,עמד,агылазаара
799,sitzen::V,ישב,атəара
800,sitzen::V,ישב,атəа(заа)ра
801,liegen::V,שכב,аиара
802,hängen::V,היה תלוי,акнаҳара
803,werden::V,הפך ל,аҟалара
804,passieren::V,קרה,аҟалара
805,beginnen::V,התחיל,алагара
806,enden::V,הסתים,алгара
807,wechseln::V,השתנה,аҽыҧсахра
808,aufgehen[Sonne]::V,זרח,агылара
809,aufgehen[Sonne]::V,זרח,ахашлара
810,aufgehen[Sonne]::V,זרח,аҩаҵхахара
811,untergehen[Sonne]::V,שקע,аҭашəара
812,scheinen[Sonne]::V,בהק,акаҧхара
813,donnern::V,רעם,адыдра
814,wehen::V,נשב,асра
815,strömen::V,זרם,акаҭəара
816,fließen::V,זרם,ацара
817,sich drehen::V,הסתובב,ахагьежьра
818,schwanken::V,התנודד,аҵысра
819,schwingen::V,התנענע,ахызазара
820,schwingen::V,התנענע,акьаандара
821,fallen::V,נפל,акаҳара
822,brennen::V,בער,абылра
823,rauchen::V,עשן,ахылҵра
824,regnen::V,ירד גשם,аура
825,gefrieren::V,קפא,аҵаара
826,tauen::V,נמס,аӡҭра
827,schmelzen::V,התיך,ақəӡыҭра
828,schmelzen::V,התיך,аҭəара
829,trocknen::V,התיבש,абара
830,sieden::V,רתח,ашра
831,faulen::V,רקב,абаара
832,verfaulen::V,רקב,абаара
833,verfaulen::V,רקב,аилашра
834,reißen::V,נקרע,аҧжəара
835,versinken::V,טבע,аӡааҟəрылара
836,vergehen::V,עבר,ацара
837,erscheinen::V,נגלה,ацəырҵра
838,erscheinen::V,הופיע,ацəырҵра
839,verschwinden::V,נעלם,аҵашəкəара
840,sinken::V,ירד,атəара
841,sinken::V,ירד,алаҟəра
842,abnehmen::V,הפחית,ацӡаара
843,abnehmen::V,הפחית,аиҵалара
844,zunehmen::V,רבה,аҽырҭбаара
845,zunehmen::V,רבה,аиҵыҵра
846,zunehmen::V,רבה,арацəахара
847,steigen::V,עלה,азҳара
848,steigen::V,עלה,ашьҭыҵра
849,steigen::V,עלה,адухара
850,steigen::V,עלה,ацлара
851,wachsen::V,גדל,азҳара
852,glänzen::V,נצץ,ацыр-цырра
853,glänzen::V,נצץ,ацыҩ-цыҩра
854,glänzen::V,נצץ,аказказра
855,glänzen::V,בהק,ацыр-цырра
856,glänzen::V,בהק,ацыҩ-цыҩра
857,glänzen::V,בהק,аказказра
858,funkeln::V,נצנץ,ашап-шапра
859,funkeln::V,נצנץ,ацым-цымра
860,lärmen::V,רעש,ашьҭыбжьгара
861,lärmen::V,רעש,аҕьҕьаҳәа аилалара
862,läuten::V,צלצל,аҵəҵəасра
863,klingeln::V,צלצל,аҵəҵəасра
864,klirren::V,קרקש,ахьархьарра
865,klirren::V,קרקש,архьархьарра
866,brausen::V,געש,аилаҽҽара
867,brausen::V,געש,еилашуера
868,rauschen::V,רשרש,
869,klingen::V,נשמע,агара
870,klingen::V,נשמע,ашьҭыбжь гара
871,bellen::V,נבח,ашра
872,heulen::V,ילל,ауура
873,blasen::V,נשף,аҭəҳəара
874,pfeifen::V,שרק,ашəшəра
875,schreien::V,צעק,аҳəҳəара
876,schreien::V,צעק,ахəаара
877,schreien::V,צעק,аҟаара
878,stöhnen::V,נאנק,ақьра
879,zittern::V,רעד,аҵыс-ҵысра
880,leben::V,חי,аҟазаара
881,geboren werden::V,נולד,Аира
882,atmen::V,נשם,аҕсыҕ лагаҩагара
883,trinken::V,שתה,ажəра
884,essen::V,אכל,акрыфара
885,schlucken::V,בלע,албаадара
886,müde werden::V,התעיף,ааҕсара
887,einschlafen::V,נרדם,ацəара
888,schlafen::V,ישן,ацəазаара
889,aufwachen::V,התעורר,аҿыхара
890,aufstehen::V,קם,Агəылҵра
891,sich erholen::V,נפש,аҧсшьара
892,krank werden::V,חלה,ачмазаҩхара
893,krank sein::V,היה חולה,аҳəарҧсарра
894,schmerzen::V,כאב,ахьра
895,husten::V,השתעל,аимҳәара
896,genesen::V,הבריא,абзиахара
897,genesen::V,הבריא,аӷəӷəахара
898,sterben::V,מת,аҧсра
899,umkommen::V,נספה,аҭахара
900,sich bewegen::V,נע,аиҭаҵра
901,sich rühren::V,זז,ақəацара
902,sich erheben::V,קם,аҩагылара
903,sich setzen::V,התישב,атəара
904,hinfallen::V,נפל,акаҳара
905,laufen::V,הלך ברגל,аныҟəара
906,schreiten::V,פסע,ашьаҿа еихгара
907,spazierengehen::V,טיל,анеи-ааира
908,eilen::V,אץ,аццакра
909,eilen::V,מהר,аццакра
910,sich beeilen::V,מהר,аццакра
911,sausen::V,אץ,аҧырра
912,sausen::V,אץ,иҭрысны
913,sausen::V,אץ,ишьҭҟьаны ацара
914,rennen::V,רץ,аҩра
915,springen::V,קפץ,аҧара
916,klettern::V,טפס,ақəлара
917,schaukeln::V,התנדנד,аҟəараҟəанҽара
918,kriechen::V,זחל,аҳəазара
919,schwimmen::V,שחה,аӡсара
920,tauchen::V,צלל,ахəӡааҵəира
921,rudern::V,חתר,аҵшьра
922,fahren::V,נסע,акала
923,fliegen::V,עף,аҧырра
924,gehen::V,הלך,аиҭаҵра
925,weggehen::V,עזב,ацара
926,abfahren::V,יצא,адəықəлара
927,abfahren::V,יצא,ацара
928,anhalten::V,עצר,ааныргылара
929,hineingehen::V,נכנס,аҭалара
930,eintreten::V,נכנס,аҩналара
931,kommen::V,בא,аара
932,kommen::V,בא,ааира
933,ankommen::V,הגיע,ааира
934,ankommen::V,הגיע,аара
935,ankommen::V,הגיע,анеира
936,zurückkommen::V,שב,азыхынҳəра
937,zurückkommen::V,חזר,азыхынҳəра
938,bleiben::V,נשאר,аанхара
939,bleiben::V,נשאר,анхара
940,bleiben::V,נשאר,аангылара
941,warten::V,חכה,азҧшзаара
942,warten::V,המתין,азҧшзаара
943,erwarten::V,צפה,азҧшра
944,suchen::V,חפש,ашьҭазаара
945,finden::V,מצא,аҧшаара
946,versuchen::V,נסה,аҽазкра
947,vorbereiten::V,הכין,армазеира
948,lieben::V,אהב,абзиабара
949,mögen::V,אהב,агəаҧхара
950,lachen::V,צחק,аччара
951,rühren::V,נגע ללב,арҵəуара
952,weinen::V,בכה,аҵəуара
953,schimpfen::V,גער,ацəҳара
954,sich ärgern::V,זעם,агəаара
955,sich ärgern::V,כעס,агəаара
956,sich fürchten::V,פחד,аӡыӡара
957,sich fürchten::V,חשש,аӡыӡара
958,fürchten::V,פחד מ,ацəшəара
959,fürchten::V,חשש מ,ацəшəара
960,fliehen::V,ברח,абналара
961,fliehen::V,ברח,ацəцара
962,flüchten::V,נמלט,абналара
963,flüchten::V,נמלט,ацəцара
964,sehen::V,ראה,абара
965,anschauen::V,הביט,ахəаҧшра
966,ansehen::V,התבונן,ахəаҧшра
967,hören::V,שמע,аҳара
968,zuhören::V,הקשיב,азыӡырҩра
969,probieren::V,נסה,аҧышəара
970,riechen::V,הריח,афыҩра
971,fühlen::V,חש,анырра
972,fühlen::V,חש,ацәакырра
973,scheinen::V,נדמה,шәа
974,scheinen::V,נדמה,аацәырҵа
975,zu sehen sein::V,נראה,
976,vernehmen::V,נודע ל,аҳара
977,frieren::V,קר ל,ашəра
978,frieren::V,קר ל,аҵаара
979,tun::V,פעל,аҟаҵара
980,können::V,יכל,алшара
981,wollen::V,רצה,аҭахра
982,anfangen::V,התחיל,алагара
983,beenden::V,גמר,алгара
984,aufhören::V,סים,аҟəыҵра
985,gelingen::V,הצליח,аура
986,gelingen::V,הצליח,аманшəалахара
987,gelingen::V,הצליח,алҵра
988,geraten::V,עלה,нзаарын
989,öffnen::V,פתח,аартра
990,schließen::V,סגר,аркра
991,stellen::V,העמיד,аргылара
992,setzen::V,הושיב,артəара
993,legen::V,שם,ақəҵара
994,berühren::V,נגע,акьысра
995,berühren::V,נגע,алакьысра
996,verbinden::V,קשר,аҿаҳəара
997,bedecken::V,כסה,ақəршəра
998,aufhängen::V,תלה,акнаҳара
999,anzünden::V,הצית,аркра
1000,aufheben::V,אסף,ашьҭыхра
1001,zurücklassen::V,השאיר,аныжьра
1002,verlieren::V,אבד,ацəыӡра
1003,fallen lassen::V,שמט,ацəкаҳара
1004,fallen lassen::V,הפיל,ацəкаҳара
1005,machen::V,עשה,ачаҧара
1006,herstellen::V,יצר,аиҵдара
1007,bauen::V,בנה,аргылара
1008,reparieren::V,תקן,арҽеира
1009,verbessern::V,שפר,аиҕьтəра
1010,ändern::V,שנה,аҧсахра
1011,graben::V,חפר,ажра
1012,beugen::V,כפף,арҟəра
1013,beugen::V,כפף,архəара
1014,biegen::V,כופף,арҟəра
1015,biegen::V,כופף,архəара
1016,drehen::V,סובב,аргьежьра
1017,wenden::V,הפך,
1018,umdrehen::V,סובב,аарҳәра
1019,heben::V,הרים,аҩахара
1020,heben::V,הרים,араҳара
1021,hochheben::V,הרים,ахагалара
1022,hochheben::V,הרים,ашьҭҳəара
1023,ergreifen::V,אחז,
1024,halten::V,החזיק,акра
1025,drücken::V,לחץ,ақəрӷəӷəара
1026,schieben::V,הזיז,аҵгəара
1027,schieben::V,הזיז,агəара
1028,kratzen::V,שרט,ацəҟьара
1029,kratzen::V,שפשף,ацəҟьара
1030,lecken::V,לקק,арбзара
1031,beißen::V,נשך,ацҳара
1032,abreißen::V,קרע,амжəара
1033,abschneiden::V,חתך,ахҵəара
1034,abschneiden::V,חתך,аҿахҵəара
1035,binden::V,קשר,аҿаҳəара
1036,stecken::V,תקע,алаҵара
1037,brechen::V,שבר,аҧҵəара
1038,klopfen::V,נקש,асра
1039,hauen::V,הכה,ақəкшара
1040,kleben::V,הדביק,аҷабра
1041,reiben::V,שפשף,арҟəыҷра
1042,streichen::V,מרח,ахьшьра
1043,schleifen::V,השחיז,ахра
1044,schneiden::V,גזר,аҧҟара
1045,rütteln::V,נענע,арҵысра
1046,schütteln::V,נער,аршəшəара
1047,schwenken::V,נופף,аҟьара
1048,schwenken::V,טלטל,аҟьара
1049,schütten::V,שפך,аҭаҭəара
1050,füllen::V,מלא,арҭəра
1051,einwickeln::V,עטף,алаҳəара
1052,tragen::V,נשא,аҩагара
1053,schleppen::V,סחב,арҳəазара
1054,ziehen::V,משך,ахара
1055,aufbewahren::V,שמר,аҵəахра
1056,werfen::V,זרק,аршəра
1057,fangen::V,תפס,акра
1058,packen::V,אחז,анкра
1059,packen::V,אחז,аҵкаара
1060,verstecken::V,החביא,аҵəахра
1061,teilen::V,חלק,ашара
1062,schicken::V,שלח,ашьҭра
1063,bringen::V,הביא,аагара
1064,hinzufügen::V,הוסיף,ацҵара
1065,bekommen::V,תפס,аҧшаара
1066,bekommen::V,תפס,архиара
1067,bekommen::V,תפס,аура
1068,erhalten::V,קבל,аиура
1069,nehmen::V,אחז,агара
1070,wählen::V,בחר,алҧшаара
1071,auswählen::V,בחר ב,алхра
1072,bewahren::V,קים,
1073,behindern::V,מנע,аҧырхагахара
1074,verderben::V,מנע,алгара
1075,verderben::V,מנע,абжьыхра
1076,verderben::V,מנע,аҧхасҭатəра
1077,beschädigen::V,הזיק,аҧхасҭатəра
1078,zerbrechen::V,נשבר,аҧҽра
1079,zerreißen::V,קרע,аҧжəара
1080,zerstören::V,הרס,аилаҧыххаара
1081,zerstören::V,השמיד,аилаҧыххаара
1082,verbrennen::V,שרף,абылра
1083,geben::V,נתן,аҭара
1084,reichen::V,העביר,аҭара
1085,schenken::V,נתן במתנה,аҩгара
1086,versprechen::V,הבטיח,ақəргəыӷра
1087,wünschen::V,אחל,
1088,loben::V,שבח,арҽхəара
1089,küssen::V,נשק,агəӡра
1090,wiegen::V,נדנד,
1091,zudecken::V,כסה,аҵахҩара
1092,zudecken::V,כסה,ақəршəра
1093,wecken::V,עורר,арҿыхара
1094,zeigen::V,הראה,арбара
1095,führen::V,הביא,аныҟəгара
1096,führen::V,הוביל,аныҟəгара
1097,lehren::V,למד,арҵара
1098,unterrichten::V,למד,арҧхьара
1099,aufziehen::V,רומם,ааӡара
1100,leiten::V,נהל,ахагылазаара
1101,antreiben::V,המרץ,арццакра
1102,lassen::V,נתן,арҟаҵара
1103,einladen::V,הזמין,ааҕхьара
1104,einladen::V,הזמין,анаҧхьара
1105,vereinigen::V,אחד,аилаҵара
1106,vereinigen::V,לכד,аилаҵара
1107,besuchen::V,בקר,абара
1108,treffen::V,פגש,аҧылара
1109,sich versammeln::V,התאסף,аизара
1110,spielen::V,שחק,ахəмарра
1111,singen::V,שר,ашəаҳəара
1112,tanzen::V,רקד,акəашара
1113,sich trennen::V,נפרד,аилыҵра
1114,verlassen::V,עזב,акажьра
1115,retten::V,הציל,Аиқəрхара
1116,bewachen::V,שמר,ахьчара
1117,schützen::V,אבטח,ацəыхьчара
1118,verteidigen::V,הגן,ахьчара
1119,sich schlagen::V,התכתש,аисра
1120,schießen::V,ירה,ахысра
1121,siegen::V,גבר,аиааира
1122,siegen::V,נצח,аиааира
1123,ärgern::V,עצבן,аргəаара
1124,schlagen::V,הכה,асра
1125,schlagen::V,הכה,аҭасра
1126,schlagen::V,הלקה,асра
1127,schlagen::V,הלקה,аҭасра
1128,treten::V,בעט,
1129,stechen::V,דקר,алакшара
1130,stoßen::V,דחק,агəҭасра
1131,stehlen::V,גנב,аӡара
1132,stören::V,קטע,аҧырхагахара
1133,stören::V,הפריע,аҧырхагахара
1134,belästigen::V,הציק,аргəамҵра
1135,belästigen::V,הטריד,аргəамҵра
1136,verbergen::V,הצניע,аӡара
1137,täuschen::V,שגע,ажьара
1138,betrügen::V,הונה,ажьара
1139,töten::V,הרג,ашьра
1140,wohnen::V,גר,анхара
1141,arbeiten::V,עבד,аусура
1142,sammeln::V,אסף,аҟəшəара
1143,pflücken::V,קטף,аҿыршəара
1144,pflücken::V,קטף,аҿыхра
1145,jagen::V,צד,ашəарыцара
1146,fischen::V,דג,аҧсыӡ икуеит
1147,fassen::V,תפס,акра
1148,hüten::V,רעה,арҳəра
1149,hüten::V,רעה,ахьчара
1150,treiben::V,הוציא,акацара
1151,anbinden::V,קשר,адҳəалара
1152,füttern::V,הלעיט,акырҿаҵара
1153,melken::V,חלב,ахьара
1154,hacken::V,קצץ,аҟəаҟəара
1155,gießen::V,השקה,аҵаҭəара
1156,reifen::V,בשל,ашəра
1157,reifen::V,בשל,аҟалара
1158,zubereiten::V,הכין,ацура
1159,kochen::V,בשל,ажəра
1160,backen::V,אפה,аӡра
1161,braten::V,צלה,аӡра
1162,braten::V,טגן,аӡра
1163,umrühren::V,ערבב,аилрыхра
1164,stricken::V,סרג,аҧара
1165,nähen::V,תפר,аӡахра
1166,färben::V,צבע,ашəра
1167,reinigen::V,נקה,арыцқьара
1168,waschen::V,רחץ,аӡәӡәара
1169,waschen::V,כבס,аӡәӡәара
1170,abwischen::V,נגב,арбара
1171,spülen::V,שטף,аҭыршара
1172,fegen::V,טאטא,аҧссара
1173,kehren::V,טאטא,
1174,baden::V,טבל,аҽыкəабара
1175,baden::V,שחה,аҽыкəабара
1176,sich waschen::V,התרחץ,аҽыӡəӡəара
1177,ausziehen::V,הוריד,ашəыхра
1178,anziehen::V,לבש,ашəҵара
1179,sich anziehen::V,התלבש,аҽеилаҳəара
1180,kämmen::V,סרק,аҳəара
1181,schmücken::V,קשט,арҧшӡара
1182,sagen::V,אמר,аҳəара
1183,sprechen::V,דבר,ацəажəара
1184,reden::V,דבר,ацəажəара
1185,reden::V,דבר,аицәажәара
1186,sich unterhalten::V,שוחח,аицәажәара
1187,fragen::V,שאל,азҵаара
1188,bitten::V,בקש,аҳəара
1189,erzählen::V,ספר,аҳəара
1190,mitteilen::V,מסר,азыцҳара
1191,mitteilen::V,הודיע,азыцҳара
1192,nennen::V,קרא בשם,ахьӡҵара
1193,rufen::V,גיס,азҿыҭра
1194,rufen::V,הזמין לבוא,азҿыҭра
1195,prahlen::V,התרברב,аҽхəара
1196,übersetzen::V,תרגם,аиҭагара
1197,denken::V,חשב,азхəыцра
1198,glauben::V,האמין,ахаҵара
1199,bemerken::V,הבחין,агəаҭара
1200,erkennen::V,זהה,адырра
1201,begreifen::V,קלט,аилкаара
1202,begreifen::V,הבין,аилкаара
1203,verstehen::V,הבין,аҳара
1204,lernen::V,למד,аҵара
1205,wissen::V,ידע,адырра
1206,sich erinnern an::V,זכר,агəаларшəара
1207,vergessen::V,שכח,ахашҭра
1208,messen::V,מדד,ашəара
1209,zählen::V,ספר,аҧхьаӡара
1210,rechnen::V,חשב,аҳасабра
1211,lesen::V,קרא,аҧхьара
1212,malen::V,ציר,
1213,zeichnen::V,שרטט,
1214,schreiben::V,כתב,
1215,besitzen::V,היה בעל של,амазаара
1216,kaufen::V,קנה,Аахəара
1217,kaufen::V,רכש,Аахəара
1218,verkaufen::V,מכר,аҭира
1219,bezahlen::V,שלם,ахҭынҵара
1220,bezahlen::V,שלם,ашəара
1221,zahlen::V,שלם,ашəара
1222,beherrschen::V,שלט,
1223,ertragen::V,סבל,ачҳара
