,Concept_ID,ru,fa
0,Auge::N,глаз,چشم
1,Ohr::N,ухо,گوش
2,Nase::N,нос,بینی
3,Mund::N,рот,دهان
4,Zahn::N,зуб,دندان
5,Zunge::N,язык,زبان
6,Lippe::N,губа,لب
7,Wange::N,щека,لپ
8,Gesicht::N,лицо,رو
9,Gesicht::N,лицо,چهره
10,Stirn::N,лоб,پیشانی
11,Haar::N,волос,مو
12,Haar::N,волосы,مو
13,Schnurrbart::N,ус,سبیل
14,Schnurrbart::N,усы,سبیل
15,Bart::N,борода,ریش
16,Kinn::N,подбородок,چانه
17,Kiefer[Anatomie]::N,челюсть,فک
18,Kiefer[Anatomie]::N,челюсть,آرواره
19,Kehle::N,горло,حلق
20,Hals::N,шея,گردن
21,Genick::N,затылок,پشت گردن
22,Kopf::N,голова,سر
23,Kopf::N,голова,کله
24,Rücken::N,спина,پشت
25,Bauch::N,живот,شکم
26,Nabel::N,пупок,ناف
27,Busen::N,женская грудь,پستان
28,Brust::N,грудь,سینه
29,Schulter::N,плечо,دوش
30,Schulter::N,плечо,شانه
31,Arm::N,рука,بازو
32,Ellenbogen::N,локоть,آرنج
33,Hand::N,кисть,دست
34,Handfläche::N,ладонь,کف دست
35,Finger::N,палец,انگشت
36,Fingernagel::N,ноготь,ناخن دست
37,Nagel[Anatomie]::N,ноготь,ناخن
38,Zeh::N,палец,انگشت پا
39,Fuß::N,ступня,پا
40,Ferse::N,пята,پاشنه
41,Ferse::N,пятка,پاشنه
42,Knie::N,колено,زانو
43,Oberschenkel::N,бедро,ران
44,Bein::N,нога,پا
45,Bein::N,нога,لنگ
46,Körper::N,тело,تن
47,Körper::N,тело,بدن
48,Haut::N,кожа,پوست
49,Blut::N,кровь,خون
50,Ader::N,вена,رگ
51,Ader::N,сосуд,رگ
52,Sehne::N,жила,زردپی
53,Sehne::N,тетива,زردپی
54,Sehne::N,сухожилие,زردپی
55,Knochen::N,кость,استخوان
56,Gehirn::N,мозг,مخ
57,Gehirn::N,мозг,مغز
58,Herz::N,сердце,دل
59,Herz::N,сердце,قلب
60,Magen::N,желудок,معده
61,Leber::N,печень,کبد
62,Atem::N,дух,نفس
63,Atem::N,дыхание,نفس
64,Hunger::N,голод,گرسنگی
65,Träne::N,слеза,اشک
66,Geschmack::N,вкус,مزه
67,Geruch::N,запах,بو
68,Schlaf::N,сон,خواب
69,Traum::N,сновидение,رؤیا
70,Himmel::N,небо,فلک
71,Himmel::N,небо,آسمان
72,Sonne::N,солнце,آفتاب
73,Sonne::N,солнце,خورشید
74,Mond::N,луна,ماه
75,Stern::N,звезда,ستاره
76,Luft::N,воздух,هوا
77,Wind::N,ветер,باد
78,Welle::N,волна,موج
79,Wasser::N,вода,آب
80,Stein::N,камень,سنگ
81,Boden::N,почва,زمین
82,Erde::N,земля,خاک
83,Erde::N,земля,زمین
84,Staub::N,пыль,گرد
85,Staub::N,пыль,غبار
86,Rauch::N,дым,دود
87,Funke::N,искра,جرقه
88,Feuer::N,огонь,آتش
89,Licht::N,свет,نور
90,Licht::N,свет,روشنی
91,Schatten::N,тень,سایه
92,Wetter::N,погода,هوا
93,Nebel::N,туман,مه
94,Wolke::N,облако,ابر
95,Regen::N,дождь,باران
96,Schnee::N,снег,برف
97,Eis::N,лед,یخ
98,Frost::N,мороз,یخبندان
99,Kälte::N,холод,سرما
100,Hitze::N,жара,گرما
101,Hitze::N,жара,حرارت
102,Raureif::N,иней,برف ریزه
103,Regenbogen::N,радуга,رنگین‌کمان
104,Donner::N,гром,رعد
105,Strömung::N,течение,جریان
106,Tropfen::N,капля,قطره
107,Schaum::N,пена,کف
108,Schmutz::N,грязь,گل
109,Schmutz::N,грязь,کثافت
110,See::N,озеро,دریاچه
111,Sumpf::N,топь,مرداب
112,Sumpf::N,топь,باتلاق
113,Moor::N,болото,باتلاق
114,Wiese::N,луг,چمن
115,Wald::N,лес,جنگل
116,Hügel::N,холм,تل
117,Hügel::N,холм,تپه
118,Anhöhe::N,возвышенность,بلندی
119,Berg::N,гора,کوه
120,Gipfel::N,вершина,قله
121,Höhle::N,пещера,غار
122,Abhang::N,склон,سرازیری
123,Quelle::N,источник,چشمه
124,Bach::N,ручей,نهر
125,Fluss::N,река,رود
126,Ufer::N,берег,ساحل
127,Ufer::N,берег,کرانه
128,Küste::N,побережье,ساحل
129,Festland::N,суша,خشکی
130,Meer::N,море,دریا
131,Bucht::N,бухта,خلیج
132,Insel::N,остров,جزیره
133,Blume::N,цветок,گل
134,Gras::N,трава,علف
135,Wurzel::N,корень,ریشه
136,Baum::N,дерево,درخت
137,Stamm::N,ствол,تنه
138,Rinde::N,кора,توژ
139,Rinde::N,кора,پوست
140,Ast::N,сук,شاخه
141,Zweig::N,ветвь,شاخه
142,Blatt::N,лист,برگ
143,Birke::N,береза,غان
144,Kiefer[Baum]::N,сосна,کاج
145,Weide[Baum]::N,ива,بید
146,Tanne::N,ель,صنوبر
147,Horn::N,рог,شاخ
148,Feder::N,перо,پر
149,Fell::N,шкура,خز
150,Flügel::N,крыло,پر
151,Flügel::N,крыло,بال
152,Klaue::N,коготь,چنگ
153,Klaue::N,коготь,پنجه
154,Kralle::N,лапа,پنجه
155,Schwanz::N,хвост,دم
156,Ei::N,яйцо,تخم
157,Nest::N,гнездо,لانه
158,Bau::N,нора,بنا
159,Bau::N,нора,ساختمان
160,Tier::N,животное,هیوان
161,Herde::N,стадо,رمه
162,Kuh::N,корова,گاو
163,Bulle::N,бык,گاو نر
164,Pferd::N,лошадь,اسب
165,Schaf::N,овца,گوسفند
166,Schwein::N,свинья,خوک
167,Hund::N,собака,سگ
168,Katze::N,кошка,گربه
169,Bär::N,медведь,خرس
170,Eichhörnchen::N,белка,سنجاب
171,Elch::N,лось,گوزن شمالی
172,Fuchs::N,лиса,روباه
173,Hase::N,заяц,خرگوش
174,Maus::N,мышь,موش
175,Wolf::N,волк,گرگ
176,Vogel::N,птица,پرنده
177,Schwarm::N,стая,دسته
178,Huhn::N,курица,مرغ
179,Hahn::N,петух,خروس
180,Gans::N,гусь,غاز
181,Adler::N,орел,عقاب
182,Ente::N,утка,اردک
183,Ente::N,утка,مرغابی
184,Eule::N,сова,جغد
185,Kranich::N,журавль,درنا
186,Krähe::N,ворона,زاغ
187,Krähe::N,ворона,کلاغ
188,Kuckuck::N,кукушка,فاخته
189,Schwan::N,лебедь,قو
190,Fisch::N,рыба,ماهی
191,Barsch::N,окунь,ماهی خاردار
192,Hecht::N,щука,اردک ماهی
193,Schlange[Tier]::N,змея,مار
194,Wurm::N,червяк,کرم
195,Spinne::N,паук,عنکبوت
196,Ameise::N,муравей,مورچه
197,Laus::N,вошь,شپش
198,Mücke::N,комар,پشه
199,Fliege::N,муха,مگس
200,Schmetterling::N,бабочка,پروانه
201,Beere::N,ягода,گیله
202,Apfel::N,яблоко,سیب
203,Pilz::N,гриб,قارچ
204,Zwiebel::N,луковица,پیاز
205,Saat::N,семя,بذر
206,Korn::N,зерно,تخم
207,Korn::N,зерно,دانه
208,Heu::N,сено,علف خشک
209,Schale::N,шелуха,پوست
210,Grube::N,яма,گودال
211,Falle::N,ловушка,دام
212,Schlinge::N,силок,حلقه
213,Spur::N,след,رد
214,Asche::N,зола,خاکستر
215,Asche::N,пепел,خاکستر
216,Dreck::N,грязь,کثافت
217,Eisen::N,железо,آهن
218,Gold::N,золото,زر
219,Gold::N,золото,طلا
220,Silber::N,серебро,نقره
221,Kohle::N,уголь,زغال
222,Glas::N,стекло,شیشه
223,Lehm::N,глина,گل
224,Sand::N,песок,شن
225,Sand::N,песок,ماسه
226,Mensch::N,человек,آدم
227,Mensch::N,человек,انسان
228,Mann::N,мужчина,مرد
229,Frau::N,женщина,زن
230,Kind::N,ребенок,بچه
231,Kind::N,ребенок,کودک
232,Junge::N,мальчик,پسر
233,Mädchen::N,девочка,دختر
234,Familie::N,семья,فامیل
235,Familie::N,семья,خانواده
236,Großvater::N,дедушка,پدربزرگ
237,Großmutter::N,бабушка,مادر‌بزرگ
238,Eltern::N,родители,والدین
239,Eltern::N,родители,پدر‌و‌مادر
240,Vater::N,отец,پدر
241,Mutter::N,мать,مادر
242,Sohn::N,сын,پسر
243,Tochter::N,дочь,دختر
244,Bruder::N,брат,برادر
245,Schwester::N,сестра,خواهر
246,Onkel::N,дядя,عمو
247,Onkel::N,дядя,دایی
248,Tante::N,тетя,عمه
249,Tante::N,тетя,خاله
250,Ehemann::N,муж,همسر
251,Ehefrau::N,жена,همسر
252,Freude::N,радость,شادی
253,Gelächter::N,смех,خنده
254,Gelächter::N,смех,قاه‌قاه
255,Glück::N,счастье,اقبال
256,Kummer::N,горе,غم
257,Kummer::N,горе,غصه
258,Wunsch::N,желание,آرزو
259,Lust::N,влечение,هوس
260,Geist::N,дух,روح
261,Gedanke::N,мысль,فکر
262,Gedächtnis::N,память,حافظه
263,Verstand::N,ум,هوش
264,Sinn::N,смысл,معنا
265,Sinn::N,смысл,مفهوم
266,Grund::N,повод,سبب
267,Grund::N,повод,دلیل
268,Wahrheit::N,правда,حقیقت
269,Gespräch::N,беседа,صحبت
270,Gespräch::N,беседа,گفتگو
271,Märchen::N,сказка,قصه
272,Märchen::N,сказка,افسانه
273,Erzählung::N,рассказ,داستان
274,Nachricht::N,сообщение,خبر
275,Neuigkeit::N,новость,خبر تازه
276,Name::N,имя,اسم
277,Rätsel::N,загадка,معما
278,Rede::N,речь,سخن
279,Sprache::N,язык,زبان
280,Stimme::N,голос,صدا
281,Wort::N,слово,کلمه
282,Zeichen::N,знак,نشان
283,Zeichen::N,знак,علامت
284,Ruf::N,зов,صدا
285,Lärm::N,шум,هیاهو
286,Laut::N,звук,صدا
287,Ton::N,звучание,آهنگ
288,Lied::N,песня,آواز
289,Lied::N,песня,ترانه
290,Ruhe::N,покой,آرامش
291,Leute::N,люди,مردم
292,Volk::N,народ,خلق
293,Arbeit::N,работа,کار
294,Gast::N,гость,مهمان
295,Geschenk::N,подарок,هدیه
296,Spiel::N,игра,بازی
297,Gesellschaft::N,общество,جمعیت
298,Hilfe::N,помощь,کمک
299,Freund::N,друг,دوست
300,Kamerad::N,приятель,رفیق
301,Angelegenheit::N,дело,امر
302,Angelegenheit::N,дело,قضیه
303,Anzahl::N,количество,عده
304,Anzahl::N,количество,شمار
305,Art::N,вид,نوع
306,Stück::N,кусок,تکه
307,Stück::N,кусок,قطعه
308,Teil::N,часть,بخش
309,Teil::N,часть,قسمت
310,Hälfte::N,половина,نیم
311,Kreis::N,круг,حلقه
312,Kreis::N,круг,دایره
313,Kreuz::N,крест,صلیب
314,Linie::N,линия,خط
315,Linie::N,линия,سطر
316,Strich::N,черта,خط
317,Abstand::N,промежуток,فاصله
318,Entfernung::N,расстояние,مسافت
319,Gegend::N,местность,منطقه
320,Platz::N,пространство,گنجایش
321,Ort::N,место,جا
322,Ort::N,место,محل
323,Ort::N,место,مکان
324,Seite::N,сторона,طرف
325,Mitte::N,середина,وسط
326,Mitte::N,середина,میان
327,Gegenstand::N,предмет,چیز
328,Sache::N,вещь,چیز
329,Rand::N,край,کنار
330,Rand::N,край,حاشیه
331,Kante::N,ребро,لبه
332,Ecke::N,угол,گوشه
333,Spitze::N,кончик,سر
334,Spitze::N,кончик,نوک
335,Ende::N,конец,ته
336,Ende::N,конец,آخر
337,Loch::N,дыра,سوراخ
338,Winkel::N,угол,کنج
339,Muster::N,узор,نقش
340,Größe::N,размер,قد
341,Größe::N,размер,بزرگی
342,Länge::N,длина,طول
343,Höhe::N,высота,بلندی
344,Gewicht::N,вес,وزن
345,Menge::N,количество,مقدار
346,Menge::N,количество,اندازه
347,Haufen::N,куча,توده
348,Reihe::N,ряд,ردیف
349,Boot::N,лодка,قایق
350,Ruder::N,весло,پارو
351,Schlitten::N,сани,سورتمه
352,Ski::N,лыжа,اسکی
353,Lagerfeuer::N,костер,آتش
354,Last::N,тяжесть,بار
355,Last::N,тяжесть,سنگینی
356,Gang::N,ход,راه رفتن
357,Schritt::N,шаг,قدم
358,Norden::N,север,شمال
359,Süden::N,юг,جنوب
360,Westen::N,запад,غرب
361,Osten::N,восток,شرق
362,Holz::N,древесина,چوب
363,Brett::N,доска,تخته
364,Platte::N,плита,صفحه
365,Stütze::N,подпорка,تکیه
366,Stange::N,жердь,میله
367,Stock::N,палка,چوب
368,Stab::N,шест,عصا
369,Rohr::N,труба,لوله
370,Haus::N,дом,منزل
371,Heim::N,дом,خانه
372,Heim::N,дом,کاشانه
373,Ofen::N,печь,بخاری
374,Fußboden::N,пол,کف اتاق
375,Tisch::N,стол,میز
376,Stuhl::N,стул,صندلی
377,Wiege::N,колыбель,گهواره
378,Bett::N,постель,تختخواب
379,Regal::N,полка,قفسه
380,Kiste::N,ящик,صندوق
381,Fenster::N,окно,پنجره
382,Tür::N,дверь,در
383,Tür::N,дверь,درب
384,Tor::N,ворота,دروازه
385,Zaun::N,забор,حصار
386,Dach::N,крыша,بام
387,Leiter::N,лестница,نردبان
388,Besen::N,метла,جارو
389,Spaten::N,лопата,بیل
390,Schaufel::N,совок,بیل
391,Schaufel::N,совок,پارو
392,Gabel::N,вилка,چنگال
393,Löffel::N,ложка,قاشق
394,Messer::N,нож,کارد
395,Nagel::N,гвоздь,میخ
396,Netz::N,сеть,تور
397,Netz::N,сеть,شبکه
398,Haken::N,крюк,قلاب
399,Griff::N,ручка,دسته
400,Schloss::N,замок,قفل
401,Bild::N,картина,عکس
402,Bild::N,картина,تصویر
403,Figur::N,фигура,تندیس
404,Puppe::N,кукла,عروسک
405,Beutel::N,мешок,کیسه
406,Bündel::N,связка,بسته
407,Tasche::N,сумка,کیف
408,Eimer::N,ведро,سطل
409,Deckel::N,крышка,در
410,Geschirr::N,посуда,ظرف
411,Sack::N,мешок,گونی
412,Tasse::N,чашка,فنجان
413,Topf::N,кастрюля,دیگ
414,Topf::N,кастрюля,قابلمه
415,Kessel::N,котел,دیگ
416,Essen::N,еда,خوراک
417,Nahrung::N,пища,غذا
418,Speise::N,блюдо,خوراک
419,Speise::N,кушанье,خوراک
420,Fleisch::N,мясо,گوشت
421,Getreide::N,хлеб,غله
422,Brei::N,каша,فرنی
423,Brei::N,каша,حریره
424,Brot::N,хлеб,نان
425,Scheibe::N,ломоть,قاچ
426,Scheibe::N,ломоть,لزگه
427,Fett::N,жир,چربی
428,Butter::N,масло,کره
429,Öl::N,масло,روغن
430,Salz::N,соль,نمک
431,Suppe::N,суп,آش
432,Suppe::N,суп,سوپ
433,Honig::N,мед,عسل
434,Milch::N,молоко,شیر
435,Tee::N,чай,چای
436,Leder::N,кожа,چرم
437,Wolle::N,шерсть,پشم
438,Stoff::N,ткань,پارچه
439,Nadel::N,игла,سوزن
440,Faden::N,нитка,نخ
441,Knopf::N,пуговица,دکمه
442,Knoten::N,узел,گره
443,Farbe::N,краска,رنگ
444,Kleidung::N,одежда,لباس
445,Kleidung::N,одежда,پوشاک
446,Hemd::N,рубашка,پیراهن
447,Kragen::N,воротник,یقه
448,Ärmel::N,рукав,آستین
449,Hose::N,брюки,شلوار
450,Gürtel::N,пояс,کمر‌بند
451,Mütze::N,шапка,کلاه
452,Schuh::N,ботинок,کفش
453,Stiefel::N,сапог,چکمه
454,Ring::N,кольцо,حلقه
455,Ring::N,кольцо,انگشتر
456,Band::N,лента,نوار
457,Band::N,лента,روبان
458,Kamm::N,расческа,شانه
459,Spiegel::N,зеркало,آینه
460,Riemen::N,ремень,تسمه
461,Schnur::N,веревка,ریسمان
462,Leine::N,поводок,قلاده
463,Decke::N,одеяло,پتو
464,Kissen::N,подушка,بالش
465,Tuch::N,платок,شال
466,Handtuch::N,полотенце,حوله
467,Kraft::N,сила,نیرو
468,Stärke::N,крепость,زور
469,Gesundheit::N,здоровье,سلامتی
470,Gesundheit::N,здоровье,تندرستی
471,Krankheit::N,болезнь,بیماری
472,Schmerz::N,боль,درد
473,Wunde::N,рана,زخم
474,Fieber::N,лихорадка,تب
475,Fieber::N,температура,تب
476,Arznei::N,лекарство,دارو
477,Brücke::N,мост,پل
478,Brunnen::N,колодец,چاه
479,Weide::N,пастбище,چراگاه
480,Pfad::N,тропа,راه
481,Weg::N,путь,راه
482,Weg::N,путь,طریق
483,Weg::N,дорога,راه
484,Weg::N,дорога,طریق
485,Straße::N,улица,راه
486,Straße::N,улица,جاده
487,Straße::N,дорога,راه
488,Straße::N,дорога,جاده
489,Dorf::N,деревня,ده
490,Dorf::N,деревня,روستا
491,Stadt::N,город,شهر
492,Brief::N,письмо,نامه
493,Buch::N,книга,کتاب
494,Buchstabe::N,буква,حرف
495,Zeitung::N,газета,روزنامه
496,Leben::N,жизнь,عمر
497,Leben::N,жизнь,زندگی
498,Tod::N,смерть,مرگ
499,Grab::N,могила,گور
500,Grab::N,могила,مزار
501,Kirche::N,церковь,کلیسا
502,Sünde::N,грех,بزه
503,Sünde::N,грех,گناه
504,Gott::N,бог,خدا
505,Arbeiter::N,рабочий,کارگر
506,Chef::N,начальник,رئیس
507,Meister::N,мастер,استاد
508,Arzt::N,врач,پزشک
509,Lehrer::N,учитель,معلم
510,Lehrer::N,учитель,آموزگار
511,Geld::N,деньги,پول
512,Geschäft::N,занятие,کار
513,Geschäft::N,занятие,بیزنس
514,Laden::N,магазин,دکان
515,Laden::N,магазин,مغازه
516,Preis::N,цена,بها
517,Preis::N,цена,قیمت
518,Ware::N,товар,جنس
519,Ware::N,товар,کالا
520,Nutzen::N,выгода,مزیت
521,Nutzen::N,выгода,امتیاز
522,Reichtum::N,богатство,مال
523,Reichtum::N,богатство,ثروت
524,Welt::N,мир,دنیا
525,Land::N,страна,کشور
526,Land::N,страна,مملکت
527,Staat::N,государство,دولت
528,König::N,король,شاه
529,König::N,король,پادشاه
530,Macht::N,власть,قدرت
531,Macht::N,власть,اختیار
532,Grenze::N,граница,مرز
533,Krieg::N,война,جنگ
534,Feind::N,враг,دشمن
535,Gewalt::N,насилие,زور
536,Gewalt::N,насилие,خشونت
537,Kampf::N,борьба,نبرد
538,Kampf::N,борьба,مبارزه
539,Bogen[Waffe]::N,лук,کمان
540,Pfeil::N,стрела,تیر
541,Gewehr::N,ружье,تفنگ
542,Fehler::N,ошибка,غلط
543,Fehler::N,ошибка,اشتباه
544,Lüge::N,ложь,دروغ
545,Schaden::N,вред,آسیب
546,Schaden::N,вред,خسارت
547,Unglück::N,беда,بلا
548,Schuld::N,вина,گناه
549,Schuld::N,вина,تقصیر
550,Alter::N,возраст,سن
551,Alter::N,возраст,عمر
552,Schluss::N,окончание,انتها
553,Zeit::N,время,وقت
554,Zeit::N,время,زمان
555,Tag::N,день,روز
556,Morgen::N,утро,صبح
557,Mittag::N,полдень,ظهر
