,Concept_ID,ru,fa
558,Abend::N,вечер,شب
559,Abend::N,вечер,عصر
560,Nacht::N,ночь,شب
561,Woche::N,неделя,هفته
562,Monat::N,месяц,ماه
563,Jahr::N,год,سال
564,Frühling::N,весна,بهار
565,Sommer::N,лето,تابستان
566,Herbst::N,осень,پاییز
567,Winter::N,зима,زمستان
568,Januar::N,январь,ژانویه
569,Februar::N,февраль,فوریه
570,März::N,март,مارس
571,April::N,апрель,آوریل
572,Mai::N,май,مه
573,Juni::N,июнь,ژوئن
574,Juli::N,июль,ژویه
575,August::N,август,اوت
576,September::N,сентябрь,سپتامبر
577,Oktober::N,октябрь,اکتبر
578,November::N,ноябрь,نوامبر
579,Dezember::N,декабрь,دسامبر
580,Montag::N,понедельник,دو‌شنبه
581,Dienstag::N,вторник,سه‌شنبه
582,Mittwoch::N,среда,چهار‌شنبه
583,Donnerstag::N,четверг,پنج شنبه
584,Freitag::N,пятница,جمعه
585,Samstag::N,суббота,شنبه
586,Sonntag::N,воскресенье,یکشنبه
587,groß::A,большой,بزرگ
588,klein::A,маленький,کوچک
589,lang::A,длинный,بلند
590,kurz::A,короткий,کوتاه
591,breit::A,широкий,پهن
592,schmal::A,узкий,تنگ
593,schmal::A,узкий,نازک
594,dicht::A,густой,چگال
595,dicht::A,густой,انبوه
596,dick[Gegenstand]::A,толстый,ضخیم
597,dünn::A,тонкий,نازک
598,fein::A,тонкий,ریز
599,fein::A,тонкий,باریک
600,fest::A,крепкий,محکم
601,flach::A,плоский,صاف
602,flach::A,плоский,مسطح
603,glatt::A,гладкий,لیز
604,hart::A,твердый,سفت
605,weich::A,мягкий,نرم
606,weich::A,мягкий,ملایم
607,rund::A,круглый,گرد
608,spitz::A,остроконечный,تیز
609,spitz::A,остроконечный,نوک‌تیز
610,scharf::A,острый,تیز
611,scharf::A,острый,برنده
612,stumpf::A,тупой,کند
613,schwer::A,тяжелый,سنگین
614,schön::A,красивый,زیبا
615,heiß::A,жаркий,داغ
616,warm::A,теплый,گرم
617,kalt::A,холодный,سرد
618,kühl::A,прохладный,خنک
619,frisch::A,свежий,تازه
620,feucht::A,влажный,مرطوب
621,nass::A,мокрый,تر
622,nass::A,мокрый,خیش
623,trocken::A,сухой,خشک
624,voll::A,полный,پر
625,voll::A,наполненный,پر
626,leer::A,пустой,خالی
627,offen::A,открытый,باز
628,geschlossen::A,закрытый,بسته
629,sauber::A,чистый,پاک
630,sauber::A,чистый,تمیز
631,schmutzig::A,грязный,کثیف
632,schmutzig::A,грязный,آلوده
633,roh::A,сырой,خام
634,reif::A,зрелый,رسیده
635,lecker::A,вкусный,لذیذ
636,lecker::A,вкусный,خوشمزه
637,süß::A,сладкий,شیرین
638,bitter::A,горький,تلخ
639,sauer::A,кислый,ترش
640,hell::A,светлый,روشن
641,dunkel::A,темный,تاریک
642,schwarz::A,черный,سیاه
643,weiß::A,белый,سفید
644,rot::A,красный,سرخ
645,rot::A,красный,قرمز
646,gelb::A,желтый,زرد
647,blau::A,синий,آبی
648,grün::A,зеленый,سبز
649,grau::A,серый,طوسی
650,grau::A,серый,خاکستری
651,bunt::A,пестрый,رنگارنگ
652,billig::A,дешевый,ارزان
653,teuer::A,дорогой,گران
654,wertvoll::A,ценный,قیمتی
655,wertvoll::A,ценный,گرانبها
656,blind::A,слепой,کور
657,blind::A,слепой,نابینا
658,taub::A,глухой,کر
659,taub::A,глухой,ناشنوا
660,kräftig::A,могучий,قوی
661,stark::A,сильный,قوی
662,stark::A,сильный,نیرومند
663,schwach::A,слабый,ضعیف
664,fett::A,жирный,چرب
665,schlank::A,стройный,باریک‌اندام
666,hübsch::A,прелестный,قشنگ
667,hübsch::A,прелестный,خوشگل
668,böse::A,злой,بد
669,dumm::A,глупый,احمق
670,faul::A,ленивый,لش
671,faul::A,ленивый,تنبل
672,fleißig::A,прилежный,زرنگ
673,geizig::A,жадный,خسیس
674,klug::A,умный,عاقل
675,klug::A,умный,باهوش
676,geschickt::A,искусный,ماهر
677,lieb::A,милый,عزیز
678,lustig::A,веселый,شاد
679,lustig::A,веселый,خوشحال
680,sanft::A,нежный,لطیف
681,hungrig::A,голодный,گرسنه
682,krank::A,больной,مریض
683,krank::A,больной,بیمار
684,nackt::A,голый,لخت
685,nackt::A,голый,برهنه
686,traurig::A,грустный,غمگین
687,lebendig::A,живой,زنده
688,gut::A,хороший,خوب
689,schlecht::A,плохой,بد
690,richtig::A,правильный,درست
691,schlimm::A,отвратительный,وخيم
692,schlimm::A,мерзкий,وخيم
693,wahr::A,настоящий,درست
694,wahr::A,настоящий,حقیقی
695,alt::A,старый,کهنه
696,neu::A,новый,نو
697,ehemalig::A,бывший,قبلی
698,alt[Lebewesen]::A,пожилой,پیر
699,jung::A,молодой,جوان
700,arm::A,бедный,فقیر
701,reich::A,богатый,پولدار
702,reich::A,богатый,ثروتمند
703,bekannt::A,знакомый,آشنا
704,bekannt::A,знакомый,معلوم
705,berühmt::A,знаменитый,مشهور
706,fremd::A,чужой,خارجی
707,fremd::A,чужой,بیگانه
708,verschieden::A,разный,مختلف
709,verschieden::A,разный,متفاوت
710,nah::A,близкий,نزدیک
711,fern::A,далекий,دور
712,linker::A,левый,چپ
713,rechter::A,правый,راست
714,anderer::A,другой,دیگر
715,erster::A,первый,اول
716,zweiter::A,второй,دوم
717,dritter::A,третий,سوم
718,letzter::A,последний,آخر
719,allein::ADV,один,تنها
720,auf einmal::ADV,сразу,همزمان
721,zusammen::ADV,вместе,باهم
722,lange::ADV,долго,مدت‌ها
723,lange::ADV,долго,مدت زیادی
724,plötzlich::ADV,вдруг,ناگهان
725,sofort::ADV,тотчас,فوراً
726,später::ADV,позже,بعدها
727,jetzt::ADV,сейчас,حالا
728,jetzt::ADV,сейчас,اکنون
729,heute::ADV,сегодня,امروز
730,morgen::ADV,завтра,فردا
731,bald::ADV,скоро,زود
732,bald::ADV,скоро,بزودی
733,dann::ADV,потом,سپس
734,dann::ADV,потом,آنوقت
735,gestern::ADV,вчера,دیروز
736,einst::ADV,однажды,وقتی
737,einst::ADV,однажды,زمانی
738,damals::ADV,тогда,آنوقت
739,damals::ADV,тогда,آنزمان
740,danach::ADV,затем,بعد
741,vorher::ADV,раньше,قبلاً
742,zuerst::ADV,сперва,اول
743,zuerst::ADV,сперва,ابتداء
744,einmal::ADV,раз,یکدفعه
745,manchmal::ADV,иногда,گاهی
746,manchmal::ADV,иногда,بعضی اوقات
747,oft::ADV,часто,اغلب
748,immer::ADV,всегда,همیشه
749,niemals::ADV,никогда,هرگز
750,hier::ADV,здесь,اینجا
751,hierhin::ADV,сюда,به اینجا
752,von hier::ADV,отсюда,از اینجا
753,dort::ADV,там,آنجا
754,dorthin::ADV,туда,به آنجا
755,geradeaus::ADV,прямо,راست
756,vorwärts::ADV,вперед,جلو
757,vorwärts::ADV,вперед,به پیش
758,rückwärts::ADV,назад,عقب
759,zurück::ADV,обратно,پس
760,zurück::ADV,обратно,عقب
761,zurück::ADV,обратно,بالعکس
762,unten::ADV,внизу,زیر
763,unten::ADV,внизу,پایین
764,hinab::ADV,вниз,به پایین
765,oben::ADV,наверху,بالا
766,hinauf::ADV,вверх,به بالا
767,überall::ADV,везде,همه‌جا
768,nicht::ADV,не,نه
769,ein wenig::ADV,немного,کمی
770,kaum::ADV,едва,به سختی
771,sehr::ADV,очень,خیلی
772,sehr::ADV,очень,بسیار
773,so::ADV,так,چنین
774,so::ADV,так,اینطور
775,noch::ADV,еще,هنوز
776,nur::ADV,только,فقط
777,nur::ADV,только,تنها
778,schon::ADV,уже,قبلاً
779,schon::ADV,уже,به این زودی
780,wieder::ADV,опять,باز
781,wieder::ADV,опять,دوباره
782,vergebens::ADV,напрасно,بیهوده
783,vor::PRP,перед,در جلوی
784,hinter::PRP,за,پشت
785,hinter::PRP,позади,پشت
786,unter::PRP,под,تحت
787,durch::PRP,сквозь,از وسط
788,durch::PRP,сквозь,از ميان
789,neben::PRP,возле,کنار
790,neben::PRP,возле,پهلوی
791,zwischen::PRP,между,بین
792,zwischen::PRP,между,میان
793,wegen::PRP,из-за,برای
794,wegen::PRP,из-за,بخاطر
795,dies::PRN,это,این
796,das::PRN,то,آن
797,alles::PRN,все,تمام
798,alles::PRN,все,همه‌چیر
799,ich::PRN,я,من
800,du::PRN,ты,تو
801,er::PRN,он,او
802,wir::PRN,мы,ما
803,ihr::PRN,вы,شما
804,sie::PRN,они,آنها
805,was::FPRN,что,چه
806,wer::FPRN,кто,کی
807,wo::FADV,где,کجا
808,wohin::FADV,куда,بکجا
809,wie::FADV,как,چطور
810,wie::FADV,как,چگونه
811,warum::FADV,почему,چرا
812,warum::FADV,почему,برای چه
813,wieviel::FNUM,сколько,چند
814,wieviel::FNUM,сколько,چقدر
815,eins::NUM,один,یک
816,zwei::NUM,два,دو
817,drei::NUM,три,سه
818,vier::NUM,четыре,چهار
819,fünf::NUM,пять,پنج
820,sechs::NUM,шесть,شش
821,sieben::NUM,семь,هفت
822,acht::NUM,восемь,هشت
823,neun::NUM,девять,نه
824,zehn::NUM,десять,ده
825,elf::NUM,одиннадцать,یازده
