,Concept_ID,uz,sq
792,achtzig::NUM,sakson,tetëdhjetë
793,neunzig::NUM,to'qson,nëntëdhjetë
794,hundert::NUM,yuz,qind
795,tausend::NUM,ming,mijë
796,und::CNJ,va,e
797,und::CNJ,va,dhe
798,oder::CNJ,yo,a
799,oder::CNJ,yo,apo
800,stehen::V,turmoq,rri
801,sitzen::V,o'tirmoq,rri
802,liegen::V,yotmoq,rri shtrirë
803,hängen::V,osilmoq,varem
804,werden::V,bo'lmoq,bëhem
805,passieren::V,bo'lib o'tmoq,ndodh
806,beginnen::V,boshlanmoq,filloj
807,enden::V,bitmoq,përfundoj
808,wechseln::V,o'zgarmoq,ndërroj
809,aufgehen[Sonne]::V,chiqmoq,hapem
810,untergehen[Sonne]::V,botmoq,hyj
811,untergehen[Sonne]::V,botmoq,perëndoj
812,scheinen[Sonne]::V,yaraqlamoq,ndriçoj
813,donnern::V,gulduramoq,gjëmoj
814,donnern::V,gulduramoq,bubulloj
815,wehen::V,elpimoq,fryj
816,strömen::V,oqmoq,derdh
817,fließen::V,oqmoq,rrjedh
818,sich drehen::V,aylanmoq,rrotullohem
819,schwanken::V,qoqilmoq,dyzoj
820,schwingen::V,lopillamoq,dridhem
821,fallen::V,tushmoq,bie
822,brennen::V,yonmoq,digjem
823,rauchen::V,tutamoq,nxjerr tym
824,regnen::V,yomg'ir yog'moq,bie shi
825,gefrieren::V,muzlamoq,ngrij
826,tauen::V,ärimoq,shkrij
827,schmelzen::V,ärimoq,shkrij
828,trocknen::V,qurimoq,thaj
829,sieden::V,qaynamoq,ziej
830,faulen::V,chirimoq,kalbem
831,faulen::V,chirimoq,prishem
832,verfaulen::V,chirimoq,kalbem
833,reißen::V,qayt qilmoq,grisem
834,reißen::V,qayt qilmoq,shqyhem
835,versinken::V,g'arq bo'lmoq,humboj
836,vergehen::V,o'tmoq,kaloj
837,erscheinen::V,zuhur ätmoq,dukem
838,verschwinden::V,yo'qolmoq,zhdukem
839,sinken::V,pasaymoq,ulem
840,abnehmen::V,kamaymoq,pakësohem
841,abnehmen::V,kamaymoq,zvogëlohem
842,zunehmen::V,urchimoq,shtohem
843,steigen::V,oshmoq,rritem
844,wachsen::V,o'smoq,rritem
845,glänzen::V,porlamoq,vezulloj
846,funkeln::V,yalt ätmoq,xixoj
847,funkeln::V,yalt ätmoq,xixëlloj
848,lärmen::V,taraq ätmoq,oshtij
849,lärmen::V,taraq ätmoq,zhurmoj
850,läuten::V,jiringlamoq,bie
851,klingeln::V,jiringlamoq,i bie ziles
852,klirren::V,sharaqlamoq,kërcëlloj
853,brausen::V,vag'illamoq,gjëmoj
854,rauschen::V,shitirlamoq,fëshfërij
855,klingen::V,yangramoq,tingëlloj
856,bellen::V,hurmoq,leh
857,heulen::V,uvlamoq,ulërij
858,blasen::V,puflamoq,fryj
859,pfeifen::V,xushtak chalmoq ,fishkëllej
860,schreien::V,qiyqirmoq,bërtas
861,stöhnen::V,nola qilmoq,rënkoj
862,zittern::V,titramoq,trembem
863,leben::V,yashamoq,rroj
864,leben::V,yashamoq,jetoj
865,geboren werden::V,tug'ilmoq,lind
866,atmen::V,nafas chiqarmoq,marr frymë
867,trinken::V,ichmoq,pi
868,essen::V,emoq,ha
869,schlucken::V,yutmoq,gëlltis
870,schlucken::V,yutmoq,kapërdij
871,müde werden::V,horimoq,lodhem
872,einschlafen::V,uxlab qolmoq,bie të fle
873,schlafen::V,uxlamoq,fle
874,aufwachen::V,uyg'onmoq,zgjohem
875,aufstehen::V,qo'pmoq,çohem
876,aufstehen::V,qo'pmoq,ngrihem
877,sich erholen::V,dam olmoq,qetësohem
878,sich erholen::V,dam olmoq,shtendosem
879,krank werden::V,kasallanmoq,bie i sëmurë
880,krank sein::V,betob yotmoq,jam i sëmurë
881,schmerzen::V,og'rimoq,dhemb
882,husten::V,yo'talmoq,kollitem
883,genesen::V,tuzalmoq,shërohem
884,sterben::V,o'lmoq,vdes
885,umkommen::V,halok bo'lmoq,vdes
886,umkommen::V,halok bo'lmoq,mbaroj
887,sich bewegen::V,harakat qilmoq,shkundem
888,sich rühren::V,qimirlamoq,lëviz
889,sich erheben::V,qo'pmoq,ngrihem
890,sich setzen::V,o'tirmoq,ulem
891,hinfallen::V,yiqilmoq,gremisem
892,laufen::V,yurmoq,eci
893,schreiten::V,yurmoq,çapem
894,spazierengehen::V,sayr ätmoq,shëtis
895,eilen::V,tezlamoq,ngas
896,sich beeilen::V,shoshmoq,nxitoj
897,sausen::V,chopqillamoq,eci shpejt
898,rennen::V,yugurmoq,vrapoj
899,springen::V,sakramoq,kërcej
900,klettern::V,yuqorilamoq,hipi
901,schaukeln::V,irg'amoq,kolovitem
902,kriechen::V,ämaklamoq,zvarritem
903,schwimmen::V,suzmoq,notoj
904,tauchen::V,chu'mmoq,zhytem
905,rudern::V,eshkak eshmoq,vozis
906,fahren::V,haydamoq,shkoj
907,fliegen::V,uchmoq,fluturoj
908,gehen::V,bormoq,eci
909,gehen::V,bormoq,shkoj
910,weggehen::V,ketoq,vete
911,abfahren::V,jo'namoq,nisem
912,anhalten::V,to'xtamoq,ndalem
913,hineingehen::V,kirmoq,futem
914,eintreten::V,kirmoq,hyj
915,kommen::V,kelmoq,vij
916,ankommen::V,etib kelmoq,arrij
917,ankommen::V,etib kelmoq,mbërrij
918,zurückkommen::V,qaytib kelmoq,kthehem
919,bleiben::V,qolmoq,mbetem
920,bleiben::V,qolmoq,qëndroj
921,warten::V,poylamoq,pres
922,erwarten::V,kutmoq,pres
923,suchen::V,izlamoq,kërkoj
924,finden::V,topmoq,gjej
925,versuchen::V,chalishmoq,mundohem
926,vorbereiten::V,hozirlamoq,përgatis
927,lieben::V,sevmoq,dashuroj
928,mögen::V,ardoqlamoq,dua
929,lachen::V,kulmoq,qesh
930,rühren::V,ta'sirlantirmoq,mallëngjej
931,weinen::V,yig'lamoq,qaj
932,schimpfen::V,koyinmoq,shaj
933,sich ärgern::V,g'azab qilmoq,bëhem verem
934,sich fürchten::V,hurkmoq,kam frikë
935,sich fürchten::V,hurkmoq,frikësohem
936,fürchten::V,qo'rqmoq,kam frikë nga
937,fliehen::V,qochmoq,arratisem
938,flüchten::V,qochmoq,iki
939,sehen::V,ko'rmoq,shoh
940,anschauen::V,razm solmoq,shikoj
941,ansehen::V,razm qilmoq,shikoj
942,hören::V,äshitmoq,dëgjoj
943,zuhören::V,tinglamoq,veshtoj
944,probieren::V,tatib ko'rmoq,provoj
945,riechen::V,iskamoq,nuhas
946,fühlen::V,sezmoq,ndiej
947,scheinen::V,tuyilmoq,ndriçoj
948,zu sehen sein::V,ko'rinmoq,dukem
949,vernehmen::V,äshitmoq,dëgjoj
950,frieren::V,sovuq qotmoq,mërdhij
951,tun::V,ätmoq,bëj
952,können::V,-a olmoq,mund
953,können::V,-y olmoq,mund
954,wollen::V,istamoq,dua
955,wollen::V,istamoq,dëshiroj
956,anfangen::V,boshlamoq,filloj
957,beenden::V,bitirmoq,kryej
958,beenden::V,bitirmoq,mbaroj
959,aufhören::V,tinmoq,pushoj
960,gelingen::V,muvaffaqiyat qozonmoq,më shkon mbarë
961,geraten::V,bo'lmoq,del
962,öffnen::V,ochmoq,hap
963,schließen::V,yopmoq,mbyll
964,stellen::V,qo'ymoq,vë
965,setzen::V,o'tqazmoq,vë
966,legen::V,yotqizmoq,vë
967,berühren::V,tegmoq,rrok
968,verbinden::V,ulamoq,bashkoj
969,bedecken::V,bekitmoq,mbuloj
970,aufhängen::V,ildirmoq,var
971,anzünden::V,yondirmoq,ndez
972,aufheben::V,ko'tarmoq,ngre
973,zurücklassen::V,ayrilmoq,lë pas
974,verlieren::V,yo'qotmoq,humb
975,fallen lassen::V,tushirmoq,lëshoj
976,machen::V,qilmoq,bëj
977,herstellen::V,chiqarmoq,prodhoj
978,bauen::V,solmoq,ndërtoj
979,reparieren::V,tuzatmoq,ndreq
980,reparieren::V,tuzatmoq,meremetoj
981,verbessern::V,isloh qilmoq,përmirësoj
982,ändern::V,o'zgartirmoq,ndërroj
983,graben::V,qazimoq,gërmoj
984,beugen::V,bukmoq,kërrus
985,biegen::V,bukmoq,përkul
986,drehen::V,aylantirmoq,dredh
987,drehen::V,aylantirmoq,rrotulloj
988,wenden::V,burmoq,kthej
989,umdrehen::V,ag'darmoq,kthej
990,heben::V,yuksaltirmoq,ngre
991,hochheben::V,ko'tarmoq,ngre
992,ergreifen::V,tutamlamoq,rrëmbej
993,halten::V,tutmoq,mbaj
994,drücken::V,bosmoq,shtyp
995,schieben::V,surmoq,shtyj
996,kratzen::V,qashimoq,kruaj
997,kratzen::V,qashimoq,gërvisht
998,lecken::V,mijimoq,lëpij
999,beißen::V,tishlamoq,kafshoj
1000,abreißen::V,emirmoq,shkëpus
1001,abschneiden::V,cho'rt kesmoq,cungoj
1002,binden::V,bog'lamoq,lidh
1003,stecken::V,suqmoq,fus
1004,stecken::V,suqmoq,ngul
1005,brechen::V,sindirmoq,thyej
1006,klopfen::V,dukurlamoq,trokas
1007,hauen::V,urmoq,godas
1008,kleben::V,yopishtirmoq,ngjis
1009,reiben::V,surkamoq,fërkoj
1010,streichen::V,surkamoq,lyej
1011,schleifen::V,qayramoq,mpreh
1012,schneiden::V,kesmoq,pres
1013,rütteln::V,chayqamoq,shkund
1014,schütteln::V,chayqamoq,lëkund
1015,schwenken::V,chayqatmoq,valëvit
1016,schütten::V,quymoq,mbush
1017,füllen::V,to'ldirmoq,mbush
1018,einwickeln::V,chulg'amoq,mbështjell
1019,tragen::V,tashimoq,mbaj
1020,tragen::V,tashimoq,mbart
1021,schleppen::V,sudramoq,heq
1022,schleppen::V,sudramoq,zhgërryej
1023,ziehen::V,tortmoq,tërheq
1024,aufbewahren::V,tutmoq,ruaj
1025,werfen::V,tashlamoq,hedh
1026,fangen::V,tutmoq,kap
1027,packen::V,opqochmoq,rrëmbej
1028,verstecken::V,yashirmoq,fsheh
1029,teilen::V,bo'lmoq,ndaj
1030,schicken::V,yubormoq,dërgoj
1031,bringen::V,keltirmoq,sjell
1032,hinzufügen::V,tirkamoq,shtoj
1033,bekommen::V,olmoq,kap
1034,erhalten::V,olmoq,marr
1035,nehmen::V,olmoq,marr
1036,wählen::V,saylamoq,zgjedh
1037,auswählen::V,saylamoq,përzgjedh
1038,bewahren::V,saqlamoq,ruaj
1039,behindern::V,xalal bermoq,pengoj
1040,verderben::V,xazon qilmoq,prish
1041,beschädigen::V,buzmoq,dëmtoj
1042,zerbrechen::V,sindirmoq,thyej
1043,zerreißen::V,yirtmoq,çjerr
1044,zerreißen::V,yirtmoq,zheloj
1045,zerstören::V,vayron qilmoq,prish
1046,zerstören::V,vayron qilmoq,shkatërroj
1047,verbrennen::V,kuydirmoq,djeg
1048,geben::V,bermoq,jap
1049,reichen::V,bermoq,jap
1050,schenken::V,sovg'a qilmoq,fal
1051,schenken::V,sovg'a qilmoq,dhuroj
1052,versprechen::V,va'da bermoq,premtoj
1053,wünschen::V,orziqmoq,uroj
1054,loben::V,maqtamoq,lëvdoj
1055,loben::V,maqtamoq,lavdëroj
1056,küssen::V,o'pmoq,puth
1057,wiegen::V,tebratmoq,tund
1058,zudecken::V,yopmoq,mbuloj
1059,wecken::V,uyg'otmoq,zgjoj
1060,zeigen::V,ko'rsatmoq,dëftej
1061,führen::V,boshlik bo'lmoq,çoj
1062,lehren::V,o'rgatmoq,arsej
1063,unterrichten::V,dars bermoq,arsimoj
1064,aufziehen::V,o'stirmoq,rris
1065,leiten::V,boshqarmoq,udhëheq
1066,antreiben::V,shoshiltirmoq,nxis
1067,lassen::V,ruxsat bermoq,detyroj
1068,einladen::V,taklif kilmoq,ftoj
1069,vereinigen::V,qo'shmoq,bashkoj
1070,besuchen::V,mehmonga bormoq,vizitoj
1071,treffen::V,duchor bo'lmoq,ndesh
1072,sich versammeln::V,to'planmoq,tubohem
1073,spielen::V,o'ynamoq,loz
1074,spielen::V,o'ynamoq,luaj
1075,singen::V,yalla qilmoq,këndoj
1076,tanzen::V,raqs qilmoq,kërcej
1077,tanzen::V,raqs qilmoq,vallëzoj
1078,sich trennen::V,yakkalanmoq,ndahem
1079,verlassen::V,qoldirmoq,braktis
1080,retten::V,qutqazmoq,shpëtoj
1081,bewachen::V,qo'rimoq,ruaj
1082,schützen::V,yoniga olmoq,ruaj
1083,schützen::V,yoniga olmoq,mbroj
1084,verteidigen::V,yoqlamoq,mbroj
1085,sich schlagen::V,yoqalashmoq,zihem
1086,schießen::V,otmoq,shtie
1087,siegen::V,engmoq,fitoj
1088,siegen::V,engmoq,ngadhënjej
1089,ärgern::V,jahl chiqarmoq,zemëroj
1090,schlagen::V,urmoq,rrah
1091,schlagen::V,urmoq,godas
1092,treten::V,tepmoq,shtyj
1093,treten::V,tepmoq,shtyj më këmbë
1094,stechen::V,qadamoq,ther
1095,stechen::V,qadamoq,shpoj
1096,stoßen::V,turtmoq,shtyj
1097,stehlen::V,o'g'rilamoq,vjedh
1098,stören::V,tebratmoq,pengoj
1099,belästigen::V,g'ashini keltirmoq,bezdis
1100,verbergen::V,berkitmoq,fsheh
1101,täuschen::V,aldamoq,mashtroj
1102,betrügen::V,tirriq qilmoq,kobis
1103,töten::V,o'ldirmoq,vras
1104,wohnen::V,istiqomat qilmoq,banoj
1105,arbeiten::V,ishlamoq,punoj
1106,arbeiten::V,ishlamoq,vardoj
1107,sammeln::V,yig'moq,mbledh
1108,sammeln::V,yig'moq,grumbulloj
1109,pflücken::V,termoq,vjel
1110,pflücken::V,termoq,mbledh
1111,jagen::V,ov qilmoq,gjuaj
1112,fischen::V,baliq ovlamoq,peshkoj
1113,fischen::V,baliq ovlamoq,gjuaj peshk
1114,fassen::V,ilinmoq,zë
1115,hüten::V,boqtirmoq,kullos
1116,treiben::V,haydamoq,vë përpara
1117,anbinden::V,bog'lamoq,lidh
1118,füttern::V,edirmoq,grazhdoj
1119,melken::V,sog'moq,mjel
1120,hacken::V,chopmoq,grij
1121,gießen::V,oqizmoq,ujis
1122,reifen::V,qizarmoq,piqem
1123,zubereiten::V,pishirmoq,gatuaj
1124,kochen::V,qaynatmoq,ziej
1125,backen::V,yopmoq,pjek
1126,backen::V,yopmoq,furroj
1127,braten::V,qovurmoq,fërgoj
1128,braten::V,qovurmoq,tiganis
1129,umrühren::V,atalamoq,trazoj
1130,stricken::V,to'qimoq,thur
1131,nähen::V,tikmoq,qep
1132,färben::V,bo'yoqlamoq,ngjyej
1133,färben::V,bo'yoqlamoq,bojatis
1134,reinigen::V,tozalamoq,qëroj
1135,reinigen::V,tozalamoq,pastroj
1136,waschen::V,yuvmoq,laj
1137,waschen::V,yuvmoq,finjos
1138,abwischen::V,surkamoq,fshij
1139,spülen::V,chaymoq,kulloj
1140,fegen::V,cho'tkalamoq,fshij
1141,kehren::V,supurmoq,fshij
1142,baden::V,cho'milmoq,lahem
1143,sich waschen::V,yuvinmoq,lahem
1144,ausziehen::V,echintirmoq,heq
1145,ausziehen::V,echintirmoq,zbath
1146,anziehen::V,kiymoq,vesh
1147,anziehen::V,kiymoq,mbath
1148,sich anziehen::V,kiyinmoq,vishem
1149,kämmen::V,taramoq,kreh
1150,schmücken::V,yasatmoq,hijeshoj
1151,sagen::V,aytmoq,them
1152,sprechen::V,so'zlamoq,flas
1153,reden::V,gapirmoq,fjalos
1154,reden::V,gapirmoq,fjalëtoj
1155,sich unterhalten::V,suhbatlashmoq,bisedoj
1156,fragen::V,so'ramoq,pyes
1157,bitten::V,iltimos qilmoq,lus
1158,bitten::V,iltimos qilmoq,lutem
1159,erzählen::V,aytib bermoq,rrëfej
1160,mitteilen::V,bildirmoq,kumtoj
1161,nennen::V,atamoq,quaj
1162,rufen::V,chaqirmoq,thërras
1163,prahlen::V,gerdaymoq,mburrem
1164,prahlen::V,gerdaymoq,kapardisem
1165,übersetzen::V,tarjima qilmoq,përkthej
1166,denken::V,o'ylamoq,mendoj
1167,glauben::V,ishonmoq,besoj
1168,bemerken::V,payqamoq,vërej
1169,erkennen::V,tanimoq,njoh
1170,erkennen::V,tanimoq,shquaj
1171,begreifen::V,tushunmoq,marr vesh
1172,verstehen::V,anglamoq,marr vesh
1173,lernen::V,o'qimoq,mësoj
1174,wissen::V,bilmoq,di
1175,sich erinnern an::V,äsni tanimoq,kujtoj
1176,vergessen::V,unutmoq,harroj
1177,messen::V,o'lchamoq,mas
1178,zählen::V,raqamlamoq,njeh
1179,rechnen::V,cho'tlamoq,llogaris
1180,lesen::V,o'qimoq,lexoj
1181,lesen::V,o'qimoq,këndoj
1182,malen::V,rasm solmoq,lyej
1183,zeichnen::V,chizmoq,vizatoj
1184,schreiben::V,yozmoq,shkruaj
1185,besitzen::V,ägalamoq,kam
1186,kaufen::V,olmoq,blej
1187,verkaufen::V,sotmoq,shes
1188,bezahlen::V,to'lamoq,paguaj
1189,zahlen::V,to'lamoq,paguaj
1190,beherrschen::V,ägalamoq,zotëroj
1191,ertragen::V,chidamoq,duroj
