,Concept_ID,az,sah
136,Horn::N,buynuz,муос
137,Feder::N,tük,куорсун
138,Feder::N,lələk,куорсун
139,Fell::N,xəz,тирии
140,Flügel::N,qanad,кынат
141,Klaue::N,pəncə,тыҥырах
142,Kralle::N,dırnaq,баппаҕай
143,Schwanz::N,quyruq,кутурук
144,Ei::N,yumurta,сымыыт
145,Nest::N,yuva,уйа
146,Bau::N,yuva,хороон
147,Tier::N,heyvan,кыыл
148,Tier::N,heyvan,харамай
149,Herde::N,sürü,үөр
150,Kuh::N,inək,ынах
151,Bulle::N,öküz,оҕус
152,Pferd::N,at,сылгы
153,Schaf::N,qoyun,овца
154,Schwein::N,donuz,сибиинньэ
155,Hund::N,it,ыт
156,Hund::N,köpək,ыт
157,Katze::N,pişik,куоска
158,Bär::N,ayı,эһэ
159,Eichhörnchen::N,dələ,тииҥ
160,Elch::N,sığın,тайах
161,Fuchs::N,tülkü,саһыл
162,Hase::N,dovşan,куобах
163,Maus::N,siçan,кутуйах
164,Wolf::N,qurd,бөрө
165,Vogel::N,quş,көтөр
166,Schwarm::N,sürü,бөлөх
167,Huhn::N,toyuq,куурусса
168,Hahn::N,xoruz,бөтүүк
169,Gans::N,qaz,хаас
170,Adler::N,qartal,хотой
171,Adler::N,qaraquş,хотой
172,Ente::N,ördək,кус
173,Eule::N,bayquş,мэкчиргэ
174,Kranich::N,durna,туруйа
175,Krähe::N,qarğa,тураах
176,Kuckuck::N,ququ,кэҕэ
177,Schwan::N,qu quşu,куба
178,Fisch::N,balıq,балык
179,Barsch::N,tar,алыһар
180,Hecht::N,durnabalığı,сордон
181,Schlange[Tier]::N,ilan,моҕой
182,Schlange[Tier]::N,ilan,эриэн үөн
183,Wurm::N,qurd,үөн
184,Spinne::N,hörümçək,ооҕуй
185,Ameise::N,qarışqa,кымырдаҕас
186,Laus::N,bit,быт
187,Mücke::N,ağcaqanad,кумаар
188,Fliege::N,milçək,сахсырҕа
189,Schmetterling::N,kəpənək,лыах
190,Schmetterling::N,kəpənək,үрүмэччи
191,Beere::N,gilə,отон
192,Apfel::N,alma,яблоко
193,Pilz::N,göbələk,тэллэй
194,Zwiebel::N,soğan,луук
195,Saat::N,əkin,сиэмэ
196,Korn::N,taxıl,сиэмэ
197,Heu::N,quru ot,от
198,Schale::N,qabıq,хах
199,Grube::N,çuxur,дьаама
200,Falle::N,tələ,сохсо
201,Falle::N,duzaq,сохсо
202,Schlinge::N,ilmək,уктаа
203,Spur::N,iz,суол
204,Asche::N,kül,күл
205,Dreck::N,kir,бадараан
206,Eisen::N,dəmir,тимир
207,Gold::N,altun,көмүс
208,Gold::N,altun,кыһыл көмүс
209,Silber::N,gümüş,көмүс
210,Silber::N,gümüş,үрүҥ көмүс
211,Kohle::N,kömür,чох
212,Glas::N,şüşə,өстүөкүлэ
213,Lehm::N,gil,туой
214,Lehm::N,palçıq,туой
215,Sand::N,qum,кумах
216,Mensch::N,adam,киһи
217,Mensch::N,insan,киһи
218,Mann::N,kişi,эр
219,Frau::N,qadın,дьахтар
220,Kind::N,uşaq,оҕо
221,Junge::N,oğlan,уол
222,Mädchen::N,qız,кыыс оҕо
223,Familie::N,ailə,кэргэн
224,Großvater::N,baba,эһэ
225,Großmutter::N,nənə,эбэ
226,Eltern::N,valideyn,аҕа-ийэ
227,Vater::N,ata,аҕа
228,Mutter::N,ana,ийэ
229,Sohn::N,oğul,уол
230,Tochter::N,qız,кыыс
231,Bruder::N,qardaş,убай
232,Bruder::N,qardaş,быраат
233,Schwester::N,bacı,аҕас
234,Schwester::N,bacı,балыс
235,Onkel::N,əmi,таай
236,Onkel::N,əmi,абаҕа
237,Onkel::N,dayı,таай
238,Onkel::N,dayı,абаҕа
239,Tante::N,bibi,эдьиий
240,Ehemann::N,ər,эр
241,Ehefrau::N,arvad,ойох
242,Freude::N,nəşə,үөрүү
243,Freude::N,sevinc,үөрүү
244,Gelächter::N,gülüş,күлүү
245,Gelächter::N,qəhqəhə,күлүү
246,Glück::N,səadət,дьол
247,Glück::N,səadət,соргу
248,Glück::N,xoşbəxtlik,дьол
249,Glück::N,xoşbəxtlik,соргу
250,Kummer::N,qəm,кутурҕан
251,Kummer::N,kədər,кутурҕан
252,Wunsch::N,arzu,баҕарыы
253,Lust::N,həvəs,баҕа
254,Geist::N,ruh,тыын
255,Gedanke::N,fikir,санаа
256,Gedanke::N,düşüncə,санаа
257,Gedächtnis::N,xatir,өй
258,Gedächtnis::N,hafizə,өй
259,Verstand::N,ağıl,өй
260,Sinn::N,məna,суолта
261,Grund::N,səbəb,төрүөт
262,Wahrheit::N,haqq,кырдьык
263,Wahrheit::N,doğruluq,кырдьык
264,Gespräch::N,söhbət,бэсиэдэ
265,Gespräch::N,söhbət,кэпсэтии
266,Gespräch::N,qonuşma,бэсиэдэ
267,Gespräch::N,qonuşma,кэпсэтии
268,Märchen::N,nağıl,остуоруйа
269,Erzählung::N,hekayə,кэпсээн
270,Nachricht::N,xəbər,биллэриллии
271,Neuigkeit::N,xəbər,сонун
272,Neuigkeit::N,yenilik,сонун
273,Name::N,ad,аат
274,Rätsel::N,tapmaca,таабырын
275,Rede::N,nitq,этии
276,Sprache::N,dil,тыл
277,Stimme::N,səs,куолас
278,Wort::N,söz,тыл
279,Wort::N,kəlmə,тыл
280,Zeichen::N,nişan,бэлиэ
281,Ruf::N,çığırtı,ыҥырыы
282,Lärm::N,gurultu,айдаан
283,Laut::N,səs,тыас
284,Ton::N,ton,дорҕоон
285,Lied::N,mahnı,ырыа
286,Ruhe::N,sakitlik,уу чуумпу
287,Leute::N,xalq,дьон
288,Volk::N,millət,дьон
289,Volk::N,millət,норуот
290,Arbeit::N,iş,үлэ
291,Arbeit::N,əmək,үлэ
292,Gast::N,qonaq,ыалдьыт
293,Gast::N,müsafir,ыалдьыт
294,Geschenk::N,hədiyyə,бэлэх
295,Spiel::N,oyun,оонньуу
296,Spiel::N,tamaşa,оонньуу
297,Gesellschaft::N,cəmiyyet,общество
298,Hilfe::N,kömək,көмө
299,Hilfe::N,yardım,көмө
300,Freund::N,dost,доҕор
301,Kamerad::N,yoldaş,атас
302,Angelegenheit::N,iş,дьыала
303,Anzahl::N,say,ахсаан
304,Art::N,çeşid,биис
305,Stück::N,dənə,кырбас
306,Stück::N,parça,кырбас
307,Teil::N,qisim,ирээт
308,Hälfte::N,yarım,аҥар
309,Kreis::N,dairə,төгүрүк
310,Kreis::N,dairə,төгүрүмтэ
311,Kreuz::N,xaç,кириэс
312,Linie::N,xətt,сурааһын
313,Strich::N,cızıq,сурааһын
314,Abstand::N,məsafə,арыт
315,Entfernung::N,məsafə,ыраах
316,Entfernung::N,uzaqlıq,ыраах
317,Gegend::N,bölgə,сир
318,Platz::N,yer,арыт
319,Ort::N,yer,сир
320,Seite::N,yan,өрүт
321,Seite::N,yan,сирэй
322,Seite::N,tərəf,өрүт
323,Seite::N,tərəf,сирэй
324,Mitte::N,orta,орто
325,Gegenstand::N,şey,предмет
326,Sache::N,şey,мал
327,Rand::N,kənar,кытыы
328,Rand::N,kənar,ойоҕос
329,Kante::N,tiyə,кырыы
330,Kante::N,kənar,кырыы
331,Ecke::N,bucaq,муннук
332,Spitze::N,uc,чыпчаал
333,Ende::N,son,төбө
334,Ende::N,axır,төбө
335,Loch::N,deşik,тэһэҕэс
336,Loch::N,deşik,дьөлөҕөс
337,Winkel::N,guşə,муннук
338,Muster::N,ülgü,оһуор
339,Größe::N,böyüklük,кээмэй
340,Länge::N,uzunluq,уста
341,Höhe::N,yüksəklik,үрдүк
342,Gewicht::N,çəki,ыйааһын
343,Gewicht::N,ağırlıq,ыйааһын
344,Menge::N,miqdar,ахсаан
345,Haufen::N,yığın,чөмчөх
346,Reihe::N,səf,кэккэ
347,Reihe::N,sıra,кэккэ
348,Boot::N,qayıq,оҥочо
349,Ruder::N,kürək,эрдии
350,Schlitten::N,kirşə,сыарҕа
351,Ski::N,xizək,хайыһар
352,Lagerfeuer::N,düşərgə tonqalı,кутаа
353,Last::N,yük,ыарахан
354,Gang::N,yeriş,хаамыы
355,Schritt::N,addım,хардыы
356,Norden::N,şimal,хоту
357,Süden::N,cənub,соҕуруу
358,Westen::N,qərb,арҕаа
359,Osten::N,şərq,илин
360,Holz::N,ağac,мас
361,Holz::N,taxta,мас
362,Brett::N,taxta,дуоска
363,Brett::N,taxta,хаптаһын
364,Platte::N,lövhə,билиитэ
365,Stütze::N,dayaq,тулааһын
366,Stütze::N,dəstək,тулааһын
367,Stange::N,şüvül,ураҕас
368,Stock::N,dəyənək,мас
369,Stock::N,dəyənək,баалкы
370,Stab::N,əsa,ураҕас
371,Stab::N,şüvül,ураҕас
372,Rohr::N,boru,турба
373,Rohr::N,truba,турба
374,Haus::N,ev,дьиэ
375,Heim::N,ev,дьиэ
376,Ofen::N,peç,оһох
377,Ofen::N,soba,оһох
378,Fußboden::N,döşəmə,муоста
379,Tisch::N,masa,остуол
380,Stuhl::N,stul,устуул
381,Wiege::N,beşik,биһик
382,Bett::N,yataq,кырабаат
383,Regal::N,rəf,долбуур
384,Kiste::N,yeşik,дьааһык
385,Kiste::N,sandıq,дьааһык
386,Fenster::N,pəncərə,түннүк
387,Tür::N,qapı,аан
388,Tor::N,darvaza,аан
389,Zaun::N,çəpər,соппулуот
390,Dach::N,dam,кырыыса
391,Leiter::N,nərdivan,кирилиэс
392,Besen::N,süpürgə,миинньик
393,Spaten::N,kürək,күрдьэх
394,Schaufel::N,kürək,күрдьэх
395,Gabel::N,çəngəl,биилкэ
396,Löffel::N,qaşıq,луоска
397,Messer::N,bıçaq,быһах
398,Nagel::N,mıx,тоһоҕо
399,Netz::N,tor,илим
400,Haken::N,çəngəl,көхө
401,Griff::N,qulp,ук
402,Griff::N,qulp,тутаах
403,Griff::N,tutacaq,ук
404,Griff::N,tutacaq,тутаах
405,Schloss::N,qıfıl,күлүүс
406,Bild::N,rəsm,хартыына
407,Figur::N,şəkil,фигура
408,Figur::N,heykəl,фигура
409,Puppe::N,kukla,куукула
410,Puppe::N,gəlincik,куукула
411,Beutel::N,kisə,мөһөөччук
412,Beutel::N,torba,мөһөөччук
413,Bündel::N,bağlama,баайыы
414,Tasche::N,çanta,суумка
415,Eimer::N,vedrə,биэдэрэ
416,Eimer::N,çəllək,биэдэрэ
417,Deckel::N,qapaq,хаппах
418,Geschirr::N,qab-qazan,иһит
419,Sack::N,çuval,куул
420,Tasse::N,fincan,сэлиэнэй
421,Topf::N,qazan,көстүрүүҥкэ
422,Kessel::N,qazan,хочуол
423,Essen::N,yemək,аһылык
424,Nahrung::N,qida,ас
425,Speise::N,xörək,аһылык
426,Fleisch::N,ət,эт
427,Getreide::N,taxıl,злактар
428,Brei::N,aş,хааһы
429,Brei::N,sıyıq,хааһы
430,Brot::N,çörək,килиэп
431,Scheibe::N,dilim,куһуок
432,Fett::N,yağ,сыа
433,Butter::N,kərə yağı,арыы
434,Öl::N,yağ,арыы
435,Salz::N,duz,туус
436,Suppe::N,şorba,мин
437,Honig::N,bal,мүөт
438,Milch::N,süd,үүт
439,Tee::N,çay,чэй
440,Leder::N,dəri,тирии
441,Wolle::N,yun,түү
442,Stoff::N,qumaş,таҥас
443,Nadel::N,iynə,иннэ
444,Faden::N,sap,сап
445,Knopf::N,düymə,тимэх
446,Knoten::N,düyün,түмүк
447,Farbe::N,boya,кырааска
448,Kleidung::N,geyim,таҥас
449,Hemd::N,köynək,ырбаахы
450,Kragen::N,yaxa,саҕа
451,Ärmel::N,qol,сиэх
452,Hose::N,şalvar,ыстаан
453,Hose::N,şalvar,бүрүүкэ
454,Gürtel::N,kəmər,кур
455,Mütze::N,şapka,бэргэһэ
456,Schuh::N,tufli,бачыыҥка
457,Schuh::N,ayaqqabı,бачыыҥка
458,Stiefel::N,çəkmə,саппыкы
459,Ring::N,üzük,биһилэх
460,Band::N,lent,лиэнтэ
461,Kamm::N,daraq,тараах
462,Spiegel::N,güzgü,сиэркилэ
463,Riemen::N,qayış,кур
464,Schnur::N,ip,быа
465,Leine::N,kəmsik,тэһиин
466,Decke::N,ədyal,суорҕан
467,Decke::N,yorğan,суорҕан
468,Kissen::N,yastıq,сыттык
469,Tuch::N,şarf,былаат
470,Tuch::N,kaşne,былаат
471,Handtuch::N,dəsmal,соттор
472,Kraft::N,güc,сыра
473,Stärke::N,qüvvət,күүс
474,Gesundheit::N,sağlamlıq,доруобуйа
475,Krankheit::N,xəstəlik,ыарыы
476,Schmerz::N,ağrı,ыарыы
477,Schmerz::N,sancı,ыарыы
478,Wunde::N,yara,баас
479,Fieber::N,isitmə,түрүлгэн
480,Fieber::N,isitmə,лихорадка
481,Fieber::N,isitmə,температура
482,Fieber::N,qızdırma,түрүлгэн
483,Fieber::N,qızdırma,лихорадка
484,Fieber::N,qızdırma,температура
485,Arznei::N,ilaç,эмп
486,Arznei::N,dərman,эмп
487,Brücke::N,körpü,күргэ
488,Brunnen::N,quyu,холуодьас
489,Weide::N,otlaq,мэччирэҥ
490,Pfad::N,cığır,ыллык
491,Weg::N,yol,суол
492,Straße::N,küçə,суол
493,Dorf::N,kənd,дэриэбинэ
494,Stadt::N,şəhər,куорат
495,Brief::N,məktub,сурук
496,Buch::N,kitab,кинигэ
497,Buchstabe::N,hərf,буква
498,Zeitung::N,qəzet,хаһыат
499,Leben::N,həyat,тыын
500,Tod::N,ölüm,өлүү
501,Grab::N,qəbir,иин
502,Kirche::N,kilsə,таҥара дьиэтэ
503,Sünde::N,günah,айыы
504,Gott::N,tanrı,тангара
505,Arbeiter::N,işçi,үлэһит
506,Chef::N,şef,баһылык
507,Chef::N,şef,начальник
508,Chef::N,rəis,баһылык
509,Chef::N,rəis,начальник
510,Meister::N,usta,уус
511,Meister::N,usta,маастар
512,Arzt::N,həkim,врач
513,Arzt::N,doktor,врач
514,Lehrer::N,müəllim,учуутал
515,Geld::N,pul,харчы
516,Geschäft::N,ticarət,идэ
517,Laden::N,dükan,маҕаһыын
518,Preis::N,qiymət,сыана
519,Ware::N,mal,табаар
520,Nutzen::N,fayda,туһа
521,Reichtum::N,zənginlik,баай
522,Welt::N,aləm,аан дойду
523,Welt::N,dünya,аан дойду
524,Land::N,ölkə,дойду
525,Staat::N,dövlət,государство
526,König::N,kral,король
527,König::N,məlik,король
528,Macht::N,qüdrət,былаас
529,Grenze::N,hüdud,кыраныысса
530,Grenze::N,sərhət,кыраныысса
531,Krieg::N,hərb,сэрии
532,Krieg::N,müharibə,сэрии
533,Feind::N,düşmən,өстөөх
534,Gewalt::N,cəbr,күүһүлээһин
535,Kampf::N,savaş,охсуһуу
536,Bogen[Waffe]::N,yay,ох
537,Pfeil::N,ox,ох
538,Gewehr::N,tüfəng,саа
539,Fehler::N,xəta,сыыһа
540,Lüge::N,yalan,сымыйа
541,Schaden::N,ziyan,хоромньу
542,Unglück::N,bəla,алдьархай
543,Schuld::N,təqsir,буруй
544,Alter::N,yaş,саас
545,Schluss::N,son,тиһэх
546,Zeit::N,vaxt,бириэмэ
547,Zeit::N,zaman,бириэмэ
548,Tag::N,gün,күн
549,Morgen::N,sabah,сарсыарда
550,Mittag::N,günorta,күн ортото
551,Abend::N,axşam,киэһэ
552,Nacht::N,gecə,түүн
553,Woche::N,həftə,нэдиэлэ
554,Monat::N,ay,ый
555,Jahr::N,il,сыл
556,Jahr::N,il,дьыл
557,Frühling::N,yaz,саас
558,Frühling::N,bahar,саас
559,Sommer::N,yay,сайын
560,Herbst::N,payız,күһүн
561,Winter::N,qış,кыһын
562,Januar::N,Janvar,тохсунньу
563,Februar::N,Fevral,олунньу
564,März::N,Mart,кулун тутар
565,April::N,Aprel,муус устар ый
566,Mai::N,May,ыам ыйа
567,Juni::N,İyun,бэс ыйа
568,Juli::N,İyul,от ыйа
569,August::N,Avqust,атырдьах ыйа
570,September::N,Sentyabr,балаҕан ыйа
571,Oktober::N,Oktyabr,алтынньы
572,November::N,Noyabr,сэтинньи
573,Dezember::N,Dekabr,ахсынньы
574,Montag::N,bazar ertəsi,бэнидиэнньик
575,Dienstag::N,çərşənbə axşamı,оптуорунньук
576,Mittwoch::N,çərşənbə,сэрэдэ
577,Donnerstag::N,cüme axşamı,чэппиэр
578,Freitag::N,cüme,бээтинсэ
579,Samstag::N,şənbə,субуота
580,Sonntag::N,bazar,баскыһыанньа
581,groß::A,böyük,бөдөҥ
582,groß::A,böyük,улахан
583,klein::A,kiçik,кыр
584,lang::A,uzun,уһун
585,kurz::A,qısa,кылгас
586,breit::A,enli,кэтит
587,breit::A,geniş,кэтит
588,schmal::A,dar,кыараҕас
589,dicht::A,sıx,хойуу
590,dick[Gegenstand]::A,qalın,суон
591,dick[Gegenstand]::A,qalın,хойуу
592,dünn::A,nazik,чараас
593,fein::A,incə,бытархай
594,fein::A,incə,синньигес
595,fest::A,bərk,бөҕө
596,fest::A,bərk,кытаанах
597,fest::A,möhkəm,бөҕө
598,fest::A,möhkəm,кытаанах
599,flach::A,düz,хаптаҕай
600,glatt::A,hamar,кылааккай
601,hart::A,sərt,хатан
602,hart::A,sərt,кытаанах
603,weich::A,yumşaq,сымнаҕас
604,rund::A,yuvarlaq,төгүрүк
605,spitz::A,uclu,сытыы
606,spitz::A,uclu,уһуктаах
607,spitz::A,sivri,сытыы
608,spitz::A,sivri,уһуктаах
609,scharf::A,kəskin,сытыы
610,stumpf::A,küt,сыппах
611,schwer::A,ağır,ыарахан
612,schön::A,gözəl,кыраһыабай
613,schön::A,gəşəng,кыраһыабай
614,heiß::A,isti,итии
615,warm::A,ilıq,ичигэс
616,kalt::A,soyuq,тымныы
617,kühl::A,sərin,сөрүүн
618,frisch::A,təzə,ыраас
619,frisch::A,təzə,сөрүүн
620,frisch::A,təzə,тымныы
621,feucht::A,nəm,сииктээх
622,nass::A,yaş,инчэҕэй
623,trocken::A,quru,кураан
624,voll::A,dolu,толору
625,leer::A,boş,иччитэх
626,offen::A,açıq,аһаҕас
627,geschlossen::A,qapalı,бүтэй
628,sauber::A,təmiz,сэбэр
629,schmutzig::A,kirli,кирдээх
630,roh::A,çiy,сиикэй
631,reif::A,yetişmiş,буспут
632,reif::A,yetişmiş,сиппит-хоппут
633,lecker::A,dadlı,минньигэс
634,lecker::A,ləzzətli,минньигэс
635,süß::A,şirin,минньигэс
636,bitter::A,acı,аһыы
637,sauer::A,turş,аһыы
638,hell::A,aydın,сырдык
639,dunkel::A,qaranlıq,хараҥа
640,schwarz::A,qara,хара
641,weiß::A,ağ,үрүҥ
642,weiß::A,ağ,маҥан
643,rot::A,qırmızı,кыһыл
644,gelb::A,sarı,саһархай
645,blau::A,göy,күөх
646,blau::A,mavi,күөх
647,grün::A,yaşıl,күөх
648,grün::A,yaşıl,от күөҕэ
649,grau::A,boz,сиэрэй
650,bunt::A,əlvan,эриэн
651,bunt::A,rəngli,эриэн
652,billig::A,ucuz,чэпчэки
653,teuer::A,bahalı,сыаналаах
654,wertvoll::A,qiymətli,сыаналаах
655,blind::A,kor,хараҕа суох
656,taub::A,kar,дьүлэй
657,kräftig::A,güclü,модун
658,stark::A,qüvvətli,күүстээх
659,schwach::A,zəif,мөлтөх
660,schwach::A,gücsüz,мөлтөх
661,fett::A,şişman,эмис
662,schlank::A,zərif,дьылҕан
663,schlank::A,zərif,дьыпсаҕай
664,hübsch::A,göyçək,олус кэрэ
665,hübsch::A,göyçək,көрүөхтэн үчүгэй
666,böse::A,fəna,өһүөннээх
667,dumm::A,axmaq,акаары
668,faul::A,tənbəl,нэс
669,fleißig::A,çalışqan,кыһамньылаах
670,geizig::A,xəsis,иҥсэлээх
671,klug::A,ağıllı,өйдөөх
672,geschickt::A,bacarıqlı,наһаа дьоҕурдаах
673,lieb::A,əziz,тапталлаах
674,lieb::A,sevimli,тапталлаах
675,lustig::A,məzəli,көрдөөх
676,lustig::A,gülməli,көрдөөх
677,sanft::A,mülayim,намчы
678,sanft::A,mülayim,сымнаҕас
679,hungrig::A,ac,аччык
680,krank::A,xəstə,ыалдьар
681,nackt::A,çılpaq,сыгынньах
682,traurig::A,qəmgin,санаарҕабыллаах
683,traurig::A,kədərli,санаарҕабыллаах
684,lebendig::A,canlı,тыыннаах
685,gut::A,yaxşı,үтүө
686,gut::A,yaxşı,үчүгэй
687,schlecht::A,pis,куһаҕан
688,richtig::A,doğru,сөп
689,schlimm::A,fəna,сидьиҥ
690,schlimm::A,fəna,быдьар
691,wahr::A,gərçək,кырдьык
692,alt::A,əski,былыргы
693,alt::A,köhnə,былыргы
694,neu::A,yeni,саҥа
695,ehemalig::A,əvvəlki,урукку
696,alt[Lebewesen]::A,qoca,кырдьаҕас
697,jung::A,gənc,эдэр
698,arm::A,kasıb,дьадаҥы
699,arm::A,yoxsul,дьадаҥы
700,reich::A,zəngin,баай
701,bekannt::A,tanış,билэр
702,berühmt::A,məşhur,аатырбыт
703,fremd::A,yad,атын
704,verschieden::A,dürlü,араас
705,nah::A,yaxın,чугас
706,fern::A,uzaq,ыраах
707,linker::A,sol,хаҥас
708,rechter::A,sağ,уҥа
709,anderer::A,başqa,атын
710,erster::A,birinci,маҥнайгы
711,zweiter::A,ikinci,иккис
712,dritter::A,üçüncü,үһүс
713,letzter::A,sonuncu,тиһэх
714,letzter::A,axırıncı,тиһэх
715,allein::ADV,tək,соҕотох
716,allein::ADV,yalqız,соҕотох
717,auf einmal::ADV,birdən,биирдэ
718,zusammen::ADV,birlikdə,холбуу
719,lange::ADV,uzun,уһуннук
720,plötzlich::ADV,qəfildən,эмискэ
721,sofort::ADV,həmən,тута
722,sofort::ADV,dərhal,тута
723,später::ADV,sonra,хойут
724,jetzt::ADV,indi,билигин
725,heute::ADV,bugün,бүгүн
726,morgen::ADV,sabah,сарсын
727,bald::ADV,yaxında,өтөр
728,bald::ADV,tezliklə,өтөр
729,dann::ADV,onda,кэнна
730,gestern::ADV,dünən,бэҕэһээ
731,einst::ADV,əvvəllər,биир төгүл
732,einst::ADV,əvvəllər,арай биирдэ
733,damals::ADV,o vaxt,оччоҕо
734,danach::ADV,sonra,аары
735,danach::ADV,sonra,ол кэнниттэн
736,vorher::ADV,qabaqcadan,урут
737,zuerst::ADV,əvvəl,маҥнай
738,einmal::ADV,bir dəfə,биирдэ
739,manchmal::ADV,hərdənbir,арыт
740,oft::ADV,tez-tez,чаастатык
741,oft::ADV,çox vaxt,чаастатык
742,immer::ADV,daimi,мэлдьи
743,immer::ADV,həmişə,мэлдьи
744,niemals::ADV,əsla,хаһан да
745,niemals::ADV,heç bir zaman,хаһан да
746,hier::ADV,bura,маныаха
747,hier::ADV,burada,маныаха
748,hierhin::ADV,buraya,бэттэх
749,von hier::ADV,buradan,мантан
750,dort::ADV,ora,онно
751,dort::ADV,orada,онно
752,dorthin::ADV,oraya,онно
753,geradeaus::ADV,düz,быһа
754,geradeaus::ADV,düz,быһаччы
755,vorwärts::ADV,irəli,инники
