,Concept_ID,lv,fr
152,Wasser::N,ūdens,eau
153,Stein::N,из,pierre
154,Stein::N,akmens,pierre
155,Boden::N,му,sol
156,Boden::N,му,terrain
157,Boden::N,augsne,sol
158,Boden::N,augsne,terrain
159,Erde::N,му,terre
160,Erde::N,му-ва,terre
161,Erde::N,zeme,terre
162,Staub::N,бус,poussière
163,Staub::N,putekļi,poussière
164,Rauch::N,тшын,fumée
165,Rauch::N,dūmi,fumée
166,Funke::N,кинь,étincelle
167,Funke::N,би кинь,étincelle
168,Funke::N,dzirkstele,étincelle
169,Feuer::N,би,feu
170,Feuer::N,uguns,feu
171,Licht::N,югӧр,lumière
172,Licht::N,gaisma,lumière
173,Schatten::N,вуджӧр,ombre
174,Schatten::N,ēna,ombre
175,Wetter::N,поводдя,temps
176,Wetter::N,laiks,temps
177,Nebel::N,ру,brume
178,Nebel::N,ру,brouillard
179,Nebel::N,онь,brume
180,Nebel::N,онь,brouillard
181,Nebel::N,migla,brume
182,Nebel::N,migla,brouillard
183,Wolke::N,кымӧр,nuage
184,Wolke::N,mākonis,nuage
185,Regen::N,зэр,pluie
186,Regen::N,lietus,pluie
187,Schnee::N,лым,neige
188,Schnee::N,sniegs,neige
189,Eis::N,йи,glace
190,Eis::N,ledus,glace
191,Frost::N,кӧдзыд,gel
192,Frost::N,кӧдзыд,gelée
193,Frost::N,sals,gel
194,Frost::N,sals,gelée
195,Kälte::N,кӧдзыд,froid
196,Kälte::N,saltums,froid
197,Kälte::N,aukstums,froid
198,Hitze::N,пӧсь,chaleur
199,Hitze::N,гожӧд,chaleur
200,Hitze::N,karstums,chaleur
201,Raureif::N,пуж,givre
202,Raureif::N,гыӧр,givre
203,Raureif::N,sarma,givre
204,Regenbogen::N,ӧшкамӧшка,arc-en-ciel
205,Regenbogen::N,varavīksne,arc-en-ciel
206,Donner::N,гым,tonnerre
207,Donner::N,pērkons,tonnerre
208,Strömung::N,ва ныр,courant
209,Strömung::N,визувтӧм,courant
210,Strömung::N,straume,courant
211,Strömung::N,strāvojums,courant
212,Tropfen::N,войт,goutte
213,Tropfen::N,lāse,goutte
214,Schaum::N,быг,écume
215,Schaum::N,быг,mousse
216,Schaum::N,быгзьӧм,écume
217,Schaum::N,быгзьӧм,mousse
218,Schaum::N,putas,écume
219,Schaum::N,putas,mousse
220,Schmutz::N,няйт,boue
221,Schmutz::N,няйт,saleté
222,Schmutz::N,dubļi,boue
223,Schmutz::N,dubļi,saleté
224,See::N,ты,lac
225,See::N,ezers,lac
226,Sumpf::N,гыбад,marais
227,Sumpf::N,гыбад,marécage
228,Sumpf::N,кад,marais
229,Sumpf::N,кад,marécage
230,Sumpf::N,dumbrājs,marais
231,Sumpf::N,dumbrājs,marécage
232,Sumpf::N,staignājs,marais
233,Sumpf::N,staignājs,marécage
234,Moor::N,нюр,tourbière
235,Moor::N,purvs,tourbière
236,Moor::N,muklājs,tourbière
237,Wiese::N,видз,pré
238,Wiese::N,pļava,pré
239,Wald::N,вӧр,bois
240,Wald::N,вӧр,forêt
241,Wald::N,mežs,bois
242,Wald::N,mežs,forêt
243,Hügel::N,дзиб,coteau
244,Hügel::N,дзиб,colline
245,Hügel::N,мыльк,coteau
246,Hügel::N,мыльк,colline
247,Hügel::N,нӧрыс,coteau
248,Hügel::N,нӧрыс,colline
249,Hügel::N,paugurs,coteau
250,Hügel::N,paugurs,colline
251,Anhöhe::N,мыльк,éminence
252,Anhöhe::N,мыльк,élévation
253,Anhöhe::N,нӧрыс,éminence
254,Anhöhe::N,нӧрыс,élévation
255,Anhöhe::N,paugurs,éminence
256,Anhöhe::N,paugurs,élévation
257,Berg::N,чой,mont
258,Berg::N,чой,montagne
259,Berg::N,керӧс,mont
260,Berg::N,керӧс,montagne
261,Berg::N,kalns,mont
262,Berg::N,kalns,montagne
263,Gipfel::N,чук,cime
264,Gipfel::N,чук,sommet
265,Gipfel::N,virsotne,cime
266,Gipfel::N,virsotne,sommet
267,Höhle::N,рудӧг,caverne
268,Höhle::N,ala,caverne
269,Abhang::N,ньывк,pente
270,Abhang::N,ньывк,versant
271,Abhang::N,бокша,pente
272,Abhang::N,бокша,versant
273,Abhang::N,nogāze,pente
274,Abhang::N,nogāze,versant
275,Quelle::N,ӧшмӧс,source
276,Quelle::N,ӧшмӧс,fontaine
277,Quelle::N,avots,source
278,Quelle::N,avots,fontaine
279,Bach::N,шор,ruisseau
280,Bach::N,urga,ruisseau
281,Bach::N,strauts,ruisseau
282,Fluss::N,ю,fleuve
283,Fluss::N,ю,rivière
284,Fluss::N,upe,fleuve
285,Fluss::N,upe,rivière
286,Ufer::N,вадор,bord
287,Ufer::N,вадор,rivage
288,Ufer::N,krasts,bord
289,Ufer::N,krasts,rivage
290,Küste::N,вадор,côte
291,Küste::N,piekraste,côte
292,Festland::N,му,terre ferme
293,Festland::N,sauszeme,terre ferme
294,Meer::N,саридз,mer
295,Meer::N,jūra,mer
296,Bucht::N,куръя,baie
297,Bucht::N,līcis,baie
298,Insel::N,ді,île
299,Insel::N,sala,île
300,Blume::N,дзоридз,fleur
301,Blume::N,puķe,fleur
302,Blume::N,zieds,fleur
303,Gras::N,турун,herbe
304,Gras::N,zāle,herbe
305,Wurzel::N,вуж,racine
306,Wurzel::N,sakne,racine
307,Baum::N,пу,arbre
308,Baum::N,koks,arbre
309,Stamm::N,пучер,tronc
310,Stamm::N,stumbrs,tronc
311,Rinde::N,кырсь,écorce
312,Rinde::N,miza,écorce
313,Ast::N,ув,branche
314,Ast::N,zars,branche
315,Zweig::N,вож,rameau
316,Zweig::N,nozare,rameau
317,Blatt::N,кор,feuille
318,Blatt::N,lapa,feuille
319,Birke::N,кыдз,bouleau
320,Birke::N,bērzs,bouleau
321,Kiefer[Baum]::N,пожӧм,pin
322,Kiefer[Baum]::N,priede,pin
323,Weide[Baum]::N,бадь,saule
324,Weide[Baum]::N,kārkls,saule
325,Tanne::N,коз,sapin
326,Tanne::N,egle,sapin
327,Horn::N,сюр,corne
328,Horn::N,rags,corne
329,Feder::N,гӧн,plume
330,Feder::N,тывборд,plume
331,Feder::N,spalva,plume
332,Fell::N,ку,peau
333,Fell::N,āda,peau
334,Flügel::N,борд,aile
335,Flügel::N,spārns,aile
336,Klaue::N,гыж,serre
337,Klaue::N,nags,serre
338,Kralle::N,гыж,ongle
339,Kralle::N,гыж,griffe
340,Kralle::N,nags,ongle
341,Kralle::N,nags,griffe
342,Schwanz::N,бӧж,queue
343,Schwanz::N,ļipa,queue
344,Ei::N,кольк,œuf
345,Ei::N,ola,œuf
346,Nest::N,поз,nid
347,Nest::N,ligzda,nid
348,Bau::N,горс,terrier
349,Bau::N,пырмӧс,terrier
350,Bau::N,гу,terrier
351,Bau::N,ala,terrier
352,Tier::N,пемӧс,animal
353,Tier::N,dzīvnieks,animal
354,Herde::N,стада,troupeau
355,Herde::N,кельӧб,troupeau
356,Herde::N,ganāmpulks,troupeau
357,Kuh::N,мӧс,vache
358,Kuh::N,govs,vache
359,Bulle::N,ӧш,taureau
360,Bulle::N,bullis,taureau
361,Pferd::N,вӧв,cheval
362,Pferd::N,zirgs,cheval
363,Schaf::N,ыж,mouton
364,Schaf::N,aita,mouton
365,Schwein::N,порсь,porc
366,Schwein::N,порсь,cochon
367,Schwein::N,cūka,porc
368,Schwein::N,cūka,cochon
369,Hund::N,пон,chien
370,Hund::N,suns,chien
371,Katze::N,кань,chat
372,Katze::N,kaķis,chat
373,Bär::N,ош,ours
374,Bär::N,lācis,ours
375,Eichhörnchen::N,ур,écureuil
376,Eichhörnchen::N,vāvere,écureuil
377,Elch::N,йӧра,élan
378,Elch::N,alnis,élan
379,Fuchs::N,руч,renard
380,Fuchs::N,lapsa,renard
381,Hase::N,кӧч,lièvre
382,Hase::N,zaķis,lièvre
383,Maus::N,шыр,souris
384,Maus::N,pele,souris
385,Wolf::N,кӧин,loup
386,Wolf::N,vilks,loup
387,Vogel::N,кай,oiseau
388,Vogel::N,лэбач,oiseau
389,Vogel::N,putns,oiseau
390,Schwarm::N,чукӧр,nuée
391,Schwarm::N,чукӧр,volée
392,Schwarm::N,spiets,nuée
393,Schwarm::N,spiets,volée
394,Huhn::N,курӧг,poule
395,Huhn::N,vista,poule
396,Hahn::N,петук,coq
397,Hahn::N,gailis,coq
398,Gans::N,дзодзӧг,oie
399,Gans::N,zoss,oie
400,Adler::N,кутш,aigle
401,Adler::N,ērglis,aigle
402,Ente::N,утка,canard
403,Ente::N,pīle,canard
404,Eule::N,сюзь,hibou
405,Eule::N,pūce,hibou
406,Kranich::N,тури,grue
407,Kranich::N,dzērve,grue
408,Krähe::N,рака,corneille
409,Krähe::N,vārna,corneille
410,Kuckuck::N,кӧк,coucou
411,Kuckuck::N,dzeguze,coucou
412,Schwan::N,юсь,cygne
413,Schwan::N,gulbis,cygne
414,Fisch::N,чери,poisson
415,Fisch::N,zivs,poisson
416,Barsch::N,ёкыш,perche
417,Barsch::N,asaris,perche
418,Hecht::N,сир,brochet
419,Hecht::N,līdaka,brochet
420,Schlange[Tier]::N,кый,serpent
421,Schlange[Tier]::N,čūska,serpent
422,Wurm::N,номыр,ver
423,Wurm::N,tārps,ver
424,Spinne::N,черань,araignée
425,Spinne::N,zirneklis,araignée
426,Ameise::N,кодзувкот,fourmi
427,Ameise::N,skudra,fourmi
428,Laus::N,той,pou
429,Laus::N,uts,pou
430,Mücke::N,ном,moucheron
431,Mücke::N,ods,moucheron
432,Fliege::N,гут,mouche
433,Fliege::N,muša,mouche
434,Schmetterling::N,бобув,papillon
435,Schmetterling::N,tauriņš,papillon
436,Beere::N,тусь,baie
437,Beere::N,вотӧс,baie
438,Beere::N,oga,baie
439,Apfel::N,яблӧг,pomme
440,Apfel::N,ābols,pomme
441,Pilz::N,тшак,champignon
442,Pilz::N,sēne,champignon
443,Zwiebel::N,луккок,oignon
444,Zwiebel::N,йӧнгыль,oignon
445,Zwiebel::N,sīpols,oignon
446,Saat::N,тусь,semence
447,Saat::N,кӧйдыс,semence
448,Saat::N,sēkla,semence
449,Korn::N,тусь,grain
450,Korn::N,grauds,grain
451,Heu::N,турун,foin
452,Heu::N,siens,foin
453,Schale::N,кор,pelure
454,Schale::N,čaula,pelure
455,Schale::N,čaumala,pelure
456,Grube::N,гу,fosse
457,Grube::N,bedre,fosse
458,Falle::N,лэч,piège
459,Falle::N,slazds,piège
460,Falle::N,lamatas,piège
461,Schlinge::N,лэч,lacs
462,Schlinge::N,cilpa,lacs
463,Spur::N,туй,trace
464,Spur::N,pēda,trace
465,Asche::N,пӧм,cendre
466,Asche::N,pelni,cendre
467,Dreck::N,няйт,crotte
468,Dreck::N,dubļi,crotte
469,Eisen::N,кӧрт,fer
470,Eisen::N,dzelzs,fer
471,Gold::N,зарни,or
472,Gold::N,zelts,or
473,Silber::N,эзысь,argent
474,Silber::N,sudrabs,argent
475,Kohle::N,шом,charbon
476,Kohle::N,ogle,charbon
477,Glas::N,стеклӧ,verre
478,Glas::N,stikls,verre
479,Lehm::N,сёй,glaise
480,Lehm::N,māls,glaise
481,Sand::N,лыа,sable
482,Sand::N,smiltis,sable
483,Mensch::N,морт,homme
484,Mensch::N,cilvēks,homme
485,Mann::N,аймӧрт,homme
486,Mann::N,мужичӧй,homme
487,Mann::N,vīrietis,homme
488,Frau::N,ань,femme
489,Frau::N,нывбаба,femme
490,Frau::N,sieviete,femme
491,Kind::N,кага,enfant
492,Kind::N,bērns,enfant
493,Junge::N,пи,garçon
494,Junge::N,zēns,garçon
495,Junge::N,puika,garçon
496,Junge::N,puisis,garçon
497,Mädchen::N,ныв,fille
498,Mädchen::N,ныв,jeune fille
499,Mädchen::N,meiča,fille
500,Mädchen::N,meiča,jeune fille
501,Mädchen::N,skuķis,fille
502,Mädchen::N,skuķis,jeune fille
503,Mädchen::N,meitene,fille
504,Mädchen::N,meitene,jeune fille
505,Familie::N,семья,famille
506,Familie::N,ģimene,famille
507,Großvater::N,пӧль,grand-père
508,Großvater::N,vecaistēvs,grand-père
509,Großmutter::N,баб,grand-mère
510,Großmutter::N,vecāmāte,grand-mère
511,Eltern::N,ай-мам,parents
512,Eltern::N,бать-мам,parents
513,Eltern::N,vecāki,parents
514,Vater::N,бать,père
515,Vater::N,ай,père
516,Vater::N,tēvs,père
517,Mutter::N,мам,mère
518,Mutter::N,māte,mère
519,Sohn::N,пи,fils
520,Sohn::N,dēls,fils
521,Tochter::N,ныв,fille
522,Tochter::N,meita,fille
523,Bruder::N,вок,frère
524,Bruder::N,brālis,frère
525,Schwester::N,чой,sœur
526,Schwester::N,māsa,sœur
527,Onkel::N,дядь,oncle
528,Onkel::N,tēvocis,oncle
529,Tante::N,тьӧт,tante
530,Tante::N,tante,tante
531,Ehemann::N,верӧс,mari
532,Ehemann::N,верӧс,époux
533,Ehemann::N,vīrs,mari
534,Ehemann::N,vīrs,époux
535,Ehefrau::N,гӧтыр,femme
536,Ehefrau::N,гӧтыр,épouse
537,Ehefrau::N,sieva,femme
538,Ehefrau::N,sieva,épouse
539,Freude::N,радлун,joie
540,Freude::N,радлун,plaisir
541,Freude::N,prieks,joie
542,Freude::N,prieks,plaisir
543,Gelächter::N,серам,rires
544,Gelächter::N,smiekli,rires
545,Glück::N,шуд,bonheur
546,Glück::N,laime,bonheur
547,Kummer::N,шог,peine
548,Kummer::N,шог,chagrin
549,Kummer::N,bēdas,peine
550,Kummer::N,bēdas,chagrin
551,Kummer::N,raizes,peine
552,Kummer::N,raizes,chagrin
553,Wunsch::N,кӧсйӧм,désir
554,Wunsch::N,vēlme,désir
555,Wunsch::N,vēlējums,désir
556,Lust::N,кыскӧм,envie
557,Lust::N,радейтӧм,envie
558,Lust::N,kāre,envie
559,Geist::N,лов,esprit
560,Geist::N,gars,esprit
561,Gedanke::N,мӧвп,idée
562,Gedanke::N,мӧвп,pensée
563,Gedanke::N,doma,idée
564,Gedanke::N,doma,pensée
565,Gedächtnis::N,паметь,mémoire
566,Gedächtnis::N,atmiņa,mémoire
567,Verstand::N,вежӧр,raison
568,Verstand::N,prāts,raison
569,Sinn::N,мог,sens
570,Sinn::N,вежӧртас,sens
571,Sinn::N,nozīme,sens
572,Grund::N,помка,cause
573,Grund::N,помка,raison
574,Grund::N,pamats,cause
575,Grund::N,pamats,raison
576,Grund::N,iemesls,cause
577,Grund::N,iemesls,raison
578,Wahrheit::N,збыль,vérité
579,Wahrheit::N,збыльтор,vérité
580,Wahrheit::N,taisnība,vérité
581,Wahrheit::N,patiesība,vérité
582,Gespräch::N,сёрни,conversation
583,Gespräch::N,saruna,conversation
584,Märchen::N,мойд,conte
585,Märchen::N,мойд,conte de fées
586,Märchen::N,pasaka,conte
587,Märchen::N,pasaka,conte de fées
588,Erzählung::N,висьт,conte
589,Erzählung::N,висьт,narration
590,Erzählung::N,stāsts,conte
591,Erzählung::N,stāsts,narration
592,Erzählung::N,nostāsts,conte
593,Erzählung::N,nostāsts,narration
594,Nachricht::N,юӧртӧм,message
595,Nachricht::N,ziņa,message
596,Neuigkeit::N,выльтор,nouvelle
597,Neuigkeit::N,jaunums,nouvelle
598,Name::N,ним,nom
599,Name::N,vārds,nom
600,Rätsel::N,нӧдкыв,énigme
601,Rätsel::N,нӧдкыв,devinette
602,Rätsel::N,mīkla,énigme
603,Rätsel::N,mīkla,devinette
604,Rede::N,сёрни,parole
605,Rede::N,сёрни,discours
606,Rede::N,runa,parole
607,Rede::N,runa,discours
608,Sprache::N,кыв,langue
609,Sprache::N,кыв,langage
610,Sprache::N,valoda,langue
611,Sprache::N,valoda,langage
612,Stimme::N,гӧлӧс,voix
613,Stimme::N,вом шы,voix
614,Stimme::N,balss,voix
615,Wort::N,кыв,mot
616,Wort::N,vārds,mot
617,Zeichen::N,пас,signe
618,Zeichen::N,zīme,signe
619,Ruf::N,чукӧстчӧм,cri
620,Ruf::N,чукӧстчӧм,appel
621,Ruf::N,корӧм,cri
622,Ruf::N,корӧм,appel
623,Ruf::N,sauciens,cri
624,Ruf::N,sauciens,appel
625,Lärm::N,шы,bruit
626,Lärm::N,зык,bruit
627,Lärm::N,зычитӧм,bruit
628,Lärm::N,troksnis,bruit
629,Laut::N,шы,son
630,Laut::N,skaņa,son
631,Ton::N,шы,ton
632,Ton::N,tonis,ton
633,Lied::N,сьылан,chant
634,Lied::N,сьылан,chanson
635,Lied::N,сьыланкыв,chant
636,Lied::N,сьыланкыв,chanson
637,Lied::N,dziesma,chant
638,Lied::N,dziesma,chanson
639,Ruhe::N,чӧв,calme
640,Ruhe::N,чӧв,tranquillité
641,Ruhe::N,miers,calme
642,Ruhe::N,miers,tranquillité
643,Leute::N,йӧз,gens
644,Leute::N,войтыр,gens
645,Leute::N,ļaudis,gens
646,Leute::N,cilvēki,gens
647,Volk::N,йӧз,peuple
648,Volk::N,войтыр,peuple
649,Volk::N,tauta,peuple
650,Arbeit::N,удж,travail
651,Arbeit::N,darbs,travail
652,Gast::N,гӧсть,hôte
653,Gast::N,гӧсть,invité
654,Gast::N,viešņa,hôte
655,Gast::N,viešņa,invité
656,Gast::N,ciemiņš,hôte
657,Gast::N,ciemiņš,invité
658,Geschenk::N,козин,cadeau
659,Geschenk::N,козин,présent
660,Geschenk::N,dāvana,cadeau
661,Geschenk::N,dāvana,présent
662,Spiel::N,ворсан,jeu
663,Spiel::N,rotaļa,jeu
664,Gesellschaft::N,котыр,compagnie
665,Gesellschaft::N,biedrība,compagnie
666,Gesellschaft::N,kompānija,compagnie
667,Hilfe::N,отсӧг,aide
668,Hilfe::N,отсӧг,secours
669,Hilfe::N,palīdzība,aide
670,Hilfe::N,palīdzība,secours
671,Freund::N,ёрт,ami
672,Freund::N,draugs,ami
673,Kamerad::N,ёрт,copain
674,Kamerad::N,ёрт,camarade
675,Kamerad::N,biedrs,copain
676,Kamerad::N,biedrs,camarade
677,Angelegenheit::N,мог,affaire
678,Angelegenheit::N,делӧ,affaire
679,Angelegenheit::N,darīšana,affaire
680,Anzahl::N,лыд,nombre
681,Anzahl::N,тшӧт,nombre
682,Anzahl::N,skaits,nombre
683,Anzahl::N,daudzums,nombre
684,Art::N,сикас,sorte
685,Art::N,сикас,espèce
686,Art::N,suga,sorte
687,Art::N,suga,espèce
688,Art::N,šķira,sorte
689,Art::N,šķira,espèce
690,Stück::N,тор,morceau
691,Stück::N,gabals,morceau
692,Teil::N,юкӧн,part
693,Teil::N,юкӧн,partie
694,Teil::N,daļa,part
695,Teil::N,daļa,partie
696,Hälfte::N,пӧв,moitié
697,Hälfte::N,джын,moitié
698,Hälfte::N,puse,moitié
699,Kreis::N,кытш,cercle
700,Kreis::N,aplis,cercle
701,Kreis::N,riņķis,cercle
702,Kreuz::N,перна,croix
703,Kreuz::N,крест,croix
704,Kreuz::N,krusts,croix
705,Linie::N,визь,ligne
706,Linie::N,līnija,ligne
707,Strich::N,визь,trait
708,Strich::N,svītra,trait
709,Abstand::N,кост,écart
710,Abstand::N,коласт,écart
711,Abstand::N,atstarpe,écart
712,Entfernung::N,ылна,distance
713,Entfernung::N,attālums,distance
714,Entfernung::N,atstatums,distance
715,Gegend::N,му-ва,région
716,Gegend::N,му-ва,contrée
717,Gegend::N,apvidus,région
718,Gegend::N,apvidus,contrée
719,Gegend::N,apgabals,région
720,Gegend::N,apgabals,contrée
721,Platz::N,ылдӧс,place
722,Platz::N,йир,place
723,Platz::N,гӧгӧртас,place
724,Platz::N,vieta,place
725,Ort::N,ин,lieu
726,Ort::N,ин,endroit
727,Ort::N,места,lieu
728,Ort::N,места,endroit
729,Ort::N,vieta,lieu
730,Ort::N,vieta,endroit
731,Seite::N,бок,côté
732,Seite::N,ӧтарладор,côté
733,Seite::N,sāns,côté
734,Mitte::N,шӧр,milieu
735,Mitte::N,vidus,milieu
736,Gegenstand::N,кӧлуй,objet
737,Gegenstand::N,priekšmets,objet
738,Sache::N,добра,chose
739,Sache::N,lieta,chose
740,Rand::N,дор,bord
741,Rand::N,mala,bord
742,Rand::N,apmale,bord
743,Kante::N,дор,arête
744,Kante::N,šķautne,arête
745,Ecke::N,пельӧс,coin
746,Ecke::N,пельӧс,tournant
747,Ecke::N,kakts,coin
748,Ecke::N,kakts,tournant
749,Ecke::N,stūris,coin
750,Ecke::N,stūris,tournant
751,Spitze::N,йыв,cime
752,Spitze::N,йыв,pointe
753,Spitze::N,smaile,cime
754,Spitze::N,smaile,pointe
755,Spitze::N,galotne,cime
756,Spitze::N,galotne,pointe
757,Ende::N,пом,bout
758,Ende::N,gals,bout
759,Ende::N,uzgalis,bout
760,Loch::N,розь,trou
761,Loch::N,caurums,trou
762,Winkel::N,пельӧс,coin
763,Winkel::N,пельӧс,réduit
764,Winkel::N,leņķis,coin
765,Winkel::N,leņķis,réduit
766,Muster::N,сер,dessin
767,Muster::N,piemērs,dessin
768,Größe::N,ыджда,grandeur
769,Größe::N,lielums,grandeur
770,Länge::N,кузьта,longueur
771,Länge::N,garums,longueur
772,Höhe::N,джуджда,hauteur
773,Höhe::N,джуджда,altitude
774,Höhe::N,augstums,hauteur
775,Höhe::N,augstums,altitude
776,Gewicht::N,сьӧкта,poids
777,Gewicht::N,сьӧкталун,poids
778,Gewicht::N,svars,poids
779,Gewicht::N,smagums,poids
780,Menge::N,лун,quantité
781,Menge::N,числӧ,quantité
782,Menge::N,masa,quantité
783,Menge::N,daudzums,quantité
784,Haufen::N,чукӧр,tas
785,Haufen::N,čupa,tas
786,Haufen::N,grēda,tas
787,Haufen::N,kaudze,tas
788,Reihe::N,рад,file
789,Reihe::N,рад,rangée
790,Reihe::N,rinda,file
791,Reihe::N,rinda,rangée
792,Reihe::N,virkne,file
793,Reihe::N,virkne,rangée
794,Boot::N,пыж,canot
795,Boot::N,пыж,bateau
796,Boot::N,laiva,canot
797,Boot::N,laiva,bateau
798,Ruder::N,пелыс,rame
799,Ruder::N,пелыс,aviron
800,Ruder::N,ӧпаснӧй,rame
801,Ruder::N,ӧпаснӧй,aviron
802,Ruder::N,airis,rame
803,Ruder::N,airis,aviron
804,Ruder::N,irklis,rame
805,Ruder::N,irklis,aviron
806,Schlitten::N,дадь,traîneau
807,Schlitten::N,ragavas,traîneau
808,Ski::N,лызь,ski
809,Ski::N,slēpe,ski
810,Lagerfeuer::N,бипур,feu de camp
811,Lagerfeuer::N,ugunskurs,feu de camp
812,Last::N,сьӧкыдтор,charge
813,Last::N,сьӧкыдтор,fardeau
814,Last::N,krava,charge
815,Last::N,krava,fardeau
816,Gang::N,мунӧм,tour
817,Gang::N,мунӧм,marche
818,Gang::N,ветлӧм,tour
