,Concept_ID,ar,hi
316,Falle::N,مصيدة,जाल
317,Falle::N,مصيدة,फँदा
318,Schlinge::N,عروة,फँदा
319,Spur::N,أثر,सुराग़
320,Spur::N,أثر,पद-चिह्न
321,Asche::N,رماد,राख
322,Dreck::N,قذر,मैल
323,Dreck::N,قذر,गंदगी
324,Eisen::N,حديد,लोहा
325,Gold::N,ذهب,सोना
326,Gold::N,ذهب,स्वर्ण
327,Silber::N,فضة,रजत
328,Silber::N,فضة,चाँदी
329,Kohle::N,فحم,कोयला
330,Glas::N,زجاج,काँच
331,Lehm::N,طين,चिकनी मिट्टी
332,Sand::N,رمل,रेत
333,Sand::N,رمل,बालू
334,Mensch::N,إنسان,मानव
335,Mensch::N,إنسان,इनसान
336,Mensch::N,إنسان,मनुष्य
337,Mann::N,رجل,आदमी
338,Mann::N,رجل,पुरुष
339,Frau::N,امرأة,औरत
340,Frau::N,امرأة,महिला
341,Frau::N,امرأة,स्त्री
342,Kind::N,طفل,बाल
343,Kind::N,طفل,बच्चा
344,Junge::N,ولد,लड़का
345,Mädchen::N,بنت,लड़की
346,Mädchen::N,بنت,कुमारी
347,Familie::N,عائلة,परिवार
348,Großvater::N,جد,दादा
349,Großmutter::N,جدة,नानी
350,Eltern::N,أبوان,माँ-बाप
351,Eltern::N,أبوان,माता-पिता
352,Eltern::N,والدان,माँ-बाप
353,Eltern::N,والدان,माता-पिता
354,Vater::N,أب,बाप
355,Vater::N,أب,पिता
356,Mutter::N,أم,माँ
357,Mutter::N,أم,माता
358,Sohn::N,إبن,बेटा
359,Sohn::N,إبن,पुत्र
360,Tochter::N,بنت,बेटी
361,Tochter::N,بنت,पुत्री
362,Tochter::N,إبنة,बेटी
363,Tochter::N,إبنة,पुत्री
364,Bruder::N,أخ,भाई
365,Bruder::N,أخ,भ्राता
366,Bruder::N,شقيق,भाई
367,Bruder::N,شقيق,भ्राता
368,Schwester::N,أخت,बहन
369,Schwester::N,أخت,भगिनी
370,Onkel::N,عم,ताऊ
371,Onkel::N,عم,काका
372,Tante::N,عمة,बूआ
373,Tante::N,عمة,फूफी
374,Tante::N,عمة,ख़ाला
375,Ehemann::N,زوج,पति
376,Ehemann::N,زوج,शौहर
377,Ehefrau::N,زوجة,बीवी
378,Freude::N,فرح,आनंद
379,Freude::N,فرح,प्रसन्नता
380,Freude::N,سرور,आनंद
381,Freude::N,سرور,प्रसन्नता
382,Gelächter::N,قهقهة,हँसी
383,Gelächter::N,قهقهة,क़हक़हा
384,Glück::N,سعادة,आनंद
385,Glück::N,سعادة,ख़ुशी
386,Kummer::N,غم,शोक
387,Kummer::N,غم,दुःख
388,Wunsch::N,منية,इच्छा
389,Wunsch::N,منية,अभिलाषा
390,Lust::N,شهوة,चाह
391,Lust::N,شهوة,कामना
392,Geist::N,روح,जान
393,Geist::N,روح,प्राण
394,Gedanke::N,فكرة,विचार
395,Gedächtnis::N,ذاكرة,याददाश्त
396,Gedächtnis::N,ذاكرة,स्मरण-शक्ति
397,Verstand::N,عقل,समझ
398,Verstand::N,عقل,अक़्ल
399,Verstand::N,عقل,बुद्धि
400,Sinn::N,معنى,अर्थ
401,Grund::N,سبب,वजह
402,Grund::N,سبب,कारण
403,Wahrheit::N,حقيقة,सत्य
404,Wahrheit::N,حقيقة,सच्चाई
405,Gespräch::N,محادثة,चर्चा
406,Gespräch::N,محادثة,वार्ता
407,Gespräch::N,محادثة,बात-चीत
408,Märchen::N,خرافة,क़िस्सा
409,Erzählung::N,قصة,कथा
410,Erzählung::N,قصة,कहानी
411,Erzählung::N,حكاية,कथा
412,Erzählung::N,حكاية,कहानी
413,Nachricht::N,خبر,सूचना
414,Nachricht::N,خبر,समाचार
415,Neuigkeit::N,خبر جديد,ख़बर
416,Neuigkeit::N,خبر جديد,समाचार
417,Name::N,اسم,नाम
418,Rätsel::N,لغز,पहेली
419,Rede::N,خطبة,वचन
420,Rede::N,خطبة,भाषण
421,Sprache::N,لغة,भाषा
422,Sprache::N,لغة,ज़बान
423,Stimme::N,صوت,स्वर
424,Stimme::N,صوت,आवाज़
425,Wort::N,كلمة,शब्द
426,Wort::N,كلمة,लफ़्ज़
427,Zeichen::N,رمز,निशान
428,Zeichen::N,إشارة,निशान
429,Ruf::N,نداء,पुकार
430,Ruf::N,نداء,आह्वान
431,Lärm::N,صخب,शोर
432,Lärm::N,صخب,हुल्लड़
433,Lärm::N,ضجة,शोर
434,Lärm::N,ضجة,हुल्लड़
435,Laut::N,صوت,स्वर
436,Laut::N,صوت,ध्वनि
437,Ton::N,نغمة,सुर
438,Ton::N,نغمة,स्वर
439,Lied::N,أغنية,गीत
440,Ruhe::N,هدوء,आराम
441,Ruhe::N,هدوء,ख़ामोशी
442,Leute::N,ناس,लोग
443,Volk::N,شعب,क़ौम
444,Volk::N,شعب,प्रजा
445,Arbeit::N,عمل,काम
446,Gast::N,ضيف,अतिथि
447,Gast::N,ضيف,मेहमान
448,Geschenk::N,هدية,उपहार
449,Geschenk::N,هدية,तोहफ़ा
450,Spiel::N,لعب,खेल
451,Spiel::N,لعب,क्रीड़ा
452,Gesellschaft::N,صحبة,साथ
453,Hilfe::N,عون,मदद
454,Hilfe::N,عون,सहायता
455,Hilfe::N,مساعدة,मदद
456,Hilfe::N,مساعدة,सहायता
457,Freund::N,صديق,मित्र
458,Kamerad::N,زميل,साथी
459,Kamerad::N,زميل,कामरेड
460,Angelegenheit::N,أمر,बात
461,Angelegenheit::N,أمر,मामला
462,Angelegenheit::N,شأن,बात
463,Angelegenheit::N,شأن,मामला
464,Anzahl::N,عدد,तादाद
465,Anzahl::N,عدد,संख्या
466,Art::N,نوع,तरह
467,Art::N,نوع,क़िस्म
468,Stück::N,قطعة,फाँक
469,Stück::N,قطعة,टुकड़ा
470,Teil::N,قسم,भाग
471,Teil::N,قسم,हिस्सा
472,Hälfte::N,نصف,अर्धभाग
473,Kreis::N,دائرة,चक्कर
474,Kreuz::N,صليب,सलीब
475,Kreuz::N,صليب,क्रूस
476,Linie::N,خط,लाइन
477,Strich::N,شرطة,लकीर
478,Abstand::N,مسافة,अंतर
479,Abstand::N,مسافة,फ़ासला
480,Entfernung::N,بعد,दूरी
481,Entfernung::N,بعد,फ़ासला
482,Gegend::N,ناحية,इलाक़ा
483,Platz::N,فراغ,जगह
484,Platz::N,فراغ,स्थान
485,Ort::N,مكان,स्थल
486,Ort::N,مكان,स्थान
487,Seite::N,جانب,ओर
488,Seite::N,جانب,तरफ़
489,Mitte::N,وسط,बीच
490,Mitte::N,وسط,मध्य
491,Gegenstand::N,موضوع,चीज़
492,Gegenstand::N,موضوع,पदार्थ
493,Sache::N,شيء,चीज़
494,Sache::N,شيء,वस्तु
495,Rand::N,حافة,छोर
496,Rand::N,حافة,उपांत
497,Kante::N,حافة,कोर
498,Kante::N,حافة,किनारा
499,Ecke::N,ركن,कोना
500,Ecke::N,ركن,नुक्कड़
501,Spitze::N,سن,नोक
502,Ende::N,طرف,छोर
503,Ende::N,طرف,सिरा
504,Loch::N,ثقب,छेद
505,Loch::N,ثقب,सूराख़
506,Winkel::N,زاوية,कोण
507,Winkel::N,زاوية,कोना
508,Muster::N,عينة,नमूना
509,Muster::N,عينة,डिज़ाइन
510,Größe::N,حجم,परिमाण
511,Größe::N,حجم,विस्तार
512,Länge::N,طول,लंबाई
513,Höhe::N,علو,ऊँचाई
514,Höhe::N,علو,उच्चता
515,Höhe::N,ارتفاع,ऊँचाई
516,Höhe::N,ارتفاع,उच्चता
517,Gewicht::N,وزن,भार
518,Gewicht::N,وزن,वज़न
519,Menge::N,كمية,मात्रा
520,Haufen::N,كوم,ढेर
521,Haufen::N,كوم,अंबार
522,Reihe::N,صف,क़तार
523,Reihe::N,صف,पंक्ति
524,Boot::N,قارب,नाव
525,Boot::N,قارب,नौका
526,Boot::N,زورق,नाव
527,Boot::N,زورق,नौका
528,Ruder::N,مجذاف,चप्पू
529,Schlitten::N,مزلقة,बर्फ़-गाड़ी
530,Ski::N,زلاجة,स्की
531,Lagerfeuer::N,نار المخيم,अलाव
532,Lagerfeuer::N,نار المخيم,कैंप-फ़ायर
533,Last::N,حمل,भार
534,Gang::N,مشية,चाल
535,Schritt::N,خطوة,डग
536,Schritt::N,خطوة,क़दम
537,Norden::N,شمال,उत्तर
538,Süden::N,جنوب,दक्खिन
539,Westen::N,غرب,पश्चिम
540,Osten::N,شرق,पूरब
541,Holz::N,خشب,काठ
542,Holz::N,خشب,काष्ठ
543,Brett::N,لوح,पटरा
544,Brett::N,لوح,तख़्ता
545,Platte::N,صفيحة,फलक
546,Platte::N,صفيحة,तख़्ता
547,Stütze::N,سند,टेक
548,Stütze::N,سند,थूनी
549,Stütze::N,دعامة,टेक
550,Stütze::N,دعامة,थूनी
551,Stange::N,عود,छड़
552,Stange::N,عود,बाँस
553,Stock::N,عصا,लाठी
554,Stab::N,قضيب,लग्गा
555,Rohr::N,أنبوبة,नल
556,Haus::N,دار,घर
557,Haus::N,دار,मकान
558,Haus::N,بيت,घर
559,Haus::N,بيت,मकान
560,Heim::N,بيت,घर
561,Heim::N,بيت,गृह
562,Heim::N,مسكن,घर
563,Heim::N,مسكن,गृह
564,Ofen::N,مدفأة,चूल्हा
565,Fußboden::N,أرضية,फ़र्श
566,Tisch::N,مائدة,मेज़
567,Stuhl::N,كرسي,कुरसी
568,Wiege::N,مهد,पालना
569,Wiege::N,مهد,हिंडोला
570,Bett::N,سرير,खाट
571,Bett::N,سرير,पलंग
572,Regal::N,رف,शेल्फ़
573,Kiste::N,صندوق,पेटी
574,Kiste::N,صندوق,डिब्बा
575,Fenster::N,شباك,खिड़की
576,Fenster::N,نافذة,खिड़की
577,Tür::N,باب,द्वार
578,Tür::N,باب,दरवाज़ा
579,Tor::N,بوابة,फाटक
580,Zaun::N,سياج,बाड़ा
581,Dach::N,سطح,छत
582,Dach::N,سطح,छप्पर
583,Leiter::N,سلم,सीढ़ी
584,Besen::N,مكنسة,झाड़ू
585,Besen::N,مكنسة,बुहारी
586,Spaten::N,مسحاة,कुदाल
587,Schaufel::N,مجرفة,बेलचा
588,Schaufel::N,مجرفة,फावड़ा
589,Gabel::N,شوكة,काँटा
590,Löffel::N,ملعقة,चम्मच
591,Messer::N,سكين,छुरा
592,Messer::N,سكين,चाक़ू
593,Nagel::N,مسمار,कील
594,Nagel::N,مسمار,मेख़
595,Netz::N,شبكة,जाल
596,Haken::N,خطاف,अंकुश
597,Haken::N,صنارة,अंकुश
598,Griff::N,قبضة,मूठ
599,Griff::N,قبضة,हत्था
600,Schloss::N,قفل,ताला
601,Bild::N,صورة,चित्र
602,Figur::N,تمثال,मूर्ति
603,Puppe::N,دمية,पुतली
604,Puppe::N,دمية,गुड़िया
605,Beutel::N,كيس,झोला
606,Bündel::N,ربطة,पुलिंदा
607,Tasche::N,شنطة,बेग
608,Tasche::N,شنطة,बस्ता
609,Tasche::N,محفظة,बेग
610,Tasche::N,محفظة,बस्ता
611,Eimer::N,سطل,बाल्टी
612,Eimer::N,جردل,बाल्टी
613,Deckel::N,سداد,ढक्कन
614,Geschirr::N,أوان,बरतन-भाँड़े
615,Sack::N,زكيبة,बोरा
616,Tasse::N,فنجان,प्याला
617,Topf::N,قدر,देग़चा
618,Topf::N,طنجرة,देग़चा
619,Kessel::N,قدر,देग़
620,Kessel::N,قدر,बटलोई
621,Kessel::N,غلاية,देग़
622,Kessel::N,غلاية,बटलोई
623,Essen::N,طعام,खाना
624,Nahrung::N,غذاء,भोजन
625,Speise::N,أكل,खाना
626,Speise::N,أكل,व्यंजन
627,Fleisch::N,لحم,मांस
628,Fleisch::N,لحم,गोश्त
629,Getreide::N,حبوب,अनाज
630,Brei::N,عصيدة,भरता
631,Brei::N,عصيدة,दलिया
632,Brot::N,خبز,रोटी
633,Scheibe::N,شريحة,कतला
634,Fett::N,سمن,वसा
635,Fett::N,سمن,चरबी
636,Butter::N,زبدة,मक्खन
637,Öl::N,زيت,तेल
638,Salz::N,ملح,नमक
639,Suppe::N,حساء,सूप
640,Suppe::N,حساء,शोरबा
641,Suppe::N,شربة,सूप
642,Suppe::N,شربة,शोरबा
643,Honig::N,عسل,शहद
644,Milch::N,حليب,दूध
645,Tee::N,شاي,चाय
646,Leder::N,جلد,चमड़ा
647,Wolle::N,صوف,ऊन
648,Stoff::N,قماش,कपड़ा
649,Nadel::N,إبرة,सूई
650,Faden::N,خيط,डोरा
651,Knopf::N,زر,बटन
652,Knopf::N,زر,घुंडी
653,Knoten::N,عقدة,गाँठ
654,Knoten::N,عقدة,गुत्थी
655,Farbe::N,صبغة,रंग
656,Farbe::N,صبغة,वर्ण
657,Kleidung::N,ملابس,पहनावा
658,Hemd::N,قميص,कुरता
659,Hemd::N,قميص,क़मीज़
660,Kragen::N,ياقة,गरदनी
661,Kragen::N,ياقة,गरेबान
662,Ärmel::N,كم,आस्तीन
663,Hose::N,سروال,पैंट
664,Hose::N,سروال,पतलून
665,Hose::N,بنطلون,पैंट
666,Hose::N,بنطلون,पतलून
667,Gürtel::N,حزام,पेटी
668,Gürtel::N,حزام,मेखला
669,Mütze::N,طاقية,टोपी
670,Schuh::N,حذاء,जूता
671,Stiefel::N,جزمة,बूट
672,Stiefel::N,حذاء طويل,बूट
673,Ring::N,حلقة,अँगूठी
674,Band::N,شريط,पट्टी
675,Kamm::N,مشط,कंघी
676,Spiegel::N,مرآة,आईना
677,Spiegel::N,مرآة,दर्पण
678,Riemen::N,سير,तसमा
679,Riemen::N,سير,पट्टा
680,Schnur::N,حبل,डोरी
681,Schnur::N,حبل,सुतली
682,Schnur::N,دوبارة,डोरी
683,Schnur::N,دوبارة,सुतली
684,Leine::N,قيد,रस्सी
685,Decke::N,بطانية,रज़ाई
686,Kissen::N,وسادة,तकिया
687,Kissen::N,وسادة,गाद्दा
688,Tuch::N,منديل,रूमाल
689,Tuch::N,منديل,वस्त्र
690,Handtuch::N,فوطة,अँगोछा
691,Handtuch::N,منشفة,अँगोछा
692,Kraft::N,قدرة,ज़ोर
693,Kraft::N,قدرة,शक्ति
694,Stärke::N,قوة,बल
695,Stärke::N,قوة,ताक़त
696,Gesundheit::N,صحة,स्वास्थ्य
697,Gesundheit::N,صحة,तंदुरुस्ती
698,Krankheit::N,مرض,रोग
699,Krankheit::N,مرض,बीमारी
700,Schmerz::N,ألم,दर्द
701,Schmerz::N,ألم,पीड़ा
702,Schmerz::N,وجع,दर्द
703,Schmerz::N,وجع,पीड़ा
704,Wunde::N,جرح,घाव
705,Wunde::N,جرح,ज़ख़्म
706,Fieber::N,حمى,ज्वर
707,Fieber::N,حمى,बुख़ार
708,Arznei::N,دواء,दवा
709,Arznei::N,دواء,औषाधि
710,Brücke::N,جسر,पुल
711,Brücke::N,جسر,सेतु
712,Brunnen::N,بئر,कुआँ
713,Weide::N,مرعى,चरागाह
714,Pfad::N,درب,पथ
715,Pfad::N,درب,पगडंडी
716,Weg::N,سكة,मार्ग
717,Straße::N,طريق,राह
718,Straße::N,طريق,रास्ता
719,Dorf::N,قرية,गाँव
720,Dorf::N,قرية,ग्राम
721,Stadt::N,مدينة,शहर
722,Brief::N,خطاب,ख़त
723,Brief::N,خطاب,पत्र
724,Brief::N,خطاب,चिट्ठी
725,Brief::N,مكتوب,ख़त
726,Brief::N,مكتوب,पत्र
727,Brief::N,مكتوب,चिट्ठी
728,Buch::N,كتاب,किताब
729,Buch::N,كتاب,पुस्तक
730,Buchstabe::N,حرف,अक्षर
731,Zeitung::N,جريدة,अख़बार
732,Zeitung::N,جريدة,समाचार-पत्र
733,Leben::N,عيش,जीवन
734,Leben::N,عيش,ज़िंदगी
735,Leben::N,حياة,जीवन
736,Leben::N,حياة,ज़िंदगी
737,Tod::N,موت,मौत
738,Tod::N,موت,मृत्यु
739,Tod::N,وفاة,मौत
740,Tod::N,وفاة,मृत्यु
741,Grab::N,قبر,क़ब्र
742,Kirche::N,كنيسة,चर्च
743,Kirche::N,كنيسة,गिरजा
744,Sünde::N,خطيئة,पाप
745,Sünde::N,خطيئة,गुनाह
746,Gott::N,إله,देव
747,Gott::N,إله,ईश्वर
