,Concept_ID,hu,ce
809,vierzig::NUM,negyven,шовзткъа
810,fünfzig::NUM,ötven,шовзткъе итт
811,sechzig::NUM,hatvan,кхузткъа
812,siebzig::NUM,hetven,кхузткъе итт
813,achtzig::NUM,nyolcvan,дезткъа
814,neunzig::NUM,kilencven,дезткъе итт
815,hundert::NUM,száz,бӏе
816,tausend::NUM,ezer,эзар
817,und::CNJ,és,a
818,und::CNJ,meg,a
819,oder::CNJ,vagy,я
820,stehen::V,áll,латта
821,sitzen::V,ül,хиъна ӏан
822,liegen::V,fekszik,ӏилла
823,hängen::V,függ,кхаза
824,werden::V,lesz,хила
825,passieren::V,történik,хила
826,beginnen::V,kezdődik,доло
827,enden::V,végződik,дӏадерза
828,enden::V,befejeződik,дӏадерза
829,wechseln::V,változik,хийца
830,aufgehen[Sonne]::V,kel,кхета
831,untergehen[Sonne]::V,lemegy,чубуза
832,scheinen[Sonne]::V,süt,серло яла
833,donnern::V,dörög,къекъа
834,wehen::V,fúj,хьекха
835,strömen::V,áramlik,эха
836,fließen::V,folyik,охьаэха
837,sich drehen::V,forog,хьийза
838,schwanken::V,inog,леста
839,schwanken::V,ingadozik,леста
840,schwingen::V,leng,лесто
841,fallen::V,esik,охьакхета
842,brennen::V,ég,дага
843,rauchen::V,füstöl,оза
844,regnen::V,esik,догlа догlу
845,gefrieren::V,megfagy,гӏоро
846,tauen::V,olvad,даша
847,schmelzen::V,olvad,лала
848,schmelzen::V,elolvad,лала
849,trocknen::V,szárad,дакъо
850,sieden::V,forr,кхехка
851,faulen::V,rothad,дахкадала
852,verfaulen::V,elrothad,дахкадала
853,verfaulen::V,megrothad,дахкадала
854,reißen::V,szakad,хеда
855,versinken::V,süllyed,хичудаха
856,versinken::V,elsüllyed,хичудаха
857,vergehen::V,múlik,дlаэха
858,vergehen::V,elmúlik,дlаэха
859,erscheinen::V,feltűnik,схьадала
860,erscheinen::V,feltűnik,ӏоттадала
861,erscheinen::V,megjelenik,схьадала
862,erscheinen::V,megjelenik,ӏоттадала
863,verschwinden::V,letűnik,къайладала
864,sinken::V,süllyed,лахдала
865,abnehmen::V,apad,
866,abnehmen::V,csökken,
867,zunehmen::V,növekszik,лакхадала
868,zunehmen::V,gyarapszik,лакхадала
869,steigen::V,emelkedik,хьаладала
870,wachsen::V,nő,кхиа
871,wachsen::V,terem,кхиа
872,wachsen::V,növekszik,кхиа
873,glänzen::V,ragyog,лепа
874,glänzen::V,fénylik,лепа
875,funkeln::V,csillog,къега
876,funkeln::V,tündöklik,къега
877,lärmen::V,lármázik,гӏовгӏаян
878,läuten::V,cseng,детта
879,klingeln::V,csenget,дека
880,klirren::V,csörömpöl,дека
881,brausen::V,zúg,хьаьдда даха
882,brausen::V,morajlik,хьаьдда даха
883,rauschen::V,zúg,леста
884,klingen::V,hangzik,дека
885,bellen::V,ugat,лета
886,heulen::V,bőg,угӏа
887,heulen::V,üvölt,угӏа
888,blasen::V,fúj,хӏуп баха
889,pfeifen::V,fütyül,шок етта
890,schreien::V,kiált,мохь бетта
891,schreien::V,kiabál,мохь бетта
892,stöhnen::V,nyög,узарш дан
893,zittern::V,remeg,дега
894,zittern::V,reszket,дега
895,leben::V,él,даха
896,geboren werden::V,születik,хила
897,atmen::V,lélegzik,садеӏа
898,trinken::V,iszik,мала
899,essen::V,eszik,кхалла
900,schlucken::V,nyel,къурдбан
901,müde werden::V,elfárad,кӏаддала
902,müde werden::V,kifárad,кӏаддала
903,einschlafen::V,elalszik,наб кхета
904,schlafen::V,alszik,вижа
905,schlafen::V,alszik,наб ян
906,schlafen::V,alszik,дижина хила
907,aufwachen::V,felébred,самадала
908,aufstehen::V,felkel,гӏатта
909,sich erholen::V,pihen,садаӏа
910,krank werden::V,megbetegedik,цомгуш хила
911,krank werden::V,belebetegszik,цомгуш хила
912,krank sein::V,betegeskedik,цомгуш хила
913,schmerzen::V,fáj,лаза
914,schmerzen::V,fáj,ӏийжа
915,husten::V,köhög,йовхарш етта
916,genesen::V,meggyógyul,тадала
917,sterben::V,hal,дала
918,umkommen::V,elpusztul,хӏаллакхила
919,sich bewegen::V,mozog,лела
920,sich rühren::V,mozdul,меттахъхьен
921,sich erheben::V,feláll,хьалагlатта
922,sich erheben::V,felemelkedik,хьалагlатта
923,sich setzen::V,ül,хаа
924,sich setzen::V,leül,хаа
925,hinfallen::V,bukik,дожа
926,hinfallen::V,bukik,охьакхета
927,hinfallen::V,elesik,дожа
928,hinfallen::V,elesik,охьакхета
929,laufen::V,jár,вада
930,laufen::V,jár,хьада
931,schreiten::V,lép,болар дан
932,schreiten::V,lép,ког баккха
933,spazierengehen::V,sétál,доладала
934,eilen::V,siet,сихдала
935,sich beeilen::V,siet,сихдала
936,sausen::V,robog,
937,rennen::V,fut,дада
938,rennen::V,szalad,дада
939,springen::V,ugrik,ирхкхийсадала
940,klettern::V,kúszik,тӏедийла
941,schaukeln::V,hintázik,техко
942,kriechen::V,kúszik,такха
943,schwimmen::V,úszik,некадан
944,tauchen::V,merül,чулелха
945,rudern::V,evez,дига лело
946,rudern::V,evez,кема лело
947,fahren::V,jár,хахка
948,fahren::V,megy,хахка
949,fahren::V,utazik,хахка
950,fliegen::V,száll,тӏемадала
951,gehen::V,megy,лeла
952,weggehen::V,elmegy,дӏадаха
953,abfahren::V,indul,дӏадаха
954,anhalten::V,megáll,саца
955,hineingehen::V,bemegy,чудала
956,eintreten::V,belép,чудала
957,kommen::V,jön,кхача
958,kommen::V,jön,дӏакхача
959,kommen::V,jön,схьакхача
960,ankommen::V,érkezik,кхача
961,ankommen::V,érkezik,схьакхача
962,ankommen::V,megérkezik,кхача
963,ankommen::V,megérkezik,схьакхача
964,zurückkommen::V,visszajön,юхада
965,bleiben::V,marad,диса
966,bleiben::V,megmarad,диса
967,warten::V,vár,хьежа
968,warten::V,vár,cобар дан
969,warten::V,várakozik,хьежа
970,warten::V,várakozik,cобар дан
971,erwarten::V,vár,хьоьжуш ӏан
972,erwarten::V,megvár,хьоьжуш ӏан
973,suchen::V,kutat,леха
974,finden::V,talál,каро
975,versuchen::V,megpróbál,дан хьажа
976,versuchen::V,megkísérel,дан хьажа
977,vorbereiten::V,előkészít,кечъян
978,lieben::V,szeret,деза
979,mögen::V,szeret,безамхила
980,lachen::V,nevet,дела
981,rühren::V,mozdít,хьедан
982,weinen::V,sír,делха
983,schimpfen::V,szid,чехо
984,schimpfen::V,szitkozódik,чехо
985,sich ärgern::V,mérgelődik,оьгӏазъэха
986,sich ärgern::V,bosszankodik,оьгӏазъэха
987,sich fürchten::V,fél,кхера
988,sich fürchten::V,retteg,кхера
989,fürchten::V,fél,кхера
990,fliehen::V,menekül,дӏадада
991,flüchten::V,elmenekül,дӏадада
992,sehen::V,néz,ган
993,anschauen::V,megnéz,хьажа
994,anschauen::V,megnéz,хьежа
995,ansehen::V,néz,хьовса
996,ansehen::V,ránéz,хьовса
997,ansehen::V,megnéz,хьовса
998,hören::V,hall,хаза
999,zuhören::V,hallgat,ладогӏа
1000,zuhören::V,meghallgat,ладогӏа
1001,probieren::V,kóstol,хьажа
1002,probieren::V,megkóstol,хьажа
1003,riechen::V,szagol,хьожа яха
1004,fühlen::V,érez,хаадала
1005,scheinen::V,tűnik,мотта
1006,scheinen::V,látszik,мотта
1007,zu sehen sein::V,mutatkozik,гуш хила
1008,vernehmen::V,hall,бартхатта
1009,frieren::V,fázik,гӏоро
1010,tun::V,csinál,дан
1011,tun::V,cselekszik,дан
1012,können::V,tud,дадала
1013,wollen::V,akar,тӏергӏа
1014,anfangen::V,kezd,доло
1015,beenden::V,befejez,довла
1016,aufhören::V,megszűnik,саца
1017,gelingen::V,sikerül,кадала
1018,geraten::V,kerül,хила
1019,geraten::V,jut,хила
1020,öffnen::V,nyit,дӏаделла
1021,öffnen::V,nyit,схьаделла
1022,öffnen::V,kinyit,дӏаделла
1023,öffnen::V,kinyit,схьаделла
1024,schließen::V,csuk,къовла
1025,schließen::V,csuk,дӏачӏагӏа
1026,schließen::V,becsuk,къовла
1027,schließen::V,becsuk,дӏачӏагӏа
1028,stellen::V,állít,хlотто
1029,stellen::V,helyez,хlотто
1030,setzen::V,ültet,дийгӏа
1031,setzen::V,helyez,дийгӏа
1032,legen::V,tesz,охьадилла
1033,legen::V,fektet,охьадилла
1034,berühren::V,érint,хьедан
1035,verbinden::V,beköt,вовшахтаса
1036,verbinden::V,összeköt,вовшахтаса
1037,bedecken::V,betakar,тилла
1038,bedecken::V,betakar,тӏетаса
1039,bedecken::V,beborít,тилла
1040,bedecken::V,beborít,тӏетаса
1041,aufhängen::V,felakaszt,хьалаолла
1042,anzünden::V,gyújt,лато
1043,anzünden::V,meggyújt,лато
1044,aufheben::V,felemel,айа
1045,zurücklassen::V,hátrahagy,дита
1046,verlieren::V,veszít,дайа
1047,verlieren::V,elveszít,дайа
1048,fallen lassen::V,elejt,охьадожо
1049,machen::V,tesz,дан
1050,machen::V,csinál,дан
1051,herstellen::V,gyárt,дан
1052,herstellen::V,előállít,дан
1053,bauen::V,épít,гӏишлоян
1054,reparieren::V,javít,тадан
1055,reparieren::V,kijavít,тадан
1056,reparieren::V,megjavít,тадан
1057,verbessern::V,megjavít,нисдан
1058,ändern::V,változtat,хийца
1059,ändern::V,megváltoztat,хийца
1060,graben::V,ás,ахка
1061,beugen::V,meghajt,сатто
1062,biegen::V,hajlít,сатто
1063,drehen::V,forgat,хьовзо
1064,wenden::V,fordít,
1065,wenden::V,megfordít,
1066,umdrehen::V,megfordít,хьовзo
1067,umdrehen::V,megforgat,хьовзo
1068,heben::V,emel,айа
1069,heben::V,emel,хьалаайа
1070,hochheben::V,felemel,хьалаайа
1071,ergreifen::V,megfog,дӏалаца
1072,halten::V,tart,латто
1073,drücken::V,nyom,тӏетаӏо
1074,drücken::V,megnyom,тӏетаӏо
1075,schieben::V,tol,татта
1076,kratzen::V,vakar,мӏараш тийса
1077,lecken::V,nyal,мотт хьекха
1078,beißen::V,harap,катoха
1079,abreißen::V,letép,схьадаккха
1080,abschneiden::V,levág,кхада
1081,binden::V,köt,дӏадехка
1082,binden::V,köt,вовшахтаса
1083,binden::V,kötöz,дӏадехка
1084,binden::V,kötöz,вовшахтаса
1085,stecken::V,dug,чудахийта
1086,brechen::V,tör,кагдан
1087,brechen::V,eltör,кагдан
1088,klopfen::V,kopogtat,детта
1089,hauen::V,vág,етта
1090,hauen::V,levág,етта
1091,kleben::V,tapaszt,тӏелато
1092,reiben::V,dörzsöl,хьекхо
1093,reiben::V,súrol,хьекхо
1094,streichen::V,simít,тlехьакха
1095,schleifen::V,fen,ирдан
1096,schleifen::V,csiszol,ирдан
1097,schleifen::V,köszörül,ирдан
1098,schneiden::V,vág,ларга
1099,schneiden::V,szel,ларга
1100,schneiden::V,metsz,ларга
1101,rütteln::V,ráz,лесто
1102,schütteln::V,ráz,лесто
1103,schütteln::V,megráz,лесто
1104,schwenken::V,lóbál,лесто
1105,schwenken::V,lobogtat,лесто
1106,schütten::V,önt,дотта
1107,füllen::V,tölt,дуза
1108,füllen::V,megtölt,дуза
1109,einwickeln::V,becsavar,хьарчо
1110,tragen::V,hord,дахьа
1111,schleppen::V,vonszol,ийзо
1112,ziehen::V,húz,озо
1113,aufbewahren::V,megőriz,ӏалашдан
1114,werfen::V,dob,кхосса
1115,werfen::V,hajít,кхосса
1116,fangen::V,fog,леца
1117,packen::V,megragad,леца
1118,verstecken::V,eldug,къайладаккха
1119,verstecken::V,elrejt,къайладаккха
1120,teilen::V,oszt,декъа
1121,teilen::V,megoszt,декъа
1122,schicken::V,küld,дӏадахьийта
1123,bringen::V,hoz,дан
1124,bringen::V,visz,дан
1125,hinzufügen::V,hozzáad,тӏетоха
1126,bekommen::V,kap,даккха
1127,bekommen::V,megkap,даккха
1128,erhalten::V,kap,даккха
1129,erhalten::V,megkap,даккха
1130,nehmen::V,vesz,схьаэца
1131,wählen::V,választ,харжа
1132,auswählen::V,kiválaszt,харжа
1133,bewahren::V,megtart,lалашдан
1134,behindern::V,akadályoz,новкъарло ян
1135,behindern::V,gátol,новкъарло ян
1136,verderben::V,elront,талхо
1137,beschädigen::V,rongál,дохо
1138,zerbrechen::V,eltör,дохо
1139,zerbrechen::V,eltör,кагдан
1140,zerbrechen::V,széttör,дохо
1141,zerbrechen::V,széttör,кагдан
1142,zerbrechen::V,kettétör,дохо
1143,zerbrechen::V,kettétör,кагдан
1144,zerreißen::V,eltép,хадо
1145,zerreißen::V,széttép,хадо
1146,zerstören::V,elpusztít,дохо
1147,zerstören::V,elpusztít,кагдан
1148,verbrennen::V,éget,даго
1149,verbrennen::V,eléget,даго
1150,geben::V,ad,яла
1151,reichen::V,nyújt,дӏадала
1152,reichen::V,nyújt,дӏакховдо
1153,schenken::V,ajándékoz,совгӏат дан
1154,versprechen::V,ígér,ваӏда дан
1155,wünschen::V,kíván,лаа
1156,loben::V,dicsér,хасто
1157,küssen::V,csókol,оба яккха
1158,wiegen::V,ringat,тахка
1159,zudecken::V,betakar,тӏетаса
1160,wecken::V,kelt,самадаккха
1161,wecken::V,ébreszt,самадаккха
1162,zeigen::V,mutat,гайта
1163,führen::V,visz,дига
1164,führen::V,vezet,дига
1165,lehren::V,tanít,ӏамо
1166,unterrichten::V,tanít,хьеха
1167,aufziehen::V,felnevel,кхио
1168,leiten::V,vezet,урхалла дан
1169,leiten::V,vezérel,урхалла дан
1170,antreiben::V,hajt,сихдан
1171,lassen::V,-tat,-йта
1172,lassen::V,-at,-йта
1173,einladen::V,meghív,кхайкха
1174,vereinigen::V,egyesít,цхьаьнатоха
1175,besuchen::V,látogat,хьажахIотта
1176,treffen::V,talál,дуьхьалкхета
1177,sich versammeln::V,gyülekezik,гулдан
1178,sich versammeln::V,összegyűlik,гулдан
1179,spielen::V,játszik,ловза
1180,singen::V,énekel,лакха
1181,tanzen::V,táncol,хелхадала
1182,sich trennen::V,elválik,къаста
1183,verlassen::V,elhagy,дита
1184,retten::V,ment,кӏелхьардаккха
1185,bewachen::V,őriz,ха дан
1186,schützen::V,óv,лардан
1187,schützen::V,véd,лардан
1188,verteidigen::V,véd,лардан
1189,sich schlagen::V,verekszik,етта
1190,schießen::V,lő,детта
1191,siegen::V,győz,тола
1192,ärgern::V,bosszant,оьгӏаздахийта
1193,schlagen::V,üt,тоха
1194,schlagen::V,ver,тоха
1195,treten::V,rúg,мийра тоха
1196,stechen::V,döf,ӏотта
1197,stechen::V,döf,къовзо
1198,stechen::V,szúr,ӏотта
1199,stechen::V,szúr,къовзо
1200,stoßen::V,lök,татта
1201,stehlen::V,lop,лачкъо
1202,stören::V,zavar,новкъарло ян
1203,belästigen::V,zaklat,сагатдан
1204,verbergen::V,rejt,къайладаккха
1205,verbergen::V,elrejt,къайладаккха
1206,täuschen::V,megtéveszt,ӏexo
1207,betrügen::V,csal,ледан
1208,töten::V,öl,ден
1209,wohnen::V,lakik,даха
1210,arbeiten::V,dolgozik,къахьега
1211,sammeln::V,szed,гулдан
1212,sammeln::V,gyűjt,гулдан
1213,pflücken::V,szed,даха
1214,jagen::V,vadászik,талла
1215,fischen::V,halászik,чӏерий леца
1216,fassen::V,fog,лаца
1217,fassen::V,fog,схьалаца
1218,hüten::V,őriz,лардан
1219,hüten::V,legeltet,лардан
1220,treiben::V,hajt,лахка
1221,anbinden::V,köt,дӏадехка
1222,füttern::V,etet,хӏума яла
1223,melken::V,fej,оза
1224,hacken::V,vág,
1225,gießen::V,öntöz,хи тоха
1226,reifen::V,érik,хьекъа
1227,zubereiten::V,elkészít,кечъян
1228,zubereiten::V,elkészít,кхача бан
1229,kochen::V,főz,кхача бан
1230,backen::V,süt,датта
1231,braten::V,süt,кхарза
1232,umrühren::V,megkever,кего
1233,stricken::V,köt,
1234,nähen::V,varr,тега
1235,färben::V,fest,басардан
1236,reinigen::V,tisztít,цӏандан
1237,waschen::V,mos,йила
1238,waschen::V,mos,йитта
1239,waschen::V,mos,дӏадайа
1240,abwischen::V,letöröl,дӏадайа
1241,spülen::V,mosogat,хи кхарза
1242,fegen::V,söpör,нуй хьакха
1243,kehren::V,söpör,нуй хьакха
1244,baden::V,fürdik,лийча
1245,sich waschen::V,mosdik,юьхь йила
1246,sich waschen::V,mosakszik,юьхь йила
1247,ausziehen::V,levesz,духар дӏадаккха
1248,anziehen::V,felölt,
1249,anziehen::V,felvesz,
1250,sich anziehen::V,öltözik,духа
1251,sich anziehen::V,felöltözik,духа
1252,kämmen::V,fésül,ехк хьакха
1253,schmücken::V,díszít,хаздан
1254,sagen::V,mond,ала
1255,sprechen::V,beszél,баха
1256,sprechen::V,beszél,мотт бийца
1257,reden::V,beszél,къамел дан
1258,sich unterhalten::V,beszélget,къамел дан
1259,fragen::V,kérdez,хатта
1260,bitten::V,kér,деха
1261,erzählen::V,mesél,дийца
1262,erzählen::V,elbeszél,дийца
1263,mitteilen::V,közöl,хаам бан
1264,nennen::V,hív,цӏе яккха
1265,nennen::V,nevez,цӏе яккха
1266,rufen::V,hív,кхайкха
1267,prahlen::V,dicsekszik,куралла ян
1268,prahlen::V,dicsekszik,дозалла дан
1269,übersetzen::V,fordít,гоч дан
1270,denken::V,gondol,ойла ян
1271,glauben::V,hisz,теша
1272,bemerken::V,észrevesz,ган
1273,erkennen::V,ráismer,довза
1274,erkennen::V,felismer,довза
1275,begreifen::V,felfog,кхета
1276,verstehen::V,ért,кхета
1277,verstehen::V,megért,кхета
1278,lernen::V,tanul,деша
1279,lernen::V,megtanul,деша
1280,wissen::V,tud,хаа
1281,sich erinnern an::V,emlékszik,дагадан
1282,vergessen::V,felejt,дицдала
1283,vergessen::V,elfelejt,дицдала
1284,messen::V,mér,дуста
1285,messen::V,megmér,дуста
1286,zählen::V,számol,дагардан
1287,zählen::V,megszámol,дагардан
1288,rechnen::V,számít,лара
1289,lesen::V,olvas,еша
1290,malen::V,fest,сурт дилла
1291,zeichnen::V,rajzol,сурт дилла
1292,schreiben::V,ír,яздан
1293,besitzen::V,birtokol,доладан
1294,kaufen::V,vesz,эца
1295,kaufen::V,megvesz,эца
1296,verkaufen::V,elad,дохка
1297,bezahlen::V,fizet,мах бала
1298,bezahlen::V,kifizet,мах бала
1299,zahlen::V,fizet,мах бала
1300,zahlen::V,megfizet,мах бала
1301,beherrschen::V,ural,собаре хила
1302,ertragen::V,elbír,лан
1303,ertragen::V,elbír,сатоха
1304,ertragen::V,elbír,садетта
1305,ertragen::V,elvisel,лан
1306,ertragen::V,elvisel,сатоха
1307,ertragen::V,elvisel,садетта
