,Concept_ID,lv,be
450,Kohle::N,ogle,вугаль
451,Glas::N,стеклӧ,шкло
452,Glas::N,stikls,шкло
453,Lehm::N,сёй,гліна
454,Lehm::N,māls,гліна
455,Sand::N,лыа,пясок
456,Sand::N,smiltis,пясок
457,Mensch::N,морт,чалавек
458,Mensch::N,cilvēks,чалавек
459,Mann::N,аймӧрт,мужчына
460,Mann::N,мужичӧй,мужчына
461,Mann::N,vīrietis,мужчына
462,Frau::N,ань,жанчына
463,Frau::N,нывбаба,жанчына
464,Frau::N,sieviete,жанчына
465,Kind::N,кага,дзіця
466,Kind::N,bērns,дзіця
467,Junge::N,пи,хлопчык
468,Junge::N,zēns,хлопчык
469,Junge::N,puika,хлопчык
470,Junge::N,puisis,хлопчык
471,Mädchen::N,ныв,дзяўчынка
472,Mädchen::N,meiča,дзяўчынка
473,Mädchen::N,skuķis,дзяўчынка
474,Mädchen::N,meitene,дзяўчынка
475,Familie::N,семья,сямʼя
476,Familie::N,ģimene,сямʼя
477,Großvater::N,пӧль,дзядуля
478,Großvater::N,vecaistēvs,дзядуля
479,Großmutter::N,баб,бабуля
480,Großmutter::N,vecāmāte,бабуля
481,Eltern::N,ай-мам,бацькі
482,Eltern::N,бать-мам,бацькі
483,Eltern::N,vecāki,бацькі
484,Vater::N,бать,бацька
485,Vater::N,ай,бацька
486,Vater::N,tēvs,бацька
487,Mutter::N,мам,маці
488,Mutter::N,māte,маці
489,Sohn::N,пи,сын
490,Sohn::N,dēls,сын
491,Tochter::N,ныв,дачка
492,Tochter::N,meita,дачка
493,Bruder::N,вок,брат
494,Bruder::N,brālis,брат
495,Schwester::N,чой,сястра
496,Schwester::N,māsa,сястра
497,Onkel::N,дядь,дзядзька
498,Onkel::N,tēvocis,дзядзька
499,Tante::N,тьӧт,цётка
500,Tante::N,tante,цётка
501,Ehemann::N,верӧс,муж
502,Ehemann::N,vīrs,муж
503,Ehefrau::N,гӧтыр,жонка
504,Ehefrau::N,sieva,жонка
505,Freude::N,радлун,радасць
506,Freude::N,prieks,радасць
507,Gelächter::N,серам,смех
508,Gelächter::N,smiekli,смех
509,Glück::N,шуд,шчасце
510,Glück::N,laime,шчасце
511,Kummer::N,шог,гора
512,Kummer::N,bēdas,гора
513,Kummer::N,raizes,гора
514,Wunsch::N,кӧсйӧм,жаданне
515,Wunsch::N,vēlme,жаданне
516,Wunsch::N,vēlējums,жаданне
517,Lust::N,кыскӧм,цяга
518,Lust::N,радейтӧм,цяга
519,Lust::N,kāre,цяга
520,Geist::N,лов,дух
521,Geist::N,gars,дух
522,Gedanke::N,мӧвп,думка
523,Gedanke::N,doma,думка
524,Gedächtnis::N,паметь,памяць
525,Gedächtnis::N,atmiņa,памяць
526,Verstand::N,вежӧр,розум
527,Verstand::N,prāts,розум
528,Sinn::N,мог,сэнс
529,Sinn::N,вежӧртас,сэнс
530,Sinn::N,nozīme,сэнс
531,Grund::N,помка,зачэпка
532,Grund::N,pamats,зачэпка
533,Grund::N,iemesls,зачэпка
534,Wahrheit::N,збыль,праўда
535,Wahrheit::N,збыльтор,праўда
536,Wahrheit::N,taisnība,праўда
537,Wahrheit::N,patiesība,праўда
538,Gespräch::N,сёрни,размова
539,Gespräch::N,saruna,размова
540,Märchen::N,мойд,казка
541,Märchen::N,pasaka,казка
542,Erzählung::N,висьт,расказ
543,Erzählung::N,висьт,апавяданне
544,Erzählung::N,stāsts,расказ
545,Erzählung::N,stāsts,апавяданне
546,Erzählung::N,nostāsts,расказ
547,Erzählung::N,nostāsts,апавяданне
548,Nachricht::N,юӧртӧм,вестка
549,Nachricht::N,юӧртӧм,паведамленне
550,Nachricht::N,ziņa,вестка
551,Nachricht::N,ziņa,паведамленне
552,Neuigkeit::N,выльтор,навіна
553,Neuigkeit::N,jaunums,навіна
554,Name::N,ним,імя
555,Name::N,vārds,імя
556,Rätsel::N,нӧдкыв,загадка
557,Rätsel::N,mīkla,загадка
558,Rede::N,сёрни,прамова
559,Rede::N,runa,прамова
560,Sprache::N,кыв,мова
561,Sprache::N,valoda,мова
562,Stimme::N,гӧлӧс,голас
563,Stimme::N,вом шы,голас
564,Stimme::N,balss,голас
565,Wort::N,кыв,слова
566,Wort::N,vārds,слова
567,Zeichen::N,пас,знак
568,Zeichen::N,zīme,знак
569,Ruf::N,чукӧстчӧм,кліч
570,Ruf::N,корӧм,кліч
571,Ruf::N,sauciens,кліч
572,Lärm::N,шы,шум
573,Lärm::N,зык,шум
574,Lärm::N,зычитӧм,шум
575,Lärm::N,troksnis,шум
576,Laut::N,шы,гук
577,Laut::N,skaņa,гук
578,Ton::N,шы,гучанне
579,Ton::N,tonis,гучанне
580,Lied::N,сьылан,песня
581,Lied::N,сьыланкыв,песня
582,Lied::N,dziesma,песня
583,Ruhe::N,чӧв,спакой
584,Ruhe::N,miers,спакой
585,Leute::N,йӧз,людзі
586,Leute::N,войтыр,людзі
587,Leute::N,ļaudis,людзі
588,Leute::N,cilvēki,людзі
589,Volk::N,йӧз,народ
590,Volk::N,войтыр,народ
591,Volk::N,tauta,народ
592,Arbeit::N,удж,праца
593,Arbeit::N,удж,работа
594,Arbeit::N,darbs,праца
595,Arbeit::N,darbs,работа
596,Gast::N,гӧсть,госць
597,Gast::N,viešņa,госць
598,Gast::N,ciemiņš,госць
599,Geschenk::N,козин,падарунак
600,Geschenk::N,dāvana,падарунак
601,Spiel::N,ворсан,гульня
602,Spiel::N,rotaļa,гульня
603,Gesellschaft::N,котыр,таварыства
604,Gesellschaft::N,biedrība,таварыства
605,Gesellschaft::N,kompānija,таварыства
606,Hilfe::N,отсӧг,дапамога
607,Hilfe::N,palīdzība,дапамога
608,Freund::N,ёрт,друг
609,Freund::N,ёрт,сябар
610,Freund::N,draugs,друг
611,Freund::N,draugs,сябар
612,Kamerad::N,ёрт,прыяцель
613,Kamerad::N,biedrs,прыяцель
614,Angelegenheit::N,мог,справа
615,Angelegenheit::N,делӧ,справа
616,Angelegenheit::N,darīšana,справа
617,Anzahl::N,лыд,колькасць
618,Anzahl::N,тшӧт,колькасць
619,Anzahl::N,skaits,колькасць
620,Anzahl::N,daudzums,колькасць
621,Art::N,сикас,від
622,Art::N,suga,від
623,Art::N,šķira,від
624,Stück::N,тор,кусок
625,Stück::N,тор,кавалак
626,Stück::N,gabals,кусок
627,Stück::N,gabals,кавалак
628,Teil::N,юкӧн,частка
629,Teil::N,daļa,частка
630,Hälfte::N,пӧв,палова
631,Hälfte::N,пӧв,палавіна
632,Hälfte::N,джын,палова
633,Hälfte::N,джын,палавіна
634,Hälfte::N,puse,палова
635,Hälfte::N,puse,палавіна
636,Kreis::N,кытш,круг
637,Kreis::N,aplis,круг
638,Kreis::N,riņķis,круг
639,Kreuz::N,перна,крыж
640,Kreuz::N,крест,крыж
641,Kreuz::N,krusts,крыж
642,Linie::N,визь,лінія
643,Linie::N,līnija,лінія
644,Strich::N,визь,рыса
645,Strich::N,svītra,рыса
646,Abstand::N,кост,прамежак
647,Abstand::N,коласт,прамежак
648,Abstand::N,atstarpe,прамежак
649,Entfernung::N,ылна,адлегласць
650,Entfernung::N,attālums,адлегласць
651,Entfernung::N,atstatums,адлегласць
652,Gegend::N,му-ва,мясцовасць
653,Gegend::N,apvidus,мясцовасць
654,Gegend::N,apgabals,мясцовасць
655,Platz::N,ылдӧс,месца
656,Platz::N,йир,месца
657,Platz::N,гӧгӧртас,месца
658,Platz::N,vieta,месца
659,Ort::N,ин,месца
660,Ort::N,места,месца
661,Ort::N,vieta,месца
662,Seite::N,бок,бок
663,Seite::N,ӧтарладор,бок
664,Seite::N,sāns,бок
665,Mitte::N,шӧр,сярэдзіна
666,Mitte::N,vidus,сярэдзіна
667,Gegenstand::N,кӧлуй,прадмет
668,Gegenstand::N,priekšmets,прадмет
669,Sache::N,добра,рэч
670,Sache::N,lieta,рэч
671,Rand::N,дор,край
672,Rand::N,mala,край
673,Rand::N,apmale,край
674,Kante::N,дор,руб
675,Kante::N,дор,кант
676,Kante::N,šķautne,руб
677,Kante::N,šķautne,кант
678,Ecke::N,пельӧс,вугал
679,Ecke::N,kakts,вугал
680,Ecke::N,stūris,вугал
681,Spitze::N,йыв,кончык
682,Spitze::N,smaile,кончык
683,Spitze::N,galotne,кончык
684,Ende::N,пом,канец
685,Ende::N,gals,канец
686,Ende::N,uzgalis,канец
687,Loch::N,розь,дзірка
688,Loch::N,caurums,дзірка
689,Winkel::N,пельӧс,вугал
690,Winkel::N,leņķis,вугал
691,Muster::N,сер,узор
692,Muster::N,piemērs,узор
693,Größe::N,ыджда,памер
694,Größe::N,lielums,памер
695,Länge::N,кузьта,даўжыня
696,Länge::N,garums,даўжыня
697,Höhe::N,джуджда,вышыня
698,Höhe::N,augstums,вышыня
699,Gewicht::N,сьӧкта,вага
700,Gewicht::N,сьӧкталун,вага
701,Gewicht::N,svars,вага
702,Gewicht::N,smagums,вага
703,Menge::N,лун,колькасць
704,Menge::N,числӧ,колькасць
705,Menge::N,masa,колькасць
706,Menge::N,daudzums,колькасць
707,Haufen::N,чукӧр,куча
708,Haufen::N,čupa,куча
709,Haufen::N,grēda,куча
710,Haufen::N,kaudze,куча
711,Reihe::N,рад,рад
712,Reihe::N,rinda,рад
713,Reihe::N,virkne,рад
714,Boot::N,пыж,лодка
715,Boot::N,laiva,лодка
716,Ruder::N,пелыс,вясло
717,Ruder::N,ӧпаснӧй,вясло
718,Ruder::N,airis,вясло
719,Ruder::N,irklis,вясло
720,Schlitten::N,дадь,сані
721,Schlitten::N,ragavas,сані
722,Ski::N,лызь,лыжа
723,Ski::N,slēpe,лыжа
724,Lagerfeuer::N,бипур,вогнішча
725,Lagerfeuer::N,ugunskurs,вогнішча
726,Last::N,сьӧкыдтор,цяжар
727,Last::N,krava,цяжар
728,Gang::N,мунӧм,ход
729,Gang::N,ветлӧм,ход
730,Gang::N,eja,ход
731,Gang::N,gājums,ход
732,Schritt::N,воськов,шаг
733,Schritt::N,воськов,крок
734,Schritt::N,воськовтӧм,шаг
735,Schritt::N,воськовтӧм,крок
736,Schritt::N,solis,шаг
737,Schritt::N,solis,крок
738,Norden::N,войвыв,поўнач
739,Norden::N,ziemeļi,поўнач
740,Süden::N,лунвыв,поўдзень
741,Süden::N,dienvidi,поўдзень
742,Westen::N,рытыв,захад
743,Westen::N,rietumi,захад
744,Osten::N,асыв,усход
745,Osten::N,austrumi,усход
746,Holz::N,пу,дрэва
747,Holz::N,пу,драўніна
748,Holz::N,koks,дрэва
749,Holz::N,koks,драўніна
750,Holz::N,koksne,дрэва
751,Holz::N,koksne,драўніна
752,Brett::N,пӧв,дошка
753,Brett::N,dēlis,дошка
754,Platte::N,плита,пліта
755,Platte::N,plate,пліта
756,Platte::N,plāksne,пліта
757,Stütze::N,пыкӧд,падпорка
758,Stütze::N,мыджӧд,падпорка
759,Stütze::N,balsts,падпорка
760,Stütze::N,atspaids,падпорка
761,Stange::N,потш,жэрдка
762,Stange::N,maikste,жэрдка
763,Stock::N,бедь,палка
764,Stock::N,boze,палка
765,Stock::N,spieķis,палка
766,Stab::N,зир,шост
767,Stab::N,zizlis,шост
768,Rohr::N,труба,труба
769,Rohr::N,caurule,труба
770,Haus::N,керка,дом
771,Haus::N,māja,дом
772,Heim::N,горт,дом
773,Heim::N,горт,хата
774,Heim::N,mājas,дом
775,Heim::N,mājas,хата
776,Ofen::N,пач,печ
777,Ofen::N,krāsns,печ
778,Fußboden::N,джодж,падлога
779,Fußboden::N,grīda,падлога
780,Tisch::N,пызан,стол
781,Tisch::N,galds,стол
782,Stuhl::N,улӧс,стул
783,Stuhl::N,улӧс,крэсла
784,Stuhl::N,krēsls,стул
785,Stuhl::N,krēsls,крэсла
786,Wiege::N,зыбка,калыска
787,Wiege::N,šūpulis,калыска
788,Bett::N,вольпась,ложак
789,Bett::N,вольпась,пасцель
790,Bett::N,gulta,ложак
791,Bett::N,gulta,пасцель
792,Regal::N,джадж,паліца
793,Regal::N,plaukts,паліца
794,Kiste::N,куд,скрынка
795,Kiste::N,ящик,скрынка
796,Kiste::N,kaste,скрынка
797,Kiste::N,šķirsts,скрынка
798,Fenster::N,ӧшинь,акно
799,Fenster::N,logs,акно
800,Tür::N,ӧдзӧс,дзверы
801,Tür::N,durvis,дзверы
802,Tor::N,дзиръя,вароты
803,Tor::N,vārti,вароты
