,Concept_ID,la,ar
811,elf::NUM,undecim,أحد عشر
812,zwölf::NUM,duodecim,اثنا عشر
813,zwanzig::NUM,viginti,عشرون
814,dreißig::NUM,triginta,ثلاثون
815,vierzig::NUM,quadraginta,أربعون
816,fünfzig::NUM,quinquaginta,خمسون
817,sechzig::NUM,sexaginta,ستون
818,siebzig::NUM,septuaginta,سبعون
819,achtzig::NUM,octoginta,ثمانون
820,neunzig::NUM,nonaginta,تسعون
821,hundert::NUM,centum,مئة
822,tausend::NUM,mille,ألف
823,und::CNJ,et,و
824,und::CNJ,-que,و
825,oder::CNJ,vel,أو
826,stehen::V,stare,وقف
827,sitzen::V,sedere,جلس
828,liegen::V,iacere,رقد
829,hängen::V,pendere,تعلق
830,werden::V,fieri,صار
831,werden::V,fieri,أصبح
832,passieren::V,accidere,حدث
833,beginnen::V,incipere,ابتدأ
834,enden::V,finem habere,انتهى
835,wechseln::V,mutari,تغير
836,aufgehen[Sonne]::V,oriri,شرق
837,untergehen[Sonne]::V,occidere,غرب
838,scheinen[Sonne]::V,lucere,أضاء
839,donnern::V,tonare,رعد
840,wehen::V,flare,هب
841,strömen::V,fluere,جرى
842,fließen::V,manare,سال
843,sich drehen::V,torqueri,دار
844,schwanken::V,vacillare,ترنح
845,schwingen::V,vibrare,ترجح
846,fallen::V,cadere,سقط
847,brennen::V,ardere,احترق
848,rauchen::V,fumare,دخن
849,regnen::V,pluere,أمطر
850,gefrieren::V,congelari,تجمد
851,tauen::V,rorare,ذاب
852,schmelzen::V,liquescere,ذاب
853,trocknen::V,arescere,نشف
854,sieden::V,fervere,غلى
855,faulen::V,putescere,فسد
856,verfaulen::V,putescere,تعفن
857,reißen::V,scindi,انقطع
858,versinken::V,mergi,غرق
859,vergehen::V,praeterire,مضى
860,erscheinen::V,apparere,لاح
861,erscheinen::V,apparere,ظهر
862,verschwinden::V,discedere,غاب
863,sinken::V,labi,هبط
864,abnehmen::V,deminui,نقص
865,zunehmen::V,augeri,ازداد
866,steigen::V,augescere,صعد
867,steigen::V,augescere,ارتفع
868,wachsen::V,crescere,نما
869,wachsen::V,crescere,نبت
870,glänzen::V,splendere,لمع
871,funkeln::V,micare,تلألأ
872,lärmen::V,strepere,ضج
873,lärmen::V,strepere,صخب
874,läuten::V,sonare,قرع
875,klingeln::V,tinnire,دق
876,klirren::V,crepare,قعقع
877,brausen::V,saevire,عج
878,rauschen::V,crepare,حف
879,klingen::V,sonare,رن
880,bellen::V,latrare,نبح
881,heulen::V,ululare,عوى
882,blasen::V,flare,نفخ
883,pfeifen::V,sibilare,صفر
884,schreien::V,clamare,صرخ
885,stöhnen::V,gemere,أن
886,zittern::V,tremere,ارتعش
887,zittern::V,trepidare,ارتعش
888,leben::V,vivere,عاش
889,geboren werden::V,nasci,ولد
890,atmen::V,spirare,تنفس
891,trinken::V,bibere,شرب
892,essen::V,edere,أكل
893,schlucken::V,devorare,جرع
894,müde werden::V,fatigari,تعب
895,einschlafen::V,obdormiscere,نام
896,schlafen::V,dormire,نام
897,aufwachen::V,expergisci,استيقظ
898,aufstehen::V,exsurgere,قام
899,sich erholen::V,se reficere,استجم
900,krank werden::V,aegrescere,مرض
901,krank sein::V,aegrotare,مرض
902,schmerzen::V,dolere,آلم
903,husten::V,tussire,كح
904,husten::V,tussire,سعل
905,genesen::V,convalescere,نقه
906,sterben::V,mori,مات
907,umkommen::V,perire,هلك
908,sich bewegen::V,se movere,تحرك
909,sich rühren::V,micare,تحرك
910,sich erheben::V,surgere,قام
911,sich setzen::V,considere,جلس
912,hinfallen::V,cadere,وقع
913,laufen::V,vadere,مشى
914,schreiten::V,gradi,خطا
915,spazierengehen::V,ambulare,تنزه
916,eilen::V,properare,عجل
917,sich beeilen::V,festinare,استعجل
918,sausen::V,currere,أسرع
919,rennen::V,currere,عدا
920,rennen::V,currere,ركض
921,springen::V,salire,قفز
922,klettern::V,niti,تسلق
923,schaukeln::V,oscillare,تأرجح
924,kriechen::V,repere,دب
925,kriechen::V,repere,زحف
926,kriechen::V,serpere,دب
927,kriechen::V,serpere,زحف
928,schwimmen::V,nare,سبح
929,schwimmen::V,natare,سبح
930,tauchen::V,mergere,غطس
931,rudern::V,remigare,جذف
932,fahren::V,vehi,ركب
933,fahren::V,vehi,سافر
934,fliegen::V,volare,طار
935,gehen::V,ire,سار
936,gehen::V,ire,ذهب
937,gehen::V,vadere,سار
938,gehen::V,vadere,ذهب
939,weggehen::V,abire,ذهب
940,weggehen::V,abire,انصرف
941,weggehen::V,discedere,ذهب
942,weggehen::V,discedere,انصرف
943,abfahren::V,proficisci,رحل
944,anhalten::V,consistere,توقف
945,hineingehen::V,inire,دخل
946,hineingehen::V,ingredi,دخل
947,eintreten::V,intrare,دخل
948,kommen::V,venire,أتى
949,kommen::V,venire,جاء
950,ankommen::V,advenire,وصل
951,zurückkommen::V,revenire,عاد
952,zurückkommen::V,revenire,رجع
953,bleiben::V,manere,مكث
954,warten::V,opperiri,انتظر
955,erwarten::V,opperiri,ترقب
956,erwarten::V,opperiri,انتظر
957,erwarten::V,expectare,ترقب
958,erwarten::V,expectare,انتظر
959,suchen::V,quaerere,بحث
960,finden::V,reperire,وجد
961,versuchen::V,conari,حاول
962,versuchen::V,temptare,حاول
963,vorbereiten::V,parare,أعد
964,vorbereiten::V,parare,حضر
965,lieben::V,amare,أحب
966,mögen::V,amare,أحب
967,lachen::V,ridere,ضحك
968,rühren::V,commovere,أثر
969,weinen::V,flere,بكى
970,schimpfen::V,increpare,سب
971,schimpfen::V,increpare,شتم
972,sich ärgern::V,indignari,زعل
973,sich fürchten::V,vereri,هاب
974,fürchten::V,timere,خاف
975,fürchten::V,timere,خشي
976,fliehen::V,fugere,هرب
977,flüchten::V,effugere,فر
978,sehen::V,videre,رأى
979,anschauen::V,aspectare,نظر
980,ansehen::V,spectare,نظر
981,hören::V,audire,سمع
982,zuhören::V,auscultare,أصغى
983,probieren::V,gustare,ذاق
984,riechen::V,olfacere,شم
985,riechen::V,olfacere,استنشق
986,fühlen::V,sentire,شعر
987,scheinen::V,videri,ظهر
988,zu sehen sein::V,conspici,ظهر
989,vernehmen::V,comperire,سمع
990,frieren::V,algere,بردان
991,tun::V,facere,فعل
992,können::V,posse,قدر
993,können::V,posse,استطاع
994,wollen::V,velle,شاء
995,wollen::V,velle,أراد
996,anfangen::V,incipere,بدأ
997,beenden::V,finire,أنهى
998,aufhören::V,desistere,توقف
999,aufhören::V,desistere,انقطع
1000,gelingen::V,contingere,نجح
1001,geraten::V,evenire,طلع
1002,öffnen::V,aperire,فتح
1003,schließen::V,claudere,أغلق
1004,stellen::V,sistere,وضع
1005,stellen::V,sistere,أقام
1006,setzen::V,ponere,أجلس
1007,legen::V,ponere,وضع
1008,berühren::V,tangere,مس
1009,berühren::V,tangere,لمس
1010,verbinden::V,iungere,ربط
1011,verbinden::V,iungere,وصل
1012,bedecken::V,tegere,غطى
1013,bedecken::V,operire,غطى
1014,aufhängen::V,suspendere,علق
1015,anzünden::V,accendere,أوقد
1016,anzünden::V,inflammare,أوقد
1017,aufheben::V,tollere,لقط
1018,zurücklassen::V,relinquere,ترك
1019,verlieren::V,perdere,فقد
1020,verlieren::V,amittere,فقد
1021,fallen lassen::V,dimittere,أسقط
1022,machen::V,facere,فعل
1023,herstellen::V,fabricare,صنع
1024,herstellen::V,fabricare,أنتج
1025,bauen::V,construere,بنى
1026,bauen::V,construere,شيد
1027,reparieren::V,reparare,صلح
1028,verbessern::V,emendare,صحح
1029,ändern::V,mutare,غير
1030,graben::V,fodere,حفر
1031,beugen::V,flectere,ثنى
1032,beugen::V,flectere,أحنى
1033,biegen::V,curvare,لوى
1034,drehen::V,torquere,أدار
1035,drehen::V,torquere,دور
1036,wenden::V,vertere,قلب
1037,umdrehen::V,convertere,قلب
1038,heben::V,tollere,رفع
1039,hochheben::V,levare,رفع
1040,ergreifen::V,capessere,مسك
1041,halten::V,tenere,مسك
1042,drücken::V,premere,ضغط
1043,schieben::V,promovere,حرك
1044,kratzen::V,radere,خدش
1045,lecken::V,lambere,لعق
1046,beißen::V,mordere,عض
1047,abreißen::V,avellere,قلع
1048,abschneiden::V,desecare,قطع
1049,binden::V,ligare,ربط
1050,stecken::V,inserere,دس
1051,brechen::V,rumpere,كسر
1052,klopfen::V,pultare,طرق
1053,hauen::V,ferire,ضرب
1054,kleben::V,agglutinare,ألصق
1055,reiben::V,terere,حك
1056,streichen::V,oblinere,نشر
1057,schleifen::V,acuere,سن
1058,schneiden::V,secare,قطع
1059,rütteln::V,quassare,رج
1060,schütteln::V,quatere,هز
1061,schwenken::V,ventilare,لوح
1062,schütten::V,fundere,صب
1063,füllen::V,complere,ملأ
1064,einwickeln::V,involvere,لف
1065,tragen::V,ferre,حمل
1066,tragen::V,portare,حمل
1067,schleppen::V,pertrahere,سحب
1068,ziehen::V,trahere,سحب
1069,aufbewahren::V,asservare,حفظ
1070,werfen::V,iacere,رمى
1071,werfen::V,iacere,ألقى
1072,fangen::V,capere,التقط
1073,packen::V,capessere,مسك
1074,verstecken::V,abdere,خبأ
1075,teilen::V,partiri,قسم
1076,teilen::V,dividere,قسم
1077,schicken::V,mittere,بعث
1078,schicken::V,mittere,أرسل
1079,bringen::V,apportare,جلب
1080,hinzufügen::V,addere,أضاف
1081,bekommen::V,adipisci,حصل
1082,erhalten::V,accipere,استلم
1083,nehmen::V,sumere,أخذ
1084,wählen::V,eligere,اختار
1085,auswählen::V,deligere,انتقى
1086,bewahren::V,conservare,حافظ
1087,behindern::V,impedire,عاق
1088,verderben::V,corrumpere,أفسد
1089,beschädigen::V,laedere,أضر
1090,zerbrechen::V,rumpere,كسر
1091,zerbrechen::V,frangere,كسر
1092,zerreißen::V,discindere,مزق
1093,zerstören::V,delere,دمر
1094,verbrennen::V,urere,حرق
1095,verbrennen::V,cremare,حرق
1096,geben::V,dare,أعطى
1097,reichen::V,praebere,ناول
1098,schenken::V,donare,وهب
1099,schenken::V,largiri,وهب
1100,versprechen::V,polliceri,وعد
1101,versprechen::V,promittere,وعد
1102,loben::V,laudare,مدح
1103,küssen::V,osculari,قبل
1104,zudecken::V,tegere,غطى
1105,wecken::V,excitare,أيقظ
1106,zeigen::V,monstrare,أرى
1107,führen::V,ducere,دل
1108,lehren::V,docere,علم
1109,unterrichten::V,instituere,علم
1110,aufziehen::V,nutrire,ربى
1111,leiten::V,ducere,دل
1112,leiten::V,ducere,أدار
1113,antreiben::V,incitare,حث
1114,lassen::V,iubere,حدا
1115,einladen::V,invitare,دعا
1116,vereinigen::V,coniungere,وحد
1117,besuchen::V,visere,زار
1118,treffen::V,convenire,قابل
1119,sich versammeln::V,convenire,اجتمع
1120,spielen::V,ludere,لعب
1121,singen::V,cantare,غنى
1122,tanzen::V,saltare,رقص
1123,sich trennen::V,digredi,افترق
1124,sich trennen::V,discedere,افترق
1125,verlassen::V,deserere,ترك
1126,verlassen::V,relinquere,ترك
1127,retten::V,servare,نجى
1128,retten::V,servare,أنقذ
1129,bewachen::V,custodire,حرس
1130,schützen::V,tueri,حمى
1131,schützen::V,tutari,حمى
1132,verteidigen::V,defendere,دافع
1133,sich schlagen::V,luctari,تضارب
1134,schießen::V,iaculari,أطلق
1135,siegen::V,vincere,انتصر
1136,ärgern::V,irritare,أزعل
1137,schlagen::V,ferire,ضرب
1138,treten::V,calcare,رفس
1139,stechen::V,pungere,شك
1140,stoßen::V,tundere,دفع
1141,stehlen::V,furari,سرق
1142,stören::V,turbare,ضايق
1143,belästigen::V,obtundere,أزعج
1144,verbergen::V,celare,كتم
1145,verbergen::V,occultare,كتم
1146,täuschen::V,fallere,خدع
1147,betrügen::V,fraudare,غش
1148,töten::V,necare,قتل
1149,töten::V,caedere,قتل
1150,wohnen::V,habitare,سكن
1151,arbeiten::V,laborare,عمل
1152,arbeiten::V,laborare,اشتغل
1153,sammeln::V,colligere,جمع
1154,pflücken::V,carpere,جنى
1155,pflücken::V,carpere,قطف
1156,jagen::V,venari,صاد
1157,fischen::V,piscari,اصطاد
1158,fassen::V,capere,قبض
1159,hüten::V,custodire,رعى
1160,treiben::V,agere,ساق
1161,anbinden::V,alligare,ربط
1162,füttern::V,nutrire,علف
1163,melken::V,mulgere,حلب
1164,hacken::V,findere,فرم
1165,gießen::V,rigare,سقى
1166,reifen::V,maturescere,نضج
1167,zubereiten::V,apparare,حضر
1168,kochen::V,coquere,طبخ
1169,backen::V,coquere,خبز
1170,braten::V,torrere,قلى
1171,braten::V,torrere,حمر
1172,umrühren::V,commovere,قلب
1173,stricken::V,texere,حاك
1174,nähen::V,suere,خاط
1175,färben::V,tingere,صبغ
1176,färben::V,tingere,لون
1177,reinigen::V,purgare,نظف
1178,waschen::V,lavare,غسل
1179,abwischen::V,abstergere,مسح
1180,spülen::V,perluere,شطف
1181,fegen::V,verrere,كنس
1182,kehren::V,purgare,كنس
1183,baden::V,lavari,استحم
1184,sich waschen::V,lavari,اغتسل
1185,ausziehen::V,exuere,خلع
1186,anziehen::V,induere,لبس
1187,sich anziehen::V,vestiri,اكتسى
1188,kämmen::V,pectere,مشط
1189,schmücken::V,ornare,زين
1190,schmücken::V,decorare,زين
1191,sagen::V,dicere,قال
1192,sprechen::V,fari,تكلم
1193,reden::V,loqui,تكلم
1194,sich unterhalten::V,colloqui,تحادث
1195,sich unterhalten::V,disputare,تحادث
1196,fragen::V,rogare,سأل
1197,fragen::V,quaerere,سأل
1198,bitten::V,orare,رجا
1199,bitten::V,rogare,رجا
1200,erzählen::V,narrare,حكي
1201,mitteilen::V,communicare,بلغ
1202,nennen::V,appellare,سمى
1203,rufen::V,vocare,نادى
1204,prahlen::V,gloriari,فشر
1205,prahlen::V,gloriari,تفاخر
1206,übersetzen::V,vertere,ترجم
1207,denken::V,cogitare,فكر
1208,glauben::V,credere,اعتقد
1209,bemerken::V,animadvertere,لاحظ
1210,erkennen::V,cognoscere,عرف
1211,begreifen::V,comprehendere,فهم
1212,begreifen::V,comprehendere,أدرك
1213,verstehen::V,intellegere,فهم
1214,lernen::V,discere,درس
1215,wissen::V,scire,علم
1216,sich erinnern an::V,meminisse,تذكر
1217,vergessen::V,oblivisci,نسي
1218,messen::V,metiri,قاس
1219,zählen::V,numerare,عد
1220,zählen::V,numerare,أحصى
1221,rechnen::V,reri,حسب
1222,rechnen::V,calculare,حسب
1223,lesen::V,legere,قرأ
1224,malen::V,pingere,صور
1225,zeichnen::V,scribere,رسم
1226,schreiben::V,scribere,كتب
1227,besitzen::V,possidere,حاز
1228,besitzen::V,possidere,ملك
1229,kaufen::V,emere,اشترى
1230,verkaufen::V,vendere,باع
1231,bezahlen::V,pendere,دفع
1232,zahlen::V,solvere,سدد
1233,beherrschen::V,regere,حكم
1234,beherrschen::V,imperare,حكم
1235,ertragen::V,tolerare,أطاق
1236,ertragen::V,tolerare,تحمل
1237,ertragen::V,sustinere,أطاق
1238,ertragen::V,sustinere,تحمل
1239,wünschen::V,,تمنى
1240,wiegen::V,,هدهد
