,Concept_ID,sq,ba
754,vorher::ADV,më parë,элек
755,zuerst::ADV,së pari,башта
756,einmal::ADV,njëherë,бер
757,manchmal::ADV,nganjëherë,ҡайһы берҙә
758,oft::ADV,shpesh,йыш
759,immer::ADV,përherë,һәр ҡасан
760,immer::ADV,gjithnjë,һәр ҡасан
761,niemals::ADV,kurrë,бер ҡасан да
762,niemals::ADV,kurrë,бер ваҡытта ла
763,niemals::ADV,asnjëherë,бер ҡасан да
764,niemals::ADV,asnjëherë,бер ваҡытта ла
765,hier::ADV,këtu,бында
766,hierhin::ADV,knej,бында
767,von hier::ADV,që këtej,бынан
768,von hier::ADV,që këtej,ошонан
769,von hier::ADV,prej këtej,бынан
770,von hier::ADV,prej këtej,ошонан
771,dort::ADV,aty,шунда
772,dort::ADV,aty,тегендә
773,dort::ADV,atje,шунда
774,dort::ADV,atje,тегендә
775,dorthin::ADV,anej,шунда
776,dorthin::ADV,anej,тегеләй
777,geradeaus::ADV,drejt,тура
778,vorwärts::ADV,mbroth,алға
779,vorwärts::ADV,përpara,алға
780,rückwärts::ADV,mbrapsht,кирегә
781,zurück::ADV,prapa,кирегә
782,zurück::ADV,mbrapsht,кирегә
783,unten::ADV,poshtë,түбәндә
784,hinab::ADV,përposh,түбәнгә
785,oben::ADV,lart,юғарыла
786,oben::ADV,sipër,юғарыла
787,hinauf::ADV,lart,юғарыға
788,hinauf::ADV,përpjetë,юғарыға
789,überall::ADV,kudo,бөтә урында
790,nicht::ADV,s',тугел
791,nicht::ADV,nuk,тугел
792,ein wenig::ADV,një tis,аҙ
793,kaum::ADV,mezi,көскә
794,kaum::ADV,mezi,саҡ-саҡ
795,sehr::ADV,fort,ифат
796,sehr::ADV,shumë,ифат
797,so::ADV,ashtu,шулай
798,so::ADV,kështu,шулай
799,noch::ADV,ende,йәнә
800,noch::ADV,akoma,йәнә
801,nur::ADV,vetëm,бары
802,schon::ADV,tashmë,инде
803,wieder::ADV,përsëri,тағы
804,vergebens::ADV,kot,бушҡа
805,vor::PRP,para,алдында
806,hinter::PRP,prapa,артында
807,hinter::PRP,mbrapa,артында
808,unter::PRP,nën,аҫтында
809,durch::PRP,nëpër,үтә
810,neben::PRP,pranë,эргәһендә
811,neben::PRP,përbri,эргәһендә
812,zwischen::PRP,midis,араһында
813,zwischen::PRP,ndërmjet,араһында
814,wegen::PRP,për,өсөн
815,wegen::PRP,për,сәбәпле
816,dies::PRN,ky,был
817,dies::PRN,ky,ошо
818,das::PRN,ky,ул
819,alles::PRN,gjithçka,бөтә
820,ich::PRN,unë,мин
821,du::PRN,ti,һин
822,er::PRN,ai,ул
823,wir::PRN,ne,беҙ
824,ihr::PRN,ju,һеҙ
825,sie::PRN,ata,улар
826,was::FPRN,ç',ә
827,was::FPRN,ç',ни
828,was::FPRN,ç',нәмә
829,was::FPRN,çfarë,ә
830,was::FPRN,çfarë,ни
831,was::FPRN,çfarë,нәмә
832,wer::FPRN,kush,ҡем
833,wo::FADV,ku,ҡайҙа
834,wohin::FADV,për ku,ҡайҙа
835,wie::FADV,si,инидәй
836,warum::FADV,pse,ин өсөн
837,warum::FADV,përse,ин өсөн
838,wieviel::FNUM,sa,күпме
839,eins::NUM,një,бер
840,zwei::NUM,dy,ике
841,zwei::NUM,dy,икәү
842,drei::NUM,tre,өс
843,vier::NUM,katër,дүрт
844,fünf::NUM,pesë,биш
845,sechs::NUM,gjashtë,алты
846,sieben::NUM,shtatë,ете
847,acht::NUM,tetë,һигеҙ
848,neun::NUM,nëntë,туғыҙ
849,zehn::NUM,dhjetë,ун
850,elf::NUM,njëmbëdhjetë,ун бер
851,zwölf::NUM,dymbëdhjetë,ун ике
852,zwanzig::NUM,njëzet,егерме
853,dreißig::NUM,tridhjetë,утыҙ
854,vierzig::NUM,dyzet,ҡырҡ
855,fünfzig::NUM,pesëdhjetë,илле
856,sechzig::NUM,gjashtëdhjetë,алтмыш
857,siebzig::NUM,shtatëdhjetë,етмеш
858,achtzig::NUM,tetëdhjetë,һикһән
859,neunzig::NUM,nëntëdhjetë,туҡһан
860,hundert::NUM,qind,йөҙ
861,tausend::NUM,mijë,мең
862,und::CNJ,e,да
863,und::CNJ,dhe,да
864,oder::CNJ,a,йәки
865,oder::CNJ,apo,йәки
866,stehen::V,rri,тороу
867,sitzen::V,rri,ултырыу
868,liegen::V,rri shtrirë,ятыу
869,hängen::V,varem,аҫылынып тороу
870,werden::V,bëhem,булыу
871,passieren::V,ndodh,булыу
872,beginnen::V,filloj,башлау
873,enden::V,përfundoj,бөтөү
874,enden::V,përfundoj,тамамланыү
875,wechseln::V,ndërroj,үҙгәреү
876,aufgehen[Sonne]::V,hapem,ҡалҡыу
877,untergehen[Sonne]::V,hyj,байыу
878,untergehen[Sonne]::V,perëndoj,байыу
879,scheinen[Sonne]::V,ndriçoj,яҡтыртып тороу
880,donnern::V,gjëmoj,күкрәү
881,donnern::V,bubulloj,күкрәү
882,wehen::V,fryj,иҫеү
883,strömen::V,derdh,ташыу
884,fließen::V,rrjedh,ағыу
885,sich drehen::V,rrotullohem,әйләнеү
886,schwanken::V,dyzoj,тирбәлеү
887,schwingen::V,dridhem,бәүетеү
888,fallen::V,bie,йығылыу
889,brennen::V,digjem,яныу
890,rauchen::V,nxjerr tym,төтәү
891,regnen::V,bie shi,ямғыр яуа
892,gefrieren::V,ngrij,туңыү
893,tauen::V,shkrij,иреү
894,schmelzen::V,shkrij,иреү
895,trocknen::V,thaj,кибеү
896,sieden::V,ziej,ҡайнау
897,faulen::V,kalbem,сереу
898,faulen::V,prishem,сереу
899,verfaulen::V,kalbem,сереу
900,reißen::V,grisem,өҙөү
901,reißen::V,grisem,йыртылыу
902,reißen::V,shqyhem,өҙөү
903,reißen::V,shqyhem,йыртылыу
904,versinken::V,humboj,батыу
905,vergehen::V,kaloj,үтеү
906,erscheinen::V,dukem,килеп сығыу
907,verschwinden::V,zhdukem,юғалыу
908,sinken::V,ulem,түбәнәйеү
909,abnehmen::V,pakësohem,кәметеү
910,abnehmen::V,zvogëlohem,кәметеү
911,zunehmen::V,shtohem,артыу
912,steigen::V,rritem,күтәрелеү
913,wachsen::V,rritem,үҫеү
914,glänzen::V,vezulloj,ялтырау
915,funkeln::V,xixoj,баҙлау
916,funkeln::V,xixëlloj,баҙлау
917,lärmen::V,oshtij,шаулау
918,lärmen::V,zhurmoj,шаулау
919,läuten::V,bie,ҡағыу
920,klingeln::V,i bie ziles,ҡағыу
921,klingeln::V,i bie ziles,шылтыратыу
922,klirren::V,kërcëlloj,шылтыратыу
923,brausen::V,gjëmoj,ҡотороноу
924,rauschen::V,fëshfërij,шыптырлау
925,klingen::V,tingëlloj,яңғырау
926,bellen::V,leh,өрөү
927,heulen::V,ulërij,олоу
928,blasen::V,fryj,өрөү
929,pfeifen::V,fishkëllej,һызғырып ебәреү
930,schreien::V,bërtas,ҡысҡырыу
931,stöhnen::V,rënkoj,уңғырашыу
932,zittern::V,trembem,ҡалтырау
933,leben::V,rroj,йәшәү
934,leben::V,jetoj,йәшәү
935,geboren werden::V,lind,тыуыу
936,atmen::V,marr frymë,тын алыү
937,trinken::V,pi,эсеү
938,essen::V,ha,ашау
939,schlucken::V,gëlltis,йотоу
940,schlucken::V,kapërdij,йотоу
941,müde werden::V,lodhem,арыу
942,einschlafen::V,bie të fle,йоҡлап китеү
943,schlafen::V,fle,йоҡлау
944,aufwachen::V,zgjohem,уяныу
945,aufstehen::V,çohem,тороу
946,aufstehen::V,ngrihem,тороу
947,sich erholen::V,qetësohem,ял итеү
948,sich erholen::V,shtendosem,ял итеү
949,krank werden::V,bie i sëmurë,сирләү
950,krank sein::V,jam i sëmurë,сирләү
951,schmerzen::V,dhemb,ауыртыу
952,husten::V,kollitem,йүтәлләү
953,genesen::V,shërohem,һауығыу
954,sterben::V,vdes,үлеү
955,umkommen::V,vdes,һәләк булыу
956,umkommen::V,mbaroj,һәләк булыу
957,sich bewegen::V,shkundem,хәрәкәт итеү
958,sich rühren::V,lëviz,ҡуҙғалыу
959,sich erheben::V,ngrihem,тороу
960,sich setzen::V,ulem,ултырыу
961,hinfallen::V,gremisem,ҡолау
962,laufen::V,eci,йөрөү
963,schreiten::V,çapem,атлау
964,spazierengehen::V,shëtis,ял итеп йороү
965,eilen::V,ngas,ашығыу
966,eilen::V,ngas,ҡабаланыу
967,sich beeilen::V,nxitoj,ашығыу
968,sich beeilen::V,nxitoj,ҡабаланыу
969,sausen::V,eci shpejt,елеү
970,rennen::V,vrapoj,йүгеп йөрөү
971,springen::V,kërcej,һикереү
972,klettern::V,hipi,үрмәләү
973,klettern::V,hipi,үрмәләп менеү
974,schaukeln::V,kolovitem,сайҡалыу
975,kriechen::V,zvarritem,шыуышыу
976,schwimmen::V,notoj,йоҙөү
977,tauchen::V,zhytem,сумыу
978,rudern::V,vozis,ишеү
979,fahren::V,shkoj,йөрөү
980,fliegen::V,fluturoj,осоу
981,gehen::V,eci,барыу
982,gehen::V,shkoj,барыу
983,weggehen::V,vete,китеү
984,abfahren::V,nisem,сығыу
985,anhalten::V,ndalem,тукталыу
986,hineingehen::V,futem,инеү
987,eintreten::V,hyj,инеү
988,kommen::V,vij,килеү
989,ankommen::V,arrij,килеү
990,ankommen::V,mbërrij,килеү
991,zurückkommen::V,kthehem,ҡайтыу
992,bleiben::V,mbetem,ҡалыу
993,bleiben::V,qëndroj,ҡалыу
994,warten::V,pres,көтөп тороу
995,erwarten::V,pres,көтөү
996,suchen::V,kërkoj,эҙләү
997,finden::V,gjej,табыу
998,versuchen::V,mundohem,тырышып ҡарау
999,vorbereiten::V,përgatis,әҙерләү
1000,lieben::V,dashuroj,яратыу
1001,mögen::V,dua,һөйөү
1002,mögen::V,dua,яратыу
1003,lachen::V,qesh,көлөү
1004,rühren::V,mallëngjej,ҡағылыу
1005,weinen::V,qaj,илау
1006,schimpfen::V,shaj,һүгенеү
1007,schimpfen::V,shaj,тиргәнеү
1008,schimpfen::V,shaj,һуҡраныу
1009,sich ärgern::V,bëhem verem,асыуланыу
1010,sich fürchten::V,kam frikë,ҡурҡыу
1011,sich fürchten::V,frikësohem,ҡурҡыу
1012,fürchten::V,kam frikë nga,ҡурҡыу
1013,fliehen::V,arratisem,ҡасыу
1014,flüchten::V,iki,ҡасыу
1015,sehen::V,shoh,күреү
1016,anschauen::V,shikoj,ҡарау
1017,ansehen::V,shikoj,ҡарау
1018,ansehen::V,shikoj,тикшереү
1019,hören::V,dëgjoj,ишетеү
1020,zuhören::V,veshtoj,тыңлау
1021,probieren::V,provoj,татыу
1022,riechen::V,nuhas,еҫкәү
1023,fühlen::V,ndiej,тойоу
1024,scheinen::V,ndriçoj,кеүек күренеү
1025,scheinen::V,ndriçoj,тойолоу
1026,zu sehen sein::V,dukem,күренеү
1027,vernehmen::V,dëgjoj,ишетеү
1028,frieren::V,mërdhij,туңыү
1029,tun::V,bëj,яһау
1030,tun::V,bëj,әшләү
1031,können::V,mund,алыу
1032,können::V,mund,мөмкин булыу
1033,wollen::V,dua,теләү
1034,wollen::V,dëshiroj,теләү
1035,anfangen::V,filloj,башлау
1036,beenden::V,kryej,бөтөрөү
1037,beenden::V,kryej,тамамлау
1038,beenden::V,mbaroj,бөтөрөү
1039,beenden::V,mbaroj,тамамлау
1040,aufhören::V,pushoj,туктау
1041,gelingen::V,më shkon mbarë,уңышлы булыу
1042,geraten::V,del,булып сығыу
1043,öffnen::V,hap,асыу
1044,schließen::V,mbyll,йомоу
1045,stellen::V,vë,ҡуйыу
1046,setzen::V,vë,урынлаштырыу
1047,legen::V,vë,һалыу
1048,berühren::V,rrok,тейеү
1049,berühren::V,rrok,ҡағылыу
1050,verbinden::V,bashkoj,ҡушыу
1051,verbinden::V,bashkoj,бәйләү
1052,bedecken::V,mbuloj,ҡаплау
1053,aufhängen::V,var,элеү
1054,anzünden::V,ndez,тоҡандырыу
1055,aufheben::V,ngre,мендереү
1056,zurücklassen::V,lë pas,ҡалдырыу
1057,verlieren::V,humb,юғалтыу
1058,fallen lassen::V,lëshoj,төшөрөп ебәреү
1059,machen::V,bëj,яһау
1060,machen::V,bëj,эшләү
1061,herstellen::V,prodhoj,эшләп сығарыу
1062,bauen::V,ndërtoj,төҙөү
1063,reparieren::V,ndreq,төҙәтеү
1064,reparieren::V,meremetoj,төҙәтеү
1065,verbessern::V,përmirësoj,яҡшыртыу
1066,ändern::V,ndërroj,үҙгәртеү
1067,graben::V,gërmoj,ҡаҙыу
1068,beugen::V,kërrus,бөгөү
1069,biegen::V,përkul,бөгөү
1070,drehen::V,dredh,өйрөлтөү
1071,drehen::V,dredh,әйләндереү
1072,drehen::V,rrotulloj,өйрөлтөү
1073,drehen::V,rrotulloj,әйләндереү
1074,wenden::V,kthej,әйләндереү
1075,umdrehen::V,kthej,түңкәреү
1076,heben::V,ngre,күтәреү
1077,heben::V,ngre,мендереү
1078,hochheben::V,ngre,күтәреү
1079,ergreifen::V,rrëmbej,тотоп алыу
1080,halten::V,mbaj,тотоу
1081,drücken::V,shtyp,ҡыҫыу
1082,schieben::V,shtyj,этеү
1083,schieben::V,shtyj,төртөү
1084,kratzen::V,kruaj,ҡырыу
1085,kratzen::V,gërvisht,ҡырыу
1086,lecken::V,lëpij,ялау
1087,beißen::V,kafshoj,тешләү
1088,abreißen::V,shkëpus,өҙөү
1089,abschneiden::V,cungoj,ҡырҡыу
1090,binden::V,lidh,бәйләү
1091,stecken::V,fus,ҡаҙау
1092,stecken::V,ngul,ҡаҙау
1093,brechen::V,thyej,боҙоу
1094,klopfen::V,trokas,шаҡылдау
1095,hauen::V,godas,туҡмау
1096,kleben::V,ngjis,йәбештереү
1097,reiben::V,fërkoj,ыуыу
1098,reiben::V,fërkoj,ышҡыу
1099,streichen::V,lyej,яғыу
1100,schleifen::V,mpreh,үткерләү
1101,schneiden::V,pres,ҡырҡыу
1102,rütteln::V,shkund,һелкетеү
1103,schütteln::V,lëkund,һелкетеү
1104,schwenken::V,valëvit,болғау
1105,schütten::V,mbush,ҡойоу
1106,füllen::V,mbush,тултырыу
1107,einwickeln::V,mbështjell,төрөү
1108,tragen::V,mbaj,алып барыу
1109,tragen::V,mbart,алып барыу
1110,schleppen::V,heq,һөйрәү
1111,schleppen::V,zhgërryej,һөйрәү
1112,ziehen::V,tërheq,тартыу
1113,aufbewahren::V,ruaj,һаҡлау
1114,werfen::V,hedh,ырғытыу
1115,fangen::V,kap,тотоу
1116,packen::V,rrëmbej,етеү
1117,packen::V,rrëmbej,тотоп алыу
1118,verstecken::V,fsheh,йәшереү
1119,teilen::V,ndaj,бүлеү
1120,schicken::V,dërgoj,ебәреү
1121,bringen::V,sjell,килтереү
1122,hinzufügen::V,shtoj,өтәү
1123,bekommen::V,kap,алыу
1124,erhalten::V,marr,алыу
1125,nehmen::V,marr,алыу
1126,wählen::V,zgjedh,һайлаү
1127,auswählen::V,përzgjedh,һайлап алыу
1128,bewahren::V,ruaj,һаҡлау
1129,behindern::V,pengoj,тотҡарлыҡ яһау
1130,verderben::V,prish,боҙоу
1131,beschädigen::V,dëmtoj,боҙоу
1132,zerbrechen::V,thyej,ҡыйратыу
1133,zerreißen::V,çjerr,йыртыу
1134,zerreißen::V,zheloj,йыртыу
1135,zerstören::V,prish,емереү
1136,zerstören::V,shkatërroj,емереү
1137,verbrennen::V,djeg,үртәү
1138,geben::V,jap,биреү
1139,reichen::V,jap,биреү
1140,schenken::V,fal,бүләк итеү
1141,schenken::V,dhuroj,бүләк итеү
1142,versprechen::V,premtoj,вәғәҙә биреү
1143,wünschen::V,uroj,теләу
1144,loben::V,lëvdoj,маҡтау
1145,loben::V,lavdëroj,маҡтау
1146,küssen::V,puth,үбеү
1147,wiegen::V,tund,бәүетеү
1148,wiegen::V,tund,тирбәтеү
1149,zudecken::V,mbuloj,ҡаплау
1150,wecken::V,zgjoj,уятыу
1151,zeigen::V,dëftej,күрһәтеү
1152,führen::V,çoj,етәкләү
1153,lehren::V,arsej,уҡытыу
1154,lehren::V,arsej,өйрәтеү
1155,unterrichten::V,arsimoj,уҡытыу
1156,aufziehen::V,rris,тәрбиәле
1157,leiten::V,udhëheq,етәкләү
1158,leiten::V,udhëheq,етәкселек итеү
1159,antreiben::V,nxis,ашыҡтырыу
1160,lassen::V,detyroj,мәжбүр итеү
1161,einladen::V,ftoj,саҡырыу
1162,vereinigen::V,bashkoj,берләштереү
1163,besuchen::V,vizitoj,килеп сығыу
1164,treffen::V,ndesh,тойоү
1165,treffen::V,ndesh,осратыу
1166,treffen::V,ndesh,ҡаршылау
1167,sich versammeln::V,tubohem,йыйылыу
1168,spielen::V,loz,тартыу
1169,spielen::V,luaj,тартыу
1170,singen::V,këndoj,йырлау
1171,tanzen::V,kërcej,бейеү
1172,tanzen::V,vallëzoj,бейеү
1173,sich trennen::V,ndahem,айырылышыу
1174,verlassen::V,braktis,ташлау
1175,verlassen::V,braktis,ташлап китеү
1176,retten::V,shpëtoj,ҡотҡарыу
1177,bewachen::V,ruaj,һаҡлау
1178,schützen::V,ruaj,һаҡлау
1179,schützen::V,mbroj,һаҡлау
1180,verteidigen::V,mbroj,яҡлау
1181,sich schlagen::V,zihem,һуғышыу
1182,schießen::V,shtie,атыу
1183,siegen::V,fitoj,еңеү
1184,siegen::V,ngadhënjej,еңеү
1185,ärgern::V,zemëroj,асыуландырыу
1186,schlagen::V,rrah,бәреү
1187,schlagen::V,rrah,туҡмау
1188,schlagen::V,godas,бәреү
1189,schlagen::V,godas,туҡмау
1190,treten::V,shtyj,тибеү
1191,treten::V,shtyj,типкеләү
1192,treten::V,shtyj më këmbë,тибеү
1193,treten::V,shtyj më këmbë,типкеләү
1194,stechen::V,ther,сәнсеү
1195,stechen::V,shpoj,сәнсеү
1196,stoßen::V,shtyj,этеү
1197,stoßen::V,shtyj,төртөү
1198,stehlen::V,vjedh,урлау
1199,stören::V,pengoj,ҡамасаулау
1200,belästigen::V,bezdis,бимазалау
1201,belästigen::V,bezdis,ҡамасаулау
1202,verbergen::V,fsheh,йәшереү
1203,täuschen::V,mashtroj,ултыртыу
1204,betrügen::V,kobis,алдау
1205,töten::V,vras,үлтереү
1206,wohnen::V,banoj,йәшәү
1207,arbeiten::V,punoj,эшләү
1208,arbeiten::V,vardoj,эшләү
1209,sammeln::V,mbledh,йыйыу
1210,sammeln::V,grumbulloj,йыйыу
1211,pflücken::V,vjel,өҙөү
1212,pflücken::V,mbledh,өҙөү
1213,jagen::V,gjuaj,аулау
1214,fischen::V,peshkoj,аулау
1215,fischen::V,gjuaj peshk,аулау
1216,fassen::V,zë,тотоу
1217,hüten::V,kullos,көтөү
1218,treiben::V,vë përpara,ҡыуыу
1219,anbinden::V,lidh,бәйләү
1220,füttern::V,grazhdoj,ашатыу
1221,melken::V,mjel,һауыү
1222,hacken::V,grij,турау
1223,hacken::V,grij,тапау
1224,gießen::V,ujis,ҡойоу
1225,reifen::V,piqem,өлғөрөү
1226,zubereiten::V,gatuaj,бешереү
1227,kochen::V,ziej,бешереү
1228,backen::V,pjek,бешереү
1229,backen::V,furroj,бешереү
1230,braten::V,fërgoj,ҡурыу
1231,braten::V,tiganis,ҡурыу
1232,umrühren::V,trazoj,ҡатнаштырыу
1233,stricken::V,thur,бәйләү
1234,nähen::V,qep,тегеү
1235,färben::V,ngjyej,буяу
1236,färben::V,bojatis,буяу
1237,reinigen::V,qëroj,таҙартыу
1238,reinigen::V,pastroj,таҙартыу
1239,waschen::V,laj,йыуыу
1240,waschen::V,finjos,йыуыу
1241,abwischen::V,fshij,һөртөү
1242,spülen::V,kulloj,сайҡау
1243,fegen::V,fshij,һепереү
1244,kehren::V,fshij,һепереү
1245,baden::V,lahem,һыу инеү
1246,sich waschen::V,lahem,йыуыныу
1247,ausziehen::V,heq,сисеү
1248,ausziehen::V,zbath,сисеү
1249,anziehen::V,vesh,кейеү
1250,anziehen::V,mbath,кейеү
1251,sich anziehen::V,vishem,кейенеү
1252,kämmen::V,kreh,тарау
1253,schmücken::V,hijeshoj,биҙәү
1254,sagen::V,them,әйтеү
1255,sprechen::V,flas,әйтеү
1256,sprechen::V,flas,һөйләшеү
1257,reden::V,fjalos,һөйләшеү
1258,reden::V,fjalëtoj,һөйләшеү
1259,sich unterhalten::V,bisedoj,әңгәмәләшеү
1260,fragen::V,pyes,һорау
1261,bitten::V,lus,үтенеү
1262,bitten::V,lutem,үтенеү
1263,erzählen::V,rrëfej,һөйләү
1264,mitteilen::V,kumtoj,әйтеү
1265,nennen::V,quaj,атау
1266,nennen::V,quaj,исемләү
1267,rufen::V,thërras,саҡырыу
1268,prahlen::V,mburrem,маҡтаныу
1269,prahlen::V,mburrem,шапырыныу
1270,prahlen::V,kapardisem,маҡтаныу
1271,prahlen::V,kapardisem,шапырыныу
1272,übersetzen::V,përkthej,тәржемә итеү
1273,denken::V,mendoj,уйлау
1274,glauben::V,besoj,ышаныу
1275,bemerken::V,vërej,күреү
1276,erkennen::V,njoh,таныу
1277,erkennen::V,shquaj,таныу
1278,begreifen::V,marr vesh,аңлау
1279,verstehen::V,marr vesh,аңлау
1280,lernen::V,mësoj,өйрәнеү
1281,wissen::V,di,белеү
1282,sich erinnern an::V,kujtoj,хәтергә алыу
1283,vergessen::V,harroj,онотоу
1284,messen::V,mas,үлсәү
1285,zählen::V,njeh,һанау
1286,rechnen::V,llogaris,һанау
1287,lesen::V,lexoj,уҡыу
1288,lesen::V,këndoj,уҡыу
1289,malen::V,lyej,һүрәт яһау
1290,malen::V,lyej,рәсем төшөрөү
1291,zeichnen::V,vizatoj,һүрәт яһау
1292,zeichnen::V,vizatoj,рәсем төшөрөү
1293,schreiben::V,shkruaj,яҙыу
1294,besitzen::V,kam,биләү
1295,kaufen::V,blej,һатып алыу
1296,verkaufen::V,shes,һатыу
1297,bezahlen::V,paguaj,түләү
1298,zahlen::V,paguaj,түләү
1299,beherrschen::V,zotëroj,биләү
1300,ertragen::V,duroj,түҙеү
