,Concept_ID,sq,cs
624,Mittwoch::N,mërkurë,středa
625,Donnerstag::N,enjte,čtvrtek
626,Freitag::N,premte,pátek
627,Samstag::N,shtunë,sobota
628,Sonntag::N,diel,neděle
629,groß::A,madh,velký
630,klein::A,vogël,malý
631,lang::A,gjatë,dlouhý
632,kurz::A,shkurtër,krátký
633,breit::A,gjerë,široký
634,schmal::A,ngushtë,úzký
635,dicht::A,dendur,hustý
636,dick[Gegenstand]::A,trashë,tlustý
637,dünn::A,hollë,tenký
638,fein::A,imët,jemný
639,fest::A,fortë,pevný
640,flach::A,sheshtë,plochý
641,flach::A,sheshtë,placatý
642,glatt::A,rrafshët,hladký
643,hart::A,fortë,tvrdý
644,weich::A,butë,měkký
645,rund::A,rrumbullakët,kulatý
646,rund::A,rrumbullakët,okrouhlý
647,spitz::A,majëmprehtë,špičatý
648,scharf::A,mprehtë,ostrý
649,stumpf::A,topitur,tupý
650,schwer::A,rëndë,těžký
651,schön::A,bukur,pěkný
652,schön::A,bukur,krásný
653,heiß::A,nxehtë,horký
654,warm::A,ngrohtë,teplý
655,kalt::A,ftohtë,studený
656,kühl::A,freskët,chladný
657,frisch::A,pastër,svěží
658,feucht::A,lagësht,vlhký
659,nass::A,lagur,mokrý
660,trocken::A,thatë,suchý
661,voll::A,plotë,plný
662,leer::A,bosh,prázdný
663,leer::A,zbrazët,prázdný
664,offen::A,hapur,otevřený
665,geschlossen::A,mbyllur,zavřený
666,sauber::A,dëlirë,čistý
667,schmutzig::A,ndyrë,špinavý
668,roh::A,gjallë,syrový
669,reif::A,arrirë,zralý
670,lecker::A,shijshëm,chutný
671,süß::A,ëmbël,sladký
672,bitter::A,hidhur,hořký
673,sauer::A,thartë,kyselý
674,hell::A,me dritë,světlý
675,dunkel::A,errët,temný
676,schwarz::A,i zi,černý
677,weiß::A,bardhë,bílý
678,rot::A,kuq,rudý
679,rot::A,kuq,červený
680,gelb::A,verdhë,žlutý
681,blau::A,blu,modrý
682,blau::A,kaltër,modrý
683,grün::A,blertë,zelený
684,grün::A,gjelbër,zelený
685,grau::A,hirtë,šedý
686,grau::A,hirtë,šedivý
687,grau::A,bojë hiri,šedý
688,grau::A,bojë hiri,šedivý
689,bunt::A,shumëngjyrëshëm,pestrý
690,billig::A,lirë,levný
691,billig::A,lirë,laciný
692,teuer::A,shtrenjtë,drahý
693,wertvoll::A,çmuar,cenný
694,wertvoll::A,vlershëm,cenný
695,blind::A,qorr,slepý
696,blind::A,verbër,slepý
697,taub::A,shurdhër,hluchý
698,kräftig::A,fuqishëm,silný
699,stark::A,fortë,silný
700,schwach::A,dobët,slabý
701,fett::A,dhjamur,tučný
702,fett::A,dhjamur,tlustý
703,schlank::A,hollë,štíhlý
704,hübsch::A,bukur,hezký
705,hübsch::A,hijshëm,hezký
706,böse::A,keq,zlý
707,dumm::A,teveqel,hloupý
708,faul::A,dembel,líný
709,fleißig::A,zellshëm,pilný
710,geizig::A,kurnac,lakomý
711,geizig::A,dorështrënguar,lakomý
712,klug::A,mençur,chytrý
713,geschickt::A,aftë,šikovný
714,lieb::A,dashur,milý
715,lustig::A,gëzuar,veselý
716,sanft::A,butë,mírný
717,hungrig::A,uritur,hladový
718,krank::A,sëmurë,nemocný
719,nackt::A,lakuriq,nahý
720,nackt::A,zhveshur,nahý
721,traurig::A,trishtuar,smutný
722,traurig::A,trishtuar,truchlivý
723,lebendig::A,gjallë,živý
724,gut::A,mirë,dobrý
725,schlecht::A,keq,špatný
726,richtig::A,drejtë,pravý
727,richtig::A,drejtë,správný
728,schlimm::A,keq,zlý
729,wahr::A,vërtetë,pravdivý
730,alt::A,vjetër,starý
731,neu::A,i ri,nový
732,ehemalig::A,dikurshëm,bývalý
733,alt[Lebewesen]::A,plak,starý
734,jung::A,i ri,mladý
735,arm::A,varfër,chudý
736,arm::A,vobektë,chudý
737,reich::A,pasur,bohatý
738,bekannt::A,njohur,známý
739,berühmt::A,famshëm,slavný
740,fremd::A,huaj,cizí
741,verschieden::A,ndryshëm,různý
742,verschieden::A,ndryshëm,rozličný
743,nah::A,afërt,blízký
744,fern::A,largët,daleký
745,linker::A,majtë,levý
746,rechter::A,djathtë,pravý
747,anderer::A,tjetër,jiný
748,erster::A,parë,první
749,zweiter::A,dytë,druhý
750,dritter::A,i tretë,třetí
751,letzter::A,fundit,poslední
752,allein::ADV,vetëm,sám
753,auf einmal::ADV,njëkohësisht,najednou
754,zusammen::ADV,bashkë,spolu
755,zusammen::ADV,bashkë,dohromady
756,zusammen::ADV,së bashku,spolu
757,zusammen::ADV,së bashku,dohromady
758,lange::ADV,për një kohë të gjatë,dlouho
759,plötzlich::ADV,befas,vtom
760,plötzlich::ADV,befas,náhle
761,sofort::ADV,menjëherë,hned
762,sofort::ADV,menjëherë,ihned
763,sofort::ADV,aty për aty,hned
764,sofort::ADV,aty për aty,ihned
765,später::ADV,më vonë,později
766,jetzt::ADV,tash,teď
767,jetzt::ADV,tash,nyní
768,heute::ADV,sot,dnes
769,heute::ADV,sot,dneska
770,morgen::ADV,nesër,zítra
771,bald::ADV,shpejt,brzo
772,bald::ADV,së shpejti,brzo
773,dann::ADV,pastaj,pak
774,dann::ADV,pastaj,potom
775,gestern::ADV,dje,včera
776,einst::ADV,dikur,kdysi
777,damals::ADV,atëherë,tehdy
778,damals::ADV,atëherë,tenkrát
779,danach::ADV,mandej,podle toho
780,vorher::ADV,më parë,dříve
781,vorher::ADV,më parë,napřed
782,zuerst::ADV,së pari,nejprve
783,zuerst::ADV,së pari,nejdříve
784,einmal::ADV,njëherë,jednou
785,manchmal::ADV,nganjëherë,někdy
786,oft::ADV,shpesh,často
787,immer::ADV,përherë,vždy
788,immer::ADV,përherë,stále
789,immer::ADV,gjithnjë,vždy
790,immer::ADV,gjithnjë,stále
791,niemals::ADV,kurrë,nikdy
792,niemals::ADV,asnjëherë,nikdy
793,hier::ADV,këtu,zde
794,hier::ADV,këtu,tady
795,hierhin::ADV,knej,sem
796,von hier::ADV,që këtej,odtud
797,von hier::ADV,prej këtej,odtud
798,dort::ADV,aty,tam
799,dort::ADV,atje,tam
800,dorthin::ADV,anej,tam
801,geradeaus::ADV,drejt,rovně
802,vorwärts::ADV,mbroth,kupředu
803,vorwärts::ADV,përpara,kupředu
804,rückwärts::ADV,mbrapsht,zpět
805,zurück::ADV,prapa,zpět
806,zurück::ADV,prapa,nazpět
807,zurück::ADV,mbrapsht,zpět
808,zurück::ADV,mbrapsht,nazpět
809,unten::ADV,poshtë,dole
810,hinab::ADV,përposh,dolů
811,oben::ADV,lart,nahoře
812,oben::ADV,lart,navrchu
813,oben::ADV,sipër,nahoře
