,Concept_ID,mn,bn
312,Freund::N,нөхөр,বন্ধু
313,Kamerad::N,хань,সঙ্গী
314,Kamerad::N,нөхөр,সঙ্গী
315,Angelegenheit::N,хэрэг,বিষয়
316,Anzahl::N,тоо,পরিমাণ
317,Art::N,төрөл,রকম
318,Art::N,янз,রকম
319,Stück::N,хэсэг,টুকরো
320,Teil::N,хувь,অংশ
321,Teil::N,хэсэг,অংশ
322,Hälfte::N,хагас,অর্ধেক
323,Kreis::N,тойрог,বৃত্ত
324,Kreis::N,хүрээ,বৃত্ত
325,Kreuz::N,загалмай,ক্রুশ
326,Linie::N,шугам,রেখা
327,Strich::N,зураас,কষি
328,Abstand::N,зай,ফাঁক
329,Entfernung::N,зай,ব্যবধান
330,Entfernung::N,хол ойр,ব্যবধান
331,Gegend::N,хавь,ক্ষেত্র
332,Gegend::N,газар,ক্ষেত্র
333,Platz::N,зай,জায়গা
334,Platz::N,завсар,জায়গা
335,Ort::N,газар,স্থান
336,Ort::N,байр,স্থান
337,Seite::N,тал,পার্শ্ব
338,Seite::N,этгээд,পার্শ্ব
339,Mitte::N,төв,মধ্য
340,Mitte::N,дунд,মধ্য
341,Gegenstand::N,юм,জিনিস
342,Sache::N,үйл,বস্তু
343,Sache::N,хэрэг,বস্তু
344,Rand::N,зах,কানা
345,Rand::N,хөвөө,কানা
346,Kante::N,ирмэг,ধার
347,Ecke::N,өнцөг,কোণ
348,Spitze::N,үзүүр,ডগা
349,Ende::N,зах,প্রান্ত
350,Ende::N,үзүүр,প্রান্ত
351,Loch::N,цоорхой,গর্ত
352,Loch::N,онгорхой,গর্ত
353,Winkel::N,өнцөг,কোণ
354,Muster::N,хээ,নমুন্
355,Muster::N,угалз,নমুন্
356,Größe::N,хэмжээ,আয়তন
357,Länge::N,урт,দৈর্ঘ্য
358,Höhe::N,өндөр,উচ্চতা
359,Gewicht::N,жин,ওজন
360,Menge::N,тоо,পরিমাণ
361,Haufen::N,бөөн,পুঞ্জ
362,Reihe::N,эгнээ,শ্রেণী
363,Boot::N,завь,নৌকা
364,Ruder::N,сэлүүр,দাঁড়
365,Schlitten::N,чарга,স্নেজ্-গাড়ি
366,Ski::N,цана,শী
367,Lagerfeuer::N,түүдэг,অগ্নি
368,Last::N,ачаа,বোঝা
369,Gang::N,явдал,হণ্টন
370,Schritt::N,алхам,পদ
371,Norden::N,умар,উত্তরদিক্
372,Süden::N,урд,দক্ষিণদিক
373,Süden::N,өмнө,দক্ষিণদিক
374,Westen::N,өрнө,পশ্চিমদিক্
375,Westen::N,баруун,পশ্চিমদিক্
376,Osten::N,зүүн,পূর্বদিক
377,Osten::N,дорно,পূর্বদিক
378,Holz::N,мод,কাঠ
379,Brett::N,банз,তক্তা
380,Platte::N,хавтан,ফলক
381,Stütze::N,тулгуур,নাগদণ্ড
382,Stütze::N,тулга,নাগদণ্ড
383,Stange::N,сургааг,দণ্ড
384,Stock::N,саваа,ছড়ি
385,Stab::N,таяг,যষ্টি
386,Rohr::N,хоолой,নল
387,Haus::N,гэр,ঘর
388,Haus::N,байшин,ঘর
389,Heim::N,гэр,বাসা
390,Ofen::N,зуух,স্টোভ্
391,Ofen::N,пийшин,স্টোভ্
392,Fußboden::N,шал,গহতল
393,Tisch::N,ширээ,মেজ
394,Tisch::N,ширээ,টেবিল
395,Stuhl::N,сандал,চেয়ার
396,Stuhl::N,сандал,কেদারা
397,Wiege::N,өлгий,দোলনা
398,Bett::N,ор,শয্যা
399,Regal::N,тавиур,তাক
400,Kiste::N,авдар,বাক্স
401,Kiste::N,хайрцаг,বাক্স
402,Fenster::N,гэгээвч,জানালা
403,Tür::N,үүд,দ্বার
404,Tür::N,хаалга,দ্বার
405,Tor::N,хаалга,দ্বার
406,Zaun::N,хашаа,বেড়া
407,Dach::N,дээвэр,ছাদ
408,Leiter::N,шат,মই
409,Besen::N,хамуур,গুল্মবিশেষ
410,Besen::N,туужуу,গুল্মবিশেষ
411,Spaten::N,хүрз,কোদাল
412,Schaufel::N,хүрз,বেলচা
413,Gabel::N,сэрээ,কাঁটা
414,Löffel::N,халбага,চামচ
415,Messer::N,хутга,ছুরি
416,Nagel::N,хадаас,পেরেক
417,Netz::N,өөш,জাল
418,Netz::N,тор,জাল
419,Haken::N,гох,কাচি
420,Griff::N,иш,হাতল
421,Griff::N,сэнж,হাতল
422,Schloss::N,цуурга,তালা
423,Schloss::N,цоож,তালা
424,Bild::N,зураг,ছবি
425,Bild::N,зураг,চিত্র
426,Figur::N,баримал,আকার
427,Puppe::N,хүүхэлдэй,পুতুল
428,Beutel::N,агсаа,বটুয়া
429,Beutel::N,уут,বটুয়া
430,Bündel::N,боодол,আঁটি
431,Tasche::N,цүнх,থলি
432,Eimer::N,хөнөг,বাল্তি
433,Eimer::N,хувин,বাল্তি
434,Deckel::N,таг,আবরণ
435,Deckel::N,хавхаг,আবরণ
436,Geschirr::N,сав суулга,থালা-বাসন
437,Sack::N,шуудай,বস্তা
438,Tasse::N,аяга,কাপ
439,Topf::N,тогоо,পাত্র
440,Kessel::N,тогоо,কেটলি
441,Essen::N,идээ,আহার
442,Nahrung::N,хүнс,খাদ্য
443,Speise::N,идээ,খাদ্য
444,Fleisch::N,мах,মাংস
445,Getreide::N,будаа,শস্য
446,Brei::N,богшмол,মণ্ড
447,Brei::N,будаа,মণ্ড
448,Brot::N,талх,রুটি
449,Scheibe::N,зүсэм,ফালি
450,Scheibe::N,хэрчим,ফালি
451,Fett::N,өөх,মেদ
452,Butter::N,тос,মাখন
453,Öl::N,тос,তৈল
454,Salz::N,давс,নুন
455,Suppe::N,шөл,শুরুয়া
456,Honig::N,бал,মধু
457,Milch::N,сүү,দুধ
458,Tee::N,цай,চা
459,Leder::N,арьс,পাকা চামড়া
460,Leder::N,савхи,পাকা চামড়া
461,Wolle::N,ноос,পশম
462,Wolle::N,унгас,পশম
463,Stoff::N,бөс,বস্ত্র
464,Nadel::N,зүү,সুচ
465,Faden::N,боолт,সূত্র
466,Faden::N,утас,সূত্র
467,Knopf::N,товч,বোতাম
468,Knoten::N,зангилаа,গিঁট
469,Farbe::N,будаг,রং
470,Kleidung::N,хувцас,কাপড়
471,Hemd::N,цамц,শার্ট
472,Kragen::N,зах заам,গলবন্ধ
473,Ärmel::N,ханцуй,আস্তিন্
474,Hose::N,өмд,ট্রাউজার
475,Gürtel::N,бүс,কটিবন্ধ
476,Mütze::N,малгай,টুপি
477,Mütze::N,бүрх,টুপি
478,Schuh::N,туфли,জুতো
479,Stiefel::N,гутал,বুট
480,Ring::N,бөгж,আংটি
481,Band::N,тууз,ফিতা
482,Kamm::N,сам,চিরুনি
483,Spiegel::N,толь,আয়না
484,Riemen::N,тасам,চাবুক
485,Riemen::N,сур,চাবুক
486,Schnur::N,татлага,দড়ি
487,Leine::N,оосор,শিকল
488,Decke::N,хөнжил,কম্বল
489,Decke::N,хучлага,কম্বল
490,Kissen::N,дэр,উপাধান
491,Tuch::N,алчуур,বস্ত্র
492,Tuch::N,даавуу,বস্ত্র
493,Handtuch::N,алчуур,তোয়ালে
494,Kraft::N,чадал,জোর
495,Kraft::N,хүч,জোর
496,Stärke::N,эрч,শক্তি
497,Stärke::N,тэнхээ,শক্তি
498,Gesundheit::N,бие,স্বাস্থ্য
499,Gesundheit::N,эрүүл мэнд,স্বাস্থ্য
500,Krankheit::N,эмгэг,অসুখ
501,Krankheit::N,эмгэг,ব্যামো
502,Schmerz::N,өвчин,যন্ত্রণা
503,Wunde::N,шарх,ক্ষত
504,Fieber::N,халуун,জ্বর
505,Arznei::N,эм,ঔষধ
506,Brücke::N,гүүр,সেতু
507,Brunnen::N,худаг,কূপ
508,Weide::N,бэлчээр,পশুচারণভূমি
509,Pfad::N,жим,পথ
510,Pfad::N,зөрөг,পথ
511,Weg::N,зам,পথ
512,Weg::N,харгуй,পথ
513,Straße::N,зам,রাস্তা
514,Straße::N,харгуй,রাস্তা
515,Dorf::N,тосгон,গ্রাম
516,Dorf::N,гацаа,গ্রাম
517,Stadt::N,хот,শহর
518,Brief::N,захидал,চিঠি
519,Brief::N,захиа,চিঠি
520,Buch::N,ном,বই
521,Buch::N,бичиг,বই
522,Buchstabe::N,үсэг,অক্ষর
523,Zeitung::N,сонин,সংবাদপত্র
524,Leben::N,амь,জীবন
525,Leben::N,амьдрал,জীবন
526,Tod::N,үхэл,মৃত্যু
527,Grab::N,булш,কবর
528,Kirche::N,сүм,গির্জা
529,Sünde::N,нүгэл,পাপ
530,Sünde::N,хилэнц,পাপ
531,Gott::N,бурхан,দেবতা
532,Arbeiter::N,ажилчин,শ্রমিক
533,Arbeiter::N,хөдөлмөрчин,শ্রমিক
534,Chef::N,дарга,নেতা
535,Meister::N,дархан,ব্যক্তি
536,Arzt::N,эмч,চিকিৎসক
537,Lehrer::N,багш,অধ্যাপক
538,Geld::N,цаас,মুদ্রা
539,Geld::N,цаас,টাকাপয়সা
540,Geld::N,мөнгө,মুদ্রা
541,Geld::N,мөнгө,টাকাপয়সা
542,Geschäft::N,наймаа,ব্যস্ততা
543,Laden::N,дэлгүүр,দোকান
544,Preis::N,үнэ,মূল্য
545,Ware::N,таваар,পণ্যদ্রব্য
546,Ware::N,бараа,পণ্যদ্রব্য
547,Nutzen::N,ашиг,সুবিধা
548,Reichtum::N,баялаг,ধনদৌলত
549,Welt::N,дэлхий,জগৎ
550,Welt::N,орчлон,জগৎ
551,Land::N,улс,খেত
552,Land::N,орон,খেত
553,Staat::N,төр,রাষ্ট্র
554,Staat::N,гүрэн,রাষ্ট্র
555,König::N,ван,রাজা
556,Macht::N,засаг,প্রভাব
557,Grenze::N,хил,সীমা
558,Krieg::N,дайн,যুদ্ধ
559,Feind::N,дайсан,শত্রু
560,Gewalt::N,хүчирхэх,জোর
561,Kampf::N,тэмцэл,লড়াই
562,Kampf::N,байлдаан,লড়াই
563,Bogen[Waffe]::N,нум,ধনুক
564,Pfeil::N,годил,বাণ
565,Pfeil::N,сум,বাণ
566,Gewehr::N,буу,বন্দুক
567,Fehler::N,эндэл,ভুল
568,Fehler::N,алдаа,ভুল
569,Lüge::N,худал,মিথ্যা
570,Schaden::N,хор,ক্ষতি
571,Schaden::N,хөнөөл,ক্ষতি
572,Unglück::N,гай,দুর্ভাগ্য
573,Unglück::N,гамшиг,দুর্ভাগ্য
574,Schuld::N,гэм,অপরাধ
575,Schuld::N,буруу,অপরাধ
576,Alter::N,нас,আয়ু
577,Schluss::N,эцэс,শেষ
578,Schluss::N,төгсгөл,শেষ
579,Zeit::N,цаг,সময়
580,Tag::N,өдөр,দিন
581,Morgen::N,өглөө,সকাল
582,Mittag::N,үд,মধ্যাহু
583,Abend::N,үдэш,সন্ধ্যা
584,Nacht::N,шөнө,রাত্রি
585,Woche::N,долоо хоног,সপ্তাহ
586,Monat::N,сар,মাস
587,Jahr::N,жил,সৌরবর্ষ
588,Frühling::N,хавар,বসন্তকাল
589,Sommer::N,зун,গ্রীষ্মকাল
590,Herbst::N,намар,শরংঋতু
591,Winter::N,өвөл,শীতকাল
592,Januar::N,нэгдүгээр сар,জানুয়ারী
593,Februar::N,хоёрдугаар сар,ফেব্রুয়ারী
594,März::N,гуравдугаар сар,মার্চ
595,April::N,дөрөвдүгээр сар,এপ্রিল
596,Mai::N,тавдугаар сар,মে
597,Juni::N,зургаадугаар сар,জুন
598,Juli::N,долдугаар сар,জুলাই
599,August::N,наймдугаар сар,অগাস্ট
600,September::N,есдүгээр сар,সেপ্টেম্বর
601,Oktober::N,аравдугаар сар,অক্টোবর
602,November::N,арван нэгдүгээр сар,নভেম্বর
603,Dezember::N,арван хоёрдугаар сар,ডিসেম্বর
604,Montag::N,даваа,সোমবার
605,Dienstag::N,мягмар,মঙ্গলবার
606,Mittwoch::N,лхагва,বুধবার
607,Donnerstag::N,пүрэв,বৃহম্পতিবার
608,Freitag::N,баасан,শুক্রবার
609,Samstag::N,бямба,শনিবার
610,Sonntag::N,ням,রবিবার
611,groß::A,их,বৃহৎ
612,groß::A,том,বৃহৎ
613,klein::A,бага,ছোট
614,klein::A,жаахан,ছোট
615,lang::A,урт,দীর্ঘ
616,kurz::A,охор,খর্ব
617,kurz::A,охор,হ্রস্ব
618,kurz::A,богино,খর্ব
619,kurz::A,богино,হ্রস্ব
620,breit::A,өргөн,চওড়া
621,schmal::A,уйтан,সরু
622,schmal::A,нарийн,সরু
623,dicht::A,нягт,ঘন
624,dicht::A,чигжүү,ঘন
625,dick[Gegenstand]::A,зузаан,পুরু
626,dünn::A,нимгэн,কৃশ
627,fein::A,нарийн,সূক্ষ্ম
628,fest::A,бөх,দৃঢ়
629,fest::A,хатуу,দৃঢ়
630,flach::A,хавтгай,সমতল
631,glatt::A,цагаан,মসৃণ
632,hart::A,хатуу,শক্ত
633,weich::A,зөөлөн,নরম
634,rund::A,дугуй,গোলাকার
635,rund::A,дугариг,গোলাকার
636,spitz::A,шовх,তীক্ষ্ন
637,spitz::A,шовгор,তীক্ষ্ন
638,scharf::A,хурц,শাণিত
639,scharf::A,иртэй,শাণিত
640,stumpf::A,мохоо,ভোঁতা
641,schwer::A,хүнд,ভারী
642,schön::A,гуа,সুন্দর
643,schön::A,сайхан,সুন্দর
644,heiß::A,халуун,গরম
645,warm::A,дулаан,ঈষদুষ্ণ
646,kalt::A,хүйтэн,ঠাণ্ডা
647,kühl::A,сэрүүн,শীতল
648,frisch::A,эрүүл,তাজা
649,frisch::A,жихүүн,তাজা
650,feucht::A,чийгтэй,ভিজা
651,nass::A,нойтон,ভিজা
652,trocken::A,хатсан,শুষ্ক
653,voll::A,дүүрэн,পূর্ণ
654,leer::A,хоосон,খালি
655,offen::A,онгорхой,খোলা
656,geschlossen::A,битүү,বন্ধ
657,geschlossen::A,хаалтай,বন্ধ
658,sauber::A,цэвэр,নির্মল
659,sauber::A,хиргүй,নির্মল
660,schmutzig::A,бохир,নোংরা
661,schmutzig::A,хиртэй,নোংরা
662,roh::A,түүхий,কাঁচা
663,reif::A,болсон,পাকা
664,lecker::A,амттай,সুস্বাদ
665,süß::A,амттай,মিষ্ট
666,süß::A,чихэрлэг,মিষ্ট
667,bitter::A,гашуун,তিক্ত
668,sauer::A,эсгэлэн,টক
669,hell::A,гэгээн,উজ্জ্বল
670,hell::A,гэрэлтэй,উজ্জ্বল
671,dunkel::A,бараан,অন্ধকারময়
672,dunkel::A,харанхуй,অন্ধকারময়
673,schwarz::A,хар,কালো
674,weiß::A,цагаан,সাদা
675,rot::A,улаан,লাল
676,gelb::A,шар,হলদে
677,blau::A,хөх,নীল
678,blau::A,цэнхэр,নীল
679,grün::A,ногоон,সবুজ
680,grau::A,орог,ছাই-রঙা
681,grau::A,саарал,ছাই-রঙা
682,bunt::A,эрээн,রঙিন
683,billig::A,хямд,সস্তা
684,teuer::A,үнэтэй,আক্রা
685,wertvoll::A,үнэт,মহার্ঘ
686,blind::A,сохор,কানা
687,taub::A,чих хатуу,বধির
688,kräftig::A,чийрэг,বিশাল
689,stark::A,хүчтэй,শক্তিশালী
690,stark::A,чадалтай,শক্তিশালী
691,schwach::A,сул,দুর্বল
692,fett::A,тарган,মোটা
693,fett::A,голигор,মোটা
694,schlank::A,голшиг,কৃশ
695,hübsch::A,сайхан,সুন্দর
696,hübsch::A,хөөрхөн,সুন্দর
697,böse::A,муу,খারাপ
