,Concept_ID,av,ko
140,Flügel::N,кваркьи,날개
141,Klaue::N,галъ,갈고리 발톺
142,Kralle::N,квачӏ,발툭
143,Kralle::N,катиквачӏ,발툭
144,Schwanz::N,рачӏ,꼬리
145,Ei::N,хоно,알
146,Nest::N,бусен,보금자리
147,Bau::N,каратӏ,굴
148,Tier::N,хӏайван,짐승
149,Herde::N,рехъен,가축의떼
150,Herde::N,рехъед,가축의떼
151,Kuh::N,гӏака,암소
152,Bulle::N,оц,황소
153,Pferd::N,чу,말
154,Schaf::N,чахъу,양
155,Schwein::N,болъон,돼지
156,Hund::N,гьой,개
157,Katze::N,кету,고양이
158,Bär::N,ци,콤
159,Eichhörnchen::N,гвангва,다람쥐
160,Fuchs::N,цер,여우
161,Hase::N,гӏанкӏ,토끼
162,Maus::N,гӏункӏкӏ,쥐
163,Wolf::N,бацӏ,늑대
164,Vogel::N,хӏинчӏ,새
165,Schwarm::N,тӏел,뗴
166,Huhn::N,гӏанкӏу,암탉
167,Hahn::N,хӏелеко,수탉
168,Gans::N,хъаз,거위
169,Adler::N,цӏум,수리
170,Ente::N,ордек,오리
171,Eule::N,беццаруз,부엉이
172,Kranich::N,къункъра,두루미
173,Krähe::N,гъеду,까마귀
174,Kuckuck::N,гагу,뻐꾸기
175,Schwan::N,хӏанкъва,배조
176,Fisch::N,ччугӏа,물고기
177,Barsch::N,окунь,농어
178,Hecht::N,щука,에속스
179,Schlange[Tier]::N,борохь,뱀
180,Wurm::N,хӏапара,벌레
181,Spinne::N,хъанхъра,거미
182,Ameise::N,цӏунцӏра,개미
183,Laus::N,нацӏ,이
184,Mücke::N,кӏкӏара,모기
185,Fliege::N,тӏутӏ,날기
186,Schmetterling::N,кӏалкӏучӏ,나비
187,Apfel::N,гӏеч,사과
188,Pilz::N,гӏурдахӏан,고방이
189,Zwiebel::N,кӏочӏопер,양파
190,Saat::N,хьон,씨
191,Korn::N,мугь,알맹이
192,Heu::N,хер,건초
193,Schale::N,хъал,피상
194,Grube::N,гвенд,
195,Falle::N,къор,함정
196,Falle::N,къотен,함정
197,Schlinge::N,кӏичӏ,올가미
198,Schlinge::N,кӏичӏ,멜빵붕대
199,Spur::N,лъалкӏ,발지국
200,Asche::N,рахъу,재
201,Dreck::N,гъиз,똥
202,Dreck::N,гъиз,오물
203,Dreck::N,хӏарщ,똥
204,Dreck::N,хӏарщ,오물
205,Eisen::N,махх,쇠
206,Eisen::N,махх,철
207,Gold::N,месед,항금
208,Silber::N,гӏарац,은
209,Kohle::N,тӏурччи,슻
210,Glas::N,цӏер,유리
211,Lehm::N,хӏатӏ,찰흙
212,Sand::N,сали,모래
213,Mensch::N,чи,사람
214,Mann::N,бихьинчи,남자
215,Frau::N,гӏадан,여자
216,Kind::N,лъимер,아이
217,Junge::N,вас,소녁
218,Mädchen::N,яс,소녀
219,Familie::N,хъизан,가족
220,Großvater::N,кӏудада,할아버지
221,Großmutter::N,кӏодо,할머니
222,Eltern::N,эбел-эмен,어버오
223,Vater::N,эмен,아버지
224,Mutter::N,эбел,어머니
225,Sohn::N,вас,아들
226,Tochter::N,яс,딸기
227,Bruder::N,вац,형제
228,Schwester::N,яц,누이
229,Onkel::N,даци,백부
230,Tante::N,ада,아주머니
231,Ehemann::N,рос,남편
232,Ehefrau::N,чӏужу,아내
233,Freude::N,ракӏбохи,기쁨
234,Gelächter::N,релъи,웃음
235,Glück::N,талихӏ,즐거움
236,Glück::N,талихӏ-рохел,즐거움
237,Kummer::N,хӏалкъай,슬픔
238,Wunsch::N,къасд,소망
239,Lust::N,гъира,
240,Geist::N,чӏанкӏ,할기
241,Geist::N,рухӏ-жан,할기
242,Gedanke::N,пикру,상념
243,Verstand::N,лумалъи,분별
244,Verstand::N,лумалъи,지능
245,Verstand::N,цӏодорлъи,분별
246,Verstand::N,цӏодорлъи,지능
247,Sinn::N,магӏна,센스
248,Grund::N,багьана,까닭
249,Wahrheit::N,ритӏухълъи,참
250,Wahrheit::N,ритӏухълъи,진실
251,Gespräch::N,накъит,대화
252,Märchen::N,маргьа,동화
253,Erzählung::N,къиса,이야기
254,Nachricht::N,хабар,
255,Neuigkeit::N,хабар-гӏазаб,뉴스
256,Name::N,цӏар,이름
257,Rätsel::N,бицанкӏо,수수께끼
258,Rede::N,речь,연설
259,Rede::N,калам,연설
260,Sprache::N,мацӏ,말
261,Stimme::N,гьаракь,목소리
262,Wort::N,рагӏи,낱말
263,Zeichen::N,ишара,신호
264,Zeichen::N,гӏаламат,신호
265,Ruf::N,ахӏи,부름
266,Lärm::N,хъуй,소동
267,Lärm::N,хъуди,소동
268,Laut::N,гьаракь,음성
269,Laut::N,сас,음성
270,Lied::N,кечӏ,노래
271,Ruhe::N,рахӏат,쉼
272,Leute::N,гӏадамал,사람들
273,Volk::N,халкъ,국중
274,Arbeit::N,хӏалтӏи,근로
275,Arbeit::N,хӏалтӏи,너무
276,Gast::N,гьобол,손님
277,Geschenk::N,сайигъат,행하
278,Spiel::N,хӏай,무리
279,Spiel::N,расанди,무리
280,Gesellschaft::N,жамагӏат,교제
281,Hilfe::N,кумек,거들음
282,Hilfe::N,кумек,보좌
283,Freund::N,гьудул,친구
284,Kamerad::N,гьалмагъ,동실자
285,Angelegenheit::N,къваригӏел,용무
286,Anzahl::N,рикӏкӏен,어떤
287,Anzahl::N,рикӏкӏен,수
288,Art::N,жинс,정류
289,Stück::N,кесек,일부분
290,Teil::N,пай,몱
291,Teil::N,пай,구훠
292,Hälfte::N,бащдаб,2분의
293,Kreis::N,гор,고리
294,Kreuz::N,хъанч,열십자
295,Linie::N,мухъ,선
296,Strich::N,хӏучч,스침
297,Abstand::N,манзил,거리
298,Entfernung::N,манзил,거리
299,Gegend::N,рахъ,곳
300,Gegend::N,рахъ,부금
301,Platz::N,бакӏ,장소
302,Ort::N,бакӏ,장소
303,Seite::N,рахъ,옆면
304,Mitte::N,бакьулъбакӏ,궁간
305,Gegenstand::N,жо,항목
306,Sache::N,жо,뭉에
307,Rand::N,мицӏир,가
308,Kante::N,рагӏал,귀퉁
309,Kante::N,рагӏа-ракьан,귀퉁
310,Ecke::N,цили,구석
311,Spitze::N,тӏогь,끝
312,Spitze::N,тӏогь,참단
313,Ende::N,кӏал,말당
314,Loch::N,каратӏ,빙옷
315,Muster::N,накъиш,본
316,Muster::N,накъиш,견복
317,Größe::N,кӏодо́лъи,신장
318,Länge::N,халалъи,길이긺
319,Höhe::N,борхалъи,높이
320,Gewicht::N,бакӏлъи,추
321,Haufen::N,гъуни,퇴적
322,Reihe::N,ирга́,열
323,Boot::N,раса,보트
324,Ruder::N,раххан,노
325,Schlitten::N,чанагъ,썰매
326,Ski::N,лыжаби,스키
327,Lagerfeuer::N,цӏа,캠프의 모닥불
328,Last::N,бакӏлъи,무거운짐
329,Gang::N,хьвади,걸음
330,Gang::N,хьвада-чӏвади,걸음
331,Schritt::N,гали,보조
332,Norden::N,шимал,북쪽 
333,Süden::N,юг,남쪽
334,Süden::N,къибла,남쪽
335,Westen::N,гъарб,서쪽
336,Westen::N,магъриб,서쪽
337,Osten::N,шаркъ,동쪽
338,Osten::N,машрикъ,동쪽
339,Holz::N,цӏул,목재
340,Brett::N,хъарщи,마루널
341,Platte::N,къоно,탤
342,Platte::N,къоно,금속판
343,Stange::N,гӏер,장대
344,Stock::N,тӏил,막대기
345,Stab::N,гӏер,작대기
346,Rohr::N,турба,갈대
347,Haus::N,ригь,집
348,Haus::N,рукъзал,집
349,Heim::N,рукъ,집
350,Ofen::N,печь,아궁이
351,Fußboden::N,чӏабар,마루
352,Tisch::N,стол,탁자
353,Stuhl::N,бакӏу,의자
354,Wiege::N,кини,발상지
355,Bett::N,кровать,침대
356,Regal::N,хъарщи,서가
357,Kiste::N,ящик,짐궤
358,Kiste::N,тӏалагъуд,짐궤
359,Fenster::N,гордо,눔
360,Tür::N,нуцӏа,문
361,Tor::N,каву,대문
362,Zaun::N,раци,담장
363,Dach::N,тӏох,지붕
364,Leiter::N,мали,사닥다리
365,Besen::N,жул,비
366,Spaten::N,бел,가래
367,Schaufel::N,раххан,삽
368,Gabel::N,гӏучӏ,갈래
369,Löffel::N,гъуд,숟가락
370,Messer::N,нус,나이프
371,Nagel::N,магӏ,발툽
372,Netz::N,гьин,그물
373,Haken::N,гъанцӏа,갈고리
374,Griff::N,гӏоркь,움켜쥠
375,Schloss::N,кӏулал,자물쇠
376,Bild::N,сурат,그림
377,Puppe::N,нани,인형
378,Beutel::N,таргьа,클
379,Bündel::N,къай,자근다발
380,Tasche::N,сумка,가방
381,Tasche::N,къвачӏа,가방
382,Eimer::N,ведро,동이
383,Deckel::N,тӏалъел,뚜껑
384,Deckel::N,дадитӏалъел,뚜껑
385,Geschirr::N,цӏарагӏ,식시
386,Sack::N,хъап,조갑
387,Sack::N,къандалъо,조갑
388,Tasse::N,чашка,차잔
389,Topf::N,хьаг,단지
390,Kessel::N,хьаг,주전자
391,Kessel::N,гереги,주전자
392,Essen::N,тӏагӏам,먹기
393,Nahrung::N,квен,식료
394,Speise::N,квен,음식물
395,Fleisch::N,гьан,고기
396,Getreide::N,бугӏа-ролъ,곡물
397,Getreide::N,могьолабл_культураби,곡물
398,Brei::N,карщ,젤리
399,Brot::N,чед,빵
400,Scheibe::N,мочӏу,원반
401,Fett::N,беэнлъи,기름
402,Butter::N,нах,버터
403,Öl::N,нах,올리브유
404,Salz::N,цӏам,소금
405,Suppe::N,чурпа,국
406,Suppe::N,чурпа,수프
407,Honig::N,гьоцӏо,감미
408,Milch::N,рахь,유즙
409,Tee::N,чай,차
410,Leder::N,тӏом,가죽
411,Wolle::N,квас,양털
412,Stoff::N,ххам,패료
413,Nadel::N,рокӏкӏен,바늘
414,Faden::N,кун,콘실
415,Knopf::N,маргъал,단추
416,Knoten::N,гарацӏ,곁절
417,Farbe::N,релъен,색
418,Kleidung::N,ретӏел,옷입기
419,Hemd::N,гурде,속옷
420,Kragen::N,габур,깃
421,Ärmel::N,къвал,소매
422,Hose::N,тӏажу,바지
423,Gürtel::N,рачел,밴드
424,Mütze::N,тӏагъур,모자
425,Stiefel::N,этек,장화
426,Stiefel::N,чакма,장화
427,Ring::N,баргъич,고리
428,Band::N,лента,리본
429,Kamm::N,гьоркьо,빗
430,Spiegel::N,матӏу,거울
431,Riemen::N,рижу,가죽끈
432,Decke::N,одея́ло,이부자리
433,Kissen::N,къандалъо,깔개
434,Tuch::N,квархьи,천
435,Handtuch::N,беркӏалрацӏцӏ,수건
436,Kraft::N,гуч,세력
437,Kraft::N,къуват,세력
438,Stärke::N,хӏалкӏвей,힘
439,Gesundheit::N,сахлъи́,위생
440,Krankheit::N,унти,병
441,Krankheit::N,щокълъи,병
442,Schmerz::N,унти,아픔고통
443,Wunde::N,ругъун,상처
444,Fieber::N,цӏа-кан,열별
445,Arznei::N,дару,약
446,Brücke::N,кьо,교량
447,Brunnen::N,гъуй,원천
448,Weide::N,рицӏцӏ,목장
449,Weide::N,лъичӏирма,목장
450,Weide::N,гӏурдаллъи,목장
451,Weide::N,ри́цӏигъветӏ,목장
452,Weide::N,рицӏцӏигъветӏ,목장
453,Pfad::N,сухъмахъ,좁은길
454,Weg::N,нух,길
455,Straße::N,нух,길
456,Dorf::N,росу,촌
457,Dorf::N,росу,촌락
458,Stadt::N,шагьар,도시
459,Brief::N,кагъат,서한
460,Brief::N,рисалат,서한
461,Buch::N,тӏехь,책
462,Buchstabe::N,хӏарп,문자
463,Zeitung::N,газет,신문
464,Leben::N,яшав,삶
465,Tod::N,хвел,죽음
466,Grab::N,хоб,무덤
467,Kirche::N,килиса,교회
468,Sünde::N,хӏакъ,부정
469,Sünde::N,мунагь,부정
470,Gott::N,бичас,하느님
471,Gott::N,аллагь,하느님
472,Arbeiter::N,хӏалтӏухъан,일하는사람
473,Chef::N,хӏаким,사장
474,Chef::N,начальник,사장
475,Meister::N,устар,명인
476,Meister::N,устар,대가
477,Meister::N,мастер,명인
478,Meister::N,мастер,대가
479,Meister::N,махщалилав,명인
480,Meister::N,махщалилав,대가
481,Arzt::N,жайрахӏ,의사
482,Lehrer::N,мугӏалим,교사
483,Geld::N,гӏарац,돈
484,Laden::N,тукен,가게
485,Preis::N,багьа,가격
486,Ware::N,къайи,상품
487,Nutzen::N,мунпагӏат,이익
488,Reichtum::N,бечелъи,많음
489,Welt::N,дуниял,세상
490,Land::N,улка,지방
491,Land::N,икълим,지방
492,Staat::N,пачалихъ,국가
493,König::N,пача,국왕
494,König::N,малик,국왕
495,König::N,къирал,국왕
496,König::N,падишагь,국왕
497,Macht::N,кверщел,힘
498,Grenze::N,гӏорхъи,국경
499,Krieg::N,рагъ,전쟁
500,Feind::N,тушман,적
501,Gewalt::N,зулму,권력
502,Kampf::N,къеркьей,전투
503,Bogen[Waffe]::N,газаргъо,활
504,Pfeil::N,чӏор,화살
505,Gewehr::N,туманкӏ,무기
506,Fehler::N,гъалатӏ,오류
507,Lüge::N,гьереси,거짓말
508,Schaden::N,зиян,손상
509,Schaden::N,зарал,손상
510,Unglück::N,балагь,불행
511,Schuld::N,гӏайиб,부채
512,Alter::N,гӏумру,연령
513,Schluss::N,ахир,마감
514,Zeit::N,заман,때
515,Zeit::N,заман,시간
516,Tag::N,къо,하루
517,Morgen::N,радалмех,이침
518,Mittag::N,къадемех,대낮
519,Abend::N,релъедамех,저녁
520,Nacht::N,сордо,밤
521,Woche::N,анкь,근무일
522,Monat::N,моцӏ,달
523,Jahr::N,сон,해
524,Jahr::N,лъагӏел,해
525,Frühling::N,их,봄
526,Sommer::N,рии,여름
527,Herbst::N,хасалихълъи,가을
528,Winter::N,кьин,겨울
529,Januar::N,январь,일월
530,Februar::N,февра́ль,이월
531,März::N,март,삼월
532,April::N,апрель,사월
533,Mai::N,май,오월
534,Juni::N,июнь,유월
535,Juli::N,июль,칠월
536,August::N,август,팔월
537,September::N,сентябрь,구월
538,Oktober::N,октябрь,시월
539,November::N,ноябрь,십일월
540,Dezember::N,декабрь,십이월
541,Montag::N,итни,월요일
542,Dienstag::N,талат,화요일
543,Mittwoch::N,арбагӏ,수요일
544,Donnerstag::N,хамиз,모교일
545,Freitag::N,рузман,그묘일
546,Samstag::N,щамат,토요일
547,Sonntag::N,гьатӏан,일요일
548,groß::A,кӏудияб,큰
549,klein::A,гьитӏинаб,자근
550,lang::A,халатаб,긴
551,kurz::A,къокъаб,짧은
552,breit::A,гӏебаб,넓은
553,schmal::A,къваридаб,좁은
554,dicht::A,ризаб,농밀한
555,dick[Gegenstand]::A,бицатаб,두꺼운
556,dünn::A,тӏеренаб,얇은
557,fein::A,тӏеренаб,미세한
558,fest::A,къвакӏараб,굳은
559,flach::A,чӏепараб,얕은
560,glatt::A,цӏвакараб,반들반들한
561,hart::A,кьварараб,굳은
562,weich::A,тамахаб,연한
563,rund::A,гургинаб,둥근
564,spitz::A,бегӏераб,뾰족한
565,scharf::A,рекӏараб,날카로운
566,stumpf::A,тӏехӏараб,무딘
567,stumpf::A,рекӏинчӏеб,무딘
568,schwer::A,бакӏаб,무거운
569,schön::A,берцинаб,멋진
570,heiß::A,лагьараб,뜨거운
571,warm::A,хинаб,따뜻한
572,kalt::A,квачараб,찬
573,kühl::A,квачараб,서늘한
574,frisch::A,цӏияб,신선한
575,feucht::A,рагьараб,축축한
576,nass::A,би́ччараб,젖은
577,trocken::A,бакъвараб,마른
578,leer::A,чӏобогояб,빈
579,offen::A,рагьараб,열린
580,geschlossen::A,рахараб-къараб,닫힌
581,sauber::A,бацӏцӏадаб,깨끗한
582,schmutzig::A,гъизараб,더러운
583,roh::A,хамаб,날게잇의
584,roh::A,гӏатӏгояб,날게잇의
585,reif::A,барщараб,이근
586,lecker::A,тӏагӏамаб,맛있는
587,süß::A,гьуинаб,단
588,bitter::A,кьогӏаб,찌르는듯한
589,sauer::A,цӏекӏаб,산성의
590,hell::A,канаб,밝은
591,dunkel::A,бецӏаб,어두운
592,schwarz::A,чӏегӏераб,검은
593,weiß::A,хъахӏаб,하얀
594,rot::A,багӏараб,붉은
595,gelb::A,гӏобилаб,황색
596,gelb::A,тӏогьилаб,황색
597,blau::A,хъахӏилаб,푸른
598,grün::A,гӏурччинаб,녹색의
599,grau::A,накӏкӏуяб,회색의
600,bunt::A,къвекӏаб,알록달록한
601,bunt::A,чара-гъараб,알록달록한
602,billig::A,учузаб,싼
603,teuer::A,хири́яб,값비산
604,wertvoll::A,къиматаб,가치가많은
605,blind::A,беццаб,눈먼
606,taub::A,гъугъаб,무감간한
607,kräftig::A,гучаб,강장한
608,stark::A,къуватаб,강한
609,schwach::A,гӏажизаб,약한
610,fett::A,кьарияб,실찐
611,schlank::A,чергесаб,호리호리한
612,hübsch::A,гьайбатаб,예쁜
613,böse::A,ракӏквешаб,나쁜
614,dumm::A,гьагаб,어리석은
615,dumm::A,гӏантаб,어리석은
616,faul::A,кӏохӏалаб,너덜너덜한
617,faul::A,кӏухӏа́лаб,너덜너덜한
618,fleißig::A,хӏаракатаб,근면한
619,geizig::A,къарумаб,인색한
620,klug::A,лумияб,
621,geschickt::A,махщел бугев,교묘한
622,lieb::A,гӏазизаб,친애하는
623,lustig::A,кепаб,유쾌한
624,sanft::A,хӏалимаб,온화한
625,sanft::A,хӏере́наб,온화한
626,hungrig::A,бакъараб,배고픈
627,krank::A,щокъаб,병든
628,krank::A,унтараб,병든
629,nackt::A,гӏицӏаб,벌거벗은
630,nackt::A,чӏанкӏараб,벌거벗은
631,traurig::A,пашманаб,슬픈
632,lebendig::A,чӏагояб,살아있는
633,gut::A,лъикӏаб,좋은
634,schlecht::A,къадараб,나쁜
635,richtig::A,битӏараб,바른
636,schlimm::A,нажасаб,못된
637,schlimm::A,къабихӏаб,못된
638,wahr::A,хӏакъаб,참된
639,wahr::A,битӏараб,참된
640,alt::A,басрияб,늙은
641,neu::A,цӏияб,새
642,ehemalig::A,цебе́госеб,전의
643,alt[Lebewesen]::A,хераб,낡은
644,jung::A,тӏинчӏаб,젊은
645,jung::A,гӏолохъанаб,젊은
646,arm::A,пакъираб,가난한
647,reich::A,бечедаб,풍부한
648,bekannt::A,лъалеб,저명한
649,berühmt::A,машгьураб,유명한
650,fremd::A,чияр,타처이
651,verschieden::A,батӏи-батӏияб,따른
652,nah::A,гӏагарда бугеб,가까운
653,fern::A,рикӏкӏадаб,먼
654,linker::A,квегӏаб,왼쭉의
655,rechter::A,кваранаб,오른쪽의
656,anderer::A,батӏияб,다른
657,erster::A,тӏоцебесеб,첫째
658,zweiter::A,кӏиабилеб,둘째
659,dritter::A,лъабабилеб,셋째
660,letzter::A,ахирисеб,의후자의
661,allein::ADV,ялгъузго,훌로
662,auf einmal::ADV,цихӏинтӏаго,갑자기
663,zusammen::ADV,цойида,모아서
664,plötzlich::ADV,цойидасанго,둘연한
665,sofort::ADV,гьебсагӏат,즉시
666,jetzt::ADV,гьанже,목하
667,heute::ADV,жакъа,오늘
668,morgen::ADV,метер,내일
669,bald::ADV,гьабсагӏаталъ,곱
670,dann::ADV,цинги,그경우에
671,gestern::ADV,сон,어제
672,einst::ADV,цин,옛날에
673,damals::ADV,гьебмехалъ,그때에
674,damals::ADV,гьебмехалда,그때에
675,danach::ADV,цинги,그 뒤에
676,danach::ADV,хадуса,그 뒤에
677,vorher::ADV,цебе,미리
678,zuerst::ADV,тӏоцебе,최초로
679,einmal::ADV,цинцӏул,한번
680,einmal::ADV,цихӏин,한번
681,einmal::ADV,цоцӏул,한번
682,manchmal::ADV,олоцӏул,땓대로
683,oft::ADV,гӏемерго,땓대로
684,immer::ADV,кидаго,늘
685,niemals::ADV,киданиги,결코...(하지)않다
686,hier::ADV,аниб,여기
687,hierhin::ADV,анибехун,여기로
688,von hier::ADV,гьаниса,
689,dort::ADV,гьениб,거기
690,dorthin::ADV,гьадаба,저기예
691,geradeaus::ADV,битӏутӏа,곧장
692,vorwärts::ADV,цебехун,앞으로
693,rückwärts::ADV,нахъ-нахъ,뒤로
694,zurück::ADV,нахъе,제자리로
695,unten::ADV,ахакь,아래에
696,unten::ADV,гъоркь,아래에
697,hinab::ADV,эхебе,아래쪽으로
698,oben::ADV,тӏад,위에
699,oben::ADV,тӏадехун,위에
700,hinauf::ADV,эхеде,위쪽으로
701,überall::ADV,кибго,도처에
702,ein wenig::ADV,дагьабго,적음
703,kaum::ADV,хӏалалъ,가의
704,sehr::ADV,кутакалда,자주
705,so::ADV,гьедин,그와같이
706,noch::ADV,жеги,아직
707,nur::ADV,гӏӣцӏго,다만
708,wieder::ADV,на́хъеги,다시
709,vergebens::ADV,чӏалгӏаде,헛되이
710,vor::PRP,цебе,앞에
711,hinter::PRP,хадуса,뒤에
712,unter::PRP,ахакь,잍에
713,unter::PRP,гъоркь,잍에
714,neben::PRP,аскӏо,와나란히
715,zwischen::PRP,гьоркьоб,의사이로
716,wegen::PRP,гьелда,때문에
717,dies::PRN,гьаб,이
718,dies::PRN,гьеб,이
719,das::PRN,доб,저
720,ich::PRN,дун,나
721,du::PRN,дуца,너
722,er::PRN,доб,그
723,wir::PRN,ниж,우리
724,ihr::PRN,нуж,너희들
725,sie::PRN,дол,그들
726,sie::PRN,эл,그들
727,was::FPRN,щиб,뭣
728,wer::FPRN,щиб,누구
729,wo::FADV,киб,어디
730,wo::FADV,кибехун,어디
731,wohin::FADV,кибехун,어디로
732,wie::FADV,кин,어떻게
733,warum::FADV,щай,왜
734,wieviel::FNUM,кигӏан,얼마만큰
735,eins::NUM,цо,하나
736,zwei::NUM,кӏиго,둘
737,drei::NUM,лъабго,셋
738,vier::NUM,ункъо,넷
739,fünf::NUM,щуго,다섯
740,sechs::NUM,анлъго,여섯
741,sieben::NUM,анкьго,일곱
742,acht::NUM,микьго,여덟
743,neun::NUM,ичӏго,아홉
744,zehn::NUM,анцӏго,열
745,elf::NUM,анцӏила цо,열하나
746,zwölf::NUM,кӏиго-анцӏила,열둘
747,zwanzig::NUM,къого,스물
748,dreißig::NUM,лъеберго,서름
749,vierzig::NUM,кӏикъого,마흔
750,fünfzig::NUM,кӏикъо́ялда анцӏго,숸
751,sechzig::NUM,лъабкъого,에순
752,siebzig::NUM,лъабкъо́ялда анцӏго,일흔
753,achtzig::NUM,ункъого,여든
754,neunzig::NUM,ункъоялда а́нцӏила,아흔
755,hundert::NUM,нусго,백
756,tausend::NUM,азарго,천
757,und::CNJ,ва,와
758,und::CNJ,-ги,와
759,oder::CNJ,ялъуни,아니면
760,stehen::V,бахъунчӏезе,서다
761,sitzen::V,гӏодов чӏезе,앉다
762,liegen::V,бегизе,눕다
763,hängen::V,базе,달다
764,werden::V,бахъине,되다
765,passieren::V,лъугьине,지장옶다
