,Concept_ID,fi,mn
207,Gans::N,hanhi,галуу
208,Adler::N,kotka,бүргэд
209,Ente::N,ankka,нугас
210,Eule::N,pöllö,ууль
211,Kranich::N,kurki,тогоруу
212,Krähe::N,varis,хэрээ
213,Kuckuck::N,käki,хөхөө
214,Schwan::N,joutsen,хун
215,Fisch::N,kala,загас
216,Barsch::N,ahven,алгана
217,Hecht::N,hauki,цурхай
218,Schlange[Tier]::N,käärme,могой
219,Wurm::N,mato,өт
220,Wurm::N,mato,хорхой
221,Spinne::N,hämähäkki,аалз
222,Ameise::N,muurahainen,шоргоолж
223,Laus::N,täi,бөөс
224,Mücke::N,sääski,шумуул
225,Mücke::N,hyttynen,шумуул
226,Fliege::N,kärpänen,ялаа
227,Schmetterling::N,perhonen,эрвээхэй
228,Beere::N,marja,жимсгэнэ
229,Apfel::N,omena,алим
230,Pilz::N,sieni,мөөг
231,Zwiebel::N,sipuli,сонгино
232,Saat::N,siemenet,тариа
233,Korn::N,jyvä,үр
234,Korn::N,jyvä,мөхлөг
235,Korn::N,vilja,үр
236,Korn::N,vilja,мөхлөг
237,Heu::N,heinä,өвс
238,Schale::N,kuori,хальс
239,Grube::N,kuoppa,алам
240,Grube::N,kuoppa,нүх
241,Falle::N,loukku,хавх
242,Falle::N,loukku,занга
243,Schlinge::N,ansa,урхи
244,Spur::N,jälki,мөр
245,Asche::N,tuhka,үнс
246,Dreck::N,lika,хир
247,Eisen::N,rauta,төмөр
248,Gold::N,kulta,алт
249,Silber::N,hopea,мөнгө
250,Kohle::N,hiili,нүүрс
251,Glas::N,lasi,шил
252,Lehm::N,savi,шавар
253,Sand::N,hiekka,элс
254,Mensch::N,ihminen,хүн
255,Mann::N,mies,эр
256,Mann::N,mies,эрэгтэй
257,Frau::N,nainen,эмэгтэй
258,Frau::N,nainen,хатагтай
259,Kind::N,lapsi,хүүхэд
260,Junge::N,poika,хүү
261,Mädchen::N,tyttö,охин
262,Mädchen::N,tyttö,бүсгүй
263,Familie::N,perhe,айл
264,Großvater::N,isoisä,өвгөн аав
265,Großmutter::N,isoäiti,эмэг эх
266,Großmutter::N,isoäiti,эмгээ
267,Eltern::N,vanhemmat,эцэг эх
268,Vater::N,isä,аав
269,Vater::N,isä,эцэг
270,Mutter::N,äiti,эх
271,Mutter::N,äiti,ээж
272,Sohn::N,poika,хүү
273,Tochter::N,tytär,охин
274,Bruder::N,veli,ах
275,Bruder::N,veli,дүү
276,Schwester::N,sisko,эгч
277,Schwester::N,sisko,охин дүү
278,Onkel::N,eno,авга ах
279,Onkel::N,eno,нагац ах
280,Onkel::N,setä,авга ах
281,Onkel::N,setä,нагац ах
282,Tante::N,täti,авга эгч
283,Tante::N,täti,нагац эгч
284,Ehemann::N,mies,нөхөр
285,Ehemann::N,aviomies,нөхөр
286,Ehefrau::N,vaimo,эхнэр
287,Ehefrau::N,vaimo,гэргий
288,Ehefrau::N,aviovaimo,эхнэр
289,Ehefrau::N,aviovaimo,гэргий
290,Freude::N,ilo,баяр
291,Freude::N,ilo,баясгалан
292,Freude::N,riemu,баяр
293,Freude::N,riemu,баясгалан
294,Gelächter::N,nauru,инээдэм
295,Glück::N,onni,жаргалан
296,Kummer::N,suru,гаслан
297,Kummer::N,murhe,гаслан
298,Wunsch::N,toive,ерөөл
299,Wunsch::N,toivomus,ерөөл
300,Lust::N,himo,дур
301,Lust::N,himo,хүсэл
302,Geist::N,henki,оюун
303,Gedanke::N,aate,сэтгэл
304,Gedanke::N,ajatus,сэтгэл
305,Gedächtnis::N,muisti,ой
306,Gedächtnis::N,muisti,цээж
307,Verstand::N,äly,ухаан
308,Verstand::N,järki,ухаан
309,Verstand::N,ymmärrys,ухаан
310,Sinn::N,merkitys,утга
311,Grund::N,syy,учир
312,Grund::N,peruste,учир
313,Wahrheit::N,tosi,үнэн
314,Wahrheit::N,totuus,үнэн
315,Gespräch::N,puhelu,яриа
316,Gespräch::N,keskustelu,яриа
317,Märchen::N,satu,явган үлгэр
318,Erzählung::N,tarina,тууж
319,Erzählung::N,kertomus,тууж
320,Nachricht::N,tieto,мэдээ
321,Nachricht::N,ilmoitus,мэдээ
322,Neuigkeit::N,uutinen,сонин
323,Name::N,nimi,нэр
324,Rätsel::N,arvoitus,оньсого
325,Rede::N,puhe,хэлсэн үг
326,Sprache::N,kieli,хэл
327,Stimme::N,ääni,дуу
328,Wort::N,sana,үг
329,Zeichen::N,merkki,тамга
330,Zeichen::N,merkki,тэмдэг
331,Ruf::N,kutsu,дуудлага
332,Lärm::N,melu,шуугиан
333,Lärm::N,melu,чимээ
334,Lärm::N,hälinä,шуугиан
335,Lärm::N,hälinä,чимээ
336,Laut::N,ääni,анир
337,Laut::N,ääni,дуу
338,Ton::N,sävel,авиа
339,Ton::N,sävel,аялгуу
340,Lied::N,laulu,дуу
341,Ruhe::N,lepo,энх
342,Ruhe::N,lepo,тайван
343,Ruhe::N,rauha,энх
344,Ruhe::N,rauha,тайван
345,Leute::N,väki,хүмүүс
346,Leute::N,ihmiset,хүмүүс
347,Volk::N,kansa,улс
348,Arbeit::N,työ,ажил
349,Arbeit::N,työ,хөдөлмөр
350,Gast::N,vieras,зочин
351,Gast::N,vieras,айлчин
352,Geschenk::N,lahja,бэлэг
353,Spiel::N,peli,наадам
354,Spiel::N,peli,тоглоом
355,Spiel::N,leikki,наадам
356,Spiel::N,leikki,тоглоом
357,Gesellschaft::N,seura,хамт байх
358,Hilfe::N,apu,тусламж
359,Freund::N,ystävä,найз
360,Freund::N,ystävä,нөхөр
361,Kamerad::N,toveri,хань
362,Kamerad::N,toveri,нөхөр
363,Angelegenheit::N,asia,хэрэг
364,Anzahl::N,lukumäärä,тоо
365,Art::N,laji,төрөл
366,Art::N,laji,янз
367,Stück::N,pala,хэсэг
368,Stück::N,kappale,хэсэг
369,Teil::N,osa,хувь
370,Teil::N,osa,хэсэг
371,Hälfte::N,puoli,хагас
372,Kreis::N,ympyrä,тойрог
373,Kreis::N,ympyrä,хүрээ
374,Kreuz::N,risti,загалмай
375,Linie::N,viiva,шугам
376,Strich::N,piirto,зураас
377,Abstand::N,väli,зай
378,Abstand::N,väljyys,зай
379,Entfernung::N,etäisyys,зай
380,Entfernung::N,etäisyys,хол ойр
381,Gegend::N,seutu,хавь
382,Gegend::N,seutu,газар
383,Platz::N,tila,зай
384,Platz::N,tila,завсар
385,Ort::N,kohta,газар
386,Ort::N,kohta,байр
387,Ort::N,paikka,газар
388,Ort::N,paikka,байр
389,Seite::N,sivu,тал
390,Seite::N,sivu,этгээд
391,Seite::N,kylki,тал
392,Seite::N,kylki,этгээд
393,Mitte::N,keskus,төв
394,Mitte::N,keskus,дунд
395,Mitte::N,puoliväli,төв
396,Mitte::N,puoliväli,дунд
397,Gegenstand::N,kalu,юм
398,Gegenstand::N,esine,юм
399,Sache::N,asia,үйл
400,Sache::N,asia,хэрэг
401,Rand::N,ääri,зах
402,Rand::N,ääri,хөвөө
403,Rand::N,syrjä,зах
404,Rand::N,syrjä,хөвөө
405,Kante::N,särmä,ирмэг
406,Ecke::N,nurkka,өнцөг
407,Spitze::N,terä,үзүүр
408,Spitze::N,kärki,үзүүр
409,Ende::N,pää,зах
410,Ende::N,pää,үзүүр
411,Ende::N,perä,зах
412,Ende::N,perä,үзүүр
413,Loch::N,kolo,цоорхой
414,Loch::N,kolo,онгорхой
415,Loch::N,reikä,цоорхой
416,Loch::N,reikä,онгорхой
417,Winkel::N,kulma,өнцөг
418,Muster::N,kuvio,хээ
419,Muster::N,kuvio,угалз
420,Größe::N,koko,хэмжээ
421,Größe::N,suuruus,хэмжээ
422,Länge::N,pituus,урт
423,Höhe::N,korkeus,өндөр
424,Gewicht::N,paino,жин
425,Menge::N,määrä,тоо
426,Haufen::N,kasa,бөөн
427,Reihe::N,rivi,эгнээ
428,Boot::N,vene,завь
429,Ruder::N,airo,сэлүүр
430,Schlitten::N,reki,чарга
431,Schlitten::N,kelkka,чарга
432,Ski::N,suksi,цана
433,Lagerfeuer::N,nuotio,түүдэг
434,Last::N,kuorma,ачаа
435,Gang::N,kulku,явдал
436,Gang::N,käynti,явдал
437,Schritt::N,askel,алхам
438,Norden::N,pohjoinen,умар
439,Süden::N,etelä,урд
440,Süden::N,etelä,өмнө
441,Westen::N,länsi,өрнө
442,Westen::N,länsi,баруун
443,Osten::N,itä,зүүн
444,Osten::N,itä,дорно
445,Holz::N,puu,мод
446,Brett::N,lauta,банз
447,Platte::N,levy,хавтан
448,Stütze::N,noja,тулгуур
449,Stütze::N,noja,тулга
450,Stange::N,tanko,сургааг
451,Stock::N,keppi,саваа
452,Stab::N,sauva,таяг
453,Stab::N,seiväs,таяг
454,Rohr::N,putki,хоолой
455,Haus::N,talo,гэр
456,Haus::N,talo,байшин
457,Heim::N,koti,гэр
458,Ofen::N,uuni,зуух
459,Ofen::N,uuni,пийшин
460,Fußboden::N,lattia,шал
461,Tisch::N,pöytä,ширээ
462,Stuhl::N,tuoli,сандал
463,Wiege::N,kehto,өлгий
464,Bett::N,sänky,ор
465,Regal::N,hylly,тавиур
466,Kiste::N,arkku,авдар
467,Kiste::N,arkku,хайрцаг
468,Kiste::N,kirstu,авдар
469,Kiste::N,kirstu,хайрцаг
470,Kiste::N,laatikko,авдар
471,Kiste::N,laatikko,хайрцаг
472,Fenster::N,ikkuna,гэгээвч
473,Tür::N,ovi,үүд
474,Tür::N,ovi,хаалга
475,Tor::N,portti,хаалга
476,Zaun::N,aita,хашаа
477,Dach::N,katto,дээвэр
478,Leiter::N,tikkaat,шат
479,Leiter::N,tikapuut,шат
480,Besen::N,luuta,хамуур
481,Besen::N,luuta,туужуу
482,Spaten::N,lapio,хүрз
483,Schaufel::N,lapio,хүрз
484,Gabel::N,haarukka,сэрээ
485,Löffel::N,lusikka,халбага
486,Messer::N,veitsi,хутга
487,Nagel::N,naula,хадаас
488,Netz::N,verkko,өөш
489,Netz::N,verkko,тор
490,Haken::N,haka,гох
491,Haken::N,koukku,гох
492,Griff::N,ripa,иш
493,Griff::N,ripa,сэнж
494,Griff::N,kahva,иш
495,Griff::N,kahva,сэнж
496,Schloss::N,lukko,цуурга
497,Schloss::N,lukko,цоож
498,Bild::N,kuva,зураг
499,Figur::N,kuvio,баримал
500,Puppe::N,nukke,хүүхэлдэй
501,Beutel::N,pussi,агсаа
502,Beutel::N,pussi,уут
503,Bündel::N,nippu,боодол
504,Bündel::N,kimppu,боодол
505,Tasche::N,laukku,цүнх
506,Eimer::N,sanko,хөнөг
507,Eimer::N,sanko,хувин
508,Eimer::N,ämpäri,хөнөг
509,Eimer::N,ämpäri,хувин
510,Deckel::N,kansi,таг
511,Deckel::N,kansi,хавхаг
512,Geschirr::N,astia,сав суулга
513,Sack::N,säkki,шуудай
514,Tasse::N,kuppi,аяга
515,Topf::N,pata,тогоо
516,Kessel::N,kattila,тогоо
517,Essen::N,syönti,идээ
518,Nahrung::N,ruoka,хүнс
519,Nahrung::N,ravinto,хүнс
520,Speise::N,ruoka,идээ
521,Fleisch::N,liha,мах
522,Getreide::N,vilja,будаа
523,Brei::N,puuro,богшмол
524,Brei::N,puuro,будаа
525,Brot::N,leipä,талх
526,Scheibe::N,viipale,зүсэм
527,Scheibe::N,viipale,хэрчим
528,Fett::N,rasva,өөх
529,Butter::N,voi,тос
530,Öl::N,öljy,тос
531,Salz::N,suola,давс
532,Suppe::N,keitto,шөл
533,Honig::N,hunaja,бал
534,Milch::N,maito,сүү
535,Tee::N,tee,цай
536,Leder::N,nahka,арьс
537,Leder::N,nahka,савхи
538,Wolle::N,villa,ноос
539,Wolle::N,villa,унгас
540,Stoff::N,kangas,бөс
541,Nadel::N,neula,зүү
542,Faden::N,lanka,боолт
543,Faden::N,lanka,утас
544,Knopf::N,nappi,товч
545,Knoten::N,solmu,зангилаа
546,Farbe::N,maali,будаг
547,Kleidung::N,vaatteet,хувцас
548,Hemd::N,paita,цамц
549,Kragen::N,kaulus,зах заам
550,Ärmel::N,hiha,ханцуй
551,Hose::N,housut,өмд
552,Gürtel::N,vyö,бүс
553,Mütze::N,lakki,малгай
554,Mütze::N,lakki,бүрх
555,Schuh::N,kenkä,туфли
556,Stiefel::N,saapas,гутал
557,Ring::N,sormus,бөгж
558,Band::N,nauha,тууз
559,Kamm::N,kampa,сам
560,Spiegel::N,peili,толь
561,Riemen::N,hihna,тасам
562,Riemen::N,hihna,сур
563,Schnur::N,naru,татлага
564,Schnur::N,nuora,татлага
565,Leine::N,talutushihna,оосор
566,Decke::N,peite,хөнжил
567,Decke::N,peite,хучлага
568,Kissen::N,tyyny,дэр
569,Kissen::N,pielus,дэр
570,Tuch::N,huivi,алчуур
571,Tuch::N,huivi,даавуу
572,Handtuch::N,pyyheliina,алчуур
573,Kraft::N,väki,чадал
574,Kraft::N,väki,хүч
575,Kraft::N,voima,чадал
576,Kraft::N,voima,хүч
577,Stärke::N,vahvuus,эрч
578,Stärke::N,vahvuus,тэнхээ
579,Gesundheit::N,terveys,бие
580,Gesundheit::N,terveys,эрүүл мэнд
581,Krankheit::N,tauti,эмгэг
582,Krankheit::N,sairaus,эмгэг
583,Schmerz::N,kipu,өвчин
584,Schmerz::N,särky,өвчин
585,Wunde::N,haava,шарх
586,Fieber::N,kuume,халуун
587,Arznei::N,lääke,эм
588,Brücke::N,silta,гүүр
589,Brunnen::N,kaivo,худаг
590,Weide::N,laidun,бэлчээр
591,Pfad::N,polku,жим
592,Pfad::N,polku,зөрөг
593,Weg::N,tie,зам
594,Weg::N,tie,харгуй
595,Straße::N,katu,зам
596,Straße::N,katu,харгуй
597,Dorf::N,kylä,тосгон
598,Dorf::N,kylä,гацаа
599,Stadt::N,kaupunki,хот
600,Brief::N,kirje,захидал
601,Brief::N,kirje,захиа
602,Buch::N,kirja,ном
603,Buch::N,kirja,бичиг
604,Buchstabe::N,kirjain,үсэг
605,Zeitung::N,lehti,сонин
606,Zeitung::N,sanomalehti,сонин
607,Leben::N,elo,амь
608,Leben::N,elo,амьдрал
609,Leben::N,elämä,амь
610,Leben::N,elämä,амьдрал
611,Tod::N,kuolema,үхэл
612,Grab::N,hauta,булш
613,Kirche::N,kirkko,сүм
614,Sünde::N,synti,нүгэл
615,Sünde::N,synti,хилэнц
616,Gott::N,jumala,бурхан
617,Arbeiter::N,työläinen,ажилчин
618,Arbeiter::N,työläinen,хөдөлмөрчин
619,Chef::N,päällikkö,дарга
620,Meister::N,mestari,дархан
621,Arzt::N,lääkäri,эмч
622,Lehrer::N,opettaja,багш
623,Geld::N,raha,цаас
624,Geld::N,raha,мөнгө
625,Geschäft::N,liike,наймаа
626,Laden::N,puoti,дэлгүүр
627,Laden::N,kauppa,дэлгүүр
628,Preis::N,hinta,үнэ
629,Ware::N,tavara,таваар
630,Ware::N,tavara,бараа
631,Nutzen::N,hyöty,ашиг
632,Reichtum::N,rikkaus,баялаг
633,Welt::N,maailma,дэлхий
634,Welt::N,maailma,орчлон
635,Land::N,maa,улс
636,Land::N,maa,орон
637,Staat::N,valtio,төр
638,Staat::N,valtio,гүрэн
639,König::N,kuningas,ван
640,Macht::N,mahti,засаг
641,Grenze::N,raja,хил
642,Krieg::N,sota,дайн
643,Feind::N,vihollinen,дайсан
644,Gewalt::N,väkivalta,хүчирхэх
645,Kampf::N,taistelu,тэмцэл
646,Kampf::N,taistelu,байлдаан
647,Bogen[Waffe]::N,jousi,нум
648,Pfeil::N,nuoli,годил
649,Pfeil::N,nuoli,сум
650,Gewehr::N,kivääri,буу
651,Fehler::N,vika,эндэл
652,Fehler::N,vika,алдаа
653,Fehler::N,virhe,эндэл
654,Fehler::N,virhe,алдаа
655,Lüge::N,valhe,худал
656,Schaden::N,vaurio,хор
657,Schaden::N,vaurio,хөнөөл
658,Schaden::N,vahinko,хор
659,Schaden::N,vahinko,хөнөөл
660,Unglück::N,vahinko,гай
661,Unglück::N,vahinko,гамшиг
662,Unglück::N,onnettomuus,гай
663,Unglück::N,onnettomuus,гамшиг
664,Schuld::N,syy,гэм
665,Schuld::N,syy,буруу
666,Alter::N,ikä,нас
667,Schluss::N,loppu,эцэс
668,Schluss::N,loppu,төгсгөл
669,Zeit::N,aika,цаг
670,Tag::N,päivä,өдөр
671,Morgen::N,aamu,өглөө
672,Morgen::N,huomen,өглөө
673,Mittag::N,keskipäivä,үд
674,Abend::N,ilta,үдэш
675,Nacht::N,yö,шөнө
676,Woche::N,viikko,долоо хоног
677,Monat::N,kuukausi,сар
678,Jahr::N,vuosi,жил
679,Frühling::N,kevät,хавар
680,Sommer::N,kesä,зун
681,Herbst::N,syksy,намар
682,Winter::N,talvi,өвөл
683,Januar::N,tammikuu,нэгдүгээр сар
684,Februar::N,helmikuu,хоёрдугаар сар
685,März::N,maaliskuu,гуравдугаар сар
686,April::N,huhtikuu,дөрөвдүгээр сар
687,Mai::N,toukokuu,тавдугаар сар
688,Juni::N,kesäkuu,зургаадугаар сар
689,Juli::N,heinäkuu,долдугаар сар
690,August::N,elokuu,наймдугаар сар
691,September::N,syyskuu,есдүгээр сар
692,Oktober::N,lokakuu,аравдугаар сар
693,November::N,marraskuu,арван нэгдүгээр сар
694,Dezember::N,joulukuu,арван хоёрдугаар сар
695,Montag::N,maanantai,даваа
696,Dienstag::N,tiistai,мягмар
697,Mittwoch::N,keskiviikko,лхагва
698,Donnerstag::N,torstai,пүрэв
699,Freitag::N,perjantai,баасан
700,Samstag::N,lauantai,бямба
701,Sonntag::N,sunnuntai,ням
702,groß::A,iso,их
703,groß::A,iso,том
704,groß::A,suuri,их
705,groß::A,suuri,том
706,klein::A,pieni,бага
707,klein::A,pieni,жаахан
708,lang::A,pitkä,урт
709,kurz::A,lyhyt,охор
710,kurz::A,lyhyt,богино
711,breit::A,leveä,өргөн
712,schmal::A,kapea,уйтан
713,schmal::A,kapea,нарийн
714,dicht::A,taaja,нягт
715,dicht::A,taaja,чигжүү
716,dick[Gegenstand]::A,paksu,зузаан
717,dünn::A,ohut,нимгэн
718,fein::A,hieno,нарийн
719,fest::A,luja,бөх
720,fest::A,luja,хатуу
721,flach::A,litteä,хавтгай
722,flach::A,tasainen,хавтгай
723,glatt::A,sileä,цагаан
724,glatt::A,siloinen,цагаан
725,hart::A,kova,хатуу
726,weich::A,pehmeä,зөөлөн
727,rund::A,pyöreä,дугуй
728,rund::A,pyöreä,дугариг
729,spitz::A,terävä,шовх
730,spitz::A,terävä,шовгор
731,scharf::A,terävä,хурц
732,scharf::A,terävä,иртэй
733,stumpf::A,tylsä,мохоо
734,schwer::A,raskas,хүнд
735,schwer::A,painava,хүнд
736,schön::A,kaunis,гуа
737,schön::A,kaunis,сайхан
738,heiß::A,kuuma,халуун
739,warm::A,lämmin,дулаан
740,kalt::A,kylmä,хүйтэн
741,kalt::A,viluinen,хүйтэн
742,kühl::A,viileä,сэрүүн
743,frisch::A,tuore,эрүүл
744,frisch::A,tuore,жихүүн
745,feucht::A,kostea,чийгтэй
746,nass::A,märkä,нойтон
747,trocken::A,kuiva,хатсан
748,voll::A,täysi,дүүрэн
749,leer::A,tyhjä,хоосон
750,offen::A,avonainen,онгорхой
751,geschlossen::A,suljettu,битүү
752,geschlossen::A,suljettu,хаалтай
753,sauber::A,puhdas,цэвэр
754,sauber::A,puhdas,хиргүй
755,schmutzig::A,likainen,бохир
756,schmutzig::A,likainen,хиртэй
757,roh::A,raaka,түүхий
758,reif::A,kypsä,болсон
759,lecker::A,herkullinen,амттай
760,süß::A,makea,амттай
761,süß::A,makea,чихэрлэг
762,bitter::A,karvas,гашуун
763,bitter::A,kitkerä,гашуун
764,sauer::A,hapan,эсгэлэн
765,hell::A,kirkas,гэгээн
766,hell::A,kirkas,гэрэлтэй
767,hell::A,valoisa,гэгээн
768,hell::A,valoisa,гэрэлтэй
769,dunkel::A,pimeä,бараан
770,dunkel::A,pimeä,харанхуй
771,schwarz::A,musta,хар
772,weiß::A,valkea,цагаан
773,rot::A,punainen,улаан
774,gelb::A,keltainen,шар
775,blau::A,sininen,хөх
776,blau::A,sininen,цэнхэр
777,grün::A,vihreä,ногоон
778,grau::A,harmaa,орог
779,grau::A,harmaa,саарал
780,bunt::A,kirjava,эрээн
781,billig::A,halpa,хямд
782,billig::A,huokea,хямд
783,teuer::A,kallis,үнэтэй
784,wertvoll::A,arvokas,үнэт
785,blind::A,sokea,сохор
786,taub::A,kuuro,чих хатуу
787,kräftig::A,väkevä,чийрэг
788,kräftig::A,voimakas,чийрэг
789,stark::A,vahva,хүчтэй
790,stark::A,vahva,чадалтай
791,schwach::A,heikko,сул
792,fett::A,lihava,тарган
