,Concept_ID,tr,kl
154,Baum::N,ağaç,orpik
155,Stamm::N,gövde,kanaartaq
156,Rinde::N,kabuk,ameraq
157,Ast::N,dal,avalequt
158,Ast::N,budak,avalequt
159,Zweig::N,dal,avalequt
160,Blatt::N,yaprak,pilutaq
161,Birke::N,huş,patitsit
162,Kiefer[Baum]::N,çam,
163,Weide[Baum]::N,söğüt,palleq
164,Tanne::N,çam,orsuerneq
165,Tanne::N,köknar,orsuerneq
166,Horn::N,boynuz,nassuk
167,Feder::N,tüy,suluk
168,Fell::N,post,ameq
169,Flügel::N,kanat,suluk
170,Flügel::N,kanat,isaroq
171,Klaue::N,pençe,kukik
172,Kralle::N,tırnak,kukik
173,Schwanz::N,kuyruk,pamioq
174,Schwanz::N,kuyruk,paperuusaq
175,Ei::N,yumurta,mannik
176,Nest::N,yuva,ullut
177,Bau::N,in,ini
178,Tier::N,hayvan,uumasoq
179,Herde::N,sürü,unguukkat
180,Kuh::N,inek,ussik
181,Bulle::N,boğa,angukulak
182,Bulle::N,boğa,anguteralak
183,Bulle::N,boğa,angutikulooq
184,Pferd::N,at,
185,Pferd::N,beygir,
186,Schaf::N,koyun,sava
187,Schwein::N,domuz,puuluki
188,Hund::N,it,qimmeq
189,Hund::N,köpek,qimmeq
190,Katze::N,kedi,puisaaq
191,Bär::N,ayı,allaq
192,Eichhörnchen::N,sincap,sissinnguaq
193,Elch::N,büyük kuzey geyiği,
194,Fuchs::N,tilki,terianniaq
195,Hase::N,tavşan,ukaleq
196,Maus::N,fare,teriannguaq
197,Maus::N,sıçan,teriannguaq
198,Wolf::N,kurt,amaroq
199,Vogel::N,kuş,timmiaq
200,Schwarm::N,sürü,
201,Huhn::N,tavuk,kukkukooq
202,Huhn::N,tavuk,marloraaqaaq
203,Hahn::N,horoz,kiasiusaq
204,Gans::N,kaz,nerleq
205,Adler::N,kartal,nattoralik
206,Adler::N,karakuş,nattoralik
207,Ente::N,ördek,
208,Eule::N,baykuş,uppik
209,Kranich::N,turna,qorlorfik
210,Krähe::N,karga,tuluatsiaq
211,Kuckuck::N,guguk,kukkooq
212,Schwan::N,kuğu,qussuk
213,Fisch::N,balık,aalisagaq
214,Barsch::N,hani,
215,Barsch::N,levrek,
216,Hecht::N,turnabalığı,
217,Schlange[Tier]::N,yılan,pulateriarsuk
218,Schlange[Tier]::N,yılan,pulateriaarsuk
219,Wurm::N,kurt,
220,Wurm::N,solucan,
221,Spinne::N,örümcek,aasiaq
222,Spinne::N,örümcek,nissavaarsuk
223,Ameise::N,karınca,uniaaluk
224,Laus::N,bit,kumak
225,Mücke::N,sivrisinek,ippernaq
226,Fliege::N,sinek,ippernaq
227,Schmetterling::N,kelebek,paluaq
228,Schmetterling::N,kelebek,pakkaluaq
229,Schmetterling::N,kelebek,utsuppaluaq
230,Schmetterling::N,kelebek,taqaleqisaaq
231,Beere::N,tane,paarmaq
232,Beere::N,tane,paarngaq
233,Apfel::N,elma,iipili
234,Pilz::N,mantar,anngiusaq
235,Zwiebel::N,soğan,uanitsoq
236,Saat::N,ekin,naatsiiassaq
237,Korn::N,tane,maannineq
238,Heu::N,kuru ot,
239,Schale::N,kabuk,niutsivik
240,Schale::N,kabuk,ilulissaq qaartussaq
241,Grube::N,çukur,itersaq
242,Falle::N,tuzak,pualavoq
243,Schlinge::N,ilmik,orseq
244,Schlinge::N,ilmik,norloq
245,Spur::N,iz,tumaa
246,Asche::N,kül,arsat
247,Dreck::N,pislik,minguk
248,Eisen::N,demir,savimineq
249,Eisen::N,demir,saffiugassaq
250,Gold::N,altın,kuulti
251,Silber::N,gümüş,siilviuvoq
252,Kohle::N,kömür,aamarsuit aamaruutissat
253,Glas::N,cam,igalaaq
254,Glas::N,cam,imertarfik
255,Glas::N,cam,igalaamineq
256,Lehm::N,balçık,marraq
257,Sand::N,kum,sioqqat
258,Mensch::N,insan,inuk
259,Mensch::N,insan,silamiu
260,Mann::N,adam,angut
261,Mann::N,erkek,angut
262,Frau::N,bayan,arnaq
263,Kind::N,çocuk,meeraq
264,Junge::N,erkek çocuk,nukappiaraq
265,Mädchen::N,kız,arnannguaq
266,Familie::N,aile,ilaqutakka
267,Familie::N,aile,ilaqutariit
268,Großvater::N,dede,aatak
269,Großvater::N,büyükbaba,aatak
270,Großmutter::N,nine,aanaq
271,Großmutter::N,büyükanne,aanaq
272,Eltern::N,ebeveyn,angajoqqaat
273,Eltern::N,ana baba,angajoqqaat
274,Vater::N,ata,ataata
275,Vater::N,ata,ataataq
276,Vater::N,baba,ataata
277,Vater::N,baba,ataataq
278,Mutter::N,ana,anaana
279,Mutter::N,anne,anaana
280,Sohn::N,oğul,erneq
281,Tochter::N,kız,panik
282,Tochter::N,kız evlât,panik
283,Bruder::N,abi,ani
284,Bruder::N,abi,aqqaluk
285,Bruder::N,abi,qatanngut
286,Bruder::N,erkek kardeş,ani
287,Bruder::N,erkek kardeş,aqqaluk
288,Bruder::N,erkek kardeş,qatanngut
289,Schwester::N,abla,naja
290,Schwester::N,abla,aleqa
291,Schwester::N,abla,qatanngut
292,Schwester::N,kız kardeş,naja
293,Schwester::N,kız kardeş,aleqa
294,Schwester::N,kız kardeş,qatanngut
295,Onkel::N,dayı,akkak
296,Tante::N,hala,aja
297,Tante::N,hala,ajak
298,Tante::N,hala,atsak
299,Tante::N,teyze,aja
300,Tante::N,teyze,ajak
301,Tante::N,teyze,atsak
302,Ehemann::N,koca,ui
303,Ehefrau::N,karı,nuliaq
304,Freude::N,neşe,tipaatsussuseq
305,Freude::N,sevinç,tipaatsussuseq
306,Gelächter::N,gülme,illaq
307,Gelächter::N,kahkaha,illaq
308,Glück::N,mutluluk,usornaat
309,Glück::N,mutluluk,usornarsuseq
310,Kummer::N,dert,
311,Kummer::N,keder,
312,Wunsch::N,arzu,kissaat
313,Wunsch::N,istek,kissaat
314,Lust::N,arzu,illigussuseq
315,Lust::N,arzu,piummaseq
316,Lust::N,heves,illigussuseq
317,Lust::N,heves,piummaseq
318,Geist::N,tin,anerneq
319,Geist::N,tin,toornaq
320,Gedanke::N,fikir,isumassaq
321,Gedanke::N,düşünce,isumassaq
322,Gedächtnis::N,bellek,eqqaamannissuseq
323,Verstand::N,zekâ,isuma
324,Verstand::N,zekâ,sianissut
325,Verstand::N,zekâ,misigissut
326,Verstand::N,zekâ,sianissuseq
327,Verstand::N,zekâ,silaqassuseq
328,Sinn::N,anlam,isuma
329,Grund::N,sebep,patsit
330,Wahrheit::N,doğruluk,sallusuissut
331,Wahrheit::N,gerçeklik,sallusuissut
332,Gespräch::N,görüşme,
333,Märchen::N,masal,oqalualaarut
334,Märchen::N,masal,oqaluasaaq
335,Erzählung::N,öykü,oqaluttuaq
336,Erzählung::N,hikâye,oqaluttuaq
337,Nachricht::N,haber,oqaassut
338,Nachricht::N,haber,oqqersuut
339,Neuigkeit::N,haber,tusarnartaq
340,Name::N,ad,ateq
341,Name::N,isim,ateq
342,Rätsel::N,bilmece,nalorsitsaarut
343,Rede::N,söylev,oqaluuseq
344,Rede::N,konuşma,oqaluuseq
345,Sprache::N,dil,oqaatsit
346,Sprache::N,lisan,oqaatsit
347,Stimme::N,ses,erinaq
348,Stimme::N,ses,qarluuseq
349,Wort::N,kelime,oqaasii
350,Zeichen::N,işaret,nalunaaqqut
351,Ruf::N,çağırma,qaaqqussut
352,Lärm::N,şamata,perpaluk
353,Lärm::N,gürültü,perpaluk
354,Laut::N,ses,torsukattak
355,Ton::N,ses,erinaq
356,Lied::N,türkü,taalliaq
357,Lied::N,türkü,erinarsuut
358,Ruhe::N,sakinlik,qatsunganeq
359,Leute::N,halk,inuiak
360,Leute::N,halk,inuiaqatigiit
361,Leute::N,insanlar,inuiak
362,Leute::N,insanlar,inuiaqatigiit
363,Volk::N,ulus,inuiaat
364,Volk::N,millet,inuiaat
365,Arbeit::N,iş,suliaq
366,Arbeit::N,çalışma,suliaq
367,Gast::N,konuk,qaaqqusaq
368,Gast::N,misafir,qaaqqusaq
369,Geschenk::N,hediye,pajugut
370,Geschenk::N,armağan,pajugut
371,Spiel::N,oyun,
372,Gesellschaft::N,çevre,
373,Gesellschaft::N,arkadaşlık,
374,Hilfe::N,yardım,annertoqqut
375,Freund::N,dost,tiliaq
376,Freund::N,dost,ikinngut
377,Freund::N,arkadaş,tiliaq
378,Freund::N,arkadaş,ikinngut
379,Kamerad::N,arkadaş,tiliaq
380,Kamerad::N,arkadaş,ikinngut
381,Angelegenheit::N,iş,
382,Angelegenheit::N,husus,
383,Anzahl::N,sayı,
384,Art::N,çeşit,ileqquuseq
385,Stück::N,tane,nakkaalaniku
386,Stück::N,parça,nakkaalaniku
387,Teil::N,kısım,tassiaasat
388,Hälfte::N,yarı,affaq
389,Kreis::N,daire,kaajaluinneq or kaajaluitsoq
390,Kreuz::N,haç,sanningasulik
391,Linie::N,hat,tittaq
392,Linie::N,hat,titarneq
393,Linie::N,çizgi,tittaq
394,Linie::N,çizgi,titarneq
395,Strich::N,çizgi,
396,Abstand::N,aralık,aku
397,Abstand::N,aralık,ikiaq
398,Entfernung::N,mesafe,asi
399,Entfernung::N,uzaklık,asi
400,Gegend::N,yöre,nuna
401,Platz::N,yer,ini
402,Platz::N,yer,inissaq
403,Ort::N,yer,sumiiffik
404,Seite::N,yan,saneraq
405,Seite::N,taraf,saneraq
406,Mitte::N,orta,qiteq
407,Mitte::N,merkez,qiteq
408,Gegenstand::N,şey,
409,Sache::N,iş,pigisaq
410,Sache::N,şey,pigisaq
411,Rand::N,kenar,sini
412,Rand::N,kenar,akerfineq
413,Kante::N,kenar,akerfineq
414,Ecke::N,köşe,teqeqqoq
415,Ecke::N,köşe,tikeqqoq
416,Spitze::N,uç,inngik
417,Spitze::N,baş,inngik
418,Ende::N,uç,isu
419,Loch::N,oyuk,putu
420,Loch::N,delik,putu
421,Winkel::N,köşe,teqeqqorissaat
422,Muster::N,örnek,ilisserut
423,Größe::N,büyüklük,angissuseq
424,Länge::N,uzunluk,takissuseq
425,Höhe::N,yükseklik,
426,Gewicht::N,ağırlık,oqimaalutaq
427,Menge::N,miktar,amerlassuseq
428,Haufen::N,küme,eqimattat
429,Haufen::N,yığın,eqimattat
430,Reihe::N,sıra,allunaasaq
431,Boot::N,kayık,qajaq
432,Boot::N,kayık,angallat
433,Boot::N,kayık,umiatsiaq
434,Boot::N,sandal,qajaq
435,Boot::N,sandal,angallat
436,Boot::N,sandal,umiatsiaq
437,Ruder::N,kürek,iput
438,Schlitten::N,kızak,qamutit
439,Schlitten::N,kızak,qimusseq
440,Ski::N,kayak,ataarut
441,Lagerfeuer::N,kamp ateşi,
442,Last::N,yük,nammagaq
443,Gang::N,gidiş,
444,Gang::N,yürüyüş,
445,Schritt::N,adım,allorneq
446,Norden::N,kuzey,avannaq
447,Süden::N,güney,qava
448,Süden::N,güney,kujat
449,Süden::N,güney,kujataa
450,Westen::N,batı,kitaa
451,Osten::N,doğu,kangi
452,Holz::N,ağaç,qisuk
453,Holz::N,tahta,qisuk
454,Brett::N,tahta,salliligaq
455,Platte::N,levha,qaateq
456,Stütze::N,dayak,ajagutaq
457,Stütze::N,dayak,ajaagutaq
458,Stütze::N,destek,ajagutaq
459,Stütze::N,destek,ajaagutaq
460,Stange::N,çubuk,kaaviffik
461,Stock::N,sopa,ajaappissat
462,Stock::N,değnek,ajaappissat
463,Stab::N,sırık,ajaappissat
464,Stab::N,baston,ajaappissat
465,Rohr::N,boru,sullulik
466,Haus::N,ev,illu
467,Heim::N,ev,
468,Heim::N,yurt,
469,Ofen::N,soba,kissarsuut
470,Fußboden::N,taban,nateq
471,Fußboden::N,döşeme,nateq
472,Tisch::N,masa,allattarfik
473,Stuhl::N,iskemle,issiavik
474,Stuhl::N,iskemle,issiaffik
475,Stuhl::N,sandalye,issiavik
476,Stuhl::N,sandalye,issiaffik
477,Wiege::N,beşik,uaasoq
478,Bett::N,yatak,nallavik
479,Regal::N,raf,ilisivik
480,Kiste::N,sandık,sakissat
481,Kiste::N,sandık,illerfiusaq
482,Fenster::N,pencere,aki
483,Fenster::N,pencere,igalaaq
484,Tür::N,kapı,matu
485,Tor::N,kapı,isaaffik
486,Zaun::N,çit,saputit
487,Dach::N,dam,qaliaq
488,Dach::N,çatı,qaliaq
489,Leiter::N,merdiven,tummeqqat
490,Leiter::N,merdiven,majuartarfiit
491,Besen::N,süpürge,saligutit
492,Spaten::N,bel,nivaataq
493,Schaufel::N,kürek,nivaataq
494,Gabel::N,çatal,qilluaq
495,Gabel::N,çatal,ajassaatit
496,Löffel::N,kaşık,alussaat
497,Messer::N,bıçak,savik
498,Nagel::N,çivi,kukik
499,Netz::N,ağ,anguffaseq
500,Haken::N,çengel,nissik
501,Haken::N,çengel,qarsorsaq
502,Haken::N,çengel,qarsorsartoq
503,Griff::N,kulp,ipi
504,Griff::N,tutamak,ipi
505,Schloss::N,kilit,illussaarsuaq
506,Bild::N,imaj,assiliaq
507,Bild::N,resim,assiliaq
508,Figur::N,şekil,kisitsit
509,Figur::N,heykel,kisitsit
510,Puppe::N,kukla,inuusaq
511,Beutel::N,kese,
512,Beutel::N,torba,
513,Bündel::N,deste,qilertaq
514,Tasche::N,çanta,pooqattaq
515,Eimer::N,kova,
516,Deckel::N,kapak,matu
517,Geschirr::N,kap kacak,anut
518,Sack::N,torba,
519,Tasse::N,fincan,tiitorfik
520,Tasse::N,fincan,tiitorfiup ilorlia
521,Topf::N,tencere,qoqqoq
522,Kessel::N,kazan,uunnaavik
523,Essen::N,yemek,igaaq
524,Nahrung::N,gıda,neqissaq
525,Nahrung::N,besin,neqissaq
526,Speise::N,yemek,nerisassat
527,Fleisch::N,et,neqi
528,Getreide::N,tahıl,maannineq
529,Getreide::N,hububat,maannineq
530,Brei::N,ezme,
531,Brot::N,ekmek,iffit
532,Brot::N,ekmek,iffiaq
533,Scheibe::N,dilim,igalaassiaq
534,Fett::N,yağ,tarnutissaq
535,Fett::N,yağ,tarnutissiaq
536,Butter::N,tereyağı,punneq
537,Öl::N,yağ,uulia
538,Öl::N,akar yağ,uulia
539,Salz::N,tuz,taratsut
540,Suppe::N,çorba,qajoq
541,Honig::N,bal,tungusunnitsuut
542,Milch::N,süt,immuk
543,Tee::N,çay,tii
544,Tee::N,çay,teeq
545,Leder::N,deri,
546,Leder::N,meşin,
547,Wolle::N,yün,nuersagassiaq
548,Stoff::N,kumaş,milliaq
549,Stoff::N,kumaş,qarlissiaq
550,Nadel::N,iğne,meqqut
551,Faden::N,tire,ujalussiaq
552,Faden::N,iplik,ujalussiaq
553,Knopf::N,düğme,attat
554,Knoten::N,düğüm,akeroq
555,Knoten::N,düğüm,qilerneq
556,Farbe::N,boya,qalipaat
557,Kleidung::N,giyim,atisat
558,Kleidung::N,giyim,annoraaq
559,Hemd::N,gömlek,ilupaaq
560,Kragen::N,yaka,qungasiinnaq
561,Ärmel::N,yen,aaq
562,Ärmel::N,elbise kolu,aaq
563,Hose::N,pantolon,qarliit
564,Gürtel::N,kuşak,qiterut
565,Gürtel::N,kuşak,unngersaq
566,Mütze::N,bere,nasaq
567,Mütze::N,kasket,nasaq
568,Schuh::N,kundura,skuu
569,Schuh::N,kundura,ikernuk
570,Schuh::N,kundura,ateraasaq
571,Schuh::N,ayakkabı,skuu
572,Schuh::N,ayakkabı,ikernuk
573,Schuh::N,ayakkabı,ateraasaq
574,Stiefel::N,çizme,kamik
575,Ring::N,yüzük,assammiu
576,Band::N,bağ,qilerutissiaq
577,Band::N,şerit,qilerutissiaq
578,Kamm::N,tarak,illaagutit
579,Kamm::N,tarak,illaajaatit pl.
580,Spiegel::N,ayna,tarrarsuut
581,Riemen::N,kayış,allunaaq
582,Schnur::N,ip,kujaaq
583,Schnur::N,ip,allunaasaq
584,Schnur::N,sicim,kujaaq
585,Schnur::N,sicim,allunaasaq
586,Leine::N,kayış,aleq
587,Decke::N,örtü,qipik
588,Decke::N,yorgan,qipik
589,Kissen::N,yastık,akit
590,Tuch::N,bez,qarlissiaq
591,Handtuch::N,havlu,allarut
592,Handtuch::N,havlu,allarterut
593,Kraft::N,güç,pissak
594,Kraft::N,kuvvet,pissak
595,Stärke::N,kuvvet,qerattarsaat
596,Gesundheit::N,sağlık,peqqisusseq
597,Krankheit::N,hastalık,nappaat
598,Schmerz::N,ağrı,anniaat
599,Schmerz::N,sancı,anniaat
600,Wunde::N,yara,iki
601,Fieber::N,ateş,nappaat qanimanartoq
602,Arznei::N,ilâç,imigassaq
603,Brücke::N,köprü,ikaartarfik
604,Brunnen::N,kuyu,tissaluttuliaq
605,Brunnen::N,çeşme,tissaluttuliaq
606,Weide::N,otlak,masarsuk
607,Pfad::N,patika,aqqut
608,Pfad::N,keçiyolu,aqqut
609,Weg::N,yol,aggerfik
610,Straße::N,yol,aqqusineq
611,Straße::N,cadde,aqqusineq
612,Dorf::N,köy,nunaqarfik
613,Stadt::N,kent,illorpaat
614,Stadt::N,kent,illorpalik
615,Stadt::N,şehir,illorpaat
616,Stadt::N,şehir,illorpalik
617,Brief::N,mektup,allagarsiaq
618,Buch::N,kitap,atuakkat
619,Buch::N,kitap,mappersagaq
620,Buchstabe::N,harf,naqinneq
621,Zeitung::N,gazete,aviisi
622,Leben::N,hayat,inuussuseq
623,Tod::N,ölüm,toqu
624,Tod::N,ölüm,toquneq
625,Grab::N,kabir,iliveq
626,Grab::N,kabir,illissat
627,Kirche::N,kilise,oqaluffik
628,Sünde::N,günah,ajorti
629,Gott::N,tanrı,
630,Arbeiter::N,işçi,sulisoq
631,Chef::N,şef,ittoqut
632,Chef::N,müdür,ittoqut
633,Meister::N,usta,naalagaq
634,Arzt::N,hekim,katsorsaasoq
635,Arzt::N,doktor,katsorsaasoq
636,Lehrer::N,hoca,ilinniartitsisoq
637,Lehrer::N,öğretmen,ilinniartitsisoq
638,Geld::N,para,aningaasat
639,Geschäft::N,ticaret,niuertarfik
640,Laden::N,dükkân,niuertarfik
641,Preis::N,fiyat,aki
642,Ware::N,mal,qaliata pii
643,Ware::N,mal,nioqqutissaq
644,Nutzen::N,fayda,iluaqut
645,Reichtum::N,servet,
646,Reichtum::N,zenginlik,
647,Welt::N,dünya,nunarsuaq
648,Land::N,ülke,nuna
649,Staat::N,devlet,
650,König::N,kral,kunngi
651,Macht::N,kudret,pissaassuseq
652,Macht::N,iktidar,pissaassuseq
653,Grenze::N,had,killik
654,Grenze::N,sınır,killik
655,Krieg::N,savaş,sorsunneq
656,Feind::N,düşman,akeraq
657,Feind::N,düşman,akerartorti
658,Feind::N,düşman,qinngarsuisoq
659,Gewalt::N,zor,
660,Gewalt::N,cebir,
661,Kampf::N,savaş,sorsunneq
662,Bogen[Waffe]::N,yay,
663,Pfeil::N,ok,qalugiusaq
664,Gewehr::N,tüfek,aallaat
665,Fehler::N,hata,kukkuneq
666,Fehler::N,hata,paarlaappaa
667,Fehler::N,yanlış,kukkuneq
668,Fehler::N,yanlış,paarlaappaa
669,Lüge::N,yalan,
670,Schaden::N,zarar,
671,Unglück::N,felâket,perluut
672,Unglück::N,talihsizlik,perluut
673,Schuld::N,suç,akiitsugaq
674,Schuld::N,suç,akiligassaq
675,Schuld::N,kabahat,akiitsugaq
676,Schuld::N,kabahat,akiligassaq
677,Alter::N,yaş,utoqqaq
678,Schluss::N,son,isu
679,Zeit::N,zaman,ulloq
680,Zeit::N,zaman,akuttoqatigiinneq
681,Tag::N,gün,ulloq
682,Morgen::N,sabah,ullaaq
683,Mittag::N,öğle,ulloqeqqa
684,Abend::N,akşam,unnuk
685,Nacht::N,gece,unnuaq
686,Woche::N,hafta,sapaatip akunnera
687,Monat::N,ay,qaammat
688,Jahr::N,yıl,ukioq
689,Jahr::N,sene,ukioq
690,Frühling::N,ilkbahar,upernaaq
691,Sommer::N,yaz,aasaq
692,Herbst::N,güz,ukiaq
693,Herbst::N,sonbahar,ukiaq
694,Winter::N,kış,ukioq
695,Januar::N,ocak,siulleeq
696,Januar::N,ocak,qaammaliaq
697,Februar::N,şubat,aarlaat
698,März::N,mart,marsi
699,März::N,mart,martsi
700,April::N,nisan,
701,Mai::N,mayıs,maaji
702,Juni::N,haziran,juuni
703,Juli::N,temmuz,juuli
704,August::N,ağustos,aggusti
705,September::N,eylül,septembari
706,Oktober::N,ekim,oktobari
707,November::N,kasım,novembari
708,Dezember::N,aralık,detsembari
709,Montag::N,pazartesi,ataasinngortoq
710,Dienstag::N,salı,marlunngorneq
711,Mittwoch::N,çarşamba,pingasunngorneq
712,Donnerstag::N,perşembe,sisamanngorneq
713,Freitag::N,cuma,tallimanngorneq
714,Samstag::N,cumartesi,arfininngorneq
715,Sonntag::N,pazar,sapaat
716,Sonntag::N,pazar,sapaati
717,groß::A,büyük,angivoq
718,klein::A,ufak,mikivoq
719,klein::A,küçük,mikivoq
720,lang::A,uzun,takisooq
721,kurz::A,kısa,naatsoq
722,breit::A,enli,silippoq
723,breit::A,geniş,silippoq
724,schmal::A,dar,amitsoq
725,dicht::A,sık,torsusooq
726,dicht::A,yoğun,torsusooq
727,dick[Gegenstand]::A,kalın,issuvoq
728,dick[Gegenstand]::A,kalın,issusooq
729,dick[Gegenstand]::A,iri,issuvoq
730,dick[Gegenstand]::A,iri,issusooq
731,dünn::A,ince,amitsoq
732,fein::A,ince,mamarpoq
733,fein::A,narin,mamarpoq
734,fest::A,sabit,tangeqarpoq
735,fest::A,sağlam,tangeqarpoq
736,flach::A,düz,nalimmappoq
737,flach::A,yassı,nalimmappoq
738,glatt::A,düz,quasak
739,hart::A,katı,mattusooq
740,hart::A,katı,manngerpoq
741,hart::A,katı,titeqquluppoq
742,weich::A,yumuşak,nerumaarpoq
743,rund::A,yuvarlak,ammallorippoq
744,spitz::A,sivri,qummukujooq
745,scharf::A,keskin,ipippoq
746,stumpf::A,kör,anngerpoq
747,schwer::A,ağır,oqimaappoq
748,schön::A,güzel,kusanarpoq
749,heiß::A,kızgın,kiappoq
750,warm::A,sıcak,oqorpoq
751,kalt::A,soğuk,issippoq
752,kühl::A,serin,pueqqortippoq
753,frisch::A,taze,
754,feucht::A,nemli,isugutavoq
755,feucht::A,nemli,qaasernarpoq
756,feucht::A,rutubetli,isugutavoq
757,feucht::A,rutubetli,qaasernarpoq
758,nass::A,yaş,imerorpoq
759,nass::A,ıslak,imerorpoq
