,Concept_ID,kv,cs
809,enden::V,-сь,končit
810,enden::V,-сь,skončit
811,enden::V,бырны,končit
812,enden::V,бырны,skončit
813,wechseln::V,вежсьыны,měnit se
814,aufgehen[Sonne]::V,петавны,vyjít
815,untergehen[Sonne]::V,пуксьыны,zapadnout
816,scheinen[Sonne]::V,югьявны,svítit
817,donnern::V,гымавны,hřmět
818,wehen::V,пӧлявны,vát
819,wehen::V,пӧлявны,vanout
820,strömen::V,киссьыны,proudit
821,fließen::V,визывтны,téct
822,sich drehen::V,бергавны,točit se
823,schwanken::V,кӧвьясьны,kolísat
824,schwanken::V,кӧвьясьны,houpat se
825,schwingen::V,дюттясьны,kývat se
826,fallen::V,усьны,padat
827,brennen::V,сотчыны,hořet
828,rauchen::V,тшынасьны,kouřit
829,regnen::V,зэрны,pršet
830,gefrieren::V,гегдыны,zamrznout
831,tauen::V,сывны,tát
832,schmelzen::V,сывны,tavit
833,trocknen::V,косьмыны,schnout
834,sieden::V,пизьны,vřít
835,faulen::V,нёльзьыны,hnít
836,verfaulen::V,тӧрмыны,shnít
837,verfaulen::V,сiсьмыны,shnít
838,reißen::V,косясьны,roztrhat se
839,versinken::V,вӧйны,topit se
840,versinken::V,вӧйны,ponořit se
841,vergehen::V,мунны,plynout
842,erscheinen::V,мыччисьны,objevit se
843,verschwinden::V,ӧшны,zmizet
844,sinken::V,ямны,klesat
845,abnehmen::V,ямны,ubýt
846,zunehmen::V,паськавны,přibýt
847,steigen::V,лэбтiсьны,stoupat
848,wachsen::V,быдмыны,růst
849,glänzen::V,свиттявны,lesknout se
850,funkeln::V,югйовтлыны,jiskřit se
851,funkeln::V,югйӧв-керны,jiskřit se
852,lärmen::V,чавзыны,dělat hluk
853,läuten::V,диньгыны,zvonit
854,klingeln::V,силькӧтны,zvonit
855,klirren::V,жольӧтны,řinčet
856,brausen::V,гуасьны,hučet
857,rauschen::V,кышӧтны,šumět
858,klingen::V,горавны,znít
859,bellen::V,увтны,štěkat
860,bellen::V,вувтны,štěkat
861,heulen::V,уннявны,výt
862,blasen::V,пӧлявны,foukat
863,pfeifen::V,пиксыны,pískat
864,schreien::V,айзыны,křičet
865,stöhnen::V,ойзыны,sténat
866,stöhnen::V,ружтыны,sténat
867,zittern::V,легьявны,třást se
868,leben::V,овны,žít
869,geboren werden::V,шогмыны,rodit se
870,atmen::V,лолавны,dýchat
871,trinken::V,юны,pít
872,essen::V,сёйны,jíst
873,schlucken::V,ньылавны,polykat
874,müde werden::V,мыдзны,unavit se
875,einschlafen::V,ланьтны,usnout
876,schlafen::V,узьны,spát
877,aufwachen::V,саймыны,probudit se
878,aufwachen::V,пальмыны,probudit se
879,aufstehen::V,сувтны,vstát
880,sich erholen::V,шоччисьлыны,zotavovat se
881,krank werden::V,моржитны,onemocnět
882,krank sein::V,шогавны,být nemocný
883,krank sein::V,визьӧтны,být nemocný
884,schmerzen::V,висьны,bolet
885,husten::V,кашляйтны,kašlat
886,genesen::V,бурдны,uzdravit se
887,sterben::V,кувны,umřít
888,umkommen::V,вийсьыны,zahynout
889,sich bewegen::V,локны,pohnout se
890,sich bewegen::V,ветлӧтны,pohnout se
891,sich rühren::V,вӧрзьӧтчыны,hnout se
892,sich erheben::V,сувтны,zdvihnout se
893,sich setzen::V,пуксьыны,posadit se
894,hinfallen::V,пӧрласьны,upadnout
895,laufen::V,мунны,běžet
896,schreiten::V,тальччавны,kráčet
897,spazierengehen::V,котрасьны,procházet se
898,eilen::V,тэрмасьны,spěchat
899,sich beeilen::V,тэрмасьны,pospíšit si
900,sausen::V,вирдавны-котӧртны,fičet
901,springen::V,чеччавны,skákat
902,klettern::V,кышасьны,lézt
903,klettern::V,кышасьны,šplhat
904,schaukeln::V,чурликасьны,houpat
905,kriechen::V,кыскасьны-мунны,lézt
906,kriechen::V,кыскасьны-мунны,plazit se
907,schwimmen::V,вартчыны,plavat
908,tauchen::V,сунгисьны ваӧ,nořit se
909,rudern::V,сынны,veslovat
910,fahren::V,мунны,jet
911,fahren::V,мунны,jezdit
912,fliegen::V,лэбавны,létat
913,gehen::V,мунны,jít
914,weggehen::V,мунны,odejít
915,abfahren::V,иньдӧтчыны,odjet
916,abfahren::V,мунны,odjet
917,anhalten::V,сувтны,zastavit se
918,hineingehen::V,пырны,vcházet se
919,eintreten::V,пырны,vstoupit
920,kommen::V,локны,přijít
921,ankommen::V,локны,dojít
922,zurückkommen::V,бертны,vrátit se
923,zurückkommen::V,панӧвтсьыны,vrátit se
924,bleiben::V,кольччыны,zůstat
925,warten::V,видзчисьны,čekat
926,erwarten::V,видзчисьны,čekat na
927,suchen::V,кошшыны,hledat
928,finden::V,адззыны,najít
929,versuchen::V,пондыны,zkoušet
930,versuchen::V,пондӧтны,zkoušet
931,vorbereiten::V,лӧсьӧтны,připravit
932,lieben::V,милуйтны,milovat
933,mögen::V,радейтны,mít rád
934,lachen::V,серавны,smát se
935,rühren::V,сьӧлӧм вӧрзьӧтны,dojmout
936,weinen::V,горзыны,plakat
937,schimpfen::V,видчыны,nadávat
938,sich ärgern::V,лёкавны,pohoršit se
939,sich fürchten::V,повны,bát se
940,fürchten::V,повны,bát se
941,fliehen::V,пышшыны,utéct
942,flüchten::V,пышшыны,prchnout
943,sehen::V,адззыны,vidět
944,anschauen::V,видзӧтны,podívat se na
945,ansehen::V,видзӧтны,sledovat
946,hören::V,кывны,slyšet
947,zuhören::V,кывзыны,poslouchat
948,probieren::V,пешлыны,ochutnávat
949,riechen::V,дукавны,cítit
950,fühlen::V,кывны,cítit
951,scheinen::V,декуйтчыны,zdát se
952,zu sehen sein::V,тыдавны,moci být viděn
953,vernehmen::V,тӧдмавны,uslyšet
954,frieren::V,гегдыны,mrznout
955,tun::V,керны,dělat
956,können::V,вермыны,moct
957,wollen::V,мӧдны,chtít
958,anfangen::V,петны,začít
959,beenden::V,ештӧтны,ukončit
960,beenden::V,керыштны,ukončit
961,aufhören::V,дугдыны,přestat
962,gelingen::V,шогмыны,podařit se
963,geraten::V,мыччисьны,dařit se
964,öffnen::V,осьтны,otevřít
965,schließen::V,пӧднавны,zavřít
966,stellen::V,сувтӧтны,postavit
967,setzen::V,пуксьӧтны,posadit
968,legen::V,пуктыны,klást
969,legen::V,пуктыны,položit
970,berühren::V,вӧрзьӧтны,dotýkat se
971,verbinden::V,йитны,spojit
972,bedecken::V,вевттьыны,pokrýt
973,aufhängen::V,ӧшӧтны,oběsit
974,aufhängen::V,ӧшӧтны,pověsit
975,anzünden::V,ӧзтыны,zapálit
976,anzünden::V,ӧзтыны,podpálit
977,aufheben::V,лэбтыны,zvednout
978,aufheben::V,лэбтыны,zdvihnout
979,zurücklassen::V,кольны,zanechat
980,verlieren::V,ӧштыны,ztratit
981,fallen lassen::V,уськӧтны,upustit
982,machen::V,керны,udělat
983,herstellen::V,вӧчны,vyrobit
984,bauen::V,строитны,stavět
985,bauen::V,строитны,budovat
986,reparieren::V,вочны,opravit
987,verbessern::V,бурсьӧтны,zlepšit
988,ändern::V,вежны,změnit
989,graben::V,гарйыны,rýt
990,graben::V,гарйыны,kopat
991,beugen::V,кусіньтны,ohnout
992,biegen::V,чукыльтыштны,ohnout
993,drehen::V,бергӧтны,točit
994,wenden::V,бергӧтны,obrátit
995,umdrehen::V,бергӧтны,obrátit
996,heben::V,лэбтыны,zdvihnout
997,hochheben::V,лэбтыны,zvednout
998,ergreifen::V,кватитны,chopit se
999,halten::V,видзны,držet
1000,drücken::V,личкыны,stisknout
1001,schieben::V,тойлавны,posouvat
1002,kratzen::V,шаркӧтны,škrábat
1003,lecken::V,нювны,lízat
1004,beißen::V,йирны,kousat
1005,abreißen::V,орӧтны,utrhat
1006,abreißen::V,орӧтны,odtrhat
1007,abschneiden::V,шӧрыштны,uřezat
1008,abschneiden::V,шӧрыштны,ukrojit
1009,abschneiden::V,вундыштны,uřezat
1010,abschneiden::V,вундыштны,ukrojit
1011,binden::V,гӧрдззыны,přivázat
1012,stecken::V,мӧртны,strčit
1013,brechen::V,жугдыны,lomit
1014,klopfen::V,зукӧтны,ťukat
1015,klopfen::V,зукӧтны,klepat
1016,hauen::V,желльыны,bít
1017,kleben::V,лякӧтны,lepit
1018,reiben::V,зыртны,třít
1019,streichen::V,мавтны,mazat
1020,schleifen::V,кыскыны,brousit
1021,schneiden::V,вундавны,řezat
1022,schneiden::V,вундавны,střihat
1023,rütteln::V,шатлавны,třást
1024,rütteln::V,шатлавны,otřást
1025,schütteln::V,зыбӧтны,třást
1026,schütteln::V,зыбӧтны,zatřást
1027,schwenken::V,ӧвтны,mávat
1028,schwenken::V,макайтны,mávat
1029,schütten::V,кисьтны,nasypat
1030,füllen::V,тыртны,naplnit
1031,füllen::V,тырсьӧтны,naplnit
1032,einwickeln::V,тубны,zavinout
1033,tragen::V,новйӧтны,nést
1034,schleppen::V,кыскыны,vléct
1035,ziehen::V,кыскыны,tahat
1036,ziehen::V,кыскыны,táhnout
1037,aufbewahren::V,видзны,schovat
1038,werfen::V,шентывлыны,házet
1039,fangen::V,кутны,chytat
1040,packen::V,кутасьны,uchvátit
1041,packen::V,кватитны,uchvátit
1042,verstecken::V,дзебны,schovat
1043,teilen::V,торйӧтны,rozdělit
1044,schicken::V,иньдыны,posílat
1045,bringen::V,вайны,přinést
1046,hinzufügen::V,содтыны,připojit
1047,bekommen::V,получитны,dostat
1048,erhalten::V,получитны,uchovat
1049,nehmen::V,босьтны,vzít
1050,wählen::V,бӧрйыны,zvolit
1051,auswählen::V,бӧрйыны,vybrat
1052,bewahren::V,видзны,uchránit
1053,behindern::V,падтыны,překážet
1054,verderben::V,изводавны,zkazit
1055,beschädigen::V,паздыны,porušit
1056,beschädigen::V,паздыны,poškodit
1057,zerbrechen::V,паздыны,rozlámat
1058,zerreißen::V,косявны,roztrhnout
1059,zerstören::V,паздыны,zničit
1060,verbrennen::V,сотны,spálit
1061,geben::V,сетны,dát
1062,reichen::V,сетны,podat
1063,schenken::V,козьнавны,darovat
1064,versprechen::V,кӧсйыны,slíbit
1065,wünschen::V,бурсьыны,přát
1066,loben::V,ошкыны,chválit
1067,küssen::V,окавны,líbat
1068,wiegen::V,тюттьӧтны,chovat
1069,wiegen::V,тюттьӧтны,kolébat
1070,zudecken::V,вевттьыны,přikrýt
1071,zudecken::V,вевттьыны,přiklopit
1072,wecken::V,саймӧтны,vzbudit
1073,zeigen::V,мыччавны,ukázat
1074,führen::V,нуӧтны,vést
1075,lehren::V,велӧтны,učit
1076,unterrichten::V,велӧтны,vyučovat
1077,aufziehen::V,быдтыны,vychovat
1078,leiten::V,юравны,vodit
1079,leiten::V,веськӧтлыны,vodit
1080,antreiben::V,тэрмӧтны,nutit
1081,lassen::V,-ӧтыны,dát
1082,einladen::V,корны,pozvat
1083,vereinigen::V,ӧтувтны,spojit
1084,vereinigen::V,ӧтлаавны,spojit
1085,besuchen::V,пыравлыны,návštívit
1086,treffen::V,пантавны,potkat
1087,sich versammeln::V,ӧксьыны,shromáždit se
1088,spielen::V,орсны,hrát
1089,singen::V,сьывны,zpívat
1090,tanzen::V,йӧктыны,tančit
1091,sich trennen::V,торьясьны,rozejít se
1092,verlassen::V,кольны,opustit
1093,retten::V,мынтны,zachránit
1094,bewachen::V,смекайтны,hlídat
1095,schützen::V,дорйыны,chránit
1096,verteidigen::V,дорйыны,obhájit
1097,sich schlagen::V,тышкасьны,bít se
1098,schießen::V,лыйны,střílet
1099,siegen::V,вермыны,zvítězit
1100,ärgern::V,лӧгӧтны,zlobit
1101,ärgern::V,лӧгӧтны,pohoršit
1102,schlagen::V,базнитны,udeřit
1103,schlagen::V,базнитны,praštit
1104,treten::V,чужьявны,kopnout
1105,stechen::V,бытшкыны,bodnout
1106,stechen::V,бытшкыны,píchnout
1107,stoßen::V,тапкыны,strčit
1108,stoßen::V,тойыштны,strčit
1109,stehlen::V,гусявны,ukrást
1110,stören::V,костіавны,vyrušit
1111,belästigen::V,назыляйтны,obtěžovat
1112,verbergen::V,дзебны,skrýt
1113,täuschen::V,бӧбӧтны,klamat
1114,täuschen::V,пӧрьявны,klamat
1115,betrügen::V,муклачитны,podvést
1116,töten::V,вийны,zabít
1117,wohnen::V,овны,bydlit
1118,arbeiten::V,уджавны,pracovat
1119,sammeln::V,ӧктыны,sebrat
1120,pflücken::V,судзлавны,česat
1121,jagen::V,вӧравны,uhonit
1122,fischen::V,чериавны,chytat ryby
1123,fassen::V,кутны,ulovit
1124,hüten::V,вердны,pást
1125,hüten::V,йирсьӧтны,pást
1126,treiben::V,вашӧтны,hnát
1127,anbinden::V,кӧртавны,přivázat
1128,füttern::V,вердны,krmit
1129,melken::V,высьтыны,dojit
1130,melken::V,чилькӧтны,dojit
1131,hacken::V,керавны,seknout
1132,gießen::V,киськавны,zalít
1133,reifen::V,кисьмыны,uzrát
1134,zubereiten::V,лӧсьӧтны,připravit
1135,kochen::V,пуны,vařit
1136,backen::V,пӧжавны,péct
1137,braten::V,жаритны,smažit
1138,umrühren::V,соравны,zamíchat
1139,stricken::V,домавны,plést
1140,nähen::V,вурны,šít
1141,färben::V,краситны,nabarvit
1142,reinigen::V,весӧтны,očistit
1143,waschen::V,пеславны,mýt
1144,abwischen::V,чышкыны,utřít
1145,spülen::V,гывьявны,spláchnout
1146,fegen::V,чышкыны,zamést
1147,kehren::V,чышкыны,mést
1148,baden::V,купайтчыны ,koupat se
1149,sich waschen::V,миссьыны,mýt se
1150,ausziehen::V,гыжтӧтны,svléct
1151,ausziehen::V,пӧрччавны,svléct
1152,anziehen::V,пасьтавны,obléct
1153,sich anziehen::V,пасьтасьны,oblékat se
1154,kämmen::V,сынавны,učesat
1155,schmücken::V,баситны,ozdobit
1156,sagen::V,висьтавны,říct
1157,sprechen::V,шуны,mluvit
1158,reden::V,баитны,hovořit
1159,sich unterhalten::V,сёрнитны,povídat se
1160,fragen::V,юавны,zeptat se
1161,bitten::V,корны,prosit
1162,erzählen::V,висьтавны,povídat
1163,mitteilen::V,висьтавны,sdělit
1164,mitteilen::V,висьтавны,oznámit
1165,nennen::V,нимтны,nazvat
1166,rufen::V,китсавны,volat
1167,rufen::V,китсавны,zavolat
1168,rufen::V,корны,volat
1169,rufen::V,корны,zavolat
1170,rufen::V,чукӧстны,volat
1171,rufen::V,чукӧстны,zavolat
1172,prahlen::V,ошшасьны,chlubit se
1173,übersetzen::V,вуджӧтны,přeložit
1174,denken::V,чайтны,myslit
1175,glauben::V,веритны,věřit
1176,bemerken::V,казявны,zpozorovat
1177,erkennen::V,тӧдсавны,poznat
1178,begreifen::V,вежӧртны,pochopit
1179,verstehen::V,кывны,porozumět
1180,lernen::V,велӧтчыны,učit se
1181,wissen::V,тӧдны,vědět
1182,sich erinnern an::V,касьтывны,vzpomínat si na
1183,vergessen::V,вунӧтны,zapomínat
1184,messen::V,меряйтны,měřit
1185,zählen::V,лыддьыны,spočítat
1186,rechnen::V,лыддьыны,počítat
1187,lesen::V,лыддьӧтны,číst
1188,zeichnen::V,гижмавны,rýsovat
1189,schreiben::V,гижны,psát
1190,besitzen::V,лоны,mít
1191,besitzen::V,лоны,vlastnit
1192,kaufen::V,небны,koupit
1193,verkaufen::V,вузавны,prodat
1194,bezahlen::V,вештыны,zaplatit
1195,zahlen::V,вештыны,platit
1196,ertragen::V,терпитны,snést
1197,Insel::N,,ostrov
1198,Menge::N,,množství
1199,Gewalt::N,,násilí
1200,Alter::N,,věk
1201,richtig::A,,pravý
1202,richtig::A,,správný
1203,wahr::A,,pravdivý
1204,berühmt::A,,slavný
1205,allein::ADV,,sám
1206,rennen::V,,pádit
1207,malen::V,,malovat
1208,beherrschen::V,,ovládat
