,Concept_ID,mrj,cv
675,schmutzig::A,шорангшы,вараланчӑк
676,roh::A,пеле кӱшӹ,чӗрӗ
677,reif::A,кӱшӹ,пулнӑ
678,reif::A,кӱшӹ,пиҫӗхнӗ
679,reif::A,кӱшӹ,аталаннӑ
680,reif::A,кӱшӹ,пиҫсе ҫитнӗ
681,lecker::A,тотан,тутлӑ
682,lecker::A,тотан,техӗмлӗ
683,süß::A,мӱӓн,пылак
684,bitter::A,качы,йӳҫӗ
685,sauer::A,шапы,йӳҫӗ
686,sauer::A,шапы,йӳҫек
687,sauer::A,шапы,кӑвасак
688,hell::A,соты,ҫутӑ
689,hell::A,валгыды,ҫутӑ
690,dunkel::A,пӹц,тӗттӗм
691,dunkel::A,пӹцкемӹш,тӗттӗм
692,schwarz::A,шим,хура
693,weiß::A,ош,шурӑ
694,weiß::A,ошы,шурӑ
695,rot::A,якшаргы,хӗрлӗ
696,gelb::A,сар,сарӑ
697,gelb::A,сары,сарӑ
698,blau::A,симсӹ,кӑвак
699,grün::A,ыжар,симӗс
700,grün::A,ыжар,пиҫмен
701,grün::A,ыжар,ӑс пухман
702,grau::A,луды,кӑвак
703,bunt::A,ала,чӑпар
704,billig::A,шулдаш,йӳнӗ
705,teuer::A,шергӹ,хаклӑ
706,teuer::A,шергӓкӓн,хаклӑ
707,wertvoll::A,ӓкӓн,паха
708,blind::A,слöпöй,суккӑр
709,blind::A,сльöпöй,суккӑр
710,taub::A,тӱтӱк,хӑлхасӑр
711,kräftig::A,виӓн,хӑватлӑ
712,stark::A,виӓн,вирлӗ
713,schwach::A,шава,халсӑр
714,schwach::A,лӹпкӓ,халсӑр
715,schwach::A,слабка,халсӑр
716,fett::A,таза,самӑр
717,fett::A,таза,мӑнтӑр
718,schlank::A,яштака,йӑрӑс
719,schlank::A,яштака,яштака
720,hübsch::A,сӹлнӹ,хитре
721,hübsch::A,олмыдшы,хитре
722,böse::A,шӹдӓн,усал
723,dumm::A,окмак,ухмах
724,faul::A,ялахай,наян
725,faul::A,ялахай,юлхав
726,faul::A,ялахай,ӳркенчӗк
727,fleißig::A,пӓшам яратышы,хастар
728,geizig::A,шык,хытӑ
729,klug::A,ышан,ӑслӑ
730,geschickt::A,мастар,ӑста
731,lieb::A,тыри,савнӑ
732,lustig::A,мындыр,хаваслӑ
733,lustig::A,сусу,хаваслӑ
734,sanft::A,йӹвӹжӓ,ачаш
735,hungrig::A,шужышы,выҫӑ
736,krank::A,церлӹ,чирлӗ
737,krank::A,хворой,чирлӗ
738,nackt::A,цӓрӓ,ҫара
739,traurig::A,сы́лыкан,салхуллӑ
740,traurig::A,кымы́лдымы,салхуллӑ
741,lebendig::A,живой,чӗрӗ
742,gut::A,яжо,аван
743,gut::A,яжо,лайӑх
744,schlecht::A,уда,япӑх
745,schlecht::A,уда,начар
746,schlecht::A,худа,япӑх
747,schlecht::A,худа,начар
748,richtig::A,вургамла,тӗрӗс
749,schlimm::A,йӹрнык,йӗрӗнчӗк
750,wahr::A,настоящий,чӑн
751,wahr::A,настояшый,чӑн
752,alt::A,шонгы,кивӗ
753,neu::A,у,ҫӗнӗ
754,ehemalig::A,тошты,пулнӑ
755,alt[Lebewesen]::A,ӹлалшӹ,ватӑ
756,jung::A,нöргӹ,яш
757,jung::A,нöргӹ,ҫамрӑк
758,jung::A,молода,яш
759,jung::A,молода,ҫамрӑк
760,arm::A,укеӓн,чухӑн
761,reich::A,паян,пуян
762,reich::A,пурлыкан,пуян
763,bekannt::A,палӹмӹ,пӗлӗш
764,berühmt::A,лӹмлы,чаплӑ
765,fremd::A,эдемӹн,ют
766,verschieden::A,тӹрлӹ,расна
767,nah::A,лишӹл,ҫывӑх
768,nah::A,лишӹл,ҫывӑхри
769,fern::A,мӹндӹр,инҫе
770,fern::A,мӹндӹр,аякри
771,linker::A,шалахай,сулахай
772,rechter::A,вургамла,сылтӑм
773,anderer::A,вес,урӑх
774,anderer::A,весӹ,урӑх
775,erster::A,икшӹ,пӗрремӗш
776,erster::A,икӹмшӹ,пӗрремӗш
777,zweiter::A,кокшы,иккӗмӗш
778,dritter::A,кымшы,виҫҫӗмӗш
779,letzter::A,остатка,юлашки
780,allein::ADV,иктӹ,пӗччен
781,allein::ADV,иктӹт,пӗччен
782,auf einmal::ADV,тöрöк,кӗмӗрккен
783,zusammen::ADV,икараш,пӗрле
784,zusammen::ADV,цымырын,пӗрле
785,lange::ADV,кужын,вӑрах
786,plötzlich::ADV,трӱк,сасартӑк
787,sofort::ADV,полт,тӳрех
788,sofort::ADV,тöрöк,тӳрех
789,sofort::ADV,тӹшӓкок,тӳрех
790,später::ADV,вара,кайран
791,heute::ADV,тагачы,паян
792,morgen::ADV,иргод,ыран
793,morgen::ADV,иргодым,ыран
794,bald::ADV,чӹнь,халех
795,bald::ADV,чӹнь,кӗҫех
796,bald::ADV,вӓшке,халех
797,bald::ADV,вӓшке,кӗҫех
798,bald::ADV,выртышты,халех
799,bald::ADV,выртышты,кӗҫех
800,dann::ADV,пакыла,унтан
801,gestern::ADV,тенгечӹ,ӗнер
802,einst::ADV,икӓнӓ,пӗррехинче
803,damals::ADV,тӹнӓм,ун чухне
804,damals::ADV,тӹнӓм,апла пулсан
805,danach::ADV,пакыла,унтан
806,vorher::ADV,перви,малтан
807,zuerst::ADV,андак,пирвай
808,einmal::ADV,гӓнӓк,пӗррехинче
809,einmal::ADV,гӓнӓ,пӗррехинче
810,manchmal::ADV,кынамжы,хӑш чухне
811,oft::ADV,чӹчкӹдӹн,тӑтӑш
812,immer::ADV,со,ялан
813,immer::ADV,соок,ялан
814,niemals::ADV,нинам,нихӑҫан та
815,niemals::ADV,нигынам,нихӑҫан та
816,niemals::ADV,нигынамат,нихӑҫан та
817,hier::ADV,тиштӹ,кунта
818,hierhin::ADV,тишкӹ,кунта
819,von hier::ADV,тишец,кунтан
820,von hier::ADV,тишецӹн,кунтан
821,dort::ADV,тӹштӹ,унта
822,dort::ADV,тӹштӹ,ҫавӑнта
823,dorthin::ADV,тӹшкӹ,унта
824,dorthin::ADV,тӹшкӹ,ҫавӑнта
825,dorthin::ADV,тӹшкӹлӓ,унта
826,dorthin::ADV,тӹшкӹлӓ,ҫавӑнта
827,geradeaus::ADV,вик,тикӗс
828,geradeaus::ADV,тура,тикӗс
829,vorwärts::ADV,анзыкы,малалла
830,rückwärts::ADV,мӹнгеш,хыҫала
831,zurück::ADV,мӹнгеш,каялла
832,unten::ADV,ӱлнӹ,аялта
833,unten::ADV,лӹвӓлнӹ,аялта
834,hinab::ADV,ӱлӹкӹ,аялта
835,hinab::ADV,лӹвӓкӹ,аялта
836,oben::ADV,вӹлнӹ,ҫӳлте
837,hinauf::ADV,кӱшкӹлӓ,ҫӳле
838,hinauf::ADV,кӱш,ҫӳле
839,überall::ADV,йӹлт,таҫта та
840,überall::ADV,йӹлт,пур ҫӗрте те
841,überall::ADV,йӹлт,кирек ӑҫта та
842,überall::ADV,цилӓ вӓре,таҫта та
843,überall::ADV,цилӓ вӓре,пур ҫӗрте те
844,überall::ADV,цилӓ вӓре,кирек ӑҫта та
845,nicht::ADV,уке,мар
846,ein wenig::ADV,изиш,пӑртак
847,ein wenig::ADV,иклаштык,пӑртак
848,kaum::ADV,цылик,аран
849,kaum::ADV,чучок-чучок,аран
850,sehr::ADV,чоте,питӗ
851,so::ADV,тенге,апла
852,so::ADV,тенгелӓ,апла
853,noch::ADV,мол,татах
854,noch::ADV,моло,татах
855,nur::ADV,веле,ҫех
856,schon::ADV,уже,ӗнтӗ
857,schon::ADV,ӹнде,ӗнтӗ
858,wieder::ADV,уэш,каллех
859,vergebens::ADV,зря,харам
860,vergebens::ADV,ӹзрӓ,харам
861,vergebens::ADV,ӹзӹрӓ,харам
862,vor::PRP,анзыц,умӗнче
863,vor::PRP,анзыцын,умӗнче
864,hinter::PRP,шайылан,кайра
865,hinter::PRP,шайылный,кайра
866,unter::PRP,лӹвӓкӹ,айне
867,unter::PRP,лӹвӓкӹ,айӗпе
868,unter::PRP,лӹвӓкӹ,айӗнче
869,unter::PRP,лӹвӓкӹ,ҫитеспе
870,durch::PRP,вашт,витӗр
871,neben::PRP,сага,патӗнче
872,zwischen::PRP,лош,хушшинче
873,zwischen::PRP,лошкы,хушшинче
874,wegen::PRP,мычыц,пула
875,wegen::PRP,мычыц,пирки
876,dies::PRN,тидӹ,ку
877,dies::PRN,тидӹ,ҫак
878,dies::PRN,ти,ку
879,dies::PRN,ти,ҫак
880,das::PRN,тидӹ,ҫав
881,das::PRN,ти,ҫав
882,alles::PRN,цилӓ,пурте
883,alles::PRN,цилӓ,йӑлт
884,ich::PRN,мый,эп
885,du::PRN,тӹнь,эс
886,er::PRN,тӹдӹ,вӑл
887,wir::PRN,мӓ,эпир
888,ihr::PRN,вӓ,эсир
889,sie::PRN,нӹнӹ,вӗсем
890,was::FPRN,ма,мӗн
891,was::FPRN,ма,мӗскер
892,was::FPRN,ма,мӗн те пулин
893,wer::FPRN,кӱ,кам
894,wo::FADV,кышан,ӑҫта
895,wo::FADV,кыштакен,ӑҫта
896,wohin::FADV,кышкы,ӑҫта
897,wie::FADV,кыце,епле
898,wie::FADV,кыце,мӗнле
899,warum::FADV,малын,ма
900,warum::FADV,малын,мӗншӗн
901,wieviel::FNUM,кынар,миҫе
902,wieviel::FNUM,кынары,миҫе
903,wieviel::FNUM,кынаркы,миҫе
904,eins::NUM,иктӹ,пӗр
905,eins::NUM,иктӹ,пӗрре
906,eins::NUM,иктӹт,пӗр
907,eins::NUM,иктӹт,пӗрре
908,zwei::NUM,кок,ик
909,zwei::NUM,кок,икӗ
910,zwei::NUM,кок,иккӗ
911,zwei::NUM,кокты,ик
912,zwei::NUM,кокты,икӗ
913,zwei::NUM,кокты,иккӗ
914,drei::NUM,кым,виҫ
915,drei::NUM,кым,виҫӗ
916,drei::NUM,кым,виҫҫӗ
917,drei::NUM,кымыт,виҫ
918,drei::NUM,кымыт,виҫӗ
919,drei::NUM,кымыт,виҫҫӗ
920,vier::NUM,нӹл,тӑват
921,fünf::NUM,вӹц,пилӗк
922,fünf::NUM,вӹц,пиллӗк
923,sechs::NUM,куд,улт
924,sechs::NUM,куд,ултӑ
925,sechs::NUM,куд,улттӑ
926,sechs::NUM,кудытмозн,улт
927,sechs::NUM,кудытмозн,ултӑ
928,sechs::NUM,кудытмозн,улттӑ
929,sieben::NUM,шӹм,ҫич
930,sieben::NUM,шӹм,ҫичӗ
931,sieben::NUM,шӹм,ҫиччӗ
932,sieben::NUM,шӹмӹт,ҫич
933,sieben::NUM,шӹмӹт,ҫичӗ
934,sieben::NUM,шӹмӹт,ҫиччӗ
935,acht::NUM,кӓндӓкш,сакӑр
936,acht::NUM,кӓндӓкш,саккӑр
937,acht::NUM,кӓндӓкшӹ,сакӑр
938,acht::NUM,кӓндӓкшӹ,саккӑр
939,neun::NUM,ӹндекшшӱдӹ,тӑхӑр
940,neun::NUM,ӹндекшшӱдӹ,тӑххӑр
941,zehn::NUM,лу,вунӑ
942,zehn::NUM,лу,вуннӑ
943,elf::NUM,луатик,вун пӗр
944,elf::NUM,луатиктӹ,вун пӗр
945,zwölf::NUM,луаткок,вун ик
946,zwölf::NUM,луаткок,вун икӗ
947,zwölf::NUM,луаткок,вун иккӗ
948,zwölf::NUM,луаткокты,вун ик
949,zwölf::NUM,луаткокты,вун икӗ
950,zwölf::NUM,луаткокты,вун иккӗ
951,zwanzig::NUM,коклы,ҫирӗм
952,dreißig::NUM,кымлы,вӑтӑр
953,vierzig::NUM,нӹллӹ,хӗрӗх
954,fünfzig::NUM,вӹцлӹ,аллӑ
955,sechzig::NUM,кудлу,утмӑл
956,siebzig::NUM,шӹмлу,ҫитмӗл
957,achtzig::NUM,кӓндӓкшлу,сакӑр вунӑ
958,achtzig::NUM,кӓндӓкшлу,сакӑр вуннӑ
959,neunzig::NUM,ӹндекшлу,тӑхӑр вун
960,neunzig::NUM,ӹндекшлу,тӑхӑр вунӑ
961,neunzig::NUM,ӹндекшлу,тӑхӑр вуннӑ
962,hundert::NUM,шӱдӹ,ҫӗр
963,tausend::NUM,тӹжем,пин
964,und::CNJ,дöн,та
965,oder::CNJ,льывы,е
966,stehen::V,шалшаг,тӑр
967,sitzen::V,шӹнзӓш,лар
968,liegen::V,киӓш,вырт
969,hängen::V,кечӓш,усӑнса тӑр
970,hängen::V,кечӓш,ҫакӑнса тӑр
971,werden::V,шагалаш,пул
972,passieren::V,ӹштӓ́лтӓш,пул
973,beginnen::V,тӹнгӓлӓлтӓш,пуҫлан
974,enden::V,пӹтӓш,пӗт
975,enden::V,пӹтӓш,вӗҫлен
976,wechseln::V,весемӓш,улшӑн
977,wechseln::V,весемӓлтӓш,улшӑн
978,aufgehen[Sonne]::V,авараш,тух
979,untergehen[Sonne]::V,шӹ́нзӓш,анса лар
980,scheinen[Sonne]::V,сотемдӓрӓш,пӑх
981,donnern::V,хӹдӹртӓш,кӗмсӗртет
982,donnern::V,хӹдӹртӓш,авӑт
983,wehen::V,ӹфӹлӓш,варкӑш
984,strömen::V,йогащ,тӑкӑн
985,fließen::V,йогащ,юх
986,sich drehen::V,пöрдӓш,ҫаврӑн
987,schwanken::V,лыпшалташ,чӳхен
988,schwingen::V,кӓчӓйӓш,суллан
989,fallen::V,кенвазаш,кип
990,fallen::V,кенвазаш,тӳр кип
991,fallen::V,кенвазаш,татӑлса ан
992,fallen::V,шынгалташ,кип
993,fallen::V,шынгалташ,тӳр кип
994,fallen::V,шынгалташ,татӑлса ан
995,brennen::V,йылаш,ҫун
996,rauchen::V,шыпшаш,мӑкӑрлан
997,rauchen::V,шыпшаш,тӗтӗм кӑлар
998,regnen::V,юраш,ҫумӑр ҫӑвать
999,gefrieren::V,гӓш,шӑн
1000,gefrieren::V,кӹлмаш,шӑн
1001,tauen::V,шылаш,ирӗл
1002,schmelzen::V,шӹрӓнӓш,ирӗл
1003,trocknen::V,кошкаш,тип
1004,sieden::V,шолаш,вӗре
1005,faulen::V,шӱӓш,ҫӗр
1006,verfaulen::V,йӓнгӓрӓлтӓш,ҫӗр
1007,reißen::V,кышкедӓлтӓш,ҫурӑл
1008,versinken::V,ва́лаш,пут
1009,vergehen::V,эртӓш,ирт
1010,erscheinen::V,каяш,курӑн
1011,erscheinen::V,каяш,курӑнса кай
1012,verschwinden::V,ямаш,ҫухал
1013,sinken::V,пычаш,чак
1014,abnehmen::V,чӹдемӓш,чак
1015,abnehmen::V,кöтӹргӓш,чак
1016,zunehmen::V,когоэмӓш,пысӑклан
1017,steigen::V,лӱлта́лташ,ҫӗклен
1018,wachsen::V,кушкаш,ӳс
1019,glänzen::V,йӹлгӹжӓш,ҫиҫ
1020,funkeln::V,валгалташ,ялкӑш
1021,funkeln::V,валгалташ,йӑлтӑртат
1022,lärmen::V,юкланаш,шавла
1023,läuten::V,цоргаш,шӑнкӑравла
1024,klingeln::V,цоргаш,шӑнкӑравла
1025,klirren::V,цонгырталгаш,калтлат
1026,klirren::V,цонгырталгаш,шӑнкӑлтат
1027,brausen::V,ышдымыла́наш,ахӑр
1028,rauschen::V,шу́жгаш,вашӑлтат
1029,rauschen::V,шу́жгаш,чашӑлтат
1030,klingen::V,йо́нгаш,янӑра
1031,bellen::V,опташ,вӗр
1032,heulen::V,урмыжаш,ула
1033,blasen::V,ӹфӹлӓш,вӗр
1034,pfeifen::V,ши́шкаш,шӑхӑр
1035,schreien::V,уташ,кӑшкӑр
1036,schreien::V,саслаш,кӑшкӑр
1037,schreien::V,варгынзаш,кӑшкӑр
1038,stöhnen::V,ӹнгӹрӓш,йынӑш
1039,zittern::V,цӹтӹрӓш,чӗтре
1040,leben::V,ӹлӓш,пурӑн
1041,geboren werden::V,шачаш,ҫурал
1042,atmen::V,шӱлӓш,сывла
1043,trinken::V,йӱӓш,ӗҫ
1044,essen::V,качкаш,ҫи
1045,schlucken::V,нелӓш,ҫӑт
1046,müde werden::V,янгылаш,ӗшен
1047,einschlafen::V,амален кеӓш,ыйха пут
1048,einschlafen::V,амален кеӓш,ҫывӑрса кай
1049,schlafen::V,амалаш,ҫывӑр
1050,aufwachen::V,понгыжалташ,вӑран
1051,aufstehen::V,кӹньӹл шагалаш,тӑр
1052,sich erholen::V,кӓнаш,кан
1053,krank werden::V,церлӓнен вазаш,чирле
1054,krank sein::V,церлӓнӓш,чирле
1055,krank sein::V,ясланаш,чирле
1056,krank sein::V,ясыланаш,чирле
1057,schmerzen::V,каршташ,сур
1058,schmerzen::V,каршташ,ырат
1059,husten::V,кахыраш,ӳсӗр
1060,genesen::V,паремӓш,сывал
1061,genesen::V,паремӓш,тӳрлен
1062,genesen::V,тöрлӓнӓш,сывал
1063,genesen::V,тöрлӓнӓш,тӳрлен
1064,sterben::V,вазын колаш,вил
1065,umkommen::V,пӹтӓш,вил
1066,sich bewegen::V,кашташ,куҫ
1067,sich rühren::V,тӓрвӓнӓш,хускал
1068,sich erheben::V,кӹньӹлӓш,тӑр
1069,sich setzen::V,шӹнзӓш,лар
1070,hinfallen::V,кенвазаш,ӳк
1071,hinfallen::V,шынгалташ,ӳк
1072,laufen::V,кашташ,ут
1073,schreiten::V,ашкедӓш,ут
1074,spazierengehen::V,мадын кашташ,уҫӑлса ҫӳре
1075,spazierengehen::V,мадын кашташ,уткаласа ҫӳре
1076,eilen::V,вӓшкӓш,васка
1077,eilen::V,вӓшкӓш,хыпалан
1078,sich beeilen::V,вӓшкӓш,васка
1079,sich beeilen::V,вӓшкӓш,хыпалан
1080,sich beeilen::V,талашаш,васка
1081,sich beeilen::V,талашаш,хыпалан
1082,sausen::V,хойхаланаш,ыткӑн
1083,sausen::V,хойхаланаш,вӗҫтер
1084,sausen::V,хояш,ыткӑн
1085,sausen::V,хояш,вӗҫтер
1086,rennen::V,кыргыжаш,чуп
1087,springen::V,тӹршештӓш,сик
1088,klettern::V,ку́заш,улӑх
1089,schaukeln::V,лыпшалташ,йӳрӗн
1090,kriechen::V,авалянаш,шу
1091,kriechen::V,авалянаш,упален
1092,kriechen::V,ньыжиклӓш,шу
1093,kriechen::V,ньыжиклӓш,упален
1094,schwimmen::V,илӓш,иш
1095,tauchen::V,цымаш,чӑм
1096,rudern::V,шуалташ,авӑс
1097,fahren::V,кеӓш,пыр
1098,fliegen::V,чонгештӓш,вӗҫ
1099,gehen::V,кеӓш,кай
1100,weggehen::V,кеӓш,кай
1101,abfahren::V,кеӓш,тапран
1102,anhalten::V,цӓрнӓш,чарӑн
1103,hineingehen::V,пыраш,кӗр
1104,eintreten::V,пыраш,кӗр
1105,kommen::V,толаш,кил
1106,ankommen::V,шоаш,ҫит
1107,zurückkommen::V,пöртӹлӓш,таврӑн
1108,zurückkommen::V,пöртӹлӓш,каялла кил
1109,bleiben::V,кодаш,юл
1110,warten::V,вычаш,кӗт
1111,erwarten::V,вычаш,кӗт
1112,suchen::V,кӹчӓлӓш,шыра
1113,finden::V,моаш,туп
1114,versuchen::V,путаяш,пикен
1115,versuchen::V,цацаш,пикен
1116,vorbereiten::V,поспейӹктӓш,хатӗрле
1117,lieben::V,яраташ,юрат
1118,mögen::V,яраташ,кӑмӑлла
1119,mögen::V,яраташ,килӗштер
1120,lachen::V,ваштылаш,кул
1121,lachen::V,ваштылаш,ахӑлтат
1122,rühren::V,тӓрвӓтӓш,ҫулӑх
1123,weinen::V,мӓгӹрӓш,йӗр
1124,weinen::V,мӓгӹрӓш,макӑр
1125,schimpfen::V,свырседӓлӓш,вӑрҫ
1126,schimpfen::V,свырседӓлӓш,ятлаҫ
1127,sich ärgern::V,шӹдешкӓш,ҫиллен
1128,sich fürchten::V,лӱдӓш,шиклен
1129,fürchten::V,лӱдӓш,хӑра
1130,fliehen::V,кыргыжаш,тар
1131,flüchten::V,кыргыж шӹлӓш,чупса тар
1132,sehen::V,ужаш,кур
1133,anschauen::V,анжалаш,пӑхса ил
1134,ansehen::V,анжаш,пӑх
1135,hören::V,колаш,илт
1136,zuhören::V,колышташ,итле
1137,zuhören::V,колышташ,тӑнла
1138,probieren::V,тотештӓш,астив
1139,probieren::V,подыл анжаш,астив
1140,riechen::V,ӱпшӹнзӓш,шӑршла
1141,fühlen::V,шижӓш,туй
1142,fühlen::V,шижӓш,сис
1143,scheinen::V,каяш,туйӑн
1144,zu sehen sein::V,каяш,курӑн
1145,vernehmen::V,колын колташ,пӑл
1146,frieren::V,кӹлмаш,йӳтен
1147,frieren::V,тӹнгӹргӓш,йӳтен
1148,tun::V,ӹштӓш,ту
1149,können::V,кердӓш,пултар
1150,wollen::V,жалаяш,те
1151,anfangen::V,тӹнгӓлӓш,пуҫла
1152,beenden::V,пӹтӓрӓш,пӗтер
1153,aufhören::V,цӓрнӓш,пӑрах
1154,gelingen::V,цӓш лиӓш,ӑн
1155,geraten::V,лиӓш,пул
1156,öffnen::V,пачаш,уҫ
1157,schließen::V,чӱчӓш,хуп
1158,stellen::V,шӹндӓш,ларт
1159,stellen::V,шӹндӓш,тӑрат
1160,setzen::V,шӹндӓш,ларт
1161,legen::V,опташ,хур
1162,legen::V,пиштӓш,хур
1163,berühren::V,тӹкӓлӓш,перӗн
1164,verbinden::V,пидӓш,сып
1165,bedecken::V,леведӓш,вит
1166,aufhängen::V,сӓкӓш,ҫак
1167,anzünden::V,чӱктӓш,ҫут
1168,aufheben::V,кузыкташ,ҫӗкле
1169,zurücklassen::V,кодаш,манса хӑвар
1170,verlieren::V,ямдаш,ҫӗтер
1171,fallen lassen::V,кенвацтараш,ӳкер
1172,machen::V,ӹштӓш,ту
1173,herstellen::V,йӓмдӹлӓш,ӑстала
1174,bauen::V,ӹштӓш,ту
1175,reparieren::V,чиняш,юса
1176,reparieren::V,алалаш,юса
1177,verbessern::V,яжоэмден шӹндӓш,лайӑхлат
1178,ändern::V,вашталташ,улӑштар
1179,graben::V,капаяш,чав
1180,graben::V,капаяш,чакала
1181,beugen::V,лывырташ,кукӑрт
1182,beugen::V,каклярташ,кукӑрт
1183,biegen::V,лывырташ,ав
1184,biegen::V,лывырташ,кукӑрт
1185,drehen::V,сӓрӓш,ҫавӑр
1186,drehen::V,сӓрӹкӓлӓш,ҫавӑр
1187,wenden::V,сӓрӓлӓш,ӳпӗнтер
1188,umdrehen::V,сӓрӓлӓш,ҫавӑр
1189,heben::V,лӱктӓш,хӑпарт
1190,hochheben::V,кузыкташ,йӑт
1191,ergreifen::V,хватяш,тыт
1192,halten::V,кычаш,тыт
1193,drücken::V,темдӓш,пус
1194,schieben::V,шӹкӓш,тӗк
1195,schieben::V,шӹкӓш,тӗрт
1196,kratzen::V,нӹжӓш,хыр
1197,lecken::V,нылаш,ҫула
1198,beißen::V,пыралаш,ҫырт
1199,beißen::V,пыралаш,хып
1200,abreißen::V,кӹрӓш,тат
1201,abreißen::V,кышкед нӓлӓш,тат
1202,abschneiden::V,шулаш,кас
1203,abschneiden::V,лаштыклаш,кас
1204,binden::V,пидӓш,ҫых
1205,stecken::V,шыралаш,чик
1206,brechen::V,тодылаш,хуҫ
1207,brechen::V,пыдырташ,хуҫ
1208,klopfen::V,рушткаш,такка
1209,hauen::V,шелӹштӓш,шакка
1210,kleben::V,клейӓш,ҫыпӑҫтар
1211,reiben::V,нӹжӓш,сӑтӑр
1212,streichen::V,шӹрӓш,сӗр
1213,schleifen::V,шымаш,хӑйра
1214,schneiden::V,пӹчкӓш,кас
1215,rütteln::V,мыльгыкташ,лӑка
1216,rütteln::V,мыльгыкташ,силлентер
1217,schütteln::V,цӹтӹртӓш,лӑка
1218,schütteln::V,цӹтӹртӓш,силлентер
1219,schütteln::V,мыльгыкташ,лӑка
1220,schütteln::V,мыльгыкташ,силлентер
1221,schwenken::V,машыяш,сулла
1222,schütten::V,опталаш,тултар
1223,füllen::V,темӓш,тултар
1224,einwickeln::V,пӹтӹрӓ́лӓш,чӗрке
1225,tragen::V,намалаш,ҫӗкле
1226,schleppen::V,шӹдӹрӓш,сӗтӗр
1227,ziehen::V,шыпшаш,тӑс
1228,aufbewahren::V,перегӓш,усра
1229,werfen::V,кӹшкӓш,пӑрах
1230,fangen::V,кычаш,тыт
1231,packen::V,хватяш,тыт
1232,verstecken::V,шӹлтӓш,пытарса хур
1233,teilen::V,пайылаш,уйӑр
1234,teilen::V,пайылаш,пайла
1235,schicken::V,колташ,яр
1236,bringen::V,кандаш,кӳр
1237,bekommen::V,лыкташ,ил
1238,bekommen::V,лыкташ,туян
1239,erhalten::V,получаяш,ил
1240,erhalten::V,получаяш,туян
1241,nehmen::V,налаш,ил
1242,wählen::V,айыраш,суйла
1243,auswählen::V,айыраш,суйла
1244,bewahren::V,перегӓш,упра
1245,behindern::V,мешӓйӓш,кансӗрле
1246,behindern::V,мешӓйӓш,чӑрмантар
1247,verderben::V,портяш,пӑс
1248,beschädigen::V,шушырташ,пӑс
1249,zerbrechen::V,пыдырташ,ват
1250,zerbrechen::V,пыдырташ,ҫӗмӗр
1251,zerreißen::V,кӹрӓш,ҫур
1252,zerstören::V,шӓлӓтӓш,иш
1253,verbrennen::V,йылаташ,ҫунтар
1254,verbrennen::V,йылалташ,ҫунтар
1255,geben::V,пуаш,пар
1256,reichen::V,пуаш,пар
1257,schenken::V,подараш,парнеле
1258,versprechen::V,сöрӓш,тума пул
1259,versprechen::V,сöрӓш,сӑмах пар
1260,wünschen::V,жалаяш,сун
1261,loben::V,хваляш,ырла
1262,küssen::V,шышшалаш,чуп ту
1263,wiegen::V,лӱнгӓлтӓш,сиктер
1264,wiegen::V,лӱнгӓлтӓш,силле
1265,zudecken::V,пиштӓш,вит
1266,wecken::V,понгыжалтараш,вӑрат
1267,zeigen::V,анжыкташ,кӑтарт
1268,führen::V,видӓш,илсе пыр
1269,führen::V,видӓш,ҫавӑтса пыр
1270,lehren::V,тымдаш,вёрент
1271,unterrichten::V,тымдаш,вёрент
1272,aufziehen::V,кушташ,вӗрент
1273,leiten::V,видӓш,тытса пыр
1274,leiten::V,вуйлаташ,тытса пыр
1275,leiten::V,вуйлалташ,тытса пыр
1276,antreiben::V,талаштараш,васкат
1277,lassen::V,-ыкт,пусахла
1278,lassen::V,-ыкт,хуш
1279,einladen::V,ӱжӓш,чӗн
1280,vereinigen::V,иктештӓш,пӗрлештер
1281,besuchen::V,толаш,ҫит
1282,besuchen::V,толаш,кӗрсе кур
1283,treffen::V,вӓшлиӓш,тӗл пул
1284,treffen::V,вӓшлиӓлтӓш,тӗл пул
1285,sich versammeln::V,цымыргаш,пуҫтарӑн
1286,spielen::V,мадаш,выля
1287,singen::V,мыраш,юрла
1288,tanzen::V,кушташ,ташла
1289,sich trennen::V,айырлаш,уйрӑл
1290,verlassen::V,шуаш,хӑвар
1291,retten::V,ытараш,ҫӑл
1292,bewachen::V,оролаш,хуралла
1293,schützen::V,перегӓш,сыхла
1294,verteidigen::V,перегӓш,хӳтӗле
1295,sich schlagen::V,шидӓлӓш,ҫапӑҫ
1296,sich schlagen::V,шиэдӓлӓш,ҫапӑҫ
1297,schießen::V,лӱӓш,пер
1298,siegen::V,сӹнгӓш,ҫӗн
1299,siegen::V,сӹнгӓш,ҫӗнтер
1300,ärgern::V,шӹдештӓрӓш,тарӑхтар
1301,ärgern::V,шӹдештӓрӓш,ҫиллентер
1302,schlagen::V,пӓрен колташ,ҫап
1303,schlagen::V,хӹрӹктен колташ,ҫап
1304,treten::V,чымаш,тап
1305,stechen::V,пышкылаш,чик
1306,stoßen::V,шыркедӓш,чыш
1307,stehlen::V,шолышт толаш,вӑрла
1308,stören::V,ӓрештӹлӓш,кансӗрле
1309,belästigen::V,кӓньӹсӹрлӓндӓрӓш,аптӑрат
1310,belästigen::V,кӓньӹсӹрлӓндӓрӓш,хупла
1311,belästigen::V,шытырланыкташ,аптӑрат
1312,belästigen::V,шытырланыкташ,хупла
