,Concept_ID,myv,ru
827,läuten::V,гайгезевемс,звонить
828,klingeln::V,чавомс баягас,звонить
829,klirren::V,калдордомс,звякать
830,klirren::V,кальцяемс,звякать
831,brausen::V,лакамс,бушевать
832,rauschen::V,лажномс,шелестеть
833,klingen::V,гайгемс,звучать
834,bellen::V,онгомс,лаять
835,heulen::V,урномс,выть
836,blasen::V,пувамс,дунуть
837,pfeifen::V,вешкемс,свистеть
838,schreien::V,пижнемс,кричать
839,stöhnen::V,кувсемс,стонать
840,zittern::V,тарномс,дрожать
841,leben::V,эрямс,жить
842,geboren werden::V,чачомс,родиться
843,atmen::V,лексемс,дышать
844,trinken::V,симемс,пить
845,essen::V,ярсамс,есть
846,essen::V,ярсамс,кушать
847,schlucken::V,нилемс,глотать
848,schlucken::V,порнемс,глотать
849,müde werden::V,сиземс,устать
850,einschlafen::V,матедевемс,заснуть
851,schlafen::V,удомс,спать
852,aufwachen::V,сыргоземс,проснуться
853,aufstehen::V,стямс,встать
854,sich erholen::V,оймсемс,отдыхать
855,krank werden::V,сэредезевемс,заболеть
856,krank sein::V,сэредемс,болеть
857,schmerzen::V,сэредемс,болеть
858,husten::V,козомс,кашлять
859,genesen::V,пичкамс,поправиться
860,sterben::V,куломс,умереть
861,umkommen::V,чавовомс,погибнуть
862,umkommen::V,ёмамс,погибнуть
863,sich bewegen::V,шаштомс,двигаться
864,sich rühren::V,сыргамс,шевельнуться
865,sich erheben::V,куземс,встать
866,sich setzen::V,озамс,сесть
867,hinfallen::V,прамс,упасть
868,hinfallen::V,сяворемс,упасть
869,laufen::V,якамс,ходить
870,schreiten::V,эскелямс,шагать
871,schreiten::V,молемс,шагать
872,spazierengehen::V,якамс,гулять
873,eilen::V,эрзкалемс,спешить
874,eilen::V,капшамс,спешить
875,sich beeilen::V,капшамс,торопиться
876,sausen::V,ливтямс,мчаться
877,rennen::V,чийнемс,бегать
878,rennen::V,ардтнемс,бегать
879,springen::V,кирнявтнемс,прыгать
880,klettern::V,куземс,лазать
881,schaukeln::V,нурямс,раскачиваться
882,kriechen::V,ёзмолдомс,ползать
883,schwimmen::V,уемс,плавать
884,tauchen::V,чопавтомс,нырять
885,tauchen::V,чопавтнемс,нырять
886,rudern::V,миледемс,грести
887,fahren::V,ардомс,ехать
888,fliegen::V,ливтямс,летать
889,gehen::V,туемс,идти
890,gehen::V,молемс,идти
891,weggehen::V,туемс,уйти
892,abfahren::V,туемс,отправиться
893,anhalten::V,лоткамс,остановиться
894,hineingehen::V,совамс,входить
895,eintreten::V,совамс,войти
896,eintreten::V,эскельдямс,войти
897,kommen::V,самс,прийти
898,ankommen::V,самс,прибыть
899,ankommen::V,пачкодемс,прибыть
900,zurückkommen::V,велявтомс,возвратиться
901,bleiben::V,кадовомс,остаться
902,warten::V,учомс,ждать
903,erwarten::V,учомс,ожидать
904,suchen::V,вешнемс,искать
905,finden::V,муемс,найти
906,versuchen::V,варштамс,пытаться
907,vorbereiten::V,анокстамс,подготовить
908,lieben::V,вечкемс,любить
909,mögen::V,вечкемс,любить
910,lachen::V,пейдемс,смеяться
911,rühren::V,токамс седейс,растрогать
912,weinen::V,авардемс,плакать
913,schimpfen::V,сёвномс,ругаться
914,sich ärgern::V,кежиявтнемс,сердиться
915,sich fürchten::V,пелемс,бояться
916,fürchten::V,пелемс,бояться
917,fliehen::V,оргодемс,убегать
918,flüchten::V,ворьгодемс,убежать
919,flüchten::V,чадомс,убежать
920,sehen::V,неемс,видеть
921,anschauen::V,ваномс,посмотреть
922,ansehen::V,ваномс,смотреть
923,hören::V,марямс,слышать
924,zuhören::V,кунсоломс,слушать
925,probieren::V,варшамс,пробовать
926,riechen::V,никсемс,нюхать
927,fühlen::V,марямс,чувствовать
928,scheinen::V,марявомс,казаться
929,zu sehen sein::V,неявомс,виднеться
930,vernehmen::V,марямс,услышать
931,frieren::V,кельмемс,мерзнуть
932,tun::V,теемс,делать
933,können::V,маштомс,мочь
934,können::V,маштомс,уметь
935,wollen::V,бажамс,хотеть
936,anfangen::V,кармамс,начать
937,beenden::V,прядомс,закончить
938,aufhören::V,лоткамс,перестать
939,gelingen::V,удаламс,удаться
940,geraten::V,лисемс,оказаться
941,öffnen::V,панжомс,открыть
942,schließen::V,пекстамс,закрыть
943,schließen::V,сёлгомс,закрыть
944,schließen::V,конямс,закрыть
945,stellen::V,аравтомс,поставить
946,setzen::V,ойсевтемс,посадить
947,setzen::V,озавтнемс,посадить
948,legen::V,путомс,класть
949,berühren::V,токамс,трогать
950,verbinden::V,содомс,связать
951,bedecken::V,вельтямс,покрыть
952,aufhängen::V,понгавтомс,повесить
953,anzünden::V,кирвастемс,зажечь
954,aufheben::V,кепедемс,поднять
955,zurücklassen::V,кадомс,оставить
956,verlieren::V,ёмавтомс,потерять
957,fallen lassen::V,правтомс,уронить
958,machen::V,теемс,сделать
959,herstellen::V,анокстамс,изготовить
960,bauen::V,путомс,строить
961,reparieren::V,витемс,чинить
962,verbessern::V,паролгавтомс,улучшить
963,verbessern::V,вадрялгавтомс,улучшить
964,ändern::V,полавтомс,изменить
965,graben::V,чувомс,копать
966,graben::V,таргамс,копать
967,beugen::V,мендемс,согнуть
968,biegen::V,комавтомс,погнуть
969,drehen::V,чаравтомс,вертеть
970,drehen::V,велявтнемс,вертеть
971,wenden::V,велявтомс,повернуть
972,umdrehen::V,велявтомс,перевернуть
973,heben::V,кепедемс,поднимать
974,hochheben::V,кепедемс,поднять
975,ergreifen::V,кундамс,схватить
976,halten::V,кирдемс,держать
977,drücken::V,нуемс,нажимать
978,schieben::V,шаштомс,толкать
979,kratzen::V,ангордамс,скрести
980,lecken::V,нолсемс,лизать
981,beißen::V,сускомс,кусать
982,abreißen::V,сеземс,оторвать
983,abschneiden::V,печкемс,отрезать
984,binden::V,кодамс,вязать
985,binden::V,сюлмамс,вязать
986,stecken::V,сялгомс,воткнуть
987,brechen::V,синдемс,сломать
988,brechen::V,калавтомс,сломать
989,klopfen::V,калтаямс,стучать
990,hauen::V,чавомс,бить
991,kleben::V,педявтнемс,клеить
992,reiben::V,ёзамс,тереть
993,streichen::V,вадемс,намазать
994,schleifen::V,човамс,точить
995,schneiden::V,керямс,резать
996,rütteln::V,чукамс,шатать
997,rütteln::V,лыкавтомс,шатать
998,schütteln::V,чукамс,трясти
999,schwenken::V,яхолемс,махать
1000,schütten::V,каямс,налить
1001,füllen::V,пештямс,наполнить
1002,einwickeln::V,тапарямс,завернуть
1003,tragen::V,кандомс,нести
1004,schleppen::V,ускомс,тащить
1005,ziehen::V,ускомс,тянуть
1006,aufbewahren::V,ванстомс,хранить
1007,werfen::V,ёртомс,бросать
1008,fangen::V,кундамс,ловить
1009,packen::V,кундамс,схватить
1010,verstecken::V,кекшемс,спрятать
1011,teilen::V,явомс,разделить
1012,schicken::V,кучомс,посылать
1013,bringen::V,кандомс,принести
1014,hinzufügen::V,путомс,добавить
1015,hinzufügen::V,максомс,добавить
1016,bekommen::V,саемс,достать
1017,erhalten::V,саемс,получить
1018,nehmen::V,саемс,взять
1019,wählen::V,кочкамс,выбрать
1020,auswählen::V,кочкамс,отобрать
1021,bewahren::V,ванстомс,сохранить
1022,behindern::V,кирдемс,препятствовать
1023,verderben::V,коламс,испортить
1024,beschädigen::V,теемс зыян,повредить
1025,zerbrechen::V,коламс,разбить
1026,zerreißen::V,сеземс,разорвать
1027,zerstören::V,калавтомс,разрушить
1028,verbrennen::V,пултамс,сжечь
1029,geben::V,максомс,дать
1030,reichen::V,максомс,передать
1031,schenken::V,каземс,дарить
1032,versprechen::V,алтамс,обещать
1033,wünschen::V,арсемс,желать
1034,loben::V,шнамс,хвалить
1035,küssen::V,палсемс,целовать
1036,wiegen::V,нурсемс,качать
1037,zudecken::V,тавадомс,накрыть
1038,zudecken::V,вельтямс,накрыть
1039,wecken::V,стявтомс,разбудить
1040,zeigen::V,невтемс,показать
1041,führen::V,ветямс,вести
1042,lehren::V,тонавтомс,учить
1043,unterrichten::V,тонавтомс,преподавать
1044,aufziehen::V,трямс,воспитать
1045,aufziehen::V,кастомс,воспитать
1046,leiten::V,ветямс,руководить
1047,leiten::V,азоркстамс,руководить
1048,antreiben::V,ветямс,подгонять
1049,lassen::V,кармавтомс,заставить
1050,einladen::V,тердемс,пригласить
1051,vereinigen::V,вейсэндямс,объединить
1052,vereinigen::V,вейс путомс,объединить
1053,vereinigen::V,вейс пурнамс,объединить
1054,besuchen::V,варштамс,посетить
1055,treffen::V,вастомс,встретить
1056,sich versammeln::V,промокшномс,собраться
1057,spielen::V,налксемс,играть
1058,singen::V,морамс,петь
1059,tanzen::V,киштемс,плясать
1060,tanzen::V,киштемс,танцевать
1061,sich trennen::V,явомс,расстаться
1062,verlassen::V,кадомс,покинуть
1063,retten::V,идемс,спасти
1064,bewachen::V,ванстомс,охранять
1065,schützen::V,аштемс,уберегать
1066,verteidigen::V,ваномс,защитить
1067,sich schlagen::V,тюремс,драться
1068,schießen::V,ледемс,стрелять
1069,siegen::V,изнямс,победить
1070,ärgern::V,кежейгавтомс,сердить
1071,schlagen::V,токамс,ударить
1072,treten::V,тапамс,пинать
1073,stechen::V,пупамс,уколоть
1074,stoßen::V,тулкадемс,толкнуть
1075,stehlen::V,саламс,украсть
1076,stören::V,пирямс ки,помешать
1077,belästigen::V,а максомс,надоедать
1078,belästigen::V,а кадомс оймамо,надоедать
1079,verbergen::V,сёпомс,скрыть
1080,verbergen::V,кекшемс,скрыть
1081,täuschen::V,манямс,обмануть
1082,betrügen::V,манчемс,смошенничать
1083,töten::V,чавномс,убить
1084,töten::V,маштнемс,убить
1085,wohnen::V,эрямс,проживать
1086,arbeiten::V,важодемс,работать
1087,sammeln::V,пурнамс,собрать
1088,pflücken::V,ноцковтнемс,рвать
1089,pflücken::V,ноцковтнемс,срывать
1090,jagen::V,кундамс,охотиться
1091,fischen::V,калонь кундамс,рыбачить
1092,fassen::V,кундамс,поймать
1093,hüten::V,ваномс,пасти
1094,treiben::V,панемс,гнать
1095,anbinden::V,сюлмамс,привязать
1096,füttern::V,андомс,кормить
1097,melken::V,потявтомс,доить
1098,hacken::V,лазномс,рубить
1099,gießen::V,валомс,полить
1100,reifen::V,кенеремс,созреть
1101,zubereiten::V,анокстамс,приготовить
1102,kochen::V,пидемс,варить
1103,backen::V,пидемс,печь
1104,braten::V,пуштамс,жарить
1105,umrühren::V,човорямс,перемешать
1106,stricken::V,кодамс,вязать
1107,nähen::V,стамс,шить
1108,färben::V,артомс,покрасить
1109,reinigen::V,урядамс,очистить
1110,waschen::V,муськемс,стирать
1111,abwischen::V,нардамс,вытереть
1112,spülen::V,ёрвалдомс,полоскать
1113,fegen::V,тенсемс,подметать
1114,kehren::V,тенсемс,мести
1115,baden::V,экшелямс,купаться
1116,sich waschen::V,шлямс,мыться
1117,ausziehen::V,кайсевтемс,снять
1118,anziehen::V,оршамс,надеть
1119,sich anziehen::V,оршамс,одеться
1120,kämmen::V,судрямс,причесать
1121,schmücken::V,мазылгавтомс,украсить
1122,schmücken::V,наряжамс,украсить
1123,sagen::V,меремс,сказать
1124,sprechen::V,кортамс,говорить
1125,reden::V,кортамс,разговаривать
1126,sich unterhalten::V,кортнемс,беседовать
1127,fragen::V,кевкстемс,спросить
1128,bitten::V,вешемс,просить
1129,erzählen::V,ёвтнемс,рассказать
1130,mitteilen::V,ёвтамс,сообщить
1131,nennen::V,лемдемс,назвать
1132,nennen::V,путомс лем,назвать
1133,rufen::V,тердемс,звать
1134,rufen::V,серьгедемс,звать
1135,prahlen::V,шнамс пря,хвастаться
1136,übersetzen::V,ютавтомс,перевести
1137,denken::V,арсемс,думать
1138,glauben::V,кемемс,верить
1139,bemerken::V,неемс,заметить
1140,erkennen::V,содамс,узнать
1141,begreifen::V,пачкодемс,понять
1142,begreifen::V,пачкодемс,постичь
1143,verstehen::V,чарькодемс,услышать
1144,lernen::V,тонавтнемс,учиться
1145,wissen::V,содамс,знать
1146,sich erinnern an::V,ледстямс,вспомнить
1147,vergessen::V,стувтомс,забыть
1148,messen::V,онкстнемс,мерить
1149,zählen::V,ловомс,считать
1150,rechnen::V,ловомс,считать
1151,lesen::V,ловномс,читать
1152,malen::V,рисовамс,рисовать
1153,zeichnen::V,рисовамс,рисовать
1154,schreiben::V,сёрмадомс,писать
1155,besitzen::V,улемс,иметь
1156,besitzen::V,улемс азорокс,иметь
1157,kaufen::V,рамамс,купить
1158,verkaufen::V,миемс,продать
1159,bezahlen::V,пандомс,заплатить
1160,zahlen::V,пандомс,платить
1161,beherrschen::V,азоркстамс,владеть
1162,ertragen::V,кирдемс,вытерпеть
