,Concept_ID,xal,is
107,Anhöhe::N,хамр,hóll
108,Berg::N,уул,fell
109,Berg::N,уул,fjall
110,Gipfel::N,ора,tindur
111,Höhle::N,хадин көндә,hellir
112,Abhang::N,ташу,hlíð
113,Abhang::N,ташу,brekka
114,Quelle::N,булг,lind
115,Quelle::N,булг,uppspretta
116,Bach::N,һооҗур,lækur
117,Fluss::N,һол,á
118,Fluss::N,һол,fljót
119,Ufer::N,көвә,árbakki
120,Ufer::N,көвә,sjávarbakki
121,Küste::N,көвә,strönd
122,Küste::N,теңгсин көвә,strönd
123,Festland::N,хүүрә һазр,meginland
124,Meer::N,теңгс,haf
125,Meer::N,теңгс,sjór
126,Bucht::N,цекә,vík
127,Bucht::N,теңгсин цекә,vík
128,Insel::N,арл,eyja
129,Blume::N,цецг,blóm
130,Gras::N,ноһан,gras
131,Wurzel::N,уңг,rót
132,Baum::N,модн,tré
133,Stamm::N,шилв,stofn
134,Stamm::N,һол модн,stofn
135,Rinde::N,көрсн,börkur
136,Ast::N,ац,grein
137,Zweig::N,ац,angi
138,Zweig::N,ац,kvistur
139,Blatt::N,хамтхасн,blað
140,Birke::N,хусм модн,birki
141,Kiefer[Baum]::N,шар харһа,fura
142,Weide[Baum]::N,удн,víðir
143,Tanne::N,җөөлн цаһан модн,greni
144,Horn::N,өвр,horn
145,Feder::N,өрвлг,fjöður
146,Fell::N,арсн,skinn
147,Flügel::N,җивр,vængur
148,Klaue::N,хумсн,kló
149,Kralle::N,тавг,kló
150,Schwanz::N,сүл,rófa
151,Schwanz::N,сүл,skott
152,Ei::N,өндгн,egg
153,Nest::N,үр,hreiður
154,Bau::N,нүкн,greni
155,Bau::N,нүкн,bæli
156,Tier::N,мал,dýr
157,Herde::N,сүрг мал,hjörð
158,Kuh::N,үкр,kýr
159,Bulle::N,бух,boli
160,Pferd::N,мөрн,hestur
161,Schaf::N,хөн,kind
162,Schwein::N,һаха,svín
163,Hund::N,ноха,hundur
164,Katze::N,мис,köttur
165,Bär::N,аю,björn
166,Eichhörnchen::N,кермн,íkorni
167,Elch::N,хандһа,elgur
168,Fuchs::N,арат,refur
169,Hase::N,туула,héri
170,Maus::N,хулһн,mús
171,Wolf::N,чон,úlfur
172,Vogel::N,шовун,fugl
173,Schwarm::N,зел,sægur
174,Huhn::N,така,hæna
175,Hahn::N,эр така,hani
176,Gans::N,һалун,gæs
177,Adler::N,һәрд,örn
178,Ente::N,нуһсн,önd
179,Eule::N,һурвлһ,uggla
180,Kranich::N,тоһрун,trana
181,Krähe::N,шаазһа,kráka
182,Kuckuck::N,эргин хуцдг,gaukur
183,Schwan::N,хун,svanur
184,Fisch::N,заһсн,fiskur
185,Barsch::N,шүрг,aborri
186,Hecht::N,цурх,gedda
187,Schlange[Tier]::N,моһа,naðra
188,Wurm::N,өтн,ormur
189,Spinne::N,аралҗн,kónguló
190,Ameise::N,шорһлҗн,maur
191,Laus::N,бөөсн,lús
192,Mücke::N,бөкүн,mý
193,Mücke::N,бөкүн,mýfluga
194,Fliege::N,батхн,fluga
195,Schmetterling::N,эрвәкә,fiðrildi
196,Beere::N,бөөлҗрһн,ber
197,Apfel::N,альмн,epli
198,Pilz::N,теңгрин ки,sveppur
199,Zwiebel::N,мәңгрснә толһа,laukur
200,Saat::N,буудян экн,fræ
201,Saat::N,буудян экн,útsæði
202,Korn::N,экн,korn
203,Heu::N,өвсн,hey
204,Schale::N,хальсн,hýði
205,Grube::N,нүкн,gryfja
206,Falle::N,урх,gildra
207,Falle::N,хавх,gildra
208,Schlinge::N,бүтү,snara
209,Spur::N,мөр,spor
210,Asche::N,үмсн,aska
211,Dreck::N,бальчг,óþverri
212,Eisen::N,төмр,járn
213,Gold::N,алтн,gull
214,Silber::N,мөңгн,silfur
215,Silber::N,цаһан мөңгн,silfur
216,Kohle::N,нүүрсн,kol
217,Glas::N,шил,gler
218,Lehm::N,шавр,leir
219,Sand::N,элсн,sandur
220,Mensch::N,күн,maður
221,Mensch::N,күн,manneskja
222,Mensch::N,күмн,maður
223,Mensch::N,күмн,manneskja
224,Mann::N,эр,maður
225,Mann::N,эр,karlmaður
226,Frau::N,күүкд күн,kona
227,Kind::N,үрн,barn
228,Kind::N,үрн,krakki
229,Junge::N,көвүн,drengur
230,Mädchen::N,бичкн күүкн,stelpa
231,Familie::N,бүл,fjölskylda
232,Großvater::N,өвк эцк,afi
233,Großvater::N,наһц эцк,afi
234,Großmutter::N,эмг эк,amma
235,Großmutter::N,наһц эк,amma
236,Eltern::N,эк эцк хойр,foreldrar
237,Vater::N,эцк,faðir
238,Mutter::N,эк,móðir
239,Sohn::N,көвүн,sonur
240,Tochter::N,күүкн,dóttir
241,Bruder::N,дү көвүн,bróðir
242,Schwester::N,эгч,systir
243,Schwester::N,дү күүкн,systir
244,Onkel::N,авһ,föðurbróðir
245,Onkel::N,наһцх,föðurbróðir
246,Tante::N,наһц эгч,frænka
247,Tante::N,наһц эгч,móðursystir
248,Ehemann::N,залу,eiginmaður
249,Ehefrau::N,гергн,eiginkona
250,Freude::N,байр,gleði
251,Gelächter::N,инәдн,hlátur
252,Glück::N,җирһл,gæfa
253,Glück::N,сәәхн җирһл,gæfa
254,Kummer::N,зовлң,sorg
255,Wunsch::N,дурн,ósk
256,Lust::N,җилвтлһн,fýsn
257,Lust::N,җилвтлһн,löngun
258,Geist::N,зөрг,andi
259,Gedanke::N,ухан,hugsun
260,Gedächtnis::N,чееҗин тодлвр,minni
261,Verstand::N,ухан,vit
262,Sinn::N,учр-утх,merking
263,Grund::N,учр,ástæða
264,Grund::N,шалтан,ástæða
265,Wahrheit::N,үнн,sannleikur
266,Gespräch::N,күүндвүр,samtal
267,Märchen::N,тууль,ævintýri
268,Erzählung::N,келвр,saga
269,Nachricht::N,медүллһн,frétt
270,Neuigkeit::N,зәңг,frétt
271,Name::N,нерн,nafn
272,Rätsel::N,тәәлвртә тууль,gáta
273,Rede::N,келлһн,ræða
274,Sprache::N,келн,mál
275,Sprache::N,келн,tungumál
276,Stimme::N,дун,rödd
277,Wort::N,үг,orð
278,Zeichen::N,темдг,tákn
279,Zeichen::N,темдг,merki
280,Ruf::N,дуудлһн,kall
281,Lärm::N,шууган,hávaði
282,Laut::N,ә,hljóð
283,Ton::N,дун,tónn
284,Lied::N,дун,ljóð
285,Lied::N,дун,söngur
286,Ruhe::N,амулң,ró
287,Ruhe::N,амулң,kyrrð
288,Leute::N,әмтн,fólk
289,Volk::N,улс,þjóð
290,Arbeit::N,көдлмш,vinna
291,Gast::N,гиич,gestur
292,Geschenk::N,белг,gjöf
293,Spiel::N,наадн,leikur
294,Gesellschaft::N,олн,selskapur
295,Hilfe::N,нөкд,hjálp
296,Freund::N,иньг,vinur
297,Kamerad::N,үр,félagi
298,Angelegenheit::N,керг,mál
299,Angelegenheit::N,керг,málefni
300,Anzahl::N,то,tala
301,Anzahl::N,то,fjöldi
302,Art::N,зүүл,tegund
303,Stück::N,хусг,biti
304,Stück::N,хусг,stykki
305,Teil::N,хүв,hluti
306,Teil::N,хүв,partur
307,Hälfte::N,өрәл,helmingur
308,Kreis::N,төгрг,hringur
309,Kreuz::N,кирс,kross
310,Kreuz::N,кирс,krossmark
311,Linie::N,зурасн,lína
312,Strich::N,татасн,strik
313,Abstand::N,зә,millibil
314,Entfernung::N,һазр,fjarlægð
315,Gegend::N,һазр,hérað
316,Platz::N,зә,pláss
317,Ort::N,бәәрн,staður
318,Seite::N,тал,hlið
319,Seite::N,хаҗу,hlið
320,Seite::N,хәврһ,hlið
321,Mitte::N,дунд,miðja
322,Gegenstand::N,юмн,hlutur
323,Sache::N,юмн,mál
324,Rand::N,зах,brún
325,Kante::N,ирмәг,rönd
326,Ecke::N,өнцг,horn
327,Spitze::N,үзүр,oddur
328,Ende::N,үзүр,endi
329,Loch::N,хаһрха,gat
330,Loch::N,хаһрха,hola
331,Winkel::N,булң,skot
332,Winkel::N,булң,krókur
333,Muster::N,намч,munstur
334,Größe::N,кемҗән,stærð
335,Länge::N,ут,lengd
336,Höhe::N,өндр,hæð
337,Gewicht::N,күнд,vigt
338,Gewicht::N,күнд,þyngd
339,Gewicht::N,чиңнүр,vigt
340,Gewicht::N,чиңнүр,þyngd
341,Menge::N,ик,magn
342,Haufen::N,ова,hrúga
343,Haufen::N,ова,haugur
344,Reihe::N,зерг,röð
345,Reihe::N,зерглән,röð
346,Boot::N,оңһц,bátur
347,Ruder::N,хәәв,ár
348,Schlitten::N,цан,sleði
349,Ski::N,лыҗ,skíði
350,Lagerfeuer::N,костёр,varðeldur
351,Last::N,күнд,byrði
352,Last::N,күнд,farmur
353,Gang::N,йовлһн,ganga
354,Schritt::N,ишкм,skref
355,Norden::N,ар үзг,norður
356,Süden::N,өмн,suður
357,Süden::N,өмн үзг,suður
358,Westen::N,барун,vestur
359,Westen::N,барун үзг,vestur
360,Osten::N,зүн,austur
361,Osten::N,зүн үзг,austur
362,Holz::N,модн,viður
363,Brett::N,харһа,fjöl
364,Platte::N,хавтха чолун,flötur
365,Stütze::N,тулг,stoð
366,Stange::N,уньн,stöng
367,Stock::N,модн,prik
368,Stock::N,модн,stafur
369,Stab::N,шуург,prik
370,Stab::N,шуург,stafur
371,Rohr::N,турва,rör
372,Rohr::N,турва,pípa
373,Haus::N,гер,hús
374,Heim::N,гер-бул,heimili
375,Ofen::N,беш,ofn
376,Fußboden::N,девскр,gólf
377,Tisch::N,ширә,borð
378,Stuhl::N,стул,stóll
379,Wiege::N,өлгә,vagga
380,Wiege::N,дүүҗң,vagga
381,Bett::N,орн,rúm
382,Bett::N,орн,hvíla
383,Bett::N,орндг,rúm
384,Bett::N,орндг,hvíla
385,Regal::N,таг,hilla
386,Regal::N,тәвц,hilla
387,Kiste::N,яршг,kassi
388,Fenster::N,терз,gluggi
389,Tür::N,үүдн,dyr
390,Tür::N,үүдн,hurð
391,Tor::N,үүдн,hlið
392,Tor::N,өргн үүдн,hlið
393,Tor::N,хашан үүдн,hlið
394,Zaun::N,хаша,girðing
395,Zaun::N,хаша,limgarður
396,Dach::N,деевр,þak
397,Leiter::N,шат,stigi
398,Leiter::N,давшур,stigi
399,Besen::N,сәвүр,sópur
400,Spaten::N,күрз,spaði
401,Schaufel::N,совг,skófla
402,Gabel::N,серә,gaffall
403,Löffel::N,ухр,skeið
404,Messer::N,утх,hnífur
405,Nagel::N,хадасн,nögl
406,Netz::N,гөлм,net
407,Haken::N,дегә,krókur
408,Griff::N,иш,tak
409,Griff::N,бәрүл,tak
410,Schloss::N,оньс,lás
411,Bild::N,зург,mynd
412,Figur::N,фигур,stytta
413,Puppe::N,наадһа,brúða
414,Beutel::N,мишг,poki
415,Beutel::N,мишг,baggi
416,Bündel::N,багла,böggull
417,Bündel::N,боодһа,böggull
418,Tasche::N,сумк,veski
419,Eimer::N,суулһ,fata
420,Deckel::N,бүркәсн,lok
421,Geschirr::N,сав,leirtau
422,Geschirr::N,сав-сарх,leirtau
423,Sack::N,мишг,sekkur
424,Tasse::N,ааһ,bolli
425,Topf::N,кастрюль,pottur
426,Kessel::N,хәәсн,ketill
427,Essen::N,зоогллһн,matur
428,Nahrung::N,теҗәл,fæða
429,Speise::N,хот,réttur
430,Speise::N,хот,matarréttur
431,Fleisch::N,махн,kjöt
432,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,korn
433,Brei::N,хаш,grautur
434,Brot::N,өдмг,brauð
435,Scheibe::N,зүсм,sneið
436,Fett::N,өөкн,fita
437,Butter::N,тосн,smjör
438,Öl::N,тосн,olía
439,Salz::N,давсн,salt
440,Suppe::N,шөлн,súpa
441,Honig::N,бал,hunang
442,Milch::N,үсн,mjólk
443,Tee::N,цә,te
444,Leder::N,арсн,skinn
445,Wolle::N,утцн,ull
446,Wolle::N,эд,ull
447,Stoff::N,эд,dúkur
448,Nadel::N,зүн,nál
449,Faden::N,утцн,þráður
450,Knopf::N,товч,tala
451,Knopf::N,товч,hnappur
452,Knoten::N,зәңгдә,hnútur
453,Farbe::N,будг,málning
454,Kleidung::N,хувцн,búningur
455,Kleidung::N,хувцн,klæðnaður
456,Kleidung::N,хувц-хунр,búningur
457,Kleidung::N,хувц-хунр,klæðnaður
458,Hemd::N,киилг,skyrta
459,Kragen::N,зах,kragi
460,Kragen::N,зах,flibbi
461,Ärmel::N,ханцн,ermi
462,Hose::N,шалвур,buxur
463,Gürtel::N,бүс,belti
464,Mütze::N,махла,húfa
465,Schuh::N,башмгуд,skór
466,Stiefel::N,һосн,stígvél
467,Ring::N,билцг,hringur
468,Band::N,лент,band
469,Kamm::N,сам,greiða
470,Spiegel::N,толь,spegill
471,Riemen::N,бүс,ól
472,Riemen::N,бүс,reim
473,Schnur::N,деесн,snúra
474,Leine::N,бурнтг,band
475,Leine::N,нохан көтлвр,band
476,Decke::N,көнҗл,teppi
477,Kissen::N,дер,koddi
478,Tuch::N,альчур,klútur
479,Handtuch::N,полотенц,þurrka
480,Handtuch::N,полотенц,handklæði
481,Handtuch::N,һар-нүүрин альчур,þurrka
482,Handtuch::N,һар-нүүрин альчур,handklæði
483,Kraft::N,күчн,afl
484,Kraft::N,күчн,kraftur
485,Stärke::N,чидл,styrkur
486,Gesundheit::N,эрүл-менд,heilsa
487,Gesundheit::N,эрүл-менд,heilbrigði
488,Krankheit::N,өвчн,sjúkdómur
489,Schmerz::N,өвдлһн,sársauki
490,Wunde::N,шав,sár
491,Fieber::N,безг,hitasótt
492,Arznei::N,эм,lyf
493,Brücke::N,тагт,brú
494,Brunnen::N,худг,brunnur
495,Weide::N,малын идг,hagi
496,Pfad::N,цувг,stígur
497,Weg::N,хаалһ,vegur
498,Straße::N,зам,gata
499,Straße::N,зам,stræti
500,Dorf::N,хотн,þorp
501,Stadt::N,балһсн,borg
502,Brief::N,бичг,bréf
503,Buch::N,дегтр,bók
504,Buchstabe::N,үзг,bókstafur
505,Zeitung::N,газет,dagblað
506,Leben::N,җирһл,líf
507,Tod::N,үкл,dauði
508,Tod::N,өңгрлһн,dauði
509,Grab::N,оршалһна нүкн,gröf
510,Kirche::N,чонҗ,kirkja
511,Sünde::N,нүл,synd
512,Sünde::N,килнц,synd
513,Gott::N,бурхн,guð
514,Arbeiter::N,көдлмшч,verkamaður
515,Chef::N,толһач,yfirmaður
516,Meister::N,урн,meistari
517,Arzt::N,эмч,læknir
518,Lehrer::N,багш,kennari
519,Geld::N,мөңгн,peningar
520,Geschäft::N,көдлмш,viðskipti
521,Laden::N,лавк,búð
522,Laden::N,лавк,verslun
523,Preis::N,үн,verð
524,Ware::N,эд-тавр,vara
525,Nutzen::N,олз,gagn
526,Reichtum::N,зөөр,auður
527,Welt::N,орчлң,veröld
528,Welt::N,делкә,veröld
529,Land::N,орн-нутг,land
530,Staat::N,государств,ríki
531,König::N,хан,konungur
532,Macht::N,йосн,vald
533,Grenze::N,меҗә,landamæri
534,Krieg::N,дән,stríð
535,Feind::N,дәәсн,fjandmaður
536,Gewalt::N,күч һарһлһн,ofbeldi
537,Kampf::N,ноолдан,bardagi
538,Kampf::N,бәрлдлһн,bardagi
539,Bogen[Waffe]::N,саадг,bogi
540,Pfeil::N,сумн,ör
541,Gewehr::N,бу,byssa
542,Fehler::N,алдг,villa
543,Lüge::N,худл,lygi
544,Schaden::N,хорлт,skemmd
545,Unglück::N,гүрм,óhamingja
546,Schuld::N,гем,sök
547,Schuld::N,буру,sök
548,Alter::N,насн,aldur
549,Schluss::N,чилгч,lok
550,Schluss::N,чилгч,endir
551,Zeit::N,цаг,tími
552,Tag::N,өдр,dagur
553,Morgen::N,өрүн,morgunn
554,Mittag::N,үд,hádegi
555,Abend::N,асхн,kvöld
556,Nacht::N,сө,nótt
557,Woche::N,долан хонг,vika
558,Monat::N,сар,mánuður
559,Jahr::N,җил,ár
560,Frühling::N,хавр,vor
561,Sommer::N,зун,sumar
562,Herbst::N,намр,haust
563,Winter::N,үвл,vetur
564,Januar::N,январь,janúar
565,Februar::N,февраль,február
566,März::N,март,mars
567,März::N,моһа сар,mars
568,April::N,апрель,apríl
569,Mai::N,май,maí
570,Juni::N,июнь,júní
571,Juni::N,мөчн сар,júní
572,Juli::N,июль,júlí
573,August::N,август,ágúst
574,September::N,һаха сар,september
575,Oktober::N,октябрь,október
576,November::N,ноябрь,nóvember
577,November::N,үкр сар,nóvember
578,Dezember::N,бар сар,desember
579,Montag::N,понедельник,mánudagur
580,Dienstag::N,вторник,þriðjudagur
581,Mittwoch::N,среда,miðvikudagur
582,Mittwoch::N,үлмҗ өдр,miðvikudagur
583,Donnerstag::N,четверг,fimmtudagur
584,Donnerstag::N,пүрвә өдр,fimmtudagur
585,Freitag::N,пятниц,föstudagur
586,Samstag::N,суббот,laugardagur
587,Sonntag::N,нарн өдр,sunnudagur
588,Sonntag::N,воскресень,sunnudagur
589,groß::A,ик,stór
590,klein::A,бичкн,lítill
591,lang::A,ут,langur
592,kurz::A,оһтр,stuttur
593,breit::A,өргн,breiður
594,schmal::A,уутьхн,mjór
595,dicht::A,нигт,þéttur
596,dick[Gegenstand]::A,зузан,þykkur
597,dünn::A,нимгн,þunnur
598,fein::A,нәрхн,fíngerður
599,fest::A,бат,fastur
600,flach::A,хавтха,flatur
601,glatt::A,тегш,háll
602,glatt::A,тегш,sléttur
603,glatt::A,тиньгр,háll
604,glatt::A,тиньгр,sléttur
605,hart::A,хату,harður
606,weich::A,җөөлн,mjúkur
607,weich::A,җөөлкн,mjúkur
608,rund::A,төгрг,kringlóttur
609,spitz::A,шовһр,oddhvass
610,scharf::A,хурц,beittur
611,stumpf::A,мука,bitlaus
612,schwer::A,күнд,þungur
613,schön::A,сәәхн,fagur
614,schön::A,сәәхн,fallegur
615,heiß::A,халун,heitur
616,warm::A,дулан,hlýr
617,warm::A,дулан,heitur
618,kalt::A,киитн,kaldur
619,kühl::A,серүн,svalur
620,frisch::A,серүн,frískur
621,feucht::A,чиигтә,rakur
622,feucht::A,чиигтә,þvalur
623,nass::A,чиигтә,votur
624,nass::A,чиигтә,blautur
625,trocken::A,хагсу,þurr
626,voll::A,дүүрң,fullur
627,leer::A,сул,tómur
628,leer::A,хоосн,tómur
629,offen::A,секәтә,opinn
630,geschlossen::A,хаалһата,lokaður
631,sauber::A,цевр,þrifinn
632,schmutzig::A,киртә,óhreinn
633,schmutzig::A,киртә,sóðalegur
634,roh::A,түүкә,hrár
635,reif::A,болсн,þroskaður
636,lecker::A,әмтәхн,ljúffengur
637,süß::A,әмтәхн,sætur
638,bitter::A,һашун,beiskur
639,bitter::A,һашута,beiskur
640,sauer::A,ишклң,súr
641,hell::A,герлтә,bjartur
642,dunkel::A,харңһу,dimmur
643,schwarz::A,хар,svartur
644,weiß::A,цаһан,hvítur
645,rot::A,улан,rauður
646,gelb::A,шар,gulur
647,blau::A,көк,blár
648,grün::A,көк,grænn
649,grau::A,бор,grár
650,bunt::A,алг,marglitur
651,bunt::A,эрәтә,marglitur
652,billig::A,кимд,ódýr
653,teuer::A,үнтә,dýr
654,wertvoll::A,үнтә,verðmætur
655,wertvoll::A,эрднь,verðmætur
656,blind::A,сохр,blindur
657,taub::A,дүлә,heyrnarlaus
658,kräftig::A,күчтә,öflugur
659,stark::A,чаңһ,sterkur
660,schwach::A,күчн тату,veill
661,fett::A,тарһн,feitur
662,schlank::A,эццн,grannur
663,schlank::A,эццн,spengilegur
664,hübsch::A,көркхн,snotur
665,hübsch::A,көркхн,laglegur
666,böse::A,уурта,illur
667,böse::A,уурта,vondur
668,dumm::A,тенг,heimskur
669,faul::A,залху,latur
670,fleißig::A,кинән,iðinn
671,fleißig::A,кинмһә,iðinn
672,geizig::A,ховдг,nískur
673,klug::A,ухата,hygginn
674,geschickt::A,чадмг,fimur
675,geschickt::A,чадмг,laginn
676,lieb::A,эңкр,kær
677,lieb::A,эңкр,ljúfur
678,lustig::A,сергмҗтә,kátur
679,lustig::A,җирһлтә,kátur
680,sanft::A,номһн,blíður
681,hungrig::A,өлн,soltinn
682,hungrig::A,өлн,hungraður
683,hungrig::A,харһнсн,soltinn
684,hungrig::A,харһнсн,hungraður
685,krank::A,өвчтә,sjúkur
686,krank::A,шалтгта,sjúkur
687,nackt::A,нүцкн,nakinn
688,traurig::A,һундлта,dapur
689,traurig::A,һундлта,hryggur
690,lebendig::A,әмд,lifandi
691,gut::A,сән,góður
692,schlecht::A,му,slæmur
693,schlecht::A,му,lélegur
694,richtig::A,зөвтә,réttur
695,schlimm::A,җигшүртә,slæmur
696,wahr::A,үнн,sannur
697,wahr::A,мөн,sannur
698,alt::A,хуучн,gamall
699,neu::A,шин,nýr
700,ehemalig::A,хуучн,fyrrverandi
701,alt[Lebewesen]::A,көгшн,gamall
702,jung::A,баһ,ungur
703,arm::A,угатя,vesall
704,arm::A,угатя,fátækur
705,reich::A,байн,ríkur
706,reich::A,байн,auðugur
707,bekannt::A,таньл,kunnugur
708,bekannt::A,таньдг,kunnugur
709,berühmt::A,туурсн,frægur
710,fremd::A,күүнә,framandi
711,fremd::A,күүнә,ókunnugur
712,verschieden::A,әдл биш,ýmis
713,verschieden::A,йилһәтә,ýmis
714,nah::A,өөрхн,nálægur
715,fern::A,хол,fjarri
716,fern::A,хол,fjarlægur
717,linker::A,зүн,vinstri
718,rechter::A,барун,hægri
719,anderer::A,талдан,annar
720,erster::A,негдгч,fyrsti
721,zweiter::A,хойрдгч,annar
722,dritter::A,һурвдгч,þriðji
723,letzter::A,отхн,síðasti
724,allein::ADV,һанцарн,einn
725,allein::ADV,һанцарн,aleinn
726,auf einmal::ADV,нег дәкҗ,allt í einu
727,zusammen::ADV,хамдан,saman
728,lange::ADV,удан,lengi
729,plötzlich::ADV,генткн,skyndilega
730,sofort::ADV,дарунь,strax
731,sofort::ADV,дарунь,þegar í stað
732,später::ADV,сүүлд,seinna
733,jetzt::ADV,ода,nú
734,jetzt::ADV,ода,núna
735,heute::ADV,эндр,í dag
736,morgen::ADV,маңһдур,á morgun
737,bald::ADV,дарунь,brátt
738,bald::ADV,дарунь,bráðum
739,dann::ADV,дәкәд,svo
740,dann::ADV,дәкәд,síðan
741,gestern::ADV,өцклдүр,í gær
742,einst::ADV,нег саамд,forðum
743,damals::ADV,тиигхд,þá
744,damals::ADV,тиигхд,á þeim tímum
745,danach::ADV,тегәд,á eftir því
746,vorher::ADV,урд,áður
747,zuerst::ADV,түрүләд,fyrst
748,einmal::ADV,нег дәкҗ,einu sinni
749,manchmal::ADV,зәрмдән,stundum
750,oft::ADV,хара биш,oft
751,oft::ADV,хатяр биш,oft
752,oft::ADV,дару-дарунь,oft
753,immer::ADV,оньдинд,alltaf
754,immer::ADV,оньдинд,sífellt
755,niemals::ADV,кезә чмгн биш,aldrei
756,hier::ADV,энд,hér
757,hier::ADV,энүнд,hér
758,hierhin::ADV,нааран,hingað
759,von hier::ADV,эндәс,héðan
760,dort::ADV,тенд,þar
761,dort::ADV,тенд,þarna
762,dorthin::ADV,тиигән,þangað
763,geradeaus::ADV,шуд,beint áfram
764,vorwärts::ADV,уралан,áfram
765,rückwärts::ADV,гедргән,aftur á bak
766,zurück::ADV,хәрү,aftur
767,zurück::ADV,хәрү,til baka
768,unten::ADV,дор,niðri
769,unten::ADV,дор,fyrir neðan
770,hinab::ADV,дор,niður
771,hinab::ADV,дор,niður eftir
772,hinab::ADV,доракшан,niður
773,hinab::ADV,доракшан,niður eftir
774,oben::ADV,деер,uppi
775,hinauf::ADV,өөдән,upp
776,hinauf::ADV,өөдән,upp eftir
777,hinauf::ADV,деер,upp
778,hinauf::ADV,деер,upp eftir
779,überall::ADV,альд болв чигн,alls staðar
780,nicht::ADV,эс,ekki
781,nicht::ADV,биш,ekki
782,nicht::ADV,бичә,ekki
783,ein wenig::ADV,баахн,dálítið
784,ein wenig::ADV,баахнар,dálítið
785,kaum::ADV,әрә,varla
786,kaum::ADV,әрә,tæplega
787,sehr::ADV,йир,mjög
788,so::ADV,иигҗ,svo
789,so::ADV,иигҗ,þannig
790,noch::ADV,ода чигн,enn
791,noch::ADV,ода чигн,ennþá
792,nur::ADV,һанцхн,bara
