,Concept_ID,kl,zh
151,Bär::N,allaq,熊
152,Eichhörnchen::N,sissinnguaq,松鼠
153,Fuchs::N,terianniaq,狐狸
154,Hase::N,ukaleq,兔子
155,Maus::N,teriannguaq,老鼠
156,Wolf::N,amaroq,狼
157,Vogel::N,timmiaq,鸟
158,Huhn::N,kukkukooq,鸡
159,Huhn::N,marloraaqaaq,鸡
160,Hahn::N,kiasiusaq,公鸡
161,Gans::N,nerleq,鹅
162,Adler::N,nattoralik,鹰
163,Eule::N,uppik,猫头鹰
164,Kranich::N,qorlorfik,鹤
165,Krähe::N,tuluatsiaq,乌鸦
166,Kuckuck::N,kukkooq,布谷鸟
167,Schwan::N,qussuk,天鹅
168,Fisch::N,aalisagaq,鱼
169,Schlange[Tier]::N,pulateriarsuk,蛇
170,Schlange[Tier]::N,pulateriaarsuk,蛇
171,Spinne::N,aasiaq,蜘蛛
172,Spinne::N,nissavaarsuk,蜘蛛
173,Ameise::N,uniaaluk,蚂蚁
174,Laus::N,kumak,虱子
175,Mücke::N,ippernaq,蚊子
176,Fliege::N,ippernaq,苍蝇
177,Schmetterling::N,paluaq,蝴蝶
178,Schmetterling::N,pakkaluaq,蝴蝶
179,Schmetterling::N,utsuppaluaq,蝴蝶
180,Schmetterling::N,taqaleqisaaq,蝴蝶
181,Beere::N,paarmaq,将果
182,Beere::N,paarngaq,将果
183,Apfel::N,iipili,苹果
184,Pilz::N,anngiusaq,蘑菇
185,Zwiebel::N,uanitsoq,洋葱
186,Saat::N,naatsiiassaq,种子
187,Korn::N,maannineq,谷粒
188,Schale::N,niutsivik,壳
189,Schale::N,ilulissaq qaartussaq,壳
190,Grube::N,itersaq,坑
191,Falle::N,pualavoq,圈套
192,Schlinge::N,orseq,活扣
193,Schlinge::N,norloq,活扣
194,Spur::N,tumaa,踪迹
195,Asche::N,arsat,灰烬
196,Dreck::N,minguk,污垢
197,Eisen::N,savimineq,铁
198,Eisen::N,saffiugassaq,铁
199,Gold::N,kuulti,金子
200,Silber::N,siilviuvoq,银
201,Kohle::N,aamarsuit aamaruutissat,煤
202,Glas::N,igalaaq,玻璃
203,Glas::N,imertarfik,玻璃
204,Glas::N,igalaamineq,玻璃
205,Lehm::N,marraq,粘土
206,Sand::N,sioqqat,沙
207,Mensch::N,inuk,人
208,Mensch::N,silamiu,人
209,Mann::N,angut,男子
210,Frau::N,arnaq,妇女
211,Kind::N,meeraq,小孩
212,Junge::N,nukappiaraq,男孩
213,Mädchen::N,arnannguaq,女孩
214,Familie::N,ilaqutakka,家庭
215,Familie::N,ilaqutariit,家庭
216,Großvater::N,aatak,祖父
217,Großmutter::N,aanaq,祖母
218,Eltern::N,angajoqqaat,父母
219,Vater::N,ataata,父亲
220,Vater::N,ataataq,父亲
221,Mutter::N,anaana,母亲
222,Sohn::N,erneq,儿子
223,Tochter::N,panik,女儿
224,Bruder::N,ani,兄弟
225,Bruder::N,aqqaluk,兄弟
226,Bruder::N,qatanngut,兄弟
227,Schwester::N,naja,姐妹
228,Schwester::N,aleqa,姐妹
229,Schwester::N,qatanngut,姐妹
230,Onkel::N,akkak,伯父
231,Tante::N,aja,阿姨
232,Tante::N,ajak,阿姨
233,Tante::N,atsak,阿姨
234,Ehemann::N,ui,丈夫
235,Ehefrau::N,nuliaq,妻子
236,Freude::N,tipaatsussuseq,愉快
237,Gelächter::N,illaq,大笑
238,Glück::N,usornaat,运气
239,Glück::N,usornarsuseq,运气
240,Wunsch::N,kissaat,愿望
241,Lust::N,illigussuseq,乐趣
242,Lust::N,piummaseq,乐趣
243,Geist::N,anerneq,精神
244,Geist::N,toornaq,精神
245,Gedanke::N,isumassaq,思想
246,Gedächtnis::N,eqqaamannissuseq,记性
247,Verstand::N,isuma,理智
248,Verstand::N,sianissut,理智
249,Verstand::N,misigissut,理智
250,Verstand::N,sianissuseq,理智
251,Verstand::N,silaqassuseq,理智
252,Sinn::N,isuma,感觉
253,Grund::N,patsit,理由
254,Wahrheit::N,sallusuissut,真理
255,Märchen::N,oqalualaarut,童话
256,Märchen::N,oqaluasaaq,童话
257,Erzählung::N,oqaluttuaq,故事
258,Nachricht::N,oqaassut,消息
259,Nachricht::N,oqqersuut,消息
260,Neuigkeit::N,tusarnartaq,新闻
261,Name::N,ateq,名字
262,Rätsel::N,nalorsitsaarut,谜语
263,Rede::N,oqaluuseq,讲话
264,Sprache::N,oqaatsit,语言
265,Stimme::N,erinaq,声音
266,Stimme::N,qarluuseq,声音
267,Wort::N,oqaasii,词
268,Zeichen::N,nalunaaqqut,标记
269,Ruf::N,qaaqqussut,呼喊
270,Lärm::N,perpaluk,噪音
271,Laut::N,torsukattak,响声
272,Ton::N,erinaq,声音
273,Lied::N,taalliaq,歌曲
274,Lied::N,erinarsuut,歌曲
275,Ruhe::N,qatsunganeq,安静
276,Leute::N,inuiak,人们
277,Leute::N,inuiaqatigiit,人们
278,Volk::N,inuiaat,人民
279,Arbeit::N,suliaq,劳动
280,Gast::N,qaaqqusaq,客人
281,Geschenk::N,pajugut,礼物
282,Hilfe::N,annertoqqut,帮助
283,Freund::N,tiliaq,朋友
284,Freund::N,ikinngut,朋友
285,Kamerad::N,tiliaq,同志
286,Kamerad::N,ikinngut,同志
287,Art::N,ileqquuseq,种类
288,Stück::N,nakkaalaniku,块
289,Teil::N,tassiaasat,部分
290,Hälfte::N,affaq,一半
291,Kreis::N,kaajaluinneq or kaajaluitsoq,圆
292,Kreuz::N,sanningasulik,十字架
293,Linie::N,tittaq,线条
294,Linie::N,titarneq,线条
295,Abstand::N,aku,距离
296,Abstand::N,ikiaq,距离
297,Entfernung::N,asi,距离
298,Gegend::N,nuna,地区
299,Platz::N,ini,场所
300,Platz::N,inissaq,场所
301,Ort::N,sumiiffik,地点
302,Seite::N,saneraq,面
303,Mitte::N,qiteq,中间
304,Sache::N,pigisaq,物
305,Rand::N,sini,边
306,Rand::N,akerfineq,边
307,Kante::N,akerfineq,棱
308,Ecke::N,teqeqqoq,角
309,Ecke::N,tikeqqoq,角
310,Spitze::N,inngik,尖
311,Ende::N,isu,结尾
312,Loch::N,putu,洞
313,Winkel::N,teqeqqorissaat,角度
314,Muster::N,ilisserut,模型
315,Größe::N,angissuseq,大小
316,Länge::N,takissuseq,长度
317,Gewicht::N,oqimaalutaq,重量
318,Menge::N,amerlassuseq,数量
319,Haufen::N,eqimattat,堆
320,Reihe::N,allunaasaq,行
321,Boot::N,qajaq,小船
322,Boot::N,angallat,小船
323,Boot::N,umiatsiaq,小船
324,Ruder::N,iput,奖
325,Schlitten::N,qamutit,雪橇
326,Schlitten::N,qimusseq,雪橇
327,Ski::N,ataarut,雪板
328,Last::N,nammagaq,负担
329,Schritt::N,allorneq,步伐
330,Norden::N,avannaq,北
331,Süden::N,qava,南
332,Süden::N,kujat,南
333,Süden::N,kujataa,南
334,Westen::N,kitaa,西
335,Osten::N,kangi,东
336,Holz::N,qisuk,木材
337,Brett::N,salliligaq,木板
338,Platte::N,qaateq,平板
339,Stütze::N,ajagutaq,支架
340,Stütze::N,ajaagutaq,支架
341,Stange::N,kaaviffik,杆
342,Stock::N,ajaappissat,棒
343,Stab::N,ajaappissat,棍
344,Rohr::N,sullulik,管子
345,Haus::N,illu,房屋
346,Ofen::N,kissarsuut,炉子
347,Fußboden::N,nateq,地板
348,Tisch::N,allattarfik,桌子
349,Stuhl::N,issiavik,椅子
350,Stuhl::N,issiaffik,椅子
351,Wiege::N,uaasoq,摇蓝
352,Bett::N,nallavik,床
353,Regal::N,ilisivik,架子
354,Kiste::N,sakissat,箱子
355,Kiste::N,illerfiusaq,箱子
356,Fenster::N,aki,窗户
357,Fenster::N,igalaaq,窗户
358,Tür::N,matu,门
359,Tor::N,isaaffik,大门
360,Zaun::N,saputit,篱笆
361,Dach::N,qaliaq,屋顶
362,Leiter::N,tummeqqat,梯子
363,Leiter::N,majuartarfiit,梯子
364,Besen::N,saligutit,扫帚
365,Spaten::N,nivaataq,铁锹
366,Schaufel::N,nivaataq,铁锹
367,Gabel::N,qilluaq,叉
368,Gabel::N,ajassaatit,叉
369,Löffel::N,alussaat,食匙
370,Messer::N,savik,刀
371,Nagel::N,kukik,钉子
372,Netz::N,anguffaseq,网
373,Haken::N,nissik,钩子
374,Haken::N,qarsorsaq,钩子
375,Haken::N,qarsorsartoq,钩子
376,Griff::N,ipi,把柄
377,Schloss::N,illussaarsuaq,锁
378,Bild::N,assiliaq,图画
379,Figur::N,kisitsit,人像
380,Puppe::N,inuusaq,娃娃
381,Bündel::N,qilertaq,捆
382,Tasche::N,pooqattaq,手提包
383,Deckel::N,matu,盖子
384,Geschirr::N,anut,餐具
385,Tasse::N,tiitorfik,杯子
386,Tasse::N,tiitorfiup ilorlia,杯子
387,Topf::N,qoqqoq,锅
388,Kessel::N,uunnaavik,水壶
389,Essen::N,igaaq,进餐
390,Nahrung::N,neqissaq,食物
391,Speise::N,nerisassat,菜肴
392,Fleisch::N,neqi,肉
393,Getreide::N,maannineq,谷物
394,Brot::N,iffit,面包
395,Brot::N,iffiaq,面包
396,Scheibe::N,igalaassiaq,片
397,Fett::N,tarnutissaq,脂肪
398,Fett::N,tarnutissiaq,脂肪
399,Butter::N,punneq,黄油
400,Öl::N,uulia,油
401,Salz::N,taratsut,盐
402,Suppe::N,qajoq,汤
403,Honig::N,tungusunnitsuut,蜂蜜
404,Milch::N,immuk,奶
405,Tee::N,tii,茶
406,Tee::N,teeq,茶
407,Wolle::N,nuersagassiaq,毛线
408,Stoff::N,milliaq,织物
409,Stoff::N,qarlissiaq,织物
410,Nadel::N,meqqut,针
411,Faden::N,ujalussiaq,线
412,Knopf::N,attat,纽扣
413,Knoten::N,akeroq,结
414,Knoten::N,qilerneq,结
415,Farbe::N,qalipaat,颜色
416,Kleidung::N,atisat,衣服
417,Kleidung::N,annoraaq,衣服
418,Hemd::N,ilupaaq,衬衫
419,Kragen::N,qungasiinnaq,领子
420,Ärmel::N,aaq,袖子
421,Hose::N,qarliit,裤子
422,Gürtel::N,qiterut,腰带
423,Gürtel::N,unngersaq,腰带
424,Mütze::N,nasaq,帽子
425,Schuh::N,skuu,鞋
426,Schuh::N,ikernuk,鞋
427,Schuh::N,ateraasaq,鞋
428,Stiefel::N,kamik,靴子
429,Ring::N,assammiu,戒指
430,Band::N,qilerutissiaq,带子
431,Kamm::N,illaagutit,梳子
432,Kamm::N,illaajaatit pl.,梳子
433,Spiegel::N,tarrarsuut,镜子
434,Riemen::N,allunaaq,皮带
435,Schnur::N,kujaaq,绳子
436,Schnur::N,allunaasaq,绳子
437,Leine::N,aleq,皮带
438,Decke::N,qipik,被子
439,Kissen::N,akit,软垫
440,Tuch::N,qarlissiaq,巾
441,Handtuch::N,allarut,手巾
442,Handtuch::N,allarterut,手巾
443,Kraft::N,pissak,力
444,Stärke::N,qerattarsaat,力量
445,Gesundheit::N,peqqisusseq,健康
446,Krankheit::N,nappaat,病
447,Schmerz::N,anniaat,痛
448,Wunde::N,iki,伤口
449,Fieber::N,nappaat qanimanartoq,发烧
450,Arznei::N,imigassaq,药
451,Brücke::N,ikaartarfik,桥
452,Brunnen::N,tissaluttuliaq,井
453,Weide::N,masarsuk,牧场
454,Pfad::N,aqqut,小路
455,Weg::N,aggerfik,路
456,Straße::N,aqqusineq,街
457,Dorf::N,nunaqarfik,村庄
458,Stadt::N,illorpaat,城市
459,Stadt::N,illorpalik,城市
460,Brief::N,allagarsiaq,信
461,Buch::N,atuakkat,书
462,Buch::N,mappersagaq,书
463,Buchstabe::N,naqinneq,字母
464,Zeitung::N,aviisi,报纸
465,Leben::N,inuussuseq,生命
466,Tod::N,toqu,死亡
467,Tod::N,toquneq,死亡
468,Grab::N,iliveq,坟墓
469,Grab::N,illissat,坟墓
470,Kirche::N,oqaluffik,教堂
471,Sünde::N,ajorti,罪
472,Arbeiter::N,sulisoq,工人
473,Chef::N,ittoqut,上司
474,Meister::N,naalagaq,师傅
475,Arzt::N,katsorsaasoq,医生
476,Lehrer::N,ilinniartitsisoq,教师
477,Geld::N,aningaasat,钱
478,Geschäft::N,niuertarfik,交易
479,Laden::N,niuertarfik,商店
480,Preis::N,aki,价格
481,Ware::N,qaliata pii,商品
482,Ware::N,nioqqutissaq,商品
483,Nutzen::N,iluaqut,好处
484,Welt::N,nunarsuaq,世界
485,Land::N,nuna,国家
486,König::N,kunngi,国王
487,Macht::N,pissaassuseq,权力
488,Grenze::N,killik,边界
489,Krieg::N,sorsunneq,战争
490,Feind::N,akeraq,敌人
491,Feind::N,akerartorti,敌人
492,Feind::N,qinngarsuisoq,敌人
493,Kampf::N,sorsunneq,战斗
494,Pfeil::N,qalugiusaq,箭
495,Gewehr::N,aallaat,枪
496,Fehler::N,kukkuneq,错误
497,Fehler::N,paarlaappaa,错误
498,Unglück::N,perluut,不幸
499,Schuld::N,akiitsugaq,过错
500,Schuld::N,akiligassaq,过错
501,Alter::N,utoqqaq,年龄
502,Schluss::N,isu,结束
503,Zeit::N,ulloq,时间
504,Zeit::N,akuttoqatigiinneq,时间
505,Tag::N,ulloq,天
506,Morgen::N,ullaaq,早晨
507,Mittag::N,ulloqeqqa,中午
508,Abend::N,unnuk,晚上
509,Nacht::N,unnuaq,夜
510,Woche::N,sapaatip akunnera,星期
511,Monat::N,qaammat,月
512,Jahr::N,ukioq,年
513,Frühling::N,upernaaq,春天
514,Sommer::N,aasaq,夏天
515,Herbst::N,ukiaq,秋天
516,Winter::N,ukioq,冬天
517,Januar::N,siulleeq,一月
518,Januar::N,qaammaliaq,一月
519,Februar::N,aarlaat,二月
520,März::N,marsi,三月
521,März::N,martsi,三月
522,Mai::N,maaji,五月
523,Juni::N,juuni,六月
524,Juli::N,juuli,七月
525,August::N,aggusti,八月
526,September::N,septembari,九月
527,Oktober::N,oktobari,十月
528,November::N,novembari,十一月
529,Dezember::N,detsembari,十二月
530,Montag::N,ataasinngortoq,星期一
531,Dienstag::N,marlunngorneq,星期二
532,Mittwoch::N,pingasunngorneq,星期三
533,Donnerstag::N,sisamanngorneq,星期四
534,Freitag::N,tallimanngorneq,星期五
535,Samstag::N,arfininngorneq,星期六
536,Sonntag::N,sapaat,星期日
537,Sonntag::N,sapaati,星期日
538,groß::A,angivoq,大
539,klein::A,mikivoq,小
540,lang::A,takisooq,长
541,kurz::A,naatsoq,短
542,breit::A,silippoq,宽
543,schmal::A,amitsoq,细长的
544,dicht::A,torsusooq,密
545,dick[Gegenstand]::A,issuvoq,厚
546,dick[Gegenstand]::A,issusooq,厚
547,dünn::A,amitsoq,薄
548,fein::A,mamarpoq,细小
549,fest::A,tangeqarpoq,固体
550,flach::A,nalimmappoq,平坦
551,glatt::A,quasak,光滑
552,hart::A,mattusooq,硬
553,hart::A,manngerpoq,硬
554,hart::A,titeqquluppoq,硬
555,weich::A,nerumaarpoq,软
556,rund::A,ammallorippoq,圆
557,spitz::A,qummukujooq,尖
558,scharf::A,ipippoq,锋利
559,stumpf::A,anngerpoq,钝
560,schwer::A,oqimaappoq,重
561,schön::A,kusanarpoq,美丽
562,heiß::A,kiappoq,烫
563,warm::A,oqorpoq,暖和
564,kalt::A,issippoq,冷
565,kühl::A,pueqqortippoq,凉
566,feucht::A,isugutavoq,潮湿
567,feucht::A,qaasernarpoq,潮湿
568,nass::A,imerorpoq,湿
569,trocken::A,panerpoq,干
570,voll::A,ulikkaarpoq,满
571,leer::A,imaattuarpoq,空
572,offen::A,ammavoq,敞开
573,geschlossen::A,matuvoq,关闭
574,sauber::A,eqqippoq,干净
575,sauber::A,sukuluippoq,干净
576,sauber::A,ipeqanngilaq,干净
577,schmutzig::A,tapappoq,肮脏
578,schmutzig::A,minguppoq,肮脏
579,roh::A,aapavoq,生
580,reif::A,qaarulerpoq,成熟
581,süß::A,tungusunnippoq,甜
582,bitter::A,qasilippoq,苦
583,hell::A,qaamavoq,亮
584,dunkel::A,qernerpoq,阴暗
585,schwarz::A,qernerpoq,黑
586,weiß::A,qaqorpoq,白
587,rot::A,aappaluppoq,红
588,gelb::A,sungaarpoq,黄
589,blau::A,tungujorpoq,蓝
590,grün::A,qorsooqqippoq,绿
591,grau::A,qaserpoq,灰色
592,billig::A,akikippoq,便宜
593,wertvoll::A,erlinnarpoq,贵重
594,blind::A,tappiippoq,瞎
595,blind::A,isigisaqanngilaq,瞎
596,taub::A,tusilarpoq,聋
597,kräftig::A,pissaq,强壮
598,kräftig::A,pissarsuaq,强壮
599,stark::A,sanngivoq,强壮
600,schwach::A,nakuippoq,弱
601,fett::A,pualavoq,胖
602,schlank::A,tuappoq,苗条
603,hübsch::A,aatsialaq,漂亮
604,böse::A,ajorpoq,邪恶
605,dumm::A,taqajak,笨
606,dumm::A,sikkilluppoq,笨
607,dumm::A,qaatusimasaqanngilaq,笨
608,faul::A,eqiasuppoq,懒惰
609,faul::A,eqiattortuvoq,懒惰
610,fleißig::A,eqiasuippoq,勤奋
611,geizig::A,iasilaarpoq,吝啬
612,geizig::A,tukkuippoq,吝啬
613,klug::A,mallak,聪明
614,klug::A,ittanneq,聪明
615,klug::A,kutaappoq,聪明
616,klug::A,kuttaappoq,聪明
617,klug::A,qarasagippoq,聪明
618,lieb::A,akisooq,可爱
619,lustig::A,piikulavoq,快乐
620,sanft::A,isumagippoq,柔和
621,hungrig::A,kaappoq,饥饿
622,hungrig::A,perlilerpoq,饥饿
623,krank::A,napparsimavoq,患病
624,traurig::A,aliasuppoq,悲哀
625,lebendig::A,uumavoq,活
626,gut::A,ajunngilaq,好
627,schlecht::A,sualuppoq,坏
628,richtig::A,iluarpoq,正确
629,schlimm::A,amiilaarnarpoq,糟糕
630,wahr::A,ilumoorpoq,真
631,alt::A,pisoqaq,旧
632,neu::A,nutaavoq,新
633,alt[Lebewesen]::A,utoqqaq,老
634,jung::A,inuusuppoq,年轻
635,jung::A,kingulliarsuk,年轻
636,arm::A,piillasoq,贫穷
637,arm::A,piitsuuvoq,贫穷
638,reich::A,pisuuvoq,富裕
639,berühmt::A,tusaamasaq,著名
640,fremd::A,ajasoornarpoq,陌生
641,verschieden::A,allatut,不同
642,verschieden::A,tamalaat,不同
643,nah::A,qanippoq,近
644,fern::A,ungasippoq,遥远
645,linker::A,saamerleq,左
646,rechter::A,innarluissut,右
647,erster::A,siulleq,第一
648,zweiter::A,qataatsup tullia,第二
649,dritter::A,pingajorarterut,第三
650,letzter::A,kingulleq,最后
651,allein::ADV,kisimiippoq,单独
652,auf einmal::ADV,tassanngaannaq,同时
653,zusammen::ADV,attaasa,一起
654,zusammen::ADV,attarmik,一起
655,lange::ADV,akuni,许久
656,plötzlich::ADV,tassanngaannaq,忽然
657,sofort::ADV,erniinnaq,立刻
658,später::ADV,kingorna,以后
659,jetzt::ADV,maanna,现在
660,jetzt::ADV,massakkut,现在
661,heute::ADV,ullumi,今天
662,morgen::ADV,aqagu,明天
663,bald::ADV,erniinnaq,即将
664,dann::ADV,taava,然后
665,gestern::ADV,ippassaq,昨天
666,einst::ADV,ataatsimik,曾经
667,einst::ADV,ilaanni,曾经
668,damals::ADV,taamani,当时
669,damals::ADV,taamanikkut,当时
670,damals::ADV,taassumuunakkut,当时
671,danach::ADV,taava,随后
672,vorher::ADV,siornagut,事先
673,einmal::ADV,ilaanni,一次
674,einmal::ADV,ataatsimik,一次
675,manchmal::ADV,qaqutigu,有时
676,manchmal::ADV,qaqutigut,有时
677,oft::ADV,akulikitsumik,时常
678,immer::ADV,tamatigut,总是
679,hier::ADV,maani,这里
680,hierhin::ADV,maani,到这里
681,dorthin::ADV,ikuuna,到那里
682,geradeaus::ADV,narlumut,一直往前
683,vorwärts::ADV,pilangavoc,向前
684,rückwärts::ADV,kingumut,向后
685,rückwärts::ADV,tunumut or tunummut,向后
686,zurück::ADV,kingumut,退后
687,zurück::ADV,tunumut or tunummut,退后
688,unten::ADV,kana,下面
689,hinab::ADV,qiviu,向下
690,überall::ADV,tamaginni,到处
691,überall::ADV,tamani tamaani,到处
692,kaum::ADV,qaqutigorsuaq,几乎不
693,sehr::ADV,assut,很
694,noch::ADV,qeratavoq,还
695,schon::ADV,taava-una,已经
696,wieder::ADV,kingumut,又
697,vergebens::ADV,angiluk,
698,dies::PRN,manna,这
699,dies::PRN,matuma,这
700,das::PRN,ua,那
701,ich::PRN,uanga,我
702,du::PRN,illit,你
703,er::PRN,una,他
704,wir::PRN,uagut,我们
705,ihr::PRN,ilissi,你们
706,sie::PRN,uku,她
707,was::FPRN,aat?,什么
708,wer::FPRN,kikkut,谁
709,wo::FADV,sumi,哪里
710,wohin::FADV,sumut,去哪里
711,wie::FADV,qanoq,怎么
712,warum::FADV,sooq,为什么
713,wieviel::FNUM,qassit,多少
714,wieviel::FNUM,qanoq atsigisumik?,多少
715,eins::NUM,ataaseq,一
716,zwei::NUM,marluk,二
717,drei::NUM,pingasut,三
718,vier::NUM,sisamat,四
719,vier::NUM,qajuusat,四
720,fünf::NUM,tallimat,五
721,sechs::NUM,arfineq,六
722,sechs::NUM,arfinillit,六
723,sieben::NUM,arfineq-marluk,七
724,acht::NUM,arfineq pingasut,八
725,neun::NUM,qulingiluat,九
726,neun::NUM,arfineq sisamat,九
727,zehn::NUM,qulit,十
728,elf::NUM,aqqaneq,十一
729,zwölf::NUM,aqqaneq-marluk,十二
730,zwanzig::NUM,tyve,二十
731,dreißig::NUM,tredive,三十
732,dreißig::NUM,pingasunik qulillit,三十
733,vierzig::NUM,fyrre,四十
734,fünfzig::NUM,halvtreds,五十
735,fünfzig::NUM,tallimanik qulillit,五十
736,sechzig::NUM,tres,六十
737,siebzig::NUM,halvfjerds,七十
738,achtzig::NUM,firs,八十
739,neunzig::NUM,halvfems,九十
740,hundert::NUM,et hundrede,百
741,tausend::NUM,et tusinde,千
742,und::CNJ,aamma,和
743,oder::CNJ,imalluunnit,或者
744,stehen::V,sikingavoq,站
745,sitzen::V,ingippoq,坐
746,liegen::V,nalavoq,躺着
747,liegen::V,aqupivoq,躺着
748,hängen::V,nivinngarpaa,挂着
749,werden::V,pinngorpoq,成为
750,passieren::V,pivoq,发生
751,beginnen::V,aallarnerpaa,开始
752,enden::V,naggaserpaa,终止
753,wechseln::V,immikkut ilivoq,变迁
754,untergehen[Sonne]::V,ilioqqaasoq,下落
755,scheinen[Sonne]::V,qinnorpoq,照射
756,scheinen[Sonne]::V,qinngorpoq,照射
757,donnern::V,kalleq,打雷
758,wehen::V,timmivoq,飘扬
759,sich drehen::V,ipippaa,转动
