,Concept_ID,se,myv
200,Handfläche::N,gïeten-låapoe,кедькуншка
201,Handfläche::N,gïeten-låapoe,кедьлапушка
202,Handfläche::N,giehtavuodo,кедькуншка
203,Handfläche::N,giehtavuodo,кедьлапушка
204,Handfläche::N,tjårmmåvuodo,кедькуншка
205,Handfläche::N,tjårmmåvuodo,кедьлапушка
206,Handfläche::N,giehtaloahpu,кедькуншка
207,Handfläche::N,giehtaloahpu,кедьлапушка
208,Handfläche::N,kiämád,кедькуншка
209,Handfläche::N,kiämád,кедьлапушка
210,Handfläche::N,kuámmir,кедькуншка
211,Handfläche::N,kuámmir,кедьлапушка
212,Handfläche::N,kuä´m'mer,кедькуншка
213,Handfläche::N,kuä´m'mer,кедьлапушка
214,Handfläche::N,ǩiõttǩeä´m'men,кедькуншка
215,Handfläche::N,ǩiõttǩeä´m'men,кедьлапушка
216,Handfläche::N,ко̄а̄ллдэгк,кедькуншка
217,Handfläche::N,ко̄а̄ллдэгк,кедьлапушка
218,Handfläche::N,кӣдткоалдэгк,кедькуншка
219,Handfläche::N,кӣдткоалдэгк,кедьлапушка
220,Finger::N,soerme,сур
221,Finger::N,tjuvdde,сур
222,Finger::N,suorbma,сур
223,Finger::N,čuvde,сур
224,Finger::N,suor'mâ,сур
225,Finger::N,suõrmm,сур
226,Finger::N,це̄ххп,сур
227,Fingernagel::N,gadtse,кенже
228,Fingernagel::N,guehpere,кенже
229,Fingernagel::N,gadtsa,кенже
230,Fingernagel::N,gazza,кенже
231,Fingernagel::N,kozzâ,кенже
232,Fingernagel::N,kõʒʒ,кенже
233,Fingernagel::N,кэ̄ннц,кенже
234,Nagel[Anatomie]::N,gadtse,кенже
235,Nagel[Anatomie]::N,guehpere,кенже
236,Nagel[Anatomie]::N,gadtsa,кенже
237,Nagel[Anatomie]::N,gazza,кенже
238,Nagel[Anatomie]::N,kozzâ,кенже
239,Nagel[Anatomie]::N,kõʒʒ,кенже
240,Nagel[Anatomie]::N,кэ̄ннц,кенже
241,Zeh::N,tjiehtjere,пильге сур
242,Zeh::N,juolggetjuvdde,пильге сур
243,Zeh::N,juolgesuorbma,пильге сур
244,Zeh::N,jyel'gisuor'mâ,пильге сур
245,Zeh::N,jue´lǧǧsuõrmm,пильге сур
246,Zeh::N,ю̄лльк-це̄һп,пильге сур
247,Fuß::N,juelkie,пильге
248,Fuß::N,juolgge,пильге
249,Fuß::N,juolgi,пильге
250,Fuß::N,jyel'gi,пильге
251,Fuß::N,jue´lǧǧ,пильге
252,Fuß::N,ла̄бпь,пильге
253,Ferse::N,båetskie,кочкаря
254,Ferse::N,boasske,кочкаря
255,Ferse::N,šušmi,кочкаря
256,Ferse::N,šušme,кочкаря
257,Ferse::N,jue´lǧǧkädd,кочкаря
258,Ferse::N,ка̄ннт,кочкаря
259,Knie::N,boelve,эле
260,Knie::N,boelve,эзне
261,Knie::N,boelve,кумажа
262,Knie::N,buolvva,эле
263,Knie::N,buolvva,эзне
264,Knie::N,buolvva,кумажа
265,Knie::N,čibbi,эле
266,Knie::N,čibbi,эзне
267,Knie::N,čibbi,кумажа
268,Knie::N,veaŋki,эле
269,Knie::N,veaŋki,эзне
270,Knie::N,veaŋki,кумажа
271,Knie::N,iidâ,эле
272,Knie::N,iidâ,эзне
273,Knie::N,iidâ,кумажа
274,Knie::N,puõlvv,эле
275,Knie::N,puõlvv,эзне
276,Knie::N,puõlvv,кумажа
277,Knie::N,пуллв,эле
278,Knie::N,пуллв,эзне
279,Knie::N,пуллв,кумажа
280,Oberschenkel::N,ruaksja,качо
281,Oberschenkel::N,tjibbe,качо
282,Oberschenkel::N,gassaváhkká,качо
283,Oberschenkel::N,badjeváhkáa,качо
284,Oberschenkel::N,čuár'bpeeḷi,качо
285,Oberschenkel::N,če´bb,качо
286,Oberschenkel::N,чуаррбе̄лль,качо
287,Bein::N,juelkie,пильге
288,Bein::N,juolgge,пильге
289,Bein::N,juolgi,пильге
290,Bein::N,jyel'gi,пильге
291,Bein::N,jue´lǧǧ,пильге
292,Bein::N,ю̄лльк,пильге
293,Körper::N,kråahpe,рунго
294,Körper::N,rumáj,рунго
295,Körper::N,rumaš,рунго
296,Körper::N,ruumâš,рунго
297,Körper::N,rå´pp,рунго
298,Körper::N,лышшьк,рунго
299,Körper::N,роаӈӈьк,рунго
300,Haut::N,njaltja,киське
301,Haut::N,lijkke,киське
302,Haut::N,tjuobma,киське
303,Haut::N,liiki,киське
304,Haut::N,liške,киське
305,Haut::N,le´šǩǩ,киське
306,Haut::N,лышшьк,киське
307,Blut::N,vïrre,верь
308,Blut::N,maelie,верь
309,Blut::N,varra,верь
310,Blut::N,varra,верь
311,Blut::N,vorrâ,верь
312,Blut::N,võrr,верь
313,Blut::N,вэ̄рр,верь
314,Ader::N,åerie,сан
315,Ader::N,aajroe,сан
316,Ader::N,suodna,сан
317,Ader::N,varrasuotna,сан
318,Ader::N,suoṇâ,сан
319,Ader::N,suõnn,сан
320,Ader::N,сӯнн,сан
321,Sehne::N,soene,коське сан
322,Sehne::N,gåårtenje,коське сан
323,Sehne::N,suodna,коське сан
324,Sehne::N,suotna,коське сан
325,Sehne::N,suoṇâ,коське сан
326,Sehne::N,suõnn,коське сан
327,Sehne::N,сӯнн,коське сан
328,Knochen::N,måara,пакарь
329,Knochen::N,måaroe,пакарь
330,Knochen::N,dákte,пакарь
331,Knochen::N,dákti,пакарь
332,Knochen::N,tähti,пакарь
333,Knochen::N,tä´htt,пакарь
334,Knochen::N,та̄ххт,пакарь
335,Knochen::N,та̄ффьт,пакарь
336,Gehirn::N,aajla,удем
337,Gehirn::N,vuojŋam,удем
338,Gehirn::N,vuoigŋašat,удем
339,Gehirn::N,vuoi'ŋâšeh,удем
340,Gehirn::N,vuo'ivâšneh,удем
341,Gehirn::N,vuõivâšn,удем
342,Gehirn::N,вуэййвэшна,удем
343,Herz::N,vaajmoe,седей
344,Herz::N,tsåhke,седей
345,Herz::N,váibmu,седей
346,Herz::N,váimu,седей
347,Herz::N,čââ´đ,седей
348,Herz::N,кӯттҌк,седей
349,Magen::N,tjåejjie,пеке
350,Magen::N,tjoajvve,пеке
351,Magen::N,čoavji,пеке
352,Magen::N,čuáv'ji,пеке
353,Magen::N,čåu´jj,пеке
354,Magen::N,чо̄ввьй,пеке
355,Leber::N,mueksie,максо
356,Leber::N,librre,максо
357,Leber::N,vuoivvas,максо
358,Leber::N,vuoivâs,максо
359,Leber::N,vuõivâs,максо
360,Leber::N,вуйвас,максо
361,Atem::N,voejngehtasse,лексема
362,Atem::N,voejngehtasse,оймень таргсема
363,Atem::N,båssånis,лексема
364,Atem::N,båssånis,оймень таргсема
365,Atem::N,vuojŋadahka,лексема
366,Atem::N,vuojŋadahka,оймень таргсема
367,Atem::N,vuoiŋŋahat,лексема
368,Atem::N,vuoiŋŋahat,оймень таргсема
369,Atem::N,vuo'iŋâstim,лексема
370,Atem::N,vuo'iŋâstim,оймень таргсема
371,Atem::N,jiõg'g,лексема
372,Atem::N,jiõg'g,оймень таргсема
373,Atem::N,вӯйнас,лексема
374,Atem::N,вӯйнас,оймень таргсема
375,Atem::N,вӯййнмушш,лексема
376,Atem::N,вӯййнмушш,оймень таргсема
377,Hunger::N,nielkie,вачочи
378,Hunger::N,nielgge,вачочи
379,Hunger::N,nealgi,вачочи
380,Hunger::N,nelgi,вачочи
381,Hunger::N,neä´lǧǧ,вачочи
382,Hunger::N,не̄лльк,вачочи
383,Träne::N,gïknjele,селведь
384,Träne::N,ganjál,селведь
385,Träne::N,ganjal,селведь
386,Träne::N,koonjâl,селведь
387,Träne::N,kõõnjâl,селведь
388,Träne::N,кэ̄нял,селведь
389,Geschmack::N,aelmie,тансть
390,Geschmack::N,muosse,тансть
391,Geschmack::N,smáhkka,тансть
392,Geschmack::N,máhku,тансть
393,Geschmack::N,smáhkka,тансть
394,Geschmack::N,mááhu,тансть
395,Geschmack::N,smakkâ,тансть
396,Geschmack::N,njõõd,тансть
397,Geschmack::N,smääkk,тансть
398,Geschmack::N,ня̄лльк,тансть
399,Geruch::N,haaje,чине
400,Geruch::N,habjja,чине
401,Geruch::N,hádja,чине
402,Geruch::N,opsâ,чине
403,Geruch::N,haajâ,чине
404,Geruch::N,õpss,чине
405,Geruch::N,haajj,чине
406,Geruch::N,апс,чине
407,Geruch::N,лэ̄гк,чине
408,Schlaf::N,nahkerh,удома
409,Schlaf::N,nager,удома
410,Schlaf::N,oados,удома
411,Schlaf::N,nagir,удома
412,Schlaf::N,naṿer,удома
413,Schlaf::N,nââ´er,удома
414,Schlaf::N,нагерь,удома
415,Traum::N,nahkere,он
416,Traum::N,niehko,он
417,Traum::N,niehku,он
418,Traum::N,naṿer,он
419,Traum::N,nââ´er,он
420,Traum::N,нагерь,он
421,Himmel::N,elmie,менель
422,Himmel::N,almme,менель
423,Himmel::N,albmi,менель
424,Himmel::N,alme,менель
425,Himmel::N,â´lmm,менель
426,Himmel::N,алльм,менель
427,Sonne::N,biejjie,чи
428,Sonne::N,bæjvásj,чи
429,Sonne::N,beaivváš,чи
430,Sonne::N,peivi,чи
431,Sonne::N,piäiváš,чи
432,Sonne::N,pei´vv,чи
433,Sonne::N,пе̄ййв,чи
434,Mond::N,aske,ков
435,Mond::N,mánno,ков
436,Mond::N,mánnu,ков
437,Mond::N,máánu,ков
438,Mond::N,mään,ков
439,Mond::N,ма̄нн,ков
440,Stern::N,daasta,теште
441,Stern::N,naestie,теште
442,Stern::N,násste,теште
443,Stern::N,násti,теште
444,Stern::N,täsni,теште
445,Stern::N,tä´snn,теште
446,Stern::N,та̄ссьт,теште
447,Luft::N,elmie,кошт
448,Luft::N,ájmmo,кошт
449,Luft::N,áibmu,кошт
450,Luft::N,áimu,кошт
451,Luft::N,šõŋŋ,кошт
452,Luft::N,вӯйнас,кошт
453,Wind::N,bïegke,варма
454,Wind::N,biegga,варма
455,Wind::N,biegga,варма
456,Wind::N,pieg'gâ,варма
457,Wind::N,piõg'g,варма
458,Wind::N,пӣӈӈк,варма
459,Welle::N,baaroe,толкун
460,Welle::N,bárro,толкун
461,Welle::N,bárru,толкун
462,Welle::N,pááṛu,толкун
463,Welle::N,päärr,толкун
464,Welle::N,нэ̄ммп,толкун
465,Wasser::N,tjaetsie,ведь
466,Wasser::N,tjáhtje,ведь
467,Wasser::N,čáhci,ведь
468,Wasser::N,čääci,ведь
469,Wasser::N,čää´cc,ведь
470,Wasser::N,ча̄дзь,ведь
471,Stein::N,gierkie,кев
472,Stein::N,giergge,кев
473,Stein::N,geađgi,кев
474,Stein::N,keđgi,кев
475,Stein::N,ǩeä´dǧǧ,кев
476,Stein::N,ке̄ддҌк,кев
477,Boden::N,betnie,мода
478,Boden::N,ednam,мода
479,Boden::N,bodni,мода
480,Boden::N,vuođđu,мода
481,Boden::N,ponne,мода
482,Boden::N,vuáđ̣u,мода
483,Boden::N,vuâđđ,мода
484,Boden::N,лаввьн,мода
485,Boden::N,е̄ммьне,мода
486,Erde::N,jåarta,мастор
487,Erde::N,mueltie,мастор
488,Erde::N,ednam,мастор
489,Erde::N,mållde,мастор
490,Erde::N,eana,мастор
491,Erde::N,eennâm,мастор
492,Erde::N,mädd,мастор
493,Erde::N,jânnam,мастор
494,Erde::N,е̄ммьне,мастор
495,Staub::N,heblie,пуль
496,Staub::N,tsumhtsie,пуль
497,Staub::N,dubme,пуль
498,Staub::N,dopmu,пуль
499,Staub::N,kovjâ,пуль
500,Staub::N,põõ´l,пуль
501,Staub::N,кэ̄ббьй,пуль
502,Rauch::N,soeve,качамо
503,Rauch::N,suovva,качамо
504,Rauch::N,suovva,качамо
505,Rauch::N,suoṿâ,качамо
506,Rauch::N,suõvv,качамо
507,Rauch::N,сӯвв,качамо
508,Funke::N,naestie,сятко
509,Funke::N,tjuonam,сятко
510,Funke::N,čuotnan,сятко
511,Funke::N,čuođâlm,сятко
512,Funke::N,iiskâr,сятко
513,Funke::N,čuõzzâm,сятко
514,Funke::N,чӯссэм,сятко
515,Feuer::N,dålle,тол
516,Feuer::N,dållå,тол
517,Feuer::N,dolla,тол
518,Feuer::N,tullâ,тол
519,Feuer::N,toll,тол
520,Feuer::N,то̄лл,тол
521,Licht::N,tjoevke,валдо
522,Licht::N,tjuovgga,валдо
523,Licht::N,čuovga,валдо
524,Licht::N,čuovggas,валдо
525,Licht::N,čuoṿâ,валдо
526,Licht::N,toll,валдо
527,Licht::N,čuõvv,валдо
528,Licht::N,то̄лл,валдо
529,Schatten::N,skugkie,сулей
530,Schatten::N,skugkie,сулейкс
531,Schatten::N,soejvene,сулей
532,Schatten::N,soejvene,сулейкс
533,Schatten::N,irkes,сулей
534,Schatten::N,irkes,сулейкс
535,Schatten::N,sieges,сулей
536,Schatten::N,sieges,сулейкс
537,Schatten::N,itku,сулей
538,Schatten::N,itku,сулейкс
539,Schatten::N,suoivâ,сулей
540,Schatten::N,suoivâ,сулейкс
541,Schatten::N,õõtt,сулей
542,Schatten::N,õõtt,сулейкс
543,Schatten::N,ǩeeu´niǩ,сулей
544,Schatten::N,ǩeeu´niǩ,сулейкс
545,Schatten::N,кывьнэхь,сулей
546,Schatten::N,кывьнэхь,сулейкс
547,Wetter::N,vïerhtse,ушо
548,Wetter::N,dálkke,ушо
549,Wetter::N,dálki,ушо
550,Wetter::N,šoŋŋâ,ушо
551,Wetter::N,šõŋŋ,ушо
552,Wetter::N,шэ̄ӈӈ,ушо
553,Nebel::N,såavla,сув
554,Nebel::N,mearhka,сув
555,Nebel::N,murkko,сув
556,Nebel::N,mierkká,сув
557,Nebel::N,mierká,сув
558,Nebel::N,miär'kká,сув
559,Nebel::N,oṃo,сув
560,Nebel::N,sue´lnn,сув
561,Nebel::N,цӣгк,сув
562,Nebel::N,сулльн,сув
563,Wolke::N,balve,пель
564,Wolke::N,balvva,пель
565,Wolke::N,balva,пель
566,Wolke::N,polvâ,пель
567,Wolke::N,põlvv,пель
568,Wolke::N,пэллв,пель
569,Regen::N,ebrie,пиземс
570,Regen::N,harvve,пиземс
571,Regen::N,arvi,пиземс
572,Regen::N,arve,пиземс
573,Regen::N,â´brr,пиземс
574,Regen::N,аббьр,пиземс
575,Schnee::N,lopme,лов
576,Schnee::N,moehtege,лов
577,Schnee::N,muohta,лов
578,Schnee::N,muohta,лов
579,Schnee::N,muotâ,лов
580,Schnee::N,muõtt,лов
581,Schnee::N,вэ̄дз,лов
582,Schnee::N,куэллт,лов
583,Eis::N,jïenge,эй
584,Eis::N,jiegŋa,эй
585,Eis::N,jiekŋa,эй
586,Eis::N,jieŋ̣â,эй
587,Eis::N,jiõŋŋ,эй
588,Eis::N,ӣӈӈ,эй
589,Frost::N,baajkoe,кельме
590,Frost::N,tjoasskem,кельме
591,Frost::N,buolaš,кельме
592,Frost::N,puolâš,кельме
593,Frost::N,puõlâš,кельме
594,Frost::N,мӯнь,кельме
595,Kälte::N,jueskie,якшамо
596,Kälte::N,tjåetskeme,якшамо
597,Kälte::N,tjoasskem,якшамо
598,Kälte::N,čoaskin,якшамо
599,Kälte::N,ko'lmâsvuotâ,якшамо
600,Kälte::N,ijss,якшамо
601,Kälte::N,čuä´cǩǩem,якшамо
602,Kälte::N,tuârggnjõs,якшамо
603,Kälte::N,кэ̄лмас,якшамо
604,Hitze::N,baahke,пси
605,Hitze::N,báhkka,пси
606,Hitze::N,báhkka,пси
607,Hitze::N,pakkâ,пси
608,Hitze::N,kuṃe,пси
609,Hitze::N,paašt,пси
610,Hitze::N,жоарр,пси
611,Raureif::N,jyjse,лекш
612,Raureif::N,ridne,лекш
613,Raureif::N,goarre,лекш
614,Raureif::N,ritni,лекш
615,Raureif::N,suhči,лекш
616,Raureif::N,riṇe,лекш
617,Raureif::N,ай,лекш
618,Regenbogen::N,aatjan goengere,пурьгинечирьке
619,Regenbogen::N,aatjan goengere,пурьгинеёнкс
620,Regenbogen::N,aatjan joekse,пурьгинечирьке
621,Regenbogen::N,aatjan joekse,пурьгинеёнкс
622,Regenbogen::N,ádjájuoksa,пурьгинечирьке
623,Regenbogen::N,ádjájuoksa,пурьгинеёнкс
624,Regenbogen::N,arvedávgi,пурьгинечирьке
625,Regenbogen::N,arvedávgi,пурьгинеёнкс
626,Regenbogen::N,bajándávgi,пурьгинечирьке
627,Regenbogen::N,bajándávgi,пурьгинеёнкс
628,Regenbogen::N,äijihtävgi,пурьгинечирьке
629,Regenbogen::N,äijihtävgi,пурьгинеёнкс
630,Regenbogen::N,teârmmazjohss,пурьгинечирьке
631,Regenbogen::N,teârmmazjohss,пурьгинеёнкс
632,Regenbogen::N,тӣрмесью̄ккс,пурьгинечирьке
633,Regenbogen::N,тӣрмесью̄ккс,пурьгинеёнкс
634,Donner::N,raejrie,пурьгине
635,Donner::N,átjek,пурьгине
636,Donner::N,átjárájdde,пурьгине
637,Donner::N,áddjá,пурьгине
638,Donner::N,baján,пурьгине
639,Donner::N,juuṛâ,пурьгине
640,Donner::N,tie´rmes,пурьгине
641,Donner::N,тӣрмесь,пурьгине
642,Donner::N,ча̄ркнэгк,пурьгине
643,Strömung::N,njuvvie,чудема
644,Strömung::N,njuvvie,чудевкс
645,Strömung::N,ájggedáhpe,чудема
646,Strömung::N,ájggedáhpe,чудевкс
647,Strömung::N,rávdnji,чудема
648,Strömung::N,rávdnji,чудевкс
649,Strömung::N,virde,чудема
650,Strömung::N,virde,чудевкс
651,Strömung::N,ve´rdd,чудема
652,Strömung::N,ve´rdd,чудевкс
653,Strömung::N,выррьт,чудема
654,Strömung::N,выррьт,чудевкс
655,Tropfen::N,gåajhkohts,петнявкс
656,Tropfen::N,gåjkudis,петнявкс
657,Tropfen::N,goaikkanas,петнявкс
658,Tropfen::N,čalme,петнявкс
659,Tropfen::N,čâ´lmm,петнявкс
660,Tropfen::N,ча̄лльм,петнявкс
661,Schaum::N,sapte,чов
662,Schaum::N,såpptå,чов
663,Schaum::N,sokta,чов
664,Schaum::N,suptâ,чов
665,Schaum::N,soptt,чов
666,Schaum::N,со̄ппт,чов
667,Schmutz::N,haaskoe,рудаз
668,Schmutz::N,duolvva,рудаз
669,Schmutz::N,duolva,рудаз
670,Schmutz::N,durdi,рудаз
671,Schmutz::N,stänži,рудаз
672,Schmutz::N,sähss,рудаз
673,Schmutz::N,са̄ккьс,рудаз
674,Schmutz::N,не̄шшь,рудаз
675,See::N,jaevrie,эрьке
676,See::N,jávrre,эрьке
677,See::N,jávri,эрьке
678,See::N,jävri,эрьке
679,See::N,jâu´rr,эрьке
680,See::N,я̄ввьр,эрьке
681,Sumpf::N,pluevie,чей
682,Sumpf::N,áhpe,чей
683,Sumpf::N,sæmssa,чей
684,Sumpf::N,jeaggi,чей
685,Sumpf::N,jeggi,чей
686,Sumpf::N,jeä´ǧ'ǧ,чей
687,Sumpf::N,ла̄ммьп,чей
688,Moor::N,pluevie,чей
689,Moor::N,jiegge,чей
690,Moor::N,suotnju,чей
691,Moor::N,karrii,чей
692,Moor::N,kä´rev,чей
693,Moor::N,veättaǩ,чей
694,Moor::N,ла̄ммьп,чей
695,Wiese::N,ïentje,луга
696,Wiese::N,giedde,луга
697,Wiese::N,gieddi,луга
698,Wiese::N,nijtto,луга
699,Wiese::N,пуэшенҍ,луга
700,Wald::N,skåake,вирь
701,Wald::N,skåajje,вирь
702,Wald::N,miehtsie,вирь
703,Wald::N,vuovdde,вирь
704,Wald::N,miehttse,вирь
705,Wald::N,vuovdi,вирь
706,Wald::N,meahcci,вирь
707,Wald::N,mecci,вирь
708,Wald::N,vyemi,вирь
709,Wald::N,vue´mm,вирь
710,Wald::N,meä´c'c,вирь
711,Wald::N,ля̄ммт,вирь
712,Hügel::N,deava,губорь
713,Hügel::N,deava,пандыне
714,Hügel::N,dievvá,губорь
715,Hügel::N,dievvá,пандыне
716,Hügel::N,dievvá,губорь
717,Hügel::N,dievvá,пандыне
718,Hügel::N,čummâ,губорь
719,Hügel::N,čummâ,пандыне
720,Hügel::N,pä´rcc,губорь
